ticker,n_strategies,constraints_met,base_full_avg,base_full_trades,base_full_hit,base_frozen_avg,base_frozen_trades,base_frozen_hit,sel_full_avg,sel_full_trades,sel_full_hit,sel_frozen_avg,sel_frozen_trades,sel_frozen_hit,density_full_req,density_frozen_req
BIPIX,3,True,0.11946333080703503,5029,0.5343010538874527,0.2759759856929453,393,0.549618320610687,0.375360282596814,1004,0.5886454183266933,0.5770950146490305,96,0.625,200,40
BIPSX,3,True,0.13690636029146813,5024,0.5410031847133758,0.31052157823515075,393,0.5648854961832062,0.4477195254855375,659,0.5811836115326252,0.8853198887808641,68,0.6617647058823529,200,40
BITIX,3,True,0.11633159194645785,678,0.5206489675516224,0.18317439339857378,352,0.5369318181818182,0.3703718384658342,353,0.5524079320113314,0.40158674413682194,202,0.5693069306930693,200,40
BKPIX,3,True,0.13344111227311925,4771,0.5344791448333682,0.148659433922945,390,0.5512820512820513,0.4678825826170569,524,0.5687022900763359,0.6938480510411515,78,0.6410256410256411,200,40
BKPSX,3,True,0.14035117204504943,4693,0.5369699552525037,0.11486707488711441,387,0.5478036175710594,0.5337356303321036,471,0.5774946921443737,0.5250552076979645,80,0.625,200,40
BLPIX,3,True,0.1298052657055466,2707,0.5629848540820096,0.12874617681060446,326,0.5736196319018405,0.2005625037263386,642,0.5934579439252337,0.25768250341786797,150,0.62,200,40
BLPSX,3,True,0.13417527169543833,2408,0.5593853820598007,0.11437849027410228,323,0.5603715170278638,0.2402442414130631,421,0.6033254156769596,0.2411903092221788,149,0.610738255033557,160,35
BMPIX,3,True,0.11789059674754698,4239,0.5430526067468743,0.15172845797252682,387,0.5529715762273901,0.40657235108733103,515,0.5592233009708738,0.48304220679361104,93,0.5591397849462365,200,40
BMPSX,3,True,0.10989102229109447,4070,0.5400491400491401,0.1195309896897012,383,0.5404699738903395,0.37625677188388135,546,0.5769230769230769,0.5411486074700742,89,0.6067415730337079,200,40
BTCFX,3,True,0.29175983663102417,959,0.5245046923879041,0.08460654562089394,385,0.5064935064935064,0.541343557216133,356,0.5646067415730337,0.44296471888553596,139,0.5827338129496403,200,40
CNPIX,3,True,0.11217895510945022,3220,0.5425465838509317,0.1312435590511974,349,0.5415472779369628,0.26979177142170413,800,0.575,0.2838332022590125,103,0.5631067961165048,200,40
CNPSX,3,True,0.10699639128325975,3024,0.5426587301587301,0.12169073443819159,332,0.5421686746987951,0.27038071759559285,803,0.5740971357409713,0.2795867506445493,103,0.5631067961165048,200,40
CYPIX,3,True,0.09082673013756373,4064,0.5482283464566929,0.07046198344485617,386,0.5284974093264249,0.29229512459688384,625,0.6128,0.3550017209141201,97,0.6288659793814433,200,40
CYPSX,3,True,0.08742163953086263,3972,0.5501007049345418,0.06772385487392181,382,0.5287958115183246,0.3075049725087407,841,0.6040428061831153,0.428683398907158,101,0.6336633663366337,200,40
ENPIX,3,True,0.1331117061526317,4649,0.5452785545278555,0.24445569893855423,389,0.5861182519280206,0.33083673723828483,1364,0.5601173020527859,0.4579686537766158,155,0.6387096774193548,200,40
ENPSX,3,True,0.13331537496275994,4595,0.5438520130576714,0.2579508652868155,389,0.5886889460154242,0.36391749583516664,1023,0.5640273704789834,0.5060747254900629,176,0.6306818181818182,200,40
FNPIX,3,True,0.11738631656773048,4481,0.538942200401696,0.09887706302940048,391,0.5549872122762148,0.42628544367440463,557,0.6032315978456014,0.49485865882763264,82,0.6463414634146342,200,40
FNPSX,3,True,0.09305485023117584,4356,0.5367309458218549,0.0901183762226931,391,0.5549872122762148,0.4379961195937286,548,0.5985401459854015,0.31367558828383274,103,0.6116504854368932,200,40
GVPSX,1,True,0.2066190604415276,399,0.5789473684210527,0.25211501595078856,35,0.6285714285714286,0.2066190604415276,399,0.5789473684210527,0.25211501595078856,35,0.6285714285714286,160,35
HCPIX,3,True,0.10996459667901161,3630,0.5435261707988981,0.12071783310612647,360,0.5333333333333333,0.2041493265374112,1440,0.5680555555555555,0.36384408362266496,113,0.584070796460177,200,40
HCPSX,3,True,0.10608584598608882,3530,0.5382436260623229,0.11724356870503888,358,0.5279329608938548,0.22559204028902932,775,0.5664516129032258,0.4205901462666176,78,0.5641025641025641,200,40
IDPIX,3,True,0.10177212002493702,4396,0.5391264786169245,0.14841166591298344,393,0.549618320610687,0.3897357754576945,512,0.625,0.6787957927303058,75,0.68,200,40
IDPSX,3,True,0.10379993348836172,4351,0.5421742128246381,0.12389201685832905,393,0.5419847328244275,0.34440194346274533,533,0.6135084427767354,0.6745503371487782,75,0.68,200,40
INPIX,3,True,0.10932424932958691,5006,0.5517379145025969,0.06724022929859325,392,0.5382653061224489,0.38522560458860433,476,0.6281512605042017,0.46221382829629565,66,0.5606060606060606,200,40
INPSX,3,True,0.11632361091860478,4914,0.5494505494505495,0.06925869633675569,392,0.5306122448979592,0.3368260292189,528,0.6079545454545454,0.36644714473396917,82,0.5487804878048781,200,40
LGPIX,1,True,0.09862575968857831,3382,0.562093435836783,0.11870559200340985,378,0.5767195767195767,0.43304150421272863,191,0.6596858638743456,0.44739605827701506,48,0.625,120,30
LGPSX,1,True,0.08992903978169345,3279,0.5574870387313205,0.09293815743232293,355,0.5690140845070423,0.42871399658942483,191,0.6596858638743456,0.4415697976069033,48,0.625,120,30
LVPIX,3,True,0.10988292036844913,1669,0.5578190533253445,0.10923890963913081,262,0.6068702290076335,0.21482021268263182,572,0.5944055944055944,0.3260076886942812,75,0.6933333333333334,200,40
LVPSX,3,True,0.12464288132739018,1549,0.5590703679793415,0.11957158113385677,235,0.6085106382978723,0.23159560284175718,521,0.5911708253358925,0.3215431245082937,75,0.6933333333333334,200,40
MDPIX,3,True,0.1402902100598918,2054,0.5520934761441091,0.10412489182612707,282,0.5354609929078015,0.25733705171803933,615,0.5788617886178862,0.49910692494156605,81,0.6296296296296297,200,40
MDPSX,3,True,0.13477105344358087,2024,0.5528656126482213,0.11993050610080977,260,0.5307692307692308,0.2474705661778518,609,0.5779967159277504,0.4960680916034814,81,0.6296296296296297,200,40
MGPIX,3,True,0.11937699859946237,2216,0.5645306859205776,0.1410532873582307,307,0.5504885993485342,0.23878585478090905,560,0.6232142857142857,0.555838109020364,66,0.6666666666666666,200,40
MGPSX,3,True,0.12076768098733488,2182,0.5641613198900092,0.1709327649193991,311,0.5627009646302251,0.23425625705812123,560,0.6196428571428572,0.5494380637899212,66,0.6666666666666666,200,40
MLPIX,3,True,0.11912488698240731,1652,0.5357142857142857,0.07997792874991434,254,0.5,0.30884247814240673,459,0.5904139433551199,0.46557413385121227,74,0.6081081081081081,200,40
MLPSX,3,True,0.12307848143646066,1487,0.5305985205110961,0.04753934614615572,213,0.4835680751173709,0.2886653505182969,467,0.582441113490364,0.4612643439067928,74,0.6081081081081081,200,40
OEPIX,3,True,0.12063016780808128,4133,0.5381079119283814,0.20985856782440054,391,0.5575447570332481,0.3306704684505921,519,0.5549132947976878,0.5990308090013562,50,0.66,200,40
OEPSX,3,True,0.09125756906556805,4055,0.5373612823674476,0.1483449743365658,391,0.5601023017902813,0.35502917064000344,850,0.571764705882353,0.3778302575081501,138,0.6376811594202898,200,40
OTPIX,3,True,0.10105111337395228,3744,0.5555555555555556,0.12542674883429425,372,0.5725806451612904,0.21977881020167392,765,0.611764705882353,0.4017517030097324,73,0.6575342465753424,200,40
OTPSX,1,True,0.09840375567388712,3020,0.5599337748344371,0.1293557144021804,370,0.572972972972973,0.33768677693687293,300,0.61,0.4287793440004389,46,0.6086956521739131,120,30
