ticker,rule,full_avg,full_trades,full_hit,frozen_avg,frozen_trades,frozen_hit
BIPIX,R4_strongest,0.375360282596814,1004,0.5886454183266933,0.5770950146490305,96,0.625
BIPIX,majority_vote,0.375360282596814,1004,0.5886454183266933,0.5770950146490305,96,0.625
BIPIX,priority_score,0.375360282596814,1004,0.5886454183266933,0.5770950146490305,96,0.625
BIPIX,weighted,0.375360282596814,1004,0.5886454183266933,0.5770950146490305,96,0.625
BIPSX,R4_strongest,0.4477195254855375,659,0.5811836115326252,0.8853198887808641,68,0.6617647058823529
BIPSX,majority_vote,0.4477195254855375,659,0.5811836115326252,0.8853198887808641,68,0.6617647058823529
BIPSX,priority_score,0.4477195254855375,659,0.5811836115326252,0.8853198887808641,68,0.6617647058823529
BIPSX,weighted,0.4477195254855375,659,0.5811836115326252,0.8853198887808641,68,0.6617647058823529
BITIX,R4_strongest,0.3703718384658342,353,0.5524079320113314,0.40158674413682194,202,0.5693069306930693
BITIX,majority_vote,0.3703718384658342,353,0.5524079320113314,0.40158674413682194,202,0.5693069306930693
BITIX,priority_score,0.3703718384658342,353,0.5524079320113314,0.40158674413682194,202,0.5693069306930693
BITIX,weighted,0.3703718384658342,353,0.5524079320113314,0.40158674413682194,202,0.5693069306930693
BKPIX,R4_strongest,0.4678825826170569,524,0.5687022900763359,0.6938480510411515,78,0.6410256410256411
BKPIX,majority_vote,0.4678825826170569,524,0.5687022900763359,0.6938480510411515,78,0.6410256410256411
BKPIX,priority_score,0.4678825826170569,524,0.5687022900763359,0.6938480510411515,78,0.6410256410256411
BKPIX,weighted,0.4678825826170569,524,0.5687022900763359,0.6938480510411515,78,0.6410256410256411
BKPSX,R4_strongest,0.5337356303321036,471,0.5774946921443737,0.5250552076979645,80,0.625
BKPSX,majority_vote,0.5337356303321036,471,0.5774946921443737,0.5250552076979645,80,0.625
BKPSX,priority_score,0.5403421672557619,471,0.5881104033970276,0.4873999205315444,80,0.625
BKPSX,weighted,0.5337356303321036,471,0.5774946921443737,0.5250552076979645,80,0.625
BLPIX,R4_strongest,0.2005625037263386,642,0.5934579439252337,0.25768250341786797,150,0.62
BLPIX,majority_vote,0.2005625037263386,642,0.5934579439252337,0.25768250341786797,150,0.62
BLPIX,priority_score,0.2005625037263386,642,0.5934579439252337,0.25768250341786797,150,0.62
BLPIX,weighted,0.2005625037263386,642,0.5934579439252337,0.25768250341786797,150,0.62
BLPSX,R4_strongest,0.2402442414130631,421,0.6033254156769596,0.2411903092221788,149,0.610738255033557
BLPSX,majority_vote,0.2402442414130631,421,0.6033254156769596,0.2411903092221788,149,0.610738255033557
BLPSX,priority_score,0.2402442414130631,421,0.6033254156769596,0.2411903092221788,149,0.610738255033557
BLPSX,weighted,0.2402442414130631,421,0.6033254156769596,0.2411903092221788,149,0.610738255033557
BMPIX,R4_strongest,0.40657235108733103,515,0.5592233009708738,0.48304220679361104,93,0.5591397849462365
BMPIX,majority_vote,0.40657235108733103,515,0.5592233009708738,0.48304220679361104,93,0.5591397849462365
BMPIX,priority_score,0.40657235108733103,515,0.5592233009708738,0.48304220679361104,93,0.5591397849462365
BMPIX,weighted,0.40657235108733103,515,0.5592233009708738,0.48304220679361104,93,0.5591397849462365
BMPSX,R4_strongest,0.37625677188388135,546,0.5769230769230769,0.5411486074700742,89,0.6067415730337079
BMPSX,majority_vote,0.37625677188388135,546,0.5769230769230769,0.5411486074700742,89,0.6067415730337079
BMPSX,priority_score,0.37625677188388135,546,0.5769230769230769,0.5411486074700742,89,0.6067415730337079
BMPSX,weighted,0.37625677188388135,546,0.5769230769230769,0.5411486074700742,89,0.6067415730337079
BTCFX,R4_strongest,0.541343557216133,356,0.5646067415730337,0.44296471888553596,139,0.5827338129496403
BTCFX,majority_vote,0.541343557216133,356,0.5646067415730337,0.44296471888553596,139,0.5827338129496403
BTCFX,priority_score,0.541343557216133,356,0.5646067415730337,0.44296471888553596,139,0.5827338129496403
BTCFX,weighted,0.541343557216133,356,0.5646067415730337,0.44296471888553596,139,0.5827338129496403
CNPIX,R4_strongest,0.26979177142170413,800,0.575,0.2838332022590125,103,0.5631067961165048
CNPIX,majority_vote,0.26979177142170413,800,0.575,0.2838332022590125,103,0.5631067961165048
CNPIX,priority_score,0.26979177142170413,800,0.575,0.2838332022590125,103,0.5631067961165048
