Date,Open,High,Low,Close,Adjusted_close
2025-08-18,200.85,200.85,200.85,200.85,200.85
2025-08-19,200.83,200.83,200.83,200.83,200.83
2025-08-20,200.6,200.6,200.6,200.6,200.6
2025-08-21,200.43,200.43,200.43,200.43,200.43
2025-08-22,201.01,201.01,201.01,201.01,201.01
2025-08-25,200.83,200.83,200.83,200.83,200.83
2025-08-26,201.26,201.26,201.26,201.26,201.26
2025-08-27,201.49,201.49,201.49,201.49,201.49
2025-08-28,201.88,201.88,201.88,201.88,201.88
2025-08-29,201.94,201.94,201.94,201.94,201.94
2025-09-02,201.33,201.33,201.33,201.33,201.33
2025-09-03,201.5,201.5,201.5,201.5,201.5
2025-09-04,201.85,201.85,201.85,201.85,201.85
2025-09-05,202.41,202.41,202.41,202.41,202.41
2025-09-08,202.4,202.4,202.4,202.4,202.4
2025-09-09,202.23,202.23,202.23,202.23,202.23
2025-09-10,202.6,202.6,202.6,202.6,202.6
2025-09-11,203.17,203.17,203.17,203.17,203.17
2025-09-12,202.97,202.97,202.97,202.97,202.97
2025-09-15,203.38,203.38,203.38,203.38,203.38
2025-09-16,203.54,203.54,203.54,203.54,203.54
2025-09-17,203.35,203.35,203.35,203.35,203.35
2025-09-18,203.4,203.4,203.4,203.4,203.4
2025-09-19,203.21,203.21,203.21,203.21,203.21
2025-09-22,203.65,203.65,203.65,203.65,203.65
2025-09-23,204.07,204.07,204.07,204.07,204.07
2025-09-24,204.14,204.14,204.14,204.14,204.14
2025-09-25,203.56,203.56,203.56,203.56,203.56
2025-09-26,203.55,203.55,203.55,203.55,203.55
2025-09-29,203.74,203.74,203.74,203.74,203.74
2025-09-30,203.46,203.46,203.46,203.46,203.46
2025-10-01,203.5,203.5,203.5,203.5,203.5
2025-10-02,203.4,203.4,203.4,203.4,203.4
2025-10-03,203.65,203.65,203.65,203.65,203.65
2025-10-06,203.56,203.56,203.56,203.56,203.56
2025-10-07,203.31,203.31,203.31,203.31,203.31
2025-10-08,203.19,203.19,203.19,203.19,203.19
2025-10-09,202.81,202.81,202.81,202.81,202.81
2025-10-10,202.32,202.32,202.32,202.32,202.32
2025-10-13,202.28,202.28,202.28,202.28,202.28
2025-10-14,202.41,202.41,202.41,202.41,202.41
2025-10-15,203.18,203.18,203.18,203.18,203.18
2025-10-16,203.29,203.29,203.29,203.29,203.29
2025-10-17,202.99,202.99,202.99,202.99,202.99
2025-10-20,203.16,203.16,203.16,203.16,203.16
2025-10-21,203.32,203.32,203.32,203.32,203.32
2025-10-22,203.03,203.03,203.03,203.03,203.03
2025-10-23,203.01,203.01,203.01,203.01,203.01
2025-10-24,203.48,203.48,203.48,203.48,203.48
2025-10-27,204.79,204.79,204.79,204.79,204.79
2025-10-28,204.95,204.95,204.95,204.95,204.95
2025-10-29,204.74,204.74,204.74,204.74,204.74
2025-10-30,204.44,204.44,204.44,204.44,204.44
2025-10-31,204.57,204.57,204.57,204.57,204.57
2025-11-03,204.25,204.25,204.25,204.25,204.25
2025-11-04,203.86,203.86,203.86,203.86,203.86
2025-11-05,203.9,203.9,203.9,203.9,203.9
2025-11-06,204.17,204.17,204.17,204.17,204.17
2025-11-07,203.94,203.94,203.94,203.94,203.94
2025-11-10,204.34,204.34,204.34,204.34,204.34
2025-11-11,204.98,204.98,204.98,204.98,204.98
2025-11-12,205.03,205.03,205.03,205.03,205.03
2025-11-13,204.65,204.65,204.65,204.65,204.65
2025-11-14,204.55,204.55,204.55,204.55,204.55
2025-11-17,204.46,204.46,204.46,204.46,204.46
2025-11-18,204.25,204.25,204.25,204.25,204.25
2025-11-19,204.31,204.31,204.31,204.31,204.31
2025-11-20,204.56,204.56,204.56,204.56,204.56
2025-11-21,204.67,204.67,204.67,204.67,204.67
2025-11-24,205.06,205.06,205.06,205.06,205.06
2025-11-25,205.18,205.18,205.18,205.18,205.18
2025-11-26,205.6,205.6,205.6,205.6,205.6
2025-11-28,205.61,205.61,205.61,205.61,205.61
2025-12-01,205.35,205.35,205.35,205.35,205.35
2025-12-02,205.42,205.42,205.42,205.42,205.42
2025-12-03,205.91,205.91,205.91,205.91,205.91
2025-12-04,205.86,205.86,205.86,205.86,205.86
2025-12-05,206.12,206.12,206.12,206.12,206.12
2025-12-08,205.79,205.79,205.79,205.79,205.79
2025-12-09,205.55,205.55,205.55,205.55,205.55
2025-12-10,205.65,205.65,205.65,205.65,205.65
2025-12-11,205.78,205.78,205.78,205.78,205.78
2025-12-12,205.62,205.62,205.62,205.62,205.62
2025-12-15,205.8,205.8,205.8,205.8,205.8
2025-12-16,205.84,205.84,205.84,205.84,205.84
2025-12-17,205.72,205.72,205.72,205.72,205.72
2025-12-18,206.16,206.16,206.16,206.16,206.16
2025-12-19,206.2,206.2,206.2,206.2,206.2
2025-12-22,206.51,206.51,206.51,206.51,206.51
2025-12-23,206.62,206.62,206.62,206.62,206.62
2025-12-24,206.76,206.76,206.76,206.76,206.76
2025-12-26,206.9,206.9,206.9,206.9,206.9
2025-12-29,206.98,206.98,206.98,206.98,206.98
2025-12-30,207.11,207.11,207.11,207.11,207.11
2025-12-31,207.16,207.16,207.16,207.16,207.16
2026-01-02,207.1,207.1,207.1,207.1,207.1
2026-01-05,207.49,207.49,207.49,207.49,207.49
2026-01-06,207.62,207.62,207.62,207.62,207.62
2026-01-07,207.63,207.63,207.63,207.63,207.63
2026-01-08,207.5,207.5,207.5,207.5,207.5
2026-01-09,207.77,207.77,207.77,207.77,207.77
