Date,Open,High,Low,Close,Adjusted_close
2025-08-18,6.63,6.63,6.63,6.63,6.63
2025-08-19,6.64,6.64,6.64,6.64,6.64
2025-08-20,6.64,6.64,6.64,6.64,6.64
2025-08-21,6.62,6.62,6.62,6.62,6.62
2025-08-22,6.66,6.66,6.66,6.66,6.66
2025-08-25,6.65,6.65,6.65,6.65,6.65
2025-08-26,6.66,6.66,6.66,6.66,6.66
2025-08-27,6.67,6.67,6.67,6.67,6.67
2025-08-28,6.67,6.67,6.67,6.67,6.67
2025-08-29,6.67,6.67,6.67,6.67,6.67
2025-09-02,6.65,6.65,6.65,6.65,6.65
2025-09-03,6.67,6.67,6.67,6.67,6.67
2025-09-04,6.68,6.68,6.68,6.68,6.68
2025-09-05,6.71,6.71,6.71,6.71,6.71
2025-09-08,6.72,6.72,6.72,6.72,6.72
2025-09-09,6.7,6.7,6.7,6.7,6.7
2025-09-10,6.71,6.71,6.71,6.71,6.71
2025-09-11,6.72,6.72,6.72,6.72,6.72
2025-09-12,6.71,6.71,6.71,6.71,6.71
2025-09-15,6.72,6.72,6.72,6.72,6.72
2025-09-16,6.73,6.73,6.73,6.73,6.73
2025-09-17,6.72,6.72,6.72,6.72,6.72
2025-09-18,6.71,6.71,6.71,6.71,6.71
2025-09-19,6.7,6.7,6.7,6.7,6.7
2025-09-22,6.7,6.7,6.7,6.7,6.7
2025-09-23,6.7,6.7,6.7,6.7,6.7
2025-09-24,6.69,6.69,6.69,6.69,6.69
2025-09-25,6.67,6.67,6.67,6.67,6.67
2025-09-26,6.66,6.66,6.66,6.66,6.66
2025-09-29,6.67,6.67,6.67,6.67,6.67
2025-09-30,6.67,6.67,6.67,6.67,6.67
2025-10-01,6.68,6.68,6.68,6.68,6.68
2025-10-02,6.68,6.68,6.68,6.68,6.68
2025-10-03,6.68,6.68,6.68,6.68,6.68
2025-10-06,6.67,6.67,6.67,6.67,6.67
2025-10-07,6.67,6.67,6.67,6.67,6.67
2025-10-08,6.67,6.67,6.67,6.67,6.67
2025-10-09,6.65,6.65,6.65,6.65,6.65
2025-10-10,6.66,6.66,6.66,6.66,6.66
2025-10-13,6.66,6.66,6.66,6.66,6.66
2025-10-14,6.67,6.67,6.67,6.67,6.67
2025-10-15,6.68,6.68,6.68,6.68,6.68
2025-10-16,6.69,6.69,6.69,6.69,6.69
2025-10-17,6.68,6.68,6.68,6.68,6.68
2025-10-20,6.69,6.69,6.69,6.69,6.69
2025-10-21,6.69,6.69,6.69,6.69,6.69
2025-10-22,6.69,6.69,6.69,6.69,6.69
2025-10-23,6.68,6.68,6.68,6.68,6.68
2025-10-24,6.68,6.68,6.68,6.68,6.68
2025-10-27,6.69,6.69,6.69,6.69,6.69
2025-10-28,6.69,6.69,6.69,6.69,6.69
2025-10-29,6.67,6.67,6.67,6.67,6.67
2025-10-30,6.65,6.65,6.65,6.65,6.65
2025-10-31,6.65,6.65,6.65,6.65,6.65
2025-11-03,6.64,6.64,6.64,6.64,6.64
2025-11-04,6.64,6.64,6.64,6.64,6.64
2025-11-05,6.63,6.63,6.63,6.63,6.63
2025-11-06,6.64,6.64,6.64,6.64,6.64
2025-11-07,6.64,6.64,6.64,6.64,6.64
2025-11-10,6.64,6.64,6.64,6.64,6.64
2025-11-11,6.64,6.64,6.64,6.64,6.64
2025-11-12,6.65,6.65,6.65,6.65,6.65
2025-11-13,6.63,6.63,6.63,6.63,6.63
2025-11-14,6.62,6.62,6.62,6.62,6.62
2025-11-17,6.62,6.62,6.62,6.62,6.62
2025-11-18,6.62,6.62,6.62,6.62,6.62
2025-11-19,6.62,6.62,6.62,6.62,6.62
2025-11-20,6.63,6.63,6.63,6.63,6.63
2025-11-21,6.64,6.64,6.64,6.64,6.64
2025-11-24,6.65,6.65,6.65,6.65,6.65
2025-11-25,6.66,6.66,6.66,6.66,6.66
2025-11-26,6.66,6.66,6.66,6.66,6.66
2025-11-28,6.65,6.65,6.65,6.65,6.65
2025-12-01,6.63,6.63,6.63,6.63,6.63
2025-12-02,6.64,6.64,6.64,6.64,6.64
2025-12-03,6.65,6.65,6.65,6.65,6.65
2025-12-04,6.64,6.64,6.64,6.64,6.64
2025-12-05,6.63,6.63,6.63,6.63,6.63
2025-12-08,6.62,6.62,6.62,6.62,6.62
2025-12-09,6.61,6.61,6.61,6.61,6.61
2025-12-10,6.62,6.62,6.62,6.62,6.62
2025-12-11,6.63,6.63,6.63,6.63,6.63
2025-12-12,6.61,6.61,6.61,6.61,6.61
2025-12-15,6.62,6.62,6.62,6.62,6.62
2025-12-16,6.62,6.62,6.62,6.62,6.62
2025-12-17,6.62,6.62,6.62,6.62,6.62
2025-12-18,6.63,6.63,6.63,6.63,6.63
2025-12-19,6.63,6.63,6.63,6.63,6.63
2025-12-22,6.62,6.62,6.62,6.62,6.62
2025-12-23,6.62,6.62,6.62,6.62,6.62
2025-12-24,6.63,6.63,6.63,6.63,6.63
2025-12-29,6.63,6.63,6.63,6.63,6.63
2025-12-30,6.63,6.63,6.63,6.63,6.63
2025-12-31,6.63,6.63,6.63,6.63,6.63
2026-01-02,6.61,6.61,6.61,6.61,6.61
2026-01-05,6.62,6.62,6.62,6.62,6.62
2026-01-06,6.62,6.62,6.62,6.62,6.62
2026-01-07,6.63,6.63,6.63,6.63,6.63
2026-01-08,6.62,6.62,6.62,6.62,6.62
2026-01-09,6.62,6.62,6.62,6.62,6.62
2026-01-12,6.62,6.62,6.62,6.62,6.62
2026-01-13,6.62,6.62,6.62,6.62,6.62
2026-01-14,6.63,6.63,6.63,6.63,6.63
2026-01-15,6.62,6.62,6.62,6.62,6.62
2026-01-16,6.61,6.61,6.61,6.61,6.61
2026-01-20,6.59,6.59,6.59,6.59,6.59
2026-01-21,6.61,6.61,6.61,6.61,6.61
2026-01-22,6.61,6.61,6.61,6.61,6.61
2026-01-23,6.61,6.61,6.61,6.61,6.61
2026-01-26,6.62,6.62,6.62,6.62,6.62
2026-01-27,6.61,6.61,6.61,6.61,6.61
2026-01-28,6.61,6.61,6.61,6.61,6.61
2026-01-29,6.62,6.62,6.62,6.62,6.62
2026-01-30,6.62,6.62,6.62,6.62,6.62
2026-02-02,6.61,6.61,6.61,6.61,6.61
2026-02-03,6.6,6.6,6.6,6.6,6.6
2026-02-04,6.61,6.61,6.61,6.61,6.61
2026-02-05,6.62,6.62,6.62,6.62,6.62
2026-02-06,6.62,6.62,6.62,6.62,6.62
2026-02-09,6.62,6.62,6.62,6.62,6.62
2026-02-10,6.62,6.62,6.62,6.62,6.62
2026-02-11,6.61,6.61,6.61,6.61,6.61
2026-02-12,6.63,6.63,6.63,6.63,6.63
2026-02-13,6.64,6.64,6.64,6.64,6.64
2026-02-17,6.64,6.64,6.64,6.64,6.64
2026-02-18,6.64,6.64,6.64,6.64,6.64
2026-02-19,6.64,6.64,6.64,6.64,6.64
2026-02-20,6.63,6.63,6.63,6.63,6.63
2026-02-23,6.65,6.65,6.65,6.65,6.65
2026-02-24,6.64,6.64,6.64,6.64,6.64
2026-02-25,6.64,6.64,6.64,6.64,6.64
2026-02-26,6.64,6.64,6.64,6.64,6.64
2026-02-27,6.65,6.65,6.65,6.65,6.65
2026-03-02,6.61,6.61,6.61,6.61,6.61
2026-03-03,6.61,6.61,6.61,6.61,6.61
2026-03-04,6.6,6.6,6.6,6.6,6.6
2026-03-05,6.58,6.58,6.58,6.58,6.58
2026-03-06,6.57,6.57,6.57,6.57,6.57
2026-03-09,6.57,6.57,6.57,6.57,6.57
2026-03-10,6.57,6.57,6.57,6.57,6.57
2026-03-11,6.54,6.54,6.54,6.54,6.54
2026-03-12,6.51,6.51,6.51,6.51,6.51
2026-03-13,6.49,6.49,6.49,6.49,6.49
2026-03-16,6.51,6.51,6.51,6.51,6.51
2026-03-17,6.52,6.52,6.52,6.52,6.52
2026-03-18,6.5,6.5,6.5,6.5,6.5
2026-03-19,6.49,6.49,6.49,6.49,6.49
2026-03-20,6.44,6.44,6.44,6.44,6.44
2026-03-23,6.46,6.46,6.46,6.46,6.46
2026-03-24,6.43,6.43,6.43,6.43,6.43
2026-03-25,6.46,6.46,6.46,6.46,6.46
2026-03-26,6.42,6.42,6.42,6.42,6.42
2026-03-27,6.41,6.41,6.41,6.41,6.41
2026-03-30,6.43,6.43,6.43,6.43,6.43
2026-03-31,6.46,6.46,6.46,6.46,6.46
2026-04-01,6.47,6.47,6.47,6.47,6.47
2026-04-02,6.48,6.48,6.48,6.48,6.48
2026-04-07,6.47,6.47,6.47,6.47,6.47
2026-04-08,6.52,6.52,6.52,6.52,6.52
2026-04-09,6.52,6.52,6.52,6.52,6.52
2026-04-10,6.51,6.51,6.51,6.51,6.51
2026-04-13,6.52,6.52,6.52,6.52,6.52
2026-04-14,6.55,6.55,6.55,6.55,6.55
2026-04-15,6.54,6.54,6.54,6.54,6.54
2026-04-16,6.54,6.54,6.54,6.54,6.54
2026-04-17,6.57,6.57,6.57,6.57,6.57
2026-04-20,6.56,6.56,6.56,6.56,6.56
