Date,Open,High,Low,Close,Adjusted_close
2025-08-18,22.94,22.94,22.94,22.94,22.94
2025-08-19,22.88,22.88,22.88,22.88,22.88
2025-08-20,22.87,22.87,22.87,22.87,22.87
2025-08-21,22.8,22.8,22.8,22.8,22.8
2025-08-22,23.07,23.07,23.07,23.07,23.07
2025-08-25,22.94,22.94,22.94,22.94,22.94
2025-08-26,22.94,22.94,22.94,22.94,22.94
2025-08-27,22.92,22.92,22.92,22.92,22.92
2025-08-28,22.98,22.98,22.98,22.98,22.98
2025-08-29,22.86,22.86,22.86,22.86,22.86
2025-09-02,22.68,22.68,22.68,22.68,22.68
2025-09-03,22.7,22.7,22.7,22.7,22.7
2025-09-04,22.82,22.82,22.82,22.82,22.82
2025-09-05,22.93,22.93,22.93,22.93,22.93
2025-09-08,23.02,23.02,23.02,23.02,23.02
2025-09-09,23.06,23.06,23.06,23.06,23.06
2025-09-10,23.17,23.17,23.17,23.17,23.17
2025-09-11,23.35,23.35,23.35,23.35,23.35
2025-09-12,23.35,23.35,23.35,23.35,23.35
2025-09-15,23.43,23.43,23.43,23.43,23.43
2025-09-16,23.5,23.5,23.5,23.5,23.5
2025-09-17,23.48,23.48,23.48,23.48,23.48
2025-09-18,23.52,23.52,23.52,23.52,23.52
2025-09-19,23.41,23.41,23.41,23.41,23.41
2025-09-22,23.49,23.49,23.49,23.49,23.49
2025-09-23,23.55,23.55,23.55,23.55,23.55
2025-09-24,23.45,23.45,23.45,23.45,23.45
2025-09-25,23.31,23.31,23.31,23.31,23.31
2025-09-26,23.39,23.39,23.39,23.39,23.39
2025-09-29,23.4,23.4,23.4,23.4,23.4
2025-09-30,23.4,23.4,23.4,23.4,23.4
2025-10-01,23.51,23.51,23.51,23.51,23.51
2025-10-02,23.52,23.52,23.52,23.52,23.52
2025-10-03,23.6,23.6,23.6,23.6,23.6
2025-10-06,23.62,23.62,23.62,23.62,23.62
2025-10-07,23.48,23.48,23.48,23.48,23.48
2025-10-08,23.57,23.57,23.57,23.57,23.57
2025-10-09,23.43,23.43,23.43,23.43,23.43
2025-10-10,23.04,23.04,23.04,23.04,23.04
2025-10-13,23.25,23.25,23.25,23.25,23.25
2025-10-14,23.27,23.27,23.27,23.27,23.27
2025-10-15,23.43,23.43,23.43,23.43,23.43
2025-10-16,23.47,23.47,23.47,23.47,23.47
2025-10-17,23.51,23.51,23.51,23.51,23.51
2025-10-20,23.57,23.57,23.57,23.57,23.57
2025-10-21,23.49,23.49,23.49,23.49,23.49
2025-10-22,23.49,23.49,23.49,23.49,23.49
2025-10-23,23.55,23.55,23.55,23.55,23.55
2025-10-24,23.67,23.67,23.67,23.67,23.67
2025-10-27,23.83,23.83,23.83,23.83,23.83
2025-10-28,23.85,23.85,23.85,23.85,23.85
2025-10-29,23.79,23.79,23.79,23.79,23.79
2025-10-30,23.68,23.68,23.68,23.68,23.68
2025-10-31,23.71,23.71,23.71,23.71,23.71
2025-11-03,23.76,23.76,23.76,23.76,23.76
2025-11-04,23.5,23.5,23.5,23.5,23.5
2025-11-05,23.61,23.61,23.61,23.61,23.61
2025-11-06,23.63,23.63,23.63,23.63,23.63
2025-11-07,23.66,23.66,23.66,23.66,23.66
2025-11-10,23.86,23.86,23.86,23.86,23.86
2025-11-11,23.96,23.96,23.96,23.96,23.96
2025-11-12,24.01,24.01,24.01,24.01,24.01
2025-11-13,23.84,23.84,23.84,23.84,23.84
2025-11-14,23.8,23.8,23.8,23.8,23.8
2025-11-17,23.6,23.6,23.6,23.6,23.6
2025-11-18,23.5,23.5,23.5,23.5,23.5
2025-11-19,23.42,23.42,23.42,23.42,23.42
2025-11-20,23.24,23.24,23.24,23.24,23.24
2025-11-21,23.42,23.42,23.42,23.42,23.42
2025-11-24,23.5,23.5,23.5,23.5,23.5
2025-11-25,23.71,23.71,23.71,23.71,23.71
2025-11-26,23.89,23.89,23.89,23.89,23.89
2025-11-28,23.94,23.94,23.94,23.94,23.94
2025-12-01,23.87,23.87,23.87,23.87,23.87
2025-12-02,23.94,23.94,23.94,23.94,23.94
2025-12-03,24.1,24.1,24.1,24.1,24.1
2025-12-04,24.2,24.2,24.2,24.2,24.2
2025-12-05,24.15,24.15,24.15,24.15,24.15
2025-12-08,24.12,24.12,24.12,24.12,24.12
2025-12-09,24.07,24.07,24.07,24.07,24.07
2025-12-10,24.27,24.27,24.27,24.27,24.27
2025-12-11,24.35,24.35,24.35,24.35,24.35
2025-12-12,24.2,24.2,24.2,24.2,24.2
2025-12-15,24.23,24.23,24.23,24.23,24.23
2025-12-16,24.17,24.17,24.17,24.17,24.17
2025-12-17,24.05,24.05,24.05,24.05,24.05
2025-12-18,24.13,24.13,24.13,24.13,24.13
2025-12-19,24.21,24.21,24.21,24.21,24.21
2025-12-22,24.32,24.32,24.32,24.32,24.32
2025-12-23,24.46,24.46,24.46,24.46,24.46
2025-12-24,24.52,24.52,24.52,24.52,24.52
2025-12-26,24.6,24.6,24.6,24.6,24.6
2025-12-29,24.56,24.56,24.56,24.56,24.56
2025-12-30,24.59,24.59,24.59,24.59,24.59
2025-12-31,24.55,24.55,24.55,24.55,24.55
2026-01-02,24.78,24.78,24.78,24.78,24.78
2026-01-05,24.97,24.97,24.97,24.97,24.97
2026-01-06,25.02,25.02,25.02,25.02,25.02
2026-01-07,24.89,24.89,24.89,24.89,24.89
2026-01-08,24.88,24.88,24.88,24.88,24.88
2026-01-09,25,25,25,25,25
2026-01-12,25.1,25.1,25.1,25.1,25.1
2026-01-13,25.09,25.09,25.09,25.09,25.09
2026-01-14,25.12,25.12,25.12,25.12,25.12
2026-01-15,25.26,25.26,25.26,25.26,25.26
2026-01-16,25.27,25.27,25.27,25.27,25.27
2026-01-20,25.02,25.02,25.02,25.02,25.02
2026-01-21,25.29,25.29,25.29,25.29,25.29
2026-01-22,25.46,25.46,25.46,25.46,25.46
2026-01-23,25.58,25.58,25.58,25.58,25.58
2026-01-26,25.68,25.68,25.68,25.68,25.68
2026-01-27,25.98,25.98,25.98,25.98,25.98
2026-01-28,26,26,26,26,26
2026-01-29,26.07,26.07,26.07,26.07,26.07
