Date,Open,High,Low,Close,Adjusted_close
2025-08-18,30.03,30.03,30.03,30.03,30.03
2025-08-19,30.14,30.14,30.14,30.14,30.14
2025-08-20,30.28,30.28,30.28,30.28,30.28
2025-08-21,30.21,30.21,30.21,30.21,30.21
2025-08-22,30.73,30.73,30.73,30.73,30.73
2025-08-25,30.43,30.43,30.43,30.43,30.43
2025-08-26,30.4,30.4,30.4,30.4,30.4
2025-08-27,30.37,30.37,30.37,30.37,30.37
2025-08-28,30.42,30.42,30.42,30.42,30.42
2025-08-29,30.41,30.41,30.41,30.41,30.41
2025-09-02,30.21,30.21,30.21,30.21,30.21
2025-09-03,30.24,30.24,30.24,30.24,30.24
2025-09-04,30.4,30.4,30.4,30.4,30.4
2025-09-05,30.44,30.44,30.44,30.44,30.44
2025-09-08,30.48,30.48,30.48,30.48,30.48
2025-09-09,30.51,30.51,30.51,30.51,30.51
2025-09-10,30.47,30.47,30.47,30.47,30.47
2025-09-11,30.77,30.77,30.77,30.77,30.77
2025-09-12,30.58,30.58,30.58,30.58,30.58
2025-09-15,30.59,30.59,30.59,30.59,30.59
2025-09-16,30.71,30.71,30.71,30.71,30.71
2025-09-17,30.71,30.71,30.71,30.71,30.71
2025-09-18,30.8,30.8,30.8,30.8,30.8
2025-09-19,30.69,30.69,30.69,30.69,30.69
2025-09-22,30.77,30.77,30.77,30.77,30.77
2025-09-23,30.77,30.77,30.77,30.77,30.77
2025-09-24,30.65,30.65,30.65,30.65,30.65
2025-09-25,30.5,30.5,30.5,30.5,30.5
2025-09-26,30.68,30.68,30.68,30.68,30.68
2025-09-29,30.72,30.72,30.72,30.72,30.72
2025-09-30,30.82,30.82,30.82,30.82,30.82
2025-10-01,30.95,30.95,30.95,30.95,30.95
2025-10-02,30.99,30.99,30.99,30.99,30.99
2025-10-03,31.2,31.2,31.2,31.2,31.2
2025-10-06,31.22,31.22,31.22,31.22,31.22
2025-10-07,31.1,31.1,31.1,31.1,31.1
2025-10-08,31.11,31.11,31.11,31.11,31.11
2025-10-09,30.88,30.88,30.88,30.88,30.88
2025-10-10,30.32,30.32,30.32,30.32,30.32
2025-10-13,30.56,30.56,30.56,30.56,30.56
2025-10-14,30.84,30.84,30.84,30.84,30.84
2025-10-15,31,31,31,31,31
2025-10-16,30.94,30.94,30.94,30.94,30.94
2025-10-17,31.13,31.13,31.13,31.13,31.13
2025-10-20,31.29,31.29,31.29,31.29,31.29
2025-10-21,31.18,31.18,31.18,31.18,31.18
2025-10-22,31.2,31.2,31.2,31.2,31.2
2025-10-23,31.26,31.26,31.26,31.26,31.26
2025-10-24,31.32,31.32,31.32,31.32,31.32
2025-10-27,31.51,31.51,31.51,31.51,31.51
2025-10-28,31.34,31.34,31.34,31.34,31.34
2025-10-29,30.86,30.86,30.86,30.86,30.86
2025-10-30,30.6,30.6,30.6,30.6,30.6
2025-10-31,30.61,30.61,30.61,30.61,30.61
2025-11-03,30.51,30.51,30.51,30.51,30.51
2025-11-04,30.28,30.28,30.28,30.28,30.28
2025-11-05,30.36,30.36,30.36,30.36,30.36
2025-11-06,30.27,30.27,30.27,30.27,30.27
2025-11-07,30.42,30.42,30.42,30.42,30.42
2025-11-10,30.67,30.67,30.67,30.67,30.67
2025-11-11,30.98,30.98,30.98,30.98,30.98
2025-11-12,31.13,31.13,31.13,31.13,31.13
2025-11-13,30.79,30.79,30.79,30.79,30.79
2025-11-14,30.69,30.69,30.69,30.69,30.69
2025-11-17,30.3,30.3,30.3,30.3,30.3
2025-11-18,30.21,30.21,30.21,30.21,30.21
2025-11-19,30.06,30.06,30.06,30.06,30.06
2025-11-20,29.77,29.77,29.77,29.77,29.77
2025-11-21,30.41,30.41,30.41,30.41,30.41
2025-11-24,30.45,30.45,30.45,30.45,30.45
2025-11-25,30.88,30.88,30.88,30.88,30.88
2025-11-26,31.06,31.06,31.06,31.06,31.06
2025-11-28,31.16,31.16,31.16,31.16,31.16
2025-12-01,30.98,30.98,30.98,30.98,30.98
2025-12-02,31.09,31.09,31.09,31.09,31.09
2025-12-03,31.36,31.36,31.36,31.36,31.36
2025-12-04,31.44,31.44,31.44,31.44,31.44
2025-12-05,31.46,31.46,31.46,31.46,31.46
2025-12-08,31.36,31.36,31.36,31.36,31.36
2025-12-09,31.19,31.19,31.19,31.19,31.19
2025-12-10,31.65,31.65,31.65,31.65,31.65
2025-12-11,31.89,31.89,31.89,31.89,31.89
2025-12-12,31.74,31.74,31.74,31.74,31.74
2025-12-15,31.89,31.89,31.89,31.89,31.89
2025-12-16,31.69,31.69,31.69,31.69,31.69
2025-12-17,31.63,31.63,31.63,31.63,31.63
2025-12-18,31.72,31.72,31.72,31.72,31.72
2025-12-19,31.81,31.81,31.81,31.81,31.81
2025-12-22,32,32,32,32,32
2025-12-23,32.1,32.1,32.1,32.1,32.1
2025-12-24,32.15,32.15,32.15,32.15,32.15
2025-12-26,32.22,32.22,32.22,32.22,32.22
2025-12-29,32.16,32.16,32.16,32.16,32.16
2025-12-30,32.18,32.18,32.18,32.18,32.18
2025-12-31,32.05,32.05,32.05,32.05,32.05
2026-01-02,32.3,32.3,32.3,32.3,32.3
2026-01-05,32.62,32.62,32.62,32.62,32.62
2026-01-06,32.7,32.7,32.7,32.7,32.7
2026-01-07,32.41,32.41,32.41,32.41,32.41
2026-01-08,32.69,32.69,32.69,32.69,32.69
2026-01-09,32.89,32.89,32.89,32.89,32.89
2026-01-12,32.85,32.85,32.85,32.85,32.85
2026-01-13,32.66,32.66,32.66,32.66,32.66
2026-01-14,32.76,32.76,32.76,32.76,32.76
2026-01-15,32.72,32.72,32.72,32.72,32.72
2026-01-16,32.57,32.57,32.57,32.57,32.57
2026-01-20,32.08,32.08,32.08,32.08,32.08
2026-01-21,32.46,32.46,32.46,32.46,32.46
2026-01-22,32.72,32.72,32.72,32.72,32.72
2026-01-23,32.76,32.76,32.76,32.76,32.76
2026-01-26,32.84,32.84,32.84,32.84,32.84
2026-01-27,32.94,32.94,32.94,32.94,32.94
2026-01-28,32.77,32.77,32.77,32.77,32.77
2026-01-29,33.02,33.02,33.02,33.02,33.02
2026-01-30,33,33,33,33,33
2026-02-02,33.15,33.15,33.15,33.15,33.15
2026-02-03,33.15,33.15,33.15,33.15,33.15
2026-02-04,33.45,33.45,33.45,33.45,33.45
2026-02-05,33.23,33.23,33.23,33.23,33.23
2026-02-06,33.61,33.61,33.61,33.61,33.61
2026-02-09,33.75,33.75,33.75,33.75,33.75
2026-02-10,33.69,33.69,33.69,33.69,33.69
2026-02-11,33.82,33.82,33.82,33.82,33.82
2026-02-12,33.64,33.64,33.64,33.64,33.64
2026-02-13,33.78,33.78,33.78,33.78,33.78
2026-02-17,33.81,33.81,33.81,33.81,33.81
2026-02-18,33.89,33.89,33.89,33.89,33.89
2026-02-19,33.67,33.67,33.67,33.67,33.67
2026-02-20,33.83,33.83,33.83,33.83,33.83
2026-02-23,33.54,33.54,33.54,33.54,33.54
2026-02-24,33.63,33.63,33.63,33.63,33.63
2026-02-25,33.82,33.82,33.82,33.82,33.82
2026-02-26,33.84,33.84,33.84,33.84,33.84
2026-02-27,33.87,33.87,33.87,33.87,33.87
2026-03-02,33.33,33.33,33.33,33.33,33.33
2026-03-03,32.61,32.61,32.61,32.61,32.61
2026-03-04,32.76,32.76,32.76,32.76,32.76
2026-03-05,32.22,32.22,32.22,32.22,32.22
2026-03-06,31.87,31.87,31.87,31.87,31.87
2026-03-09,31.83,31.83,31.83,31.83,31.83
2026-03-10,31.78,31.78,31.78,31.78,31.78
2026-03-11,31.76,31.76,31.76,31.76,31.76
2026-03-12,31.08,31.08,31.08,31.08,31.08
2026-03-13,30.93,30.93,30.93,30.93,30.93
2026-03-16,31.36,31.36,31.36,31.36,31.36
2026-03-17,31.56,31.56,31.56,31.56,31.56
2026-03-18,30.95,30.95,30.95,30.95,30.95
2026-03-19,30.87,30.87,30.87,30.87,30.87
2026-03-20,30.33,30.33,30.33,30.33,30.33
2026-03-23,30.85,30.85,30.85,30.85,30.85
2026-03-24,30.74,30.74,30.74,30.74,30.74
2026-03-25,31.05,31.05,31.05,31.05,31.05
2026-03-26,30.64,30.64,30.64,30.64,30.64
2026-03-27,30.34,30.34,30.34,30.34,30.34
2026-03-30,30.43,30.43,30.43,30.43,30.43
2026-03-31,31.05,31.05,31.05,31.05,31.05
2026-04-01,31.32,31.32,31.32,31.32,31.32
2026-04-02,31.18,31.18,31.18,31.18,31.18
2026-04-06,31.34,31.34,31.34,31.34,31.34
2026-04-07,31.35,31.35,31.35,31.35,31.35
2026-04-08,32.34,32.34,32.34,32.34,32.34
2026-04-09,32.32,32.32,32.32,32.32,32.32
2026-04-10,32.18,32.18,32.18,32.18,32.18
2026-04-13,32.41,32.41,32.41,32.41,32.41
2026-04-14,32.46,32.46,32.46,32.46,32.46
2026-04-15,32.39,32.39,32.39,32.39,32.39
2026-04-16,32.45,32.45,32.45,32.45,32.45
2026-04-17,32.83,32.83,32.83,32.83,32.83
2026-04-20,32.78,32.78,32.78,32.78,32.78
2026-04-21,32.31,32.31,32.31,32.31,32.31
2026-04-22,32.29,32.29,32.29,32.29,32.29
2026-04-23,32.24,32.24,32.24,32.24,32.24
2026-04-24,32.04,32.04,32.04,32.04,32.04
2026-04-27,31.97,31.97,31.97,31.97,31.97
2026-04-28,31.9,31.9,31.9,31.9,31.9
2026-04-29,31.73,31.73,31.73,31.73,31.73
2026-04-30,32.2,32.2,32.2,32.2,32.2
2026-05-01,32.15,32.15,32.15,32.15,32.15
2026-05-04,31.87,31.87,31.87,31.87,31.87
2026-05-05,31.98,31.98,31.98,31.98,31.98
2026-05-06,32.57,32.57,32.57,32.57,32.57
2026-05-07,32.27,32.27,32.27,32.27,32.27
2026-05-08,32.2,32.2,32.2,32.2,32.2
2026-05-11,31.99,31.99,31.99,31.99,31.99
2026-05-12,32.02,32.02,32.02,32.02,32.02
2026-05-13,31.97,31.97,31.97,31.97,31.97
2026-05-14,32.01,32.01,32.01,32.01,32.01
2026-05-15,31.59,31.59,31.59,31.59,31.59
2026-05-18,32.08,32.08,32.08,32.08,32.08
2026-05-19,31.88,31.88,31.88,31.88,31.88
2026-05-20,32.15,32.15,32.15,32.15,32.15
2026-05-21,32.18,32.18,32.18,32.18,32.18
2026-05-22,32.21,32.21,32.21,32.21,32.21
2026-05-26,32.33,32.33,32.33,32.33,32.33
2026-05-27,32.36,32.36,32.36,32.36,32.36
2026-05-28,32.29,32.29,32.29,32.29,32.29
2026-05-29,32.32,32.32,32.32,32.32,32.32
2026-06-01,32.31,32.31,32.31,32.31,32.31
2026-06-02,32.26,32.26,32.26,32.26,32.26
2026-06-03,32,32,32,32,32
2026-06-04,32.41,32.41,32.41,32.41,32.41
2026-06-05,32.02,32.02,32.02,32.02,32.02
2026-06-08,31.89,31.89,31.89,31.89,31.89
2026-06-09,32.08,32.08,32.08,32.08,32.08
2026-06-10,31.73,31.73,31.73,31.73,31.73
2026-06-11,32.17,32.17,32.17,32.17,32.17
2026-06-12,32.41,32.41,32.41,32.41,32.41
2026-06-15,32.37,32.37,32.37,32.37,32.37
2026-06-16,32.41,32.41,32.41,32.41,32.41
2026-06-17,31.91,31.91,31.91,31.91,31.91
2026-06-18,31.9,31.9,31.9,31.9,31.9
2026-06-22,31.84,31.84,31.84,31.84,31.84
2026-06-23,31.78,31.78,31.78,31.78,31.78
2026-06-24,31.88,31.88,31.88,31.88,31.88
2026-06-25,32.01,32.01,32.01,32.01,32.01
2026-06-26,32.1,32.1,32.1,32.1,32.1
2026-06-29,32.1,32.1,32.1,32.1,32.1
2026-06-30,32.05,32.05,32.05,32.05,32.05
2026-07-01,32.23,32.23,32.23,32.23,32.23
2026-07-02,32.83,32.83,32.83,32.83,32.83
2026-07-06,32.97,32.97,32.97,32.97,32.97
2026-07-07,33.06,33.06,33.06,33.06,33.06
2026-07-08,32.68,32.68,32.68,32.68,32.68
2026-07-09,32.74,32.74,32.74,32.74,32.74
2026-07-10,32.86,32.86,32.86,32.86,32.86
2026-07-13,32.83,32.83,32.83,32.83,32.83
2026-07-14,32.77,32.77,32.77,32.77,32.77
2026-07-15,33.02,33.02,33.02,33.02,33.02
2026-07-16,33.24,33.24,33.24,33.24,33.24
2026-07-17,33.11,33.11,33.11,33.11,33.11
2026-07-20,32.96,32.96,32.96,32.96,32.96
2026-07-21,33.08,33.08,33.08,33.08,33.08
2026-07-22,33.13,33.13,33.13,33.13,33.13
2026-07-23,32.79,32.79,32.79,32.79,32.79
2026-07-24,33.14,33.14,33.14,33.14,33.14
2026-07-27,33.41,33.41,33.41,33.41,33.41
2026-07-28,33.86,33.86,33.86,33.86,33.86
2026-07-29,33.81,33.81,33.81,33.81,33.81
2026-07-30,34.07,34.07,34.07,34.07,34.07
