Date,Open,High,Low,Close,Adjusted_close
2025-08-19,17.17,17.17,17.17,17.17,17.17
2025-08-20,17.15,17.15,17.15,17.15,17.15
2025-08-21,17.13,17.13,17.13,17.13,17.13
2025-08-22,17.13,17.13,17.13,17.13,17.13
2025-08-25,17.17,17.17,17.17,17.17,17.17
2025-08-26,17.17,17.17,17.17,17.17,17.17
2025-08-27,17.18,17.18,17.18,17.18,17.18
2025-08-28,17.21,17.21,17.21,17.21,17.21
2025-08-29,17.2,17.2,17.2,17.2,17.2
2025-09-01,17.21,17.21,17.21,17.21,17.21
2025-09-02,17.18,17.18,17.18,17.18,17.18
2025-09-03,17.19,17.19,17.19,17.19,17.19
2025-09-04,17.22,17.22,17.22,17.22,17.22
2025-09-05,17.28,17.28,17.28,17.28,17.28
2025-09-08,17.31,17.31,17.31,17.31,17.31
2025-09-09,17.32,17.32,17.32,17.32,17.32
2025-09-10,17.32,17.32,17.32,17.32,17.32
2025-09-11,17.35,17.35,17.35,17.35,17.35
2025-09-12,17.35,17.35,17.35,17.35,17.35
2025-09-15,17.38,17.38,17.38,17.38,17.38
2025-09-16,17.39,17.39,17.39,17.39,17.39
2025-09-17,17.4,17.4,17.4,17.4,17.4
2025-09-18,17.37,17.37,17.37,17.37,17.37
2025-09-19,17.37,17.37,17.37,17.37,17.37
2025-09-22,17.37,17.37,17.37,17.37,17.37
2025-09-23,17.37,17.37,17.37,17.37,17.37
2025-09-24,17.36,17.36,17.36,17.36,17.36
2025-09-25,17.33,17.33,17.33,17.33,17.33
2025-09-26,17.32,17.32,17.32,17.32,17.32
2025-09-29,17.35,17.35,17.35,17.35,17.35
2025-09-30,17.36,17.36,17.36,17.36,17.36
2025-10-01,17.38,17.38,17.38,17.38,17.38
2025-10-02,17.39,17.39,17.39,17.39,17.39
2025-10-03,17.4,17.4,17.4,17.4,17.4
2025-10-06,17.39,17.39,17.39,17.39,17.39
2025-10-07,17.38,17.38,17.38,17.38,17.38
2025-10-08,17.39,17.39,17.39,17.39,17.39
2025-10-09,17.39,17.39,17.39,17.39,17.39
2025-10-10,17.38,17.38,17.38,17.38,17.38
2025-10-13,17.39,17.39,17.39,17.39,17.39
2025-10-14,17.39,17.39,17.39,17.39,17.39
2025-10-15,17.44,17.44,17.44,17.44,17.44
2025-10-16,17.45,17.45,17.45,17.45,17.45
2025-10-17,17.45,17.45,17.45,17.45,17.45
2025-10-20,17.47,17.47,17.47,17.47,17.47
2025-10-21,17.5,17.5,17.5,17.5,17.5
2025-10-22,17.5,17.5,17.5,17.5,17.5
2025-10-23,17.49,17.49,17.49,17.49,17.49
2025-10-24,17.5,17.5,17.5,17.5,17.5
2025-10-27,17.52,17.52,17.52,17.52,17.52
2025-10-28,17.54,17.54,17.54,17.54,17.54
2025-10-29,17.54,17.54,17.54,17.54,17.54
2025-10-30,17.48,17.48,17.48,17.48,17.48
2025-10-31,17.48,17.48,17.48,17.48,17.48
2025-11-03,17.47,17.47,17.47,17.47,17.47
2025-11-04,17.46,17.46,17.46,17.46,17.46
2025-11-05,17.46,17.46,17.46,17.46,17.46
2025-11-06,17.47,17.47,17.47,17.47,17.47
2025-11-07,17.46,17.46,17.46,17.46,17.46
2025-11-10,17.47,17.47,17.47,17.47,17.47
2025-11-11,17.48,17.48,17.48,17.48,17.48
2025-11-12,17.49,17.49,17.49,17.49,17.49
2025-11-13,17.47,17.47,17.47,17.47,17.47
2025-11-14,17.44,17.44,17.44,17.44,17.44
2025-11-17,17.44,17.44,17.44,17.44,17.44
2025-11-18,17.43,17.43,17.43,17.43,17.43
2025-11-19,17.43,17.43,17.43,17.43,17.43
2025-11-20,17.44,17.44,17.44,17.44,17.44
2025-11-21,17.44,17.44,17.44,17.44,17.44
2025-11-24,17.46,17.46,17.46,17.46,17.46
2025-11-25,17.48,17.48,17.48,17.48,17.48
2025-11-26,17.51,17.51,17.51,17.51,17.51
2025-11-27,17.52,17.52,17.52,17.52,17.52
2025-11-28,17.55,17.55,17.55,17.55,17.55
2025-12-01,17.5,17.5,17.5,17.5,17.5
2025-12-02,17.51,17.51,17.51,17.51,17.51
2025-12-03,17.53,17.53,17.53,17.53,17.53
2025-12-04,17.53,17.53,17.53,17.53,17.53
2025-12-05,17.53,17.53,17.53,17.53,17.53
2025-12-08,17.5,17.5,17.5,17.5,17.5
2025-12-09,17.49,17.49,17.49,17.49,17.49
2025-12-10,17.48,17.48,17.48,17.48,17.48
2025-12-11,17.52,17.52,17.52,17.52,17.52
2025-12-12,17.5,17.5,17.5,17.5,17.5
2025-12-15,17.51,17.51,17.51,17.51,17.51
2025-12-16,17.51,17.51,17.51,17.51,17.51
2025-12-17,17.52,17.52,17.52,17.52,17.52
2025-12-18,17.54,17.54,17.54,17.54,17.54
2025-12-19,17.54,17.54,17.54,17.54,17.54
2025-12-22,17.54,17.54,17.54,17.54,17.54
2025-12-23,17.53,17.53,17.53,17.53,17.53
2025-12-29,17.58,17.58,17.58,17.58,17.58
2025-12-30,17.59,17.59,17.59,17.59,17.59
2025-12-31,17.59,17.59,17.59,17.59,17.59
2026-01-02,17.59,17.59,17.59,17.59,17.59
2026-01-05,17.6,17.6,17.6,17.6,17.6
2026-01-06,17.62,17.62,17.62,17.62,17.62
