Date,Open,High,Low,Close,Adjusted_close
2025-08-18,6.2553,6.2553,6.2553,6.2553,6.2553
2025-08-19,6.2129,6.2129,6.2129,6.2129,6.2129
2025-08-20,6.2005,6.2005,6.2005,6.2005,6.2005
2025-08-21,6.1812,6.1812,6.1812,6.1812,6.1812
2025-08-22,6.2798,6.2798,6.2798,6.2798,6.2798
2025-08-25,6.2723,6.2723,6.2723,6.2723,6.2723
2025-08-26,6.3023,6.3023,6.3023,6.3023,6.3023
2025-08-27,6.3027,6.3027,6.3027,6.3027,6.3027
2025-08-28,6.319,6.319,6.319,6.319,6.319
2025-08-29,6.3039,6.3039,6.3039,6.3039,6.3039
2025-09-02,6.2821,6.2821,6.2821,6.2821,6.2821
2025-09-03,6.3501,6.3501,6.3501,6.3501,6.3501
2025-09-04,6.3685,6.3685,6.3685,6.3685,6.3685
2025-09-05,6.3081,6.3081,6.3081,6.3081,6.3081
2025-09-08,6.3182,6.3182,6.3182,6.3182,6.3182
2025-09-09,6.3474,6.3474,6.3474,6.3474,6.3474
2025-09-10,6.3548,6.3548,6.3548,6.3548,6.3548
2025-09-11,6.4026,6.4026,6.4026,6.4026,6.4026
2025-09-12,6.3815,6.3815,6.3815,6.3815,6.3815
2025-09-15,6.4223,6.4223,6.4223,6.4223,6.4223
2025-09-16,6.3894,6.3894,6.3894,6.3894,6.3894
2025-09-17,6.4238,6.4238,6.4238,6.4238,6.4238
2025-09-18,6.4479,6.4479,6.4479,6.4479,6.4479
2025-09-19,6.5032,6.5032,6.5032,6.5032,6.5032
2025-09-22,6.5343,6.5343,6.5343,6.5343,6.5343
2025-09-23,6.4766,6.4766,6.4766,6.4766,6.4766
2025-09-24,6.4742,6.4742,6.4742,6.4742,6.4742
2025-09-25,6.4434,6.4434,6.4434,6.4434,6.4434
2025-09-26,6.5116,6.5116,6.5116,6.5116,6.5116
2025-09-29,6.5233,6.5233,6.5233,6.5233,6.5233
2025-09-30,6.5221,6.5221,6.5221,6.5221,6.5221
2025-10-01,6.5067,6.5067,6.5067,6.5067,6.5067
2025-10-02,6.5064,6.5064,6.5064,6.5064,6.5064
2025-10-03,6.487,6.487,6.487,6.487,6.487
2025-10-06,6.4962,6.4962,6.4962,6.4962,6.4962
2025-10-07,6.4711,6.4711,6.4711,6.4711,6.4711
2025-10-08,6.5057,6.5057,6.5057,6.5057,6.5057
2025-10-09,6.4677,6.4677,6.4677,6.4677,6.4677
2025-10-10,6.2887,6.2887,6.2887,6.2887,6.2887
2025-10-13,6.3671,6.3671,6.3671,6.3671,6.3671
2025-10-14,6.3633,6.3633,6.3633,6.3633,6.3633
2025-10-15,6.4025,6.4025,6.4025,6.4025,6.4025
2025-10-16,6.3695,6.3695,6.3695,6.3695,6.3695
2025-10-17,6.4111,6.4111,6.4111,6.4111,6.4111
2025-10-20,6.5015,6.5015,6.5015,6.5015,6.5015
2025-10-21,6.5084,6.5084,6.5084,6.5084,6.5084
2025-10-23,6.5126,6.5126,6.5126,6.5126,6.5126
2025-10-24,6.5789,6.5789,6.5789,6.5789,6.5789
2025-10-27,6.6655,6.6655,6.6655,6.6655,6.6655
2025-10-28,6.6618,6.6618,6.6618,6.6618,6.6618
2025-10-29,6.6648,6.6648,6.6648,6.6648,6.6648
2025-10-30,6.6072,6.6072,6.6072,6.6072,6.6072
2025-10-31,6.6412,6.6412,6.6412,6.6412,6.6412
2025-11-03,6.6733,6.6733,6.6733,6.6733,6.6733
2025-11-04,6.576,6.576,6.576,6.576,6.576
2025-11-05,6.5997,6.5997,6.5997,6.5997,6.5997
2025-11-06,6.5428,6.5428,6.5428,6.5428,6.5428
2025-11-07,6.55,6.55,6.55,6.55,6.55
