Date,Open,High,Low,Close,Adjusted_close
2025-08-18,1061.04,1061.04,1061.04,1061.04,1061.04
2025-08-19,1061.96,1061.96,1061.96,1061.96,1061.96
2025-08-20,1062.7,1062.7,1062.7,1062.7,1062.7
2025-08-21,1058.88,1058.88,1058.88,1058.88,1058.88
2025-08-22,1065.56,1065.56,1065.56,1065.56,1065.56
2025-08-25,1063.16,1063.16,1063.16,1063.16,1063.16
2025-08-26,1062.8,1062.8,1062.8,1062.8,1062.8
2025-08-27,1062.4,1062.4,1062.4,1062.4,1062.4
2025-08-28,1066.62,1066.62,1066.62,1066.62,1066.62
2025-08-29,1066.21,1066.21,1066.21,1066.21,1066.21
2025-09-01,1065.6,1065.6,1065.6,1065.6,1065.6
2025-09-02,1061.73,1061.73,1061.73,1061.73,1061.73
2025-09-03,1064.13,1064.13,1064.13,1064.13,1064.13
2025-09-04,1065.47,1065.47,1065.47,1065.47,1065.47
2025-09-05,1073.25,1073.25,1073.25,1073.25,1073.25
2025-09-08,1075.67,1075.67,1075.67,1075.67,1075.67
2025-09-09,1074.67,1074.67,1074.67,1074.67,1074.67
2025-09-10,1075.51,1075.51,1075.51,1075.51,1075.51
2025-09-11,1076.95,1076.95,1076.95,1076.95,1076.95
2025-09-12,1075.4,1075.4,1075.4,1075.4,1075.4
2025-09-15,1076.97,1076.97,1076.97,1076.97,1076.97
2025-09-16,1081.23,1081.23,1081.23,1081.23,1081.23
2025-09-17,1081.19,1081.19,1081.19,1081.19,1081.19
2025-09-18,1075.77,1075.77,1075.77,1075.77,1075.77
2025-09-19,1074.37,1074.37,1074.37,1074.37,1074.37
2025-09-22,1073.77,1073.77,1073.77,1073.77,1073.77
2025-09-23,1074.71,1074.71,1074.71,1074.71,1074.71
2025-09-24,1072,1072,1072,1072,1072
2025-09-25,1068.15,1068.15,1068.15,1068.15,1068.15
2025-09-26,1068.47,1068.47,1068.47,1068.47,1068.47
2025-09-29,1071.77,1071.77,1071.77,1071.77,1071.77
2025-09-30,1073.66,1073.66,1073.66,1073.66,1073.66
2025-10-01,1074.58,1074.58,1074.58,1074.58,1074.58
2025-10-02,1073.91,1073.91,1073.91,1073.91,1073.91
2025-10-03,1074.48,1074.48,1074.48,1074.48,1074.48
2025-10-06,1070.71,1070.71,1070.71,1070.71,1070.71
2025-10-07,1069.29,1069.29,1069.29,1069.29,1069.29
2025-10-08,1068.13,1068.13,1068.13,1068.13,1068.13
2025-10-09,1066.48,1066.48,1066.48,1066.48,1066.48
2025-10-10,1069.5,1069.5,1069.5,1069.5,1069.5
2025-10-13,1068.48,1068.48,1068.48,1068.48,1068.48
2025-10-14,1072,1072,1072,1072,1072
2025-10-15,1074.68,1074.68,1074.68,1074.68,1074.68
