Date,Open,High,Low,Close,Adjusted_close
2025-08-18,16.89,16.89,16.89,16.89,16.89
2025-08-19,16.9,16.9,16.9,16.9,16.9
2025-08-20,16.92,16.92,16.92,16.92,16.92
2025-08-21,16.89,16.89,16.89,16.89,16.89
2025-08-22,16.92,16.92,16.92,16.92,16.92
2025-08-25,16.97,16.97,16.97,16.97,16.97
2025-08-26,16.97,16.97,16.97,16.97,16.97
2025-08-27,16.99,16.99,16.99,16.99,16.99
2025-08-28,17.02,17.02,17.02,17.02,17.02
2025-08-29,17.02,17.02,17.02,17.02,17.02
2025-09-01,17.02,17.02,17.02,17.02,17.02
2025-09-02,16.97,16.97,16.97,16.97,16.97
2025-09-03,16.99,16.99,16.99,16.99,16.99
2025-09-04,17.03,17.03,17.03,17.03,17.03
2025-09-05,17.09,17.09,17.09,17.09,17.09
2025-09-08,17.12,17.12,17.12,17.12,17.12
2025-09-09,17.12,17.12,17.12,17.12,17.12
2025-09-10,17.11,17.11,17.11,17.11,17.11
2025-09-11,17.13,17.13,17.13,17.13,17.13
2025-09-12,17.1,17.1,17.1,17.1,17.1
2025-09-15,17.11,17.11,17.11,17.11,17.11
2025-09-16,17.13,17.13,17.13,17.13,17.13
2025-09-17,17.14,17.14,17.14,17.14,17.14
2025-09-18,17.1,17.1,17.1,17.1,17.1
2025-09-19,17.09,17.09,17.09,17.09,17.09
2025-09-22,17.06,17.06,17.06,17.06,17.06
2025-09-23,17.07,17.07,17.07,17.07,17.07
2025-09-24,17.06,17.06,17.06,17.06,17.06
2025-09-25,17.03,17.03,17.03,17.03,17.03
2025-09-26,17.04,17.04,17.04,17.04,17.04
2025-09-29,17.08,17.08,17.08,17.08,17.08
2025-09-30,17.08,17.08,17.08,17.08,17.08
2025-10-01,17.1,17.1,17.1,17.1,17.1
2025-10-02,17.08,17.08,17.08,17.08,17.08
2025-10-03,17.09,17.09,17.09,17.09,17.09
2025-10-06,17.06,17.06,17.06,17.06,17.06
2025-10-07,17.05,17.05,17.05,17.05,17.05
2025-10-08,17.1,17.1,17.1,17.1,17.1
2025-10-09,17.09,17.09,17.09,17.09,17.09
2025-10-10,17.1,17.1,17.1,17.1,17.1
2025-10-13,17.14,17.14,17.14,17.14,17.14
2025-10-14,17.17,17.17,17.17,17.17,17.17
2025-10-15,17.21,17.21,17.21,17.21,17.21
2025-10-16,17.19,17.19,17.19,17.19,17.19
2025-10-17,17.19,17.19,17.19,17.19,17.19
2025-10-20,17.19,17.19,17.19,17.19,17.19
2025-10-21,17.23,17.23,17.23,17.23,17.23
2025-10-22,17.24,17.24,17.24,17.24,17.24
2025-10-23,17.25,17.25,17.25,17.25,17.25
2025-10-24,17.2,17.2,17.2,17.2,17.2
2025-10-27,17.21,17.21,17.21,17.21,17.21
2025-10-28,17.22,17.22,17.22,17.22,17.22
2025-10-29,17.22,17.22,17.22,17.22,17.22
2025-10-30,17.17,17.17,17.17,17.17,17.17
2025-10-31,17.18,17.18,17.18,17.18,17.18
2025-11-03,17.18,17.18,17.18,17.18,17.18
