ticker,n_strategies,constraints_met,base_full_avg,base_full_trades,base_full_hit,base_frozen_avg,base_frozen_trades,base_frozen_hit,sel_full_avg,sel_full_trades,sel_full_hit,sel_frozen_avg,sel_frozen_trades,sel_frozen_hit,density_full_req,density_frozen_req
UGPSX,3,True,0.1297182882788602,4272,0.5276217228464419,0.29350405416333886,380,0.5184210526315789,0.24497349685978007,2269,0.5500220361392684,0.6282562336115021,199,0.5778894472361809,200,40
UHPIX,3,True,0.10916342600898213,2624,0.5240091463414634,0.13447139725880572,371,0.5444743935309974,0.3383396944975507,1086,0.5626151012891344,0.3401674947099211,210,0.5619047619047619,200,40
UHPSX,3,True,0.13275514807991165,2503,0.5165801038753496,0.12837703451299468,370,0.5162162162162162,0.33114018634810893,1098,0.5655737704918032,0.3405120666402052,212,0.5801886792452831,200,40
UIPIX,1,True,0.2475880152961724,125,0.552,0.2212616408887753,34,0.6764705882352942,0.2475880152961724,125,0.552,0.2212616408887753,34,0.6764705882352942,120,30
UIPSX,1,True,0.2768327444317929,243,0.551440329218107,0.3329134018053006,65,0.6307692307692307,0.23490920787922834,153,0.5555555555555556,0.5261029859106525,38,0.6052631578947368,120,30
UJPIX,3,True,0.15824913523469078,5533,0.5326224471353695,0.3538497568364656,394,0.5532994923857868,0.23764818085794556,2777,0.5714800144040332,0.7422046695839598,209,0.6220095693779905,200,40
UJPSX,3,True,0.13576301229857013,5468,0.5299926847110461,0.38495789225913957,394,0.5558375634517766,0.2661982576521067,2784,0.5567528735632183,0.5534805114218463,194,0.5876288659793815,200,40
UKPIX,3,True,0.23563206900047554,699,0.5565092989985694,0.21963041257203963,166,0.5783132530120482,0.28281769420523295,463,0.5658747300215983,0.46455341578818043,106,0.6132075471698113,120,30
UKPSX,3,True,0.22841575999351438,742,0.5714285714285714,0.28772451629132373,185,0.6,0.22432874562034613,468,0.5641025641025641,0.34241798838186766,113,0.5752212389380531,160,35
ULPIX,1,True,0.11436823270423599,5415,0.5399815327793167,0.17157402389175092,392,0.5561224489795918,0.47450320787557365,616,0.5665584415584416,1.2104063686002278,36,0.6111111111111112,120,30
ULPSX,3,True,0.10725714461168231,5137,0.5392252287327234,0.1645767015123405,392,0.5561224489795918,0.20611363927234091,2775,0.5603603603603604,0.36851935513973144,200,0.575,160,35
UMPIX,3,True,0.12693969287786636,4993,0.542759863809333,0.06187277523203499,390,0.5102564102564102,0.22674953032872305,2016,0.5654761904761905,0.4343746977116426,147,0.5510204081632653,200,40
UMPSX,3,True,0.1260988660773777,4922,0.5426655830963023,0.08623768648881927,388,0.5231958762886598,0.23382378468280995,1849,0.5624661979448351,0.6727545683770806,128,0.625,200,40
UNPIX,3,True,0.11711326753663692,4407,0.5346040390288178,0.22885082533922152,390,0.5615384615384615,0.2447521334950654,2457,0.5612535612535613,0.39382486983613635,188,0.6117021276595744,200,40
UNPSX,3,True,0.0836456636937783,4344,0.5313075506445673,0.19795595499777158,389,0.5732647814910026,0.2613464405451889,1889,0.5622022233986236,0.49605682047254857,132,0.6515151515151515,200,40
UOPIX,3,True,0.1357594131000589,5895,0.542832909245123,0.18258671464824242,394,0.5736040609137056,0.22001006680959995,3488,0.5627866972477065,0.36500595352231036,257,0.5914396887159533,200,40
UOPSX,3,True,0.11283786526323196,5855,0.5388556789069172,0.17737151617839592,394,0.5736040609137056,0.21000345853809665,3215,0.5567651632970451,0.3371807269501786,259,0.5907335907335908,200,40
USPIX,3,True,0.33113671646369675,315,0.5555555555555556,0.6343427643851861,121,0.6115702479338843,0.33113671646369675,315,0.5555555555555556,0.6343427643851861,121,0.6115702479338843,120,30
USPSX,1,True,0.35648255614878716,242,0.5537190082644629,0.8793119539559011,83,0.6506024096385542,0.48663813708408077,121,0.5537190082644629,0.9778102094410872,46,0.6739130434782609,120,30
UTPIX,3,True,0.10969783555505278,4075,0.545521472392638,0.15967208485615522,371,0.5768194070080862,0.20256619829080547,2053,0.565026790063322,0.2714252399871548,142,0.5845070422535211,160,35
