Date,Open,High,Low,Close,Volume,Adj Close
2019-01-02,19.250000,19.250000,19.250000,19.250000,0.000000,19.250000
2019-01-03,18.990000,18.990000,18.990000,18.990000,0.000000,18.990000
2019-01-04,19.670000,19.670000,19.670000,19.670000,0.000000,19.670000
2019-01-07,19.790001,19.790001,19.790001,19.790001,0.000000,19.790001
2019-01-08,19.910000,19.910000,19.910000,19.910000,0.000000,19.910000
2019-01-09,20.100000,20.100000,20.100000,20.100000,0.000000,20.100000
2019-01-10,20.139999,20.139999,20.139999,20.139999,0.000000,20.139999
2019-01-11,20.120001,20.120001,20.120001,20.120001,0.000000,20.120001
2019-01-14,20.030001,20.030001,20.030001,20.030001,0.000000,20.030001
2019-01-15,20.139999,20.139999,20.139999,20.139999,0.000000,20.139999
2019-01-16,20.320000,20.320000,20.320000,20.320000,0.000000,20.320000
2019-01-17,20.389999,20.389999,20.389999,20.389999,0.000000,20.389999
2019-01-18,20.639999,20.639999,20.639999,20.639999,0.000000,20.639999
2019-01-22,20.299999,20.299999,20.299999,20.299999,0.000000,20.299999
2019-01-23,20.309999,20.309999,20.309999,20.309999,0.000000,20.309999
2019-01-24,20.350000,20.350000,20.350000,20.350000,0.000000,20.350000
2019-01-25,20.620001,20.620001,20.620001,20.620001,0.000000,20.620001
2019-01-28,20.469999,20.469999,20.469999,20.469999,0.000000,20.469999
2019-01-29,20.520000,20.520000,20.520000,20.520000,0.000000,20.520000
2019-01-30,20.700001,20.700001,20.700001,20.700001,0.000000,20.700001
2019-01-31,20.780001,20.780001,20.780001,20.780001,0.000000,20.780001
2019-02-01,20.770000,20.770000,20.770000,20.770000,0.000000,20.770000
2019-02-04,20.840000,20.840000,20.840000,20.840000,0.000000,20.840000
2019-02-05,20.940001,20.940001,20.940001,20.940001,0.000000,20.940001
2019-02-06,20.910000,20.910000,20.910000,20.910000,0.000000,20.910000
2019-02-07,20.559999,20.559999,20.559999,20.559999,0.000000,20.559999
2019-02-08,20.469999,20.469999,20.469999,20.469999,0.000000,20.469999
2019-02-11,20.450001,20.450001,20.450001,20.450001,0.000000,20.450001
2019-02-12,20.750000,20.750000,20.750000,20.750000,0.000000,20.750000
2019-02-13,20.750000,20.750000,20.750000,20.750000,0.000000,20.750000
2019-02-14,20.740000,20.740000,20.740000,20.740000,0.000000,20.740000
2019-02-15,21.000000,21.000000,21.000000,21.000000,0.000000,21.000000
2019-02-19,21.080000,21.080000,21.080000,21.080000,0.000000,21.080000
2019-02-20,21.139999,21.139999,21.139999,21.139999,0.000000,21.139999
2019-02-21,21.040001,21.040001,21.040001,21.040001,0.000000,21.040001
2019-02-22,21.080000,21.080000,21.080000,21.080000,0.000000,21.080000
2019-02-25,21.180000,21.180000,21.180000,21.180000,0.000000,21.180000
2019-02-26,21.219999,21.219999,21.219999,21.219999,0.000000,21.219999
2019-02-27,21.219999,21.219999,21.219999,21.219999,0.000000,21.219999
2019-02-28,21.120001,21.120001,21.120001,21.120001,0.000000,21.120001
2019-03-01,21.250000,21.250000,21.250000,21.250000,0.000000,21.250000
2019-03-04,21.180000,21.180000,21.180000,21.180000,0.000000,21.180000
2019-03-05,21.180000,21.180000,21.180000,21.180000,0.000000,21.180000
2019-03-06,21.090000,21.090000,21.090000,21.090000,0.000000,21.090000
2019-03-07,20.760000,20.760000,20.760000,20.760000,0.000000,20.760000
2019-03-08,20.629999,20.629999,20.629999,20.629999,0.000000,20.629999
2019-03-11,20.940001,20.940001,20.940001,20.940001,0.000000,20.940001
2019-03-12,21.010000,21.010000,21.010000,21.010000,0.000000,21.010000
2019-03-13,21.219999,21.219999,21.219999,21.219999,0.000000,21.219999
2019-03-14,21.219999,21.219999,21.219999,21.219999,0.000000,21.219999
2019-03-15,21.370001,21.370001,21.370001,21.370001,0.000000,21.370001
2019-03-18,,,,,,
2019-03-19,21.570000,21.570000,21.570000,21.570000,0.000000,21.570000
2019-03-20,21.430000,21.430000,21.430000,21.430000,0.000000,21.430000
