Date,Open,High,Low,Close,Volume,Adj Close
2025-09-22,1.028500,1.028500,1.028500,1.028500,0.000000,1.028500
2025-09-23,1.029700,1.029700,1.029700,1.029700,0.000000,1.029700
2025-09-24,1.027600,1.027600,1.027600,1.027600,0.000000,1.027600
2025-09-25,1.026400,1.026400,1.026400,1.026400,0.000000,1.026400
2025-09-26,1.021800,1.021800,1.021800,1.021800,0.000000,1.021800
2025-09-29,1.022200,1.022200,1.022200,1.022200,0.000000,1.022200
2025-09-30,1.027300,1.027300,1.027300,1.027300,0.000000,1.027300
2025-10-01,1.031500,1.031500,1.031500,1.031500,0.000000,1.031500
2025-10-02,1.030200,1.030200,1.030200,1.030200,0.000000,1.030200
2025-10-03,1.030600,1.030600,1.030600,1.030600,0.000000,1.030600
2025-10-06,1.032000,1.032000,1.032000,1.032000,0.000000,1.032000
2025-10-07,1.035400,1.035400,1.035400,1.035400,0.000000,1.035400
2025-10-08,1.031800,1.031800,1.031800,1.031800,0.000000,1.031800
2025-10-09,1.034600,1.034600,1.034600,1.034600,0.000000,1.034600
2025-10-10,1.032500,1.032500,1.032500,1.032500,0.000000,1.032500
2025-10-13,1.017100,1.017100,1.017100,1.017100,0.000000,1.017100
2025-10-14,1.031700,1.031700,1.031700,1.031700,0.000000,1.031700
2025-10-15,1.022600,1.022600,1.022600,1.022600,0.000000,1.022600
2025-10-16,1.027300,1.027300,1.027300,1.027300,0.000000,1.027300
2025-10-17,1.033000,1.033000,1.033000,1.033000,0.000000,1.033000
2025-10-20,1.027400,1.027400,1.027400,1.027400,0.000000,1.027400
2025-10-21,1.034300,1.034300,1.034300,1.034300,0.000000,1.034300
2025-10-22,1.033800,1.033800,1.033800,1.033800,0.000000,1.033800
2025-10-23,1.031100,1.031100,1.031100,1.031100,0.000000,1.031100
2025-10-24,1.032200,1.032200,1.032200,1.032200,0.000000,1.032200
2025-10-27,,,,,,
2025-10-28,1.030300,1.030300,1.030300,1.030300,0.000000,1.030300
2025-10-29,1.040300,1.040300,1.040300,1.040300,0.000000,1.040300
2025-10-30,1.041300,1.041300,1.041300,1.041300,0.000000,1.041300
2025-10-31,1.032800,1.032800,1.032800,1.032800,0.000000,1.032800
2025-11-03,1.035300,1.035300,1.035300,1.035300,0.000000,1.035300
2025-11-04,1.044000,1.044000,1.044000,1.044000,0.000000,1.044000
2025-11-05,1.036400,1.036400,1.036400,1.036400,0.000000,1.036400
2025-11-06,1.034100,1.034100,1.034100,1.034100,0.000000,1.034100
2025-11-07,1.036400,1.036400,1.036400,1.036400,0.000000,1.036400
2025-11-10,1.028100,1.028100,1.028100,1.028100,0.000000,1.028100
