Date,Adj Close
2019-01-02,76.155273
2019-01-03,76.643227
2019-01-04,77.657013
2019-01-07,78.754532
2019-01-08,79.527771
2019-01-09,80.426086
2019-01-10,79.972694
2019-01-11,80.393387
2019-01-14,80.564896
2019-01-15,80.906738
2019-01-16,81.406532
2019-01-17,81.423111
2019-01-18,82.587715
2019-01-22,82.063225
2019-01-23,81.971466
2019-01-24,81.767273
2019-01-25,83.155792
2019-01-28,82.533463
2019-01-29,83.100006
2019-01-30,82.766258
2019-01-31,83.541908
2019-02-01,83.78022
2019-02-04,83.383766
2019-02-05,84.437904
2019-02-06,84.596382
2019-02-07,83.802406
2019-02-08,82.195259
2019-02-11,82.94738
2019-02-12,83.993423
2019-02-13,84.679962
2019-02-14,84.1064
2019-02-15,84.248322
2019-02-19,85.041237
2019-02-20,85.434669
2019-02-21,85.648666
2019-02-22,85.241516
2019-02-25,86.340645
2019-02-26,86.327362
2019-02-27,86.323891
2019-02-28,85.827919
2019-03-01,86.21093
2019-03-04,86.080864
2019-03-05,85.205963
2019-03-06,85.205963
2019-03-07,83.47757
2019-03-08,82.670403
2019-03-11,83.568451
2019-03-12,84.193886
2019-03-13,84.483429
2019-03-14,84.864738
2019-03-15,85.091934
2019-03-19,86.3909
2019-03-20,85.638947
2019-03-21,85.417114
2019-03-22,84.395233
2019-03-25,83.580933
2019-03-26,84.16893
2019-03-27,83.945312
2019-03-28,83.873138
2019-03-29,84.159126
2019-04-01,85.199722
2019-04-02,85.908905
2019-04-03,86.259041
2019-04-04,86.306259
2019-04-05,86.549477
2019-04-08,86.41227
2019-04-09,86.256371
2019-04-10,86.356148
2019-04-11,86.882675
2019-04-12,87.283592
2019-04-15,87.345955
2019-04-16,87.713013
2019-04-17,88.093445
2019-04-18,87.878731
2019-04-23,87.492958
2019-04-24,87.232819
2019-04-25,86.459496
2019-04-26,86.773994
2019-04-29,87.503654
2019-04-30,87.722824
2019-05-01,87.827957
2019-05-02,87.366455
2019-05-03,87.463547
2019-05-07,86.085304
2019-05-08,85.367226
2019-05-09,84.207245
2019-05-10,84.535103
2019-05-13,83.138145
2019-05-14,82.703369
2019-05-15,82.483307
2019-05-16,83.405411
2019-05-17,82.673973
2019-05-20,82.528755
2019-05-21,82.75148
2019-05-22,82.700684
2019-05-23,80.979431
2019-05-24,81.511314
2019-05-28,81.341141
2019-05-29,79.883598
2019-05-30,80.300552
2019-05-31,78.776176
2019-06-04,80.392311
2019-06-05,81.146034
2019-06-06,81.054268
2019-06-07,81.791061
2019-06-10,82.434303
2019-06-11,83.009842
2019-06-12,82.385307
2019-06-13,82.496666
2019-06-14,81.824921
2019-06-17,81.895294
2019-06-18,83.064194
2019-06-19,83.697632
2019-06-20,84.420174
2019-06-21,84.382751
2019-06-24,84.343559
2019-06-25,83.856232
2019-06-26,83.792969
2019-06-27,84.350685
2019-06-28,84.913742
2019-07-01,86.074608
2019-07-02,85.556984
2019-07-03,85.755669
2019-07-05,85.943642
2019-07-08,85.344063
2019-07-09,85.009964
2019-07-10,85.40107
2019-07-11,85.581032
2019-07-12,85.366333
2019-07-15,85.451866
2019-07-16,85.34584
2019-07-17,84.77298
2019-07-18,84.192093
2019-07-19,84.567177
2019-07-22,84.643799
2019-07-23,85.334251
2019-07-24,85.452751
2019-07-25,85.475914
2019-07-26,85.491951
2019-07-29,85.488396
2019-07-30,85.634491
2019-08-01,85.332474
2019-08-02,84.693695
2019-08-06,82.747025
2019-08-07,80.630188
2019-08-08,79.700966
2019-08-09,80.969643
2019-08-12,80.972305
2019-08-13,80.168701
2019-08-14,80.744225
2019-08-15,79.237679
2019-08-16,78.061668
2019-08-19,78.428726
2019-08-20,80.034157
2019-08-21,79.5299
2019-08-22,79.785591
2019-08-23,80.072472
2019-08-26,79.528122
2019-08-27,78.487534
2019-08-28,78.883095
2019-08-29,78.369919
2019-08-30,79.465752
2019-09-03,80.182945
2019-09-04,79.460419
2019-09-05,80.649796
2019-09-06,82.4058
2019-09-09,83.215652
2019-09-10,84.478081
2019-09-11,85.208641
2019-09-12,85.13736
2019-09-13,86.180634
2019-09-16,86.154793
2019-09-17,85.555206
2019-09-18,85.396622
2019-09-19,85.84832
2019-09-20,85.908012
2019-09-23,85.004623
2019-09-24,85.001945
2019-09-25,83.933731
2019-09-26,84.317711
2019-09-27,84.542221
2019-09-30,84.119926
2019-10-01,84.479858
2019-10-02,81.94519
2019-10-03,81.353622
2019-10-04,81.505974
2019-10-07,81.947861
2019-10-08,80.92598
