Date,Adj Close
2022-03-07,153.949997
2022-03-08,154.699997
2022-03-09,155.949997
2022-03-10,156.619995
2022-03-11,157.860001
2022-03-14,158.050003
2022-03-15,157.789993
2022-03-16,158.240005
2022-03-17,158.940002
2022-03-18,159.110001
2022-03-21,161.020004
2022-03-22,160.839996
2022-03-23,161.360001
2022-03-24,160.970001
2022-03-25,161.410004
2022-03-28,160.679993
2022-03-29,158.419998
2022-03-30,158.279999
2022-03-31,158.220001
2022-04-01,159.190002
2022-04-04,159.130005
2022-04-05,159.589996
2022-04-06,159.089996
2022-04-07,159.800003
2022-04-08,161.350006
2022-04-11,161.470001
2022-04-12,161.960007
2022-04-13,162.149994
2022-04-14,163.360001
2022-04-19,163.110001
2022-04-20,163.229996
2022-04-21,162.220001
2022-04-22,161.419998
2022-04-25,159.979996
2022-04-26,160.25
2022-04-27,161.720001
2022-04-28,162.229996
2022-04-29,162.869995
2022-05-02,163.0
2022-05-03,163.369995
2022-05-04,163.630005
2022-05-05,164.080002
2022-05-06,163.919998
2022-05-10,160.970001
2022-05-11,161.600006
2022-05-12,161.320007
2022-05-13,162.339996
2022-05-16,162.809998
2022-05-17,163.75
2022-05-18,162.779999
2022-05-19,161.839996
2022-05-20,161.970001
2022-05-23,162.710007
2022-05-24,162.050003
2022-05-25,162.550003
2022-05-27,162.580002
2022-06-01,162.460007
2022-06-02,162.809998
2022-06-03,162.979996
2022-06-07,163.309998
2022-06-08,162.449997
2022-06-09,161.75
2022-06-10,161.649994
2022-06-13,160.630005
2022-06-14,160.330002
2022-06-15,160.440002
2022-06-16,158.759995
2022-06-17,157.970001
2022-06-21,158.75
2022-06-22,157.339996
2022-06-24,158.009995
2022-06-27,158.229996
2022-06-28,158.389999
2022-06-29,158.149994
2022-06-30,157.229996
2022-07-01,156.899994
2022-07-05,156.539993
2022-07-06,156.630005
2022-07-07,157.929993
2022-07-08,158.490005
2022-07-11,158.529999
2022-07-12,158.089996
2022-07-13,157.690002
2022-07-14,157.300003
2022-07-15,157.960007
2022-07-18,157.830002
2022-07-19,158.669998
2022-07-20,159.199997
2022-07-21,159.229996
2022-07-22,158.759995
2022-07-25,159.600006
2022-07-26,159.809998
2022-07-27,160.550003
2022-07-28,161.229996
2022-07-29,161.649994
2022-08-01,161.089996
2022-08-02,161.429993
2022-08-03,161.949997
2022-08-04,161.639999
2022-08-05,162.0
2022-08-08,161.479996
2022-08-09,161.199997
2022-08-10,161.440002
2022-08-11,161.770004
2022-08-12,162.490005
2022-08-16,162.630005
2022-08-17,162.419998
2022-08-18,162.809998
2022-08-19,162.949997
2022-08-22,163.380005
2022-08-23,163.759995
2022-08-24,163.979996
2022-08-25,164.610001
2022-08-26,163.490005
2022-08-29,163.360001
2022-08-30,162.330002
2022-08-31,161.5
2022-09-01,161.690002
2022-09-02,161.210007
2022-09-06,161.529999
2022-09-07,161.429993
2022-09-08,162.080002
2022-09-09,162.410004
2022-09-12,161.820007
2022-09-13,161.210007
2022-09-14,161.800003
2022-09-15,160.679993
2022-09-16,160.139999
2022-09-19,160.240005
2022-09-20,160.259995
2022-09-21,160.080002
2022-09-22,160.449997
2022-09-23,159.449997
2022-09-26,159.449997
2022-09-27,160.009995
2022-09-28,160.470001
2022-09-30,158.770004
2022-10-03,159.970001
2022-10-05,160.75
2022-10-06,161.0
2022-10-07,160.759995
2022-10-10,160.619995
2022-10-11,159.970001
2022-10-12,159.910004
2022-10-13,160.320007
2022-10-14,158.490005
2022-10-17,159.139999
2022-10-18,159.460007
2022-10-19,159.460007
2022-10-20,159.669998
2022-10-21,160.779999
2022-10-24,160.440002
2022-10-25,160.990005
2022-10-26,160.610001
2022-10-27,160.679993
2022-10-28,161.210007
2022-10-31,161.520004
2022-11-02,160.990005
2022-11-03,160.369995
2022-11-04,160.199997
2022-11-07,160.179993
2022-11-08,160.509995
2022-11-09,159.529999
2022-11-10,160.529999
2022-11-11,160.059998
2022-11-14,160.070007
2022-11-15,160.110001
2022-11-16,159.690002
2022-11-17,159.740005
2022-11-18,159.570007
2022-11-21,159.789993
2022-11-22,160.679993
2022-11-23,160.679993
2022-11-25,160.520004
2022-11-28,160.080002
2022-11-29,160.479996
2022-11-30,161.619995
2022-12-01,161.199997
2022-12-02,160.809998
2022-12-05,160.259995
2022-12-06,159.889999
2022-12-07,159.889999
2022-12-08,159.880005
2022-12-12,160.089996
2022-12-13,160.330002
2022-12-14,160.130005
2022-12-15,159.570007
2022-12-16,159.009995
2022-12-19,158.899994
2022-12-20,158.929993
2022-12-21,159.490005
2022-12-22,159.25
2022-12-23,159.279999
2022-12-27,159.110001
2022-12-28,158.929993
2022-12-29,159.089996
2022-12-30,158.949997
2023-01-03,159.050003
2023-01-04,158.770004
2023-01-05,158.850006
2023-01-06,159.529999
2023-01-09,159.009995
2023-01-10,159.139999
2023-01-11,159.009995
2023-01-12,159.130005
2023-01-17,159.710007
2023-01-18,159.270004
2023-01-19,159.009995
2023-01-20,159.369995
2023-01-23,159.529999
2023-01-24,159.679993
2023-01-25,159.509995
2023-01-26,160.029999
2023-01-27,160.210007
2023-01-30,159.520004
2023-01-31,159.949997
2023-02-01,159.830002
2023-02-02,159.850006
2023-02-03,160.070007
2023-02-06,159.990005
2023-02-07,160.649994
2023-02-08,160.100006
2023-02-09,160.139999
2023-02-10,160.449997
2023-02-13,160.600006
2023-02-14,160.449997
2023-02-15,160.429993
2023-02-16,160.309998
2023-02-17,160.410004
2023-02-21,159.690002
2023-02-22,159.889999
2023-02-23,160.229996
2023-02-24,159.600006
2023-02-27,159.779999
2023-02-28,159.509995
2023-03-01,159.419998
2023-03-02,160.139999
2023-03-03,160.970001
2023-03-06,160.889999
2023-03-07,160.410004
2023-03-08,160.449997
2023-03-09,159.949997
2023-03-13,157.110001
2023-03-14,157.339996
2023-03-15,155.119995
2023-03-16,154.429993
2023-03-17,153.720001
2023-03-20,156.089996
2023-03-21,157.440002
2023-03-22,157.509995
2023-03-23,157.440002
2023-03-24,157.259995
2023-03-27,157.479996
2023-03-28,157.550003
2023-03-29,158.429993
2023-03-31,160.009995
2023-04-03,160.350006
2023-04-04,160.119995
2023-04-05,160.169998
2023-04-06,160.190002
2023-04-11,160.350006
2023-04-12,160.149994
2023-04-13,160.559998
2023-04-14,160.740005
2023-04-17,161.110001
2023-04-18,161.279999
2023-04-19,160.899994
2023-04-20,160.809998
2023-04-21,160.669998
2023-04-24,160.360001
2023-04-25,159.960007
2023-04-26,158.809998
2023-04-27,159.419998
2023-04-28,159.679993
2023-05-02,159.279999
2023-05-03,158.919998
2023-05-04,158.770004
2023-05-05,159.580002
2023-05-08,159.699997
2023-05-10,159.75
2023-05-11,160.009995
2023-05-12,160.210007
2023-05-15,160.350006
2023-05-16,160.0
2023-05-17,160.270004
2023-05-19,160.899994
2023-05-22,160.949997
2023-05-23,160.429993
2023-05-24,159.860001
2023-05-25,159.860001
2023-05-26,160.490005
2023-05-30,160.320007
2023-05-31,160.289993
2023-06-01,160.570007
2023-06-02,161.210007
2023-06-05,161.270004
2023-06-06,161.570007
2023-06-07,161.289993
2023-06-08,161.410004
2023-06-09,161.449997
2023-06-12,161.800003
2023-06-13,161.850006
2023-06-14,161.940002
2023-06-15,161.860001
2023-06-16,161.720001
2023-06-20,161.130005
2023-06-21,160.660004
2023-06-22,160.600006
2023-06-26,160.559998
2023-06-27,160.559998
2023-06-28,161.009995
2023-06-29,161.100006
2023-06-30,161.649994
2023-07-03,161.710007
2023-07-05,161.610001
2023-07-06,160.869995
2023-07-07,161.0
2023-07-10,161.190002
2023-07-11,161.800003
2023-07-12,161.940002
2023-07-13,162.270004
2023-07-14,162.190002
2023-07-17,162.300003
2023-07-18,162.470001
2023-07-19,162.300003
2023-07-20,162.369995
2023-07-21,162.860001
2023-07-24,163.009995
2023-07-25,163.330002
2023-07-26,163.039993
2023-07-27,163.600006
2023-07-28,163.740005
2023-07-31,164.220001
2023-08-01,163.869995
2023-08-02,163.559998
2023-08-03,163.479996
2023-08-04,162.860001
2023-08-07,163.039993
2023-08-09,163.0
2023-08-10,163.330002
2023-08-11,163.149994
2023-08-14,163.410004
2023-08-16,162.809998
2023-08-17,162.520004
2023-08-18,162.429993
2023-08-21,162.649994
2023-08-22,163.059998
2023-08-23,163.729996
2023-08-24,163.210007
2023-08-25,163.690002
2023-08-28,164.119995
2023-08-29,164.699997
2023-08-30,164.570007
2023-08-31,164.910004
2023-09-01,165.289993
2023-09-05,165.589996
2023-09-06,165.089996
2023-09-07,164.970001
2023-09-08,165.009995
2023-09-11,165.259995
2023-09-12,165.360001
2023-09-13,165.130005
2023-09-14,165.960007
2023-09-15,165.589996
2023-09-18,165.410004
2023-09-19,165.369995
2023-09-20,165.190002
2023-09-21,164.309998
2023-09-22,164.440002
2023-09-25,164.710007
2023-09-26,163.929993
2023-09-27,164.369995
2023-09-28,164.600006
2023-09-29,164.490005
2023-10-02,164.669998
2023-10-03,163.839996
2023-10-05,164.059998
2023-10-06,164.630005
2023-10-09,164.940002
2023-10-10,165.389999
2023-10-11,165.679993
2023-10-12,165.660004
2023-10-13,165.289993
2023-10-16,165.820007
2023-10-17,165.520004
2023-10-18,165.059998
2023-10-19,164.330002
2023-10-20,163.649994
2023-10-23,163.720001
2023-10-24,164.330002
2023-10-25,163.440002
2023-10-26,163.169998
2023-10-27,162.690002
2023-10-30,163.649994
2023-10-31,164.330002
2023-11-02,166.600006
2023-11-03,166.520004
2023-11-06,166.5
2023-11-07,166.759995
2023-11-08,166.759995
2023-11-09,166.479996
2023-11-10,166.800003
2023-11-13,166.869995
2023-11-14,167.179993
2023-11-15,166.940002
2023-11-16,166.919998
2023-11-17,167.050003
2023-11-20,167.080002
2023-11-21,166.899994
2023-11-22,167.259995
2023-11-24,167.089996
2023-11-27,167.100006
2023-11-28,167.080002
2023-11-29,167.210007
2023-11-30,167.449997
2023-12-01,168.139999
2023-12-04,167.850006
2023-12-05,168.080002
2023-12-06,168.130005
2023-12-07,168.419998
2023-12-08,168.619995
2023-12-11,168.610001
2023-12-12,168.360001
2023-12-13,168.869995
2023-12-14,168.899994
2023-12-15,169.050003
2023-12-18,168.850006
2023-12-19,168.770004
2023-12-20,168.660004
2023-12-21,168.839996
2023-12-22,168.880005
2023-12-28,168.789993
2023-12-29,168.910004
2024-01-08,168.729996
