Date,Adj Close
2019-01-02,11.2489
2019-01-03,11.0783
2019-01-04,11.3118
2019-01-07,11.299
2019-01-08,11.3717
2019-01-09,11.4403
2019-01-10,11.4845
2019-01-11,11.4927
2019-01-14,11.4302
2019-01-15,11.5063
2019-01-16,11.496
2019-01-17,11.5389
2019-01-18,11.7296
2019-01-22,11.6625
2019-01-23,11.6952
2019-01-24,11.6308
2019-01-25,11.6707
2019-01-28,11.6259
2019-01-29,11.719
2019-01-30,11.8119
2019-01-31,11.9122
2019-02-01,11.9719
2019-02-04,11.9568
2019-02-05,12.0378
2019-02-06,12.0164
2019-02-07,11.9128
2019-02-08,11.9134
2019-02-11,11.9432
2019-02-12,12.0523
2019-02-13,12.1182
2019-02-14,12.0988
2019-02-15,12.1987
2019-02-19,12.2157
2019-02-20,12.2949
2019-02-21,12.2844
2019-02-22,12.3301
2019-02-25,12.337
2019-02-26,12.3408
2019-02-27,12.3198
2019-02-28,12.3033
2019-03-01,12.3476
2019-03-04,12.326
2019-03-05,12.3387
2019-03-06,12.3318
2019-03-07,12.3077
2019-03-08,12.2063
2019-03-11,12.3001
2019-03-12,12.3434
2019-03-13,12.4085
2019-03-14,12.4562
2019-03-15,12.578
2019-03-19,12.6721
2019-03-20,12.6302
2019-03-21,12.6809
2019-03-22,12.5068
2019-03-25,12.4513
2019-03-26,12.5445
2019-03-27,12.5315
2019-03-28,12.5362
2019-03-29,12.6326
2019-04-01,12.7361
2019-04-02,12.709
2019-04-03,12.7607
2019-04-04,12.7368
2019-04-05,12.7473
2019-04-08,12.7815
2019-04-09,12.7545
2019-04-10,12.7735
2019-04-11,12.7675
2019-04-12,12.8367
2019-04-15,12.8491
2019-04-16,12.9019
2019-04-17,12.8892
2019-04-18,12.8956
2019-04-23,12.9482
2019-04-24,12.9375
2019-04-25,12.8977
2019-04-26,12.9725
2019-04-29,12.9891
2019-04-30,13.0352
2019-05-01,12.9847
2019-05-02,12.9028
2019-05-03,12.9993
2019-05-07,12.8093
2019-05-08,12.7938
2019-05-09,12.733
2019-05-10,12.7698
2019-05-13,12.602
2019-05-14,12.637
2019-05-15,12.6844
2019-05-16,12.7776
2019-05-17,12.7088
2019-05-20,12.662
2019-05-21,12.7187
2019-05-22,12.6954
