Date,Adj Close
2019-01-02,10.57
2019-01-03,10.57
2019-01-04,10.58
2019-01-07,10.62
2019-01-08,10.62
2019-01-09,10.66
2019-01-10,10.67
2019-01-11,10.68
2019-01-14,10.69
2019-01-15,10.7
2019-01-16,10.73
2019-01-17,10.73
2019-01-18,10.75
2019-01-22,10.74
2019-01-23,10.76
2019-01-24,10.78
2019-01-25,10.81
2019-01-28,10.81
2019-01-29,10.82
2019-01-30,10.82
2019-01-31,10.87
2019-02-01,10.87
2019-02-04,10.88
2019-02-05,10.91
2019-02-06,10.92
2019-02-07,10.9
2019-02-08,10.9
2019-02-11,10.88
2019-02-12,10.9
2019-02-13,10.89
2019-02-14,10.9
2019-02-15,10.89
2019-02-19,10.92
2019-02-20,10.92
2019-02-21,10.91
2019-02-22,10.93
2019-02-25,10.94
2019-02-26,10.97
2019-02-27,10.97
2019-02-28,10.97
2019-03-01,10.96
2019-03-04,10.98
2019-03-05,10.98
2019-03-06,10.98
2019-03-07,10.96
2019-03-08,10.95
2019-03-11,10.97
2019-03-12,11.0
2019-03-13,11.01
2019-03-14,11.01
2019-03-15,11.04
2019-03-19,11.06
2019-03-20,11.09
2019-03-21,11.09
2019-03-22,11.1
2019-03-25,11.1
2019-03-26,11.1
2019-03-27,11.09
2019-03-28,11.08
2019-03-29,11.09
2019-04-01,11.11
2019-04-02,11.12
2019-04-03,11.12
2019-04-04,11.13
2019-04-05,11.15
2019-04-08,11.15
2019-04-09,11.16
2019-04-10,11.18
2019-04-11,11.19
2019-04-12,11.2
2019-04-15,11.2
2019-04-16,11.19
2019-04-17,11.2
2019-04-18,11.2
2019-04-23,11.2
2019-04-24,11.19
2019-04-25,11.18
2019-04-26,11.19
2019-04-29,11.19
2019-04-30,11.2
2019-05-02,11.18
2019-05-03,11.19
2019-05-07,11.18
2019-05-08,11.16
2019-05-09,11.14
2019-05-10,11.14
2019-05-13,11.13
2019-05-14,11.13
2019-05-15,11.15
2019-05-16,11.15
2019-05-17,11.14
2019-05-20,11.14
2019-05-21,11.14
2019-05-22,11.15
2019-05-23,11.12
2019-05-24,11.15
2019-05-28,11.15
2019-05-29,11.13
2019-05-30,11.16
2019-05-31,11.14
2019-06-04,11.17
2019-06-05,11.18
2019-06-06,11.18
2019-06-07,11.2
2019-06-10,11.24
2019-06-11,11.26
2019-06-12,11.27
2019-06-13,11.28
2019-06-14,11.28
2019-06-17,11.29
2019-06-18,11.32
2019-06-19,11.35
2019-06-20,11.41
2019-06-21,11.41
2019-06-24,11.42
2019-06-25,11.42
2019-06-26,11.42
2019-06-27,11.44
2019-06-28,11.46
2019-07-01,11.48
2019-07-02,11.5
2019-07-03,11.54
2019-07-05,11.54
2019-07-08,11.54
2019-07-09,11.51
2019-07-10,11.52
2019-07-11,11.53
2019-07-12,11.54
2019-07-15,11.56
2019-07-16,11.54
2019-07-17,11.55
2019-07-18,11.57
2019-07-19,11.58
2019-07-22,11.58
2019-07-23,11.58
2019-07-24,11.6
2019-07-25,11.61
2019-07-26,11.6
2019-07-29,11.6
2019-07-30,11.58
2019-07-31,11.59
2019-08-01,11.6
2019-08-02,11.57
2019-08-06,11.54
2019-08-07,11.53
2019-08-08,11.58
2019-08-09,11.58
2019-08-12,11.52
2019-08-13,11.51
2019-08-14,11.48
2019-08-15,11.51
2019-08-16,11.51
2019-08-19,11.5
2019-08-20,11.52
2019-08-21,11.53
2019-08-22,11.53
2019-08-23,11.54
2019-08-26,11.53
2019-08-27,11.54
2019-08-28,11.52
2019-08-29,11.5
2019-08-30,11.51
2019-09-03,11.5
2019-09-04,11.54
2019-09-05,11.53
2019-09-06,11.54
2019-09-09,11.55
2019-09-10,11.52
2019-09-11,11.52
2019-09-12,11.54
2019-09-13,11.52
2019-09-16,11.52
2019-09-17,11.52
2019-09-18,11.54
2019-09-19,11.54
2019-09-20,11.57
2019-09-23,11.57
2019-09-24,11.58
2019-09-25,11.55
2019-09-26,11.56
2019-09-27,11.57
2019-09-30,11.57
2019-10-01,11.57
2019-10-02,11.57
2019-10-03,11.59
2019-10-04,11.61
2019-10-07,11.59
2019-10-08,11.59
2019-10-09,11.59
2019-10-10,11.59
2019-10-11,11.61
2019-10-14,11.61
2019-10-15,11.62
2019-10-16,11.63
2019-10-17,11.63
2019-10-18,11.65
2019-10-21,11.65
2019-10-22,11.66
2019-10-23,11.67
2019-10-24,11.67
2019-10-25,11.68
2019-10-29,11.68
2019-10-30,11.7
2019-10-31,11.71
2019-11-01,11.72
2019-11-04,11.72
2019-11-05,11.71
2019-11-06,11.72
2019-11-07,11.7
2019-11-08,11.69
2019-11-11,11.7
2019-11-12,11.69
2019-11-13,11.67
2019-11-14,11.68
2019-11-15,11.69
2019-11-18,11.69
2019-11-19,11.68
2019-11-20,11.68
2019-11-21,11.68
2019-11-22,11.68
2019-11-25,11.69
2019-11-26,11.7
2019-11-27,11.69
2019-11-29,11.7
2019-12-02,11.7
2019-12-03,11.7
2019-12-04,11.71
2019-12-05,11.72
2019-12-06,11.73
2019-12-09,11.74
2019-12-10,11.74
2019-12-11,11.77
2019-12-12,11.76
2019-12-13,11.8
2019-12-16,11.81
2019-12-17,11.82
2019-12-18,11.82
2019-12-19,11.83
2019-12-20,11.84
2019-12-23,11.86
2019-12-24,11.86
2019-12-30,11.92
2019-12-31,11.9
2020-01-02,11.94
2020-01-03,11.94
2020-01-06,11.94
2020-01-07,11.94
2020-01-08,11.94
2020-01-09,11.97
2020-01-10,11.99
2020-01-13,11.99
2020-01-14,11.99
2020-01-15,12.0
2020-01-16,12.01
2020-01-17,12.01
2020-01-21,12.03
2020-01-22,12.04
2020-01-23,12.03
2020-01-24,12.05
2020-01-27,12.04
2020-01-28,12.04
2020-01-29,12.06
2020-01-30,12.04
2020-01-31,12.05
2020-02-03,12.05
2020-02-04,12.06
2020-02-05,12.07
2020-02-06,12.09
2020-02-07,12.09
2020-02-10,12.1
2020-02-11,12.1
2020-02-12,12.12
2020-02-13,12.12
2020-02-14,12.14
2020-02-18,12.14
2020-02-19,12.15
2020-02-20,12.14
2020-02-21,12.15
2020-02-24,12.11
2020-02-25,12.1
2020-02-26,12.06
2020-02-27,12.02
2020-02-28,11.95
2020-03-02,11.96
2020-03-03,12.02
2020-03-04,12.03
2020-03-05,12.02
2020-03-06,11.94
2020-03-09,11.63
2020-03-10,11.6
2020-03-11,11.49
2020-03-12,11.26
2020-03-13,11.22
2020-03-16,11.06
2020-03-18,10.61
2020-03-19,10.32
2020-03-20,10.29
2020-03-23,10.18
2020-03-24,10.27
2020-03-25,10.46
2020-03-26,10.68
2020-03-27,10.77
2020-03-30,10.77
2020-03-31,10.9
2020-04-01,10.82
2020-04-02,10.84
2020-04-03,10.82
2020-04-06,10.88
2020-04-07,11.0
2020-04-08,11.06
2020-04-09,11.32
2020-04-14,11.52
2020-04-15,11.46
2020-04-16,11.43
2020-04-17,11.49
2020-04-20,11.44
2020-04-21,11.35
2020-04-22,11.38
2020-04-23,11.43
2020-04-24,11.38
2020-04-27,11.38
2020-04-28,11.43
2020-04-29,11.5
2020-04-30,11.5
2020-05-05,11.49
2020-05-06,11.46
2020-05-07,11.47
2020-05-08,11.49
2020-05-11,11.46
2020-05-12,11.49
2020-05-13,11.47
2020-05-14,11.45
2020-05-15,11.48
2020-05-18,11.58
2020-05-19,11.65
2020-05-20,11.73
2020-05-21,11.78
2020-05-22,11.77
2020-05-26,11.87
2020-05-27,11.88
2020-05-28,11.93
2020-05-29,11.93
2020-06-02,12.03
2020-06-03,12.11
2020-06-04,12.12
2020-06-05,12.26
2020-06-08,12.3
2020-06-09,12.25
2020-06-10,12.25
2020-06-11,12.11
2020-06-12,12.12
2020-06-15,12.12
2020-06-16,12.24
2020-06-17,12.22
2020-06-18,12.19
2020-06-19,12.2
2020-06-22,12.19
2020-06-23,12.2
2020-06-24,12.16
2020-06-25,12.15
2020-06-26,12.12
2020-06-29,12.13
2020-06-30,12.14
2020-07-01,12.2
2020-07-02,12.24
2020-07-06,12.27
2020-07-07,12.28
2020-07-08,12.27
2020-07-09,12.28
2020-07-10,12.28
2020-07-13,12.3
2020-07-14,12.29
2020-07-15,12.32
2020-07-16,12.32
2020-07-17,12.34
2020-07-20,12.37
2020-07-21,12.43
2020-07-22,12.46
2020-07-23,12.47
2020-07-24,12.48
2020-07-27,12.49
2020-07-28,12.49
2020-07-29,12.51
2020-07-30,12.5
2020-07-31,12.51
2020-08-04,12.51
2020-08-05,12.55
2020-08-06,12.57
2020-08-07,12.57
2020-08-10,12.57
2020-08-11,12.59
2020-08-12,12.58
2020-08-13,12.57
2020-08-14,12.55
2020-08-17,12.54
2020-08-18,12.55
2020-08-19,12.54
2020-08-20,12.54
2020-08-21,12.54
2020-08-24,12.54
2020-08-25,12.54
2020-08-26,12.54
2020-08-27,12.53
2020-08-28,12.56
2020-08-31,12.57
2020-09-01,12.62
2020-09-02,12.63
2020-09-03,12.61
2020-09-04,12.6
2020-09-08,12.56
2020-09-09,12.59
2020-09-10,12.58
2020-09-11,12.57
2020-09-14,12.58
2020-09-15,12.59
2020-09-16,12.61
2020-09-17,12.61
2020-09-18,12.6
2020-09-21,12.55
2020-09-22,12.52
2020-09-23,12.47
2020-09-24,12.44
2020-09-25,12.42
2020-09-28,12.43
2020-09-29,12.43
2020-09-30,12.45
2020-10-01,12.48
2020-10-02,12.48
2020-10-05,12.51
2020-10-06,12.53
2020-10-07,12.54
2020-10-08,12.57
2020-10-09,12.59
2020-10-12,12.59
2020-10-13,12.6
2020-10-14,12.6
2020-10-15,12.58
2020-10-16,12.59
2020-10-19,12.6
2020-10-20,12.61
2020-10-21,12.62
2020-10-22,12.61
2020-10-23,12.63
2020-10-27,12.64
2020-10-28,12.59
2020-10-29,12.56
2020-10-30,12.54
2020-11-02,12.55
2020-11-03,12.59
2020-11-04,12.66
2020-11-05,12.75
2020-11-06,12.77
2020-11-09,12.87
2020-11-10,12.86
2020-11-11,12.85
2020-11-12,12.83
2020-11-13,12.82
2020-11-16,12.86
2020-11-17,12.88
2020-11-18,12.9
2020-11-19,12.92
2020-11-20,12.93
2020-11-23,12.93
2020-11-24,12.96
2020-11-25,12.97
2020-11-27,12.98
2020-11-30,12.99
2020-12-01,13.03
2020-12-02,13.03
2020-12-03,13.07
2020-12-04,13.07
2020-12-07,13.07
2020-12-08,13.08
2020-12-09,13.06
2020-12-10,13.09
2020-12-11,13.09
2020-12-14,13.1
2020-12-15,13.12
2020-12-16,13.14
2020-12-17,13.17
2020-12-18,13.17
2020-12-21,13.14
2020-12-22,13.13
2020-12-23,13.14
2020-12-24,13.15
2020-12-30,13.21
2020-12-31,13.22
2021-01-04,13.22
