Date,Open,High,Low,Close,Volume,Adj Close
1996-01-02,42.250000,42.500000,42.250000,42.500000,5900.000000,24.283545
1996-01-03,42.375000,42.500000,42.250000,42.375000,30000.000000,24.212122
1996-01-04,42.500000,43.875000,42.375000,43.625000,70500.000000,24.926342
1996-01-05,43.625000,43.750000,43.500000,43.750000,31100.000000,24.997759
1996-01-08,43.500000,43.500000,43.437500,43.500000,9700.000000,24.854933
1996-01-09,43.500000,43.625000,43.250000,43.625000,25100.000000,24.926342
1996-01-10,43.500000,43.500000,43.250000,43.250000,13500.000000,24.712080
1996-01-11,42.875000,43.250000,42.875000,43.187500,21600.000000,24.676365
1996-01-12,42.125000,42.250000,41.875000,42.250000,73200.000000,24.140707
1996-01-15,42.000000,42.500000,42.000000,42.500000,34200.000000,24.283545
1996-01-16,42.500000,42.750000,42.500000,42.500000,13800.000000,24.283545
1996-01-17,43.250000,43.250000,42.875000,43.250000,15000.000000,24.712080
1996-01-18,43.250000,43.250000,42.875000,43.250000,10800.000000,24.712080
1996-01-19,43.250000,43.250000,43.000000,43.000000,28000.000000,24.569237
1996-01-22,42.500000,42.875000,42.500000,42.875000,16200.000000,24.497818
1996-01-23,42.375000,42.625000,42.375000,42.625000,11200.000000,24.354971
1996-01-24,42.375000,42.500000,42.250000,42.375000,17000.000000,24.212122
1996-01-25,42.375000,42.500000,42.375000,42.375000,9100.000000,24.212122
1996-01-26,42.750000,42.750000,42.375000,42.625000,7200.000000,24.354971
1996-01-29,42.750000,43.046875,42.750000,43.000000,12700.000000,24.569237
1996-01-30,42.875000,43.250000,42.875000,43.250000,117300.000000,24.712080
1996-01-31,43.250000,43.250000,43.000000,43.250000,9300.000000,24.712080
1996-02-01,43.125000,43.500000,43.125000,43.125000,24500.000000,24.640661
1996-02-02,43.125000,43.375000,43.125000,43.250000,28300.000000,24.712080
1996-02-05,43.500000,43.875000,43.250000,43.875000,82000.000000,25.069185
1996-02-06,43.875000,44.000000,43.875000,43.875000,37400.000000,25.069185
