sheet,seq,name,isin,ccy,norm,dup_count,dup_isins,dup_names
global,152、,FIDELITY GLOBAL INC A MINCOME(G) DIS USD,LU0882574568,USD,FIDELITY GLOBAL INC A MINCOME(G) DIS USD,1,LU0882574568,FIDELITY GLOBAL INC A MINCOME(G) DIS USD
global,153、,FIDELITY GLOBAL INCOME Y MINCOME INC USD,LU2425919680,USD,FIDELITY GLOBAL INCOME Y MINCOME INC USD,1,LU2425919680,FIDELITY GLOBAL INCOME Y MINCOME INC USD
global,154、,Fidelity Global Multi Asset Growth & Income Fund A USD USD,LU0267386521,USD,FIDELITY GLOBAL MULTI ASSET GROWTH & INCOME FUND A USD USD,1,LU0267386521,FIDELITY GLOBAL MULTI ASSET GROWTH & INCOME FUND A USD USD
global,155、,FIDELITY GLOBAL TECHNOLOGY A USD ACC USD,LU1046421795,USD,FIDELITY GLOBAL TECHNOLOGY A USD ACC USD,1,LU1046421795,FIDELITY GLOBAL TECHNOLOGY A USD ACC USD
global,156、,FIDELITY LUX GLOBAL FINL SVCS A INC USD,LU0971096721,USD,FIDELITY LUX GLOBAL FINL SVCS A INC USD,1,LU0971096721,FIDELITY LUX GLOBAL FINL SVCS A INC USD
global,157、,FIL INV MGMT LUX GLOBAL TECHNOLOGY Y USD ACC USD,LU1560650563,USD,FIL INV MGMT LUX GLOBAL TECHNOLOGY Y USD ACC USD,1,LU1560650563,FIL INV MGMT LUX GLOBAL TECHNOLOGY Y USD ACC USD
global,158、,FINCREST GLOBAL EQUITY FUND CLASS A USD,GG00BH0WMZ32,USD,FINCREST GLOBAL EQUITY FUND CLASS A USD,1,GG00BH0WMZ32,FINCREST GLOBAL EQUITY FUND CLASS A USD
global,159、,FIRST STATE GLOBAL STEWART INV GLOBAL EMERGING MARKET LEADERS I ACC USD USD,IE00B0169N27,USD,FIRST STATE GLOBAL STEWART INV GLOBAL EMERGING MARKET LEADERS I ACC USD USD,1,IE00B0169N27,FIRST STATE GLOBAL STEWART INV GLOBAL EMERGING MARKET LEADERS I ACC USD USD
global,160、,FIRST STATE GLOBAL UM LISTD INFRASTRUCT I USD DIST USD,IE00B29SXL02,USD,FIRST STATE GLOBAL UM LISTD INFRASTRUCT I USD DIST USD,1,IE00B29SXL02,FIRST STATE GLOBAL UM LISTD INFRASTRUCT I USD DIST USD
global,161、,FRANKLIN TEMP GLOBAL BAL A ACC USD USD,LU0128525689,USD,FRANKLIN TEMP GLOBAL BAL A ACC USD USD,1,LU0128525689,FRANKLIN TEMP GLOBAL BAL A ACC USD USD
global,162、,FRANKLIN TEMP GLOBAL HI YLD MDIS \$ USD,LU0300741062,USD,FRANKLIN TEMP GLOBAL HI YLD MDIS \$ USD,1,LU0300741062,FRANKLIN TEMP GLOBAL HI YLD MDIS \$ USD
global,163、,FRANKLIN TEMP GLOBAL INC A ACC USD USD,LU0211326755,USD,FRANKLIN TEMP GLOBAL INC A ACC USD USD,1,LU0211326755,FRANKLIN TEMP GLOBAL INC A ACC USD USD
global,164、,FRANKLIN TEMPL GLOBAL FOCUS FD A DIS USD,LU0029864427,USD,FRANKLIN TEMPL GLOBAL FOCUS FD A DIS USD,1,LU0029864427,FRANKLIN TEMPL GLOBAL FOCUS FD A DIS USD
global,165、,FRANKLIN TEMPLETON FRANKLIN MUT GLOBAL DVRY A CAP USD,LU0211331839,USD,FRANKLIN TEMPLETON FRANKLIN MUT GLOBAL DVRY A CAP USD,1,LU0211331839,FRANKLIN TEMPLETON FRANKLIN MUT GLOBAL DVRY A CAP USD
global,166、,FRANKLIN TEMPLETON GLOBAL FOCUS A ACC USD,LU0128525929,USD,FRANKLIN TEMPLETON GLOBAL FOCUS A ACC USD,1,LU0128525929,FRANKLIN TEMPLETON GLOBAL FOCUS A ACC USD
global,167、,FRANKLIN TEMPLETON GLOBAL TOTAL RETURN A MDIS USD USD,LU0170475585,USD,FRANKLIN TEMPLETON GLOBAL TOTAL RETURN A MDIS USD USD,1,LU0170475585,FRANKLIN TEMPLETON GLOBAL TOTAL RETURN A MDIS USD USD
global,168、,FRANKLIN TEMPLETON GLOBAL TOTAL RETURN FUN A ACC USD USD,LU0170475312,USD,FRANKLIN TEMPLETON GLOBAL TOTAL RETURN FUN A ACC USD USD,1,LU0170475312,FRANKLIN TEMPLETON GLOBAL TOTAL RETURN FUN A ACC USD USD
global,169、,FTGF GBL BRANDYWNE GLOBAL FIXED INCOME A USD ACC USD,IE00B19Z4J92,USD,FTGF GBL BRANDYWNE GLOBAL FIXED INCOME A USD ACC USD,1,IE00B19Z4J92,FTGF GBL BRANDYWNE GLOBAL FIXED INCOME A USD ACC USD
global,170、,FTGF GBL W/A GLOBAL HIGH YIELD A USD ACC USD,IE00B1BXHP82,USD,FTGF GBL W/A GLOBAL HIGH YIELD A USD ACC USD,1,IE00B1BXHP82,FTGF GBL W/A GLOBAL HIGH YIELD A USD ACC USD
global,171、,GAM STAR GLOBAL BALANCED A USD ACC USD,IE00B5NTPS12,USD,GAM STAR GLOBAL BALANCED A USD ACC USD,1,IE00B5NTPS12,GAM STAR GLOBAL BALANCED A USD ACC USD
global,172、,GAM STAR GLOBAL BALANCED ACC USD USD,IE00B5KPBC88,USD,GAM STAR GLOBAL BALANCED ACC USD USD,1,IE00B5KPBC88,GAM STAR GLOBAL BALANCED ACC USD USD
global,173、,GAM STAR GLOBAL BALANCED C USD ACC USD,IE00B5VMBV77,USD,GAM STAR GLOBAL BALANCED C USD ACC USD,1,IE00B5VMBV77,GAM STAR GLOBAL BALANCED C USD ACC USD
global,174、,GAM STAR GLOBAL BALANCED F USD ACC USD,IE00BD6C6V39,USD,GAM STAR GLOBAL BALANCED F USD ACC USD,1,IE00BD6C6V39,GAM STAR GLOBAL BALANCED F USD ACC USD
global,175、,GAM STAR GLOBAL BALANCED INSTL ACC USD,IE00B5T6XH13,USD,GAM STAR GLOBAL BALANCED INSTL ACC USD,1,IE00B5T6XH13,GAM STAR GLOBAL BALANCED INSTL ACC USD
global,176、,GAM STAR GLOBAL BALANCED T USD USD,IE00B4KMRV32,USD,GAM STAR GLOBAL BALANCED T USD USD,1,IE00B4KMRV32,GAM STAR GLOBAL BALANCED T USD USD
global,177、,GAM STAR GLOBAL BALANCED U USD ACC USD,IE00BYQ0F843,USD,GAM STAR GLOBAL BALANCED U USD ACC USD,1,IE00BYQ0F843,GAM STAR GLOBAL BALANCED U USD ACC USD
global,178、,GLOBAL PAYMENTS 5.95 % NOTES 2022-15.08.52 USD,US37940XAR35,USD,GLOBAL PAYMENTS 5.95 % NOTES 2022-15.08.52 USD,1,US37940XAR35,GLOBAL PAYMENTS 5.95 % NOTES 2022-15.08.52 USD
global,179、,GLOBAL X FDS GBL X FTSE ARGENT USD USD,US37950E2596,USD,GLOBAL X FDS GBL X FTSE ARGENT USD USD,1,US37950E2596,GLOBAL X FDS GBL X FTSE ARGENT USD USD
global,180、,GLOBAL X FDS GBL X ROBOTICS & ARTIFICIAL USD,US37954Y7159,USD,GLOBAL X FDS GBL X ROBOTICS & ARTIFICIAL USD,1,US37954Y7159,GLOBAL X FDS GBL X ROBOTICS & ARTIFICIAL USD
global,181、,GOLDMAN SACHS GLOBAL CORE EQUITY PORTFOLIO ACC USD,LU0234570918,USD,GOLDMAN SACHS GLOBAL CORE EQUITY PORTFOLIO ACC USD,1,LU0234570918,GOLDMAN SACHS GLOBAL CORE EQUITY PORTFOLIO ACC USD
global,182、,GOLDMAN SACHS GLOBAL EMERGING MRKTS DEBT HRD CCY CLASS P CAP US\$ USD,LU0555020303,USD,GOLDMAN SACHS GLOBAL EMERGING MRKTS DEBT HRD CCY CLASS P CAP US\$ USD,1,LU0555020303,GOLDMAN SACHS GLOBAL EMERGING MRKTS DEBT HRD CCY CLASS P CAP US\$ USD
global,183、,GOLDMAN SACHS GLOBAL SENIOR LOANS R HEDGED INC USD,LU1292650279,USD,GOLDMAN SACHS GLOBAL SENIOR LOANS R HEDGED INC USD,1,LU1292650279,GOLDMAN SACHS GLOBAL SENIOR LOANS R HEDGED INC USD
global,184、,GOLDMAN SACHS GLOBAL US HIGH DIVIDEND CLASS P AC USD USD,LU0214494824,USD,GOLDMAN SACHS GLOBAL US HIGH DIVIDEND CLASS P AC USD USD,1,LU0214494824,GOLDMAN SACHS GLOBAL US HIGH DIVIDEND CLASS P AC USD USD
global,185、,GQG PARTNERS GLOBAL EQUITY I ACC USD,IE00BH480R51,USD,GQG PARTNERS GLOBAL EQUITY I ACC USD,1,IE00BH480R51,GQG PARTNERS GLOBAL EQUITY I ACC USD
global,186、,GS GLOBAL CORE EQUITY BASE ACCUMULATION SNAP USD ACC SNAP USD,LU0234570751,USD,GS GLOBAL CORE EQUITY BASE ACCUMULATION SNAP USD ACC SNAP USD,1,LU0234570751,GS GLOBAL CORE EQUITY BASE ACCUMULATION SNAP USD ACC SNAP USD
global,187、,GUINNESS AM GLOBAL ENERGY C USD INC NAV USD,IE00B2Q91V27,USD,GUINNESS AM GLOBAL ENERGY C USD INC NAV USD,1,IE00B2Q91V27,GUINNESS AM GLOBAL ENERGY C USD INC NAV USD
global,188、,GUINNESS AM GLOBAL ENERGY D USD INC NAV USD,IE00B2Q91T05,USD,GUINNESS AM GLOBAL ENERGY D USD INC NAV USD,1,IE00B2Q91T05,GUINNESS AM GLOBAL ENERGY D USD INC NAV USD
global,189、,GUINNESS AM GLOBAL EQUITY INCOME C USD,IE00BVYPNW00,USD,GUINNESS AM GLOBAL EQUITY INCOME C USD,1,IE00BVYPNW00,GUINNESS AM GLOBAL EQUITY INCOME C USD
global,190、,GUINNESS AM GLOBAL EQUITY INCOME Y USD,IE00BVYPNX17,USD,GUINNESS AM GLOBAL EQUITY INCOME Y USD,1,IE00BVYPNX17,GUINNESS AM GLOBAL EQUITY INCOME Y USD
global,191、,GUINNESS AM GLOBAL EQUITY INCOME Y USD,IE00BVYPP248,USD,GUINNESS AM GLOBAL EQUITY INCOME Y USD,1,IE00BVYPP248,GUINNESS AM GLOBAL EQUITY INCOME Y USD
global,192、,GUINNESS AM GLOBAL INNOVATORS C ACC USD,IE00BQXX3F31,USD,GUINNESS AM GLOBAL INNOVATORS C ACC USD,1,IE00BQXX3F31,GUINNESS AM GLOBAL INNOVATORS C ACC USD
global,193、,GUINNESS AM GLOBAL INNOVATORS Y ACC USD,IE00BQXX3M08,USD,GUINNESS AM GLOBAL INNOVATORS Y ACC USD,1,IE00BQXX3M08,GUINNESS AM GLOBAL INNOVATORS Y ACC USD
global,194、,GUINNESS GAM GLOBAL EQUITY INCOME INC D USD,IE00B3QG6N78,USD,GUINNESS GAM GLOBAL EQUITY INCOME INC D USD,1,IE00B3QG6N78,GUINNESS GAM GLOBAL EQUITY INCOME INC D USD
global,195、,GUINNESS GLOBAL ENERGY Y INC USD,IE00B3CCJC95,USD,GUINNESS GLOBAL ENERGY Y INC USD,1,IE00B3CCJC95,GUINNESS GLOBAL ENERGY Y INC USD
global,196、,GUINNESS GLOBAL EQUITY INCOME FUND C USD USD,IE00B42XCP33,USD,GUINNESS GLOBAL EQUITY INCOME FUND C USD USD,1,IE00B42XCP33,GUINNESS GLOBAL EQUITY INCOME FUND C USD USD
global,197、,GUINNESS GLOBAL MONEY MANAGERS C ACC USD,IE00B3QW5Z07,USD,GUINNESS GLOBAL MONEY MANAGERS C ACC USD,1,IE00B3QW5Z07,GUINNESS GLOBAL MONEY MANAGERS C ACC USD
global,198、,GUINNESS GLOBAL QUALITY MID CAP C ACC USD,IE00BN0W2W23,USD,GUINNESS GLOBAL QUALITY MID CAP C ACC USD,1,IE00BN0W2W23,GUINNESS GLOBAL QUALITY MID CAP C ACC USD
global,199、,HEPTAGON FUND KOPERNIK GLOBAL All-CAP EQUITY FUND ACC A USD,IE00BH6XS969,USD,HEPTAGON FUND KOPERNIK GLOBAL ALL-CAP EQUITY FUND ACC A USD,1,IE00BH6XS969,HEPTAGON FUND KOPERNIK GLOBAL ALL-CAP EQUITY FUND ACC A USD
global,200、,HEPTAGON FUND WCM GLOBAL EQTY A ACC USD,IE00BYZ09279,USD,HEPTAGON FUND WCM GLOBAL EQTY A ACC USD,1,IE00BYZ09279,HEPTAGON FUND WCM GLOBAL EQTY A ACC USD
global,201、,HSBC GLOBAL FUNDS ICAV US EQUITY INDEX BC ACC USD,IE00BGNBPW89,USD,HSBC GLOBAL FUNDS ICAV US EQUITY INDEX BC ACC USD,1,IE00BGNBPW89,HSBC GLOBAL FUNDS ICAV US EQUITY INDEX BC ACC USD
global,202、,HSBC GLOBAL INDIA FIX INC ACC USD USD,LU0780247804,USD,HSBC GLOBAL INDIA FIX INC ACC USD USD,1,LU0780247804,HSBC GLOBAL INDIA FIX INC ACC USD USD
global,203、,HSBC HLDGS 6.8 % NOTES 2022-01.06.38 GLOBAL USD,US404280DN62,USD,HSBC HLDGS 6.8 % NOTES 2022-01.06.38 GLOBAL USD,1,US404280DN62,HSBC HLDGS 6.8 % NOTES 2022-01.06.38 GLOBAL USD
global,204、,HSBC HOLDINGS PLC 7.35 % NOTES 2022-27.11.32 GLOBAL USD,US404280DJ50,USD,HSBC HOLDINGS PLC 7.35 % NOTES 2022-27.11.32 GLOBAL USD,1,US404280DJ50,HSBC HOLDINGS PLC 7.35 % NOTES 2022-27.11.32 GLOBAL USD
global,205、,HSBC INV FD LUX SA GLOBAL EMG MKTS EQUITY A USD,LU0054450605,USD,HSBC INV FD LUX SA GLOBAL EMG MKTS EQUITY A USD,1,LU0054450605,HSBC INV FD LUX SA GLOBAL EMG MKTS EQUITY A USD
global,206、,HSBC INV FD LUX SA GLOBAL EQUITY CLIMATE SOLUTIONS A INC USD,LU0323240290,USD,HSBC INV FD LUX SA GLOBAL EQUITY CLIMATE SOLUTIONS A INC USD,1,LU0323240290,HSBC INV FD LUX SA GLOBAL EQUITY CLIMATE SOLUTIONS A INC USD
global,207、,IDAD NATIX GLOBAL MARKETS DEFENSIVE AUTOCALL USD,XS3338999496,USD,IDAD NATIX GLOBAL MARKETS DEFENSIVE AUTOCALL USD,1,XS3338999496,IDAD NATIX GLOBAL MARKETS DEFENSIVE AUTOCALL USD
global,208、,IDAD NATIXIS GLOBAL INDICES AC JULY 2026 USD,XS3338995585,USD,IDAD NATIXIS GLOBAL INDICES AC JULY 2026 USD,1,XS3338995585,IDAD NATIXIS GLOBAL INDICES AC JULY 2026 USD
global,209、,IDAD NATIXIS GLOBAL MARKETS DEFENSIVE AC APRIL 2026 USD,XS3267326992,USD,IDAD NATIXIS GLOBAL MARKETS DEFENSIVE AC APRIL 2026 USD,1,XS3267326992,IDAD NATIXIS GLOBAL MARKETS DEFENSIVE AC APRIL 2026 USD
global,210、,IDAD NATIXIS GLOBAL MARKETS DEFENSIVE AC DEC 2025 USD,XS3138911782,USD,IDAD NATIXIS GLOBAL MARKETS DEFENSIVE AC DEC 2025 USD,1,XS3138911782,IDAD NATIXIS GLOBAL MARKETS DEFENSIVE AC DEC 2025 USD
global,211、,IDAD NATIXIS GLOBAL MARKETS DEFENSIVE AUTOCALL USD,XS3338965679,USD,IDAD NATIXIS GLOBAL MARKETS DEFENSIVE AUTOCALL USD,1,XS3338965679,IDAD NATIXIS GLOBAL MARKETS DEFENSIVE AUTOCALL USD
global,212、,IDAD NATIXIS GLOBAL MARKETS DEFENSIVE AUTOCALL JANUARY 2026 USD USD,XS3138919686,USD,IDAD NATIXIS GLOBAL MARKETS DEFENSIVE AUTOCALL JANUARY 2026 USD USD,1,XS3138919686,IDAD NATIXIS GLOBAL MARKETS DEFENSIVE AUTOCALL JANUARY 2026 USD USD
global,213、,IDAD NATIXIS GLOBAL MARKETS DEFENSIVE AUTOCALL MARCH 2026 USD,XS3138937407,USD,IDAD NATIXIS GLOBAL MARKETS DEFENSIVE AUTOCALL MARCH 2026 USD,1,XS3138937407,IDAD NATIXIS GLOBAL MARKETS DEFENSIVE AUTOCALL MARCH 2026 USD
global,214、,IDAD NATIXIS GLOBAL MARKETS MEMORY INCOME AUTOCALL OCTOBER 2025 USD,XS2736751160,USD,IDAD NATIXIS GLOBAL MARKETS MEMORY INCOME AUTOCALL OCTOBER 2025 USD,1,XS2736751160,IDAD NATIXIS GLOBAL MARKETS MEMORY INCOME AUTOCALL OCTOBER 2025 USD
global,215、,IFSL ARBION GLOBAL OPPORTUNITIES USD ACC USD,GB00BNG2HX24,USD,IFSL ARBION GLOBAL OPPORTUNITIES USD ACC USD,1,GB00BNG2HX24,IFSL ARBION GLOBAL OPPORTUNITIES USD ACC USD
global,216、,IIF GLOBAL EQUITY B ACC USD,GG00B4N6N924,USD,IIF GLOBAL EQUITY B ACC USD,1,GG00B4N6N924,IIF GLOBAL EQUITY B ACC USD
global,217、,IIF GLOBAL EQUITY FUND CLASS A USD USD,GG00B4LD8Z60,USD,IIF GLOBAL EQUITY FUND CLASS A USD USD,1,GG00B4LD8Z60,IIF GLOBAL EQUITY FUND CLASS A USD USD
global,218、,INVESCO GLOBAL CONSUMER TRENDS A USD USD,LU0052864419,USD,INVESCO GLOBAL CONSUMER TRENDS A USD USD,1,LU0052864419,INVESCO GLOBAL CONSUMER TRENDS A USD USD
global,219、,INVESCO GLOBAL CONSUMER TRENDS C USD USD,LU0100598878,USD,INVESCO GLOBAL CONSUMER TRENDS C USD USD,1,LU0100598878,INVESCO GLOBAL CONSUMER TRENDS C USD USD
global,220、,INVESCO GLOBAL EQUITY FUND C (USD)-ANNUAL DISTRIBUTION USD,LU2382294648,USD,INVESCO GLOBAL EQUITY FUND C (USD)-ANNUAL DISTRIBUTION USD,1,LU2382294648,INVESCO GLOBAL EQUITY FUND C (USD)-ANNUAL DISTRIBUTION USD
global,221、,INVESCO GLOBAL HEALTH CARE INNOVATION A USD USD,LU1775982595,USD,INVESCO GLOBAL HEALTH CARE INNOVATION A USD USD,1,LU1775982595,INVESCO GLOBAL HEALTH CARE INNOVATION A USD USD
global,222、,INVESCO GLOBAL HEALTH CARE INNOVATION FUND C AD USD,LU1775952176,USD,INVESCO GLOBAL HEALTH CARE INNOVATION FUND C AD USD,1,LU1775952176,INVESCO GLOBAL HEALTH CARE INNOVATION FUND C AD USD
global,223、,INVESCO GLOBAL INCOME A INC USD,LU2110297061,USD,INVESCO GLOBAL INCOME A INC USD,1,LU2110297061,INVESCO GLOBAL INCOME A INC USD
global,224、,INVESCO MANAGEMENT GLOBAL EQUITY INCOME A USD ACC NAV USD,LU0607513230,USD,INVESCO MANAGEMENT GLOBAL EQUITY INCOME A USD ACC NAV USD,1,LU0607513230,INVESCO MANAGEMENT GLOBAL EQUITY INCOME A USD ACC NAV USD
global,225、,INVESCO MANAGEMENT GLOBAL SMALL CAP EQUITY A USD,LU1775975201,USD,INVESCO MANAGEMENT GLOBAL SMALL CAP EQUITY A USD,1,LU1775975201,INVESCO MANAGEMENT GLOBAL SMALL CAP EQUITY A USD
global,226、,INVESCO SUSTAINABLE GLOBAL INCOME C HEDGED ACC USD,LU2708676429,USD,INVESCO SUSTAINABLE GLOBAL INCOME C HEDGED ACC USD,1,LU2708676429,INVESCO SUSTAINABLE GLOBAL INCOME C HEDGED ACC USD
global,227、,ISHARES GLOBAL HIGH YIELD CORP BD UCITS USD ACC USD,IE00BYWZ0440,USD,ISHARES GLOBAL HIGH YIELD CORP BD UCITS USD ACC USD,1,IE00BYWZ0440,ISHARES GLOBAL HIGH YIELD CORP BD UCITS USD ACC USD
global,228、,ISHARES II PLC GLOBAL SUSTAINABI UCITS USD,IE00B57X3V84,USD,ISHARES II PLC GLOBAL SUSTAINABI UCITS USD,1,IE00B57X3V84,ISHARES II PLC GLOBAL SUSTAINABI UCITS USD
global,229、,iShares Macquarie Global Infra USD,IE00B1FZS467,USD,ISHARES MACQUARIE GLOBAL INFRA USD,1,IE00B1FZS467,ISHARES MACQUARIE GLOBAL INFRA USD
global,230、,ISHARES S&P GLOBAL TIMBER & FORESTRY USD,IE00B27YCF74,USD,ISHARES S&P GLOBAL TIMBER & FORESTRY USD,1,IE00B27YCF74,ISHARES S&P GLOBAL TIMBER & FORESTRY USD
global,231、,iShares S&P Global Water USD,IE00B1TXK627,USD,ISHARES S&P GLOBAL WATER USD,1,IE00B1TXK627,ISHARES S&P GLOBAL WATER USD
global,232、,ISHARES VI PLC GLOBAL AAA-AA GOV BND UCITS USD,IE00B87G8S03,USD,ISHARES VI PLC GLOBAL AAA-AA GOV BND UCITS USD,1,IE00B87G8S03,ISHARES VI PLC GLOBAL AAA-AA GOV BND UCITS USD
global,233、,J O HAMBRO CAP GLOBAL OPPS A USD INC NAV USD,IE00B89JY234,USD,J O HAMBRO CAP GLOBAL OPPS A USD INC NAV USD,1,IE00B89JY234,J O HAMBRO CAP GLOBAL OPPS A USD INC NAV USD
global,234、,JANUS HENDERSON GLOBAL EQUITY FUND R\$ ACC A2 USD USD,LU0200076999,USD,JANUS HENDERSON GLOBAL EQUITY FUND R\$ ACC A2 USD USD,1,LU0200076999,JANUS HENDERSON GLOBAL EQUITY FUND R\$ ACC A2 USD USD
global,235、,JANUS HENDERSON GLOBAL LIFE SCIENCE A ACC USD,IE0009355771,USD,JANUS HENDERSON GLOBAL LIFE SCIENCE A ACC USD,1,IE0009355771,JANUS HENDERSON GLOBAL LIFE SCIENCE A ACC USD
global,236、,JANUS HENDERSON GLOBAL REAL ESTATE A3Q USD USD,IE0033534441,USD,JANUS HENDERSON GLOBAL REAL ESTATE A3Q USD USD,1,IE0033534441,JANUS HENDERSON GLOBAL REAL ESTATE A3Q USD USD
global,237、,JANUS HENDERSON GLOBAL TECHNOLOGY AND INNOVATION FUND H2 USD ACC USD,IE00BFRSYS74,USD,JANUS HENDERSON GLOBAL TECHNOLOGY AND INNOVATION FUND H2 USD ACC USD,1,IE00BFRSYS74,JANUS HENDERSON GLOBAL TECHNOLOGY AND INNOVATION FUND H2 USD ACC USD
global,238、,JANUS HENDERSON HORIZON GLOBAL PROPERTY EQUITIES FUND A2 USD USD,LU0209137388,USD,JANUS HENDERSON HORIZON GLOBAL PROPERTY EQUITIES FUND A2 USD USD,1,LU0209137388,JANUS HENDERSON HORIZON GLOBAL PROPERTY EQUITIES FUND A2 USD USD
global,239、,JANUS HENDERSON HORIZON GLOBAL PROPERTY EQUITIES FUND A3Q USD USD,LU0209137206,USD,JANUS HENDERSON HORIZON GLOBAL PROPERTY EQUITIES FUND A3Q USD USD,1,LU0209137206,JANUS HENDERSON HORIZON GLOBAL PROPERTY EQUITIES FUND A3Q USD USD
global,240、,JANUS HENDERSON HORIZON GLOBAL PROPERTY EQUITIES FUND I2 USD USD,LU0209137628,USD,JANUS HENDERSON HORIZON GLOBAL PROPERTY EQUITIES FUND I2 USD USD,1,LU0209137628,JANUS HENDERSON HORIZON GLOBAL PROPERTY EQUITIES FUND I2 USD USD
global,241、,JANUS HENDERSON HORIZON GLOBAL TECHNOLOGY LEADERS FUND A1 USD USD,LU0209158467,USD,JANUS HENDERSON HORIZON GLOBAL TECHNOLOGY LEADERS FUND A1 USD USD,1,LU0209158467,JANUS HENDERSON HORIZON GLOBAL TECHNOLOGY LEADERS FUND A1 USD USD
global,242、,JANUS HENDERSON HORIZON GLOBAL TECHNOLOGY LEADERS FUND A2 USD USD,LU0070992663,USD,JANUS HENDERSON HORIZON GLOBAL TECHNOLOGY LEADERS FUND A2 USD USD,1,LU0070992663,JANUS HENDERSON HORIZON GLOBAL TECHNOLOGY LEADERS FUND A2 USD USD
global,243、,JANUS HENDERSON HORIZON GLOBAL TECHNOLOGY LEADERS FUND H2 USD USD,LU0828813369,USD,JANUS HENDERSON HORIZON GLOBAL TECHNOLOGY LEADERS FUND H2 USD USD,1,LU0828813369,JANUS HENDERSON HORIZON GLOBAL TECHNOLOGY LEADERS FUND H2 USD USD
global,244、,JP MORGAN GLOBAL SOCIALLY RESPONSIBLE A ACC USD,LU0210534813,USD,JP MORGAN GLOBAL SOCIALLY RESPONSIBLE A ACC USD,1,LU0210534813,JP MORGAN GLOBAL SOCIALLY RESPONSIBLE A ACC USD
global,245、,JPM IF GLOBAL DIVIDEND C ACC USD,LU0329202922,USD,JPM IF GLOBAL DIVIDEND C ACC USD,1,LU0329202922,JPM IF GLOBAL DIVIDEND C ACC USD
global,246、,JPMF AM GLOBAL EQUITY A DIST USD USD,LU0089639750,USD,JPMF AM GLOBAL EQUITY A DIST USD USD,1,LU0089639750,JPMF AM GLOBAL EQUITY A DIST USD USD
global,247、,JPMORGAN ASSET MGM GLOBAL HEALTHCARE A ACC USD USD,LU0432979614,USD,JPMORGAN ASSET MGM GLOBAL HEALTHCARE A ACC USD USD,1,LU0432979614,JPMORGAN ASSET MGM GLOBAL HEALTHCARE A ACC USD USD
global,248、,JPMORGAN ASSET MGM GLOBAL HEALTHCARE C ACC USD USD,LU0432979887,USD,JPMORGAN ASSET MGM GLOBAL HEALTHCARE C ACC USD USD,1,LU0432979887,JPMORGAN ASSET MGM GLOBAL HEALTHCARE C ACC USD USD
global,249、,JPMORGAN ASSET MGM GLOBAL NATURAL RESOURCES A USD,LU0266512127,USD,JPMORGAN ASSET MGM GLOBAL NATURAL RESOURCES A USD,1,LU0266512127,JPMORGAN ASSET MGM GLOBAL NATURAL RESOURCES A USD
global,250、,JPMORGAN GLOBAL GROWTH FUND A USD ACC USD,LU0210533765,USD,JPMORGAN GLOBAL GROWTH FUND A USD ACC USD,1,LU0210533765,JPMORGAN GLOBAL GROWTH FUND A USD ACC USD
global,251、,JPMORGAN GLOBAL RESEARCH ENHANCED INDEX EQUITY A ACC USD,LU2402382688,USD,JPMORGAN GLOBAL RESEARCH ENHANCED INDEX EQUITY A ACC USD,1,LU2402382688,JPMORGAN GLOBAL RESEARCH ENHANCED INDEX EQUITY A ACC USD
global,252、,JPMORGAN IF ASSET MGM GLOBAL BAL HGD A ACC USD USD,LU0957039414,USD,JPMORGAN IF ASSET MGM GLOBAL BAL HGD A ACC USD USD,1,LU0957039414,JPMORGAN IF ASSET MGM GLOBAL BAL HGD A ACC USD USD
global,253、,JPMORGAN IF ASSET MGM GLOBAL INCOME HEDGED A USD ACC NAV USD USD,LU0762807625,USD,JPMORGAN IF ASSET MGM GLOBAL INCOME HEDGED A USD ACC NAV USD USD,1,LU0762807625,JPMORGAN IF ASSET MGM GLOBAL INCOME HEDGED A USD ACC NAV USD USD
global,254、,JPMORGAN IF ASSET MGM GLOBAL MACRO OPPS A HGD USD,LU1181866309,USD,JPMORGAN IF ASSET MGM GLOBAL MACRO OPPS A HGD USD,1,LU1181866309,JPMORGAN IF ASSET MGM GLOBAL MACRO OPPS A HGD USD
global,255、,JPMORGAN IF ASSET MGM GLOBAL MACRO OPPS C USD ACC USD,LU1378862947,USD,JPMORGAN IF ASSET MGM GLOBAL MACRO OPPS C USD ACC USD,1,LU1378862947,JPMORGAN IF ASSET MGM GLOBAL MACRO OPPS C USD ACC USD
global,256、,JPMORGAN IF GLOBAL INCOME C DIS HDG USD,LU0997683551,USD,JPMORGAN IF GLOBAL INCOME C DIS HDG USD,1,LU0997683551,JPMORGAN IF GLOBAL INCOME C DIS HDG USD
global,257、,JSS EMERGINGSAR GLOBAL A DIST USD,LU0068337053,USD,JSS EMERGINGSAR GLOBAL A DIST USD,1,LU0068337053,JSS EMERGINGSAR GLOBAL A DIST USD
global,258、,JUPITER GLOBAL FIXED INCOME FUND L USD ACC USD,IE0031386414,USD,JUPITER GLOBAL FIXED INCOME FUND L USD ACC USD,1,IE0031386414,JUPITER GLOBAL FIXED INCOME FUND L USD ACC USD
global,259、,JUPITER GLOBAL FUND EUROPEAN GTH L ACC USD USD,LU0966834136,USD,JUPITER GLOBAL FUND EUROPEAN GTH L ACC USD USD,1,LU0966834136,JUPITER GLOBAL FUND EUROPEAN GTH L ACC USD USD
