isin,name,rows,first,last,nonzero_pct,verdict,reason
LU1711970662,FIDELITY FUNDS SUSTAINABLE GLOBAL DIVIDEND PLUS FUND Y ACC USD,1116,2022-03-07,2026-08-17,98.7,PASS,
LU2078916223,FIDELITY GLOBAL HEALTH CARE FUND Y ACC USD,1116,2022-03-07,2026-08-17,98.7,PASS,
LU0882574568,FIDELITY GLOBAL INC A MINCOME(G) DIS USD,1116,2022-03-07,2026-08-17,98.7,PASS,
LU2425919680,FIDELITY GLOBAL INCOME Y MINCOME INC USD,1116,2022-03-07,2026-08-17,98.6,PASS,
LU0971096721,FIDELITY LUX GLOBAL FINL SVCS A INC USD,1116,2022-03-07,2026-08-17,98.7,PASS,
LU1560650563,FIL INV MGMT LUX GLOBAL TECHNOLOGY Y USD ACC USD,1116,2022-03-07,2026-08-17,98.7,PASS,
IE00B0169N27,FIRST STATE GLOBAL STEWART INV GLOBAL EMERGING MARKET LEADERS I ACC USD USD,1916,2019-01-02,2026-08-17,95.8,PASS,
IE00B29SXL02,FIRST STATE GLOBAL UM LISTD INFRASTRUCT I USD DIST USD,1916,2019-01-02,2026-08-17,94.7,PASS,
LU0128525689,FRANKLIN TEMP GLOBAL BAL A ACC USD USD,1116,2022-03-07,2026-08-17,98.8,PASS,
LU0300741062,FRANKLIN TEMP GLOBAL HI YLD MDIS \$ USD,1116,2022-03-07,2026-08-17,98.6,PASS,
IE00B19Z4J92,FTGF GBL BRANDYWNE GLOBAL FIXED INCOME A USD ACC USD,1916,2019-01-02,2026-08-17,99.9,PASS,
IE00B1BXHP82,FTGF GBL W/A GLOBAL HIGH YIELD A USD ACC USD,1916,2019-01-02,2026-08-17,99.9,PASS,
IE00B5NTPS12,GAM STAR GLOBAL BALANCED A USD ACC USD,1916,2019-01-02,2026-08-17,94.2,PASS,
IE00B5KPBC88,GAM STAR GLOBAL BALANCED ACC USD USD,1916,2019-01-02,2026-08-17,94.3,PASS,
IE00B5VMBV77,GAM STAR GLOBAL BALANCED C USD ACC USD,1916,2019-01-02,2026-08-17,94.3,PASS,
IE00BD6C6V39,GAM STAR GLOBAL BALANCED F USD ACC USD,1916,2019-01-02,2026-08-17,94.3,PASS,
IE00B5T6XH13,GAM STAR GLOBAL BALANCED INSTL ACC USD,1916,2019-01-02,2026-08-17,94.2,PASS,
IE00B4KMRV32,GAM STAR GLOBAL BALANCED T USD USD,1916,2019-01-02,2026-08-17,94.3,PASS,
LU0234570918,GOLDMAN SACHS GLOBAL CORE EQUITY PORTFOLIO ACC USD,1116,2022-03-07,2026-08-17,94.1,PASS,
LU0555020303,GOLDMAN SACHS GLOBAL EMERGING MRKTS DEBT HRD CCY CLASS P CAP US\$ USD,1117,2022-03-04,2026-08-17,98.1,PASS,
LU1292650279,GOLDMAN SACHS GLOBAL SENIOR LOANS R HEDGED INC USD,1117,2022-03-04,2026-08-17,98.3,PASS,
IE00BH480R51,GQG PARTNERS GLOBAL EQUITY I ACC USD,1913,2019-01-07,2026-08-17,95.6,PASS,
IE00B2Q91V27,GUINNESS AM GLOBAL ENERGY C USD INC NAV USD,1916,2019-01-02,2026-08-17,95.8,PASS,
IE00B2Q91T05,GUINNESS AM GLOBAL ENERGY D USD INC NAV USD,1916,2019-01-02,2026-08-17,95.8,PASS,
IE00BVYPNW00,GUINNESS AM GLOBAL EQUITY INCOME C USD,1916,2019-01-02,2026-08-17,95.8,PASS,
IE00BVYPNX17,GUINNESS AM GLOBAL EQUITY INCOME Y USD,1916,2019-01-02,2026-08-17,95.8,PASS,
IE00BVYPP248,GUINNESS AM GLOBAL EQUITY INCOME Y USD,1916,2019-01-02,2026-08-17,95.8,PASS,
IE00BQXX3F31,GUINNESS AM GLOBAL INNOVATORS C ACC USD,1916,2019-01-02,2026-08-17,95.8,PASS,
IE00BQXX3M08,GUINNESS AM GLOBAL INNOVATORS Y ACC USD,1916,2019-01-02,2026-08-17,95.8,PASS,
IE00B3QG6N78,GUINNESS GAM GLOBAL EQUITY INCOME INC D USD,1916,2019-01-02,2026-08-17,95.8,PASS,
IE00B3CCJC95,GUINNESS GLOBAL ENERGY Y INC USD,1916,2019-01-02,2026-08-17,95.8,PASS,
IE00B42XCP33,GUINNESS GLOBAL EQUITY INCOME FUND C USD USD,1916,2019-01-02,2026-08-17,95.8,PASS,
IE00B3QW5Z07,GUINNESS GLOBAL MONEY MANAGERS C ACC USD,1916,2019-01-02,2026-08-17,95.8,PASS,
IE00BN0W2W23,GUINNESS GLOBAL QUALITY MID CAP C ACC USD,1423,2020-12-15,2026-08-17,95.4,PASS,
IE00BYZ09279,HEPTAGON FUND WCM GLOBAL EQTY A ACC USD,1916,2019-01-02,2026-08-17,95.8,PASS,
IE00BGNBPW89,HSBC GLOBAL FUNDS ICAV US EQUITY INDEX BC ACC USD,1718,2019-10-15,2026-08-17,97.6,PASS,
LU0780247804,HSBC GLOBAL INDIA FIX INC ACC USD USD,1116,2022-03-07,2026-08-17,86.6,PASS,
LU0323240290,HSBC INV FD LUX SA GLOBAL EQUITY CLIMATE SOLUTIONS A INC USD,1116,2022-03-07,2026-08-17,93.7,PASS,
GB00BNG2HX24,IFSL ARBION GLOBAL OPPORTUNITIES USD ACC USD,1315,2021-05-21,2026-08-17,97.0,PASS,
LU0100598878,INVESCO GLOBAL CONSUMER TRENDS C USD USD,1115,2022-03-08,2026-08-17,94.7,PASS,
LU2382294648,INVESCO GLOBAL EQUITY FUND C (USD)-ANNUAL DISTRIBUTION USD,1115,2022-03-08,2026-08-17,94.5,PASS,
LU1775982595,INVESCO GLOBAL HEALTH CARE INNOVATION A USD USD,1115,2022-03-08,2026-08-17,94.5,PASS,
LU1775952176,INVESCO GLOBAL HEALTH CARE INNOVATION FUND C AD USD,1115,2022-03-08,2026-08-17,94.6,PASS,
LU2110297061,INVESCO GLOBAL INCOME A INC USD,1115,2022-03-08,2026-08-17,94.6,PASS,
LU2708676429,INVESCO SUSTAINABLE GLOBAL INCOME C HEDGED ACC USD,678,2023-12-01,2026-08-17,95.3,PASS,
IE00B89JY234,J O HAMBRO CAP GLOBAL OPPS A USD INC NAV USD,1916,2019-01-02,2026-08-17,95.8,PASS,
IE00BFRSYS74,JANUS HENDERSON GLOBAL TECHNOLOGY AND INNOVATION FUND H2 USD ACC USD,1916,2019-01-02,2026-08-17,99.3,PASS,
LU0209137388,JANUS HENDERSON HORIZON GLOBAL PROPERTY EQUITIES FUND A2 USD USD,1115,2022-03-08,2026-08-17,93.7,PASS,
LU0209137628,JANUS HENDERSON HORIZON GLOBAL PROPERTY EQUITIES FUND I2 USD USD,1115,2022-03-08,2026-08-17,93.8,PASS,
LU0209158467,JANUS HENDERSON HORIZON GLOBAL TECHNOLOGY LEADERS FUND A1 USD USD,1115,2022-03-08,2026-08-17,93.8,PASS,
LU0070992663,JANUS HENDERSON HORIZON GLOBAL TECHNOLOGY LEADERS FUND A2 USD USD,1115,2022-03-08,2026-08-17,93.8,PASS,
LU0828813369,JANUS HENDERSON HORIZON GLOBAL TECHNOLOGY LEADERS FUND H2 USD USD,1115,2022-03-08,2026-08-17,93.8,PASS,
LU0329202922,JPM IF GLOBAL DIVIDEND C ACC USD,1116,2022-03-07,2026-08-17,89.1,PASS,
LU0432979887,JPMORGAN ASSET MGM GLOBAL HEALTHCARE C ACC USD USD,1116,2022-03-07,2026-08-17,96.7,PASS,
LU0210533765,JPMORGAN GLOBAL GROWTH FUND A USD ACC USD,1116,2022-03-07,2026-08-17,88.8,PASS,
LU2402382688,JPMORGAN GLOBAL RESEARCH ENHANCED INDEX EQUITY A ACC USD,1043,2022-06-21,2026-08-17,88.9,PASS,
LU1181866309,JPMORGAN IF ASSET MGM GLOBAL MACRO OPPS A HGD USD,1116,2022-03-07,2026-08-17,88.4,PASS,
LU1378862947,JPMORGAN IF ASSET MGM GLOBAL MACRO OPPS C USD ACC USD,1116,2022-03-07,2026-08-17,89.1,PASS,
IE0031386414,JUPITER GLOBAL FIXED INCOME FUND L USD ACC USD,1916,2019-01-02,2026-08-17,95.8,PASS,
LU0966834136,JUPITER GLOBAL FUND EUROPEAN GTH L ACC USD USD,1115,2022-03-08,2026-08-17,93.9,PASS,
LU0262307720,JUPITER GLOBAL FUND JUPITER FINANCIAL INNOVATION L USD ACC NAV USD,1115,2022-03-08,2026-08-17,93.8,PASS,
IE00BLP5S684,JUPITER MERIAN GLOBAL EQUITY ABSOLUTE RETURN FUND I USD ACC USD,1916,2019-01-02,2026-08-17,95.8,PASS,
IE00BLP5S353,JUPITER MERIAN GLOBAL EQUITY ABSOLUTE RETURN FUND L USD ACC USD,1916,2019-01-02,2026-08-17,95.8,PASS,
IE00BYM85152,Jupiter Merian Global Equity Income Fund (IRL) L USD Inc USD,1916,2019-01-02,2026-08-17,95.8,PASS,
IE00B3X5FG30,LAZARD GLOBAL LISTED INFRA EQUITY A ACC USD HEDG USD,1916,2019-01-02,2026-08-17,99.0,PASS,
IE00BDX8CQ10,LAZARD GLOBAL LISTED INFRA EQUITY A DST US\$ HDG USD,1916,2019-01-02,2026-08-17,99.0,PASS,
IE00BF4KN675,LAZARD GLOBAL LISTED INFRASTRUCTURE EQUITY FUND A ACC USD,1916,2019-01-02,2026-08-17,99.0,PASS,
