name,category,source,symbol,isin,ref_name,yahoo_name,overlap,currency_ok,yahoo_currency,yahoo_type,verdict,recommendation
ALLIANZ GLOBAL INV GLOBAL EQUITY UNCONSTRAINED AT USD,GLOBAL,FT-ISIN->Yahoo,DJET.MU,LU0342679015,Allianz Global Investors Fund - Allianz Global Equity Unconstrained AT USD,Allianz Global Investors Fund - Allianz Global Equity Unconstrained,1.0,False,EUR,ETF,存疑-币种不符,待人工核
ALLIANZ GLOBAL INV GLOBAL HI TECH GTH A ACC NAV USD,GLOBAL,FT-ISIN->Yahoo,ZZRZ.F,LU0348723411,Allianz Global Investors Fund - Allianz Global HiTech Growth A USD,Allianz Global Investors Fund - Allianz Global Hi-Tech Growth,0.75,False,EUR,ETF,存疑-币种不符,待人工核
ALLIANZ GLOBAL INV GLOBAL SUSTAINABILITY A DIS USD,GLOBAL,FT-ISIN->Yahoo,UQ2K.F,LU0158827948,Allianz Global Investors Fund - Allianz Global Sustainability A USD,Allianz Global Investors Fund - Allianz Global Sustainability,1.0,False,EUR,ETF,存疑-币种不符,待人工核
ALLIANZ GLOBAL INV HONG KONG EQUITY A USD USD,GLOBAL,FT-ISIN->Yahoo,UQ2G.F,LU0348735423,Allianz Global Investors Fund - Allianz Hong Kong Equity A USD,Allianz Global Investors Fund - Allianz Hong Kong Equity,1.0,False,EUR,ETF,存疑-币种不符,待人工核
ALLIANZ GLOBAL INV INCOME AND GROWTH AM USD IN USD,GLOBAL,Yahoo按名称,0P000148G1.BE,LU0820561818,ALLIANZ GLOBAL INV INCOME AND GROWTH AM USD IN USD,Allianz Global Investors Fund - Allianz Asian Multi Income Plus,0.5,False,AUD,MUTUALFUND,存疑-币种不符,待人工核
ALLIANZ GLOBAL INV LITTLE DRAGONS A USD DIS USD,GLOBAL,FT-ISIN->Yahoo,UQ26.F,LU0348766576,Allianz Global Investors Fund - Allianz Little Dragons A USD,Allianz Global Investors Fund - Allianz Little Dragons,1.0,False,EUR,ETF,存疑-币种不符,待人工核
ALLIANZ GLOBAL INV ORIENTAL INCOME A USD USD,GLOBAL,Yahoo按名称,0P000148G1.BE,LU0348783233,ALLIANZ GLOBAL INV ORIENTAL INCOME A USD USD,Allianz Global Investors Fund - Allianz Asian Multi Income Plus,0.6,False,AUD,MUTUALFUND,存疑-币种不符,待人工核
ALLIANZ GLOBAL INV US EQUITY A USD INC NAV USD,GLOBAL,FT-ISIN->Yahoo,DJEU.HM,LU0256863811,Allianz Global Investors Fund - Allianz US Equity Fund A USD,Allianz Global Investors Fund - Allianz US Equity Fund,1.0,False,EUR,ETF,存疑-币种不符,待人工核
ALLSPRING WORLDWIDE GLOBAL EQUITY ENHANCED INCOME A ACC USD,GLOBAL,FT-ISIN->Yahoo,0P0001VF82,LU3076206690,Allspring (Lux) Worldwide Fund - Global Equity Enhanced Income Fund Class A USD Acc,Allspring Lux Glb Eq Enh Inc A USD Acc,0.25,True,USD,MUTUALFUND,存疑,待人工核
ALQUITY GLOBAL IMPACT R ACC USD,GLOBAL,FT-ISIN->Yahoo,0P0001CQMG,LU1730018279,Alquity SICAV - Alquity Global Impact Fund USD R Class,,0.0,True,USD,MUTUALFUND,无名称信息,待人工核
AMERICAS GOLD AND SILVER CORPORATION USD,AMERICAN,Yahoo按名称,SZ7.F,,AMERICAS GOLD AND SILVER CORPORATION USD,Americas Gold & Silver Corp.  R,1.0,False,EUR,EQUITY,存疑-币种不符,待人工核
AMUNDI FUNDS POLEN CAPITAL GLOBAL GROWTH I2 ACC USD,GLOBAL,FT-ISIN->Yahoo,0P0001F9VL,LU1691799644,Amundi Funds - Polen Capital Global Growth A2 USD (C),Amundi Fds Polen Cptl Glbl Gr A2 USD C,0.43,True,USD,MUTUALFUND,存疑,待人工核
BAILLIE GIFFORD WO GLOBAL ALPHA B ACC USD,GLOBAL,Yahoo按名称,0P00015OHN.SW,,BAILLIE GIFFORD WO GLOBAL ALPHA B ACC USD,Baillie Gifford Worldwide Global Alpha Fund,0.8,False,CHF,MUTUALFUND,存疑-币种不符,待人工核
BAILLIE GIFFORD WO LONG TERM GLOBAL GROWTH B ACC USD,GLOBAL,Yahoo按名称,0P00019ZCB.F,,BAILLIE GIFFORD WO LONG TERM GLOBAL GROWTH B ACC USD,Baillie Gifford Worldwide Long Term Global Growth Fund,0.86,False,EUR,MUTUALFUND,存疑-币种不符,待人工核
BANK OF AMERICA NOTES 2023-15.09.29 USD,AMERICAN,Yahoo按名称,BOAC34.SA,,BANK OF AMERICA NOTES 2023-15.09.29 USD,Bank of America Corporation,1.0,False,BRL,EQUITY,存疑-币种不符,待人工核
BARING GLOBAL AGRIC USD ACC NAV USD,GLOBAL,Yahoo按名称,0P0000J1C4.F,,BARING GLOBAL AGRIC USD ACC NAV USD,Barings Global Agriculture A EUR,0.33,False,EUR,MUTUALFUND,存疑,待人工核
BARING GLOBAL RESOURCES A USD DIS USD,GLOBAL,FT-ISIN->Yahoo,BYQN.F,IE0000931182,Barings Global Umbrella Fund - Barings Global Resources Fund Class A USD Inc,Barings Global Umbrella Fund - Barings Global Resources Fund,1.0,False,EUR,ETF,存疑-币种不符,待人工核
BARING LATIN AMERICA A USD DIS USD,AMERICAN,FT-ISIN->Yahoo,BYQU.F,IE0000828933,Barings Emerging Markets Umbrella Fund - Barings Latin America Fund Class A USD Inc,Barings Emerging Markets Umbrella Fund - Barings Latin America Fund,1.0,False,EUR,ETF,存疑-币种不符,待人工核
BARINGS GLOBAL LEADERS FUND CLASS A USD INC USD,GLOBAL,FT-ISIN->Yahoo,BYQX.SG,IE0030016244,Barings Global Umbrella Fund - Barings Global Leaders Fund Class A USD Inc,Baring Global Umbrella Fund - Baring Global Leaders Fund,0.75,False,EUR,MUTUALFUND,存疑-币种不符,待人工核
BLACKROCK (LUX) SA LATIN AMERICAN A2 USD USD,AMERICAN,Yahoo按名称,BRLA.L,LU0072463663,BLACKROCK (LUX) SA LATIN AMERICAN A2 USD USD,BlackRock Latin American Ord,0.75,False,GBp,EQUITY,存疑-币种不符,待人工核
BLACKROCK (LUXEMBOURG) S.A. FIXED INCOME GLOBAL OPPORTUNITIES A5 USD,GLOBAL,FT-ISIN->Yahoo,0P00008XI2.SI,LU0280468637,BlackRock Global Funds - Fixed Income Global Opportunities Fund A5 SGD Hedged,BGF Fixed Income Global Opps A5 SGD H,0.67,False,SGD,MUTUALFUND,存疑-币种不符,待人工核
BLACKROCK GF SYSTEMATIC GLOBAL EQUITY HIGH INCOME FUND D6 INC USD,GLOBAL,Yahoo按名称,MI9R.F,,BLACKROCK GF SYSTEMATIC GLOBAL EQUITY HIGH INCOME FUND D6 INC USD,BlackRock Global Funds - European Focus Fund,0.4,False,EUR,ETF,存疑,待人工核
BLACKROCK GLOBAL FUNDS CHINA A2 USD USD,GLOBAL,Yahoo按名称,0P0000UNZJ,LU0359201612,BLACKROCK GLOBAL FUNDS CHINA A2 USD USD,BGF China Bond C2,0.25,True,USD,MUTUALFUND,存疑,待人工核
BLACKROCK GLOBAL FUNDS FINTECH A2 ACC USD,GLOBAL,Yahoo按名称,0P0001FAHG.F,LU1861217088,BLACKROCK GLOBAL FUNDS FINTECH A2 ACC USD,BlackRock Global Funds - FinTech Fund I2 EUR Hedged,0.8,False,EUR,MUTUALFUND,存疑-币种不符,待人工核
BLACKROCK SYSTEMATIC GLOBAL EQUITY HIGH INCOME A6 INC USD,GLOBAL,FT-ISIN->Yahoo,0P00014FO3,LU1116320737,BlackRock Global Funds - Systematic Global Equity High Income Fund A6,BGF Systematic Glbl Eq Hi Inc A6,0.33,True,USD,MUTUALFUND,存疑,待人工核
BLACKROCK SYSTEMATIC GLOBAL SMALLCAP D2 ACC USD,GLOBAL,FT-ISIN->Yahoo,0P0001MSQE,LU0724617971,BlackRock Global Funds - Systematic Global SmallCap Fund D2,,0.0,True,USD,MUTUALFUND,无名称信息,待人工核
BLACKROCK SYSTEMATIC GLOBAL SMALLCAP FUND A2 ACC USD,GLOBAL,Yahoo按名称,0P000137EL,LU0054578231,BLACKROCK SYSTEMATIC GLOBAL SMALLCAP FUND A2 ACC USD,BSF Systematic Glb Eq Abs Rt A2 USD,0.4,True,USD,MUTUALFUND,存疑,待人工核
BLUEBAY GLOBAL SOVEREIGN OPPORTUNITIES C ACC USD,GLOBAL,Yahoo按名称,0P00019Y0W.F,LU1480175907,BLUEBAY GLOBAL SOVEREIGN OPPORTUNITIES C ACC USD,BlueBay Funds - BlueBay Global Sovereign Opportunities Fund,1.0,False,EUR,MUTUALFUND,存疑-币种不符,待人工核
BNP PARIBAS FUNDS GLOBAL CONVERTIBLE CLASSIC CAPITALISATION USD,GLOBAL,FT-ISIN->Yahoo,0P0000YSSR,LU0823394779,BNP Paribas Funds Global Convertible Classic Capitalisation,BNP Paribas Glbl Cnvrt Cl C,0.4,True,USD,MUTUALFUND,存疑,待人工核
BNP PARIBAS SHS SPONSORED AMERICAN DEPOSITARY RECEIPT REPR 1/2 SH USD,AMERICAN,Yahoo按名称,BNP.PA,,BNP PARIBAS SHS SPONSORED AMERICAN DEPOSITARY RECEIPT REPR 1/2 SH USD,BNP PARIBAS ACT.A,0.67,False,EUR,EQUITY,存疑-币种不符,待人工核
BNY MELLON GLOBAL EQUITY INCOME USD A USD,GLOBAL,FT-ISIN->Yahoo,0P00000QYA.L,GB0006779986,BNY Mellon Global Equity Fund Sterling Income,BNY Mellon Global Equity GBP Inc,1.0,False,GBP,MUTUALFUND,存疑-币种不符,待人工核
BNY MELLON GLOBAL REAL RETURN FUND C CLASS ACC USD,GLOBAL,Yahoo按名称,0P0000WK9T.L,,BNY MELLON GLOBAL REAL RETURN FUND C CLASS ACC USD,BNY Mellon Global Real Return Fund (GBP),1.0,False,GBP,MUTUALFUND,存疑-币种不符,待人工核
BNY MELLON GLOBAL REAL RETURN USD A USD,GLOBAL,Yahoo按名称,0P0000WK9T.L,,BNY MELLON GLOBAL REAL RETURN USD A USD,BNY Mellon Global Real Return Fund (GBP),1.0,False,GBP,MUTUALFUND,存疑-币种不符,待人工核
CITRINE GLOBAL MULTI-ASSET A ACC USD,GLOBAL,Yahoo按名称,0P0001TXF7.L,,CITRINE GLOBAL MULTI-ASSET A ACC USD,Citrine Global Multi-Asset A GBP Acc,1.0,False,GBP,MUTUALFUND,存疑-币种不符,待人工核
CT AMERICAN SELECT 1U USD ACC USD,AMERICAN,FT-ISIN->Yahoo,FV2J.F,LU1868841674,CT (Lux) - American Select Class 1U (USD Accumulation),Threadneedle (Lux) - American Select,0.67,False,EUR,ETF,存疑-币种不符,待人工核
CT GLOBAL FOCUS AU USD USD,GLOBAL,Yahoo按名称,0P0001CZXN.L,LU0061474960,CT GLOBAL FOCUS AU USD USD,CT Global Focus 2 Ins Grs Acc £,0.75,False,GBP,MUTUALFUND,存疑-币种不符,待人工核
DIMENSIONAL GLOBAL CORE EQUITY USD ACC USD,GLOBAL,Yahoo按名称,0P0000TIT2.F,,DIMENSIONAL GLOBAL CORE EQUITY USD ACC USD,Dimensional Global Core Equity EUR Dist,1.0,False,EUR,MUTUALFUND,存疑-币种不符,待人工核
DODGE & COX WORLDW GLOBAL STOCK USD ACC USD,GLOBAL,Yahoo按名称,0P0001N3OL.SW,,DODGE & COX WORLDW GLOBAL STOCK USD ACC USD,Dodge & Cox Worldwide Global Bd CHF HInc,0.67,False,CHF,MUTUALFUND,存疑-币种不符,待人工核
DODGE & COX WORLDWIDE GLOBAL USD ACC USD,GLOBAL,Yahoo按名称,0P0001N3OL.SW,,DODGE & COX WORLDWIDE GLOBAL USD ACC USD,Dodge & Cox Worldwide Global Bd CHF HInc,1.0,False,CHF,MUTUALFUND,存疑-币种不符,待人工核
DVAM GLOBAL EQUITY FOCUS STRATEGY PCP USD A1 ACC USD,GLOBAL,Yahoo按名称,0P0001LIX3.F,,DVAM GLOBAL EQUITY FOCUS STRATEGY PCP USD A1 ACC USD,dVAM Global Equity Focus Strategy PCP,1.0,False,EUR,MUTUALFUND,存疑-币种不符,待人工核
DVAM GLOBAL EQUITY FOCUS STRATEGY PCP USD B1 ACC USD,GLOBAL,Yahoo按名称,0P0001LIX6.F,,DVAM GLOBAL EQUITY FOCUS STRATEGY PCP USD B1 ACC USD,dVAM Global Equity Focus Strategy PCP,1.0,False,EUR,MUTUALFUND,存疑-币种不符,待人工核
DVAM GLOBAL EQUITY FOCUS STRATEGY PCP USD D1 ACC USD,GLOBAL,Yahoo按名称,0P0001LIX3.F,,DVAM GLOBAL EQUITY FOCUS STRATEGY PCP USD D1 ACC USD,dVAM Global Equity Focus Strategy PCP,1.0,False,EUR,MUTUALFUND,存疑-币种不符,待人工核
DVAM GLOBAL EQUITY FOCUS STRATEGY PCP USD E1 ACC USD,GLOBAL,Yahoo按名称,0P0001LIX3.F,,DVAM GLOBAL EQUITY FOCUS STRATEGY PCP USD E1 ACC USD,dVAM Global Equity Focus Strategy PCP,1.0,False,EUR,MUTUALFUND,存疑-币种不符,待人工核
EUROPEAN INVESTMENT BANK EIB 4.625 % NOTES 2025 12.02.35 GLOBAL USD,GLOBAL,Yahoo按名称,0P0001AKK2.F,,EUROPEAN INVESTMENT BANK EIB 4.625 % NOTES 2025 12.02.35 GLOBAL USD,Evli European Investment Grade IB,0.4,False,EUR,MUTUALFUND,存疑,待人工核
EVELYN GLOBAL BALANCED DIRECT FUND K USD ACC USD,GLOBAL,Yahoo按名称,0P0001LWFA.L,,EVELYN GLOBAL BALANCED DIRECT FUND K USD ACC USD,Evelyn Global Balanced Direct K £ Acc,1.0,False,GBP,MUTUALFUND,存疑-币种不符,待人工核
EVELYN GLOBAL BALANCED PORTFOLIO A USD ACC USD,GLOBAL,Yahoo按名称,0P0001IS0K.F,,EVELYN GLOBAL BALANCED PORTFOLIO A USD ACC USD,Evelyn Global Balanced Retail € Acc,1.0,False,EUR,MUTUALFUND,存疑-币种不符,待人工核
EVELYN GLOBAL BALANCED PORTFOLIO RETAIL USD ACC USD,GLOBAL,Yahoo按名称,0P0001IS0K.F,,EVELYN GLOBAL BALANCED PORTFOLIO RETAIL USD ACC USD,Evelyn Global Balanced Retail € Acc,1.0,False,EUR,MUTUALFUND,存疑-币种不符,待人工核
EVELYN GLOBAL DEFENSIVE PORTFOLIO RETAIL USD ACC USD,GLOBAL,Yahoo按名称,0P0001IRZ3.F,,EVELYN GLOBAL DEFENSIVE PORTFOLIO RETAIL USD ACC USD,Evelyn Global Defensive Retail € Acc,1.0,False,EUR,MUTUALFUND,存疑-币种不符,待人工核
EVELYN GLOBAL INCOME PORTFOLIO RETAIL USD ACC USD,GLOBAL,Yahoo按名称,0P0001IS09.F,,EVELYN GLOBAL INCOME PORTFOLIO RETAIL USD ACC USD,Evelyn Global Income Retail € Acc,1.0,False,EUR,MUTUALFUND,存疑-币种不符,待人工核
FED HERMES GLOBAL EMERGING MARKETS EX CHINA EQUITY FUND CLASS M ACC USD,GLOBAL,Yahoo按名称,0P0001PITB.F,,FED HERMES GLOBAL EMERGING MARKETS EX CHINA EQUITY FUND CLASS M ACC USD,Federated Hermes Global Emerging Markets Ex China Equity Fund,0.88,False,EUR,MUTUALFUND,存疑-币种不符,待人工核
FEDERATED HERMES GLOBAL EMERGING MARKETS EQUITY FUND F USD ACCUMULATING USD,GLOBAL,Yahoo按名称,0P0001PITB.F,,FEDERATED HERMES GLOBAL EMERGING MARKETS EQUITY FUND F USD ACCUMULATING USD,Federated Hermes Global Emerging Markets Ex China Equity Fund,0.86,False,EUR,MUTUALFUND,存疑-币种不符,待人工核
FF GLOBAL DEMOGRAPHICS FUND A ACC USD,GLOBAL,Yahoo按名称,Y1B0.MU,LU0528227936,FF GLOBAL DEMOGRAPHICS FUND A ACC USD,Fidelity Funds - Global Demographics Fund,0.67,False,EUR,ETF,存疑-币种不符,待人工核
FF GLOBAL HEALTHCARE FUND A ACC USD,GLOBAL,Yahoo按名称,FJ2U.MU,,FF GLOBAL HEALTHCARE FUND A ACC USD,FF-Global Healthcare Fund     R,1.0,False,EUR,ETF,存疑-币种不符,待人工核
FIDELITY FDS AMERICA A ACC USD USD,AMERICAN,Yahoo按名称,IPGA.HM,,FIDELITY FDS AMERICA A ACC USD USD,Fidelity Fds-America Fund     R,1.0,False,EUR,ETF,存疑-币种不符,待人工核
FIDELITY FUNDS - INTERNATIONAL FUND A USD USD,INTERNATIONAL,Yahoo按名称,FJ22.F,LU1261432493,FIDELITY FUNDS - INTERNATIONAL FUND A USD USD,Fidelity Funds - International Fund,1.0,False,EUR,ETF,存疑-币种不符,待人工核
FIDELITY FUNDS FID AMERICA A DIS USD USD,AMERICAN,Yahoo按名称,0P0001KN60.F,LU0048573561,FIDELITY FUNDS FID AMERICA A DIS USD USD,Fidelity Funds - Fidelity Institutional Target 2060 (Euro) Fund,0.5,False,EUR,MUTUALFUND,存疑-币种不符,待人工核
FIDELITY FUNDS GLOBAL DIVIDEND EQUITY FUND A ACC USD,GLOBAL,Yahoo按名称,0P0001M4I2,,FIDELITY FUNDS GLOBAL DIVIDEND EQUITY FUND A ACC USD,Fidelity Global Multi Asset Dyn I-AccUSD,0.4,True,USD,MUTUALFUND,存疑,待人工核
FIDELITY FUNDS GLOBAL DIVIDEND EQUITY FUND A INC USD,GLOBAL,Yahoo按名称,0P0001M4I2,,FIDELITY FUNDS GLOBAL DIVIDEND EQUITY FUND A INC USD,Fidelity Global Multi Asset Dyn I-AccUSD,0.4,True,USD,MUTUALFUND,存疑,待人工核
FIDELITY FUNDS GLOBAL DIVIDEND EQUITY FUND Y ACC USD,GLOBAL,Yahoo按名称,0P0001CZEL,,FIDELITY FUNDS GLOBAL DIVIDEND EQUITY FUND Y ACC USD,Fidelity Glb Mlt Ast Inc Y-Acc-USD,0.25,True,USD,MUTUALFUND,存疑,待人工核
FIDELITY FUNDS GLOBAL FOCUS A USD DIS USD,GLOBAL,FT-ISIN->Yahoo,IPGR.F,LU0157215616,Fidelity Funds - Global Focus Fund A-DIST-USD,Fidelity Funds - Global Focus Fund,1.0,False,EUR,ETF,存疑-币种不符,待人工核
FIDELITY FUNDS GLOBAL INCOME FUND A ACC USD,GLOBAL,FT-ISIN->Yahoo,FJ2K.MU,LU0905233846,Fidelity Funds - Global Multi Asset Income Fund A-Acc-USD,Fidelity Funds - Global Multi Asset Income Fund,1.0,False,EUR,ETF,存疑-币种不符,待人工核
FIDELITY FUNDS GLOBAL MULTI ASSET INCOME FUND Y ACC USD,GLOBAL,FT-ISIN->Yahoo,0P0000CO5U,LU0346392300,Fidelity Funds - Global Multi Asset Growth & Income Fund Y-Acc-USD,Fidelity Glb MA Gr & Inc Y-Acc-USD,0.4,True,USD,MUTUALFUND,存疑,待人工核
FIDELITY FUNDS LATIN AMERICA A USD DIS NAV USD,AMERICAN,FT-ISIN->Yahoo,FJRC.F,LU0050427557,Fidelity Funds - Latin America Fund A-DIST-USD,Fidelity Funds - Latin America Fund,1.0,False,EUR,ETF,存疑-币种不符,待人工核
FIDELITY GLOBAL HEALTH CARE FUND Y ACC USD,GLOBAL,Yahoo按名称,FAGRX,,FIDELITY GLOBAL HEALTH CARE FUND Y ACC USD,Fidelity Global Health Care Fund Series A LSC (613A3),1.0,False,CAD,MUTUALFUND,存疑-币种不符,待人工核
FIDELITY GLOBAL TECHNOLOGY A USD ACC USD,GLOBAL,Yahoo按名称,0P0001DIJX.SI,LU1046421795,FIDELITY GLOBAL TECHNOLOGY A USD ACC USD,Fidelity Global Technology A-Acc-SGD,1.0,False,SGD,MUTUALFUND,存疑-币种不符,待人工核
FIRST STATE GLOBAL STEWART INV GLOBAL EMERGING MARKET LEADERS I ACC USD USD,GLOBAL,Yahoo按名称,F7H0.MU,,FIRST STATE GLOBAL STEWART INV GLOBAL EMERGING MARKET LEADERS I ACC USD USD,First State Global Umbrella Fund - Stewart Investors Asia Pacific Leaders Fund,0.62,False,EUR,ETF,存疑-币种不符,待人工核
FIRST STATE GLOBAL UM LISTD INFRASTRUCT I USD DIST USD,GLOBAL,Yahoo按名称,F7H0.MU,,FIRST STATE GLOBAL UM LISTD INFRASTRUCT I USD DIST USD,First State Global Umbrella Fund - Stewart Investors Asia Pacific Leaders Fund,0.43,False,EUR,ETF,存疑,待人工核
GAM STAR GLOBAL BALANCED C USD ACC USD,GLOBAL,Yahoo按名称,0P0001J7ZC.F,,GAM STAR GLOBAL BALANCED C USD ACC USD,GAM Star Global Eq Slng Agt C H EUR Acc,0.75,False,EUR,MUTUALFUND,存疑-币种不符,待人工核
GOLDMAN SACHS GLOBAL CORE EQUITY PORTFOLIO ACC USD,GLOBAL,FT-ISIN->Yahoo,0P0001UZPQ,LU3029563320,Goldman Sachs Global CORE Equity Portfolio R Acc USD Close,,0.0,True,USD,MUTUALFUND,无名称信息,待人工核
GOLDMAN SACHS GLOBAL SENIOR LOANS R HEDGED INC USD,GLOBAL,Yahoo按名称,0P0001527M.F,LU0428438575,GOLDMAN SACHS GLOBAL SENIOR LOANS R HEDGED INC USD,Goldman Sachs Global Senior Loans Select (Lux),0.83,False,EUR,MUTUALFUND,存疑-币种不符,待人工核
GQG PARTNERS GLOBAL EQUITY I ACC USD,GLOBAL,Yahoo按名称,0P0001F5PM.F,,GQG PARTNERS GLOBAL EQUITY I ACC USD,GQG Partners Global Equity I EUR Acc,1.0,False,EUR,MUTUALFUND,存疑-币种不符,待人工核
GUINNESS AM GLOBAL ENERGY C USD INC NAV USD,GLOBAL,Yahoo按名称,0P000118SR.F,,GUINNESS AM GLOBAL ENERGY C USD INC NAV USD,Guinness Global Energy C EUR Acc,1.0,False,EUR,MUTUALFUND,存疑-币种不符,待人工核
GUINNESS AM GLOBAL ENERGY D USD INC NAV USD,GLOBAL,Yahoo按名称,0P0000IKHA.F,,GUINNESS AM GLOBAL ENERGY D USD INC NAV USD,Guinness Global Energy D EUR Acc,1.0,False,EUR,MUTUALFUND,存疑-币种不符,待人工核
GUINNESS AM GLOBAL EQUITY INCOME C USD,GLOBAL,Yahoo按名称,0P0000SR2U.L,,GUINNESS AM GLOBAL EQUITY INCOME C USD,Guinness Global Equity Income C GBP Dist,1.0,False,GBP,MUTUALFUND,存疑-币种不符,待人工核
GUINNESS AM GLOBAL EQUITY INCOME Y USD,GLOBAL,Yahoo按名称,0P00015HVY.F,,GUINNESS AM GLOBAL EQUITY INCOME Y USD,Guinness Global Equity Income Y EUR Acc,1.0,False,EUR,MUTUALFUND,存疑-币种不符,待人工核
GUINNESS AM GLOBAL INNOVATORS C ACC USD,GLOBAL,Yahoo按名称,0P00014JQ1.F,,GUINNESS AM GLOBAL INNOVATORS C ACC USD,Guinness Global Innovators C EUR ACC,1.0,False,EUR,MUTUALFUND,存疑-币种不符,待人工核
GUINNESS GLOBAL EQUITY INCOME FUND C USD USD,GLOBAL,Yahoo按名称,0P00015HVY.F,,GUINNESS GLOBAL EQUITY INCOME FUND C USD USD,Guinness Global Equity Income Y EUR Acc,1.0,False,EUR,MUTUALFUND,存疑-币种不符,待人工核
GUINNESS GLOBAL MONEY MANAGERS C ACC USD,GLOBAL,Yahoo按名称,0P000118SS.F,,GUINNESS GLOBAL MONEY MANAGERS C ACC USD,Guinness Global Money Managers C EUR Acc,1.0,False,EUR,MUTUALFUND,存疑-币种不符,待人工核
HSBC HOLDINGS PLC 7.35 % NOTES 2022-27.11.32 GLOBAL USD,GLOBAL,Yahoo按名称,HSBA.L,,HSBC HOLDINGS PLC 7.35 % NOTES 2022-27.11.32 GLOBAL USD,HSBC Holdings plc,1.0,False,GBp,EQUITY,存疑-币种不符,待人工核
INVESCO GLOBAL CONSUMER TRENDS A USD USD,GLOBAL,FT-ISIN->Yahoo,IUGI.F,LU0052864419,Invesco Funds - Invesco Global Consumer Trends Fund A Accumulation USD,Invesco Funds - Invesco Global Consumer Trends Fund,1.0,False,EUR,ETF,存疑-币种不符,待人工核
