name,category,kind,cand_isin,isin_confident,ft_hist_url,ft_search_url,fundinfo_url,wallstreet_url,note
GLOBAL X FDS GBL X ROBOTICS & ARTIFICIAL USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=GLOBAL%20X%20FDS%20GBL%20X%20ROBOTICS%20%26%20ARTIFICIAL%20USD,https://www.fundinfo.com/en/search?query=GLOBAL%20X%20FDS%20GBL%20X%20ROBOTICS%20%26%20ARTIFICIAL%20USD,https://www.wallstreet-online.de/suche?suchbegriff=GLOBAL%20X%20FDS%20GBL%20X%20ROBOTICS%20%26%20ARTIFICIAL%20USD,人工搜索确认份额/币种后下载
GUINNESS GAM GLOBAL EQUITY INCOME INC D USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=GUINNESS%20GAM%20GLOBAL%20EQUITY%20INCOME%20INC%20D%20USD,https://www.fundinfo.com/en/search?query=GUINNESS%20GAM%20GLOBAL%20EQUITY%20INCOME%20INC%20D%20USD,https://www.wallstreet-online.de/suche?suchbegriff=GUINNESS%20GAM%20GLOBAL%20EQUITY%20INCOME%20INC%20D%20USD,人工搜索确认份额/币种后下载
HSBC HLDGS 6.8 % NOTES 2022-01.06.38 GLOBAL USD,GLOBAL,债券/票据,,,,https://markets.ft.com/data/search?query=HSBC%20HLDGS%206.8%20%25%20NOTES%202022-01.06.38%20GLOBAL%20USD,https://www.fundinfo.com/en/search?query=HSBC%20HLDGS%206.8%20%25%20NOTES%202022-01.06.38%20GLOBAL%20USD,https://www.wallstreet-online.de/suche?suchbegriff=HSBC%20HLDGS%206.8%20%25%20NOTES%202022-01.06.38%20GLOBAL%20USD,免费源无解
IDAD NATIX GLOBAL MARKETS DEFENSIVE AUTOCALL USD,GLOBAL,结构性,,,,https://markets.ft.com/data/search?query=IDAD%20NATIX%20GLOBAL%20MARKETS%20DEFENSIVE%20AUTOCALL%20USD,https://www.fundinfo.com/en/search?query=IDAD%20NATIX%20GLOBAL%20MARKETS%20DEFENSIVE%20AUTOCALL%20USD,https://www.wallstreet-online.de/suche?suchbegriff=IDAD%20NATIX%20GLOBAL%20MARKETS%20DEFENSIVE%20AUTOCALL%20USD,免费源无解
IDAD NATIXIS GLOBAL INDICES AC JULY 2026 USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=IDAD%20NATIXIS%20GLOBAL%20INDICES%20AC%20JULY%202026%20USD,https://www.fundinfo.com/en/search?query=IDAD%20NATIXIS%20GLOBAL%20INDICES%20AC%20JULY%202026%20USD,https://www.wallstreet-online.de/suche?suchbegriff=IDAD%20NATIXIS%20GLOBAL%20INDICES%20AC%20JULY%202026%20USD,人工搜索确认份额/币种后下载
IDAD NATIXIS GLOBAL MARKETS DEFENSIVE AC APRIL 2026 USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=IDAD%20NATIXIS%20GLOBAL%20MARKETS%20DEFENSIVE%20AC%20APRIL%202026%20USD,https://www.fundinfo.com/en/search?query=IDAD%20NATIXIS%20GLOBAL%20MARKETS%20DEFENSIVE%20AC%20APRIL%202026%20USD,https://www.wallstreet-online.de/suche?suchbegriff=IDAD%20NATIXIS%20GLOBAL%20MARKETS%20DEFENSIVE%20AC%20APRIL%202026%20USD,人工搜索确认份额/币种后下载
IDAD NATIXIS GLOBAL MARKETS DEFENSIVE AC DEC 2025 USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=IDAD%20NATIXIS%20GLOBAL%20MARKETS%20DEFENSIVE%20AC%20DEC%202025%20USD,https://www.fundinfo.com/en/search?query=IDAD%20NATIXIS%20GLOBAL%20MARKETS%20DEFENSIVE%20AC%20DEC%202025%20USD,https://www.wallstreet-online.de/suche?suchbegriff=IDAD%20NATIXIS%20GLOBAL%20MARKETS%20DEFENSIVE%20AC%20DEC%202025%20USD,人工搜索确认份额/币种后下载
IDAD NATIXIS GLOBAL MARKETS DEFENSIVE AUTOCALL JANUARY 2026 USD USD,GLOBAL,结构性,,,,https://markets.ft.com/data/search?query=IDAD%20NATIXIS%20GLOBAL%20MARKETS%20DEFENSIVE%20AUTOCALL%20JANUARY%202026%20USD%20USD,https://www.fundinfo.com/en/search?query=IDAD%20NATIXIS%20GLOBAL%20MARKETS%20DEFENSIVE%20AUTOCALL%20JANUARY%202026%20USD%20USD,https://www.wallstreet-online.de/suche?suchbegriff=IDAD%20NATIXIS%20GLOBAL%20MARKETS%20DEFENSIVE%20AUTOCALL%20JANUARY%202026%20USD%20USD,免费源无解
IDAD NATIXIS GLOBAL MARKETS DEFENSIVE AUTOCALL MARCH 2026 USD,GLOBAL,结构性,,,,https://markets.ft.com/data/search?query=IDAD%20NATIXIS%20GLOBAL%20MARKETS%20DEFENSIVE%20AUTOCALL%20MARCH%202026%20USD,https://www.fundinfo.com/en/search?query=IDAD%20NATIXIS%20GLOBAL%20MARKETS%20DEFENSIVE%20AUTOCALL%20MARCH%202026%20USD,https://www.wallstreet-online.de/suche?suchbegriff=IDAD%20NATIXIS%20GLOBAL%20MARKETS%20DEFENSIVE%20AUTOCALL%20MARCH%202026%20USD,免费源无解
IDAD NATIXIS GLOBAL MARKETS DEFENSIVE AUTOCALL USD,GLOBAL,结构性,,,,https://markets.ft.com/data/search?query=IDAD%20NATIXIS%20GLOBAL%20MARKETS%20DEFENSIVE%20AUTOCALL%20USD,https://www.fundinfo.com/en/search?query=IDAD%20NATIXIS%20GLOBAL%20MARKETS%20DEFENSIVE%20AUTOCALL%20USD,https://www.wallstreet-online.de/suche?suchbegriff=IDAD%20NATIXIS%20GLOBAL%20MARKETS%20DEFENSIVE%20AUTOCALL%20USD,免费源无解
IDAD NATIXIS GLOBAL MARKETS MEMORY INCOME AUTOCALL OCTOBER 2025 USD,GLOBAL,结构性,,,,https://markets.ft.com/data/search?query=IDAD%20NATIXIS%20GLOBAL%20MARKETS%20MEMORY%20INCOME%20AUTOCALL%20OCTOBER%202025%20USD,https://www.fundinfo.com/en/search?query=IDAD%20NATIXIS%20GLOBAL%20MARKETS%20MEMORY%20INCOME%20AUTOCALL%20OCTOBER%202025%20USD,https://www.wallstreet-online.de/suche?suchbegriff=IDAD%20NATIXIS%20GLOBAL%20MARKETS%20MEMORY%20INCOME%20AUTOCALL%20OCTOBER%202025%20USD,免费源无解
INVESCO MANAGEMENT GLOBAL EQUITY INCOME A USD ACC NAV USD,GLOBAL,基金,LU0607513230:USD,待核,https://markets.ft.com/data/funds/tearsheet/historical?s=LU0607513230:USD,https://markets.ft.com/data/search?query=INVESCO%20MANAGEMENT%20GLOBAL%20EQUITY%20INCOME%20A%20USD%20ACC%20NAV%20USD,https://www.fundinfo.com/en/search?query=INVESCO%20MANAGEMENT%20GLOBAL%20EQUITY%20INCOME%20A%20USD%20ACC%20NAV%20USD,https://www.wallstreet-online.de/suche?suchbegriff=INVESCO%20MANAGEMENT%20GLOBAL%20EQUITY%20INCOME%20A%20USD%20ACC%20NAV%20USD,人工搜索确认份额/币种后下载
INVESCO MANAGEMENT GLOBAL SMALL CAP EQUITY A USD,GLOBAL,基金,LU1075211273:USD,待核,https://markets.ft.com/data/funds/tearsheet/historical?s=LU1075211273:USD,https://markets.ft.com/data/search?query=INVESCO%20MANAGEMENT%20GLOBAL%20SMALL%20CAP%20EQUITY%20A%20USD,https://www.fundinfo.com/en/search?query=INVESCO%20MANAGEMENT%20GLOBAL%20SMALL%20CAP%20EQUITY%20A%20USD,https://www.wallstreet-online.de/suche?suchbegriff=INVESCO%20MANAGEMENT%20GLOBAL%20SMALL%20CAP%20EQUITY%20A%20USD,人工搜索确认份额/币种后下载
iShares Macquarie Global Infra USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=iShares%20Macquarie%20Global%20Infra%20USD,https://www.fundinfo.com/en/search?query=iShares%20Macquarie%20Global%20Infra%20USD,https://www.wallstreet-online.de/suche?suchbegriff=iShares%20Macquarie%20Global%20Infra%20USD,人工搜索确认份额/币种后下载
JPM IF GLOBAL DIVIDEND C ACC USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=JPM%20IF%20GLOBAL%20DIVIDEND%20C%20ACC%20USD,https://www.fundinfo.com/en/search?query=JPM%20IF%20GLOBAL%20DIVIDEND%20C%20ACC%20USD,https://www.wallstreet-online.de/suche?suchbegriff=JPM%20IF%20GLOBAL%20DIVIDEND%20C%20ACC%20USD,人工搜索确认份额/币种后下载
JPMF A JPMF AMERICA EQUITY A USD USD,AMERICAN,基金,,,,https://markets.ft.com/data/search?query=JPMF%20A%20JPMF%20AMERICA%20EQUITY%20A%20USD%20USD,https://www.fundinfo.com/en/search?query=JPMF%20A%20JPMF%20AMERICA%20EQUITY%20A%20USD%20USD,https://www.wallstreet-online.de/suche?suchbegriff=JPMF%20A%20JPMF%20AMERICA%20EQUITY%20A%20USD%20USD,人工搜索确认份额/币种后下载
JPMF AM GLOBAL EQUITY A DIST USD USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=JPMF%20AM%20GLOBAL%20EQUITY%20A%20DIST%20USD%20USD,https://www.fundinfo.com/en/search?query=JPMF%20AM%20GLOBAL%20EQUITY%20A%20DIST%20USD%20USD,https://www.wallstreet-online.de/suche?suchbegriff=JPMF%20AM%20GLOBAL%20EQUITY%20A%20DIST%20USD%20USD,人工搜索确认份额/币种后下载
JPMORGAN IF ASSET MGM GLOBAL BAL HGD A ACC USD USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=JPMORGAN%20IF%20ASSET%20MGM%20GLOBAL%20BAL%20HGD%20A%20ACC%20USD%20USD,https://www.fundinfo.com/en/search?query=JPMORGAN%20IF%20ASSET%20MGM%20GLOBAL%20BAL%20HGD%20A%20ACC%20USD%20USD,https://www.wallstreet-online.de/suche?suchbegriff=JPMORGAN%20IF%20ASSET%20MGM%20GLOBAL%20BAL%20HGD%20A%20ACC%20USD%20USD,人工搜索确认份额/币种后下载
JPMORGAN IF ASSET MGM GLOBAL INCOME HEDGED A USD ACC NAV USD USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=JPMORGAN%20IF%20ASSET%20MGM%20GLOBAL%20INCOME%20HEDGED%20A%20USD%20ACC%20NAV%20USD%20USD,https://www.fundinfo.com/en/search?query=JPMORGAN%20IF%20ASSET%20MGM%20GLOBAL%20INCOME%20HEDGED%20A%20USD%20ACC%20NAV%20USD%20USD,https://www.wallstreet-online.de/suche?suchbegriff=JPMORGAN%20IF%20ASSET%20MGM%20GLOBAL%20INCOME%20HEDGED%20A%20USD%20ACC%20NAV%20USD%20USD,人工搜索确认份额/币种后下载
JPMORGAN IF ASSET MGM GLOBAL MACRO OPPS A HGD USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=JPMORGAN%20IF%20ASSET%20MGM%20GLOBAL%20MACRO%20OPPS%20A%20HGD%20USD,https://www.fundinfo.com/en/search?query=JPMORGAN%20IF%20ASSET%20MGM%20GLOBAL%20MACRO%20OPPS%20A%20HGD%20USD,https://www.wallstreet-online.de/suche?suchbegriff=JPMORGAN%20IF%20ASSET%20MGM%20GLOBAL%20MACRO%20OPPS%20A%20HGD%20USD,人工搜索确认份额/币种后下载
JPMORGAN IF ASSET MGM GLOBAL MACRO OPPS C USD ACC USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=JPMORGAN%20IF%20ASSET%20MGM%20GLOBAL%20MACRO%20OPPS%20C%20USD%20ACC%20USD,https://www.fundinfo.com/en/search?query=JPMORGAN%20IF%20ASSET%20MGM%20GLOBAL%20MACRO%20OPPS%20C%20USD%20ACC%20USD,https://www.wallstreet-online.de/suche?suchbegriff=JPMORGAN%20IF%20ASSET%20MGM%20GLOBAL%20MACRO%20OPPS%20C%20USD%20ACC%20USD,人工搜索确认份额/币种后下载
JPMORGAN IF GLOBAL INCOME C DIS HDG USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=JPMORGAN%20IF%20GLOBAL%20INCOME%20C%20DIS%20HDG%20USD,https://www.fundinfo.com/en/search?query=JPMORGAN%20IF%20GLOBAL%20INCOME%20C%20DIS%20HDG%20USD,https://www.wallstreet-online.de/suche?suchbegriff=JPMORGAN%20IF%20GLOBAL%20INCOME%20C%20DIS%20HDG%20USD,人工搜索确认份额/币种后下载
JSS EMERGINGSAR GLOBAL A DIST USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=JSS%20EMERGINGSAR%20GLOBAL%20A%20DIST%20USD,https://www.fundinfo.com/en/search?query=JSS%20EMERGINGSAR%20GLOBAL%20A%20DIST%20USD,https://www.wallstreet-online.de/suche?suchbegriff=JSS%20EMERGINGSAR%20GLOBAL%20A%20DIST%20USD,人工搜索确认份额/币种后下载
KYTE BBVA 6Y GLOBAL MARKETS QTLY PHOENIX AC WITH MEM USD USD,GLOBAL,结构性,,,,https://markets.ft.com/data/search?query=KYTE%20BBVA%206Y%20GLOBAL%20MARKETS%20QTLY%20PHOENIX%20AC%20WITH%20MEM%20USD%20USD,https://www.fundinfo.com/en/search?query=KYTE%20BBVA%206Y%20GLOBAL%20MARKETS%20QTLY%20PHOENIX%20AC%20WITH%20MEM%20USD%20USD,https://www.wallstreet-online.de/suche?suchbegriff=KYTE%20BBVA%206Y%20GLOBAL%20MARKETS%20QTLY%20PHOENIX%20AC%20WITH%20MEM%20USD%20USD,免费源无解
KYTE BBVA 6Y GLOBAL MARKETS QUARTERLY PHOENIX AC USD USD,GLOBAL,结构性,,,,https://markets.ft.com/data/search?query=KYTE%20BBVA%206Y%20GLOBAL%20MARKETS%20QUARTERLY%20PHOENIX%20AC%20USD%20USD,https://www.fundinfo.com/en/search?query=KYTE%20BBVA%206Y%20GLOBAL%20MARKETS%20QUARTERLY%20PHOENIX%20AC%20USD%20USD,https://www.wallstreet-online.de/suche?suchbegriff=KYTE%20BBVA%206Y%20GLOBAL%20MARKETS%20QUARTERLY%20PHOENIX%20AC%20USD%20USD,免费源无解
LEVERAGE VANILLA GLOBAL BALANCED INVESTMENT ETP USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=LEVERAGE%20VANILLA%20GLOBAL%20BALANCED%20INVESTMENT%20ETP%20USD,https://www.fundinfo.com/en/search?query=LEVERAGE%20VANILLA%20GLOBAL%20BALANCED%20INVESTMENT%20ETP%20USD,https://www.wallstreet-online.de/suche?suchbegriff=LEVERAGE%20VANILLA%20GLOBAL%20BALANCED%20INVESTMENT%20ETP%20USD,人工搜索确认份额/币种后下载
MARIANA BBVA GLOBAL MARKETS MEMORY INCOME GENERATOR 8560 USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=MARIANA%20BBVA%20GLOBAL%20MARKETS%20MEMORY%20INCOME%20GENERATOR%208560%20USD,https://www.fundinfo.com/en/search?query=MARIANA%20BBVA%20GLOBAL%20MARKETS%20MEMORY%20INCOME%20GENERATOR%208560%20USD,https://www.wallstreet-online.de/suche?suchbegriff=MARIANA%20BBVA%20GLOBAL%20MARKETS%20MEMORY%20INCOME%20GENERATOR%208560%20USD,人工搜索确认份额/币种后下载
MARIANA GLOBAL GROWTH KICK OUT NOTE V2 USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=MARIANA%20GLOBAL%20GROWTH%20KICK%20OUT%20NOTE%20V2%20USD,https://www.fundinfo.com/en/search?query=MARIANA%20GLOBAL%20GROWTH%20KICK%20OUT%20NOTE%20V2%20USD,https://www.wallstreet-online.de/suche?suchbegriff=MARIANA%20GLOBAL%20GROWTH%20KICK%20OUT%20NOTE%20V2%20USD,人工搜索确认份额/币种后下载
MARIANA GLOBAL MARKETS AUTOCALL NOTE USD,GLOBAL,结构性,,,,https://markets.ft.com/data/search?query=MARIANA%20GLOBAL%20MARKETS%20AUTOCALL%20NOTE%20USD,https://www.fundinfo.com/en/search?query=MARIANA%20GLOBAL%20MARKETS%20AUTOCALL%20NOTE%20USD,https://www.wallstreet-online.de/suche?suchbegriff=MARIANA%20GLOBAL%20MARKETS%20AUTOCALL%20NOTE%20USD,免费源无解
MARIANA INVESTEC GLOBAL INDEX INCOME BUILDER 65 USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=MARIANA%20INVESTEC%20GLOBAL%20INDEX%20INCOME%20BUILDER%2065%20USD,https://www.fundinfo.com/en/search?query=MARIANA%20INVESTEC%20GLOBAL%20INDEX%20INCOME%20BUILDER%2065%20USD,https://www.wallstreet-online.de/suche?suchbegriff=MARIANA%20INVESTEC%20GLOBAL%20INDEX%20INCOME%20BUILDER%2065%20USD,人工搜索确认份额/币种后下载
MONTLAKE UCITS PLATFORM ICAV - QUILTER CHEVIOT INTERNATIONAL EQUITY FUND A USD ACCUMULATION USD,INTERNATIONAL,基金,LU2495477510:USD,待核,https://markets.ft.com/data/funds/tearsheet/historical?s=LU2495477510:USD,https://markets.ft.com/data/search?query=MONTLAKE%20UCITS%20PLATFORM%20ICAV%20-%20QUILTER%20CHEVIOT%20INTERNATIONAL%20EQUITY%20FUND%20A%20USD%20ACCUMULATION%20USD,https://www.fundinfo.com/en/search?query=MONTLAKE%20UCITS%20PLATFORM%20ICAV%20-%20QUILTER%20CHEVIOT%20INTERNATIONAL%20EQUITY%20FUND%20A%20USD%20ACCUMULATION%20USD,https://www.wallstreet-online.de/suche?suchbegriff=MONTLAKE%20UCITS%20PLATFORM%20ICAV%20-%20QUILTER%20CHEVIOT%20INTERNATIONAL%20EQUITY%20FUND%20A%20USD%20ACCUMULATION%20USD,人工搜索确认份额/币种后下载
MONTLAKE UCITS PLATFORM ICAV - QUILTER CHEVIOT INTERNATIONAL GROWTH FUND A USD ACCUMULATION USD,INTERNATIONAL,基金,LU2495477510:USD,待核,https://markets.ft.com/data/funds/tearsheet/historical?s=LU2495477510:USD,https://markets.ft.com/data/search?query=MONTLAKE%20UCITS%20PLATFORM%20ICAV%20-%20QUILTER%20CHEVIOT%20INTERNATIONAL%20GROWTH%20FUND%20A%20USD%20ACCUMULATION%20USD,https://www.fundinfo.com/en/search?query=MONTLAKE%20UCITS%20PLATFORM%20ICAV%20-%20QUILTER%20CHEVIOT%20INTERNATIONAL%20GROWTH%20FUND%20A%20USD%20ACCUMULATION%20USD,https://www.wallstreet-online.de/suche?suchbegriff=MONTLAKE%20UCITS%20PLATFORM%20ICAV%20-%20QUILTER%20CHEVIOT%20INTERNATIONAL%20GROWTH%20FUND%20A%20USD%20ACCUMULATION%20USD,人工搜索确认份额/币种后下载
NATIXIS IDAD GLOBAL MARKETS DEFENSIVE AUTOCALL FEBRUARY 2026 USD,GLOBAL,结构性,,,,https://markets.ft.com/data/search?query=NATIXIS%20IDAD%20GLOBAL%20MARKETS%20DEFENSIVE%20AUTOCALL%20FEBRUARY%202026%20USD,https://www.fundinfo.com/en/search?query=NATIXIS%20IDAD%20GLOBAL%20MARKETS%20DEFENSIVE%20AUTOCALL%20FEBRUARY%202026%20USD,https://www.wallstreet-online.de/suche?suchbegriff=NATIXIS%20IDAD%20GLOBAL%20MARKETS%20DEFENSIVE%20AUTOCALL%20FEBRUARY%202026%20USD,免费源无解
NATIXIS INTL (LUX) HARRIS ASSOCS GLOBAL EQUITY I ACC USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=NATIXIS%20INTL%20%28LUX%29%20HARRIS%20ASSOCS%20GLOBAL%20EQUITY%20I%20ACC%20USD,https://www.fundinfo.com/en/search?query=NATIXIS%20INTL%20%28LUX%29%20HARRIS%20ASSOCS%20GLOBAL%20EQUITY%20I%20ACC%20USD,https://www.wallstreet-online.de/suche?suchbegriff=NATIXIS%20INTL%20%28LUX%29%20HARRIS%20ASSOCS%20GLOBAL%20EQUITY%20I%20ACC%20USD,人工搜索确认份额/币种后下载
NEUBERGER BERMN II GLOBAL SNR FTG RTE INC I US USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=NEUBERGER%20BERMN%20II%20GLOBAL%20SNR%20FTG%20RTE%20INC%20I%20US%20USD,https://www.fundinfo.com/en/search?query=NEUBERGER%20BERMN%20II%20GLOBAL%20SNR%20FTG%20RTE%20INC%20I%20US%20USD,https://www.wallstreet-online.de/suche?suchbegriff=NEUBERGER%20BERMN%20II%20GLOBAL%20SNR%20FTG%20RTE%20INC%20I%20US%20USD,人工搜索确认份额/币种后下载
NG MORNINGSTAR GLOBAL DEFENSIV A USD ACC USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=NG%20MORNINGSTAR%20GLOBAL%20DEFENSIV%20A%20USD%20ACC%20USD,https://www.fundinfo.com/en/search?query=NG%20MORNINGSTAR%20GLOBAL%20DEFENSIV%20A%20USD%20ACC%20USD,https://www.wallstreet-online.de/suche?suchbegriff=NG%20MORNINGSTAR%20GLOBAL%20DEFENSIV%20A%20USD%20ACC%20USD,人工搜索确认份额/币种后下载
NG MORNINGSTAR GLOBAL GROWTH A USD ACC USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=NG%20MORNINGSTAR%20GLOBAL%20GROWTH%20A%20USD%20ACC%20USD,https://www.fundinfo.com/en/search?query=NG%20MORNINGSTAR%20GLOBAL%20GROWTH%20A%20USD%20ACC%20USD,https://www.wallstreet-online.de/suche?suchbegriff=NG%20MORNINGSTAR%20GLOBAL%20GROWTH%20A%20USD%20ACC%20USD,人工搜索确认份额/币种后下载
PICTET FUNDS GLOBAL MEGATREND SEL I USD ACC USD,GLOBAL,基金,LU2518694729:USD,待核,https://markets.ft.com/data/funds/tearsheet/historical?s=LU2518694729:USD,https://markets.ft.com/data/search?query=PICTET%20FUNDS%20GLOBAL%20MEGATREND%20SEL%20I%20USD%20ACC%20USD,https://www.fundinfo.com/en/search?query=PICTET%20FUNDS%20GLOBAL%20MEGATREND%20SEL%20I%20USD%20ACC%20USD,https://www.wallstreet-online.de/suche?suchbegriff=PICTET%20FUNDS%20GLOBAL%20MEGATREND%20SEL%20I%20USD%20ACC%20USD,人工搜索确认份额/币种后下载
PICTET FUNDS GLOBAL MEGATREND SELECTION P ACC USD USD,GLOBAL,基金,LU0175074193:USD,待核,https://markets.ft.com/data/funds/tearsheet/historical?s=LU0175074193:USD,https://markets.ft.com/data/search?query=PICTET%20FUNDS%20GLOBAL%20MEGATREND%20SELECTION%20P%20ACC%20USD%20USD,https://www.fundinfo.com/en/search?query=PICTET%20FUNDS%20GLOBAL%20MEGATREND%20SELECTION%20P%20ACC%20USD%20USD,https://www.wallstreet-online.de/suche?suchbegriff=PICTET%20FUNDS%20GLOBAL%20MEGATREND%20SELECTION%20P%20ACC%20USD%20USD,人工搜索确认份额/币种后下载
PIMCOG GLOBAL ADVIS INCOME PU INC USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=PIMCOG%20GLOBAL%20ADVIS%20INCOME%20PU%20INC%20USD,https://www.fundinfo.com/en/search?query=PIMCOG%20GLOBAL%20ADVIS%20INCOME%20PU%20INC%20USD,https://www.wallstreet-online.de/suche?suchbegriff=PIMCOG%20GLOBAL%20ADVIS%20INCOME%20PU%20INC%20USD,人工搜索确认份额/币种后下载
PROSPER FDS SICAV GLOBAL MACRO I USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=PROSPER%20FDS%20SICAV%20GLOBAL%20MACRO%20I%20USD,https://www.fundinfo.com/en/search?query=PROSPER%20FDS%20SICAV%20GLOBAL%20MACRO%20I%20USD,https://www.wallstreet-online.de/suche?suchbegriff=PROSPER%20FDS%20SICAV%20GLOBAL%20MACRO%20I%20USD,人工搜索确认份额/币种后下载
ROCQ CAPITAL BBVA 6Y GLOBAL MARKET IDX USD USD,GLOBAL,结构性,,,,https://markets.ft.com/data/search?query=ROCQ%20CAPITAL%20BBVA%206Y%20GLOBAL%20MARKET%20IDX%20USD%20USD,https://www.fundinfo.com/en/search?query=ROCQ%20CAPITAL%20BBVA%206Y%20GLOBAL%20MARKET%20IDX%20USD%20USD,https://www.wallstreet-online.de/suche?suchbegriff=ROCQ%20CAPITAL%20BBVA%206Y%20GLOBAL%20MARKET%20IDX%20USD%20USD,免费源无解
RUSSELL OLD MUTUAL VALUE GLOBAL EQUITY E ACC USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=RUSSELL%20OLD%20MUTUAL%20VALUE%20GLOBAL%20EQUITY%20E%20ACC%20USD,https://www.fundinfo.com/en/search?query=RUSSELL%20OLD%20MUTUAL%20VALUE%20GLOBAL%20EQUITY%20E%20ACC%20USD,https://www.wallstreet-online.de/suche?suchbegriff=RUSSELL%20OLD%20MUTUAL%20VALUE%20GLOBAL%20EQUITY%20E%20ACC%20USD,人工搜索确认份额/币种后下载
RUSSELL OPENWORLD GLOBAL HIGH DIVIDEND EQUITY I USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=RUSSELL%20OPENWORLD%20GLOBAL%20HIGH%20DIVIDEND%20EQUITY%20I%20USD,https://www.fundinfo.com/en/search?query=RUSSELL%20OPENWORLD%20GLOBAL%20HIGH%20DIVIDEND%20EQUITY%20I%20USD,https://www.wallstreet-online.de/suche?suchbegriff=RUSSELL%20OPENWORLD%20GLOBAL%20HIGH%20DIVIDEND%20EQUITY%20I%20USD,人工搜索确认份额/币种后下载
SCHRODER INV MGMT QEP GLOBAL ACTIVE VAL A ACC USD USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=SCHRODER%20INV%20MGMT%20QEP%20GLOBAL%20ACTIVE%20VAL%20A%20ACC%20USD%20USD,https://www.fundinfo.com/en/search?query=SCHRODER%20INV%20MGMT%20QEP%20GLOBAL%20ACTIVE%20VAL%20A%20ACC%20USD%20USD,https://www.wallstreet-online.de/suche?suchbegriff=SCHRODER%20INV%20MGMT%20QEP%20GLOBAL%20ACTIVE%20VAL%20A%20ACC%20USD%20USD,人工搜索确认份额/币种后下载
THREADNEEDLE LATIN AMERICAN NAV ACC USD,AMERICAN,基金,GB0002977949:USD,待核,https://markets.ft.com/data/funds/tearsheet/historical?s=GB0002977949:USD,https://markets.ft.com/data/search?query=THREADNEEDLE%20LATIN%20AMERICAN%20NAV%20ACC%20USD,https://www.fundinfo.com/en/search?query=THREADNEEDLE%20LATIN%20AMERICAN%20NAV%20ACC%20USD,https://www.wallstreet-online.de/suche?suchbegriff=THREADNEEDLE%20LATIN%20AMERICAN%20NAV%20ACC%20USD,人工搜索确认份额/币种后下载
VONTOBEL MGMT SA MIV GLOBAL MEDTECH P3 USD R USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=VONTOBEL%20MGMT%20SA%20MIV%20GLOBAL%20MEDTECH%20P3%20USD%20R%20USD,https://www.fundinfo.com/en/search?query=VONTOBEL%20MGMT%20SA%20MIV%20GLOBAL%20MEDTECH%20P3%20USD%20R%20USD,https://www.wallstreet-online.de/suche?suchbegriff=VONTOBEL%20MGMT%20SA%20MIV%20GLOBAL%20MEDTECH%20P3%20USD%20R%20USD,人工搜索确认份额/币种后下载
VULCAN GLOBAL VALU VALUE EQUITY USD II INC NAV USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=VULCAN%20GLOBAL%20VALU%20VALUE%20EQUITY%20USD%20II%20INC%20NAV%20USD,https://www.fundinfo.com/en/search?query=VULCAN%20GLOBAL%20VALU%20VALUE%20EQUITY%20USD%20II%20INC%20NAV%20USD,https://www.wallstreet-online.de/suche?suchbegriff=VULCAN%20GLOBAL%20VALU%20VALUE%20EQUITY%20USD%20II%20INC%20NAV%20USD,人工搜索确认份额/币种后下载
