ticker,n_strategies,constraints_met,base_full_avg,base_full_trades,base_full_hit,base_frozen_avg,base_frozen_trades,base_frozen_hit,sel_full_avg,sel_full_trades,sel_full_hit,sel_frozen_avg,sel_frozen_trades,sel_frozen_hit,density_full_req,density_frozen_req
BIPIX,3,True,0.11946333080703503,5029,0.5343010538874527,0.2759759856929453,393,0.549618320610687,0.29769985384650477,1632,0.5814950980392157,0.4847366948406512,134,0.6119402985074627,200,40
BIPSX,3,True,0.13690636029146813,5024,0.5410031847133758,0.31052157823515075,393,0.5648854961832062,0.317546312502449,1666,0.5696278511404562,0.5561957504493447,187,0.6417112299465241,200,40
BITIX,3,True,0.11633159194645785,678,0.5206489675516224,0.18317439339857378,352,0.5369318181818182,0.22008654951088705,383,0.5430809399477807,0.3121541757300891,210,0.5523809523809524,200,40
BKPIX,3,True,0.13344111227311925,4771,0.5344791448333682,0.148659433922945,390,0.5512820512820513,0.26164831282683265,1889,0.5569084171519323,0.48699524784812437,160,0.60625,200,40
BKPSX,3,True,0.14035117204504943,4693,0.5369699552525037,0.11486707488711441,387,0.5478036175710594,0.26674705633838064,1727,0.5628257093225246,0.36857977666809627,148,0.5945945945945946,200,40
BLPIX,3,True,0.1298052657055466,2707,0.5629848540820096,0.12874617681060446,326,0.5736196319018405,0.252011376547519,825,0.5878787878787879,0.3796689965563995,85,0.6588235294117647,160,35
BLPSX,3,True,0.13417527169543833,2408,0.5593853820598007,0.11437849027410228,323,0.5603715170278638,0.29731313340227233,449,0.621380846325167,0.27391240840457465,147,0.6462585034013606,160,35
BMPIX,3,True,0.11789059674754698,4239,0.5430526067468743,0.15172845797252682,387,0.5529715762273901,0.28041200247657244,1369,0.5850986121256392,0.5537940017722788,127,0.6692913385826772,200,40
BMPSX,3,True,0.10989102229109447,4070,0.5400491400491401,0.1195309896897012,383,0.5404699738903395,0.2847609804117202,1157,0.5808124459809854,0.49010647960137543,102,0.5686274509803921,200,40
BTCFX,3,True,0.29175983663102417,959,0.5245046923879041,0.08460654562089394,385,0.5064935064935064,0.49101008774488236,421,0.5534441805225653,0.3902677772474152,162,0.5308641975308642,200,40
CNPIX,3,True,0.11217895510945022,3220,0.5425465838509317,0.1312435590511974,349,0.5415472779369628,0.21978298390553808,802,0.5685785536159601,0.3123370833545719,110,0.6,200,40
CNPSX,3,True,0.10699639128325975,3024,0.5426587301587301,0.12169073443819159,332,0.5421686746987951,0.2213136036367189,808,0.5643564356435643,0.26933119081808776,111,0.5765765765765766,200,40
CYPIX,3,True,0.09082673013756373,4064,0.5482283464566929,0.07046198344485617,386,0.5284974093264249,0.2737925236108617,1216,0.6085526315789473,0.3924020498816637,174,0.5977011494252874,200,40
