ticker,strategy_no,condition,horizon,trades,winner_days,overridden_days,exclusive_days,swallowed_ratio,exclusive_ratio
BIPIX,1,FXY_up_up_down_GDX_QQQ,1,505,505,0,370,0.0,0.7326732673267327
BIPIX,2,combo_QQQ_down__self_big_down,1,584,107,477,107,0.8167808219178082,0.1832191780821918
BIPIX,3,combo_XLF_down__self_big_down,1,514,392,122,50,0.23735408560311283,0.09727626459143969
BIPSX,1,combo_QQQ_down__self_big_down,1,609,31,578,31,0.9490968801313628,0.05090311986863711
BIPSX,2,combo_XLK_down__self_big_down,1,558,107,451,0,0.8082437275985663,0.0
BIPSX,3,combo_XLF_down__self_big_down,1,521,521,0,43,0.0,0.08253358925143954
BITIX,1,combo_XLC_up__self_down,1,233,233,0,64,0.0,0.27467811158798283
BITIX,2,combo_EEM_up__self_down,1,224,35,189,35,0.84375,0.15625
BITIX,3,EEM_up_up_up_JNK_QQQ,1,211,85,126,65,0.5971563981042654,0.3080568720379147
BKPIX,1,GDX_up_down_down_IWM_XLK,1,265,81,184,35,0.6943396226415094,0.1320754716981132
BKPIX,2,GDX_up_down_down_XLF_XLK,1,225,225,0,19,0.0,0.08444444444444445
BKPIX,3,GDX_up_down_up_QQQ_SLV,2,395,218,177,218,0.4481012658227848,0.5518987341772152
BKPSX,1,GDX_up_down_up_QQQ_SLV,2,349,171,178,171,0.5100286532951289,0.4899713467048711
BKPSX,2,GDX_up_down_down_IWM_XLK,1,280,280,0,25,0.0,0.08928571428571429
BKPSX,3,GDX_up_down_down_IWM_QQQ,1,268,20,248,8,0.9253731343283582,0.029850746268656716
BLPIX,1,GDX_up_XLC_down,1,302,302,0,44,0.0,0.1456953642384106
BLPIX,2,FXY_up_up_up_GDX_TIP,1,455,340,115,340,0.25274725274725274,0.7472527472527473
BLPIX,3,GDX_up_up_down_GLD_XLC,1,239,0,239,0,1.0,0.0
BLPSX,1,GDX_up_XLC_down,1,302,302,0,58,0.0,0.19205298013245034
BLPSX,2,FXY_up_up_up_GDX_LQD,1,164,119,45,119,0.27439024390243905,0.725609756097561
BLPSX,3,GDX_up_up_down_GLD_XLC,1,239,0,239,0,1.0,0.0
BMPIX,1,GDX_up_down_down_XLF_XLK,1,314,186,128,123,0.40764331210191085,0.39171974522292996
BMPIX,2,GDX_up_down_down_JNK_XLF,1,210,210,0,35,0.0,0.16666666666666666
BMPIX,3,GDX_up_XLF_down,1,357,119,238,119,0.6666666666666666,0.3333333333333333
BMPSX,1,GDX_up_down_down_JNK_XLF,1,210,210,0,76,0.0,0.3619047619047619
BMPSX,2,GDX_up_down_down_XLF_XLK,1,283,155,128,20,0.45229681978798586,0.0706713780918728
BMPSX,3,GDX_up_up_down_GLD_XLK,1,433,181,252,181,0.581986143187067,0.418013856812933
BTCFX,1,QQQ_down_down_down_XLK_XLV,1,223,223,0,50,0.0,0.2242152466367713
BTCFX,2,IWM_down_down_down_SPY_XLV,2,231,58,173,22,0.7489177489177489,0.09523809523809523
BTCFX,3,EEM_down_down_down_IWM_SPY,2,248,75,173,75,0.6975806451612904,0.3024193548387097
CNPIX,1,GDX_up_up_down_TIP_XLK,1,509,393,116,147,0.22789783889980353,0.2888015717092338
CNPIX,2,FXY_up_up_down_GDX_QQQ,1,508,120,388,120,0.7637795275590551,0.23622047244094488
CNPIX,3,combo_ext_usd_gold_ratio_le-1__self_down,1,287,287,0,130,0.0,0.4529616724738676
CNPSX,1,GDX_up_up_down_TIP_XLK,1,509,395,114,147,0.22396856581532418,0.2888015717092338
CNPSX,2,FXY_up_up_down_GDX_QQQ,1,508,120,388,120,0.7637795275590551,0.23622047244094488
CNPSX,3,combo_ext_usd_gold_ratio_le-1__self_down,1,288,288,0,133,0.0,0.4618055555555556
CYPIX,1,EEM_down_up_up_GDX_GLD,1,333,333,0,13,0.0,0.03903903903903904
CYPIX,2,EEM_down_GDX_up,1,427,64,363,64,0.8501170960187353,0.14988290398126464
CYPIX,3,GDX_up_down_down_SPY_XLF,1,418,228,190,173,0.45454545454545453,0.4138755980861244
CYPSX,1,EEM_down_GDX_up,1,398,398,0,138,0.0,0.34673366834170855
CYPSX,2,GDX_up_down_down_SPY_XLF,1,401,181,220,105,0.5486284289276808,0.26184538653366585
CYPSX,3,FXY_up_up_down_GDX_QQQ,1,497,262,235,262,0.47283702213279677,0.5271629778672032
ENPIX,1,combo_XLC_down__ext_sect_rotation_down,1,403,403,0,316,0.0,0.7841191066997518
ENPIX,2,EEM_up_down_down_GLD_LQD,1,507,479,28,456,0.055226824457593686,0.8994082840236687
ENPIX,3,combo_ext_vix_5dchg_ge10__self_down,1,566,482,84,482,0.14840989399293286,0.8515901060070671
ENPSX,1,combo_XLC_down__ext_sect_rotation_down,1,403,403,0,210,0.0,0.5210918114143921
ENPSX,2,EEM_up_down_down_GLD_LQD,1,507,474,33,474,0.0650887573964497,0.9349112426035503
ENPSX,3,SLV_up_XLC_down,2,321,146,175,141,0.5451713395638629,0.4392523364485981
FNPIX,1,GDX_up_down_down_XLF_XLK,1,335,190,145,29,0.43283582089552236,0.08656716417910448
FNPIX,2,GDX_up_QQQ_down,1,479,118,361,118,0.7536534446764092,0.24634655532359082
FNPIX,3,GDX_up_down_down_UUP_XLK,1,249,249,0,39,0.0,0.1566265060240964
FNPSX,1,GDX_up_down_down_SPY_XLF,1,282,282,0,83,0.0,0.29432624113475175
FNPSX,2,GDX_up_down_down_UUP_XLK,1,235,144,91,119,0.3872340425531915,0.5063829787234042
FNPSX,3,EEM_down_GDX_up,1,307,122,185,122,0.6026058631921825,0.3973941368078176
GVPSX,1,combo_TLT_down__self_3down,1,399,399,0,399,0.0,1.0
HCPIX,1,FXY_up_up_down_GDX_QQQ,1,494,494,0,48,0.0,0.09716599190283401
HCPIX,2,combo_XLK_down__ext_tnx_chgbp_down,1,1166,712,454,712,0.3893653516295026,0.6106346483704974
HCPIX,3,GDX_up_down_down_QQQ_XLK,1,680,234,446,127,0.6558823529411765,0.18676470588235294
HCPSX,1,FXY_up_up_down_GDX_QQQ,1,485,485,0,48,0.0,0.09896907216494845
HCPSX,2,GDX_up_up_down_TIP_XLK,1,493,159,334,51,0.6774847870182555,0.10344827586206896
HCPSX,3,GDX_up_down_down_QQQ_XLK,1,676,131,545,131,0.8062130177514792,0.1937869822485207
IDPIX,1,GDX_up_XLK_down,1,501,32,469,32,0.936127744510978,0.06387225548902195
IDPIX,2,GDX_up_up_down_TIP_XLK,1,330,330,0,11,0.0,0.03333333333333333
IDPIX,3,GDX_up_down_down_SPY_XLK,1,400,150,250,0,0.625,0.0
IDPSX,1,GDX_up_down_down_SPY_XLK,1,404,91,313,0,0.7747524752475248,0.0
IDPSX,2,GDX_up_XLK_down,1,527,108,419,108,0.7950664136622391,0.2049335863377609
IDPSX,3,GDX_up_down_down_XLF_XLK,1,334,334,0,6,0.0,0.017964071856287425
INPIX,1,GLD_up_down_down_XLF_XLK,1,342,342,0,5,0.0,0.014619883040935672
INPIX,2,GLD_up_down_down_SPY_XLF,1,458,82,376,82,0.8209606986899564,0.17903930131004367
INPIX,3,GLD_up_down_down_QQQ_XLF,1,368,52,316,8,0.8586956521739131,0.021739130434782608
INPSX,1,combo_IWM_down__ext_usd_gold_ratio_le-1,1,206,206,0,84,0.0,0.4077669902912621
INPSX,2,GLD_up_down_down_XLF_XLK,1,330,238,92,7,0.2787878787878788,0.021212121212121213
INPSX,3,GLD_up_down_down_SPY_XLF,1,436,84,352,84,0.8073394495412844,0.1926605504587156
LGPIX,1,combo_XLV_down__ext_usd_gold_ratio_le-1,1,191,191,0,191,0.0,1.0
LGPSX,1,combo_XLV_down__ext_usd_gold_ratio_le-1,1,191,191,0,191,0.0,1.0
LVPIX,1,GDX_up_XLK_down,1,517,53,464,53,0.8974854932301741,0.10251450676982592
LVPIX,2,GDX_up_up_down_TIP_XLK,1,356,356,0,5,0.0,0.014044943820224719
LVPIX,3,GDX_up_down_down_IWM_XLK,1,408,163,245,30,0.6004901960784313,0.07352941176470588
LVPSX,1,GDX_up_XLK_down,1,499,116,383,116,0.7675350701402806,0.23246492985971945
LVPSX,2,GDX_up_up_down_TIP_XLK,1,340,179,161,22,0.47352941176470587,0.06470588235294118
LVPSX,3,GDX_up_down_down_UUP_XLK,1,226,226,0,0,0.0,0.0
MDPIX,1,GDX_up_down_down_SPY_XLF,1,393,393,0,39,0.0,0.09923664122137404
MDPIX,2,GDX_up_down_down_IWM_XLF,1,383,88,295,88,0.7702349869451697,0.2297650130548303
MDPIX,3,GDX_up_down_down_SPY_XLK,1,418,134,284,134,0.6794258373205742,0.32057416267942584
MDPSX,1,GDX_up_down_down_IWM_XLF,1,387,387,0,96,0.0,0.24806201550387597
MDPSX,2,GDX_up_down_down_SPY_XLK,1,418,134,284,134,0.6794258373205742,0.32057416267942584
MDPSX,3,GDX_up_down_down_SPY_XLF,1,379,88,291,31,0.7678100263852242,0.08179419525065963
MGPIX,1,GDX_up_down_down_XLF_XLK,1,400,400,0,8,0.0,0.02
MGPIX,2,GDX_up_down_down_SPY_XLK,1,502,41,461,41,0.9183266932270916,0.08167330677290836
MGPIX,3,GDX_up_down_down_IWM_XLK,1,453,119,334,40,0.7373068432671082,0.08830022075055188
MGPSX,1,GDX_up_down_down_XLF_XLK,1,400,400,0,8,0.0,0.02
MGPSX,2,GDX_up_down_down_SPY_XLK,1,502,41,461,41,0.9183266932270916,0.08167330677290836
MGPSX,3,GDX_up_down_down_IWM_XLK,1,453,119,334,40,0.7373068432671082,0.08830022075055188
MLPIX,1,GDX_up_down_down_SPY_XLF,1,216,216,0,57,0.0,0.2638888888888889
MLPIX,2,GDX_up_down_down_SPY_XLK,1,387,85,302,85,0.7803617571059431,0.21963824289405684
MLPIX,3,GDX_up_down_down_XLF_XLK,1,317,158,159,15,0.501577287066246,0.0473186119873817
MLPSX,1,GDX_up_down_down_SPY_XLF,1,219,219,0,59,0.0,0.2694063926940639
MLPSX,2,GDX_up_down_down_XLF_XLK,1,317,157,160,15,0.5047318611987381,0.0473186119873817
MLPSX,3,GDX_up_down_down_SPY_XLK,1,393,91,302,91,0.7684478371501272,0.23155216284987276
OEPIX,1,combo_XLU_big_down__ext_tnx_yield_up,3,519,519,0,0,0.0,0.0
OEPIX,2,combo_XLU_big_down__ext_vix_close_up,3,519,0,519,0,1.0,0.0
OEPIX,3,combo_XLU_big_down__ext_vix_tnx_ratio_ge1,3,519,0,519,0,1.0,0.0
OEPSX,1,combo_XLU_big_down__ext_vix_20dvol_up,3,532,494,38,494,0.07142857142857142,0.9285714285714286
OEPSX,2,TIP_down_up_up_XLC_XLF,3,219,144,75,136,0.3424657534246575,0.6210045662100456
OEPSX,3,GDX_down_down_up_GLD_XLC,2,212,212,0,115,0.0,0.5424528301886793
OTPIX,1,FXY_up_up_down_GDX_QQQ,1,508,508,0,103,0.0,0.20275590551181102
OTPIX,2,GDX_up_down_down_SPY_XLK,1,625,44,581,44,0.9296,0.0704
OTPIX,3,GDX_up_down_down_XLF_XLK,1,553,213,340,26,0.6148282097649186,0.04701627486437613
OTPSX,1,combo_IWM_down__ext_usd_gold_ratio_le-1,1,300,300,0,300,0.0,1.0
PHPIX,1,FXY_up_up_down_GDX_QQQ,1,468,468,0,18,0.0,0.038461538461538464
PHPIX,2,combo_QQQ_down__ext_usd_gold_ratio_down,2,953,432,521,432,0.546694648478489,0.453305351521511
PHPIX,3,GDX_up_up_down_TIP_XLK,1,509,188,321,85,0.630648330058939,0.16699410609037327
PHPSX,1,FXY_up_up_down_GDX_QQQ,1,462,462,0,18,0.0,0.03896103896103896
PHPSX,2,GDX_up_up_down_TIP_XLK,1,509,193,316,153,0.6208251473477406,0.3005893909626719
PHPSX,3,FXY_up_up_down_GLD_QQQ,1,668,211,457,211,0.6841317365269461,0.3158682634730539
PMPIX,1,combo_ext_sect_rotation_up__self_big_down,1,521,458,63,429,0.12092130518234165,0.8234165067178503
PMPIX,2,SLV_down_up_up_TIP_UUP,1,261,261,0,148,0.0,0.5670498084291188
PMPIX,3,combo_TIP_up__ext_vix_5dchg_ge10,2,453,354,99,354,0.2185430463576159,0.7814569536423841
PMPSX,1,combo_ext_sect_rotation_up__self_big_down,1,525,525,0,374,0.0,0.7123809523809523
PMPSX,2,combo_TIP_up__ext_vix_5dchg_ge10,2,441,394,47,277,0.10657596371882086,0.6281179138321995
PMPSX,3,combo_SPY_big_down__ext_tnx_yield_up,5,524,277,247,277,0.4713740458015267,0.5286259541984732
REPIX,1,combo_XLF_big_down__ext_tnx_yield_ge1,1,696,696,0,0,0.0,0.0
REPIX,2,combo_XLF_big_down__ext_tnx_yield_up,1,753,57,696,0,0.9243027888446215,0.0
REPIX,3,combo_XLF_big_down__ext_vix_close_up,1,753,0,753,0,1.0,0.0
REPSX,1,combo_XLF_big_down__ext_tnx_yield_ge1,1,696,696,0,0,0.0,0.0
REPSX,2,combo_XLF_big_down__ext_tnx_yield_up,1,753,57,696,0,0.9243027888446215,0.0
REPSX,3,combo_XLF_big_down__ext_vix_close_up,1,753,0,753,0,1.0,0.0
RRPIX,1,combo_XLV_big_down__ext_sect_rotation_up,1,209,209,0,209,0.0,1.0
RRPSX,1,combo_XLV_big_down__ext_sect_rotation_up,1,196,196,0,196,0.0,1.0
SGPIX,1,GDX_up_down_down_SPY_XLF,1,326,326,0,64,0.0,0.19631901840490798
SGPIX,2,GDX_up_down_down_XLF_XLK,1,359,97,262,27,0.7298050139275766,0.07520891364902507
SGPIX,3,GDX_up_down_down_SPY_XLK,1,391,100,291,100,0.7442455242966752,0.2557544757033248
SGPSX,1,GDX_up_down_down_SPY_XLK,1,390,64,326,64,0.8358974358974359,0.1641025641025641
SGPSX,2,GDX_up_down_down_XLF_XLK,1,354,178,176,66,0.4971751412429379,0.1864406779661017
SGPSX,3,GDX_up_up_down_TIP_XLK,1,274,274,0,53,0.0,0.19343065693430658
SLPIX,1,GDX_up_down_down_XLF_XLK,1,366,366,0,16,0.0,0.04371584699453552
SLPIX,2,GDX_up_down_down_SPY_XLK,1,475,125,350,125,0.7368421052631579,0.2631578947368421
SLPIX,3,GDX_up_down_down_SPY_XLF,1,353,79,274,79,0.7762039660056658,0.2237960339943343
SLPSX,1,FXY_up_up_up_GDX_LQD,1,293,237,56,237,0.19112627986348124,0.8088737201365188
SLPSX,2,XLK_down_XLC_down,1,217,136,81,135,0.37327188940092165,0.6221198156682027
SLPSX,3,GDX_up_SPY_down,1,509,509,0,384,0.0,0.7544204322200393
SMPIX,1,combo_QQQ_down__ext_vix_5dchg_up,1,591,383,208,383,0.35194585448392557,0.6480541455160744
SMPIX,2,GDX_up_down_down_SPY_XLF,1,365,365,0,70,0.0,0.1917808219178082
SMPIX,3,GDX_up_down_down_SPY_XLK,1,456,164,292,125,0.6403508771929824,0.2741228070175439
SMPSX,1,GDX_up_down_down_SPY_XLK,1,441,151,290,113,0.6575963718820862,0.2562358276643991
SMPSX,2,GDX_up_down_down_SPY_XLF,1,362,362,0,69,0.0,0.19060773480662985
SMPSX,3,combo_QQQ_down__ext_vix_5dchg_up,1,576,373,203,373,0.3524305555555556,0.6475694444444444
SNPIX,1,combo_XLF_big_up__ext_tnx_chgbp_down,1,218,218,0,218,0.0,1.0
SNPSX,1,SPY_up_up_up_XLC_XLK,1,147,147,0,48,0.0,0.32653061224489793
SNPSX,2,QQQ_up_up_up_XLC_XLV,1,158,78,80,32,0.5063291139240507,0.20253164556962025
SNPSX,3,LQD_up_up_up_SPY_XLC,1,196,103,93,103,0.4744897959183674,0.5255102040816326
SPPIX,1,GLD_up_up_down_XLE_XLV,1,421,421,0,205,0.0,0.48693586698337293
SPPIX,2,SLV_up_down_down_XLC_XLV,1,160,84,76,84,0.475,0.525
SPPIX,3,GLD_up_down_up_IWM_XLE,1,302,115,187,115,0.6192052980132451,0.38079470198675497
SPPSX,1,GLD_up_up_down_XLE_XLV,1,421,421,0,197,0.0,0.4679334916864608
SPPSX,2,GLD_up_down_up_IWM_XLE,1,302,115,187,115,0.6192052980132451,0.38079470198675497
SPPSX,3,EEM_up_up_down_SLV_XLV,2,120,58,62,58,0.5166666666666667,0.48333333333333334
SVPIX,1,GDX_up_down_down_SPY_XLK,1,394,394,0,28,0.0,0.07106598984771574
SVPIX,2,GDX_up_down_down_IWM_XLK,1,392,25,367,25,0.9362244897959183,0.06377551020408163
SVPIX,3,GDX_up_up_down_TIP_XLK,1,372,127,245,69,0.6586021505376344,0.18548387096774194
SVPSX,1,GDX_up_down_down_SPY_XLK,1,406,88,318,36,0.7832512315270936,0.08866995073891626
SVPSX,2,GDX_up_down_down_IWM_XLK,1,405,74,331,74,0.817283950617284,0.18271604938271604
SVPSX,3,GDX_up_down_down_XLF_XLK,1,339,339,0,8,0.0,0.02359882005899705
TEPIX,1,GLD_up_down_down_XLF_XLK,1,345,345,0,95,0.0,0.2753623188405797
TEPIX,2,GDX_up_down_down_SPY_XLF,1,375,74,301,74,0.8026666666666666,0.19733333333333333
TEPIX,3,GDX_up_down_down_XLF_XLK,1,321,71,250,12,0.778816199376947,0.037383177570093455
TEPSX,1,GLD_up_down_down_XLF_XLK,1,345,345,0,9,0.0,0.02608695652173913
TEPSX,2,GLD_up_down_down_QQQ_XLF,1,391,39,352,39,0.9002557544757033,0.09974424552429667
TEPSX,3,GDX_up_down_down_SPY_XLF,1,373,131,242,98,0.6487935656836461,0.26273458445040215
UAPIX,1,EEM_down_down_down_XLE_XLF,1,1177,214,963,214,0.8181818181818182,0.18181818181818182
UAPIX,2,EEM_down_down_down_XLF_XLU,1,1121,497,624,200,0.5566458519179304,0.1784121320249777
UAPIX,3,combo_EEM_down__self_big_down,1,897,897,0,115,0.0,0.1282051282051282
UAPSX,1,EEM_down_down_down_XLE_XLF,1,1178,373,805,54,0.6833616298811545,0.04584040747028863
UAPSX,2,EEM_down_down_down_XLF_XLU,1,1121,1121,0,34,0.0,0.030330062444246207
