condition,horizon,eligible_funds,pass_signals
GDX_down_GLD_up_TIP_up,2,0,0
GDX_down_GLD_up_TIP_up,3,0,0
GDX_down_GLD_down_TIP_up,1,126,2
GDX_down_GLD_down_TIP_up,2,126,4
GDX_down_GLD_down_TIP_up,3,126,0
GDX_down_GLD_up_TIP_down,1,0,0
GDX_down_GLD_up_TIP_down,2,0,0
GDX_down_GLD_up_TIP_down,3,0,0
GDX_up_GLD_down_TIP_down,1,0,0
GDX_up_GLD_down_TIP_down,2,0,0
GDX_up_GLD_down_TIP_down,3,0,0
GDX_up_GLD_up_TLT_up,1,128,4
GDX_up_GLD_up_TLT_up,2,128,0
GDX_up_GLD_up_TLT_up,3,128,0
GDX_down_GLD_down_TLT_down,1,128,0
GDX_down_GLD_down_TLT_down,2,128,0
GDX_down_GLD_down_TLT_down,3,128,0
GDX_up_GLD_up_TLT_down,1,127,0
GDX_up_GLD_up_TLT_down,2,127,0
GDX_up_GLD_up_TLT_down,3,127,1
GDX_up_GLD_down_TLT_up,1,0,0
GDX_up_GLD_down_TLT_up,2,0,0
GDX_up_GLD_down_TLT_up,3,0,0
GDX_down_GLD_up_TLT_up,1,0,0
GDX_down_GLD_up_TLT_up,2,0,0
GDX_down_GLD_up_TLT_up,3,0,0
GDX_down_GLD_down_TLT_up,1,126,2
GDX_down_GLD_down_TLT_up,2,126,0
GDX_down_GLD_down_TLT_up,3,126,4
GDX_down_GLD_up_TLT_down,1,0,0
GDX_down_GLD_up_TLT_down,2,0,0
GDX_down_GLD_up_TLT_down,3,0,0
GDX_up_GLD_down_TLT_down,1,0,0
GDX_up_GLD_down_TLT_down,2,0,0
GDX_up_GLD_down_TLT_down,3,0,0
GDX_up_GLD_up_UUP_up,1,126,0
GDX_up_GLD_up_UUP_up,2,126,0
GDX_up_GLD_up_UUP_up,3,126,0
GDX_down_GLD_down_UUP_down,1,126,3
GDX_down_GLD_down_UUP_down,2,126,2
GDX_down_GLD_down_UUP_down,3,126,0
GDX_up_GLD_up_UUP_down,1,128,2
GDX_up_GLD_up_UUP_down,2,128,0
GDX_up_GLD_up_UUP_down,3,128,2
GDX_up_GLD_down_UUP_up,1,0,0
GDX_up_GLD_down_UUP_up,2,0,0
GDX_up_GLD_down_UUP_up,3,0,0
GDX_down_GLD_up_UUP_up,1,0,0
GDX_down_GLD_up_UUP_up,2,0,0
GDX_down_GLD_up_UUP_up,3,0,0
GDX_down_GLD_down_UUP_up,1,128,0
GDX_down_GLD_down_UUP_up,2,128,0
GDX_down_GLD_down_UUP_up,3,128,0
GDX_down_GLD_up_UUP_down,1,0,0
GDX_down_GLD_up_UUP_down,2,0,0
GDX_down_GLD_up_UUP_down,3,0,0
GDX_up_GLD_down_UUP_down,1,0,0
GDX_up_GLD_down_UUP_down,2,0,0
GDX_up_GLD_down_UUP_down,3,0,0
GDX_up_GLD_up_XLC_up,1,128,0
GDX_up_GLD_up_XLC_up,2,128,0
GDX_up_GLD_up_XLC_up,3,128,0
GDX_down_GLD_down_XLC_down,1,127,0
GDX_down_GLD_down_XLC_down,2,127,0
GDX_down_GLD_down_XLC_down,3,127,0
GDX_up_GLD_up_XLC_down,1,126,34
GDX_up_GLD_up_XLC_down,2,126,11
GDX_up_GLD_up_XLC_down,3,126,15
GDX_up_GLD_down_XLC_up,1,0,0
GDX_up_GLD_down_XLC_up,2,0,0
GDX_up_GLD_down_XLC_up,3,0,0
GDX_down_GLD_up_XLC_up,1,0,0
GDX_down_GLD_up_XLC_up,2,0,0
GDX_down_GLD_up_XLC_up,3,0,0
GDX_down_GLD_down_XLC_up,1,126,0
GDX_down_GLD_down_XLC_up,2,126,7
GDX_down_GLD_down_XLC_up,3,126,0
GDX_down_GLD_up_XLC_down,1,0,0
GDX_down_GLD_up_XLC_down,2,0,0
GDX_down_GLD_up_XLC_down,3,0,0
GDX_up_GLD_down_XLC_down,1,0,0
GDX_up_GLD_down_XLC_down,2,0,0
GDX_up_GLD_down_XLC_down,3,0,0
GDX_up_GLD_up_XLE_up,1,128,0
GDX_up_GLD_up_XLE_up,2,128,0
GDX_up_GLD_up_XLE_up,3,128,0
GDX_down_GLD_down_XLE_down,1,127,0
GDX_down_GLD_down_XLE_down,2,127,0
GDX_down_GLD_down_XLE_down,3,127,0
GDX_up_GLD_up_XLE_down,1,126,4
GDX_up_GLD_up_XLE_down,2,126,4
GDX_up_GLD_up_XLE_down,3,126,8
GDX_up_GLD_down_XLE_up,1,0,0
GDX_up_GLD_down_XLE_up,2,0,0
GDX_up_GLD_down_XLE_up,3,0,0
GDX_down_GLD_up_XLE_up,1,0,0
GDX_down_GLD_up_XLE_up,2,0,0
GDX_down_GLD_up_XLE_up,3,0,0
GDX_down_GLD_down_XLE_up,1,126,0
GDX_down_GLD_down_XLE_up,2,126,0
GDX_down_GLD_down_XLE_up,3,126,0
GDX_down_GLD_up_XLE_down,1,0,0
GDX_down_GLD_up_XLE_down,2,0,0
GDX_down_GLD_up_XLE_down,3,0,0
GDX_up_GLD_down_XLE_down,1,0,0
GDX_up_GLD_down_XLE_down,2,0,0
GDX_up_GLD_down_XLE_down,3,0,0
GDX_up_GLD_up_XLF_up,1,128,1
GDX_up_GLD_up_XLF_up,2,128,0
GDX_up_GLD_up_XLF_up,3,128,0
GDX_down_GLD_down_XLF_down,1,127,0
GDX_down_GLD_down_XLF_down,2,127,0
GDX_down_GLD_down_XLF_down,3,127,0
GDX_up_GLD_up_XLF_down,1,126,18
GDX_up_GLD_up_XLF_down,2,126,2
GDX_up_GLD_up_XLF_down,3,126,10
GDX_up_GLD_down_XLF_up,1,0,0
GDX_up_GLD_down_XLF_up,2,0,0
GDX_up_GLD_down_XLF_up,3,0,0
GDX_down_GLD_up_XLF_up,1,0,0
GDX_down_GLD_up_XLF_up,2,0,0
GDX_down_GLD_up_XLF_up,3,0,0
GDX_down_GLD_down_XLF_up,1,126,1
GDX_down_GLD_down_XLF_up,2,126,8
GDX_down_GLD_down_XLF_up,3,126,2
GDX_down_GLD_up_XLF_down,1,0,0
GDX_down_GLD_up_XLF_down,2,0,0
GDX_down_GLD_up_XLF_down,3,0,0
GDX_up_GLD_down_XLF_down,1,0,0
GDX_up_GLD_down_XLF_down,2,0,0
GDX_up_GLD_down_XLF_down,3,0,0
GDX_up_GLD_up_XLK_up,1,128,0
GDX_up_GLD_up_XLK_up,2,128,1
GDX_up_GLD_up_XLK_up,3,128,0
GDX_down_GLD_down_XLK_down,1,127,0
GDX_down_GLD_down_XLK_down,2,127,0
GDX_down_GLD_down_XLK_down,3,127,0
GDX_up_GLD_up_XLK_down,1,126,50
GDX_up_GLD_up_XLK_down,2,126,6
GDX_up_GLD_up_XLK_down,3,126,29
GDX_up_GLD_down_XLK_up,1,0,0
GDX_up_GLD_down_XLK_up,2,0,0
GDX_up_GLD_down_XLK_up,3,0,0
GDX_down_GLD_up_XLK_up,1,0,0
GDX_down_GLD_up_XLK_up,2,0,0
GDX_down_GLD_up_XLK_up,3,0,0
GDX_down_GLD_down_XLK_up,1,127,0
GDX_down_GLD_down_XLK_up,2,127,0
GDX_down_GLD_down_XLK_up,3,127,0
GDX_down_GLD_up_XLK_down,1,0,0
GDX_down_GLD_up_XLK_down,2,0,0
GDX_down_GLD_up_XLK_down,3,0,0
GDX_up_GLD_down_XLK_down,1,0,0
GDX_up_GLD_down_XLK_down,2,0,0
GDX_up_GLD_down_XLK_down,3,0,0
GDX_up_GLD_up_XLU_up,1,128,0
GDX_up_GLD_up_XLU_up,2,128,0
GDX_up_GLD_up_XLU_up,3,128,0
GDX_down_GLD_down_XLU_down,1,127,0
GDX_down_GLD_down_XLU_down,2,127,1
GDX_down_GLD_down_XLU_down,3,127,0
GDX_up_GLD_up_XLU_down,1,126,2
GDX_up_GLD_up_XLU_down,2,126,0
GDX_up_GLD_up_XLU_down,3,126,3
GDX_up_GLD_down_XLU_up,1,0,0
GDX_up_GLD_down_XLU_up,2,0,0
GDX_up_GLD_down_XLU_up,3,0,0
GDX_down_GLD_up_XLU_up,1,0,0
GDX_down_GLD_up_XLU_up,2,0,0
GDX_down_GLD_up_XLU_up,3,0,0
GDX_down_GLD_down_XLU_up,1,126,0
GDX_down_GLD_down_XLU_up,2,126,0
GDX_down_GLD_down_XLU_up,3,126,0
GDX_down_GLD_up_XLU_down,1,0,0
GDX_down_GLD_up_XLU_down,2,0,0
GDX_down_GLD_up_XLU_down,3,0,0
GDX_up_GLD_down_XLU_down,1,0,0
GDX_up_GLD_down_XLU_down,2,0,0
GDX_up_GLD_down_XLU_down,3,0,0
GDX_up_GLD_up_XLV_up,1,128,0
GDX_up_GLD_up_XLV_up,2,128,0
GDX_up_GLD_up_XLV_up,3,128,0
GDX_down_GLD_down_XLV_down,1,127,0
GDX_down_GLD_down_XLV_down,2,127,0
GDX_down_GLD_down_XLV_down,3,127,0
GDX_up_GLD_up_XLV_down,1,126,31
GDX_up_GLD_up_XLV_down,2,126,11
GDX_up_GLD_up_XLV_down,3,126,17
GDX_up_GLD_down_XLV_up,1,0,0
GDX_up_GLD_down_XLV_up,2,0,0
GDX_up_GLD_down_XLV_up,3,0,0
GDX_down_GLD_up_XLV_up,1,0,0
GDX_down_GLD_up_XLV_up,2,0,0
GDX_down_GLD_up_XLV_up,3,0,0
GDX_down_GLD_down_XLV_up,1,126,0
GDX_down_GLD_down_XLV_up,2,126,0
GDX_down_GLD_down_XLV_up,3,126,0
GDX_down_GLD_up_XLV_down,1,0,0
GDX_down_GLD_up_XLV_down,2,0,0
GDX_down_GLD_up_XLV_down,3,0,0
GDX_up_GLD_down_XLV_down,1,0,0
GDX_up_GLD_down_XLV_down,2,0,0
GDX_up_GLD_down_XLV_down,3,0,0
GDX_up_HYG_up_IWM_up,1,128,0
GDX_up_HYG_up_IWM_up,2,128,0
GDX_up_HYG_up_IWM_up,3,128,0
GDX_down_HYG_down_IWM_down,1,128,0
GDX_down_HYG_down_IWM_down,2,128,2
GDX_down_HYG_down_IWM_down,3,128,0
GDX_up_HYG_up_IWM_down,1,0,0
GDX_up_HYG_up_IWM_down,2,0,0
GDX_up_HYG_up_IWM_down,3,0,0
GDX_up_HYG_down_IWM_up,1,0,0
GDX_up_HYG_down_IWM_up,2,0,0
GDX_up_HYG_down_IWM_up,3,0,0
GDX_down_HYG_up_IWM_up,1,126,0
GDX_down_HYG_up_IWM_up,2,126,0
GDX_down_HYG_up_IWM_up,3,126,0
GDX_down_HYG_down_IWM_up,1,0,0
GDX_down_HYG_down_IWM_up,2,0,0
GDX_down_HYG_down_IWM_up,3,0,0
GDX_down_HYG_up_IWM_down,1,0,0
GDX_down_HYG_up_IWM_down,2,0,0
GDX_down_HYG_up_IWM_down,3,0,0
GDX_up_HYG_down_IWM_down,1,126,28
GDX_up_HYG_down_IWM_down,2,126,9
GDX_up_HYG_down_IWM_down,3,126,18
GDX_up_HYG_up_JNK_up,1,128,0
GDX_up_HYG_up_JNK_up,2,128,0
GDX_up_HYG_up_JNK_up,3,128,0
GDX_down_HYG_down_JNK_down,1,128,0
GDX_down_HYG_down_JNK_down,2,128,0
GDX_down_HYG_down_JNK_down,3,128,0
GDX_up_HYG_up_JNK_down,1,0,0
GDX_up_HYG_up_JNK_down,2,0,0
GDX_up_HYG_up_JNK_down,3,0,0
GDX_up_HYG_down_JNK_up,1,0,0
GDX_up_HYG_down_JNK_up,2,0,0
GDX_up_HYG_down_JNK_up,3,0,0
GDX_down_HYG_up_JNK_up,1,127,0
GDX_down_HYG_up_JNK_up,2,127,0
GDX_down_HYG_up_JNK_up,3,127,0
GDX_down_HYG_down_JNK_up,1,0,0
GDX_down_HYG_down_JNK_up,2,0,0
GDX_down_HYG_down_JNK_up,3,0,0
GDX_down_HYG_up_JNK_down,1,0,0
GDX_down_HYG_up_JNK_down,2,0,0
GDX_down_HYG_up_JNK_down,3,0,0
GDX_up_HYG_down_JNK_down,1,126,12
GDX_up_HYG_down_JNK_down,2,126,2
GDX_up_HYG_down_JNK_down,3,126,11
GDX_up_HYG_up_LQD_up,1,128,3
GDX_up_HYG_up_LQD_up,2,128,0
GDX_up_HYG_up_LQD_up,3,128,0
GDX_down_HYG_down_LQD_down,1,128,0
GDX_down_HYG_down_LQD_down,2,128,0
GDX_down_HYG_down_LQD_down,3,128,0
GDX_up_HYG_up_LQD_down,1,126,0
GDX_up_HYG_up_LQD_down,2,126,8
GDX_up_HYG_up_LQD_down,3,126,0
GDX_up_HYG_down_LQD_up,1,0,0
GDX_up_HYG_down_LQD_up,2,0,0
GDX_up_HYG_down_LQD_up,3,0,0
GDX_down_HYG_up_LQD_up,1,126,0
GDX_down_HYG_up_LQD_up,2,126,0
GDX_down_HYG_up_LQD_up,3,126,0
GDX_down_HYG_down_LQD_up,1,0,0
GDX_down_HYG_down_LQD_up,2,0,0
GDX_down_HYG_down_LQD_up,3,0,0
GDX_down_HYG_up_LQD_down,1,0,0
GDX_down_HYG_up_LQD_down,2,0,0
GDX_down_HYG_up_LQD_down,3,0,0
GDX_up_HYG_down_LQD_down,1,126,0
GDX_up_HYG_down_LQD_down,2,126,0
GDX_up_HYG_down_LQD_down,3,126,1
GDX_up_HYG_up_QQQ_up,1,128,0
GDX_up_HYG_up_QQQ_up,2,128,0
GDX_up_HYG_up_QQQ_up,3,128,0
GDX_down_HYG_down_QQQ_down,1,127,0
GDX_down_HYG_down_QQQ_down,2,127,0
GDX_down_HYG_down_QQQ_down,3,127,1
GDX_up_HYG_up_QQQ_down,1,0,0
GDX_up_HYG_up_QQQ_down,2,0,0
GDX_up_HYG_up_QQQ_down,3,0,0
GDX_up_HYG_down_QQQ_up,1,0,0
GDX_up_HYG_down_QQQ_up,2,0,0
GDX_up_HYG_down_QQQ_up,3,0,0
GDX_down_HYG_up_QQQ_up,1,126,0
GDX_down_HYG_up_QQQ_up,2,126,1
GDX_down_HYG_up_QQQ_up,3,126,0
GDX_down_HYG_down_QQQ_up,1,0,0
GDX_down_HYG_down_QQQ_up,2,0,0
GDX_down_HYG_down_QQQ_up,3,0,0
GDX_down_HYG_up_QQQ_down,1,0,0
GDX_down_HYG_up_QQQ_down,2,0,0
GDX_down_HYG_up_QQQ_down,3,0,0
GDX_up_HYG_down_QQQ_down,1,126,32
GDX_up_HYG_down_QQQ_down,2,126,18
GDX_up_HYG_down_QQQ_down,3,126,25
GDX_up_HYG_up_SLV_up,1,128,0
GDX_up_HYG_up_SLV_up,2,128,0
GDX_up_HYG_up_SLV_up,3,128,0
GDX_down_HYG_down_SLV_down,1,128,0
GDX_down_HYG_down_SLV_down,2,128,0
GDX_down_HYG_down_SLV_down,3,128,0
GDX_up_HYG_up_SLV_down,1,0,0
GDX_up_HYG_up_SLV_down,2,0,0
GDX_up_HYG_up_SLV_down,3,0,0
GDX_up_HYG_down_SLV_up,1,126,2
GDX_up_HYG_down_SLV_up,2,126,0
GDX_up_HYG_down_SLV_up,3,126,7
GDX_down_HYG_up_SLV_up,1,0,0
GDX_down_HYG_up_SLV_up,2,0,0
GDX_down_HYG_up_SLV_up,3,0,0
GDX_down_HYG_down_SLV_up,1,0,0
GDX_down_HYG_down_SLV_up,2,0,0
GDX_down_HYG_down_SLV_up,3,0,0
GDX_down_HYG_up_SLV_down,1,126,0
GDX_down_HYG_up_SLV_down,2,126,0
GDX_down_HYG_up_SLV_down,3,126,0
GDX_up_HYG_down_SLV_down,1,0,0
GDX_up_HYG_down_SLV_down,2,0,0
GDX_up_HYG_down_SLV_down,3,0,0
GDX_up_HYG_up_SPY_up,1,128,0
GDX_up_HYG_up_SPY_up,2,128,0
GDX_up_HYG_up_SPY_up,3,128,0
GDX_down_HYG_down_SPY_down,1,128,0
GDX_down_HYG_down_SPY_down,2,128,1
GDX_down_HYG_down_SPY_down,3,128,0
GDX_up_HYG_up_SPY_down,1,0,0
GDX_up_HYG_up_SPY_down,2,0,0
GDX_up_HYG_up_SPY_down,3,0,0
GDX_up_HYG_down_SPY_up,1,0,0
GDX_up_HYG_down_SPY_up,2,0,0
GDX_up_HYG_down_SPY_up,3,0,0
GDX_down_HYG_up_SPY_up,1,126,0
GDX_down_HYG_up_SPY_up,2,126,0
GDX_down_HYG_up_SPY_up,3,126,0
GDX_down_HYG_down_SPY_up,1,0,0
GDX_down_HYG_down_SPY_up,2,0,0
GDX_down_HYG_down_SPY_up,3,0,0
GDX_down_HYG_up_SPY_down,1,0,0
GDX_down_HYG_up_SPY_down,2,0,0
GDX_down_HYG_up_SPY_down,3,0,0
GDX_up_HYG_down_SPY_down,1,126,29
GDX_up_HYG_down_SPY_down,2,126,12
GDX_up_HYG_down_SPY_down,3,126,26
GDX_up_HYG_up_TIP_up,1,128,8
GDX_up_HYG_up_TIP_up,2,128,0
GDX_up_HYG_up_TIP_up,3,128,0
GDX_down_HYG_down_TIP_down,1,128,0
GDX_down_HYG_down_TIP_down,2,128,0
GDX_down_HYG_down_TIP_down,3,128,0
GDX_up_HYG_up_TIP_down,1,126,0
GDX_up_HYG_up_TIP_down,2,126,0
GDX_up_HYG_up_TIP_down,3,126,0
GDX_up_HYG_down_TIP_up,1,126,34
GDX_up_HYG_down_TIP_up,2,126,10
GDX_up_HYG_down_TIP_up,3,126,24
GDX_down_HYG_up_TIP_up,1,126,6
GDX_down_HYG_up_TIP_up,2,126,5
GDX_down_HYG_up_TIP_up,3,126,2
GDX_down_HYG_down_TIP_up,1,0,0
GDX_down_HYG_down_TIP_up,2,0,0
GDX_down_HYG_down_TIP_up,3,0,0
GDX_down_HYG_up_TIP_down,1,0,0
GDX_down_HYG_up_TIP_down,2,0,0
GDX_down_HYG_up_TIP_down,3,0,0
GDX_up_HYG_down_TIP_down,1,126,0
GDX_up_HYG_down_TIP_down,2,126,0
GDX_up_HYG_down_TIP_down,3,126,0
GDX_up_HYG_up_TLT_up,1,128,4
GDX_up_HYG_up_TLT_up,2,128,0
GDX_up_HYG_up_TLT_up,3,128,0
GDX_down_HYG_down_TLT_down,1,127,0
GDX_down_HYG_down_TLT_down,2,127,0
GDX_down_HYG_down_TLT_down,3,127,0
GDX_up_HYG_up_TLT_down,1,126,0
GDX_up_HYG_up_TLT_down,2,126,4
GDX_up_HYG_up_TLT_down,3,126,2
GDX_up_HYG_down_TLT_up,1,0,0
GDX_up_HYG_down_TLT_up,2,0,0
GDX_up_HYG_down_TLT_up,3,0,0
GDX_down_HYG_up_TLT_up,1,126,1
GDX_down_HYG_up_TLT_up,2,126,6
GDX_down_HYG_up_TLT_up,3,126,6
GDX_down_HYG_down_TLT_up,1,126,0
GDX_down_HYG_down_TLT_up,2,126,2
GDX_down_HYG_down_TLT_up,3,126,0
GDX_down_HYG_up_TLT_down,1,0,0
GDX_down_HYG_up_TLT_down,2,0,0
GDX_down_HYG_up_TLT_down,3,0,0
GDX_up_HYG_down_TLT_down,1,126,0
GDX_up_HYG_down_TLT_down,2,126,0
GDX_up_HYG_down_TLT_down,3,126,5
GDX_up_HYG_up_UUP_up,1,126,0
GDX_up_HYG_up_UUP_up,2,126,0
GDX_up_HYG_up_UUP_up,3,126,0
GDX_down_HYG_down_UUP_down,1,0,0
GDX_down_HYG_down_UUP_down,2,0,0
GDX_down_HYG_down_UUP_down,3,0,0
GDX_up_HYG_up_UUP_down,1,128,0
GDX_up_HYG_up_UUP_down,2,128,2
GDX_up_HYG_up_UUP_down,3,128,0
GDX_up_HYG_down_UUP_up,1,126,11
GDX_up_HYG_down_UUP_up,2,126,7
GDX_up_HYG_down_UUP_up,3,126,0
GDX_down_HYG_up_UUP_up,1,126,0
GDX_down_HYG_up_UUP_up,2,126,0
GDX_down_HYG_up_UUP_up,3,126,0
GDX_down_HYG_down_UUP_up,1,128,0
GDX_down_HYG_down_UUP_up,2,128,0
GDX_down_HYG_down_UUP_up,3,128,0
GDX_down_HYG_up_UUP_down,1,126,0
GDX_down_HYG_up_UUP_down,2,126,0
GDX_down_HYG_up_UUP_down,3,126,0
GDX_up_HYG_down_UUP_down,1,126,2
GDX_up_HYG_down_UUP_down,2,126,0
GDX_up_HYG_down_UUP_down,3,126,5
GDX_up_HYG_up_XLC_up,1,128,2
GDX_up_HYG_up_XLC_up,2,128,0
GDX_up_HYG_up_XLC_up,3,128,0
GDX_down_HYG_down_XLC_down,1,127,0
GDX_down_HYG_down_XLC_down,2,127,0
GDX_down_HYG_down_XLC_down,3,127,0
GDX_up_HYG_up_XLC_down,1,0,0
GDX_up_HYG_up_XLC_down,2,0,0
GDX_up_HYG_up_XLC_down,3,0,0
GDX_up_HYG_down_XLC_up,1,0,0
GDX_up_HYG_down_XLC_up,2,0,0
GDX_up_HYG_down_XLC_up,3,0,0
GDX_down_HYG_up_XLC_up,1,126,0
GDX_down_HYG_up_XLC_up,2,126,0
GDX_down_HYG_up_XLC_up,3,126,0
GDX_down_HYG_down_XLC_up,1,0,0
GDX_down_HYG_down_XLC_up,2,0,0
GDX_down_HYG_down_XLC_up,3,0,0
GDX_down_HYG_up_XLC_down,1,0,0
GDX_down_HYG_up_XLC_down,2,0,0
GDX_down_HYG_up_XLC_down,3,0,0
GDX_up_HYG_down_XLC_down,1,126,14
GDX_up_HYG_down_XLC_down,2,126,6
GDX_up_HYG_down_XLC_down,3,126,22
GDX_up_HYG_up_XLE_up,1,128,0
GDX_up_HYG_up_XLE_up,2,128,0
GDX_up_HYG_up_XLE_up,3,128,0
GDX_down_HYG_down_XLE_down,1,126,0
GDX_down_HYG_down_XLE_down,2,126,0
GDX_down_HYG_down_XLE_down,3,126,0
GDX_up_HYG_up_XLE_down,1,126,3
GDX_up_HYG_up_XLE_down,2,126,0
GDX_up_HYG_up_XLE_down,3,126,6
GDX_up_HYG_down_XLE_up,1,126,0
GDX_up_HYG_down_XLE_up,2,126,0
GDX_up_HYG_down_XLE_up,3,126,2
GDX_down_HYG_up_XLE_up,1,126,0
GDX_down_HYG_up_XLE_up,2,126,0
GDX_down_HYG_up_XLE_up,3,126,0
GDX_down_HYG_down_XLE_up,1,126,0
GDX_down_HYG_down_XLE_up,2,126,0
GDX_down_HYG_down_XLE_up,3,126,2
GDX_down_HYG_up_XLE_down,1,126,0
GDX_down_HYG_up_XLE_down,2,126,0
GDX_down_HYG_up_XLE_down,3,126,2
GDX_up_HYG_down_XLE_down,1,126,12
GDX_up_HYG_down_XLE_down,2,126,5
GDX_up_HYG_down_XLE_down,3,126,4
GDX_up_HYG_up_XLF_up,1,128,0
GDX_up_HYG_up_XLF_up,2,128,0
GDX_up_HYG_up_XLF_up,3,128,0
GDX_down_HYG_down_XLF_down,1,127,0
GDX_down_HYG_down_XLF_down,2,127,0
GDX_down_HYG_down_XLF_down,3,127,0
GDX_up_HYG_up_XLF_down,1,126,2
GDX_up_HYG_up_XLF_down,2,126,0
GDX_up_HYG_up_XLF_down,3,126,3
GDX_up_HYG_down_XLF_up,1,0,0
GDX_up_HYG_down_XLF_up,2,0,0
GDX_up_HYG_down_XLF_up,3,0,0
GDX_down_HYG_up_XLF_up,1,126,0
GDX_down_HYG_up_XLF_up,2,126,0
GDX_down_HYG_up_XLF_up,3,126,0
GDX_down_HYG_down_XLF_up,1,126,0
GDX_down_HYG_down_XLF_up,2,126,0
GDX_down_HYG_down_XLF_up,3,126,0
GDX_down_HYG_up_XLF_down,1,0,0
GDX_down_HYG_up_XLF_down,2,0,0
GDX_down_HYG_up_XLF_down,3,0,0
GDX_up_HYG_down_XLF_down,1,126,41
GDX_up_HYG_down_XLF_down,2,126,13
GDX_up_HYG_down_XLF_down,3,126,34
GDX_up_HYG_up_XLK_up,1,128,0
GDX_up_HYG_up_XLK_up,2,128,0
GDX_up_HYG_up_XLK_up,3,128,0
GDX_down_HYG_down_XLK_down,1,127,0
GDX_down_HYG_down_XLK_down,2,127,0
GDX_down_HYG_down_XLK_down,3,127,0
GDX_up_HYG_up_XLK_down,1,0,0
GDX_up_HYG_up_XLK_down,2,0,0
GDX_up_HYG_up_XLK_down,3,0,0
GDX_up_HYG_down_XLK_up,1,0,0
GDX_up_HYG_down_XLK_up,2,0,0
GDX_up_HYG_down_XLK_up,3,0,0
GDX_down_HYG_up_XLK_up,1,126,0
GDX_down_HYG_up_XLK_up,2,126,0
GDX_down_HYG_up_XLK_up,3,126,0
GDX_down_HYG_down_XLK_up,1,126,0
GDX_down_HYG_down_XLK_up,2,126,0
GDX_down_HYG_down_XLK_up,3,126,0
GDX_down_HYG_up_XLK_down,1,0,0
GDX_down_HYG_up_XLK_down,2,0,0
GDX_down_HYG_up_XLK_down,3,0,0
GDX_up_HYG_down_XLK_down,1,126,32
GDX_up_HYG_down_XLK_down,2,126,15
GDX_up_HYG_down_XLK_down,3,126,28
GDX_up_HYG_up_XLU_up,1,128,0
GDX_up_HYG_up_XLU_up,2,128,0
GDX_up_HYG_up_XLU_up,3,128,0
GDX_down_HYG_down_XLU_down,1,127,0
GDX_down_HYG_down_XLU_down,2,127,1
GDX_down_HYG_down_XLU_down,3,127,0
GDX_up_HYG_up_XLU_down,1,126,0
GDX_up_HYG_up_XLU_down,2,126,0
GDX_up_HYG_up_XLU_down,3,126,0
GDX_up_HYG_down_XLU_up,1,126,2
GDX_up_HYG_down_XLU_up,2,126,0
GDX_up_HYG_down_XLU_up,3,126,0
GDX_down_HYG_up_XLU_up,1,126,0
GDX_down_HYG_up_XLU_up,2,126,1
GDX_down_HYG_up_XLU_up,3,126,0
GDX_down_HYG_down_XLU_up,1,126,0
GDX_down_HYG_down_XLU_up,2,126,0
GDX_down_HYG_down_XLU_up,3,126,0
GDX_down_HYG_up_XLU_down,1,126,0
GDX_down_HYG_up_XLU_down,2,126,3
GDX_down_HYG_up_XLU_down,3,126,2
GDX_up_HYG_down_XLU_down,1,126,3
GDX_up_HYG_down_XLU_down,2,126,6
GDX_up_HYG_down_XLU_down,3,126,32
GDX_up_HYG_up_XLV_up,1,128,0
GDX_up_HYG_up_XLV_up,2,128,0
GDX_up_HYG_up_XLV_up,3,128,0
GDX_down_HYG_down_XLV_down,1,127,0
GDX_down_HYG_down_XLV_down,2,127,2
GDX_down_HYG_down_XLV_down,3,127,0
GDX_up_HYG_up_XLV_down,1,126,2
GDX_up_HYG_up_XLV_down,2,126,3
GDX_up_HYG_up_XLV_down,3,126,0
GDX_up_HYG_down_XLV_up,1,126,0
GDX_up_HYG_down_XLV_up,2,126,0
GDX_up_HYG_down_XLV_up,3,126,0
GDX_down_HYG_up_XLV_up,1,126,0
GDX_down_HYG_up_XLV_up,2,126,0
GDX_down_HYG_up_XLV_up,3,126,0
GDX_down_HYG_down_XLV_up,1,126,0
GDX_down_HYG_down_XLV_up,2,126,0
GDX_down_HYG_down_XLV_up,3,126,0
GDX_down_HYG_up_XLV_down,1,0,0
GDX_down_HYG_up_XLV_down,2,0,0
GDX_down_HYG_up_XLV_down,3,0,0
GDX_up_HYG_down_XLV_down,1,126,30
GDX_up_HYG_down_XLV_down,2,126,11
GDX_up_HYG_down_XLV_down,3,126,34
GDX_up_IWM_up_JNK_up,1,128,0
GDX_up_IWM_up_JNK_up,2,128,0
GDX_up_IWM_up_JNK_up,3,128,0
GDX_down_IWM_down_JNK_down,1,128,0
GDX_down_IWM_down_JNK_down,2,128,0
GDX_down_IWM_down_JNK_down,3,128,0
GDX_up_IWM_up_JNK_down,1,0,0
GDX_up_IWM_up_JNK_down,2,0,0
GDX_up_IWM_up_JNK_down,3,0,0
GDX_up_IWM_down_JNK_up,1,0,0
GDX_up_IWM_down_JNK_up,2,0,0
GDX_up_IWM_down_JNK_up,3,0,0
GDX_down_IWM_up_JNK_up,1,126,0
GDX_down_IWM_up_JNK_up,2,126,0
GDX_down_IWM_up_JNK_up,3,126,0
GDX_down_IWM_down_JNK_up,1,0,0
GDX_down_IWM_down_JNK_up,2,0,0
GDX_down_IWM_down_JNK_up,3,0,0
