ticker,strategy_no,condition,horizon,trades,winner_days,overridden_days,exclusive_days,swallowed_ratio,exclusive_ratio
BIPIX,1,FXY_up_up_down_GDX_QQQ,1,505,505,0,190,0.0,0.37623762376237624
BIPIX,2,IWM_down_up_down_TLT_XLK,2,965,659,306,659,0.3170984455958549,0.6829015544041451
BIPIX,3,FXY_up_up_up_XLU_XLV,1,558,468,90,429,0.16129032258064516,0.7688172043010753
BIPSX,1,combo_QQQ_down__self_big_down,1,609,609,0,598,0.0,0.9819376026272578
BIPSX,2,FXY_up_up_up_XLU_XLV,1,558,552,6,552,0.010752688172043012,0.989247311827957
BIPSX,3,FXY_down_up_up_IWM_LQD,3,510,505,5,505,0.00980392156862745,0.9901960784313726
BITIX,1,combo_XLC_up__self_down,1,233,233,0,47,0.0,0.2017167381974249
BITIX,2,EEM_up_up_up_JNK_SPY,1,226,72,154,72,0.6814159292035398,0.3185840707964602
BITIX,3,combo_XLE_up__self_down,1,208,78,130,59,0.625,0.28365384615384615
BKPIX,1,GDX_up_down_down_IWM_XLK,1,265,265,0,172,0.0,0.6490566037735849
BKPIX,2,combo_XLU_down__ext_vix_5dchg_up,2,1048,880,168,880,0.16030534351145037,0.8396946564885496
BKPIX,3,GLD_down_up_up_IWM_XLE,3,744,744,0,669,0.0,0.8991935483870968
BKPSX,1,GDX_up_down_up_QQQ_SLV,2,349,349,0,189,0.0,0.5415472779369628
BKPSX,2,GLD_down_up_up_XLE_XLF,3,753,745,8,745,0.010624169986719787,0.9893758300132802
BKPSX,3,GLD_up_down_down_IWM_XLV,3,785,633,152,633,0.19363057324840766,0.8063694267515924
BLPIX,1,combo_XLV_big_down__self_down,1,606,573,33,573,0.054455445544554455,0.9455445544554455
BLPIX,2,GDX_up_up_down_XLE_XLK,1,194,58,136,53,0.7010309278350515,0.27319587628865977
BLPIX,3,QQQ_down_up_up_SLV_XLE,1,194,194,0,50,0.0,0.25773195876288657
BLPSX,1,combo_XLV_down__ext_usd_gold_ratio_le-1,1,168,168,0,120,0.0,0.7142857142857143
BLPSX,2,QQQ_down_up_up_SLV_XLE,1,187,157,30,139,0.16042780748663102,0.7433155080213903
BLPSX,3,FXY_up_up_up_GDX_LQD,1,164,124,40,124,0.24390243902439024,0.7560975609756098
BMPIX,1,GDX_up_down_down_XLF_XLK,1,314,314,0,234,0.0,0.7452229299363057
BMPIX,2,combo_HYG_up__ext_sect_rotation_le-0_5,2,565,539,26,539,0.04601769911504425,0.9539823008849557
BMPIX,3,combo_ext_vix_close_up__self_big_down,5,582,516,66,505,0.1134020618556701,0.8676975945017182
BMPSX,1,GDX_up_down_down_JNK_XLF,1,210,210,0,104,0.0,0.49523809523809526
BMPSX,2,GLD_up_down_down_QQQ_XLV,1,732,637,95,490,0.12978142076502733,0.6693989071038251
BMPSX,3,combo_XLU_down__ext_vix_5dchg_ge10,5,498,310,188,310,0.37751004016064255,0.6224899598393574
BTCFX,1,QQQ_down_down_down_XLK_XLV,1,223,223,0,48,0.0,0.21524663677130046
BTCFX,2,combo_EEM_down__ext_credit_spread_down,2,203,123,80,96,0.39408866995073893,0.4729064039408867
BTCFX,3,HYG_down_down_down_SPY_XLF,3,251,75,176,75,0.701195219123506,0.29880478087649404
CNPIX,1,GDX_up_up_down_TIP_XLK,1,509,393,116,304,0.22789783889980353,0.5972495088408645
CNPIX,2,combo_ext_usd_gold_ratio_le-1__self_down,1,287,287,0,142,0.0,0.49477351916376305
CNPIX,3,combo_XLK_big_down__ext_usd_gold_ratio_down,1,286,122,164,122,0.5734265734265734,0.42657342657342656
CNPSX,1,GDX_up_up_down_TIP_XLK,1,509,395,114,285,0.22396856581532418,0.5599214145383105
CNPSX,2,combo_ext_usd_gold_ratio_le-1__self_down,1,288,288,0,142,0.0,0.4930555555555556
CNPSX,3,GDX_up_up_down_TLT_XLV,1,312,125,187,125,0.5993589743589743,0.40064102564102566
CYPIX,1,EEM_down_up_up_GDX_GLD,1,333,333,0,212,0.0,0.6366366366366366
CYPIX,2,FXY_up_XLU_up,1,592,484,108,407,0.18243243243243243,0.6875
CYPIX,3,combo_JNK_up__ext_sect_rotation_le-0_5,2,503,399,104,399,0.20675944333996024,0.7932405566600398
CYPSX,1,EEM_down_GDX_up,1,398,398,0,221,0.0,0.5552763819095478
CYPSX,2,combo_JNK_up__ext_sect_rotation_le-0_5,2,508,421,87,421,0.17125984251968504,0.8287401574803149
CYPSX,3,FXY_up_up_down_GDX_QQQ,1,497,338,159,287,0.3199195171026157,0.5774647887323944
ENPIX,1,combo_XLC_down__ext_sect_rotation_down,1,403,403,0,315,0.0,0.7816377171215881
ENPIX,2,combo_SLV_up__ext_credit_spread_ge0_5,2,635,566,69,566,0.10866141732283464,0.8913385826771654
ENPIX,3,combo_XLE_down__ext_vix_5dchg_ge10,1,567,506,61,470,0.10758377425044091,0.8289241622574955
ENPSX,1,combo_XLC_down__ext_sect_rotation_down,1,403,403,0,316,0.0,0.7841191066997518
ENPSX,2,combo_SLV_up__ext_credit_spread_ge0_5,2,635,566,69,566,0.10866141732283464,0.8913385826771654
ENPSX,3,combo_ext_vix_5dchg_ge10__self_down,1,566,506,60,470,0.10600706713780919,0.8303886925795053
FNPIX,1,GDX_up_down_down_XLF_XLK,1,335,335,0,160,0.0,0.47761194029850745
FNPIX,2,GLD_up_down_down_IWM_XLV,3,785,610,175,610,0.2229299363057325,0.7770700636942676
FNPIX,3,EEM_up_down_down_GDX_GLD,2,501,501,0,501,0.0,1.0
FNPSX,1,GDX_up_down_down_SPY_XLF,1,282,282,0,112,0.0,0.3971631205673759
FNPSX,2,GLD_up_down_down_IWM_XLV,3,784,485,299,485,0.38137755102040816,0.6186224489795918
FNPSX,3,GDX_up_up_down_TIP_XLE,1,512,436,76,275,0.1484375,0.537109375
GVPSX,1,combo_TLT_down__self_3down,1,399,399,0,399,0.0,1.0
HCPIX,1,FXY_up_up_down_GDX_QQQ,1,494,494,0,341,0.0,0.6902834008097166
HCPIX,2,combo_XLC_up__ext_yld_curve_proxy_up,1,429,408,21,383,0.04895104895104895,0.8927738927738927
HCPIX,3,HYG_up_up_down_JNK_QQQ,2,383,217,166,217,0.43342036553524804,0.566579634464752
HCPSX,1,FXY_up_up_down_GDX_QQQ,1,485,485,0,435,0.0,0.8969072164948454
HCPSX,2,combo_XLC_up__ext_yld_curve_proxy_up,1,429,408,21,360,0.04895104895104895,0.8391608391608392
HCPSX,3,combo_XLF_up__ext_vix_chg_up,2,272,189,83,189,0.30514705882352944,0.6948529411764706
IDPIX,1,GDX_up_XLK_down,1,501,501,0,309,0.0,0.6167664670658682
IDPIX,2,combo_SLV_up__ext_vix_5dchg_ge10,2,406,262,144,262,0.35467980295566504,0.645320197044335
IDPIX,3,GDX_up_up_down_TLT_UUP,1,371,275,96,245,0.2587601078167116,0.660377358490566
IDPSX,1,GDX_up_down_down_SPY_XLK,1,404,404,0,241,0.0,0.5965346534653465
IDPSX,2,TLT_down_up_down_XLE_XLK,1,380,305,75,291,0.19736842105263158,0.7657894736842106
IDPSX,3,combo_SLV_up__ext_vix_5dchg_ge10,2,406,285,121,285,0.29802955665024633,0.7019704433497537
INPIX,1,GLD_up_down_down_XLF_XLK,1,342,342,0,213,0.0,0.6228070175438597
INPIX,2,LQD_up_up_up_XLK_XLV,2,917,913,4,913,0.004362050163576881,0.9956379498364231
INPIX,3,combo_QQQ_down__ext_vix_5dchg_ge10,3,607,478,129,474,0.21252059308072488,0.7808896210873146
INPSX,1,combo_IWM_down__ext_usd_gold_ratio_le-1,1,206,206,0,54,0.0,0.2621359223300971
