ticker,source,condition,horizon,full_avg,full_trades,full_hit,frozen_avg,frozen_trades,frozen_hit
TEPSX,condition_expansion,ext_vix_close_ge25,2,0.24426818846294673,629,0.575516693163752,0.7354740487284339,34,0.6176470588235294
UAPIX,condition_expansion,ext_vix_close_ge25,2,0.22622345513732206,627,0.5550239234449761,0.7223030443686183,34,0.6176470588235294
UAPSX,condition_expansion,ext_vix_close_ge25,2,0.228329266786202,629,0.5564387917329093,0.7194006568768649,34,0.6176470588235294
UBPIX,condition_expansion,ext_vix_close_ge25,2,0.41238078493986746,765,0.5803921568627451,1.0324220823071872,34,0.7941176470588235
UBPSX,condition_expansion,ext_vix_close_ge25,2,0.4087960777129199,765,0.5803921568627451,1.0281281905466935,34,0.7941176470588235
UDPIX,condition_expansion,ext_vix_close_ge25,2,0.21262454003442047,588,0.5663265306122449,0.3484323199551517,34,0.6176470588235294
UDPSX,condition_expansion,ext_vix_close_ge25,2,0.20876604513791697,588,0.5663265306122449,0.34400181907506644,34,0.6176470588235294
UMPIX,condition_expansion,ext_vix_close_ge25,2,0.2737577524009123,781,0.5672215108834827,0.5966037760517834,34,0.5882352941176471
UMPSX,condition_expansion,ext_vix_close_ge25,2,0.27052309417475745,781,0.5672215108834827,0.5928124733948182,34,0.5882352941176471
UNPIX,condition_expansion,ext_vix_close_ge25,2,0.25686495433169876,781,0.5710627400768246,0.9262936655589856,34,0.7352941176470589
UNPSX,condition_expansion,ext_vix_close_ge25,2,0.253809108982054,781,0.5710627400768246,0.9209074849198334,34,0.7352941176470589
UOPIX,condition_expansion,ext_vix_close_ge25,2,0.27583871047818614,758,0.5659630606860159,0.8340005525094786,34,0.6176470588235294
UOPSX,condition_expansion,ext_vix_close_ge25,2,0.27225449151297826,758,0.5659630606860159,0.8305053054989301,34,0.6176470588235294
UUPIX,condition_expansion,ext_vix_close_ge25,2,0.345400508182629,780,0.5653846153846154,0.7229017942618835,34,0.6764705882352942
UUPSX,condition_expansion,ext_vix_close_ge25,2,0.3418957388206297,780,0.5653846153846154,0.7187979990068442,34,0.6764705882352942
BIPIX,condition_expansion,ext_vix_close_ge25,3,0.23037383535452996,741,0.5708502024291497,0.835695546179517,34,0.7647058823529411
BIPSX,condition_expansion,ext_vix_close_ge25,3,0.2266326616474935,741,0.5708502024291497,0.8327192991380112,34,0.7647058823529411
BMPIX,condition_expansion,ext_vix_close_ge25,3,0.24547585605671862,734,0.5790190735694822,0.5594542002717899,34,0.6764705882352942
BMPSX,condition_expansion,ext_vix_close_ge25,3,0.24144584670143324,734,0.5776566757493188,0.55500009496765,34,0.6764705882352942
INPIX,condition_expansion,ext_vix_close_ge25,3,0.27141613028762773,658,0.5759878419452887,0.6841291258384888,34,0.6470588235294118
INPSX,condition_expansion,ext_vix_close_ge25,3,0.2651591228932045,654,0.5749235474006116,0.6799404777639768,34,0.6470588235294118
PMPIX,condition_expansion,ext_vix_close_ge25,3,0.29369356848907296,768,0.5546875,0.9889135505934316,34,0.6176470588235294
PMPSX,condition_expansion,ext_vix_close_ge25,3,0.2902929519731778,768,0.5559895833333334,0.9843826089538039,34,0.6176470588235294
SMPIX,condition_expansion,ext_vix_close_ge25,3,0.4072306910465631,692,0.5780346820809249,1.1529444517516378,34,0.6470588235294118
SMPSX,condition_expansion,ext_vix_close_ge25,3,0.3985194984527004,684,0.5789473684210527,1.1489260590761365,34,0.6470588235294118
TEPIX,condition_expansion,ext_vix_close_ge25,3,0.2380259015004894,662,0.581570996978852,0.745665662039186,34,0.6470588235294118
TEPSX,condition_expansion,ext_vix_close_ge25,3,0.23582445799976748,662,0.5830815709969789,0.7419748440340125,34,0.6470588235294118
UAPIX,condition_expansion,ext_vix_close_ge25,3,0.22053873803665053,701,0.5663338088445078,0.7265447716805696,34,0.7058823529411765
UAPSX,condition_expansion,ext_vix_close_ge25,3,0.2166000628453079,705,0.5659574468085107,0.7230340495401113,34,0.7058823529411765
UBPIX,condition_expansion,ext_vix_close_ge25,3,0.4116482606056975,755,0.5721854304635762,1.0883051291942698,34,0.7941176470588235
UBPSX,condition_expansion,ext_vix_close_ge25,3,0.4082796239054668,755,0.5708609271523178,1.0861083091011126,34,0.7941176470588235
UGPIX,condition_expansion,ext_vix_close_ge25,3,0.28695276713866535,740,0.5608108108108109,0.35006111727409395,34,0.6176470588235294
UGPSX,condition_expansion,ext_vix_close_ge25,3,0.28336312879772785,739,0.557510148849797,0.34465316401112767,34,0.6176470588235294
ULPIX,condition_expansion,ext_vix_close_ge25,3,0.21968899158864483,779,0.5750962772785623,0.6133424119059547,34,0.6470588235294118
ULPSX,condition_expansion,ext_vix_close_ge25,3,0.21585926397502145,779,0.5750962772785623,0.6091322379135927,34,0.6470588235294118
UMPIX,condition_expansion,ext_vix_close_ge25,3,0.2550067227269171,656,0.5685975609756098,0.6529137559180169,34,0.7058823529411765
UMPSX,condition_expansion,ext_vix_close_ge25,3,0.25145272178136024,656,0.5685975609756098,0.6491877315370487,34,0.7058823529411765
UNPIX,condition_expansion,ext_vix_close_ge25,3,0.2502969506249774,780,0.5794871794871795,0.9806899656148034,34,0.7647058823529411
UNPSX,condition_expansion,ext_vix_close_ge25,3,0.24662268311181448,780,0.5794871794871795,0.9751134883044384,34,0.7647058823529411
UOPIX,condition_expansion,ext_vix_close_ge25,3,0.27411553618582907,660,0.5696969696969697,0.8291642574724748,34,0.6764705882352942
UOPSX,condition_expansion,ext_vix_close_ge25,3,0.28090760625820843,636,0.5691823899371069,0.8259339493429066,34,0.6764705882352942
UUPIX,condition_expansion,ext_vix_close_ge25,3,0.3457281170233231,780,0.5705128205128205,0.6881759932741576,34,0.6764705882352942
UUPSX,condition_expansion,ext_vix_close_ge25,3,0.34177227032669755,780,0.5705128205128205,0.6843689160978194,34,0.6764705882352942
BIPIX,condition_expansion,ext_vix_close_ge25,5,0.23335238898199698,780,0.6102564102564103,0.8603542312274716,34,0.7352941176470589
BIPSX,condition_expansion,ext_vix_close_ge25,5,0.22962355523326994,780,0.6076923076923076,0.8569829481867212,34,0.7352941176470589
BMPIX,condition_expansion,ext_vix_close_ge25,5,0.24080284421974935,742,0.5929919137466307,0.5559320952605777,34,0.7647058823529411
BMPSX,condition_expansion,ext_vix_close_ge25,5,0.26248422969603746,693,0.5974025974025974,0.5516261297282273,34,0.7647058823529411
INPIX,condition_expansion,ext_vix_close_ge25,5,0.2723974421692686,778,0.609254498714653,0.6686170303611708,34,0.6470588235294118
INPSX,condition_expansion,ext_vix_close_ge25,5,0.26868519896956083,778,0.6066838046272494,0.6647322550202309,34,0.6470588235294118
OEPIX,condition_expansion,ext_vix_close_ge25,5,0.274711555159954,710,0.5873239436619718,0.4745374778418401,34,0.7352941176470589
OEPSX,condition_expansion,ext_vix_close_ge25,5,0.2695146719499436,726,0.5840220385674931,0.47045475519549484,34,0.7352941176470589
PMPIX,condition_expansion,ext_vix_close_ge25,5,0.32564474098425084,741,0.5614035087719298,0.9316832562925176,34,0.6176470588235294
PMPSX,condition_expansion,ext_vix_close_ge25,5,0.31961588963241994,741,0.5600539811066126,0.9273980464681735,34,0.6176470588235294
SMPIX,condition_expansion,ext_vix_close_ge25,5,0.377656726951003,665,0.6090225563909775,0.9636734549694393,34,0.6176470588235294
SMPSX,condition_expansion,ext_vix_close_ge25,5,0.3925440659261922,665,0.6045112781954888,0.9593968724825315,34,0.6176470588235294
TEPIX,condition_expansion,ext_vix_close_ge25,5,0.2730936450548033,682,0.5967741935483871,0.7434369384612622,34,0.6176470588235294
TEPSX,condition_expansion,ext_vix_close_ge25,5,0.2701479551345791,682,0.593841642228739,0.7399035245474406,34,0.6176470588235294
UAPIX,condition_expansion,ext_vix_close_ge25,5,0.27898045524577597,760,0.5802631578947368,0.748777062854244,34,0.7352941176470589
UAPSX,condition_expansion,ext_vix_close_ge25,5,0.27550042666609453,753,0.5790172642762285,0.7458250559122461,34,0.7352941176470589
UBPIX,condition_expansion,ext_vix_close_ge25,5,0.4056981334769253,754,0.6021220159151194,1.074406763716342,34,0.7941176470588235
UBPSX,condition_expansion,ext_vix_close_ge25,5,0.40186673452416916,754,0.6021220159151194,1.0714568081425504,34,0.7941176470588235
UDPIX,condition_expansion,ext_vix_close_ge25,5,0.23383531044415667,739,0.5859269282814614,0.39767119761544256,34,0.6176470588235294
UDPSX,condition_expansion,ext_vix_close_ge25,5,0.2300062474933032,739,0.584573748308525,0.3935651733672104,34,0.6176470588235294
UGPIX,condition_expansion,ext_vix_close_ge25,5,0.2855125230491027,671,0.5901639344262295,0.619555066091313,34,0.7647058823529411
UGPSX,condition_expansion,ext_vix_close_ge25,5,0.284417571847357,679,0.5891016200294551,0.6140618213739919,34,0.7647058823529411
UJPIX,condition_expansion,ext_vix_close_ge25,5,0.22185437872058553,652,0.5920245398773006,1.0100965470264485,34,0.7941176470588235
UJPSX,condition_expansion,ext_vix_close_ge25,5,0.23298160093382794,616,0.5892857142857143,1.0064185587875718,34,0.7941176470588235
ULPIX,condition_expansion,ext_vix_close_ge25,5,0.24089995834266031,737,0.5888738127544098,0.6114669822645039,34,0.5882352941176471
ULPSX,condition_expansion,ext_vix_close_ge25,5,0.23189706894113332,725,0.5889655172413794,0.6073211760197369,34,0.5882352941176471
UMPIX,condition_expansion,ext_vix_close_ge25,5,0.2632878089431714,729,0.5939643347050755,0.6894891890232486,34,0.7058823529411765
UMPSX,condition_expansion,ext_vix_close_ge25,5,0.2757542881924963,710,0.5943661971830986,0.6855642481227624,34,0.7058823529411765
UNPIX,condition_expansion,ext_vix_close_ge25,5,0.24811545630788945,762,0.5997375328083989,0.9810094481975516,34,0.8235294117647058
UNPSX,condition_expansion,ext_vix_close_ge25,5,0.24409332960725252,762,0.5997375328083989,0.9754555729970552,34,0.8235294117647058
UOPIX,condition_expansion,ext_vix_close_ge25,5,0.3068284427108483,766,0.5913838120104439,0.7859037846787476,34,0.5588235294117647
UOPSX,condition_expansion,ext_vix_close_ge25,5,0.3031841326073099,766,0.5913838120104439,0.7824485585798093,34,0.5588235294117647
UUPIX,condition_expansion,ext_vix_close_ge25,5,0.35288130660425127,771,0.5953307392996109,0.8142163808635244,34,0.7941176470588235
UUPSX,condition_expansion,ext_vix_close_ge25,5,0.3485378408192887,771,0.5940337224383917,0.8099211260770502,34,0.7941176470588235
BIPIX,condition_expansion,ext_vix_close_ge25,10,0.22607557457044397,779,0.6482670089858793,0.7401313442134099,34,0.7647058823529411
BIPSX,condition_expansion,ext_vix_close_ge25,10,0.22808844958193414,779,0.6482670089858793,0.7368383435102502,34,0.7647058823529411
BMPIX,condition_expansion,ext_vix_close_ge25,10,0.25102495197663605,778,0.6452442159383034,0.46547442099577396,34,0.8235294117647058
BMPSX,condition_expansion,ext_vix_close_ge25,10,0.2470420997082172,778,0.6452442159383034,0.4611887360779119,34,0.8235294117647058
IDPIX,condition_expansion,ext_vix_close_ge25,10,0.20642808564888485,768,0.63671875,0.5509867727081522,34,0.8529411764705882
IDPSX,condition_expansion,ext_vix_close_ge25,10,0.20190991393319024,768,0.63671875,0.5466816172657607,34,0.8529411764705882
INPIX,condition_expansion,ext_vix_close_ge25,10,0.2715173321252147,779,0.6534017971758665,0.7452211395599012,34,0.8235294117647058
INPSX,condition_expansion,ext_vix_close_ge25,10,0.267351711366098,779,0.6521181001283697,0.7410906527392623,34,0.8235294117647058
OEPIX,condition_expansion,ext_vix_close_ge25,10,0.2925935612798262,682,0.6378299120234604,0.5781649573659018,34,0.9117647058823529
OEPSX,condition_expansion,ext_vix_close_ge25,10,0.28888022544786446,682,0.6378299120234604,0.5741159049829418,34,0.9117647058823529
PMPIX,condition_expansion,ext_vix_close_ge25,10,0.2702688972416591,761,0.6084099868593955,0.4905572208580137,34,0.5882352941176471
PMPSX,condition_expansion,ext_vix_close_ge25,10,0.2650578918825051,761,0.6057818659658344,0.48641560589904964,34,0.5882352941176471
SMPIX,condition_expansion,ext_vix_close_ge25,10,0.3696982777591735,717,0.6666666666666666,1.0537753948385002,34,0.8235294117647058
SMPSX,condition_expansion,ext_vix_close_ge25,10,0.3674096892460672,717,0.6680613668061367,1.0497490197263388,34,0.8235294117647058
TEPIX,condition_expansion,ext_vix_close_ge25,10,0.27730521165389793,681,0.671071953010279,0.8216922697852559,34,0.8235294117647058
TEPSX,condition_expansion,ext_vix_close_ge25,10,0.2722628239199719,681,0.671071953010279,0.8174434348022176,34,0.8235294117647058
UAPIX,condition_expansion,ext_vix_close_ge25,10,0.2915101980220488,778,0.6452442159383034,0.8559575951372141,34,0.8529411764705882
UAPSX,condition_expansion,ext_vix_close_ge25,10,0.2877709664706467,778,0.6439588688946015,0.8526655736791066,34,0.8529411764705882
UBPIX,condition_expansion,ext_vix_close_ge25,10,0.38461796759233907,704,0.6647727272727273,1.0175983008445573,34,0.9117647058823529
UBPSX,condition_expansion,ext_vix_close_ge25,10,0.38146057417761237,704,0.6647727272727273,1.013625850132718,34,0.9117647058823529
UDPIX,condition_expansion,ext_vix_close_ge25,10,0.22948283883548798,748,0.6457219251336899,0.45478857356233554,34,0.7941176470588235
UDPSX,condition_expansion,ext_vix_close_ge25,10,0.22594475902411343,748,0.6443850267379679,0.4507742664258727,34,0.7647058823529411
UGPIX,condition_expansion,ext_vix_close_ge25,10,0.277879557413958,719,0.6022253129346314,0.5787200830632813,34,0.7058823529411765
UGPSX,condition_expansion,ext_vix_close_ge25,10,0.2710416056783419,721,0.5991678224687933,0.5733514556219154,34,0.7058823529411765
UJPIX,condition_expansion,ext_vix_close_ge25,10,0.23411844929431896,622,0.6141479099678456,1.0807126490011196,34,0.8823529411764706
UJPSX,condition_expansion,ext_vix_close_ge25,10,0.255824333381033,575,0.6208695652173913,1.076884687301645,34,0.8823529411764706
ULPIX,condition_expansion,ext_vix_close_ge25,10,0.2331650608210876,779,0.6508344030808729,0.670569874545655,34,0.8235294117647058
ULPSX,condition_expansion,ext_vix_close_ge25,10,0.22942506176513852,779,0.6508344030808729,0.666347310260072,34,0.8235294117647058
UMPIX,condition_expansion,ext_vix_close_ge25,10,0.296973783275856,779,0.6495507060333762,0.7570293866301152,34,0.8823529411764706
UMPSX,condition_expansion,ext_vix_close_ge25,10,0.29315429212127764,779,0.6482670089858793,0.7530071899956914,34,0.8823529411764706
UNPIX,condition_expansion,ext_vix_close_ge25,10,0.24443601481389887,779,0.6585365853658537,0.8547043361955005,34,0.8823529411764706
UNPSX,condition_expansion,ext_vix_close_ge25,10,0.24044843298918483,779,0.6585365853658537,0.8502058900611822,34,0.8823529411764706
UOPIX,condition_expansion,ext_vix_close_ge25,10,0.31483653971278946,722,0.6592797783933518,0.8675411246786887,34,0.8235294117647058
UOPSX,condition_expansion,ext_vix_close_ge25,10,0.31125909821680287,722,0.6578947368421053,0.8639414732020764,34,0.8235294117647058
UUPIX,condition_expansion,ext_vix_close_ge25,10,0.34743862123197666,764,0.6426701570680629,0.8485661167327138,34,0.8235294117647058
UUPSX,condition_expansion,ext_vix_close_ge25,10,0.34101370972613704,751,0.6418109187749668,0.844372893997792,34,0.8235294117647058
SMPIX,condition_expansion,ext_vix_chg_up,2,0.21763192941975343,2167,0.5712967235809875,0.599450471172758,174,0.603448275862069
SMPSX,condition_expansion,ext_vix_chg_up,2,0.2135129560232512,2145,0.5706293706293706,0.5964139746345262,174,0.5977011494252874
SMPIX,condition_expansion,ext_vix_chg_up,3,0.20246155248660333,2102,0.5589914367269267,0.4218773442521009,174,0.5977011494252874
SMPIX,condition_expansion,ext_vix_chg_ge10,1,0.4193613754902283,332,0.5753012048192772,1.9733891674518111,45,0.6666666666666666
SMPSX,condition_expansion,ext_vix_chg_ge10,1,0.4149541274920008,332,0.572289156626506,1.967647658517495,45,0.6666666666666666
TEPIX,condition_expansion,ext_vix_chg_ge10,1,0.22429503896599387,332,0.5692771084337349,1.1683234060553396,45,0.6888888888888889
TEPSX,condition_expansion,ext_vix_chg_ge10,1,0.2200168734065349,332,0.5602409638554217,1.1633862841961036,45,0.6888888888888889
UAPIX,condition_expansion,ext_vix_chg_ge10,1,0.30166041627721707,332,0.5662650602409639,1.3830640013154003,45,0.6444444444444445
UAPSX,condition_expansion,ext_vix_chg_ge10,1,0.29899304030925605,332,0.5662650602409639,1.3779391608960092,45,0.6444444444444445
UJPIX,condition_expansion,ext_vix_chg_ge10,1,0.38791748531799314,332,0.5813253012048193,1.635682478635645,45,0.7111111111111111
UJPSX,condition_expansion,ext_vix_chg_ge10,1,0.3850139755017742,332,0.5873493975903614,1.6313281523484575,45,0.7111111111111111
SMPIX,condition_expansion,ext_vix_chg_ge10,2,0.2538254739676098,332,0.5903614457831325,0.9515256140035733,45,0.6666666666666666
SMPSX,condition_expansion,ext_vix_chg_ge10,2,0.2483610220772235,332,0.5903614457831325,0.9451716061193597,45,0.6666666666666666
SMPIX,condition_expansion,ext_vix_chg_ge10,3,0.2290802375388569,328,0.5670731707317073,0.8931779462881778,45,0.6
SMPSX,condition_expansion,ext_vix_chg_ge10,3,0.22585430919919774,328,0.5670731707317073,0.8879999719120868,45,0.6
BIPIX,condition_expansion,ext_vix_chg_ge10,10,0.20557390242243997,308,0.6266233766233766,0.509620472512297,44,0.7045454545454546
BIPSX,condition_expansion,ext_vix_chg_ge10,10,0.21689378705461307,308,0.6266233766233766,0.5057003665717122,44,0.7045454545454546
SMPIX,condition_expansion,ext_vix_chg_ge10,10,0.22695930871040193,318,0.6666666666666666,0.5103372245094774,44,0.6818181818181818
SMPSX,condition_expansion,ext_vix_chg_ge10,10,0.22547735476557967,318,0.6635220125786163,0.5059818075332513,44,0.6818181818181818
SMPIX,condition_expansion,ext_tnx_yield_up,1,0.22052087461293451,198,0.5505050505050505,0.22052087461293451,198,0.5505050505050505
SMPIX,condition_expansion,ext_vix_5dchg_up,1,0.29547799438968453,715,0.5524475524475524,0.44965790674359185,189,0.5608465608465608
SMPSX,condition_expansion,ext_vix_5dchg_up,1,0.2773277562029464,683,0.5519765739385066,0.4474648181070487,189,0.5608465608465608
SMPIX,condition_expansion,ext_vix_5dchg_ge10,1,0.24695223741496633,604,0.5513245033112583,0.7681881069420761,87,0.6091954022988506
SMPSX,condition_expansion,ext_vix_5dchg_ge10,1,0.2658780039159398,558,0.557347670250896,0.7672226047193658,87,0.6091954022988506
UJPSX,condition_expansion,ext_vix_5dchg_ge10,1,0.39646549384737156,182,0.554945054945055,0.5976028242445091,87,0.6091954022988506
SMPIX,condition_expansion,ext_vix_5dchg_ge10,2,0.28505558840362805,871,0.5924225028702641,0.675210540700738,87,0.6666666666666666
SMPSX,condition_expansion,ext_vix_5dchg_ge10,2,0.2823540341631741,871,0.5924225028702641,0.6750099557991291,87,0.6666666666666666
UBPIX,condition_expansion,ext_vix_5dchg_ge10,2,0.25036749626556665,904,0.5741150442477876,0.5221251205142511,87,0.6896551724137931
UBPSX,condition_expansion,ext_vix_5dchg_ge10,2,0.24977873054413116,904,0.5741150442477876,0.519743240058364,87,0.7011494252873564
UUPIX,condition_expansion,ext_vix_5dchg_ge10,2,0.2538995458432886,958,0.5688935281837161,0.38108666992574125,87,0.6091954022988506
UUPSX,condition_expansion,ext_vix_5dchg_ge10,2,0.2494758749450911,958,0.5688935281837161,0.37777492449860206,87,0.6091954022988506
SMPIX,condition_expansion,ext_vix_5dchg_ge10,3,0.2314855974184707,804,0.5883084577114428,0.5953247812313806,87,0.6666666666666666
SMPSX,condition_expansion,ext_vix_5dchg_ge10,3,0.23344392048184112,812,0.5874384236453202,0.5937808799709554,87,0.6666666666666666
BIPSX,condition_expansion,ext_vix_5dchg_ge10,10,0.2194566473523505,838,0.6217183770883055,0.39979191393548014,86,0.6395348837209303
UDPSX,condition_expansion,ext_vix_5dchg_le-10,1,0.2091582872038736,201,0.5771144278606966,0.3439990244309557,75,0.6266666666666667
UOPIX,condition_expansion,ext_vix_5dchg_le-10,1,0.21948898522282517,449,0.5612472160356348,0.28922082351247935,75,0.6533333333333333
UDPIX,condition_expansion,ext_vix_5dchg_le-10,2,0.20106882417431296,727,0.6079779917469051,0.41503386642962026,75,0.7466666666666667
UJPIX,condition_expansion,ext_vix_5dchg_le-10,2,0.3057803746901132,489,0.5664621676891616,0.5617280551214943,75,0.6
UJPSX,condition_expansion,ext_vix_5dchg_le-10,2,0.3132173575364681,437,0.5675057208237986,0.5579058858934297,75,0.6
UJPIX,condition_expansion,ext_vix_5dchg_le-10,3,0.2648437264369875,642,0.5763239875389408,0.4316173754678524,75,0.5866666666666667
UJPSX,condition_expansion,ext_vix_5dchg_le-10,3,0.2612911176400682,642,0.5763239875389408,0.42759685750943693,75,0.5866666666666667
SMPIX,condition_expansion,ext_credit_spread_down,2,0.20059212571251206,2119,0.5705521472392638,0.3581915849107446,189,0.5978835978835979
BTCFX,condition_expansion,ext_credit_spread_le-0_5,3,0.5350057011593986,190,0.5684210526315789,0.2054275061878574,63,0.5714285714285714
SMPIX,condition_expansion,ext_credit_spread_le-0_5,5,0.2022028584641465,1159,0.5849870578084556,0.39322176902078243,63,0.6190476190476191
SMPIX,condition_expansion,ext_jnk_spread_down,2,0.20811821704487424,2099,0.5740828966174368,0.3959461674337161,195,0.6102564102564103
SMPSX,condition_expansion,ext_jnk_spread_down,2,0.2075189516663614,2094,0.5730659025787965,0.39457095631774025,195,0.6051282051282051
SMPIX,condition_expansion,ext_jnk_spread_le-0_5,5,0.2041671925131449,1129,0.5828166519043402,0.4045421754804245,61,0.6229508196721312
SMPSX,condition_expansion,ext_jnk_spread_le-0_5,5,0.2004150061336964,1129,0.5810451727192205,0.4015378317801707,61,0.6229508196721312
SMPIX,condition_expansion,ext_stk_bon_corr_up,3,0.21067706164984693,1243,0.5752212389380531,0.3777087563256394,286,0.6258741258741258
SMPSX,condition_expansion,ext_stk_bon_corr_up,3,0.21329032107677634,1230,0.5756097560975609,0.3752419865858161,286,0.6258741258741258
SMPIX,condition_expansion,ext_stk_bon_corr_up,5,0.2069592468455652,1271,0.5900865460267506,0.39395824673495106,286,0.6573426573426573
SMPSX,condition_expansion,ext_stk_bon_corr_up,5,0.21577872173083915,1214,0.5914332784184514,0.3915368002606615,286,0.6573426573426573
SMPIX,condition_expansion,ext_stk_bon_corr_up,10,0.25406237540323123,1257,0.6364359586316627,0.4335310531600098,283,0.7067137809187279
SMPSX,condition_expansion,ext_stk_bon_corr_up,10,0.2585414078522059,1245,0.636144578313253,0.431011407784395,283,0.7067137809187279
SMPIX,condition_expansion,ext_usd_gold_ratio_ge1,3,0.3407989003017383,354,0.5508474576271186,0.6129991412130322,84,0.5833333333333334
SMPSX,condition_expansion,ext_usd_gold_ratio_ge1,3,0.3370116836764465,354,0.5508474576271186,0.6080892295631446,84,0.5833333333333334
SMPIX,condition_expansion,ext_usd_gold_ratio_ge1,5,0.22841491659204746,667,0.5877061469265368,0.5204108210685671,84,0.6547619047619048
SMPSX,condition_expansion,ext_usd_gold_ratio_ge1,5,0.22820882904616344,650,0.5876923076923077,0.5163100287608395,84,0.6547619047619048
PMPSX,condition_expansion,ext_usd_gold_ratio_ge1,10,0.20227650186801405,795,0.579874213836478,0.5277687775012093,83,0.6867469879518072
SMPIX,condition_expansion,ext_usd_gold_ratio_ge1,10,0.214931716503568,780,0.6166666666666667,0.47446156721029337,83,0.6626506024096386
SMPSX,condition_expansion,ext_usd_gold_ratio_ge1,10,0.2133501012196613,780,0.6141025641025641,0.47035736501590464,83,0.6626506024096386
BIPIX,condition_expansion,ext_usd_gold_ratio_le-1,1,0.2820154061939262,415,0.5710843373493976,0.28897334702915695,115,0.6086956521739131
BIPSX,condition_expansion,ext_usd_gold_ratio_le-1,1,0.2462071781750204,445,0.5550561797752809,0.286131146616986,115,0.6086956521739131
INPIX,condition_expansion,ext_usd_gold_ratio_le-1,1,0.2716619274905115,471,0.5923566878980892,0.27746472172892567,115,0.5565217391304348
INPSX,condition_expansion,ext_usd_gold_ratio_le-1,1,0.274011141083693,462,0.5952380952380952,0.2723453854783191,115,0.5565217391304348
UDPIX,condition_expansion,ext_usd_gold_ratio_le-1,1,0.24202796418209324,394,0.5685279187817259,0.25436541785608957,115,0.5565217391304348
UDPSX,condition_expansion,ext_usd_gold_ratio_le-1,1,0.2385228121378191,394,0.565989847715736,0.25030531720584637,115,0.5565217391304348
ULPIX,condition_expansion,ext_usd_gold_ratio_le-1,1,0.2012449332469138,343,0.5510204081632653,0.25285050708664963,115,0.5565217391304348
SMPIX,condition_expansion,ext_usd_gold_ratio_le-1,3,0.20377924663549227,811,0.5893958076448829,0.41576651012285526,115,0.6260869565217392
SMPIX,condition_expansion,ext_usd_gold_ratio_le-1,10,0.20523413671832588,822,0.6180048661800487,0.40482360370757303,114,0.6403508771929824
SMPSX,condition_expansion,ext_usd_gold_ratio_le-1,10,0.20243790604075165,822,0.6180048661800487,0.40124002650523705,114,0.6403508771929824
TEPIX,condition_expansion,ext_sect_rotation_down,1,0.34824461780358257,123,0.6178861788617886,0.30830878746144336,118,0.6271186440677966
UOPSX,condition_expansion,ext_sect_rotation_down,1,0.2764807700837538,134,0.5671641791044776,0.29141346550234976,122,0.5819672131147541
SMPIX,condition_expansion,ext_sect_rotation_le-0_5,2,0.2609348601006611,746,0.5710455764075067,0.4570230721063758,112,0.5803571428571429
SMPSX,condition_expansion,ext_sect_rotation_le-0_5,2,0.2322445639598877,783,0.5644955300127714,0.45534765809632216,112,0.5803571428571429
SMPSX,condition_expansion,ext_sect_rotation_le-0_5,3,0.20966487079068558,877,0.5541619156214367,0.2399851549467436,112,0.5625
UBPSX,condition_expansion,ext_sect_rotation_le-0_5,5,0.21250042356038534,555,0.5603603603603604,0.33264228532778073,112,0.6339285714285714
SMPIX,condition_expansion,ext_vix_tnx_ratio_up,1,0.22052087461293451,198,0.5505050505050505,0.22052087461293451,198,0.5505050505050505
