ticker,fund_group,source,condition,horizon,full_avg,full_trades,full_hit,frozen_avg,frozen_trades,frozen_hit,tokens
SMPIX,pair_scan,pair_scan,GDX_up_JNK_down,1,0.5165685878447734,144,0.5972222222222222,1.0680509509987348,70,0.6714285714285714,"{'GDX', 'JNK'}"
SMPSX,pair_scan,pair_scan,GDX_up_JNK_down,1,0.5144626011684909,144,0.5972222222222222,1.0679183983179394,70,0.6714285714285714,"{'GDX', 'JNK'}"
TEPIX,pair_scan,pair_scan,GDX_up_JNK_down,1,0.294643027540842,236,0.5508474576271186,0.5503452806559144,79,0.5822784810126582,"{'GDX', 'JNK'}"
UDPIX,pair_scan,pair_scan,GDX_up_JNK_down,1,0.2806903255896869,529,0.5727788279773157,0.4365289631420151,79,0.6075949367088608,"{'GDX', 'JNK'}"
UDPSX,pair_scan,pair_scan,GDX_up_JNK_down,1,0.2581174665571996,517,0.5686653771760155,0.4320572784275533,79,0.6075949367088608,"{'GDX', 'JNK'}"
UOPIX,pair_scan,pair_scan,GDX_up_JNK_down,1,0.392670621081098,340,0.5852941176470589,0.7253159768633973,79,0.6329113924050633,"{'GDX', 'JNK'}"
UOPSX,pair_scan,pair_scan,GDX_up_JNK_down,1,0.3846735944438204,340,0.5852941176470589,0.7226519254642736,79,0.6329113924050633,"{'GDX', 'JNK'}"
UTPIX,pair_scan,pair_scan,GDX_up_JNK_down,1,0.2079777356186872,509,0.5520628683693517,0.3111159442648898,79,0.569620253164557,"{'GDX', 'JNK'}"
UTPSX,pair_scan,pair_scan,GDX_up_JNK_down,1,0.2054427917092719,509,0.5520628683693517,0.3069972628340615,79,0.569620253164557,"{'GDX', 'JNK'}"
UOPIX,pair_scan,pair_scan,GDX_up_JNK_down,2,0.2148563682716648,608,0.5970394736842105,0.2203198864723919,79,0.5569620253164557,"{'GDX', 'JNK'}"
UOPSX,pair_scan,pair_scan,GDX_up_JNK_down,2,0.2027460771080126,623,0.593900481540931,0.2182955937038283,79,0.5569620253164557,"{'GDX', 'JNK'}"
OEPIX,pair_scan,pair_scan,GDX_up_JNK_down,3,0.2066991311877098,159,0.5723270440251572,0.2656141102079225,79,0.5949367088607594,"{'GDX', 'JNK'}"
OEPSX,pair_scan,pair_scan,GDX_up_JNK_down,3,0.2098956235877066,155,0.5806451612903226,0.26204212148947,79,0.5949367088607594,"{'GDX', 'JNK'}"
SMPIX,pair_scan,pair_scan,GDX_up_JNK_down,3,0.2641347102174775,672,0.5892857142857143,0.3949269433659342,79,0.6075949367088608,"{'GDX', 'JNK'}"
SMPSX,pair_scan,pair_scan,GDX_up_JNK_down,3,0.2645319124349135,672,0.5877976190476191,0.39360868329121,79,0.6075949367088608,"{'GDX', 'JNK'}"
UAPIX,pair_scan,pair_scan,GDX_up_JNK_down,3,0.2003725018116874,666,0.5900900900900901,0.2753878119519138,79,0.569620253164557,"{'GDX', 'JNK'}"
UAPSX,pair_scan,pair_scan,GDX_up_JNK_down,3,0.2132761668859693,645,0.5953488372093023,0.2717247329669996,79,0.569620253164557,"{'GDX', 'JNK'}"
UMPIX,pair_scan,pair_scan,GDX_up_JNK_down,3,0.2201987023105786,632,0.5791139240506329,0.2477867534385062,79,0.5569620253164557,"{'GDX', 'JNK'}"
UMPSX,pair_scan,pair_scan,GDX_up_JNK_down,3,0.2159880734634727,632,0.5775316455696202,0.2438965111496263,79,0.5569620253164557,"{'GDX', 'JNK'}"
UOPIX,pair_scan,pair_scan,GDX_up_JNK_down,3,0.2501496249291663,721,0.5991678224687933,0.267973908686313,79,0.6075949367088608,"{'GDX', 'JNK'}"
UOPSX,pair_scan,pair_scan,GDX_up_JNK_down,3,0.2458858566676704,721,0.5977808599167822,0.2655097972156202,79,0.6075949367088608,"{'GDX', 'JNK'}"
REPIX,pair_scan,pair_scan,GDX_up_LQD_up,1,0.2073432413748879,601,0.5690515806988353,0.3036962360471401,124,0.6209677419354839,"{'GDX', 'LQD'}"
UOPIX,pair_scan,pair_scan,GDX_up_LQD_down,1,0.2470398368145645,170,0.5647058823529412,0.2379154660212276,87,0.5517241379310345,"{'GDX', 'LQD'}"
UBPIX,pair_scan,pair_scan,GDX_up_LQD_down,3,0.2782538329656984,313,0.5559105431309904,0.4033423830064794,87,0.5632183908045977,"{'GDX', 'LQD'}"
UBPSX,pair_scan,pair_scan,GDX_up_LQD_down,3,0.2748929392686733,313,0.5559105431309904,0.4012014891908859,87,0.5632183908045977,"{'GDX', 'LQD'}"
BIPIX,pair_scan,pair_scan,GDX_up_QQQ_down,1,0.2188140840160079,579,0.5734024179620034,0.5621360620735036,80,0.6,"{'GDX', 'QQQ'}"
BIPSX,pair_scan,pair_scan,GDX_up_QQQ_down,1,0.2976202767193109,579,0.5751295336787565,0.5589225604667926,80,0.6,"{'GDX', 'QQQ'}"
BMPSX,pair_scan,pair_scan,GDX_up_QQQ_down,1,0.3000176024503946,329,0.5531914893617021,0.5735706148210461,80,0.625,"{'GDX', 'QQQ'}"
CNPIX,pair_scan,pair_scan,GDX_up_QQQ_down,1,0.227939132478107,668,0.5583832335329342,0.3314939949827267,80,0.575,"{'GDX', 'QQQ'}"
CNPSX,pair_scan,pair_scan,GDX_up_QQQ_down,1,0.2086563680997873,608,0.5509868421052632,0.326743238330614,80,0.575,"{'GDX', 'QQQ'}"
CYPIX,pair_scan,pair_scan,GDX_up_QQQ_down,1,0.2453102523441047,733,0.572987721691678,0.7420244495985141,80,0.6875,"{'GDX', 'QQQ'}"
CYPSX,pair_scan,pair_scan,GDX_up_QQQ_down,1,0.2366175455791765,685,0.564963503649635,0.7378651656389218,80,0.675,"{'GDX', 'QQQ'}"
FNPIX,pair_scan,pair_scan,GDX_up_QQQ_down,1,0.3844684294723921,479,0.5949895615866388,0.5042600345443056,80,0.65,"{'GDX', 'QQQ'}"
FNPSX,pair_scan,pair_scan,GDX_up_QQQ_down,1,0.3617726733282935,487,0.5913757700205339,0.4964336832450186,80,0.65,"{'GDX', 'QQQ'}"
HCPIX,pair_scan,pair_scan,GDX_up_QQQ_down,1,0.2464051005417785,731,0.5690834473324213,0.370253749215567,80,0.5625,"{'GDX', 'QQQ'}"
HCPSX,pair_scan,pair_scan,GDX_up_QQQ_down,1,0.2304769293006677,714,0.5644257703081232,0.3662436978190633,80,0.55,"{'GDX', 'QQQ'}"
IDPIX,pair_scan,pair_scan,GDX_up_QQQ_down,1,0.2820503858869617,575,0.5982608695652174,0.6301102960623304,80,0.675,"{'GDX', 'QQQ'}"
IDPSX,pair_scan,pair_scan,GDX_up_QQQ_down,1,0.2509782491166629,621,0.5893719806763285,0.6250387367811843,80,0.675,"{'GDX', 'QQQ'}"
INPIX,pair_scan,pair_scan,GDX_up_QQQ_down,1,0.301346799195746,467,0.5952890792291221,0.5426858689362476,80,0.6,"{'GDX', 'QQQ'}"
INPSX,pair_scan,pair_scan,GDX_up_QQQ_down,1,0.2916161883123614,464,0.5905172413793104,0.5365664066669059,80,0.6,"{'GDX', 'QQQ'}"
LGPSX,pair_scan,pair_scan,GDX_up_QQQ_down,1,0.2069729311105463,549,0.6211293260473588,0.3717346081781659,80,0.6375,"{'GDX', 'QQQ'}"
MLPIX,pair_scan,pair_scan,GDX_up_QQQ_down,1,0.2066220199565461,576,0.5763888888888888,0.3836608600411313,80,0.625,"{'GDX', 'QQQ'}"
MLPSX,pair_scan,pair_scan,GDX_up_QQQ_down,1,0.2056146263028126,515,0.5689320388349515,0.3793799355194428,80,0.625,"{'GDX', 'QQQ'}"
OTPIX,pair_scan,pair_scan,GDX_up_QQQ_down,1,0.2049267134309882,824,0.5995145631067961,0.3841821563289426,80,0.6375,"{'GDX', 'QQQ'}"
PHPIX,pair_scan,pair_scan,GDX_up_QQQ_down,1,0.2491065122169035,436,0.5504587155963303,0.4976273679147996,80,0.6,"{'GDX', 'QQQ'}"
PHPSX,pair_scan,pair_scan,GDX_up_QQQ_down,1,0.2670101950752547,399,0.5513784461152882,0.4961977270889838,80,0.6,"{'GDX', 'QQQ'}"
REPSX,pair_scan,pair_scan,GDX_up_QQQ_down,1,0.2091069330051994,687,0.5589519650655022,0.2947140018776346,80,0.55,"{'GDX', 'QQQ'}"
SGPIX,pair_scan,pair_scan,GDX_up_QQQ_down,1,0.2093233385297034,560,0.5678571428571428,0.3982809861829173,80,0.625,"{'GDX', 'QQQ'}"
SGPSX,pair_scan,pair_scan,GDX_up_QQQ_down,1,0.2134424805870275,514,0.5642023346303502,0.3949181692053093,80,0.625,"{'GDX', 'QQQ'}"
SMPIX,pair_scan,pair_scan,GDX_up_QQQ_down,1,0.645317161802318,532,0.6090225563909775,0.7264765406309193,80,0.6375,"{'GDX', 'QQQ'}"
SMPSX,pair_scan,pair_scan,GDX_up_QQQ_down,1,0.7024733889017561,502,0.6155378486055777,0.7254816304855002,80,0.6375,"{'GDX', 'QQQ'}"
SVPIX,pair_scan,pair_scan,GDX_up_QQQ_down,1,0.2091662258938716,571,0.5516637478108581,0.4030236558868923,80,0.625,"{'GDX', 'QQQ'}"
SVPSX,pair_scan,pair_scan,GDX_up_QQQ_down,1,0.2063314352898745,576,0.5503472222222222,0.3981141969259367,80,0.6125,"{'GDX', 'QQQ'}"
TEPIX,pair_scan,pair_scan,GDX_up_QQQ_down,1,0.3630964932719016,543,0.6224677716390423,0.4600182767692088,80,0.625,"{'GDX', 'QQQ'}"
TEPSX,pair_scan,pair_scan,GDX_up_QQQ_down,1,0.379472878147672,505,0.6257425742574257,0.455533627458442,80,0.625,"{'GDX', 'QQQ'}"
UAPIX,pair_scan,pair_scan,GDX_up_QQQ_down,1,0.3993617971614939,576,0.5694444444444444,0.6842223690556188,80,0.5875,"{'GDX', 'QQQ'}"
UAPSX,pair_scan,pair_scan,GDX_up_QQQ_down,1,0.34563801027822,591,0.560067681895093,0.6775858994997075,80,0.575,"{'GDX', 'QQQ'}"
UBPIX,pair_scan,pair_scan,GDX_up_QQQ_down,1,0.478065464995924,364,0.554945054945055,0.8435721820105041,80,0.625,"{'GDX', 'QQQ'}"
UBPSX,pair_scan,pair_scan,GDX_up_QQQ_down,1,0.484248062212762,368,0.5516304347826086,0.8405940824332644,80,0.625,"{'GDX', 'QQQ'}"
UDPIX,pair_scan,pair_scan,GDX_up_QQQ_down,1,0.4324381464002763,493,0.6227180527383367,0.6019114428023423,80,0.65,"{'GDX', 'QQQ'}"
UDPSX,pair_scan,pair_scan,GDX_up_QQQ_down,1,0.4258242261081271,493,0.6206896551724138,0.5982092841164985,80,0.65,"{'GDX', 'QQQ'}"
UJPIX,pair_scan,pair_scan,GDX_up_QQQ_down,1,0.5009152376244812,454,0.5969162995594713,0.912001590950069,80,0.65,"{'GDX', 'QQQ'}"
UJPSX,pair_scan,pair_scan,GDX_up_QQQ_down,1,0.5088459738620309,439,0.5945330296127562,0.9097000142047196,80,0.65,"{'GDX', 'QQQ'}"
ULPIX,pair_scan,pair_scan,GDX_up_QQQ_down,1,0.3744840854561286,636,0.6022012578616353,0.6756563299696163,80,0.65,"{'GDX', 'QQQ'}"
ULPSX,pair_scan,pair_scan,GDX_up_QQQ_down,1,0.3972892795113617,610,0.6065573770491803,0.6707202240888744,80,0.65,"{'GDX', 'QQQ'}"
UMPIX,pair_scan,pair_scan,GDX_up_QQQ_down,1,0.4013739736213827,556,0.5863309352517986,0.7930364062504407,80,0.6625,"{'GDX', 'QQQ'}"
UMPSX,pair_scan,pair_scan,GDX_up_QQQ_down,1,0.3965049956811258,556,0.5845323741007195,0.7884396805254965,80,0.6625,"{'GDX', 'QQQ'}"
UNPIX,pair_scan,pair_scan,GDX_up_QQQ_down,1,0.3600028935166457,465,0.5591397849462365,0.7153963296279007,80,0.6,"{'GDX', 'QQQ'}"
UOPIX,pair_scan,pair_scan,GDX_up_QQQ_down,1,0.4093113635036807,824,0.6019417475728155,0.7577467756297172,80,0.6375,"{'GDX', 'QQQ'}"
UOPSX,pair_scan,pair_scan,GDX_up_QQQ_down,1,0.4057669772084606,824,0.6007281553398058,0.7551126763470795,80,0.6375,"{'GDX', 'QQQ'}"
UUPIX,pair_scan,pair_scan,GDX_up_QQQ_down,1,0.9314818835796116,165,0.5757575757575758,0.9286338271530248,80,0.5875,"{'GDX', 'QQQ'}"
UUPSX,pair_scan,pair_scan,GDX_up_QQQ_down,1,0.9241336454910076,165,0.5757575757575758,0.9240630856074444,80,0.5875,"{'GDX', 'QQQ'}"
WCPIX,pair_scan,pair_scan,GDX_up_QQQ_down,1,0.307596986184793,269,0.5799256505576208,0.4759486132250673,80,0.575,"{'GDX', 'QQQ'}"
WCPSX,pair_scan,pair_scan,GDX_up_QQQ_down,1,0.2484915659845905,252,0.5674603174603174,0.4705537582665584,80,0.575,"{'GDX', 'QQQ'}"
BKPIX,pair_scan,pair_scan,GDX_up_QQQ_down,2,0.3129649517489355,427,0.5807962529274004,0.4221587124445874,80,0.6375,"{'GDX', 'QQQ'}"
BKPSX,pair_scan,pair_scan,GDX_up_QQQ_down,2,0.3526960945370928,361,0.5789473684210527,0.4181991919616585,80,0.6375,"{'GDX', 'QQQ'}"
SMPIX,pair_scan,pair_scan,GDX_up_QQQ_down,2,0.3166224782794535,794,0.6057934508816121,0.5311725264814787,80,0.6125,"{'GDX', 'QQQ'}"
SMPSX,pair_scan,pair_scan,GDX_up_QQQ_down,2,0.3159208571879572,794,0.6057934508816121,0.5293752297839851,80,0.6125,"{'GDX', 'QQQ'}"
UAPIX,pair_scan,pair_scan,GDX_up_QQQ_down,2,0.2671527376685599,787,0.5730622617534943,0.3589092699522381,80,0.55,"{'GDX', 'QQQ'}"
UAPSX,pair_scan,pair_scan,GDX_up_QQQ_down,2,0.2623678373518501,787,0.5730622617534943,0.3549783268407114,80,0.55,"{'GDX', 'QQQ'}"
UDPIX,pair_scan,pair_scan,GDX_up_QQQ_down,2,0.2054631132475078,651,0.5990783410138248,0.2600790346817148,80,0.5625,"{'GDX', 'QQQ'}"
UDPSX,pair_scan,pair_scan,GDX_up_QQQ_down,2,0.2000860123675161,651,0.5975422427035331,0.2565105650013512,80,0.5625,"{'GDX', 'QQQ'}"
ULPIX,pair_scan,pair_scan,GDX_up_QQQ_down,2,0.2361510430295727,766,0.5992167101827677,0.3212770689156912,80,0.55,"{'GDX', 'QQQ'}"
UMPIX,pair_scan,pair_scan,GDX_up_QQQ_down,2,0.2483283733403247,778,0.5809768637532133,0.4007790131524091,80,0.6,"{'GDX', 'QQQ'}"
UMPSX,pair_scan,pair_scan,GDX_up_QQQ_down,2,0.2340365659484822,790,0.5848101265822785,0.3963159075672814,80,0.5875,"{'GDX', 'QQQ'}"
UNPIX,pair_scan,pair_scan,GDX_up_QQQ_down,2,0.205527147683011,649,0.5839753466872111,0.2781685723261667,80,0.5625,"{'GDX', 'QQQ'}"
UNPSX,pair_scan,pair_scan,GDX_up_QQQ_down,2,0.2008827311741984,635,0.5826771653543307,0.2745835481575091,80,0.5625,"{'GDX', 'QQQ'}"
UOPIX,pair_scan,pair_scan,GDX_up_QQQ_down,2,0.2770713891232895,815,0.5950920245398773,0.3407335212992889,80,0.5625,"{'GDX', 'QQQ'}"
UOPSX,pair_scan,pair_scan,GDX_up_QQQ_down,2,0.273431880948355,815,0.5950920245398773,0.3383409770733347,80,0.5625,"{'GDX', 'QQQ'}"
UUPIX,pair_scan,pair_scan,GDX_up_QQQ_down,2,0.2216461997973784,791,0.5537294563843237,0.5192295510874508,80,0.575,"{'GDX', 'QQQ'}"
UUPSX,pair_scan,pair_scan,GDX_up_QQQ_down,2,0.2060833728678919,705,0.5560283687943263,0.515247100444665,80,0.575,"{'GDX', 'QQQ'}"
BIPSX,pair_scan,pair_scan,GDX_up_QQQ_down,3,0.2112382219355052,811,0.5955610357583231,0.3012666528981572,80,0.6,"{'GDX', 'QQQ'}"
BKPIX,pair_scan,pair_scan,GDX_up_QQQ_down,3,0.2040162123330182,786,0.5750636132315522,0.2779522652040951,80,0.625,"{'GDX', 'QQQ'}"
BKPSX,pair_scan,pair_scan,GDX_up_QQQ_down,3,0.2001925338042556,786,0.5763358778625954,0.27402747068109,80,0.625,"{'GDX', 'QQQ'}"
IDPIX,pair_scan,pair_scan,GDX_up_QQQ_down,3,0.2076905806273996,780,0.6153846153846154,0.2781482971813024,80,0.6375,"{'GDX', 'QQQ'}"
IDPSX,pair_scan,pair_scan,GDX_up_QQQ_down,3,0.201739369999582,780,0.6141025641025641,0.2740878884585915,80,0.6375,"{'GDX', 'QQQ'}"
INPIX,pair_scan,pair_scan,GDX_up_QQQ_down,3,0.2190292289391298,779,0.6225930680359435,0.2107877410342014,80,0.6125,"{'GDX', 'QQQ'}"
INPSX,pair_scan,pair_scan,GDX_up_QQQ_down,3,0.2145701689349946,779,0.6213093709884467,0.2064199053239067,80,0.6125,"{'GDX', 'QQQ'}"
SMPIX,pair_scan,pair_scan,GDX_up_QQQ_down,3,0.3027773265814336,815,0.6085889570552148,0.4237966557843735,80,0.625,"{'GDX', 'QQQ'}"
SMPSX,pair_scan,pair_scan,GDX_up_QQQ_down,3,0.3017931423959515,814,0.6031941031941032,0.4219804592689679,80,0.625,"{'GDX', 'QQQ'}"
TEPIX,pair_scan,pair_scan,GDX_up_QQQ_down,3,0.2291160362456328,824,0.6322815533980582,0.2336350997732243,80,0.65,"{'GDX', 'QQQ'}"
TEPSX,pair_scan,pair_scan,GDX_up_QQQ_down,3,0.2213661205937505,821,0.6297198538367844,0.2300454432861943,80,0.65,"{'GDX', 'QQQ'}"
UAPIX,pair_scan,pair_scan,GDX_up_QQQ_down,3,0.2622333492701809,788,0.6116751269035533,0.3046725388352306,80,0.6125,"{'GDX', 'QQQ'}"
UAPSX,pair_scan,pair_scan,GDX_up_QQQ_down,3,0.2576756364709999,788,0.6104060913705583,0.3006463388645729,80,0.6125,"{'GDX', 'QQQ'}"
UBPIX,pair_scan,pair_scan,GDX_up_QQQ_down,3,0.2344139895693223,774,0.5607235142118863,0.516066098815781,80,0.6,"{'GDX', 'QQQ'}"
UBPSX,pair_scan,pair_scan,GDX_up_QQQ_down,3,0.2310713087745073,774,0.5594315245478036,0.5146869875400464,80,0.6,"{'GDX', 'QQQ'}"
UDPIX,pair_scan,pair_scan,GDX_up_QQQ_down,3,0.2194238696867982,797,0.617314930991217,0.2227536595428402,80,0.6,"{'GDX', 'QQQ'}"
UDPSX,pair_scan,pair_scan,GDX_up_QQQ_down,3,0.2149799898791799,797,0.616060225846926,0.2189784137870278,80,0.6,"{'GDX', 'QQQ'}"
UGPIX,pair_scan,pair_scan,GDX_up_QQQ_down,3,0.2222849118773435,762,0.573490813648294,0.4172608925105843,80,0.5625,"{'GDX', 'QQQ'}"
UGPSX,pair_scan,pair_scan,GDX_up_QQQ_down,3,0.2181943192678752,762,0.5708661417322834,0.4135625006097091,80,0.5625,"{'GDX', 'QQQ'}"
UJPIX,pair_scan,pair_scan,GDX_up_QQQ_down,3,0.2429962023982989,773,0.5950840879689522,0.3782400228302586,80,0.5625,"{'GDX', 'QQQ'}"
UJPSX,pair_scan,pair_scan,GDX_up_QQQ_down,3,0.2399318279713469,773,0.5989650711513583,0.3780833376958684,80,0.5625,"{'GDX', 'QQQ'}"
ULPIX,pair_scan,pair_scan,GDX_up_QQQ_down,3,0.2610646402392454,815,0.6417177914110429,0.2702818641895879,80,0.6125,"{'GDX', 'QQQ'}"
ULPSX,pair_scan,pair_scan,GDX_up_QQQ_down,3,0.2576244961337455,815,0.6404907975460122,0.266285798462713,80,0.6125,"{'GDX', 'QQQ'}"
UMPIX,pair_scan,pair_scan,GDX_up_QQQ_down,3,0.2628933665426201,788,0.6142131979695431,0.3043804794430664,80,0.6125,"{'GDX', 'QQQ'}"
UMPSX,pair_scan,pair_scan,GDX_up_QQQ_down,3,0.2582699649821291,788,0.6129441624365483,0.3002611097247777,80,0.6125,"{'GDX', 'QQQ'}"
UNPIX,pair_scan,pair_scan,GDX_up_QQQ_down,3,0.225457620789343,824,0.5946601941747572,0.3185755467437955,80,0.5625,"{'GDX', 'QQQ'}"
UNPSX,pair_scan,pair_scan,GDX_up_QQQ_down,3,0.2215290495617996,824,0.5934466019417476,0.314275667507788,80,0.5625,"{'GDX', 'QQQ'}"
UOPIX,pair_scan,pair_scan,GDX_up_QQQ_down,3,0.3312891389429975,821,0.633373934226553,0.3102316714683916,80,0.6375,"{'GDX', 'QQQ'}"
UOPSX,pair_scan,pair_scan,GDX_up_QQQ_down,3,0.3277176303978432,821,0.6321559074299634,0.3076271022158809,80,0.6375,"{'GDX', 'QQQ'}"
UUPIX,pair_scan,pair_scan,GDX_up_QQQ_down,3,0.2352670096357607,824,0.558252427184466,0.4356453295714341,80,0.5875,"{'GDX', 'QQQ'}"
UUPSX,pair_scan,pair_scan,GDX_up_QQQ_down,3,0.2312137301622721,824,0.558252427184466,0.4317876317759593,80,0.5875,"{'GDX', 'QQQ'}"
SMPIX,pair_scan,pair_scan,GDX_up_SLV_down,2,0.221278140554424,385,0.5844155844155844,0.9404798173913512,31,0.6451612903225806,"{'GDX', 'SLV'}"
SMPSX,pair_scan,pair_scan,GDX_up_SLV_down,2,0.2171496507191124,385,0.5844155844155844,0.9357263151217764,31,0.6451612903225806,"{'GDX', 'SLV'}"
UGPIX,pair_scan,pair_scan,GDX_up_SLV_down,3,0.2217839566692973,349,0.5587392550143266,0.2954387053238875,31,0.5806451612903226,"{'GDX', 'SLV'}"
UGPSX,pair_scan,pair_scan,GDX_up_SLV_down,3,0.2190081805619159,349,0.5530085959885387,0.2906027344324271,31,0.5806451612903226,"{'GDX', 'SLV'}"
BIPIX,pair_scan,pair_scan,GDX_up_SPY_down,1,0.2148591760154328,674,0.56973293768546,0.6948839865299641,76,0.618421052631579,"{'SPY', 'GDX'}"
BIPSX,pair_scan,pair_scan,GDX_up_SPY_down,1,0.210936947689271,674,0.56973293768546,0.6908635608158312,76,0.618421052631579,"{'SPY', 'GDX'}"
BLPIX,pair_scan,pair_scan,GDX_up_SPY_down,1,0.2056768931500473,536,0.5970149253731343,0.3373102844417288,76,0.631578947368421,"{'SPY', 'GDX'}"
BLPSX,pair_scan,pair_scan,GDX_up_SPY_down,1,0.2038374195172129,526,0.591254752851711,0.3354172617012832,76,0.631578947368421,"{'SPY', 'GDX'}"
BMPIX,pair_scan,pair_scan,GDX_up_SPY_down,1,0.3676538170680211,294,0.5578231292517006,0.6046769403500556,76,0.618421052631579,"{'SPY', 'GDX'}"
BMPSX,pair_scan,pair_scan,GDX_up_SPY_down,1,0.4283283399739281,265,0.5660377358490566,0.6009484762557763,76,0.618421052631579,"{'SPY', 'GDX'}"
CYPIX,pair_scan,pair_scan,GDX_up_SPY_down,1,0.2928680349391564,545,0.5908256880733945,0.6262111919552791,76,0.6447368421052632,"{'SPY', 'GDX'}"
CYPSX,pair_scan,pair_scan,GDX_up_SPY_down,1,0.2964021744548372,521,0.5892514395393474,0.6212528628206148,76,0.631578947368421,"{'SPY', 'GDX'}"
FNPIX,pair_scan,pair_scan,GDX_up_SPY_down,1,0.3647306615797301,342,0.5789473684210527,0.4423271676308141,76,0.618421052631579,"{'SPY', 'GDX'}"
FNPSX,pair_scan,pair_scan,GDX_up_SPY_down,1,0.3669511125993672,317,0.580441640378549,0.4350824901890619,76,0.618421052631579,"{'SPY', 'GDX'}"
IDPIX,pair_scan,pair_scan,GDX_up_SPY_down,1,0.2885952239494157,523,0.5850860420650096,0.6601014550841818,76,0.6710526315789473,"{'SPY', 'GDX'}"
IDPSX,pair_scan,pair_scan,GDX_up_SPY_down,1,0.2835683660603825,528,0.5833333333333334,0.6554301005734299,76,0.6710526315789473,"{'SPY', 'GDX'}"
INPIX,pair_scan,pair_scan,GDX_up_SPY_down,1,0.2782044214615616,485,0.5958762886597938,0.4582845336280809,76,0.5657894736842105,"{'SPY', 'GDX'}"
INPSX,pair_scan,pair_scan,GDX_up_SPY_down,1,0.2675121289722844,477,0.5932914046121593,0.4524126748409854,76,0.5657894736842105,"{'SPY', 'GDX'}"
LGPIX,pair_scan,pair_scan,GDX_up_SPY_down,1,0.2236988420780116,498,0.6345381526104418,0.3785476592937196,76,0.6578947368421053,"{'SPY', 'GDX'}"
LGPSX,pair_scan,pair_scan,GDX_up_SPY_down,1,0.2176381904956134,504,0.625,0.3744173552611606,76,0.6578947368421053,"{'SPY', 'GDX'}"
MDPIX,pair_scan,pair_scan,GDX_up_SPY_down,1,0.2411244514949302,505,0.5742574257425742,0.4491658654070239,76,0.618421052631579,"{'SPY', 'GDX'}"
MDPSX,pair_scan,pair_scan,GDX_up_SPY_down,1,0.2349702615540382,502,0.5717131474103586,0.4456624491562668,76,0.618421052631579,"{'SPY', 'GDX'}"
MLPIX,pair_scan,pair_scan,GDX_up_SPY_down,1,0.262041359007168,317,0.5772870662460567,0.4222209887566801,76,0.5921052631578947,"{'SPY', 'GDX'}"
MLPSX,pair_scan,pair_scan,GDX_up_SPY_down,1,0.239331670664691,329,0.5653495440729484,0.4178756665626983,76,0.5921052631578947,"{'SPY', 'GDX'}"
REPSX,pair_scan,pair_scan,GDX_up_SPY_down,1,0.2667689991657043,362,0.5552486187845304,0.3119942926310569,76,0.5526315789473685,"{'SPY', 'GDX'}"
SGPIX,pair_scan,pair_scan,GDX_up_SPY_down,1,0.2613866308158785,485,0.5525773195876289,0.4504729292685761,76,0.631578947368421,"{'SPY', 'GDX'}"
SLPIX,pair_scan,pair_scan,GDX_up_SPY_down,1,0.2222134983510071,511,0.5616438356164384,0.4282391459701244,76,0.6052631578947368,"{'SPY', 'GDX'}"
SLPSX,pair_scan,pair_scan,GDX_up_SPY_down,1,0.2633583914686137,509,0.5658153241650294,0.4240634880026386,76,0.5921052631578947,"{'SPY', 'GDX'}"
SMPIX,pair_scan,pair_scan,GDX_up_SPY_down,1,0.7048603203035182,473,0.6131078224101479,0.9549726823133228,76,0.6578947368421053,"{'SPY', 'GDX'}"
SMPSX,pair_scan,pair_scan,GDX_up_SPY_down,1,0.6994645559542295,469,0.6098081023454158,0.9534737177031726,76,0.6578947368421053,"{'SPY', 'GDX'}"
SVPIX,pair_scan,pair_scan,GDX_up_SPY_down,1,0.3050664457341833,303,0.5544554455445545,0.4530980243781575,76,0.6052631578947368,"{'SPY', 'GDX'}"
TEPIX,pair_scan,pair_scan,GDX_up_SPY_down,1,0.326837347730503,565,0.6141592920353982,0.5770936888647318,76,0.631578947368421,"{'SPY', 'GDX'}"
TEPSX,pair_scan,pair_scan,GDX_up_SPY_down,1,0.3126446848288942,528,0.6136363636363636,0.5718350419203841,76,0.631578947368421,"{'SPY', 'GDX'}"
UAPIX,pair_scan,pair_scan,GDX_up_SPY_down,1,0.5246904434964945,509,0.5658153241650294,0.8357865074836875,76,0.5921052631578947,"{'SPY', 'GDX'}"
UAPSX,pair_scan,pair_scan,GDX_up_SPY_down,1,0.4917133206025215,525,0.56,0.8296399782611107,76,0.5921052631578947,"{'SPY', 'GDX'}"
UDPIX,pair_scan,pair_scan,GDX_up_SPY_down,1,0.3794048093346651,534,0.602996254681648,0.5434378415295732,76,0.6447368421052632,"{'SPY', 'GDX'}"
UDPSX,pair_scan,pair_scan,GDX_up_SPY_down,1,0.3753564278968059,534,0.601123595505618,0.5393161561816656,76,0.6447368421052632,"{'SPY', 'GDX'}"
UEPIX,pair_scan,pair_scan,GDX_up_SPY_down,1,0.4206783765948881,128,0.59375,0.410993113988879,76,0.631578947368421,"{'SPY', 'GDX'}"
UEPSX,pair_scan,pair_scan,GDX_up_SPY_down,1,0.4106830598917376,141,0.5957446808510638,0.4049133189252091,76,0.631578947368421,"{'SPY', 'GDX'}"
UJPIX,pair_scan,pair_scan,GDX_up_SPY_down,1,0.5248112416899127,469,0.582089552238806,1.0968477660378426,76,0.6447368421052632,"{'SPY', 'GDX'}"
