ticker,strategy_no,condition,horizon,trades,winner_days,overridden_days,exclusive_days,swallowed_ratio,exclusive_ratio
BMPSX,3,combo_HYG_up__ext_sect_rotation_le-0_5,2,565,564,1,477,0.0017699115044247787,0.8442477876106195
BTCFX,1,QQQ_down_down_down_XLK_XLV,1,223,223,0,48,0.0,0.21524663677130046
BTCFX,2,combo_EEM_down__ext_credit_spread_down,2,203,123,80,96,0.39408866995073893,0.4729064039408867
BTCFX,3,HYG_down_down_down_SPY_XLF,3,251,75,176,75,0.701195219123506,0.29880478087649404
CNPIX,1,combo_XLV_down__ext_usd_gold_ratio_le-1,1,177,177,0,177,0.0,1.0
CNPSX,1,GDX_up_up_down_TIP_XLK,1,509,509,0,509,0.0,1.0
CYPIX,1,GDX_up_down_down_XLK_XLV,1,482,482,0,293,0.0,0.6078838174273858
CYPIX,2,combo_TIP_up__ext_usd_gold_ratio_down,1,977,739,238,739,0.2436028659160696,0.7563971340839304
CYPIX,3,combo_HYG_up__ext_sect_rotation_le-0_5,3,528,471,57,382,0.10795454545454546,0.7234848484848485
CYPSX,1,combo_EEM_down__ext_usd_gold_ratio_le-1,1,125,125,0,125,0.0,1.0
ENPIX,1,combo_XLC_down__ext_sect_rotation_down,1,403,403,0,272,0.0,0.674937965260546
ENPIX,2,combo_XLU_down__ext_vix_chg_down,2,813,708,105,708,0.12915129151291513,0.8708487084870848
ENPIX,3,GLD_up_down_down_QQQ_XLV,2,755,654,101,591,0.1337748344370861,0.7827814569536424
ENPSX,1,combo_XLC_down__ext_sect_rotation_down,1,403,403,0,272,0.0,0.674937965260546
ENPSX,2,combo_XLU_down__ext_vix_chg_down,2,813,771,42,708,0.05166051660516605,0.8708487084870848
ENPSX,3,GLD_up_down_down_QQQ_XLV,3,754,590,164,590,0.21750663129973474,0.7824933687002652
FNPIX,1,GDX_up_down_down_XLF_XLK,1,335,335,0,91,0.0,0.2716417910447761
FNPIX,2,GLD_up_down_down_IWM_XLF,3,893,649,244,649,0.2732362821948488,0.7267637178051511
FNPIX,3,EEM_up_down_down_GDX_GLD,2,501,501,0,501,0.0,1.0
FNPSX,1,GDX_up_down_down_SPY_XLF,1,282,282,0,70,0.0,0.24822695035460993
FNPSX,2,GLD_up_down_down_IWM_XLF,3,893,566,327,566,0.3661814109742441,0.6338185890257558
FNPSX,3,combo_FXY_up__ext_yld_curve_proxy_up,1,644,561,83,432,0.12888198757763975,0.6708074534161491
GVPSX,1,combo_TLT_down__self_3down,1,399,399,0,399,0.0,1.0
HCPIX,1,FXY_up_up_down_GDX_QQQ,1,494,494,0,494,0.0,1.0
HCPSX,1,FXY_up_up_down_GDX_QQQ,1,485,485,0,243,0.0,0.5010309278350515
HCPSX,2,EEM_down_up_down_TIP_XLK,1,753,502,251,502,0.3333333333333333,0.6666666666666666
HCPSX,3,combo_XLC_up__ext_yld_curve_proxy_up,1,429,408,21,386,0.04895104895104895,0.8997668997668997
IDPIX,1,GDX_up_XLK_down,1,501,501,0,260,0.0,0.5189620758483033
IDPIX,2,combo_XLE_up__ext_sect_rotation_le-0_5,2,689,539,150,539,0.21770682148040638,0.7822931785195936
IDPIX,3,combo_XLF_down__ext_vix_5dchg_ge10,1,598,475,123,456,0.205685618729097,0.7625418060200669
IDPSX,1,GDX_up_down_down_SPY_XLK,1,404,404,0,125,0.0,0.3094059405940594
IDPSX,2,ext_vix_close_ge25,10,768,628,140,628,0.18229166666666666,0.8177083333333334
IDPSX,3,combo_GDX_up__ext_sect_rotation_down,1,883,632,251,560,0.2842582106455266,0.6342015855039638
INPIX,1,GLD_up_down_down_XLF_XLK,1,342,342,0,202,0.0,0.5906432748538012
INPIX,2,EEM_down_down_down_XLE_XLV,2,1173,1033,140,1033,0.11935208866155157,0.8806479113384484
INPIX,3,LQD_up_up_up_XLK_XLV,2,917,917,0,917,0.0,1.0
INPSX,1,combo_IWM_down__ext_usd_gold_ratio_le-1,1,206,206,0,133,0.0,0.6456310679611651
INPSX,2,EEM_down_down_down_XLE_XLU,2,1072,1018,54,991,0.05037313432835821,0.9244402985074627
INPSX,3,LQD_up_up_up_XLK_XLV,2,871,823,48,823,0.05510907003444317,0.9448909299655568
LGPIX,1,combo_XLV_down__ext_usd_gold_ratio_le-1,1,191,191,0,191,0.0,1.0
LGPSX,1,combo_XLV_down__ext_usd_gold_ratio_le-1,1,191,191,0,191,0.0,1.0
LVPIX,1,combo_XLV_down__ext_usd_gold_ratio_le-1,1,184,184,0,184,0.0,1.0
LVPSX,1,combo_XLV_down__ext_usd_gold_ratio_le-1,1,168,168,0,168,0.0,1.0
MDPIX,1,GDX_up_down_down_SPY_XLF,1,393,393,0,188,0.0,0.47837150127226463
MDPIX,2,combo_ext_vix_close_up__self_3down,1,349,268,81,268,0.23209169054441262,0.7679083094555874
MDPIX,3,FXY_up_up_down_GDX_QQQ,1,434,249,185,224,0.42626728110599077,0.5161290322580645
MDPSX,1,GDX_up_down_down_IWM_XLF,1,387,387,0,387,0.0,1.0
MGPIX,1,GDX_up_down_down_XLF_XLK,1,400,400,0,400,0.0,1.0
MGPSX,1,GDX_up_down_down_XLF_XLK,1,400,400,0,400,0.0,1.0
MLPIX,1,GDX_up_down_down_SPY_XLF,1,216,216,0,35,0.0,0.16203703703703703
MLPIX,2,GDX_up_QQQ_down,1,576,264,312,264,0.5416666666666666,0.4583333333333333
MLPIX,3,GDX_up_up_down_GLD_IWM,1,424,284,140,126,0.330188679245283,0.2971698113207547
MLPSX,1,GDX_up_down_down_SPY_XLF,1,219,219,0,63,0.0,0.2876712328767123
MLPSX,2,GDX_up_QQQ_down,1,515,142,373,142,0.7242718446601941,0.2757281553398058
MLPSX,3,GDX_up_down_down_QQQ_XLV,1,465,355,110,137,0.23655913978494625,0.2946236559139785
OEPIX,1,combo_XLU_big_down__ext_vix_close_up,3,519,519,0,265,0.0,0.5105973025048169
OEPIX,2,combo_XLV_down__ext_sect_rotation_down,3,803,529,274,529,0.3412204234122042,0.6587795765877957
OEPIX,3,XLE_up_XLU_down,2,781,612,169,481,0.21638924455825864,0.615877080665813
OEPSX,1,combo_XLU_big_down__ext_vix_20dvol_up,3,532,532,0,269,0.0,0.5056390977443609
OEPSX,2,combo_XLV_down__ext_sect_rotation_down,3,809,533,276,533,0.3411619283065513,0.6588380716934487
OEPSX,3,XLE_up_XLU_down,2,780,604,176,474,0.22564102564102564,0.6076923076923076
OTPIX,1,combo_XLF_big_down__self_down,1,749,749,0,749,0.0,1.0
OTPSX,1,combo_IWM_down__ext_usd_gold_ratio_le-1,1,300,300,0,300,0.0,1.0
PHPIX,1,FXY_up_up_down_GDX_QQQ,1,468,468,0,33,0.0,0.07051282051282051
PHPIX,2,combo_QQQ_down__ext_usd_gold_ratio_down,2,953,389,564,389,0.5918153200419727,0.40818467995802726
PHPIX,3,JNK_down_up_down_TIP_XLF,1,683,499,184,353,0.26939970717423134,0.5168374816983895
PHPSX,1,FXY_up_up_down_GDX_QQQ,1,462,462,0,239,0.0,0.5173160173160173
PHPSX,2,JNK_down_up_down_TIP_XLF,1,683,503,180,503,0.2635431918008785,0.7364568081991215
PHPSX,3,combo_JNK_up__ext_sect_rotation_le-0_5,2,372,329,43,329,0.11559139784946236,0.8844086021505376
PMPIX,1,combo_ext_sect_rotation_up__self_big_down,1,521,521,0,272,0.0,0.5220729366602687
PMPIX,2,LQD_up_UUP_up,2,921,715,206,715,0.22366992399565688,0.7763300760043431
PMPIX,3,GLD_down_up_down_QQQ_TLT,2,736,614,122,540,0.16576086956521738,0.7336956521739131
PMPSX,1,combo_ext_sect_rotation_up__self_big_down,1,525,525,0,83,0.0,0.1580952380952381
PMPSX,2,QQQ_up_SLV_down,2,1051,849,202,849,0.192197906755471,0.807802093244529
PMPSX,3,combo_QQQ_down__ext_usd_gold_ratio_up,10,990,750,240,750,0.24242424242424243,0.7575757575757576
REPIX,1,combo_XLF_big_down__ext_tnx_yield_ge1,1,696,696,0,181,0.0,0.2600574712643678
REPIX,2,GLD_up_XLV_down,2,1195,609,586,609,0.4903765690376569,0.5096234309623431
REPIX,3,combo_XLF_down__ext_tnx_chgbp_down,1,1290,857,433,565,0.33565891472868215,0.437984496124031
REPSX,1,combo_XLF_big_down__ext_tnx_yield_ge1,1,696,696,0,358,0.0,0.514367816091954
REPSX,2,GLD_up_XLV_down,2,1195,743,452,743,0.3782426778242678,0.6217573221757322
REPSX,3,combo_HYG_up__self_down,1,701,630,71,472,0.10128388017118402,0.6733238231098431
RRPIX,1,combo_XLV_big_down__ext_sect_rotation_up,1,209,209,0,209,0.0,1.0
RRPSX,1,combo_XLV_big_down__ext_sect_rotation_up,1,196,196,0,196,0.0,1.0
SGPIX,1,GDX_up_down_down_SPY_XLF,1,326,326,0,326,0.0,1.0
SGPSX,1,GDX_up_down_down_SPY_XLK,1,390,390,0,390,0.0,1.0
SLPIX,1,GDX_up_down_down_XLF_XLK,1,366,366,0,105,0.0,0.28688524590163933
SLPIX,2,combo_XLF_big_down__self_down,1,804,628,176,628,0.21890547263681592,0.7810945273631841
SLPIX,3,FXY_up_up_down_GDX_QQQ,1,488,257,231,208,0.4733606557377049,0.4262295081967213
SLPSX,1,GDX_up_down_down_XLF_XLK,1,331,331,0,196,0.0,0.5921450151057401
SLPSX,2,combo_XLF_big_down__self_down,1,808,675,133,675,0.1646039603960396,0.8353960396039604
SLPSX,3,FXY_up_up_up_GDX_LQD,1,293,261,32,244,0.10921501706484642,0.8327645051194539
SMPIX,1,combo_QQQ_down__ext_vix_5dchg_up,1,591,591,0,94,0.0,0.15905245346869712
SMPIX,2,combo_TLT_up__ext_yld_curve_proxy_up,2,2094,939,1155,939,0.5515759312320917,0.4484240687679083
SMPIX,3,combo_XLV_down__ext_vix_close_up,2,2193,1781,412,914,0.1878704970360237,0.416780665754674
SMPSX,1,GDX_up_down_down_SPY_XLK,1,441,441,0,51,0.0,0.11564625850340136
SMPSX,2,combo_XLV_down__ext_vix_close_up,2,2192,1884,308,992,0.14051094890510948,0.45255474452554745
SMPSX,3,combo_TLT_up__ext_yld_curve_proxy_up,2,2094,942,1152,942,0.5501432664756447,0.4498567335243553
SNPIX,1,QQQ_up_up_up_XLC_XLV,1,158,158,0,120,0.0,0.759493670886076
SNPIX,2,combo_XLF_big_up__ext_tnx_chgbp_down,1,218,171,47,171,0.21559633027522937,0.7844036697247706
SNPIX,3,GDX_up_up_up_XLC_XLV,2,151,128,23,106,0.152317880794702,0.7019867549668874
SNPSX,1,SPY_up_up_up_XLC_XLK,1,147,147,0,147,0.0,1.0
SPPIX,1,GLD_up_up_down_XLE_XLV,1,421,350,71,320,0.16864608076009502,0.7600950118764845
SPPIX,2,EEM_up_up_down_GLD_IWM,1,290,290,0,165,0.0,0.5689655172413793
SPPIX,3,GDX_up_down_down_IWM_TLT,1,215,109,106,109,0.4930232558139535,0.5069767441860465
SPPSX,1,GLD_up_up_down_XLE_XLV,1,421,350,71,320,0.16864608076009502,0.7600950118764845
SPPSX,2,EEM_up_up_down_GLD_IWM,1,290,290,0,165,0.0,0.5689655172413793
SPPSX,3,GDX_up_down_down_IWM_TLT,1,215,109,106,109,0.4930232558139535,0.5069767441860465
SVPIX,1,GDX_up_down_down_SPY_XLK,1,394,394,0,246,0.0,0.6243654822335025
SVPIX,2,combo_FXY_up__ext_vix_5dchg_ge10,1,434,333,101,328,0.23271889400921658,0.7557603686635944
SVPIX,3,LQD_down_up_up_SLV_XLE,2,286,229,57,229,0.1993006993006993,0.8006993006993007
SVPSX,1,GDX_up_down_down_SPY_XLK,1,406,406,0,170,0.0,0.4187192118226601
SVPSX,2,combo_FXY_up__ext_vix_5dchg_ge10,1,424,318,106,301,0.25,0.7099056603773585
SVPSX,3,GDX_up_up_down_TIP_XLF,1,406,190,216,190,0.5320197044334976,0.46798029556650245
TEPIX,1,GLD_up_down_down_XLF_XLK,1,345,345,0,174,0.0,0.5043478260869565
TEPIX,2,FXY_up_TIP_up,1,1504,1333,171,1191,0.11369680851063829,0.7918882978723404
TEPIX,3,EEM_up_GLD_down,1,1031,889,142,889,0.13773035887487875,0.8622696411251213
TEPSX,1,GLD_up_down_down_XLF_XLK,1,345,345,0,53,0.0,0.1536231884057971
TEPSX,2,FXY_up_TIP_up,1,1490,1319,171,889,0.11476510067114094,0.5966442953020135
TEPSX,3,combo_XLV_down__self_down,2,1494,827,667,827,0.4464524765729585,0.5535475234270415
UAPIX,1,EEM_down_down_down_XLE_XLF,1,1177,1177,0,514,0.0,0.4367034834324554
UAPIX,2,combo_XLK_down__ext_stk_bon_corr_down,3,1442,779,663,636,0.45977808599167824,0.44105409153952846
UAPIX,3,GDX_down_down_up_GLD_XLF,2,677,534,143,534,0.21122599704579026,0.7887740029542097
UAPSX,1,EEM_down_down_down_XLE_XLF,1,1178,1178,0,342,0.0,0.2903225806451613
UAPSX,2,combo_XLK_down__ext_vix_chg_up,3,1515,679,836,566,0.5518151815181518,0.3735973597359736
UAPSX,3,GDX_down_down_up_GLD_XLF,2,674,561,113,561,0.16765578635014836,0.8323442136498517
UBPIX,1,GDX_up_XLC_down,1,302,302,0,96,0.0,0.31788079470198677
UBPIX,2,QQQ_down_XLV_down,2,1315,937,378,937,0.2874524714828897,0.7125475285171102
UBPIX,3,combo_GDX_up__ext_vix_5dchg_up,3,923,764,159,513,0.1722643553629469,0.5557963163596966
UBPSX,1,GDX_up_XLC_down,1,302,302,0,84,0.0,0.2781456953642384
UBPSX,2,QQQ_down_XLV_down,2,1315,992,323,992,0.24562737642585553,0.7543726235741445
UBPSX,3,combo_GDX_up__ext_sect_rotation_down,3,879,709,170,513,0.19340159271899887,0.5836177474402731
UCPIX,1,JNK_up_down_up_LQD_XLC,2,132,132,0,132,0.0,1.0
UCPSX,1,GDX_down_up_up_XLC_XLF,1,124,124,0,124,0.0,1.0
UDPIX,1,combo_XLV_big_down__self_down,1,530,530,0,47,0.0,0.08867924528301886
UDPIX,2,combo_XLK_down__self_down,1,1883,1410,473,1311,0.25119490175252257,0.6962294211364843
UDPIX,3,ext_vix_5dchg_le-10,2,727,597,130,597,0.17881705639614856,0.8211829436038515
UDPSX,1,combo_XLV_big_down__self_down,1,529,529,0,529,0.0,1.0
UEPIX,1,GDX_up_down_down_QQQ_XLK,1,290,290,0,11,0.0,0.03793103448275862
UEPIX,2,QQQ_down_up_down_TIP_XLC,1,225,119,106,117,0.4711111111111111,0.52
UEPIX,3,GDX_up_down_down_QQQ_SPY,1,296,50,246,35,0.831081081081081,0.11824324324324324
UEPIX,4,GDX_up_up_down_GLD_QQQ,1,285,21,264,21,0.9263157894736842,0.07368421052631578
UEPSX,1,GDX_up_down_down_SPY_XLK,1,224,224,0,4,0.0,0.017857142857142856
UEPSX,2,QQQ_down_up_down_TIP_XLC,1,225,118,107,118,0.47555555555555556,0.5244444444444445
UEPSX,3,GDX_up_down_down_QQQ_SPY,1,306,93,213,42,0.696078431372549,0.13725490196078433
UEPSX,4,GDX_up_up_down_GLD_QQQ,1,276,49,227,34,0.822463768115942,0.12318840579710146
UEPSX,5,GDX_up_down_down_IWM_XLK,1,227,19,208,19,0.9162995594713657,0.08370044052863436
UFPIX,1,LQD_down_down_down_SLV_XLF,3,435,371,64,371,0.1471264367816092,0.8528735632183908
UFPIX,2,JNK_down_down_up_LQD_XLV,2,303,303,0,185,0.0,0.6105610561056105
UFPIX,3,SLV_up_down_up_XLK_XLV,2,232,178,54,178,0.23275862068965517,0.7672413793103449
UFPSX,1,LQD_down_down_down_SLV_XLF,3,435,337,98,285,0.22528735632183908,0.6551724137931034
UFPSX,2,JNK_down_down_up_TIP_XLV,3,306,248,58,248,0.1895424836601307,0.8104575163398693
UFPSX,3,IWM_up_down_down_XLF_XLV,3,131,53,78,53,0.5954198473282443,0.40458015267175573
UFPSX,4,LQD_down_up_down_UUP_XLV,2,160,153,7,87,0.04375,0.54375
UFPSX,5,IWM_up_up_down_UUP_XLF,2,138,138,0,49,0.0,0.35507246376811596
UGPIX,1,FXY_up_up_down_GDX_QQQ,1,474,474,0,21,0.0,0.04430379746835443
UGPIX,2,QQQ_down_XLV_down,3,1334,843,491,843,0.36806596701649175,0.6319340329835083
UGPIX,3,FXY_up_GLD_up,2,1313,909,404,747,0.3076923076923077,0.5689261233815689
UGPSX,1,IWM_down_down_down_UUP_XLK,1,243,243,0,39,0.0,0.16049382716049382
UGPSX,2,FXY_up_GLD_up,2,1354,1219,135,851,0.09970457902511078,0.6285081240768094
UGPSX,3,QQQ_down_XLV_down,3,1333,807,526,807,0.3945986496624156,0.6054013503375844
UHPIX,1,UUP_up_down_up_XLF_XLK,2,256,256,0,164,0.0,0.640625
UHPIX,2,FXY_down_down_down_JNK_LQD,3,639,559,80,559,0.12519561815336464,0.8748043818466353
UHPIX,3,HYG_up_up_up_SLV_XLC,1,285,271,14,270,0.04912280701754386,0.9473684210526315
UHPSX,1,FXY_down_up_down_IWM_XLE,2,277,277,0,182,0.0,0.6570397111913358
UHPSX,2,FXY_down_down_down_JNK_LQD,3,639,570,69,570,0.107981220657277,0.892018779342723
UHPSX,3,HYG_up_up_up_SLV_XLC,1,279,251,28,249,0.1003584229390681,0.8924731182795699
UIPIX,1,combo_XLC_big_up__ext_usd_gold_ratio_down,2,125,125,0,125,0.0,1.0
UIPSX,1,FXY_down_up_up_GLD_XLC,2,153,153,0,153,0.0,1.0
UJPIX,1,GDX_up_down_down_SPY_XLK,1,400,400,0,125,0.0,0.3125
UJPIX,2,EEM_down_SPY_down,2,1871,1601,270,1482,0.14430785676109031,0.792089791555318
UJPIX,3,GLD_down_JNK_up,3,907,776,131,776,0.1444321940463065,0.8555678059536935
UJPSX,1,EEM_down_down_down_SPY_XLV,1,1442,1442,0,941,0.0,0.6525658807212206
UJPSX,2,GLD_down_HYG_up,2,839,767,72,595,0.08581644815256258,0.7091775923718713
UJPSX,3,TIP_down_XLU_down,2,1196,575,621,575,0.5192307692307693,0.4807692307692308
UKPIX,1,FXY_down_up_up_GLD_XLC,2,145,145,0,117,0.0,0.8068965517241379
UKPIX,2,QQQ_up_up_down_SPY_TIP,2,209,184,25,184,0.11961722488038277,0.8803827751196173
UKPIX,3,IWM_down_down_up_SPY_XLV,3,137,134,3,134,0.021897810218978103,0.9781021897810219
UKPSX,1,QQQ_up_up_down_SPY_TIP,2,181,181,0,150,0.0,0.8287292817679558
UKPSX,2,GLD_up_up_up_XLC_XLE,2,261,232,29,117,0.1111111111111111,0.4482758620689655
UKPSX,3,TLT_up_up_up_XLC_XLE,2,176,55,121,55,0.6875,0.3125
ULPIX,1,combo_XLV_big_down__self_down,1,616,616,0,616,0.0,1.0
ULPSX,1,combo_XLV_big_down__self_down,1,550,550,0,28,0.0,0.05090909090909091
ULPSX,2,combo_XLF_down__self_down,1,2096,1093,1003,1093,0.47853053435114506,0.521469465648855
ULPSX,3,combo_FXY_up__ext_yld_curve_proxy_up,1,1384,1132,252,639,0.18208092485549132,0.46170520231213874
UMPIX,1,GDX_up_down_down_SPY_XLK,1,423,423,0,92,0.0,0.21749408983451538
UMPIX,2,combo_IWM_big_down__self_down,3,1117,931,186,931,0.1665174574753805,0.8334825425246195
UMPIX,3,combo_GDX_up__ext_sect_rotation_down,2,929,662,267,629,0.2874058127018299,0.6770721205597416
UMPSX,1,GDX_up_down_down_SPY_XLK,1,423,423,0,169,0.0,0.39952718676122934
UMPSX,2,combo_XLV_down__ext_sect_rotation_down,3,973,802,171,665,0.17574511819116137,0.6834532374100719
UMPSX,3,combo_XLF_big_down__self_down,3,884,624,260,624,0.29411764705882354,0.7058823529411765
UNPIX,1,combo_XLE_down__self_down,1,1511,1511,0,1143,0.0,0.7564526803441429
UNPIX,2,GDX_up_XLV_down,3,891,492,399,492,0.4478114478114478,0.5521885521885522
UNPIX,3,combo_HYG_up__ext_sect_rotation_le-0_5,2,492,454,38,393,0.07723577235772358,0.7987804878048781
UNPSX,1,combo_ext_vix_chg_up__self_big_down,1,581,581,0,91,0.0,0.1566265060240964
UNPSX,2,XLK_down_XLV_down,2,1416,823,593,823,0.4187853107344633,0.5812146892655368
UNPSX,3,combo_HYG_up__ext_sect_rotation_le-0_5,2,492,485,7,377,0.014227642276422764,0.766260162601626
UOPIX,1,combo_ext_vix_chg_up__self_big_down,1,638,638,0,4,0.0,0.006269592476489028
UOPIX,2,combo_SPY_down__self_down,3,2390,1224,1166,1224,0.48786610878661085,0.5121338912133891
UOPIX,3,combo_TIP_up__ext_tnx_chgbp_down,1,1956,1626,330,1091,0.1687116564417178,0.5577709611451943
UOPSX,1,GLD_up_down_down_XLF_XLK,1,392,392,0,20,0.0,0.05102040816326531
UOPSX,2,combo_SPY_down__self_down,2,2105,1093,1012,1093,0.4807600950118765,0.5192399049881236
UOPSX,3,combo_TIP_up__ext_tnx_chgbp_down,1,1955,1730,225,1071,0.11508951406649616,0.5478260869565217
USPIX,1,EEM_up_up_up_SLV_XLV,1,136,136,0,73,0.0,0.5367647058823529
USPIX,2,GLD_down_down_down_TIP_XLC,1,121,121,0,121,0.0,1.0
USPIX,3,EEM_up_up_up_GLD_HYG,1,121,58,63,58,0.5206611570247934,0.4793388429752066
USPSX,1,EEM_up_up_up_GLD_HYG,1,121,121,0,121,0.0,1.0
UTPIX,1,FXY_up_up_down_GDX_XLK,1,508,508,0,163,0.0,0.32086614173228345
UTPIX,2,EEM_down_down_down_SPY_XLV,1,1429,983,446,983,0.31210636808957315,0.6878936319104269
UTPIX,3,GLD_up_up_down_TIP_XLF,1,830,562,268,344,0.3228915662650602,0.41445783132530123
UTPSX,1,FXY_up_up_down_GDX_XLK,1,508,508,0,224,0.0,0.4409448818897638
UTPSX,2,IWM_down_up_down_TIP_XLF,1,1083,824,259,824,0.23915050784856878,0.7608494921514312
UTPSX,3,combo_TLT_down__ext_sect_rotation_le-0_5,2,394,358,36,348,0.09137055837563451,0.883248730964467
UUPIX,1,SPY_down_down_down_XLK_XLV,1,1299,1299,0,777,0.0,0.5981524249422633
UUPIX,2,combo_TIP_up__ext_vix_5dchg_up,1,1101,561,540,561,0.4904632152588556,0.5095367847411444
UUPIX,3,GDX_up_up_down_HYG_TLT,2,559,529,30,483,0.05366726296958855,0.8640429338103757
UUPSX,1,SPY_down_down_down_XLK_XLV,1,1299,1299,0,777,0.0,0.5981524249422633
UUPSX,2,combo_TIP_up__ext_vix_5dchg_up,1,1101,561,540,561,0.4904632152588556,0.5095367847411444
UUPSX,3,GDX_up_up_down_HYG_TLT,2,559,529,30,483,0.05366726296958855,0.8640429338103757
UVPIX,1,GLD_up_down_up_TIP_XLU,2,162,162,0,140,0.0,0.8641975308641975
UVPIX,2,HYG_down_down_up_LQD_XLV,2,360,302,58,302,0.16111111111111112,0.8388888888888889
UVPIX,3,JNK_down_down_up_SLV_UUP,2,276,273,3,235,0.010869565217391304,0.8514492753623188
UVPSX,1,combo_SLV_big_up__ext_tnx_yield_ge1,3,286,286,0,233,0.0,0.8146853146853147
UVPSX,2,HYG_down_down_up_LQD_XLV,2,361,295,66,295,0.18282548476454294,0.817174515235457
UVPSX,3,EEM_up_up_down_UUP_XLF,3,167,158,9,106,0.05389221556886228,0.6347305389221557
UVPSX,4,HYG_up_up_up_JNK_LQD,2,176,140,36,140,0.20454545454545456,0.7954545454545454
UVPSX,5,LQD_down_up_down_QQQ_XLF,3,185,132,53,88,0.2864864864864865,0.4756756756756757
UWPSX,1,XLV_up_XLC_down,1,128,128,0,128,0.0,1.0
UXPSX,1,SLV_up_down_down_TIP_TLT,2,200,200,0,200,0.0,1.0
WCPIX,1,GLD_up_down_down_XLK_XLV,2,528,528,0,382,0.0,0.7234848484848485
WCPIX,2,GLD_down_up_up_XLE_XLF,2,776,732,44,732,0.05670103092783505,0.9432989690721649
WCPIX,3,IWM_down_down_down_TIP_XLV,3,686,540,146,496,0.21282798833819241,0.7230320699708455
WCPSX,1,GLD_up_down_down_XLK_XLV,2,528,528,0,382,0.0,0.7234848484848485
WCPSX,2,GLD_down_up_up_XLE_XLF,2,776,732,44,732,0.05670103092783505,0.9432989690721649
WCPSX,3,IWM_down_down_down_TIP_XLV,3,686,540,146,496,0.21282798833819241,0.7230320699708455
