ticker,strategy_no,condition,horizon,trades,winner_days,overridden_days,exclusive_days,swallowed_ratio,exclusive_ratio
BIPIX,1,FXY_up_up_down_GDX_QQQ,1,505,505,0,185,0.0,0.36633663366336633
BIPIX,2,combo_SLV_big_up__self_down,2,451,253,198,241,0.43902439024390244,0.5343680709534369
BIPIX,3,XLU_up_XLC_down,2,283,170,113,108,0.3992932862190813,0.38162544169611307
BIPIX,4,LQD_up_down_down_QQQ_XLK,1,433,172,261,172,0.6027713625866051,0.3972286374133949
BIPIX,5,combo_XLK_down__ext_credit_spread_up,1,265,226,39,144,0.1471698113207547,0.5433962264150943
BIPSX,1,combo_QQQ_down__self_big_down,1,609,609,0,223,0.0,0.36617405582922824
BIPSX,2,FXY_up_down_up_XLE_XLU,1,410,326,84,228,0.2048780487804878,0.5560975609756098
BIPSX,3,combo_XLC_down__ext_sect_rotation_down,2,455,306,149,229,0.3274725274725275,0.5032967032967033
BIPSX,4,FXY_down_up_down_TIP_XLF,1,229,127,102,127,0.44541484716157204,0.5545851528384279
BIPSX,5,combo_XLE_big_down__ext_yld_curve_proxy_up,1,697,327,370,288,0.5308464849354376,0.4131994261119082
BITIX,1,combo_XLC_up__self_down,1,233,233,0,37,0.0,0.15879828326180256
BITIX,2,EEM_up_up_up_JNK_SPY,1,226,73,153,73,0.6769911504424779,0.3230088495575221
BITIX,3,combo_ext_vix_chg_down__self_down,1,235,58,177,40,0.7531914893617021,0.1702127659574468
BKPIX,1,GDX_up_down_down_IWM_XLK,1,265,265,0,90,0.0,0.33962264150943394
BKPIX,2,EEM_up_down_down_GDX_GLD,2,448,390,58,390,0.12946428571428573,0.8705357142857143
BKPIX,3,combo_GLD_down__ext_vix_5dchg_ge10,1,393,379,14,321,0.035623409669211195,0.816793893129771
BKPIX,4,GDX_up_down_up_QQQ_SLV,2,395,240,155,128,0.3924050632911392,0.3240506329113924
BKPIX,5,GLD_up_down_up_QQQ_XLE,2,324,138,186,138,0.5740740740740741,0.42592592592592593
BKPSX,1,GDX_up_down_up_QQQ_SLV,2,349,349,0,131,0.0,0.3753581661891118
BKPSX,2,combo_GLD_down__ext_vix_5dchg_ge10,1,393,389,4,314,0.010178117048346057,0.7989821882951654
BKPSX,3,EEM_up_down_down_GDX_GLD,2,448,390,58,377,0.12946428571428573,0.8415178571428571
BKPSX,4,combo_GDX_up__ext_vix_chg_up,3,347,207,140,173,0.4034582132564842,0.49855907780979825
BKPSX,5,QQQ_down_SLV_up,2,387,114,273,114,0.7054263565891473,0.29457364341085274
BLPIX,1,combo_XLV_big_down__self_down,1,606,606,0,606,0.0,1.0
BLPSX,1,combo_XLV_big_down__self_down,1,611,611,0,611,0.0,1.0
BMPIX,1,GDX_up_down_down_XLF_XLK,1,314,186,128,12,0.40764331210191085,0.03821656050955414
BMPIX,2,GLD_up_down_down_XLF_XLK,2,356,110,246,110,0.6910112359550562,0.3089887640449438
BMPIX,3,GDX_up_down_down_JNK_XLF,1,210,210,0,51,0.0,0.24285714285714285
BMPIX,4,GDX_up_down_down_QQQ_XLF,1,298,15,283,15,0.9496644295302014,0.050335570469798654
BMPIX,5,GDX_up_up_down_GLD_JNK,1,228,95,133,88,0.5833333333333334,0.38596491228070173
BMPSX,1,GDX_up_down_down_JNK_XLF,1,210,210,0,46,0.0,0.21904761904761905
BMPSX,2,GDX_up_down_down_UUP_XLK,1,222,139,83,40,0.3738738738738739,0.18018018018018017
BMPSX,3,GDX_up_up_down_GLD_JNK,1,224,75,149,66,0.6651785714285714,0.29464285714285715
BMPSX,4,GDX_up_down_down_SPY_XLF,1,202,54,148,21,0.7326732673267327,0.10396039603960396
BMPSX,5,SLV_up_up_down_TIP_XLK,1,264,88,176,88,0.6666666666666666,0.3333333333333333
BTCFX,1,QQQ_down_down_down_XLK_XLV,1,223,223,0,25,0.0,0.11210762331838565
BTCFX,2,combo_EEM_down__ext_credit_spread_down,2,203,72,131,71,0.645320197044335,0.3497536945812808
BTCFX,3,EEM_down_down_down_IWM_SPY,2,248,111,137,23,0.5524193548387096,0.09274193548387097
BTCFX,4,HYG_down_down_down_QQQ_XLF,3,209,21,188,21,0.8995215311004785,0.10047846889952153
BTCFX,5,IWM_down_down_down_SPY_XLV,3,238,23,215,19,0.9033613445378151,0.07983193277310924
CNPIX,1,combo_XLV_down__ext_usd_gold_ratio_le-1,1,177,177,0,156,0.0,0.8813559322033898
CNPIX,2,JNK_up_down_down_QQQ_XLK,1,286,106,180,106,0.6293706293706294,0.3706293706293706
CNPIX,3,JNK_up_QQQ_down,1,194,178,16,16,0.08247422680412371,0.08247422680412371
CNPSX,1,GDX_up_up_down_TIP_XLK,1,509,509,0,509,0.0,1.0
CYPIX,1,EEM_down_up_up_GDX_GLD,1,333,280,53,126,0.15915915915915915,0.3783783783783784
CYPIX,2,FXY_up_up_down_GDX_QQQ,1,501,351,150,72,0.2994011976047904,0.1437125748502994
CYPIX,3,combo_XLK_big_down__self_big_down,1,217,217,0,40,0.0,0.18433179723502305
CYPIX,4,XLC_down_down_down_XLK_XLV,1,365,129,236,129,0.6465753424657534,0.35342465753424657
CYPIX,5,GDX_up_down_down_QQQ_SPY,1,598,114,484,94,0.8093645484949833,0.15719063545150502
CYPSX,1,EEM_down_GDX_up,1,398,398,0,161,0.0,0.4045226130653266
CYPSX,2,GDX_up_up_down_TIP_XLV,1,253,136,117,136,0.4624505928853755,0.5375494071146245
CYPSX,3,EEM_down_up_down_SLV_XLF,1,322,130,192,130,0.5962732919254659,0.40372670807453415
ENPIX,1,combo_XLC_down__ext_sect_rotation_down,1,403,403,0,172,0.0,0.4267990074441687
ENPIX,2,combo_ext_vix_5dchg_ge10__self_down,1,566,451,115,451,0.20318021201413428,0.7968197879858657
ENPIX,3,TIP_down_up_up_XLC_XLF,3,224,224,0,152,0.0,0.6785714285714286
ENPIX,4,SLV_up_XLC_down,2,321,146,175,118,0.5451713395638629,0.367601246105919
ENPIX,5,EEM_up_down_down_GLD_LQD,1,507,410,97,389,0.1913214990138067,0.7672583826429981
ENPSX,1,combo_XLC_down__ext_sect_rotation_down,1,403,403,0,247,0.0,0.6129032258064516
ENPSX,2,combo_ext_vix_5dchg_ge10__self_down,1,566,436,130,409,0.22968197879858657,0.7226148409893993
ENPSX,3,GDX_up_down_up_HYG_SLV,3,341,158,183,158,0.5366568914956011,0.4633431085043988
ENPSX,4,TIP_down_up_up_XLC_XLF,3,224,224,0,182,0.0,0.8125
ENPSX,5,GLD_up_down_down_LQD_XLV,2,335,252,83,146,0.24776119402985075,0.43582089552238806
FNPIX,1,GDX_up_down_down_XLF_XLK,1,335,335,0,86,0.0,0.25671641791044775
FNPIX,2,combo_GDX_up__ext_yld_curve_proxy_up,1,366,204,162,164,0.4426229508196721,0.44808743169398907
FNPIX,3,HYG_up_up_down_JNK_QQQ,1,275,207,68,168,0.24727272727272728,0.610909090909091
FNPIX,4,GDX_up_up_down_TIP_XLF,1,366,197,169,100,0.46174863387978143,0.273224043715847
FNPIX,5,GDX_up_up_down_GLD_XLV,1,365,152,213,152,0.5835616438356165,0.41643835616438357
FNPSX,1,GDX_up_down_down_SPY_XLF,1,282,282,0,104,0.0,0.36879432624113473
FNPSX,2,combo_GDX_big_up__ext_jnk_spread_down,1,402,185,217,185,0.5398009950248757,0.4601990049751244
FNPSX,3,FXY_up_up_down_GDX_QQQ,1,373,268,105,195,0.28150134048257375,0.5227882037533512
FNPSX,4,combo_JNK_down__ext_sect_rotation_ge0_5,1,219,171,48,164,0.2191780821917808,0.7488584474885844
FNPSX,5,JNK_up_up_up_TIP_XLF,1,221,207,14,153,0.06334841628959276,0.6923076923076923
GVPSX,1,combo_TLT_down__self_3down,1,399,399,0,399,0.0,1.0
HCPIX,1,FXY_up_up_down_GDX_QQQ,1,494,439,55,439,0.11133603238866396,0.888663967611336
HCPIX,2,LQD_up_up_down_XLC_XLE,1,166,166,0,156,0.0,0.9397590361445783
HCPIX,3,combo_SLV_big_up__ext_sect_rotation_le-0_5,2,142,140,2,93,0.014084507042253521,0.6549295774647887
HCPSX,1,FXY_up_up_down_GDX_QQQ,1,485,430,55,430,0.1134020618556701,0.8865979381443299
HCPSX,2,LQD_up_up_down_XLC_XLE,1,166,166,0,156,0.0,0.9397590361445783
HCPSX,3,combo_SLV_big_up__ext_sect_rotation_le-0_5,2,142,140,2,93,0.014084507042253521,0.6549295774647887
IDPIX,1,GDX_up_XLK_down,1,501,501,0,232,0.0,0.4630738522954092
IDPIX,2,GDX_up_up_down_LQD_XLF,1,276,155,121,74,0.4384057971014493,0.26811594202898553
IDPIX,3,combo_QQQ_up__self_down,1,230,183,47,161,0.20434782608695654,0.7
IDPIX,4,FXY_up_up_down_GLD_XLF,2,381,130,251,114,0.6587926509186351,0.2992125984251969
IDPIX,5,combo_SPY_down__ext_usd_gold_ratio_le-1,1,284,113,171,113,0.602112676056338,0.397887323943662
IDPSX,1,GDX_up_down_down_SPY_XLK,1,404,404,0,106,0.0,0.2623762376237624
IDPSX,2,QQQ_down_up_up_SLV_XLE,1,270,137,133,109,0.4925925925925926,0.40370370370370373
IDPSX,3,combo_SPY_down__ext_usd_gold_ratio_le-1,1,266,54,212,54,0.7969924812030075,0.20300751879699247
IDPSX,4,combo_SLV_big_up__self_down,3,385,195,190,144,0.4935064935064935,0.37402597402597404
IDPSX,5,GDX_up_up_down_LQD_XLF,1,303,165,138,124,0.45544554455445546,0.40924092409240925
INPIX,1,GLD_up_down_down_XLF_XLK,1,342,342,0,82,0.0,0.23976608187134502
INPIX,2,GLD_down_up_up_QQQ_TIP,1,376,376,0,304,0.0,0.8085106382978723
INPIX,3,TIP_up_down_up_XLE_XLV,1,274,168,106,150,0.38686131386861317,0.5474452554744526
INPIX,4,GLD_up_down_down_LQD_XLK,3,310,162,148,128,0.4774193548387097,0.4129032258064516
INPIX,5,GLD_up_down_down_SPY_UUP,1,339,118,221,118,0.6519174041297935,0.3480825958702065
INPSX,1,combo_IWM_down__ext_usd_gold_ratio_le-1,1,206,206,0,123,0.0,0.5970873786407767
INPSX,2,FXY_up_up_up_IWM_TIP,1,384,384,0,247,0.0,0.6432291666666666
INPSX,3,GLD_up_down_down_LQD_XLK,3,307,236,71,236,0.23127035830618892,0.7687296416938111
INPSX,4,TIP_up_down_up_XLE_XLV,1,267,164,103,113,0.3857677902621723,0.4232209737827715
INPSX,5,GLD_down_up_up_SPY_TIP,2,392,272,120,272,0.30612244897959184,0.6938775510204082
LGPIX,1,combo_XLV_down__ext_usd_gold_ratio_le-1,1,191,191,0,191,0.0,1.0
LGPSX,1,combo_XLV_down__ext_usd_gold_ratio_le-1,1,191,191,0,191,0.0,1.0
LVPIX,1,combo_XLV_down__ext_usd_gold_ratio_le-1,1,184,184,0,184,0.0,1.0
LVPSX,1,combo_XLV_down__ext_usd_gold_ratio_le-1,1,168,168,0,168,0.0,1.0
MDPIX,1,GDX_up_down_down_SPY_XLF,1,393,393,0,393,0.0,1.0
MDPSX,1,GDX_up_down_down_IWM_XLF,1,387,387,0,387,0.0,1.0
MGPIX,1,GDX_up_down_down_XLF_XLK,1,400,400,0,400,0.0,1.0
MGPSX,1,GDX_up_down_down_XLF_XLK,1,400,400,0,400,0.0,1.0
MLPIX,1,GDX_up_down_down_SPY_XLF,1,216,216,0,216,0.0,1.0
MLPSX,1,GDX_up_down_down_SPY_XLF,1,219,219,0,219,0.0,1.0
OEPIX,1,combo_XLU_big_down__ext_vix_close_up,3,519,461,58,353,0.11175337186897881,0.6801541425818882
OEPIX,2,TLT_down_up_down_XLE_XLU,2,463,288,175,256,0.3779697624190065,0.5529157667386609
OEPIX,3,GLD_down_up_up_SPY_XLC,2,278,278,0,132,0.0,0.4748201438848921
OEPIX,4,GLD_up_down_down_QQQ_XLC,2,210,210,0,153,0.0,0.7285714285714285
OEPIX,5,combo_XLC_up__ext_jnk_spread_ge0_5,5,280,103,177,103,0.6321428571428571,0.3678571428571429
OEPSX,1,combo_XLU_big_down__ext_vix_20dvol_up,3,532,510,22,318,0.041353383458646614,0.5977443609022557
OEPSX,2,TLT_down_up_down_XLE_XLU,2,463,218,245,218,0.5291576673866091,0.4708423326133909
OEPSX,3,GLD_down_up_up_SPY_XLC,2,278,278,0,222,0.0,0.7985611510791367
OEPSX,4,TLT_down_down_down_XLK_XLU,2,301,162,139,101,0.46179401993355484,0.33554817275747506
OEPSX,5,GLD_up_up_down_SLV_XLC,2,236,200,36,160,0.15254237288135594,0.6779661016949152
OTPIX,1,combo_XLF_big_down__self_down,1,749,661,88,562,0.11748998664886515,0.7503337783711616
OTPIX,2,GDX_up_down_down_SPY_XLC,1,180,180,0,53,0.0,0.29444444444444445
OTPIX,3,GLD_down_down_up_QQQ_XLF,2,128,123,5,87,0.0390625,0.6796875
OTPIX,4,XLC_down_down_down_XLK_XLV,1,365,95,270,95,0.7397260273972602,0.2602739726027397
