ticker,n_strategies,union_days,sum_trades,overlap_days,avg_strategies_per_day,weighted_swallowed_ratio,strategies_swallowed_gt50
BIPIX,3,1459,1687,453,1.1562714187799863,0.13515115589804386,0
BIPSX,3,1534,1650,232,1.075619295958279,0.0703030303030303,0
BITIX,3,382,688,524,1.801047120418848,0.44476744186046513,2
BKPIX,3,1224,1323,198,1.0808823529411764,0.07482993197278912,0
BKPSX,3,1312,1407,190,1.072408536585366,0.06751954513148543,0
BLPIX,1,606,606,0,1.0,0.0,0
BLPSX,3,877,921,87,1.0501710376282782,0.04777415852334419,0
BMPIX,3,1001,1330,624,1.3286713286713288,0.24736842105263157,1
BMPSX,3,1051,1299,482,1.235965746907707,0.19091608929946113,0
BTCFX,3,406,674,467,1.6600985221674878,0.39762611275964393,2
CNPIX,3,464,657,371,1.415948275862069,0.2937595129375951,1
CNPSX,3,771,1024,483,1.3281452658884565,0.2470703125,0
CYPIX,3,944,996,104,1.055084745762712,0.05220883534136546,0
CYPSX,3,982,1144,324,1.164969450101833,0.14160839160839161,0
ENPIX,3,1366,1477,220,1.081259150805271,0.07515233581584292,0
ENPSX,3,1365,1476,220,1.0813186813186813,0.07520325203252033,0
FNPIX,3,857,1037,336,1.2100350058343057,0.17357762777242045,0
FNPSX,3,1017,1299,500,1.2772861356932153,0.21709006928406466,0
GVPSX,1,399,399,0,1.0,0.0,0
HCPIX,3,879,977,192,1.111490329920364,0.10030706243602866,0
HCPSX,3,870,927,109,1.0655172413793104,0.061488673139158574,0
IDPIX,3,909,1119,416,1.231023102310231,0.1876675603217158,0
IDPSX,3,891,971,160,1.0897867564534232,0.082389289392379,0
INPIX,3,1186,1311,247,1.1053962900505903,0.09534706331045004,0
INPSX,3,1258,1404,292,1.1160572337042924,0.10398860398860399,0
LGPIX,3,543,596,106,1.0976058931860038,0.08892617449664429,0
LGPSX,3,510,525,30,1.0294117647058822,0.02857142857142857,0
LVPIX,1,184,184,0,1.0,0.0,0
LVPSX,1,168,168,0,1.0,0.0,0
MDPIX,3,496,1071,933,2.159274193548387,0.5368814192343604,2
MDPSX,3,492,926,752,1.8821138211382114,0.468682505399568,2
MGPIX,3,615,652,72,1.0601626016260162,0.05674846625766871,0
MGPSX,3,615,652,72,1.0601626016260162,0.05674846625766871,0
MLPIX,3,410,548,245,1.3365853658536586,0.2518248175182482,0
MLPSX,3,370,592,393,1.6,0.375,1
OEPIX,3,1343,1578,452,1.174981384959047,0.14892268694550062,0
OEPSX,3,1348,1590,466,1.1795252225519288,0.15220125786163521,0
OTPIX,3,784,980,375,1.25,0.2,1
OTPSX,3,629,673,87,1.0699523052464228,0.06537890044576523,0
PHPIX,3,928,1064,272,1.146551724137931,0.12781954887218044,0
PHPSX,3,939,1120,358,1.192758253461129,0.16160714285714287,0
PMPIX,3,1512,1699,373,1.1236772486772486,0.11006474396703944,0
PMPSX,3,1782,2016,468,1.1313131313131313,0.11607142857142858,0
REPIX,3,1480,2015,994,1.3614864864864864,0.2655086848635236,1
REPSX,3,1313,1721,765,1.3107387661843108,0.23707147007553747,1
RRPIX,1,209,209,0,1.0,0.0,0
RRPSX,1,196,196,0,1.0,0.0,0
SGPIX,3,494,777,517,1.5728744939271255,0.3642213642213642,1
SGPSX,3,551,884,589,1.6043557168784028,0.3766968325791855,1
SLPIX,3,480,710,412,1.4791666666666667,0.323943661971831,0
SLPSX,3,486,675,341,1.3888888888888888,0.28,0
SMPIX,3,2157,2777,1174,1.28743625405656,0.22326251350378107,0
SMPSX,3,2170,2494,648,1.1493087557603687,0.12991178829190056,0
SNPIX,1,158,158,0,1.0,0.0,0
SNPSX,1,147,147,0,1.0,0.0,0
SPPIX,3,698,1013,559,1.4512893982808024,0.3109575518262586,1
SPPSX,1,421,421,0,1.0,0.0,0
SVPIX,3,523,990,812,1.892925430210325,0.4717171717171717,1
SVPSX,3,550,1030,838,1.8727272727272728,0.46601941747572817,1
TEPIX,3,1573,1994,805,1.2676414494596313,0.2111334002006018,0
TEPSX,3,1586,2039,872,1.28562421185372,0.22216772927905837,0
UAPIX,3,2156,3204,1873,1.4860853432282004,0.32709113607990015,1
UAPSX,3,2156,2560,794,1.1873840445269017,0.1578125,0
UBPIX,3,1120,1428,600,1.275,0.21568627450980393,0
UBPSX,3,1120,1428,600,1.275,0.21568627450980393,0
UCPIX,1,132,132,0,1.0,0.0,0
UCPSX,1,124,124,0,1.0,0.0,0
UDPIX,3,1411,1726,622,1.2232459248759744,0.1825028968713789,0
UDPSX,3,1423,1737,621,1.2206605762473648,0.1807714450201497,0
UEPIX,1,128,128,0,1.0,0.0,0
UEPSX,3,271,574,488,2.1180811808118083,0.5278745644599303,2
UFPIX,3,734,1044,570,1.422343324250681,0.29693486590038315,1
UFPSX,3,734,1044,570,1.422343324250681,0.29693486590038315,1
UGPIX,3,1642,2090,863,1.2728380024360535,0.21435406698564594,0
UGPSX,3,1790,2025,462,1.1312849162011174,0.11604938271604938,0
UHPIX,3,1010,1134,247,1.1227722772277229,0.10934744268077601,0
UHPSX,3,1004,1177,337,1.1723107569721116,0.1469838572642311,0
UIPIX,1,125,125,0,1.0,0.0,0
UIPSX,1,153,153,0,1.0,0.0,0
UJPIX,3,2256,2971,1416,1.3169326241134751,0.24065971053517335,0
UJPSX,3,2445,3761,2388,1.538241308793456,0.3499069396437118,1
UKPIX,3,329,406,154,1.2340425531914894,0.1896551724137931,1
UKPSX,1,181,181,0,1.0,0.0,0
ULPIX,3,1701,2105,802,1.2375073486184598,0.19192399049881234,0
ULPSX,3,1609,2187,1038,1.3592293349906774,0.26428898033836307,1
UMPIX,3,1143,1321,344,1.1557305336832895,0.13474640423921272,0
UMPSX,3,1143,1321,344,1.1557305336832895,0.13474640423921272,0
UNPIX,3,2246,2955,1364,1.3156723063223508,0.23993231810490695,1
UNPSX,3,1314,1493,358,1.1362252663622527,0.11989283322170127,0
UOPIX,3,1974,2273,598,1.151469098277609,0.1315442146942367,0
UOPSX,3,2319,2910,1182,1.2548512289780078,0.20309278350515464,0
USPIX,1,136,136,0,1.0,0.0,0
USPSX,1,121,121,0,1.0,0.0,0
UTPIX,3,1879,2410,1007,1.2825971261309208,0.22033195020746887,0
UTPSX,3,930,1120,364,1.2043010752688172,0.16964285714285715,0
UUPIX,3,2048,3004,1873,1.466796875,0.3182423435419441,1
UUPSX,3,2047,2997,1861,1.46409379579873,0.31698365031698367,1
UVPIX,3,596,627,61,1.0520134228187918,0.049441786283891544,0
UVPSX,3,695,728,66,1.0474820143884893,0.04532967032967033,0
UWPSX,1,128,128,0,1.0,0.0,0
UXPSX,1,200,200,0,1.0,0.0,0
WCPIX,3,1622,1834,424,1.1307028360049323,0.11559432933478735,0
WCPSX,3,1200,1390,380,1.1583333333333334,0.1366906474820144,0
