ticker,bucket_lo,bucket_hi,n,avg,hit,std
BLPSX,-3.0,-2.5,67,0.5638681074734805,0.6417910447761194,1.9930040915308855
BLPSX,-2.5,-2.0,98,0.02530636350611922,0.5102040816326531,1.6003666695822705
BLPSX,-2.0,-1.5,215,0.19134126521619982,0.5627906976744186,1.5850350690218389
BLPSX,-1.5,-1.0,362,0.0816486909510899,0.5220994475138122,1.486378765131856
BLPSX,-1.0,-0.5,689,0.08707399465842104,0.548621190130624,1.1912095779994942
BLPSX,-0.5,0.0,1885,0.002645211225038899,0.4806366047745358,1.1385918755693962
BMPIX,-inf,-3.0,433,0.10684780929543518,0.5196304849884527,4.259814291142064
BMPIX,-3.0,-2.5,137,0.23045592510110133,0.5620437956204379,2.5742717654686156
BMPIX,-2.5,-2.0,226,-0.19353044612114698,0.504424778761062,2.4643983006786634
BMPIX,-2.0,-1.5,338,-0.036287316369708035,0.5,2.5023237055594185
BMPIX,-1.5,-1.0,414,0.19513682144301334,0.5362318840579711,2.008896940282503
BMPIX,-1.0,-0.5,549,0.08001641523152676,0.5154826958105647,2.009632533244348
BMPIX,-0.5,0.0,1130,-0.024034975232774224,0.4345132743362832,2.2072515884772814
BMPSX,-inf,-3.0,432,0.10461315697841175,0.5208333333333334,4.25826444980829
BMPSX,-3.0,-2.5,141,0.24944349638585464,0.5673758865248227,2.5685843400700143
BMPSX,-2.5,-2.0,224,-0.24598471751449516,0.4955357142857143,2.4492078863607696
BMPSX,-2.0,-1.5,342,-0.01202673467437587,0.5058479532163743,2.495402561534477
BMPSX,-1.5,-1.0,414,0.1624940957604927,0.5289855072463768,2.0146457992301383
BMPSX,-1.0,-0.5,555,0.08709976838977429,0.5099099099099099,2.0028581734231614
BMPSX,-0.5,0.0,1126,-0.02439210716825803,0.436056838365897,2.2401617901711766
BRPIX,-inf,-3.0,77,0.5363401692806377,0.5324675324675324,2.3064656693510863
BRPIX,-3.0,-2.5,43,0.12418755281576328,0.37209302325581395,1.3146245706793933
BRPIX,-2.5,-2.0,103,-0.0022313084570465347,0.4563106796116505,1.307655469816674
BRPIX,-2.0,-1.5,218,0.02020025137625137,0.481651376146789,1.22534343725167
BRPIX,-1.5,-1.0,471,0.009510568384284402,0.4543524416135881,1.0598237569015236
BRPIX,-1.0,-0.5,939,-0.05400092333302865,0.4217252396166134,0.9771200717517695
BRPIX,-0.5,0.0,2205,0.030492914910581696,0.4126984126984127,0.9982476080036847
BRPSX,-inf,-3.0,71,0.5946715578707138,0.5774647887323944,2.2099630230404665
BRPSX,-3.0,-2.5,39,0.11720254751257823,0.38461538461538464,1.2912179347372705
BRPSX,-2.5,-2.0,89,0.04500840245049551,0.42696629213483145,1.2431451718551667
BRPSX,-2.0,-1.5,209,0.006395190961552806,0.4784688995215311,1.2190071970733318
BRPSX,-1.5,-1.0,460,0.04257654448757227,0.4543478260869565,1.104950666621084
BRPSX,-1.0,-0.5,924,-0.07416307128531889,0.4145021645021645,0.9297892522936483
BRPSX,-0.5,0.0,2129,0.02193972400238604,0.40300610615312354,0.9958344255633234
BTCFX,-inf,-3.0,184,0.4828356361430533,0.5380434782608695,4.116487389391343
BTCFX,-3.0,-2.5,57,0.11162573269492315,0.543859649122807,2.871519784649339
BTCFX,-2.5,-2.0,55,0.6398885299090411,0.6181818181818182,3.506614166030989
BTCFX,-2.0,-1.5,78,0.747954568212023,0.5897435897435898,3.2240531136377295
BTCFX,-1.5,-1.0,100,-0.11743955701650466,0.51,3.2666670988029334
BTCFX,-1.0,-0.5,82,-0.04000366442667085,0.45121951219512196,3.839695557924455
BTCFX,-0.5,0.0,89,-0.3166067639138145,0.449438202247191,3.042693573504553
CNPIX,-inf,-3.0,150,0.48936261751319043,0.5333333333333333,3.0882132197320007
CNPIX,-3.0,-2.5,67,-0.267730046164458,0.5671641791044776,1.9305870221158004
CNPIX,-2.5,-2.0,136,-0.05486827428722008,0.4632352941176471,2.524138861116019
CNPIX,-2.0,-1.5,231,0.21397302539745283,0.5367965367965368,1.710043028425498
CNPIX,-1.5,-1.0,414,0.09358436666941043,0.5507246376811594,1.4595890315769957
CNPIX,-1.0,-0.5,648,0.11705378667922607,0.558641975308642,1.2980829410422268
CNPIX,-0.5,0.0,1139,0.0595374559050095,0.5065847234416154,1.4031565104956338
CNPSX,-inf,-3.0,151,0.4919214799087552,0.543046357615894,3.075479087585587
CNPSX,-3.0,-2.5,65,-0.2989775231116385,0.5384615384615384,1.9547370574992569
CNPSX,-2.5,-2.0,137,-0.037543859345478034,0.4744525547445255,2.5062854542144337
CNPSX,-2.0,-1.5,232,0.1992738567791772,0.5301724137931034,1.7056296616906437
CNPSX,-1.5,-1.0,416,0.08882271086746776,0.5384615384615384,1.46990926453104
CNPSX,-1.0,-0.5,645,0.1124264414437985,0.5565891472868217,1.2819502903896949
CNPSX,-0.5,0.0,1147,0.05673996356487505,0.5108979947689625,1.3949214345258214
CYPIX,-inf,-3.0,264,0.28999416872876294,0.5189393939393939,3.411233358324185
CYPIX,-3.0,-2.5,121,0.31690552448333176,0.5371900826446281,2.506802774106093
CYPIX,-2.5,-2.0,177,0.378134137459046,0.5649717514124294,2.1139874418718105
CYPIX,-2.0,-1.5,241,0.1686526594775496,0.5892116182572614,2.0385451459799473
CYPIX,-1.5,-1.0,376,-0.17051634755102313,0.4946808510638298,1.8812178014901935
CYPIX,-1.0,-0.5,582,0.018393967306446157,0.5189003436426117,1.6651468810332284
CYPIX,-0.5,0.0,1006,0.03103823752373095,0.5168986083499006,1.7134829969802814
CYPSX,-inf,-3.0,264,0.29607735196957347,0.5113636363636364,3.406104354637771
CYPSX,-3.0,-2.5,124,0.3576044888921009,0.5483870967741935,2.476742025912534
CYPSX,-2.5,-2.0,179,0.3512194260443703,0.553072625698324,2.086192587794877
CYPSX,-2.0,-1.5,235,0.2008154018811094,0.5914893617021276,2.064048010516588
CYPSX,-1.5,-1.0,385,-0.2418671762440698,0.4935064935064935,1.919357116825095
CYPSX,-1.0,-0.5,588,0.04772663211416932,0.5289115646258503,1.6229380274435101
CYPSX,-0.5,0.0,995,0.035297639689197705,0.521608040201005,1.7071067551387542
ENPIX,-inf,-3.0,565,0.2142787672559831,0.5097345132743363,4.357906176573129
ENPIX,-3.0,-2.5,176,-0.023690042949470382,0.5227272727272727,2.7969444210321783
ENPIX,-2.5,-2.0,275,0.13947774514928923,0.5309090909090909,2.5054931145779795
ENPIX,-2.0,-1.5,319,0.14481216344703163,0.5360501567398119,2.574192485827083
ENPIX,-1.5,-1.0,421,0.0461667653505945,0.4845605700712589,2.2223909719697272
ENPIX,-1.0,-0.5,568,-0.010285859356721782,0.47183098591549294,2.460287519329388
ENPIX,-0.5,0.0,1082,0.06223267934699992,0.4288354898336414,2.46645951910272
ENPSX,-inf,-3.0,563,0.22831127251424158,0.5097690941385435,4.361432690247643
ENPSX,-3.0,-2.5,172,0.0579009439496032,0.5232558139534884,2.8432808927557867
ENPSX,-2.5,-2.0,256,0.13098827059081702,0.53515625,2.477186530171361
ENPSX,-2.0,-1.5,324,0.15740393190586022,0.5401234567901234,2.6027895306390683
ENPSX,-1.5,-1.0,426,0.10632280853189424,0.49765258215962443,2.2028027414399336
ENPSX,-1.0,-0.5,553,-0.023587917110053615,0.47377938517179025,2.4670252585733325
ENPSX,-0.5,0.0,1081,0.02987380828909763,0.42183163737280294,2.4590095403293337
ETHFX,-inf,-3.0,81,-0.1507581728446023,0.4567901234567901,4.8935119202400434
ETHFX,-3.0,-2.5,21,1.3299465950581673,0.5714285714285714,4.318809558955292
ETHFX,-2.5,-2.0,10,1.158302897013737,0.5,4.200305780692509
ETHFX,-2.0,-1.5,25,0.9798440573323316,0.72,3.9110815804804604
ETHFX,-1.5,-1.0,17,0.38402962928403833,0.5294117647058824,4.492003079566599
ETHFX,-1.0,-0.5,20,-0.5757596275020729,0.4,4.666824811498028
ETHFX,-0.5,0.0,17,0.01836688129583995,0.47058823529411764,4.2275219996318345
FDPIX,-inf,-3.0,0,,,
FDPIX,-3.0,-2.5,2,0.424747218787905,0.5,0.7006558076054279
FDPIX,-2.5,-2.0,2,-0.621970121766825,0.0,0.39204691864031155
FDPIX,-2.0,-1.5,21,-0.2502876233806096,0.3333333333333333,0.841034386028259
FDPIX,-1.5,-1.0,92,-0.06953207792187814,0.42391304347826086,0.5372006132082785
FDPIX,-1.0,-0.5,555,-0.022618163495010165,0.46126126126126127,0.48104048942422833
FDPIX,-0.5,0.0,2346,0.009529814122721527,0.46547314578005117,0.4484502013062436
FDPSX,-inf,-3.0,1,-0.16991258762376,0.0,
FDPSX,-3.0,-2.5,1,0.91441757346786,1.0,
FDPSX,-2.5,-2.0,3,-0.47473204658088003,0.0,0.3717858543320322
FDPSX,-2.0,-1.5,21,-0.18986388489633663,0.38095238095238093,0.8570956137946785
FDPSX,-1.5,-1.0,90,-0.07212893085389556,0.4111111111111111,0.525517602519984
FDPSX,-1.0,-0.5,559,-0.033904871338384955,0.45080500894454384,0.4792793827729011
FDPSX,-0.5,0.0,2354,0.008426755116278101,0.467714528462192,0.4452329805186497
FNPIX,-inf,-3.0,383,0.7379168314264937,0.5352480417754569,4.972343341528665
FNPIX,-3.0,-2.5,143,0.1222031102740353,0.5104895104895105,3.133059439414062
FNPIX,-2.5,-2.0,181,0.08184310891576489,0.5359116022099447,2.450670842933721
FNPIX,-2.0,-1.5,252,0.3994587730754993,0.6031746031746031,2.0036587699115316
FNPIX,-1.5,-1.0,463,0.047264325352713535,0.5269978401727862,2.029884403967489
FNPIX,-1.0,-0.5,652,0.12343783090888599,0.5245398773006135,1.919452533141651
FNPIX,-0.5,0.0,1325,-0.08336227466387366,0.409811320754717,2.0942309851460847
FNPSX,-inf,-3.0,382,0.739597875764005,0.5392670157068062,4.980694673670229
FNPSX,-3.0,-2.5,148,0.028230447030778587,0.49324324324324326,2.8853613020327535
FNPSX,-2.5,-2.0,178,0.15641228827339437,0.550561797752809,2.6540184043556923
FNPSX,-2.0,-1.5,244,0.35246480893887144,0.5901639344262295,2.0364100016608435
FNPSX,-1.5,-1.0,473,0.011758828990293242,0.5158562367864693,2.0291899485878555
FNPSX,-1.0,-0.5,645,0.12406659920703549,0.5224806201550387,1.9584269456178651
FNPSX,-0.5,0.0,1330,-0.07682179793811027,0.4105263157894737,2.0562398958293007
FYAIX,-inf,-3.0,14,0.38372367500860854,0.7142857142857143,1.3466667935524064
FYAIX,-3.0,-2.5,5,-1.153045831621174,0.4,2.62809194050889
FYAIX,-2.5,-2.0,12,0.035802028282741725,0.3333333333333333,1.1278116506833968
FYAIX,-2.0,-1.5,32,-0.3250669387853722,0.40625,0.9465343411001929
FYAIX,-1.5,-1.0,90,-0.345775276612992,0.2777777777777778,1.0540559122471898
FYAIX,-1.0,-0.5,343,-0.06064559092135443,0.446064139941691,0.6946747976035844
FYAIX,-0.5,0.0,2328,0.011645204447277235,0.484106529209622,0.44739748660143286
FYASX,-inf,-3.0,14,0.17565412661004715,0.7142857142857143,1.649396599537612
FYASX,-3.0,-2.5,5,-0.5675776020683261,0.4,2.3790797893320383
FYASX,-2.5,-2.0,11,-0.23636429971677825,0.2727272727272727,0.5953390747107784
FYASX,-2.0,-1.5,29,-0.2624972801610893,0.4482758620689655,1.168985604450677
FYASX,-1.5,-1.0,90,-0.36872945536005275,0.2222222222222222,1.027160369761365
FYASX,-1.0,-0.5,345,-0.0390812815064689,0.4666666666666667,0.692883941691193
FYASX,-0.5,0.0,2355,0.0028463621875139166,0.47600849256900213,0.446388869913923
GVPIX,-inf,-3.0,74,0.37850610050140066,0.581081081081081,1.9260026024918435
GVPIX,-3.0,-2.5,55,0.20010927416169877,0.5272727272727272,1.2937844546767052
GVPIX,-2.5,-2.0,148,-0.08577331638567079,0.49324324324324326,1.4746996731510515
GVPIX,-2.0,-1.5,295,0.04224336269971517,0.488135593220339,1.385360226231912
GVPIX,-1.5,-1.0,487,-0.0025163726761635017,0.4989733059548255,1.2412209521667523
GVPIX,-1.0,-0.5,801,-0.01582820039364767,0.5181023720349563,1.0906339321548661
GVPIX,-0.5,0.0,1356,0.03922925766513693,0.46755162241887904,1.0902490527907265
GVPSX,-inf,-3.0,74,0.3766960651181847,0.581081081081081,1.927062492494122
GVPSX,-3.0,-2.5,57,0.2657965174197563,0.543859649122807,1.348593376033102
GVPSX,-2.5,-2.0,147,-0.07688141787091245,0.4965986394557823,1.4686453317985586
GVPSX,-2.0,-1.5,299,0.036548760936518716,0.4816053511705686,1.3594132438536646
GVPSX,-1.5,-1.0,487,-0.012681832020837362,0.4948665297741273,1.2551541699689563
GVPSX,-1.0,-0.5,790,-0.010834598224787103,0.520253164556962,1.081853268500996
GVPSX,-0.5,0.0,1362,0.034300025164361904,0.4618208516886931,1.0950565864611093
HCPIX,-inf,-3.0,189,0.5004827370934782,0.5396825396825397,3.359880320709376
HCPIX,-3.0,-2.5,104,-0.31729430957125465,0.4807692307692308,1.70994265580619
HCPIX,-2.5,-2.0,183,0.07094823294156136,0.5191256830601093,1.7483113805294326
HCPIX,-2.0,-1.5,296,0.14002012404879088,0.5067567567567568,1.9191504393316974
HCPIX,-1.5,-1.0,485,0.13892677660460961,0.5505154639175258,1.5351443444614852
HCPIX,-1.0,-0.5,701,0.07047923733301495,0.5278174037089871,1.469575140400757
HCPIX,-0.5,0.0,1432,0.009385215201549805,0.4420391061452514,1.6079339202905498
HCPSX,-inf,-3.0,189,0.48071132575466513,0.5396825396825397,3.3951321243521675
HCPSX,-3.0,-2.5,102,-0.30904341837339644,0.47058823529411764,1.7509500385379297
HCPSX,-2.5,-2.0,182,0.08009955620912408,0.521978021978022,1.7069757778998056
HCPSX,-2.0,-1.5,285,0.147521114854257,0.5087719298245614,1.9069821932495215
HCPSX,-1.5,-1.0,474,0.11308368641985159,0.5358649789029536,1.5199159116519565
HCPSX,-1.0,-0.5,695,0.10142802657041877,0.5381294964028777,1.4850041179043258
HCPSX,-0.5,0.0,1439,-0.009138565018613348,0.4412786657400973,1.649468092646612
IDPIX,-inf,-3.0,268,0.32350247746851907,0.5186567164179104,3.5873348143528063
IDPIX,-3.0,-2.5,101,0.04607441810525558,0.5544554455445545,2.431265735678454
IDPIX,-2.5,-2.0,179,-0.2046867047280778,0.48044692737430167,2.350730911998667
IDPIX,-2.0,-1.5,264,0.04820479605994623,0.5606060606060606,2.226298058253421
IDPIX,-1.5,-1.0,378,0.11404662410416311,0.5423280423280423,1.8082829181328473
IDPIX,-1.0,-0.5,581,0.07142006113159229,0.540447504302926,1.790951800440826
IDPIX,-0.5,0.0,979,0.06264496925170228,0.5423901940755873,1.8212259295477689
IDPSX,-inf,-3.0,268,0.32131182253030166,0.5223880597014925,3.5879596400554403
IDPSX,-3.0,-2.5,102,-0.04061090908771427,0.5392156862745098,2.440497803412767
IDPSX,-2.5,-2.0,178,-0.16999652125527892,0.47191011235955055,2.348599415548596
IDPSX,-2.0,-1.5,264,0.03968898644589009,0.5568181818181818,2.202041577274449
IDPSX,-1.5,-1.0,380,0.125484185527828,0.5578947368421052,1.8382439068481091
IDPSX,-1.0,-0.5,589,0.07055792972984391,0.534804753820034,1.8137259121445883
IDPSX,-0.5,0.0,975,0.03994119831441623,0.5405128205128205,1.7949338267700568
INPIX,-inf,-3.0,651,0.18790533848437635,0.4930875576036866,5.030213883501555
INPIX,-3.0,-2.5,180,-0.20837967795023557,0.48333333333333334,2.7370442958993997
INPIX,-2.5,-2.0,204,0.01860799833703946,0.5392156862745098,2.909586031972703
INPIX,-2.0,-1.5,266,-0.08333845603314137,0.49624060150375937,2.852088659866955
INPIX,-1.5,-1.0,395,0.28211179722543717,0.5443037974683544,2.43364676272375
INPIX,-1.0,-0.5,514,0.09161203530387248,0.5175097276264592,2.3278024213645763
INPIX,-0.5,0.0,1053,-0.1785050242773284,0.43209876543209874,3.2220290531432707
INPSX,-inf,-3.0,647,0.15024443850918207,0.48377125193199383,4.157206273896944
INPSX,-3.0,-2.5,174,-0.23663085858990704,0.4827586206896552,2.7726059939788654
INPSX,-2.5,-2.0,207,-0.05294985599715718,0.5265700483091788,2.981871017035473
INPSX,-2.0,-1.5,274,-0.018356727834470954,0.5,2.8597297961439843
INPSX,-1.5,-1.0,395,0.1879167764850057,0.5316455696202531,2.4141752879910547
INPSX,-1.0,-0.5,517,0.07850852224700396,0.504835589941973,2.3112026596117223
INPSX,-0.5,0.0,1065,-0.15703143697603716,0.431924882629108,3.1996624369000393
LGPIX,-inf,-3.0,97,0.4299133871149966,0.5670103092783505,2.995833389350402
LGPIX,-3.0,-2.5,71,0.30821981802619974,0.5915492957746479,2.1485755679205116
LGPIX,-2.5,-2.0,93,0.2882443025750509,0.5913978494623656,1.9205414881254657
LGPIX,-2.0,-1.5,196,0.06444152014477733,0.5816326530612245,1.633577129706501
LGPIX,-1.5,-1.0,320,0.1628867699968273,0.534375,1.4992061736314501
LGPIX,-1.0,-0.5,619,0.12672128902938318,0.5799676898222941,1.21921188788692
LGPIX,-0.5,0.0,1459,0.04913525367655849,0.5366689513365319,1.0464327214174125
LGPSX,-inf,-3.0,97,0.44134781240151566,0.5773195876288659,3.0014755931243124
LGPSX,-3.0,-2.5,70,0.33359770385699306,0.5857142857142857,2.129222606975829
LGPSX,-2.5,-2.0,93,0.23566399015530004,0.5806451612903226,1.9427450786447307
LGPSX,-2.0,-1.5,193,0.06592418310447445,0.5803108808290155,1.6370159926484629
LGPSX,-1.5,-1.0,329,0.18247649959416506,0.5379939209726444,1.492028499505276
LGPSX,-1.0,-0.5,612,0.1265143740317375,0.576797385620915,1.1997006471565748
LGPSX,-0.5,0.0,1487,0.047589843242818695,0.5366509751176867,1.0471325319589888
LVPIX,-inf,-3.0,86,0.31415376286393343,0.5348837209302325,3.1239886302591393
LVPIX,-3.0,-2.5,55,0.3719669723928742,0.5272727272727272,2.4213454857054084
LVPIX,-2.5,-2.0,70,0.011022532136390366,0.5714285714285714,2.1511300722135682
LVPIX,-2.0,-1.5,182,0.1402990247315864,0.521978021978022,1.7926084247516745
LVPIX,-1.5,-1.0,299,0.12211218118440703,0.5652173913043478,1.187977035193182
LVPIX,-1.0,-0.5,662,0.09064111462677829,0.5634441087613293,1.0737726978496882
LVPIX,-0.5,0.0,1579,0.03508378717669692,0.5205826472450918,0.9620699016990752
LVPSX,-inf,-3.0,85,0.3083813105612892,0.5294117647058824,3.1425046826822665
LVPSX,-3.0,-2.5,56,0.3587650809252262,0.5357142857142857,2.397589761560617
LVPSX,-2.5,-2.0,76,0.008289850187710276,0.5789473684210527,2.087667757540198
LVPSX,-2.0,-1.5,175,0.1946754360193624,0.5142857142857142,1.886979695462541
LVPSX,-1.5,-1.0,299,0.10418581680159696,0.5585284280936454,1.17530166504341
LVPSX,-1.0,-0.5,667,0.10425616135964014,0.568215892053973,1.0721728738422402
LVPSX,-0.5,0.0,1591,0.03257704087153035,0.5166561910747958,0.9677446305202914
MDPIX,-inf,-3.0,111,0.5601053034048075,0.5405405405405406,2.866296236801346
MDPIX,-3.0,-2.5,74,-0.05896397146418576,0.4594594594594595,2.538045504186465
MDPIX,-2.5,-2.0,110,-0.05096508369497331,0.4818181818181818,2.1764272002762293
MDPIX,-2.0,-1.5,218,0.14325096032787213,0.5825688073394495,1.5170585255982016
MDPIX,-1.5,-1.0,434,-0.037775359301644044,0.5299539170506913,1.3544534421036156
MDPIX,-1.0,-0.5,675,0.022451073993327908,0.5170370370370371,1.20094470624506
MDPIX,-0.5,0.0,1544,0.02860071795971209,0.46049222797927464,1.27765790872912
MDPSX,-inf,-3.0,109,0.5828220397554988,0.5412844036697247,2.8664252471136344
MDPSX,-3.0,-2.5,77,0.02334854285544712,0.4675324675324675,2.5682744895368774
MDPSX,-2.5,-2.0,105,-0.11484824656626541,0.47619047619047616,2.194460004645904
MDPSX,-2.0,-1.5,219,0.158342732585521,0.5844748858447488,1.5279395156885989
MDPSX,-1.5,-1.0,433,-0.07286063862127616,0.5173210161662818,1.3434704446921757
MDPSX,-1.0,-0.5,681,0.026757315239059717,0.5198237885462555,1.2034149800189962
MDPSX,-0.5,0.0,1553,0.0232107870258279,0.4616870573084353,1.2729358029966014
MGPIX,-inf,-3.0,115,0.2887643029397578,0.5304347826086957,2.725702496727783
MGPIX,-3.0,-2.5,77,0.3769977892533282,0.5584415584415584,2.5560278135837846
MGPIX,-2.5,-2.0,109,-0.09611947333524519,0.5137614678899083,2.0779863374675567
MGPIX,-2.0,-1.5,233,0.0733917085732804,0.5579399141630901,1.6802878738605531
MGPIX,-1.5,-1.0,431,-0.00012356637100916274,0.531322505800464,1.4782273393460508
MGPIX,-1.0,-0.5,682,0.057213287502347554,0.5395894428152492,1.2054734204552884
MGPIX,-0.5,0.0,1498,0.038098927169684195,0.4666221628838451,1.229768287396486
MGPSX,-inf,-3.0,118,0.23973017529714236,0.5169491525423728,2.736343554340706
MGPSX,-3.0,-2.5,75,0.3664130202085239,0.5466666666666666,2.4860857921790935
MGPSX,-2.5,-2.0,108,-0.08300219354759221,0.5185185185185185,2.1251207138506922
MGPSX,-2.0,-1.5,233,0.04443525849972558,0.5493562231759657,1.668904625902475
MGPSX,-1.5,-1.0,436,0.015928476248163004,0.5412844036697247,1.4828400117417713
MGPSX,-1.0,-0.5,687,0.06291366715671752,0.5487627365356623,1.2029837874442808
MGPSX,-0.5,0.0,1487,0.02035896966945141,0.4633490248823134,1.1874147134220996
MLPIX,-inf,-3.0,118,0.5463558270620742,0.5423728813559322,3.265547915746168
MLPIX,-3.0,-2.5,70,0.05662023227628115,0.5142857142857142,2.2889939831403483
MLPIX,-2.5,-2.0,115,-0.11394750273664277,0.4608695652173913,2.066585095432455
MLPIX,-2.0,-1.5,208,0.2047192167763604,0.5528846153846154,1.577863415205182
MLPIX,-1.5,-1.0,438,-0.013252564229216533,0.54337899543379,1.4377592022172911
MLPIX,-1.0,-0.5,696,0.05778791249542424,0.507183908045977,1.184851903511894
MLPIX,-0.5,0.0,1540,0.01819429976658089,0.4688311688311688,1.2616693505155543
MLPSX,-inf,-3.0,117,0.4496867556180879,0.5299145299145299,3.2892686501855803
MLPSX,-3.0,-2.5,72,0.03427917873051502,0.5,2.257360487101937
MLPSX,-2.5,-2.0,114,-0.08416801620897585,0.4649122807017544,2.111828904406479
MLPSX,-2.0,-1.5,216,0.1606583357464865,0.5509259259259259,1.6256105828100824
MLPSX,-1.5,-1.0,434,-0.01717251127946511,0.5414746543778802,1.3745527888817808
MLPSX,-1.0,-0.5,689,0.07624416166531404,0.5123367198838897,1.1936118454116444
MLPSX,-0.5,0.0,1556,-0.0048352578851576684,0.4588688946015424,1.234088362594771
MPIXX,-inf,-3.0,0,,,
MPIXX,-3.0,-2.5,0,,,
MPIXX,-2.5,-2.0,0,,,
