ticker,bucket_lo,bucket_hi,n,avg,hit,std
MPIXX,-2.0,-1.5,0,,,
MPIXX,-1.5,-1.0,0,,,
MPIXX,-1.0,-0.5,0,,,
MPIXX,-0.5,0.0,7179,0.001843689012768175,0.008636300320378883,0.023642783635086546
MPSXX,-inf,-3.0,0,,,
MPSXX,-3.0,-2.5,0,,,
MPSXX,-2.5,-2.0,0,,,
MPSXX,-2.0,-1.5,0,,,
MPSXX,-1.5,-1.0,0,,,
MPSXX,-1.0,-0.5,0,,,
MPSXX,-0.5,0.0,7033,0.0014345056871299948,0.008957770510450732,0.018204178392526027
OEPIX,-inf,-3.0,715,-0.021632586029789923,0.48951048951048953,5.121783790800473
OEPIX,-3.0,-2.5,184,0.060358583709874375,0.5489130434782609,3.58909948679103
OEPIX,-2.5,-2.0,210,0.41603958278146597,0.5285714285714286,3.472559714803722
OEPIX,-2.0,-1.5,257,0.20187322655187134,0.5330739299610895,3.030522598854074
OEPIX,-1.5,-1.0,326,-0.05520159648384214,0.49693251533742333,3.103956525369304
OEPIX,-1.0,-0.5,381,-0.03541130141680524,0.47506561679790027,3.162645765380218
OEPIX,-0.5,0.0,539,-0.14120210418441514,0.4749536178107607,3.520959420585108
OEPSX,-inf,-3.0,715,-0.03331131827550786,0.4909090909090909,5.11959509915446
OEPSX,-3.0,-2.5,183,0.10023190566420431,0.5409836065573771,3.5109643757246274
OEPSX,-2.5,-2.0,211,0.4150489096299477,0.5308056872037915,3.545041817536073
OEPSX,-2.0,-1.5,259,0.20221213932230106,0.5173745173745173,3.048489341812131
OEPSX,-1.5,-1.0,320,-0.10236955611683567,0.5,3.1184208361903973
OEPSX,-1.0,-0.5,381,-0.03442816161980483,0.47244094488188976,3.1399811854317217
OEPSX,-0.5,0.0,550,-0.14856662403518267,0.4709090909090909,3.5050003639003857
OTPIX,-inf,-3.0,195,0.603869658416755,0.517948717948718,4.520392748850623
OTPIX,-3.0,-2.5,99,0.16278603333659694,0.5454545454545454,2.1895647360171027
OTPIX,-2.5,-2.0,169,0.2145295198618086,0.5680473372781065,1.7023213405166406
OTPIX,-2.0,-1.5,262,0.26221033720700715,0.5725190839694656,1.8663004906301328
OTPIX,-1.5,-1.0,377,0.026214547184143924,0.506631299734748,1.6475724323209628
OTPIX,-1.0,-0.5,597,0.05910848964321251,0.5343383584589615,1.5300213797976858
OTPIX,-0.5,0.0,1513,-0.007819252046517794,0.4712491738268341,1.4727869595346308
OTPSX,-inf,-3.0,202,0.2746314212786918,0.4900990099009901,2.781038335553704
OTPSX,-3.0,-2.5,101,0.19003010692558625,0.5544554455445545,2.15524084698352
OTPSX,-2.5,-2.0,170,-0.1668573547073108,0.5411764705882353,4.227401760620655
OTPSX,-2.0,-1.5,263,0.2856692474762516,0.5817490494296578,1.8626263011910393
OTPSX,-1.5,-1.0,374,0.06366397936737335,0.5133689839572193,1.6437367374582201
OTPSX,-1.0,-0.5,605,0.02956153114741488,0.5223140495867769,1.5361920596518428
OTPSX,-0.5,0.0,1522,0.036705307055335964,0.4763469119579501,1.9666942552953828
PHPIX,-inf,-3.0,219,0.4798227491127242,0.5296803652968036,3.220486311801618
PHPIX,-3.0,-2.5,130,0.15046093308197137,0.5153846153846153,2.226343134300004
PHPIX,-2.5,-2.0,201,-0.17701264043331005,0.4527363184079602,2.14716988782026
PHPIX,-2.0,-1.5,319,0.17168139592228326,0.5141065830721003,1.692176145429769
PHPIX,-1.5,-1.0,465,0.0988349143510806,0.5311827956989247,1.5609439731433257
PHPIX,-1.0,-0.5,745,0.10507977254785342,0.5100671140939598,1.454399035230273
PHPIX,-0.5,0.0,1451,-0.03794896615436145,0.40523776705720194,1.6271745343610367
PHPSX,-inf,-3.0,213,0.40499080280301886,0.5117370892018779,3.172807706449344
PHPSX,-3.0,-2.5,132,0.125692810311901,0.49242424242424243,2.3005574359297567
PHPSX,-2.5,-2.0,186,-0.1469892875790454,0.4731182795698925,2.0688835868356446
PHPSX,-2.0,-1.5,322,0.10563722162700906,0.5062111801242236,1.639307659895263
PHPSX,-1.5,-1.0,468,0.12743983689642324,0.5448717948717948,1.569249317371464
PHPSX,-1.0,-0.5,716,0.09200197197643371,0.5027932960893855,1.4529005948740499
PHPSX,-0.5,0.0,1472,-0.038814846856571335,0.3967391304347826,1.6428735987122343
PMPIX,-inf,-3.0,898,0.17935304726522053,0.534521158129176,4.369433703520294
PMPIX,-3.0,-2.5,230,0.562123218038723,0.5260869565217391,3.7829417662754645
PMPIX,-2.5,-2.0,259,0.0788928427658504,0.5173745173745173,3.546961656679068
PMPIX,-2.0,-1.5,297,0.07621555498954101,0.5050505050505051,3.070707883909855
PMPIX,-1.5,-1.0,368,0.20811904413102944,0.5461956521739131,3.2291914089966065
PMPIX,-1.0,-0.5,433,-0.003936020285940999,0.47344110854503463,3.2569574276954394
PMPIX,-0.5,0.0,646,0.08258607550210528,0.43808049535603716,3.5016710812327205
PMPSX,-inf,-3.0,898,0.18395269409021595,0.534521158129176,4.367690564268239
PMPSX,-3.0,-2.5,229,0.5572923797916997,0.5240174672489083,3.760468826160924
PMPSX,-2.5,-2.0,261,0.1433170574937341,0.5172413793103449,3.498915677777474
PMPSX,-2.0,-1.5,290,0.09222062096329153,0.5172413793103449,3.0932904869273186
PMPSX,-1.5,-1.0,376,0.16054305073874559,0.5345744680851063,3.229044049579297
PMPSX,-1.0,-0.5,435,-0.05236629637376018,0.47126436781609193,3.257711069547072
PMPSX,-0.5,0.0,628,0.04709427222343788,0.44745222929936307,3.5235283965830746
RDPIX,-inf,-3.0,2,-0.763282971512965,0.0,0.801317712776624
RDPIX,-3.0,-2.5,1,-1.24338742122582,0.0,
RDPIX,-2.5,-2.0,8,-0.07712756549224872,0.625,1.1122372335302295
RDPIX,-2.0,-1.5,19,-0.1503090293510226,0.3684210526315789,0.7857673988496813
RDPIX,-1.5,-1.0,81,0.10421650679787134,0.5679012345679012,0.6609521078654794
RDPIX,-1.0,-0.5,527,0.007980893069018953,0.49335863377609107,0.49779129883102635
RDPIX,-0.5,0.0,2235,0.014086295803427568,0.49082774049217004,0.4753794735587348
RDPSX,-inf,-3.0,1,-1.34670650705136,0.0,
RDPSX,-3.0,-2.5,1,-1.22164462180329,0.0,
RDPSX,-2.5,-2.0,8,-0.08473861919587006,0.625,1.110690714981031
RDPSX,-2.0,-1.5,19,-0.13235340678806318,0.42105263157894735,0.791167072686045
RDPSX,-1.5,-1.0,87,0.13814071120258686,0.5632183908045977,0.627355087408101
RDPSX,-1.0,-0.5,526,0.007330902929235472,0.5,0.4878298294817953
RDPSX,-0.5,0.0,2257,0.010087639433182645,0.4833850243686309,0.47091203202217946
REPIX,-inf,-3.0,377,0.8466991967303309,0.5225464190981433,5.639115624176685
REPIX,-3.0,-2.5,143,0.12574922007857894,0.4965034965034965,2.8311559867452405
REPIX,-2.5,-2.0,193,-0.1398668480662128,0.46113989637305697,2.768170873430939
REPIX,-2.0,-1.5,276,-0.1263553802175394,0.5,2.316263295293505
REPIX,-1.5,-1.0,458,0.04422149934205851,0.5131004366812227,1.9392136582181496
REPIX,-1.0,-0.5,658,0.06972823184859449,0.541033434650456,1.9469871254482076
REPIX,-0.5,0.0,1257,0.04015466550636566,0.44311853619729513,2.094970792192702
REPSX,-inf,-3.0,376,0.8248748652771689,0.5159574468085106,5.650387667499134
REPSX,-3.0,-2.5,138,0.13640121835785077,0.5072463768115942,2.865460012004384
REPSX,-2.5,-2.0,196,-0.12481098208286129,0.4642857142857143,2.7524360418481595
REPSX,-2.0,-1.5,279,-0.09505934198230775,0.4982078853046595,2.3736361137684447
REPSX,-1.5,-1.0,459,0.03291527887210828,0.5119825708061002,1.895386829821792
REPSX,-1.0,-0.5,667,0.05382861268169877,0.5367316341829086,1.9239234510788081
REPSX,-0.5,0.0,1260,0.0738616340500367,0.4444444444444444,2.03806585515612
RRPIX,-inf,-3.0,70,0.02694871730988859,0.5285714285714286,3.0145107396897095
RRPIX,-3.0,-2.5,65,0.18490528144606555,0.5230769230769231,1.5166112852423346
RRPIX,-2.5,-2.0,114,0.052404650923314734,0.5526315789473685,1.3414518898644712
RRPIX,-2.0,-1.5,282,0.05949145794662499,0.49645390070921985,1.328537183250273
RRPIX,-1.5,-1.0,512,-0.015605966324727584,0.470703125,1.2115238726130926
RRPIX,-1.0,-0.5,872,0.00665773845807559,0.4644495412844037,1.1144274198836586
RRPIX,-0.5,0.0,1539,-0.031815060014583216,0.41000649772579595,1.0925752428126494
RRPSX,-inf,-3.0,69,-0.023816979920688448,0.5217391304347826,2.994726195654695
RRPSX,-3.0,-2.5,66,0.26669863180474607,0.5454545454545454,1.5634939727328325
RRPSX,-2.5,-2.0,123,0.029281905198395457,0.5121951219512195,1.2670310067111934
RRPSX,-2.0,-1.5,267,0.08091191412672236,0.49812734082397003,1.3373937938205214
RRPSX,-1.5,-1.0,507,-0.02985717508229267,0.45759368836291914,1.2132725067353294
RRPSX,-1.0,-0.5,887,0.01555441983013524,0.4689966178128523,1.1086347868212283
RRPSX,-0.5,0.0,1545,-0.040083820810714,0.4090614886731392,1.10127385864729
RTPIX,-inf,-3.0,2,0.341119891504,1.0,0.18769667564652537
RTPIX,-3.0,-2.5,2,0.9953485961991099,0.5,3.207879478974531
RTPIX,-2.5,-2.0,7,0.31260470437203713,0.7142857142857143,1.715674713208593
RTPIX,-2.0,-1.5,13,0.342936119548557,0.5384615384615384,1.2987272671747851
RTPIX,-1.5,-1.0,102,0.009094959798440013,0.5196078431372549,0.6797265872720847
RTPIX,-1.0,-0.5,543,-0.005500120409037017,0.48987108655616945,0.5481155455857974
RTPIX,-0.5,0.0,2379,0.0019382544124565268,0.45187053383774695,0.4546324452122884
RTPSX,-inf,-3.0,1,0.45786396506732,1.0,
RTPSX,-3.0,-2.5,3,0.6930968824108801,0.6666666666666666,2.2925373268209013
RTPSX,-2.5,-2.0,7,0.29754002530502727,0.7142857142857143,1.6937210179681887
RTPSX,-2.0,-1.5,15,0.22838454340252998,0.5333333333333333,1.3260288985526625
RTPSX,-1.5,-1.0,92,-0.017929726841198788,0.5,0.6493020635152631
RTPSX,-1.0,-0.5,576,-0.0032611121426854533,0.484375,0.5048393208851105
RTPSX,-0.5,0.0,2377,-0.0011209314890605105,0.44804375262936474,0.45212676970121035
SGPIX,-inf,-3.0,128,0.44662684086625665,0.5,2.894701855469003
SGPIX,-3.0,-2.5,84,0.20859449587658985,0.5476190476190477,2.2321701538109924
SGPIX,-2.5,-2.0,133,0.11077992516338844,0.5413533834586466,1.8660920229823703
SGPIX,-2.0,-1.5,274,-0.053416236662808994,0.5145985401459854,1.6997969497429464
SGPIX,-1.5,-1.0,476,0.13706602131877846,0.5462184873949579,1.2704601297998834
SGPIX,-1.0,-0.5,703,0.0837102949784333,0.5334281650071123,1.3301478781937455
SGPIX,-0.5,0.0,1411,0.013967537452687218,0.4578313253012048,1.2493209619889545
SGPSX,-inf,-3.0,128,0.4203742234257339,0.5,2.907305400009732
SGPSX,-3.0,-2.5,82,0.20278012883136096,0.5365853658536586,2.2219036482473364
SGPSX,-2.5,-2.0,132,0.12276819547324988,0.5454545454545454,1.878842844460986
SGPSX,-2.0,-1.5,277,-0.04977414738676772,0.51985559566787,1.689821410981981
SGPSX,-1.5,-1.0,482,0.10819836271632108,0.5373443983402489,1.2839467138536003
SGPSX,-1.0,-0.5,700,0.09956218170838906,0.5428571428571428,1.323657052427346
SGPSX,-0.5,0.0,1415,0.005393475521290355,0.4508833922261484,1.2751942548787887
SHPIX,-inf,-3.0,136,0.2445507935573873,0.4852941176470588,2.4460869992869316
SHPIX,-3.0,-2.5,84,-0.0014824576788280061,0.4523809523809524,1.708051935397388
SHPIX,-2.5,-2.0,179,0.03617301533316866,0.44692737430167595,1.4388519808147233
SHPIX,-2.0,-1.5,316,-0.11107239512931424,0.4462025316455696,1.4809911821526565
SHPIX,-1.5,-1.0,539,0.15413106162567344,0.48794063079777367,2.6232493152549603
SHPIX,-1.0,-0.5,813,0.0018290991585848768,0.44772447724477243,1.1390192099796914
SHPIX,-0.5,0.0,1437,-0.04419563646587177,0.3966597077244259,1.3987303342114856
SHPSX,-inf,-3.0,135,0.22092276526288207,0.48148148148148145,2.468452061444531
SHPSX,-3.0,-2.5,89,0.020584942319546704,0.47191011235955055,1.6628074374764628
SHPSX,-2.5,-2.0,170,0.32488172114518615,0.43529411764705883,4.0967317086536585
SHPSX,-2.0,-1.5,325,-0.1332500438392448,0.4338461538461538,1.4674690734945732
SHPSX,-1.5,-1.0,546,0.19953059358703934,0.4981684981684982,2.6083711434132444
SHPSX,-1.0,-0.5,808,-0.02321358742994781,0.44554455445544555,1.1229040824979526
SHPSX,-0.5,0.0,1437,-0.04142043175110627,0.40083507306889354,1.4002881835300267
SLPIX,-inf,-3.0,153,0.604601496152549,0.5424836601307189,2.787617114876675
SLPIX,-3.0,-2.5,92,-0.15725300182120017,0.44565217391304346,2.4658162950198115
SLPIX,-2.5,-2.0,145,0.11944064835960579,0.5379310344827586,1.7903504281917668
SLPIX,-2.0,-1.5,309,0.1619239232140634,0.5436893203883495,1.6790164723932488
SLPIX,-1.5,-1.0,452,0.08099975224762383,0.5309734513274337,1.4962218987263676
SLPIX,-1.0,-0.5,687,0.06315277121342398,0.5400291120815138,1.343247352714918
SLPIX,-0.5,0.0,1367,0.006635926016482904,0.45354791514264814,1.4723847969594277
SLPSX,-inf,-3.0,151,0.6473649294448007,0.5629139072847682,2.8025453971573246
SLPSX,-3.0,-2.5,94,-0.18001667699274693,0.43617021276595747,2.441337581924663
SLPSX,-2.5,-2.0,149,0.10875825461265395,0.5369127516778524,1.778174956688357
SLPSX,-2.0,-1.5,312,0.16541768818997363,0.5384615384615384,1.6752107359546269
SLPSX,-1.5,-1.0,451,0.08117559408824772,0.5388026607538803,1.4831909017221927
SLPSX,-1.0,-0.5,699,0.07219352916970528,0.5450643776824035,1.3342473846834857
SLPSX,-0.5,0.0,1359,-0.0039786593898233115,0.44738778513612953,1.4699007387227319
SMPIX,-inf,-3.0,752,0.3295798916241139,0.5026595744680851,3.885869567430882
SMPIX,-3.0,-2.5,203,0.0793336168279033,0.458128078817734,3.5236826755416426
SMPIX,-2.5,-2.0,243,0.19191933910078585,0.51440329218107,2.8618654358744338
SMPIX,-2.0,-1.5,295,0.36259247266666944,0.5220338983050847,3.2568837146558955
SMPIX,-1.5,-1.0,395,0.11007278499459323,0.5443037974683544,2.938407495905314
SMPIX,-1.0,-0.5,454,0.1918862139645299,0.5154185022026432,2.7427901956443157
SMPIX,-0.5,0.0,930,-0.07946051476788943,0.4021505376344086,3.389818869921649
SMPSX,-inf,-3.0,752,0.3063473555947304,0.5013297872340425,3.853297766689282
SMPSX,-3.0,-2.5,209,0.08764433170261664,0.4688995215311005,3.542101594506062
SMPSX,-2.5,-2.0,236,0.2339252916836911,0.5127118644067796,3.038483691308059
SMPSX,-2.0,-1.5,306,0.18443645599495734,0.5098039215686274,3.067369434733257
SMPSX,-1.5,-1.0,394,0.09648871266363455,0.5380710659898477,3.0211130746866366
SMPSX,-1.0,-0.5,453,0.24626285336237158,0.5187637969094923,2.69454197447908
SMPSX,-0.5,0.0,931,0.009979132206167099,0.40494092373791624,3.454897100975954
SNPIX,-inf,-3.0,194,0.15313794478882148,0.4639175257731959,2.127010421109185
SNPIX,-3.0,-2.5,117,0.033659713308603983,0.49572649572649574,2.042876591608706
SNPIX,-2.5,-2.0,176,0.016040225656073617,0.4659090909090909,1.7181112102620162
SNPIX,-2.0,-1.5,305,-0.09326661638817926,0.419672131147541,1.4626880571442173
SNPIX,-1.5,-1.0,450,-0.013568590688286765,0.45111111111111113,1.5595258812811124
SNPIX,-1.0,-0.5,687,-0.012859496916939663,0.462882096069869,1.5295147535413645
SNPIX,-0.5,0.0,990,0.041700140620067855,0.45252525252525255,1.7792522833721134
SNPSX,-inf,-3.0,195,0.1608260094264202,0.4717948717948718,2.0947844169418115
SNPSX,-3.0,-2.5,119,-0.015184618902820218,0.4789915966386555,2.079459102921655
SNPSX,-2.5,-2.0,178,0.07864443848311499,0.47191011235955055,1.6854510885087992
SNPSX,-2.0,-1.5,296,-0.15402812615855047,0.41216216216216217,1.4674939711611548
SNPSX,-1.5,-1.0,462,0.04571653637176384,0.4696969696969697,1.5686184499256768
SNPSX,-1.0,-0.5,690,-0.06741452412952864,0.4492753623188406,1.5201016993687722
SNPSX,-0.5,0.0,986,0.05703320102511352,0.4594320486815416,1.7849232126635433
SOPIX,-inf,-3.0,116,0.32701223651380984,0.47413793103448276,1.9936409734252696
SOPIX,-3.0,-2.5,72,0.14518813828842747,0.4166666666666667,1.476236037091054
SOPIX,-2.5,-2.0,155,-0.05240556806307205,0.41935483870967744,1.2901692951341226
SOPIX,-2.0,-1.5,274,0.1003283495048369,0.45255474452554745,1.2369682370948776
SOPIX,-1.5,-1.0,487,0.024553444163319192,0.4209445585215606,1.305866931830143
SOPIX,-1.0,-0.5,876,-0.08077532496658563,0.4155251141552511,1.0835094471345823
SOPIX,-0.5,0.0,1670,-0.05162533736513796,0.3898203592814371,1.264956530415955
SOPSX,-inf,-3.0,116,0.3068654958217512,0.45689655172413796,1.9913283395851764
SOPSX,-3.0,-2.5,72,0.08647482578804484,0.4166666666666667,1.4497527255317697
SOPSX,-2.5,-2.0,156,0.0008857404741865471,0.42948717948717946,1.3092263706489868
SOPSX,-2.0,-1.5,276,0.07433488052852694,0.4492753623188406,1.2518624482969554
SOPSX,-1.5,-1.0,490,0.0429545911425864,0.43673469387755104,1.3109918616467184
SOPSX,-1.0,-0.5,868,-0.09262515219005564,0.4032258064516129,1.075344306499152
SOPSX,-0.5,0.0,1679,-0.05542761103594908,0.3924955330553901,1.2684503133033602
SPPIX,-inf,-3.0,461,-0.08623263685460969,0.4750542299349241,2.682761762580603
SPPIX,-3.0,-2.5,180,0.11318078666946675,0.5111111111111111,2.460536302805555
SPPIX,-2.5,-2.0,230,0.17547570036735263,0.5130434782608696,2.220304421076013
SPPIX,-2.0,-1.5,313,0.03499951834834754,0.5207667731629393,2.120620216822478
SPPIX,-1.5,-1.0,388,0.20345585375689798,0.5257731958762887,2.146329441948767
SPPIX,-1.0,-0.5,483,-0.026811087340425446,0.5010351966873706,2.1878222541876715
SPPIX,-0.5,0.0,706,-0.07778381520249877,0.4745042492917847,2.3408112747273266
SPPSX,-inf,-3.0,468,-0.07549431738189755,0.47649572649572647,2.6617264734440425
SPPSX,-3.0,-2.5,173,0.04986384349841902,0.49710982658959535,2.507276480128353
SPPSX,-2.5,-2.0,231,0.1386383776186515,0.5108225108225108,2.320714093562066
SPPSX,-2.0,-1.5,316,0.06311829182273763,0.5189873417721519,2.0664662328669516
SPPSX,-1.5,-1.0,388,0.19054533201532448,0.5309278350515464,2.1475717676700032
SPPSX,-1.0,-0.5,466,-0.05332202664105051,0.49141630901287553,2.1873391556206645
SPPSX,-0.5,0.0,719,-0.04312806791772303,0.47844228094575797,2.315018559702962
SRPIX,-inf,-3.0,159,0.8250923415183475,0.559748427672956,3.9237506808002265
SRPIX,-3.0,-2.5,46,-0.02463771994907651,0.45652173913043476,1.8091961583202973
SRPIX,-2.5,-2.0,120,0.1552835837412062,0.5666666666666667,2.5039193419821544
SRPIX,-2.0,-1.5,192,0.1482262757350505,0.546875,1.7806155308827598
SRPIX,-1.5,-1.0,433,0.057006307113240284,0.4387990762124711,1.6318991507352913
SRPIX,-1.0,-0.5,775,-0.10338058100205844,0.40516129032258064,1.124515728390161
SRPIX,-0.5,0.0,1279,-0.009881569015129982,0.4300234558248632,1.2890050964310564
SRPSX,-inf,-3.0,157,0.8234821503977193,0.5605095541401274,3.9521824607264016
SRPSX,-3.0,-2.5,43,0.08404809450657853,0.5116279069767442,1.7793531496436035
SRPSX,-2.5,-2.0,121,0.1225773975459838,0.5702479338842975,2.51454219788137
SRPSX,-2.0,-1.5,198,0.19188255125745288,0.5505050505050505,1.7517095765550887
SRPSX,-1.5,-1.0,435,0.029236949221099,0.4367816091954023,1.629424048405662
SRPSX,-1.0,-0.5,785,-0.0978641432820129,0.41146496815286626,1.0734708749346489
SRPSX,-0.5,0.0,1280,-0.023451466004634998,0.4234375,1.3106954759552951
SVPIX,-inf,-3.0,151,0.5533711102904582,0.543046357615894,3.247475120039016
SVPIX,-3.0,-2.5,88,-0.006790119465798358,0.5,1.9558247137911642
SVPIX,-2.5,-2.0,138,0.08122281768438647,0.5217391304347826,2.406899159035579
SVPIX,-2.0,-1.5,286,0.043814839032583576,0.513986013986014,1.5238492238264014
SVPIX,-1.5,-1.0,488,0.19912847698967667,0.5594262295081968,1.3947566294431635
SVPIX,-1.0,-0.5,719,0.08462486164695786,0.5285118219749653,1.25676418595106
SVPIX,-0.5,0.0,1367,0.0033600669482888408,0.45062179956108267,1.4194438118183001
SVPSX,-inf,-3.0,152,0.522932881662288,0.5394736842105263,3.255355467563244
SVPSX,-3.0,-2.5,85,0.025110715472555403,0.5176470588235295,1.943155359441737
SVPSX,-2.5,-2.0,139,-0.04690557651867937,0.49640287769784175,2.2917714763911774
SVPSX,-2.0,-1.5,295,0.07625203088105058,0.5186440677966102,1.5694439860982827
SVPSX,-1.5,-1.0,486,0.19251569758790127,0.5596707818930041,1.3933372491580482
SVPSX,-1.0,-0.5,719,0.09299130837311569,0.5312934631432545,1.2609785173836052
SVPSX,-0.5,0.0,1372,-0.00674514254190973,0.44752186588921283,1.4601475552669367
TEPIX,-inf,-3.0,527,0.36959323066207067,0.5351043643263758,3.767845276958264
TEPIX,-3.0,-2.5,150,0.2473626074201925,0.5466666666666666,2.805038578571798
TEPIX,-2.5,-2.0,241,-0.10566034939013197,0.4854771784232365,2.469232860937001
TEPIX,-2.0,-1.5,240,0.06029088840939027,0.5041666666666667,2.328920682063181
TEPIX,-1.5,-1.0,401,0.09101497511185175,0.5211970074812967,2.506136229022939
TEPIX,-1.0,-0.5,533,0.16741967802872218,0.5572232645403377,1.8642014573263184
TEPIX,-0.5,0.0,1122,-0.01702676953330813,0.4393939393939394,2.5592296769083824
TEPSX,-inf,-3.0,525,0.4706343045840629,0.5276190476190477,4.3283342696522515
TEPSX,-3.0,-2.5,152,0.3598078150882888,0.5526315789473685,2.8606947372372376
TEPSX,-2.5,-2.0,238,-0.16069749513074674,0.47478991596638653,2.4162509712497156
TEPSX,-2.0,-1.5,243,-0.03718748786786802,0.5061728395061729,2.2951011854383965
TEPSX,-1.5,-1.0,402,0.1294083214526753,0.5199004975124378,2.4731284559974265
TEPSX,-1.0,-0.5,528,0.13600342922686515,0.553030303030303,1.8629781590554138
TEPSX,-0.5,0.0,1138,-0.018495194264115243,0.4446397188049209,2.673219766219569
UAPIX,-inf,-3.0,780,0.4246472819268388,0.5294871794871795,4.205987789559986
UAPIX,-3.0,-2.5,225,0.16271977622472686,0.5466666666666666,3.1417755932379814
UAPIX,-2.5,-2.0,251,0.15299196511816465,0.545816733067729,2.908858622453051
UAPIX,-2.0,-1.5,329,0.18601961517925797,0.5501519756838906,2.7858074848936427
UAPIX,-1.5,-1.0,392,0.03797754600699693,0.5153061224489796,2.6478559835260365
UAPIX,-1.0,-0.5,482,0.06232203816922685,0.5103734439834025,2.2975354221291626
UAPIX,-0.5,0.0,966,-0.00045369699680699715,0.4078674948240166,3.677888124831923
UAPSX,-inf,-3.0,779,0.3929989749080828,0.5250320924261874,4.219495177972021
UAPSX,-3.0,-2.5,229,0.18042766279998676,0.5458515283842795,3.1392607033510482
UAPSX,-2.5,-2.0,245,0.15432761863794298,0.5387755102040817,2.8787127310098684
UAPSX,-2.0,-1.5,329,0.17220228009292546,0.5440729483282675,2.7723735998994847
UAPSX,-1.5,-1.0,390,0.11250861202949719,0.517948717948718,2.4957503437743145
UAPSX,-1.0,-0.5,485,0.00567245831511366,0.5092783505154639,2.4481683972523727
UAPSX,-0.5,0.0,980,-0.056201496473267006,0.40408163265306124,3.314470312162345
UBPIX,-inf,-3.0,741,0.26804339641558744,0.5330634278002699,5.811837909153675
UBPIX,-3.0,-2.5,170,0.10874837212042532,0.5,3.6747214626119895
UBPIX,-2.5,-2.0,198,-0.37262525892041576,0.46464646464646464,3.804765171077442
UBPIX,-2.0,-1.5,231,-0.2662675321215077,0.46320346320346323,3.3862654311141003
UBPIX,-1.5,-1.0,268,0.09877171155134445,0.5261194029850746,3.4175460171225094
UBPIX,-1.0,-0.5,324,-0.03401529555592072,0.4660493827160494,3.1048802700131675
UBPIX,-0.5,0.0,458,-0.3355754232628761,0.45414847161572053,4.175661800432568
UBPSX,-inf,-3.0,747,0.26846568161620016,0.5341365461847389,5.7890381981189645
UBPSX,-3.0,-2.5,171,0.12921613561954695,0.52046783625731,3.7194189485814446
UBPSX,-2.5,-2.0,195,-0.41764775582863933,0.4564102564102564,3.8496406019616054
UBPSX,-2.0,-1.5,228,-0.32391643095102235,0.45614035087719296,3.295793024827934
UBPSX,-1.5,-1.0,272,0.02954710287419151,0.5110294117647058,3.3514615081312327
UBPSX,-1.0,-0.5,317,0.027135121599740075,0.4794952681388013,3.0207421797613656
UBPSX,-0.5,0.0,465,-0.3407288982307716,0.44731182795698926,4.268937049926203
UCPIX,-inf,-3.0,668,0.03862664492656307,0.47305389221556887,3.974740986403784
UCPIX,-3.0,-2.5,206,0.18719531618870702,0.4563106796116505,3.356348139144172
UCPIX,-2.5,-2.0,314,0.2663112211559786,0.5095541401273885,2.624801227312111
UCPIX,-2.0,-1.5,356,-0.061171570553990834,0.449438202247191,2.1221292100237656
UCPIX,-1.5,-1.0,403,0.05341497443460505,0.4640198511166253,2.4506744797022417
UCPIX,-1.0,-0.5,507,-0.12255851818060716,0.4536489151873767,2.2080916295668507
UCPIX,-0.5,0.0,724,0.002816784383231231,0.4488950276243094,3.0645364205886554
UCPSX,-inf,-3.0,666,0.10633707993162567,0.4774774774774775,4.063617112825629
UCPSX,-3.0,-2.5,207,0.1806262350991025,0.45893719806763283,3.2993900053340095
UCPSX,-2.5,-2.0,313,0.21770181655710777,0.5079872204472844,2.6857825095979413
UCPSX,-2.0,-1.5,361,-0.045118496843861405,0.4487534626038781,2.106405244497967
UCPSX,-1.5,-1.0,420,0.03335750671480282,0.46190476190476193,2.4454070550346163
UCPSX,-1.0,-0.5,494,-0.13402710965586107,0.4574898785425101,2.232484659496634
UCPSX,-0.5,0.0,725,0.01729335755316788,0.43724137931034485,3.022885659352951
UDPIX,-inf,-3.0,351,0.5719953873419052,0.5726495726495726,4.2163014696062
UDPIX,-3.0,-2.5,118,0.34671509954051866,0.559322033898305,2.8653684660774044
UDPIX,-2.5,-2.0,193,0.0418894655007808,0.5440414507772021,2.325132429066935
UDPIX,-2.0,-1.5,258,0.07458452267888753,0.5581395348837209,2.546297775041811
UDPIX,-1.5,-1.0,379,0.1717191969916283,0.5593667546174143,1.8643502582093916
UDPIX,-1.0,-0.5,554,0.06847739647818216,0.5252707581227437,1.7493032060498057
UDPIX,-0.5,0.0,1061,0.05086452929527628,0.5032987747408105,2.166442300931026
UDPSX,-inf,-3.0,351,0.5627237239915621,0.5726495726495726,4.218797548299846
UDPSX,-3.0,-2.5,119,0.37762807238357043,0.5546218487394958,2.844555522927278
UDPSX,-2.5,-2.0,191,0.016108860896526238,0.5392670157068062,2.3306794501360595
UDPSX,-2.0,-1.5,264,0.10479804871227183,0.5643939393939394,2.539222704759785
UDPSX,-1.5,-1.0,379,0.13081741342923164,0.554089709762533,1.8513851654195332
UDPSX,-1.0,-0.5,554,0.07671507803143925,0.5252707581227437,1.7491738941323862
UDPSX,-0.5,0.0,1053,0.04089223984695568,0.5080721747388414,2.180486264718891
UEPIX,-inf,-3.0,141,0.6167961918631584,0.5106382978723404,4.502207349848627
UEPIX,-3.0,-2.5,76,0.09898412430489495,0.5394736842105263,1.9018440270153765
