ticker,strategy_no,source,condition,horizon,full_trades,full_avg,full_hit,full_std,full_ann_vol,full_downside_std,full_avg_std,full_median,full_p10,full_p90,full_max,full_min,full_tstat,train_trades,train_avg,train_hit,train_std,train_ann_vol,train_downside_std,train_avg_std,train_median,train_p10,train_p90,train_max,train_min,train_tstat,test_trades,test_avg,test_hit,test_std,test_ann_vol,test_downside_std,test_avg_std,test_median,test_p10,test_p90,test_max,test_min,test_tstat
BKPIX,2,triple_scan,EEM_up_GDX_down_GLD_down,2,449,0.30452358478775926,0.5857461024498887,1.9803405601997635,31.43693180101746,1.1834400798169593,0.15377334126663597,0.22735155075247004,-1.414810079160238,2.197783613564516,13.490333356874778,-9.34011371921401,3.258398683011806,392,0.299578345019351,0.5739795918367347,2.060320181707413,32.706568931791345,1.2187752687997842,0.14540378125650677,0.22628713747044507,-1.4463516917509824,2.225526563963524,13.490333356874778,-9.34011371921401,2.8788479926259583,57,0.33853295301961994,0.6666666666666666,1.3168176666762779,20.903832408250665,0.9037563192540146,0.25708415188117595,0.229647943971465,-0.872714989946588,1.8063749383868948,2.70398588521012,-5.7752081287723405,1.9409427826348775
BKPIX,3,condition_expansion,combo_GLD_down__ext_vix_5dchg_ge10,1,414,0.36222722757893583,0.5821256038647343,2.7997033948977603,44.44391356585641,1.9730174304834676,0.1293805723274353,0.373960100949215,-2.542063485183661,3.2724863749960544,9.65119261349065,-23.102290648470568,2.632505204790815,374,0.34406008204940175,0.5828877005347594,2.8462359469825973,45.18259492997024,2.028549596739325,0.12088248776920722,0.39466513740479,-2.544404882389327,3.2051282928010694,9.65119261349065,-23.102290648470568,2.3377560539175013,40,0.5320900382800795,0.575,2.3439034098820484,37.20831311822516,1.347249465440777,0.22701022407184251,0.17709718452843498,-1.8510565466645699,3.4194783689687402,6.9877429017846895,-6.17835253611541,1.4357387204244114
BKPSX,1,triple_scan,GDX_up_QQQ_down_SLV_up,2,349,0.48471067120950806,0.6074498567335244,2.348027272127685,37.27377740188342,1.3709470869980374,0.20643315218834038,0.40423926155238504,-2.0445055812206188,2.9587926578405392,15.915568147894795,-14.21135240280024,3.856489539273076,286,0.4860130407206287,0.6013986013986014,2.4821555684184644,39.40299809645656,1.4616790361835637,0.19580281224286752,0.44548769756522505,-2.1409749036099823,2.965574671177065,15.915568147894795,-14.21135240280024,3.3113260193936913,63,0.4787983270796592,0.6349206349206349,1.6198846907712574,25.71487226628908,0.8442473070917829,0.2955755615245023,0.3856458768457199,-1.563295768324754,2.907168177148551,3.9029666707248905,-2.6792466277894595,2.3460582882663137
BKPSX,2,condition_expansion,combo_GLD_down__ext_vix_5dchg_ge10,1,414,0.3580871401273103,0.5821256038647343,2.7995178155763223,44.4409675854584,1.9750392844256937,0.1279102915991241,0.36135068753442,-2.5426143005653237,3.2654363234508383,9.717554808769389,-23.096801002486732,2.602589417589106,374,0.3398196115664613,0.5828877005347594,2.8459427108672934,45.17793995095114,2.0304755296806873,0.11940493751643447,0.399647546803765,-2.545106579922256,3.146928137366637,9.717554808769389,-23.096801002486732,2.3091815919575387,40,0.5288885321712489,0.575,2.344883862112231,37.22387731486582,1.3507798173634322,0.22554999022204672,0.18037948717303498,-1.856017127558567,3.4003352489414813,6.99946881895996,-6.19339301607245,1.4265033906607494
BKPSX,3,triple_scan,EEM_up_GDX_down_GLD_down,2,449,0.3020188097197474,0.579064587973274,1.9828049914724415,31.47605343464176,1.184415681946779,0.15231896783529209,0.22641628461595498,-1.435520330900411,2.1882448125723704,13.568466883087755,-9.292337858465723,3.2275810625174897,392,0.2971204389143975,0.5663265306122449,2.0631478922641557,32.75145744526822,1.2198295608780452,0.14401315583262878,0.22299349064360996,-1.4624834276842538,2.2208789526894734,13.568466883087755,-9.292337858465723,2.851315013941151,57,0.33570585104776796,0.6666666666666666,1.3155826845553151,20.884227674856593,0.9040415895861061,0.2551765502760787,0.23622342483126504,-0.8800113943977389,1.7990100766341066,2.69942273452643,-5.772822152349925,1.9265407063479367
BLPIX,1,condition_expansion,combo_XLV_big_down__self_down,1,606,0.24703242157607017,0.570957095709571,1.7979015010838724,28.540801521945905,1.0331949291204376,0.13740042011597722,0.158032636104085,-1.554994795058495,1.8614891264680251,11.449502688293919,-7.628746481205489,3.3823953821983186,571,0.22470524976446657,0.5691768826619965,1.7949982124959387,28.49471324441836,1.057622202434724,0.12518410781702935,0.15189902661409,-1.58152038680529,1.86399341188394,11.449502688293919,-7.628746481205489,2.9913501542479035,35,0.6112842817025174,0.6,1.8323331058267538,29.087386302289122,0.4840174325417466,0.33360980040073235,0.40691483862964,-0.893776613562588,1.773800367656304,9.292442127195109,-1.6143634259563,1.973662195594671
BLPSX,1,condition_expansion,combo_XLV_big_down__self_down,1,611,0.24454020171054983,0.5679214402618658,1.7917719982498996,28.44349868099096,1.0311236686376553,0.1364795308495739,0.15470121778531,-1.55738665208731,1.85332172278007,11.47250086114213,-7.62522872827081,3.3735575718078374,577,0.22033907202018538,0.5649913344887348,1.7877284001854925,28.37930855170902,1.0551392724513644,0.12325086517466706,0.14698223192644,-1.583062287556,1.85510155333381,11.47250086114213,-7.62522872827081,2.9605873770516187,34,0.6552476085146761,0.6176470588235294,1.8374815448187418,29.169115237567055,0.4614552432510917,0.3566009195370248,0.41586907029243503,-0.716826731724735,1.784765632940055,9.289452982513199,-1.6139539514014902,2.079322807477991
BMPIX,1,triple_scan,GDX_up_XLF_down_XLK_down,1,314,0.48871846330273,0.5764331210191083,2.42156228940695,38.441109612138064,1.2518808453627417,0.20181948878235093,0.33513230155476503,-1.9939620179822568,2.8265864866782575,18.063021376861528,-6.71987451104194,3.576250452700987,265,0.38895230261757574,0.5547169811320755,2.3938038382264133,38.0004578605139,1.3199461573453461,0.1624829471849094,0.20982227636328002,-2.0296678786948,2.733249178888364,18.063021376861528,-6.71987451104194,2.645030747148684,49,1.0282701486408095,0.6938775510204082,2.5237209713529483,40.06282841230959,0.7877148811153509,0.4074420905927494,0.62380437494802,-1.303473152989154,3.3375825064823483,13.71532829687363,-2.71763395023624,2.852094634149246
BMPIX,2,triple_scan,GLD_up_XLF_down_XLK_down,2,357,0.327265357507526,0.6078431372549019,2.044132934760721,32.449604352800925,1.2098351187986531,0.16009984083830364,0.28051896327234,-1.677438071842879,2.183133344027364,13.158213447458166,-10.063138140611786,3.0249974175216594,302,0.33755276738254697,0.6158940397350994,2.1569992620602894,34.24130175336819,1.284506711648504,0.15649183257491173,0.33733963127670746,-1.7502499399568996,2.2276859852849875,13.158213447458166,-10.063138140611786,2.7195381016123985,55,0.2707781251028648,0.5636363636363636,1.2684551692460106,20.13610156235574,0.6640659821363123,0.21347078845823106,0.10432001693526502,-1.017143103939248,1.8712532852230623,4.44438446993392,-2.07594666519529,1.5831417384030513
BMPIX,3,triple_scan,GDX_up_JNK_down_XLF_down,1,210,0.5934086616038332,0.5714285714285714,2.608936179537558,41.41557790497203,1.4871214016598129,0.22745234868451888,0.41134187998486493,-2.013846602085193,3.4912990389955496,13.71532829687363,-12.244485677956469,3.296097676593009,152,0.5273029476925912,0.5592105263157895,2.667623224778905,42.34720586631084,1.658340166463767,0.19766770014393414,0.36539559087929496,-2.00885924885187,3.764539616138849,9.8179287820673,-12.244485677956469,2.4370110774038807,58,0.7666512221988119,0.603448275862069,2.462402470212844,39.089427383605916,0.8944976717477126,0.3113427766065165,0.44249170923271497,-1.790844977736789,3.2364047005467254,13.71532829687363,-2.8243286194775,2.3711159447849033
BMPSX,1,triple_scan,GDX_up_JNK_down_XLF_down,1,210,0.590684872767363,0.5714285714285714,2.610236779305698,41.4362242862224,1.4888078502757898,0.2262955136677219,0.40638887739924,-2.017769530378313,3.496714885009115,13.71683757004989,-12.23661667588901,3.2793335445314193,152,0.5251679293955384,0.5592105263157895,2.6693821179819905,42.37512743029935,1.6600949316206892,0.19673763672042457,0.35858023889852497,-2.014668149622435,3.777622039639108,9.824756302182399,-12.23661667588901,2.4255444854208172,58,0.7623844485004209,0.603448275862069,2.46255878886967,39.09190886535336,0.8961232933192474,0.30959035453133693,0.43746541264982,-1.794340813538116,3.2273629324845046,13.71683757004989,-2.83155356527728,2.3577698958746285
BMPSX,2,triple_scan,GDX_up_UUP_down_XLK_down,1,222,0.5202748199791134,0.5720720720720721,2.6846215554019612,42.617045999502,1.2552179894976754,0.19379819808576856,0.41823645373106,-2.3519135789730425,2.779528875149479,18.05770986656105,-5.47292476317707,2.8875281177932375,182,0.4589411514069804,0.5659340659340659,2.6475145003688714,42.027989762480736,1.2912136774748346,0.17334792740248914,0.39816044718423504,-2.3519135789730425,2.653993050364872,18.05770986656105,-5.47292476317707,2.338591395717181,40,0.7993430119823185,0.6,2.8658043052141835,45.49323298664984,1.0763441152084496,0.27892449269057035,0.5228541450928801,-2.083948600126173,3.4786447204353377,13.71683757004989,-2.95562022553655,1.7640733842183782
BMPSX,3,triple_scan,GDX_up_GLD_up_JNK_down,1,224,0.4518012356936388,0.5580357142857143,2.2492377932821457,35.70554304283358,1.2253832818301187,0.2008685951494523,0.391763522408785,-2.064716967006995,3.0420932484052305,13.71683757004989,-6.502509153438529,3.00632585124741,156,0.3979095945176294,0.5576923076923077,2.2048455270854745,35.00083766388776,1.337056976405368,0.1804705089900857,0.400527388158205,-2.3079146180511403,3.0277559362084148,7.77293734496331,-6.502509153438529,2.2540759348260506,67,0.6091645279010606,0.5671641791044776,2.3612680164121267,37.483967701183616,0.9029677173858406,0.257981950234801,0.38089657193085,-1.717873159952524,3.074985742382224,13.71683757004989,-2.95562022553655,2.111673271447489
BTCFX,1,triple_scan,QQQ_down_XLK_down_XLV_down,1,224,0.6871886717226696,0.5714285714285714,3.552707646727481,56.39748548495058,1.9065949739922516,0.19342674378390304,0.41991930800608,-2.976839622080226,4.99876181230947,22.192546917851192,-14.48375385258319,2.894946418714685,149,0.713307124387399,0.5771812080536913,3.8155620292857226,60.57016944858582,2.0425765647891088,0.18694680335754646,0.37056319480599004,-3.002473682462442,5.12948238086776,22.192546917851192,-14.48375385258319,2.281976552367523,75,0.6353000124287406,0.56,2.985737635602496,47.39711558334117,1.602571475332224,0.21277824442888216,0.65065065065064,-2.8479204892966377,4.497843107914533,10.16949152542372,-7.2324065587127,1.8427136504806667
BTCFX,2,condition_expansion,combo_EEM_down__ext_credit_spread_down,2,204,0.4141622869720578,0.5637254901960784,2.5697658276500084,40.793767845803956,1.4868177330493995,0.16116732603250455,0.29799458168240744,-2.3286372289816453,2.8099221686501377,12.805236345825982,-7.905201733157445,2.3019298477615244,118,0.5378956963285888,0.5677966101694916,2.8891968990734695,45.86457890188429,1.5366983324817778,0.1861748143579572,0.3555137765979475,-2.5288600662454366,3.862940415361285,12.805236345825982,-7.905201733157445,2.0223761413604393,86,0.2443885392503061,0.5581395348837209,2.056874662102412,32.65187300371797,1.4155193552236676,0.11881547463884212,0.19040033733967748,-2.1253250747346,2.6451905489279026,5.565514993481084,-5.9340976348607395,1.101849383161867
BTCFX,3,triple_scan,EEM_down_IWM_down_SPY_down,2,249,0.4606384579276509,0.5662650602409639,2.443710481035562,38.792701254372716,1.413718528557229,0.18849960398436721,0.40930682818578,-2.0906417828174377,3.1023427964125254,12.805236345825982,-7.905201733157445,2.9744735794529342,139,0.5985669501061954,0.5683453237410072,2.714125985584546,43.085414308528726,1.4446298829742708,0.220537643899121,0.432846054493145,-1.984115620720952,3.846556282753586,12.805236345825982,-7.905201733157445,2.6001004750478383,110,0.28634699962930826,0.5636363636363636,2.050792341264017,32.55531915372297,1.3736633340609685,0.13962749609880867,0.331321039568185,-2.0943371142503215,2.6325550560644406,5.565514993481084,-5.9340976348607395,1.4644255335627387
CNPIX,1,condition_expansion,combo_XLV_down__ext_usd_gold_ratio_le-1,1,179,0.5153039450834003,0.6312849162011173,2.163577799337634,34.34573279512672,1.1171042871509251,0.23817213563623985,0.29863627232888,-1.475713406112538,2.3516575037567704,12.11684577151426,-7.52428965805355,3.1865259999945725,129,0.6315281260246358,0.627906976744186,2.275597778293639,36.12399483225639,1.049757669995252,0.27752185911263644,0.3324912487397,-1.26621604778117,2.502785490467138,12.11684577151426,-7.52428965805355,3.1520424037135175,50,0.2154455582550128,0.64,1.830377338695522,29.05633946157956,1.2745287406827421,0.11770554284099534,0.262283392196745,-1.7399710753761848,1.9219884338257618,5.768018234750881,-6.4672324745071395,0.8323038752611148
CNPIX,2,triple_scan,JNK_up_QQQ_down_XLK_down,1,287,0.34874100551181086,0.5993031358885017,1.6214539826875867,25.739784003159507,0.8737823661135702,0.21507918771383627,0.2598275177545,-1.4928078038831698,2.0657792435110434,11.754496032546651,-4.14170497885053,3.6436725093583417,248,0.2946391455416133,0.592741935483871,1.613729447801168,25.617160813340867,0.889689804598828,0.1825827408324748,0.26131993730872005,-1.5067064416675857,1.9801269220897646,11.754496032546651,-4.14170497885053,2.875315877947129,39,0.6927733458351178,0.6410256410256411,1.6492912199394858,26.181686444893277,0.7649258836401579,0.4200430690830552,0.25795356835771,-1.1376916957633398,2.6642986947754146,4.18962203715567,-2.98212325976146,2.6231681256648
CNPIX,3,pair_scan,JNK_up_QQQ_down,1,195,0.40347067114323665,0.5897435897435898,1.7537512515940357,27.83993803911652,0.9017519628792872,0.23006151572323064,0.34551018720189997,-1.618267760038286,2.2048675668056057,11.754496032546651,-4.14170497885053,3.212634230392515,148,0.3623301894667819,0.581081081081081,1.8095670864897677,28.725986949237807,0.9430945965403549,0.20023031595343438,0.40986787260098,-1.667387613512852,2.100055321370899,11.754496032546651,-4.14170497885053,2.435906926622649,47,0.5330194219542004,0.6170212765957447,1.5761757634308946,25.02101455539313,0.756957510697325,0.3381725784147105,0.24656112120424,-1.287703354787666,2.4872374433668356,4.18962203715567,-2.98212325976146,2.3183943929382926
CNPSX,1,triple_scan,GDX_up_TIP_up_XLK_down,1,509,0.29938468928051826,0.5834970530451866,1.5706035668321365,24.932558676653088,0.8604350054865105,0.19061760434198477,0.25569158540167997,-1.322163235990712,1.9961264774036598,12.1005525333941,-5.0104233303952705,4.3005291746835566,468,0.2885562910946264,0.5854700854700855,1.5784877752036561,25.057716604467014,0.8707232592103447,0.1828055279410681,0.257017057044535,-1.324171533646698,1.9151563959128222,12.1005525333941,-5.0104233303952705,3.9546882265787167,41,0.42298689296338243,0.5609756097560976,1.4904919183934062,23.66082568332319,0.732834884216328,0.28379012844250634,0.16533894483692,-1.3181019332161699,2.1917007597896,4.09486166007906,-2.17477263740609,1.8171434497743937
CYPIX,1,triple_scan,EEM_down_GDX_up_GLD_up,1,333,0.4422950555025714,0.6366366366366366,2.300454627743218,36.51858508437734,1.3897861533144116,0.19226419428948693,0.61719102814992,-2.2920985370598057,2.533883975143578,16.25635013677218,-7.8259240425019305,3.5084923108262043,274,0.3896064577287534,0.6277372262773723,2.126981525547557,33.76478495896567,1.3670499429888374,0.1831734093827898,0.58933664836435,-2.280351006544505,2.342077222673038,10.66469830399583,-7.8259240425019305,3.032059436413927,58,0.7330849644196292,0.6896551724137931,2.9922204432492294,47.500026964325514,1.4808292204712603,0.24499697743645446,0.73293181656782,-2.482480416655093,3.077555841652245,16.25635013677218,-6.93854432172189,1.8658413917784968
CYPIX,2,triple_scan,FXY_up_GDX_up_QQQ_down,1,501,0.34817942336726815,0.6007984031936128,2.0306093375185394,32.23492390199805,1.2240478310536946,0.1714654891682676,0.36717758010078,-2.01178170501278,2.27740430786116,16.25635013677218,-6.93854432172189,3.8379170655229586,460,0.29459786686134876,0.591304347826087,1.8396388413529732,29.20336125836984,1.1865654267522185,0.16013896871447061,0.333064017644655,-1.995569029679189,2.1323888409161342,8.615971938338179,-6.6240812040602,3.4345982411964475,41,0.9493383500190473,0.7073170731707317,3.507737856165168,55.68361219091934,1.5849412079812848,0.2706411906894635,0.7700770077007699,-3.02189781021896,3.34375424765529,16.25635013677218,-6.93854432172189,1.7329491677513895
CYPIX,3,condition_expansion,combo_XLK_big_down__self_big_down,1,217,0.48200672507405906,0.5668202764976958,2.896154671736286,45.975030118752706,1.5823013589297086,0.1664298974699059,0.31819158902065997,-2.561985388239494,3.4578094876082583,16.25635013677218,-6.5012522970862,2.4516654823792776,175,0.3561398872285067,0.5371428571428571,2.797591949086722,44.41039540271963,1.6309206198477504,0.12730229915937852,0.21122793841532,-2.6656225722224414,3.395526843372933,10.47240512699738,-6.5012522970862,1.6840511245123122,42,1.006451882763861,0.6904761904761905,3.2595336245949236,51.74349216438682,1.3611547547628204,0.30877174426723003,0.544939410938945,-1.408550024218263,3.587222805175563,16.25635013677218,-6.4811614241272,2.0010696095910214
CYPSX,1,pair_scan,EEM_down_GDX_up,1,398,0.39249029574651473,0.628140703517588,2.279361472366488,36.183741623422506,1.3591793159352636,0.17219309026006388,0.496312792600035,-2.3672081918240218,2.5110488535226536,16.28078817733989,-6.9439421338155505,3.4352413616305886,325,0.36995050756090425,0.6215384615384615,2.127193206188344,33.768145284963005,1.3158876585107062,0.1739148594893305,0.43490841236286,-2.267706032486346,2.3564615071770647,10.64405331814701,-6.51307044749667,3.1352947172694803,72,0.5271144393097938,0.6666666666666666,2.881338234881057,45.73982647534254,1.530227059453407,0.18294084079703798,0.6046027791724999,-3.000720431397189,3.046573656086439,16.28078817733989,-6.9439421338155505,1.5523045090026497
CYPSX,2,triple_scan,GDX_up_TIP_up_XLV_down,1,254,0.32702215200645407,0.594488188976378,2.060762144399572,32.71358487202467,1.2496995956283714,0.15868990649657724,0.36943281717709,-1.899947141934044,2.40166432698734,10.64405331814701,-7.01213158269987,2.5291009374219677,199,0.25560131555627585,0.592964824120603,2.0766932098085005,32.96648269517864,1.325594338963456,0.12308092228020806,0.36693081630956,-1.946206041182882,2.045637842680369,10.64405331814701,-7.01213158269987,1.7362700747406714,55,0.5854357238898261,0.6,1.9992215837949288,31.73665875860436,0.9244300081552295,0.2928318344675682,0.41739130434783006,-1.7373647221167559,3.019142322478828,7.539521686258619,-3.3859303090072297,2.171699007751827
CYPSX,3,triple_scan,EEM_down_SLV_up_XLF_down,1,323,0.2182725559621645,0.5913312693498453,2.5435741939588508,40.377988550740135,1.7580319255529624,0.08581332381834018,0.43231594116348,-2.9265770450646778,2.8539528684289306,10.64405331814701,-8.76064941327761,1.5422542831695016,282,0.1798155464294298,0.5815602836879432,2.568763677328854,40.77785920264749,1.775966866441982,0.07000081323806796,0.348662157915265,-2.935149994393804,2.6620891792499335,10.64405331814701,-8.76064941327761,1.1755135502517295,41,0.48278174347999836,0.6585365853658537,2.3758606164305225,37.71561804496669,1.6293346355653378,0.20320288999332228,0.6859382655560899,-2.67359821760118,3.09145556032632,4.62607861936721,-6.9439421338155505,1.301133350032643
ENPIX,1,condition_expansion,combo_XLC_down__ext_sect_rotation_down,1,404,0.4096786066114584,0.599009900990099,2.749415833500424,43.64562327687295,1.8185019222124275,0.1490056911798152,0.519684428614505,-3.012052849437625,3.692309809955276,11.58427598275106,-13.24491723213343,2.9949773263925854,311,0.2839864051031833,0.5659163987138264,2.7716464309405664,43.99852307081098,1.8533140611759518,0.10246126704076453,0.40932591490421,-3.17073461410115,3.99481050045547,10.47788137089953,-12.56987540544988,1.8069241258999351,92,0.8199799030100435,0.7065217391304348,2.657689808624004,42.18951777341976,1.706105046372952,0.3085310785138545,0.8552479382207849,-1.408887691040717,3.35669476063232,11.58427598275106,-13.24491723213343,2.9593261445168295
ENPIX,2,condition_expansion,combo_ext_vix_5dchg_ge10__self_down,1,585,0.3616466715691215,0.5572649572649573,3.202272766720109,50.834504225616975,2.0585961401797284,0.1129343744004462,0.34289855328625996,-2.985010474426252,3.647118575038421,17.63874273201737,-17.44776935326694,2.73151810517774,542,0.36723977084105464,0.551660516605166,3.208171235596564,50.928139516195905,2.0433702557147475,0.11447012764353455,0.32760192362981,-3.028649415360037,3.786985647626274,17.63874273201737,-17.44776935326694,2.6649668452943436,43,0.2911476063275451,0.627906976744186,3.1632519094115463,50.21506731931901,2.2416634445488137,0.09204060083273821,0.48738312953213,-1.758036389811918,2.728007263349709,11.58427598275106,-13.24491723213343,0.6035505817005002
