ticker,fund_name,fund_theme,condition,horizon,full_avg,full_hit,full_trades,test_avg,test_hit,full_tstat,full_std,full_min,test_std,poor_train,high_std,poor_mono,direction_conflict,btc_weak_link,threshold_suboptimal,category,reason
PHPIX,Pharmaceuticals UltraSector ProFund Investor,医药,combo_GLD_big_up__self_down,3,0.2560381448745737,0.6108949416342413,257,0.3865404175633149,0.65,3.716538153910157,1.1044158681007723,-4.251668194681491,0.9866962205028148,0,0,1,0,0,0,acceptable,各项指标可接受
PHPIX,Pharmaceuticals UltraSector ProFund Investor,医药,FXY_up_QQQ_down_XLE_up,2,0.2699648231731242,0.6219931271477663,291,0.4330733488735874,0.6428571428571429,4.250405886374953,1.0834859119080422,-4.603069351884479,1.2670346445358325,0,0,0,0,0,0,acceptable,各项指标可接受
PHPSX,Pharmaceuticals UltraSector ProFund， Service Class,医药,FXY_up_GDX_up_QQQ_down,1,0.343541898684004,0.5800865800865801,462,0.7102204140851796,0.6097560975609756,4.167542485924132,1.7718243400988505,-6.62164462288615,2.229932096452755,0,0,0,0,0,0,acceptable,各项指标可接受
PHPSX,Pharmaceuticals UltraSector ProFund， Service Class,医药,IWM_up_LQD_up_SLV_down,1,0.2962774731088353,0.5568862275449101,167,0.4246330031555925,0.5853658536585366,2.303421846929658,1.662200413255265,-5.78375809506245,1.659429844865184,0,0,0,0,0,0,acceptable,各项指标可接受
PHPSX,Pharmaceuticals UltraSector ProFund， Service Class,医药,IWM_down_XLC_up,1,0.2982376302198746,0.5705882352941176,170,0.495124969947733,0.6190476190476191,1.9841778855774093,1.9597753713352652,-5.85131894484413,2.445642639165156,0,0,0,0,0,0,acceptable,各项指标可接受
PMPIX,Precious Metals Ultra Sector Profund Investor,贵金属,combo_ext_sect_rotation_up__self_big_down,1,0.5729399031604261,0.5527831094049904,521,0.3892610369323368,0.6190476190476191,2.8202155552537733,4.637091102138066,-17.48248107920023,3.5207986466283034,0,1,1,0,0,0,acceptable,各项指标可接受
PMPIX,Precious Metals Ultra Sector Profund Investor,贵金属,EEM_up_GLD_down_TLT_down,2,0.348111487842735,0.5643086816720257,622,0.4302103194685872,0.625,3.4358906436295453,2.52681947213103,-11.544495016080203,2.7187506782328748,0,0,0,0,0,0,acceptable,各项指标可接受
PMPIX,Precious Metals Ultra Sector Profund Investor,贵金属,combo_TIP_up__ext_vix_5dchg_ge10,3,0.3888612605997276,0.556935817805383,483,1.2739301686274491,0.6458333333333334,4.214305969841793,2.0278796719436056,-8.004889105701011,2.823660596524152,0,0,0,0,0,0,acceptable,各项指标可接受
PMPSX,Precious Metals Ultra Sector Profund Service,贵金属,combo_ext_sect_rotation_up__self_big_down,1,0.5827151396860079,0.5542857142857143,525,0.3854061369241733,0.6190476190476191,2.8852760724721955,4.627522928715568,-17.48034076015727,3.5212934045551894,0,1,1,0,0,0,acceptable,各项指标可接受
PMPSX,Precious Metals Ultra Sector Profund Service,贵金属,EEM_up_GLD_down_TLT_down,2,0.3435989863661148,0.5627009646302251,622,0.4263596226408491,0.625,3.391639073764919,2.526605495135658,-11.551694105425176,2.7184606166248435,0,0,0,0,0,0,acceptable,各项指标可接受
PMPSX,Precious Metals Ultra Sector Profund Service,贵金属,combo_TIP_up__ext_vix_5dchg_ge10,3,0.4196450042643785,0.556935817805383,483,1.2697700762237496,0.6458333333333334,4.211594901238456,2.189823093672191,-8.043876497971224,2.8233909473394125,0,0,0,0,0,0,acceptable,各项指标可接受
REPIX,ProFunds Real Estate UltraSector ProFund Investor,房地产,GLD_up_XLK_down_XLV_down,3,0.3004200620810592,0.6010928961748634,732,0.3820252680994666,0.6341463414634146,4.974121031722357,1.634060468624724,-9.09560791636732,0.8283819464798615,0,0,0,0,0,0,acceptable,各项指标可接受
REPIX,ProFunds Real Estate UltraSector ProFund Investor,房地产,combo_GDX_up__ext_vix_5dchg_up,1,0.4559226389680271,0.5560538116591929,223,0.2311893776889265,0.5588235294117647,1.77280010051318,3.84046508908864,-12.113483659900789,1.627276087337845,0,1,0,0,0,0,acceptable,各项指标可接受
REPIX,ProFunds Real Estate UltraSector ProFund Investor,房地产,GDX_up_SLV_up_XLV_down,1,0.3996689309289691,0.5944272445820433,323,0.3976549858199403,0.6506024096385542,2.7647770720454368,2.598014261280732,-12.113483659900789,1.3797789807186565,0,0,0,0,0,0,acceptable,各项指标可接受
REPSX,ProFunds Real  Estate UltraSector ProFund Service Cl,房地产,FXY_up_XLF_down_XLU_down,1,0.4137064442923144,0.5565610859728507,663,0.3702968551321961,0.5833333333333334,2.765052106797566,3.852527347162804,-22.60517110739752,2.4007764352973155,0,1,0,0,0,0,acceptable,各项指标可接受
REPSX,ProFunds Real  Estate UltraSector ProFund Service Cl,房地产,JNK_up_QQQ_down_XLK_down,1,0.3679049823194948,0.5848101265822785,395,0.2826525594462479,0.5641025641025641,3.695225480310123,1.9787606857532944,-6.7093149322839,1.4111381538860353,0,0,0,0,0,0,acceptable,各项指标可接受
REPSX,ProFunds Real  Estate UltraSector ProFund Service Cl,房地产,GDX_up_SLV_up_XLV_down,1,0.4644586800983402,0.6040268456375839,298,0.3925371719675086,0.6385542168674698,2.972577332120159,2.6972552929999143,-12.20601261818248,1.381687015226372,0,0,0,0,0,0,acceptable,各项指标可接受
RRPIX,Rising Rates Opportunity Profunds， Investor,利率机会,combo_XLV_big_down__ext_sect_rotation_up,1,0.295038471444693,0.5666666666666667,210,0.2535319353836,0.5882352941176471,2.7285383714691114,1.5669611573110702,-8.47715862826885,0.9054206878044532,0,0,0,0,0,0,acceptable,各项指标可接受
RRPSX,Rising Rates Opportunity Profunds， Service,利率机会,combo_XLV_big_down__ext_sect_rotation_up,1,0.2942216326244474,0.5532994923857868,197,0.249716705752992,0.5882352941176471,2.5911031124727626,1.5937603499620403,-8.47670558986498,0.9092632356549164,0,0,0,0,0,0,acceptable,各项指标可接受
SGPIX,Small-Cap Growth ProFund， Investor Class,小盘,GDX_up_SPY_down_XLF_down,1,0.3328421725292158,0.5736196319018405,326,0.5860335267258415,0.6833333333333333,3.4330172730199044,1.7505364556264944,-7.421111647296,1.6349066237084724,0,0,0,0,0,0,acceptable,各项指标可接受
SGPIX,Small-Cap Growth ProFund， Investor Class,小盘,GDX_up_SPY_down_UUP_down,1,0.3906175860139122,0.6027397260273972,219,0.551098676721963,0.6153846153846154,3.1480884125388275,1.8362293651849,-7.421111647296,1.924135894128987,0,0,0,0,0,0,acceptable,各项指标可接受
SGPIX,Small-Cap Growth ProFund， Investor Class,小盘,GDX_up_XLC_down_XLK_down,1,0.2108468710040633,0.5517241379310345,174,0.6050874783112121,0.6666666666666666,1.7353996367726952,1.6026632644587755,-4.57840116295384,1.855103881499618,1,0,0,0,0,0,excusable,全历史偏弱但2025后表现强
SGPSX,Small-Cap Growth ProFund， Service Class,小盘,GDX_up_SPY_down_XLK_down,1,0.3083561336376136,0.5846153846153846,390,0.5621973528759366,0.6666666666666666,3.924231802952573,1.551780328048017,-4.58069010383789,1.640570690574143,0,0,0,0,0,0,acceptable,各项指标可接受
SGPSX,Small-Cap Growth ProFund， Service Class,小盘,combo_XLK_down__ext_usd_gold_ratio_le-1,1,0.4150957796174415,0.5964912280701754,171,0.5993398254981892,0.625,2.9357805789990974,1.8489398371790384,-4.10416844016913,2.0150347061968485,0,0,0,0,0,0,acceptable,各项指标可接受
SGPSX,Small-Cap Growth ProFund， Service Class,小盘,GDX_up_LQD_up_XLK_down,1,0.2284504149416588,0.5550847457627118,236,0.2420216310572413,0.5833333333333334,2.2568641017150446,1.5550435066023316,-3.71887436629344,1.2327056725284218,0,0,0,0,0,0,acceptable,各项指标可接受
SLPIX,Small-Cap ProFund， Investor Class,小盘,GDX_up_XLF_down_XLK_down,1,0.3207245911292404,0.5956284153005464,366,0.7132760435953878,0.673469387755102,3.968062871106092,1.546301788592592,-4.77210215264356,1.813980093225047,0,0,0,0,0,0,acceptable,各项指标可接受
SLPSX,Small-Cap ProFund， Service Class,小盘,GDX_up_XLF_down_XLK_down,1,0.3314921801370492,0.595166163141994,331,0.709705756110671,0.673469387755102,3.7876555551545614,1.5922703455734224,-4.78316714193969,1.8152328764618852,0,0,0,0,0,0,acceptable,各项指标可接受
SMPIX,Semiconductor UltraSector ProFund， Investor Class,半导体,GLD_up_XLF_down_XLK_down,1,0.9244360452991732,0.6190476190476191,315,1.8269121198026192,0.6909090909090909,4.174222374205296,3.930579332926087,-12.609009979158408,4.901111745865992,0,1,0,0,0,0,acceptable,各项指标可接受
SMPIX,Semiconductor UltraSector ProFund， Investor Class,半导体,QQQ_down_SLV_down_XLV_down,3,0.3203326585389723,0.5849802371541502,759,0.7363548755528075,0.6666666666666666,4.876180450477724,1.8098489787683,-11.549946316642952,2.1068862701762257,0,0,0,0,0,0,acceptable,各项指标可接受
SMPIX,Semiconductor UltraSector ProFund， Investor Class,半导体,FXY_up_HYG_up_XLU_up,1,0.3459051231511699,0.5645412130637636,643,0.9868263716339024,0.6438356164383562,3.12798828153334,2.80412496167196,-12.73839137645108,3.2631758473047445,0,0,0,0,0,0,acceptable,各项指标可接受
SMPSX,Semiconductor UltraSector ProFund， Service Class,半导体,combo_ext_vix_5dchg_up__self_down,1,0.8457174702152997,0.5794871794871795,390,1.590082912997964,0.638095238095238,4.0878388910344094,4.085675161812422,-11.03547165608642,4.571587968967004,0,1,0,0,0,0,acceptable,各项指标可接受
SMPSX,Semiconductor UltraSector ProFund， Service Class,半导体,FXY_up_TIP_up,1,0.4361786306459808,0.5851063829787234,752,0.7803579635261199,0.625,3.667596817457933,3.261307264256338,-12.73476112026359,3.6260397252403,0,0,0,0,0,0,acceptable,各项指标可接受
SMPSX,Semiconductor UltraSector ProFund， Service Class,半导体,combo_XLV_down__ext_usd_gold_ratio_down,2,0.3104620245581747,0.590465872156013,923,0.4616077718491954,0.6086956521739131,4.314090441833075,2.186352030683885,-24.981645999530144,2.443079537787986,0,0,0,0,0,0,acceptable,各项指标可接受
SNPIX,Short Energy ProFund - Investor Class,能源,QQQ_up_XLC_up_XLV_up,1,0.3705735828518337,0.569620253164557,158,0.8807136883415989,0.6,2.389096996310925,1.9497064016799792,-3.78155387486495,2.1684756369226283,0,0,0,1,0,0,need_improve,反向基金与风险偏好条件方向冲突
SNPSX,Short Energy ProFund - Service Class,能源,SPY_up_XLC_up_XLK_up,1,0.4214298467508147,0.6148648648648649,148,0.7513806793307626,0.7111111111111111,2.9618844838909677,1.730963982496451,-3.74057547314972,1.875105600194101,0,0,0,1,0,0,need_improve,反向基金与风险偏好条件方向冲突
SPPIX,Short Precious Metals ProFund Investor Class,贵金属,GLD_up_XLE_up_XLV_down,1,0.2866728234755039,0.5791962174940898,423,0.3886047724476755,0.5714285714285714,2.709567179142509,2.175989445323616,-6.508693820384639,3.047092875224841,0,0,0,0,0,0,acceptable,各项指标可接受
SPPSX,Short Precious Metals ProFund Service Class,贵金属,GLD_up_XLE_up_XLV_down,1,0.2893970327750828,0.5791962174940898,423,0.3947352470568139,0.5714285714285714,2.730238848243999,2.180035750750844,-6.50918904147024,3.0546043791066744,0,0,0,0,0,0,acceptable,各项指标可接受
SVPIX,Small-Cap Value ProFund， Investor Class,小盘,GDX_up_SPY_down_XLK_down,1,0.3025111483423076,0.5685279187817259,394,0.5852671767762666,0.6666666666666666,3.8328285468098886,1.566643216733791,-4.38279415363626,1.7084479950305884,0,0,0,0,0,0,acceptable,各项指标可接受
SVPIX,Small-Cap Value ProFund， Investor Class,小盘,GDX_up_SPY_down,1,0.3050664457341833,0.5544554455445545,303,0.4530980243781575,0.6052631578947368,3.377815596963327,1.572098740467305,-4.38279415363626,1.6509301197170352,0,0,0,0,0,0,acceptable,各项指标可接受
SVPIX,Small-Cap Value ProFund， Investor Class,小盘,SLV_up_SPY_down_TIP_up,1,0.2048993424005395,0.5574468085106383,235,0.5963154279802891,0.675,1.836590008387044,1.7102605512446507,-9.05138285229332,1.4205205459649992,1,0,0,0,0,0,excusable,全历史偏弱但2025后表现强
SVPSX,Small-Cap Value ProFund， Service Class,小盘,GDX_up_SPY_down_XLK_down,1,0.3010347861695245,0.5640394088669951,406,0.5803286314485473,0.6507936507936508,3.8993419282260566,1.555565779843306,-4.39138526849177,1.7097969594957665,0,0,0,0,0,0,acceptable,各项指标可接受
SVPSX,Small-Cap Value ProFund， Service Class,小盘,GDX_up_SPY_down_XLF_down,1,0.3580917600249036,0.5643153526970954,241,0.6149032382865497,0.65,3.3921547556667213,1.638804665568744,-5.0299079179945405,1.686452921116638,0,0,0,0,0,0,acceptable,各项指标可接受
SVPSX,Small-Cap Value ProFund， Service Class,小盘,GDX_up_GLD_up_SPY_down,1,0.2088422319141883,0.5536105032822757,457,0.4443869679888603,0.5846153846153846,2.764171938520174,1.6151444602819904,-9.05581176470587,1.677732803784155,0,0,0,0,0,0,acceptable,各项指标可接受
TEPIX,Technology UltraSector ProFund， Investor Class,科技,GLD_up_XLF_down_XLK_down,1,0.6464622493691958,0.6358381502890174,346,1.18978632519572,0.6727272727272727,4.139892075748648,2.904639231857121,-11.03195655565985,3.534446297040716,0,0,0,0,0,0,acceptable,各项指标可接受
TEPIX,Technology UltraSector ProFund， Investor Class,科技,TIP_up_XLE_down_XLK_up,1,0.3585416399098477,0.6165919282511211,446,0.5103826872928786,0.6451612903225806,3.774119633250084,2.006279185199844,-8.93452891441298,2.2533473892369056,0,0,0,0,0,0,acceptable,各项指标可接受
TEPIX,Technology UltraSector ProFund， Investor Class,科技,combo_XLC_down__ext_sect_rotation_down,1,0.4219129523643589,0.5855263157894737,456,0.8329977911276608,0.6521739130434783,3.116571413099436,2.890867566201404,-9.86987570216326,3.4527179177227323,0,0,0,0,0,0,acceptable,各项指标可接受
TEPSX,Technology UltraSector ProFund， Service Class,科技,GLD_up_XLF_down_XLK_down,1,0.6502940356990149,0.630057803468208,346,1.184245265874678,0.6727272727272727,4.18301178064692,2.891736604867776,-11.04774489689467,3.5349311509642747,0,0,0,0,0,0,acceptable,各项指标可接受
TEPSX,Technology UltraSector ProFund， Service Class,科技,TIP_up_XLE_down_XLK_up,1,0.3462520685800568,0.6165919282511211,446,0.5076757890711486,0.6451612903225806,3.627601487398567,2.015766552506086,-8.93833707972399,2.2551355478269626,0,0,0,0,0,0,acceptable,各项指标可接受
TEPSX,Technology UltraSector ProFund， Service Class,科技,combo_XLC_down__ext_sect_rotation_down,1,0.3968317661696749,0.5745614035087719,456,0.8279079474690253,0.6521739130434783,2.9733272699490096,2.850008381592029,-9.8800505050505,3.4532896911978224,0,0,0,0,0,0,acceptable,各项指标可接受
UAPIX,Ultra Small-Cap ProFund， Investor,小盘,EEM_down_XLE_down_XLF_down,1,0.3708032870475718,0.5548003398470688,1177,0.9555622904991586,0.6046511627906976,3.439560042498,3.6985280066886337,-32.34797276346632,4.377308237882752,0,1,0,0,0,0,acceptable,各项指标可接受
UAPIX,Ultra Small-Cap ProFund， Investor,小盘,self_big_down,3,0.2651197775974032,0.5774891774891775,1155,0.6786919525963604,0.7142857142857143,4.289308065487546,2.1006121819542045,-11.424418982882,1.6733683033128084,0,0,0,0,0,0,acceptable,各项指标可接受
UAPIX,Ultra Small-Cap ProFund， Investor,小盘,combo_XLK_down__ext_stk_bon_corr_down,1,0.3497438689412046,0.5528735632183908,870,1.260563672543605,0.6046511627906976,3.153891320172036,3.2708679578752005,-32.34797276346632,4.004797951895583,0,1,0,0,0,0,acceptable,各项指标可接受
UAPSX,ProFunds Ultra Small-Cap ProFund Service Class,小盘,EEM_down_XLE_down_XLF_down,1,0.3693430306973154,0.5551782682512734,1178,0.95247145641392,0.6046511627906976,3.426516367385243,3.699557171391232,-32.37111049045135,4.37572169771117,0,1,0,0,0,0,acceptable,各项指标可接受
UAPSX,ProFunds Ultra Small-Cap ProFund Service Class,小盘,combo_SPY_down__self_big_down,3,0.2723378966501387,0.5788043478260869,1104,0.7181261385587039,0.7424242424242424,4.291109167661984,2.108740078802074,-11.444397639073047,1.7048172362554743,0,0,0,0,0,0,acceptable,各项指标可接受
UAPSX,ProFunds Ultra Small-Cap ProFund Service Class,小盘,FXY_up_TIP_up_XLU_up,1,0.3452030313508538,0.5650224215246636,446,0.642679024627599,0.6296296296296297,2.600335218215672,2.803578314766311,-9.33840964991088,2.274120078098381,0,0,0,0,0,0,acceptable,各项指标可接受
UBPIX,UltraLatin America ProFund - Investor Cl,拉美,GDX_up_XLC_down,1,0.8224733750570294,0.5874587458745875,303,0.7457705508461175,0.5957446808510638,3.842447405547642,3.725934624852904,-15.91987860394538,2.766854750289465,0,1,0,0,0,0,acceptable,各项指标可接受
UBPIX,UltraLatin America ProFund - Investor Cl,拉美,combo_GDX_up__ext_sect_rotation_le-0_5,2,0.3817234116412157,0.5620437956204379,411,0.2508534357383313,0.5576923076923077,3.199857467727214,2.418460918721693,-10.299736344651947,1.7857714258998405,0,0,0,0,0,0,acceptable,各项指标可接受
UBPIX,UltraLatin America ProFund - Investor Cl,拉美,combo_QQQ_big_down__ext_vix_chg_up,1,0.4370715593347077,0.5680272108843537,588,0.8144096149458151,0.609375,2.388047673947235,4.438111591313709,-40.49853508812723,3.7153142285636505,0,1,1,0,0,0,acceptable,各项指标可接受
UBPSX,UltraLatin America ProFund - Service Cl,拉美,GDX_up_XLC_down,1,0.818815520027677,0.5841584158415841,303,0.7405424681190713,0.5957446808510638,3.825834859982583,3.725470767829026,-15.8946145852436,2.7654781141718234,0,1,0,0,0,0,acceptable,各项指标可接受
UBPSX,UltraLatin America ProFund - Service Cl,拉美,combo_GDX_up__ext_sect_rotation_le-0_5,2,0.3769668888932385,0.559610705596107,411,0.248491143750574,0.5576923076923077,3.1609051106569988,2.417757046211774,-10.2960038388502,1.7838246759242342,0,0,0,0,0,0,acceptable,各项指标可接受
UBPSX,UltraLatin America ProFund - Service Cl,拉美,combo_QQQ_big_down__ext_vix_chg_up,1,0.4317610963477274,0.564625850340136,588,0.8065245383035187,0.59375,2.3593658181839,4.437484894369449,-40.458642753724725,3.7161190112637055,0,1,1,0,0,0,acceptable,各项指标可接受
UCPIX,ProFunds Ultra Short Small-Cap ProFund Investor Class,小盘,JNK_up_LQD_down_XLC_up,2,0.3188250673844444,0.553030303030303,132,0.3119471173971214,0.6666666666666666,1.3587146296729076,2.695945907813712,-3.242651749256025,1.3305027936622966,1,0,0,1,0,0,need_improve,反向基金与风险偏好条件方向冲突
UCPSX,Ultra Short Small-Cap ProFund Service Class,小盘,GDX_down_XLC_up_XLF_up,1,0.4069293882282893,0.568,125,0.6399253997234257,0.6101694915254238,1.80676421048229,2.5180977374960483,-7.131407738001699,2.5769642915336552,0,0,0,0,0,0,acceptable,各项指标可接受
UDPIX,Ultra Dow 30 Profund Investor Class,大盘,combo_XLV_big_down__self_down,1,0.4948576422774449,0.5584905660377358,530,0.820920737742773,0.5952380952380952,3.181930838931097,3.580366464478368,-13.71601208459215,2.948902043494256,0,1,0,0,0,0,acceptable,各项指标可接受
UDPIX,Ultra Dow 30 Profund Investor Class,大盘,GDX_up_GLD_up_XLK_down,1,0.5069499270447295,0.6284403669724771,436,0.7111762932136869,0.6615384615384615,4.363806123946903,2.4257322496397955,-7.09230370178233,2.692788803390357,0,0,0,0,0,0,acceptable,各项指标可接受
UDPIX,Ultra Dow 30 Profund Investor Class,大盘,SPY_up_TIP_up_XLE_down,1,0.3181308549439179,0.5723076923076923,325,0.3011349986653036,0.603448275862069,3.719153990992441,1.542067245112121,-5.5206762130502,1.3199371009180805,0,0,0,0,0,0,acceptable,各项指标可接受
UDPSX,Ultra Dow 30 Profund Service Class,大盘,combo_XLV_big_down__self_down,1,0.491111348745088,0.55765595463138,529,0.8174210226725458,0.5952380952380952,3.152177628992732,3.5834151341104725,-13.71423227978306,2.948853516696967,0,1,0,0,0,0,acceptable,各项指标可接受
UDPSX,Ultra Dow 30 Profund Service Class,大盘,FXY_up_GDX_up_TIP_up,1,0.3584836996580708,0.6108695652173913,460,0.5424846157397434,0.6666666666666666,3.5011751235910986,2.1960109167784907,-13.76348052301031,1.6020328148742309,0,0,0,0,0,0,acceptable,各项指标可接受
UDPSX,Ultra Dow 30 Profund Service Class,大盘,combo_QQQ_big_down__ext_vix_5dchg_up,1,0.2049533141725113,0.5725338491295938,517,0.5359746167327541,0.6792452830188679,1.2884996823450845,3.616728439257205,-29.25695377368488,3.1673529977535426,1,1,1,0,0,0,need_improve,训练效果弱且波动高
UEPIX,Europe 30 ProFund Investor Class,欧洲,GDX_up_SPY_down,1,0.4206783765948881,0.59375,128,0.410993113988879,0.631578947368421,3.04771015383348,1.561642113057954,-4.0499608010833,1.175306126432552,0,0,0,0,0,0,acceptable,各项指标可接受
UEPSX,Europe 30 ProFund,欧洲,GDX_up_SPY_down,1,0.4106830598917376,0.5957446808510638,141,0.4049133189252091,0.631578947368421,3.0982419967417485,1.5739865212705844,-4.05620246637735,1.1739759645529428,0,0,0,0,0,0,acceptable,各项指标可接受
UFPIX,UltraShort Latin America ProFund - Investor Cl,拉美,LQD_down_SLV_down_XLF_down,3,0.2421258943094934,0.5609195402298851,435,0.2621036282966458,0.5625,2.445243714588789,2.065207602257769,-8.182820897112165,1.7329661323038483,0,0,0,0,0,0,acceptable,各项指标可接受
UFPSX,UltraShort Latin America ProFund -Service Cl,拉美,LQD_down_SLV_down_XLF_down,3,0.2377540769675361,0.5655172413793104,435,0.2598388388160806,0.5833333333333334,2.4005002489779272,2.065717106626229,-8.191591850052223,1.733183415345613,0,0,0,0,0,0,acceptable,各项指标可接受
UGPIX,Ultra China ProFund Investor Class,中国,FXY_up_GDX_up_QQQ_down,1,0.6838403638136626,0.5506329113924051,474,1.6032098749211738,0.5853658536585366,3.7562834156892464,3.963561028188264,-13.03219106957425,4.482104542471053,0,1,0,0,0,0,acceptable,各项指标可接受
UGPIX,Ultra China ProFund Investor Class,中国,combo_FXY_up__ext_sect_rotation_down,2,0.3396252304158803,0.5712589073634204,842,0.5406243731634299,0.6222222222222222,3.669635659977301,2.6855487745910125,-14.54150060549183,3.1897976708506577,0,0,0,0,0,0,acceptable,各项指标可接受
UGPIX,Ultra China ProFund Investor Class,中国,GLD_up_SPY_down_XLV_down,2,0.3737305791150606,0.5731523378582202,663,0.9726773956602596,0.56,3.4337236920090803,2.802528598148716,-18.553509348810763,2.79047928426271,0,0,0,0,0,0,acceptable,各项指标可接受
UGPSX,Ultra China ProFund Service Class,中国,IWM_down_UUP_down_XLK_down,1,0.9521495969754092,0.5737704918032787,244,1.5230215504817937,0.6170212765957447,3.2958838189046875,4.512614212028385,-17.565862267618908,5.110559985598989,0,1,0,0,0,0,acceptable,各项指标可接受
UGPSX,Ultra China ProFund Service Class,中国,FXY_up_QQQ_down,3,0.3127492505020565,0.5704633204633205,1036,0.4804066053695197,0.5571428571428572,4.469369416634885,2.2523190103935766,-13.08724363240307,2.7510031632712995,0,0,0,0,0,0,acceptable,各项指标可接受
UGPSX,Ultra China ProFund Service Class,中国,combo_XLU_big_up__ext_vix_chg_down,2,0.3879557314259462,0.5580110497237569,362,0.382414829859717,0.5581395348837209,2.049755899455993,3.601092793530226,-10.97165988367332,2.1264452805674634,0,1,1,0,0,0,acceptable,各项指标可接受
UHPIX,Ultra Short China ProFund Investor Class,中国,UUP_up_XLF_down_XLK_up,2,0.5865458201884246,0.6015625,256,0.6251659075453039,0.6458333333333334,3.184724360980242,2.946796036102233,-14.504944182121104,2.706514153273044,0,0,0,0,0,0,acceptable,各项指标可接受
UHPIX,Ultra Short China ProFund Investor Class,中国,EEM_down_TIP_down_UUP_up,1,0.3261063159786678,0.5555555555555556,396,0.5974538829721996,0.5882352941176471,1.288767046939383,5.035381504057929,-21.441626924935388,4.010182047343828,0,1,0,0,0,0,acceptable,各项指标可接受
UHPIX,Ultra Short China ProFund Investor Class,中国,HYG_up_SLV_up_XLC_up,1,0.4275670756305358,0.5734265734265734,286,0.3618095464328587,0.5490196078431373,1.4987484298521718,4.82456909870814,-17.28324510747512,3.1308775016697226,0,1,0,1,0,0,need_improve,反向基金与风险偏好条件方向冲突
UHPSX,Ultra Short China ProFund Service Class,中国,FXY_down_IWM_up_XLE_down,2,0.5635861049294755,0.579136690647482,278,0.8080877362684699,0.6363636363636364,2.8638505069336992,3.2811971908539133,-21.84039758974096,2.414117146970104,0,0,0,1,0,0,need_improve,反向基金与风险偏好条件方向冲突
UHPSX,Ultra Short China ProFund Service Class,中国,FXY_down_JNK_down_UUP_up,2,0.33657320990007,0.5511265164644714,577,0.5009686851867021,0.6111111111111112,2.6242654722449235,3.08077289597531,-14.424918812632844,2.76757417645848,0,0,0,0,0,0,acceptable,各项指标可接受
UHPSX,Ultra Short China ProFund Service Class,中国,combo_XLC_down__ext_sect_rotation_up,3,0.4419623726770951,0.5954198473282443,262,0.2262662279225034,0.5517241379310345,2.764179501096585,2.5880323468830877,-9.5211450766334,2.0797761717662984,0,0,0,0,0,0,acceptable,各项指标可接受
UIPIX,ProFunds Ultra Short Mid-Cap ProFund Investor Class,中盘,combo_XLC_big_up__ext_usd_gold_ratio_down,2,0.2586586815881007,0.5555555555555556,126,0.261868221665643,0.6857142857142857,1.050184460435371,2.7646919272146837,-3.9551167133161,0.9970390896560852,0,0,1,0,0,0,acceptable,各项指标可接受
UIPSX,ProFunds Ultra Short Mid-Cap ProFund Service Class,中盘,FXY_down_GLD_up_XLC_up,2,0.2349092078792283,0.5555555555555556,153,0.5261029859106525,0.6052631578947368,1.667137632946727,1.7429073473752927,-3.61178998208882,2.084064316522588,1,0,0,0,0,0,need_improve,训练效果偏弱
UJPIX,Ultra Japan ProFund， Investor Class,日本,EEM_down_SPY_down_XLV_down,1,0.3632613110825495,0.5557865557865558,1443,1.0074198659226583,0.6363636363636364,3.944027455019719,3.4987457355740657,-26.6487467640028,3.90571794844762,0,1,0,0,0,0,acceptable,各项指标可接受
UJPIX,Ultra Japan ProFund， Investor Class,日本,GLD_down_XLU_down,2,0.2587654955644501,0.5729442970822282,1131,0.7099270675726319,0.6395348837209303,3.96596500614114,2.194263558350394,-13.3243733820014,2.486709333647134,0,0,0,0,0,0,acceptable,各项指标可接受
UJPIX,Ultra Japan ProFund， Investor Class,日本,QQQ_down_SPY_down_XLK_down,3,0.2322311267928068,0.5811606391925989,1189,0.5228334442094769,0.5851851851851851,4.799893834617137,1.668321416990264,-12.218863229714476,1.8092506518257685,0,0,0,0,0,0,acceptable,各项指标可接受
UJPSX,Ultra Japan ProFund， Service Class,日本,EEM_down_SPY_down_XLV_down,1,0.3584119030022821,0.5557865557865558,1443,1.0061689700897225,0.6363636363636364,3.896296662050624,3.494327237411521,-26.6331587740604,3.9050319388464394,0,1,0,0,0,0,acceptable,各项指标可接受
UJPSX,Ultra Japan ProFund， Service Class,日本,GLD_down_XLU_down,2,0.2537480721293432,0.5720601237842617,1131,0.7056270052595248,0.6395348837209303,3.892628674853688,2.1922550353905965,-13.3165793870302,2.4863776870666223,0,0,0,0,0,0,acceptable,各项指标可接受
UJPSX,Ultra Japan ProFund， Service Class,日本,QQQ_down_XLK_down,2,0.268133451486178,0.5854922279792746,772,0.5292422162466994,0.6066666666666667,3.6418425354227977,2.0456837000708648,-13.3165793870302,2.275842949732393,0,0,0,0,0,0,acceptable,各项指标可接受
UKPIX,Ultra Short Japan ProFunds Investor Class,日本,FXY_down_GLD_up_XLC_up,2,0.4563482153851629,0.5724137931034483,145,0.7519217075825021,0.6666666666666666,1.9633597076769471,2.798855540804292,-3.4747947097516647,2.2318734882776403,0,0,0,0,0,0,acceptable,各项指标可接受
