ticker,direction,streak_days,n,avg,hit,std
BTCFX,down,3,138,-0.2136845275663575,0.5,4.066744761568448
BTCFX,up,3,128,0.3314078978200969,0.4765625,3.659867366849312
BTCFX,down,4,68,-0.3828970417360762,0.5,4.6489916218348775
BTCFX,up,4,61,0.17694509056001487,0.45901639344262296,4.138711081229218
BTCFX,down,5,33,-0.7805623450563616,0.48484848484848486,4.8515163102329035
BTCFX,up,5,28,-0.2888218429009415,0.4642857142857143,4.136116879289921
CNPIX,down,1,2582,0.10625097979974737,0.5309837335398916,1.5864388216626253
CNPIX,up,1,2975,-0.01189974860060337,0.5052100840336134,1.3487037623841316
CNPIX,down,2,1125,0.10486461731499273,0.5288888888888889,1.7769335873826464
CNPIX,up,2,1502,-0.04149106510283562,0.49134487350199735,1.2292339069073481
CNPIX,down,3,500,0.1832443489920816,0.54,1.9838186833197557
CNPIX,up,3,738,-0.08076866739640827,0.4823848238482385,1.1426335596679351
CNPIX,down,4,218,0.23413406629192043,0.5688073394495413,2.318385515277854
CNPIX,up,4,356,-0.0664123428126719,0.46629213483146065,1.0006668922459647
CNPIX,down,5,89,0.4322458343598732,0.5730337078651685,2.8820133174941747
CNPIX,up,5,166,0.016810606620277942,0.4819277108433735,0.8003261220913935
CNPSX,down,1,2593,0.10826542399291998,0.5306594677979175,1.5843405454642225
CNPSX,up,1,2967,-0.01335173769888686,0.5032018874283788,1.3540352926313872
CNPSX,down,2,1133,0.11664444535800168,0.53045013239188,1.7705939995033195
CNPSX,up,2,1492,-0.03520944763948436,0.4932975871313673,1.2428107909711592
CNPSX,down,3,501,0.19603432946667387,0.5389221556886228,1.9802057502822612
CNPSX,up,3,736,-0.07697111260646049,0.48233695652173914,1.144815167554363
CNPSX,down,4,219,0.2511687060012375,0.5753424657534246,2.302965765176885
CNPSX,up,4,355,-0.07017479348267566,0.4619718309859155,1.001970846742133
CNPSX,down,5,89,0.4647271970153825,0.5842696629213483,2.863426294580308
CNPSX,up,5,164,-0.027650611726418663,0.4573170731707317,0.8225768354053125
CYPIX,down,1,2560,0.09057741792880167,0.53125,2.021375303013031
CYPIX,up,1,2993,0.03969761385001437,0.5152021383227531,1.6583802559213248
CYPIX,down,2,1129,0.10809109880966199,0.537643932683791,2.2707321527892645
CYPIX,up,2,1541,0.0742131053225761,0.5126541207008436,1.5194375537241007
CYPIX,down,3,496,0.2537180223527137,0.5604838709677419,2.5662477987646795
CYPIX,up,3,789,0.04311340804674805,0.49429657794676807,1.4548790356275725
CYPIX,down,4,211,0.31920422443188173,0.5734597156398105,3.0425102271280435
CYPIX,up,4,389,0.059956033827401875,0.4987146529562982,1.3140103669193044
CYPIX,down,5,88,0.5405326289656723,0.6022727272727273,3.487552551575614
CYPIX,up,5,194,-0.06748641754603718,0.4690721649484536,1.3119051142743832
CYPSX,down,1,2561,0.08669080952658705,0.5302616165560328,2.013904457606747
CYPSX,up,1,2990,0.03304072527764168,0.5117056856187291,1.6617081509503246
CYPSX,down,2,1129,0.11072145828099864,0.537643932683791,2.2665273364291716
CYPSX,up,2,1529,0.06506608593486123,0.5101373446697187,1.5284542644376757
CYPSX,down,3,498,0.25567124118134843,0.5622489959839357,2.560991713855069
CYPSX,up,3,779,0.03765888082395361,0.49165596919127086,1.4591034736350394
CYPSX,down,4,209,0.31419468829255415,0.5741626794258373,3.0504796807437016
CYPSX,up,4,382,0.06905563005888402,0.4973821989528796,1.3183082027167516
CYPSX,down,5,84,0.5309546903700277,0.5833333333333334,3.553853335266823
CYPSX,up,5,190,-0.06137769528409217,0.46842105263157896,1.320495552882844
ENPIX,down,1,2948,0.11741987556577102,0.5078018995929444,2.846190939189788
ENPIX,up,1,3246,0.025400513842996676,0.49722735674676527,2.3498046439232834
ENPIX,down,2,1334,0.1366158402807932,0.5142428785607196,2.968089711233879
ENPIX,up,2,1614,-0.02350910202823373,0.49008674101610905,2.258105800766925
ENPIX,down,3,605,0.1132240640210639,0.5305785123966942,2.8486561027524004
ENPIX,up,3,791,-0.0591591577194397,0.4854614412136536,2.169342394439361
ENPIX,down,4,265,0.1812914773060279,0.5471698113207547,3.1277224741185683
ENPIX,up,4,384,0.022060788634678263,0.4973958333333333,2.1043255428713574
ENPIX,down,5,113,0.11935602539258283,0.5663716814159292,3.719436007156392
ENPIX,up,5,191,-0.06995014671774998,0.46596858638743455,2.173956358019153
ENPSX,down,1,2910,0.1312243026470967,0.5103092783505154,2.850026860606454
ENPSX,up,1,3212,0.018839011303266904,0.49595267745952676,2.3417025569294734
ENPSX,down,2,1308,0.13387506598937168,0.5152905198776758,2.973033627803239
ENPSX,up,2,1593,-0.013224204822645488,0.4952919020715631,2.2641325914742922
ENPSX,down,3,590,0.1305201102913165,0.5389830508474577,2.863023343212248
ENPSX,up,3,789,-0.026700611875873404,0.49809885931558934,2.168218412042068
ENPSX,down,4,255,0.1550193144969029,0.5529411764705883,3.171534345669697
ENPSX,up,4,393,0.032906136688995974,0.5038167938931297,2.0778206375645034
ENPSX,down,5,109,0.06440548962626695,0.5596330275229358,3.769833111389371
ENPSX,up,5,198,-0.09470975845277779,0.46464646464646464,2.1500989047050862
