ticker,n_strategies,full_trades,full_avg,full_hit,full_std,full_ann_vol,full_downside_std,full_avg_std,full_median,full_p10,full_p90,full_max,full_min,full_tstat,train_trades,train_avg,train_hit,train_std,train_ann_vol,train_downside_std,train_avg_std,train_median,train_p10,train_p90,train_max,train_min,train_tstat,test_trades,test_avg,test_hit,test_std,test_ann_vol,test_downside_std,test_avg_std,test_median,test_p10,test_p90,test_max,test_min,test_tstat
UCPIX,1,132,0.3188250673844444,0.553030303030303,2.6959459078137122,42.79681452094408,1.1064326740898425,0.11826092892308689,0.23706030970912753,-1.9935785047198213,2.2135064452262103,24.958293735172056,-3.242651749256025,1.3587146296729076,99,0.32111771738021877,0.5151515151515151,3.0228291264238516,47.98592474616082,1.1694577308585032,0.10623085326695791,0.006247719808850048,-2.465889307821129,2.3178300963351406,24.958293735172056,-3.242651749256025,1.0569836443373986,33,0.3119471173971214,0.6666666666666666,1.3305027936622966,21.12107706424273,0.8909988195167485,0.23445807019951187,0.46984463070302485,-1.350099252638812,1.6962894233705081,2.539295740498705,-3.217932138403725,1.346859072247507
UCPSX,1,125,0.40692938822828933,0.568,2.5180977374960483,39.9735623422137,1.5381045313095352,0.16160190375808553,0.4165409861967,-2.4945699311534257,2.9666015385364153,13.229018492176388,-7.131407738001699,1.80676421048229,66,0.19864507492203098,0.5303030303030303,2.4652409034393896,39.134486114188924,1.7602773090836301,0.08057836240056321,0.201186897629275,-3.120349780874185,2.94840539118802,6.56764073020059,-7.131407738001699,0.6546217107248498,59,0.6399253997234257,0.6101694915254238,2.5769642915336552,40.90803991735081,1.243387009939118,0.24832528794668718,0.7409793814433,-1.9846176746378918,2.8100859442863273,13.229018492176388,-4.99092558983667,1.907422729599944
UDPIX,3,1194,0.39474821455115455,0.5795644891122278,2.69524656445094,42.785712789230445,1.547406617154762,0.14646089146636956,0.30385368794443,-2.051661078319484,2.8049564681278762,22.55950842736958,-13.71601208459215,5.060854326946556,1042,0.3897251868256707,0.5738963531669866,2.7792900923776007,44.11986243442119,1.6116501647213448,0.14022472425405305,0.26061167980563,-2.092746590357483,2.918579339055329,22.55950842736958,-13.71601208459215,4.526457574129517,151,0.43721974541678876,0.6225165562913907,2.0388381812661907,32.36555274680142,1.0028792080979045,0.21444553542020672,0.5207347093353499,-1.92497760979893,2.26288938446272,15.681755039461631,-4.39663236669785,2.635150856575488
UDPSX,3,1171,0.2690793100952441,0.5713065755764304,3.13345806590435,49.742104716194106,2.0810634257152465,0.0858729571086776,0.23686709960386,-2.55149775614088,2.91004141236659,22.59339348296174,-29.25695377368488,2.938562052601827,1014,0.23834407407618344,0.5601577909270217,3.249262897858503,51.580449432015996,2.179823943310612,0.07335327474833424,0.19579492060477,-2.768041938559832,3.0317540900341813,22.59339348296174,-29.25695377368488,2.3358152232428133,157,0.4675858662947823,0.643312101910828,2.244095549470981,35.62391245300236,1.2700388077277556,0.20836272609025502,0.50477322079731,-1.59207350771855,2.384836490946132,15.67689645070609,-10.956464638894529,2.6107774748014685
UEPIX,1,128,0.42067837659488816,0.59375,1.561642113057954,24.79030000822056,0.7307970397288214,0.2693820646083437,0.27420047253965,-1.0447183959849289,1.8792851451885355,6.79522827159386,-4.0499608010833,3.04771015383348,51,0.43698470829573755,0.5294117647058824,2.030209635589619,32.228578830583196,1.0222172510422838,0.21524117541133986,0.12468193384223,-1.4059167207641599,2.67887913894115,6.79522827159386,-4.0499608010833,1.537129449075521,76,0.410993113988879,0.631578947368421,1.175306126432552,18.65740634946702,0.44528078921634084,0.34969026770615147,0.27420047253965,-0.83833122895207,1.588229111928525,6.50839919892238,-1.55366912329881,3.0485290769415982
UEPSX,1,141,0.41068305989173765,0.5957446808510638,1.5739865212705844,24.986261413497857,0.7292365383644853,0.2609190449485031,0.24019215372297,-1.25103876865267,1.8273268423238498,6.732987312572079,-4.05620246637735,3.0982419967417485,64,0.4192878772289683,0.546875,1.9657963080817684,31.206048956359624,0.965597114514262,0.21329161902746224,0.16649898407846997,-1.37653899990663,2.7053001363675664,6.732987312572079,-4.05620246637735,1.706332952219698,76,0.40491331892520915,0.631578947368421,1.1739759645529428,18.636290684245598,0.44882357290404906,0.34490767370982983,0.247763553378405,-0.83266608669947,1.5783257574496101,6.443236911463241,-1.5895706760725201,3.0068353891056976
UFPIX,1,435,0.24212589430949344,0.5609195402298851,2.0652076022577694,32.78415432776432,1.2203918135182552,0.11724046243331251,0.2194595185019032,-1.948075350134029,2.2771068019635425,15.49872739928565,-8.182820897112165,2.445243714588789,387,0.23964803583046684,0.5607235142118863,2.1046920072000463,33.410949824620126,1.2617670590011594,0.11386370785399615,0.22494750235409985,-2.009062503446147,2.359711935523685,15.49872739928565,-8.182820897112165,2.2399627932049877,48,0.26210362829664585,0.5625,1.7329661323038483,27.509984499440638,0.8132268879504194,0.1512456726134623,0.1523336381311236,-1.2467589506557828,1.303624057283703,8.74157928291521,-2.85767762799936,1.0478607575657815
UFPSX,1,435,0.23775407696753612,0.5655172413793104,2.0657171066262294,32.792242458869396,1.2223997839885674,0.11509517745914437,0.21858156929458,-1.990150716753548,2.2738452442201025,15.495978218978834,-8.191591850052223,2.4005002489779272,387,0.2350148816994996,0.5633074935400517,2.1052293950521164,33.41948059230511,1.2638767115369909,0.11163385911856016,0.21984551612844655,-2.0132780134095123,2.3704626415955565,15.495978218978834,-8.191591850052223,2.1960965052016457,48,0.25983883881608066,0.5833333333333334,1.733183415345613,27.513433760796364,0.8141444324896006,0.14991998914567642,0.1522466808956669,-1.2561574591210003,1.3039246148669608,8.732212400680154,-2.8510381526980733,1.0386761530819446
UGPIX,3,1346,0.43570429875420413,0.5542347696879644,3.1802700074116665,50.485221249892874,1.9511107237203762,0.13700229783596637,0.3382617144033675,-3.02245682970816,3.808416624461035,17.14285714285714,-18.553509348810763,5.026322856542613,1217,0.39978279089850505,0.552999178307313,3.1365231711754356,49.79076175393126,1.9397475874577383,0.12746049338085502,0.33646917987834496,-3.021405636715114,3.7164892386756354,17.14285714285714,-18.553509348810763,4.446526494108444,129,0.7745917023230866,0.5658914728682171,3.5623518668658734,56.55058273340266,2.055221933088609,0.21743829112663307,0.39759667766583,-2.950289412568688,4.508638624140012,13.068405885029568,-14.54150060549183,2.4696242523511724
UGPSX,3,1433,0.4305142510746046,0.5715282623866015,3.079316740355024,48.882637817864676,1.831576512411183,0.13980836899063825,0.37815351377959333,-2.7460188083624977,3.576558735018646,26.69597069597069,-17.565862267618908,5.292443915344364,1311,0.39650094694903903,0.5720823798627003,3.021452693354358,47.96407454857159,1.7928178401146382,0.13122858015322802,0.37140493957758347,-2.74540044092495,3.4112690889942003,26.69597069597069,-10.97165988367332,4.751489520821992,122,0.7960178716370345,0.5655737704918032,3.6380249183926403,57.75185518513787,2.205498007514397,0.21880495309766398,0.5387605630867208,-2.7438500753770394,4.009894783446478,13.054492132621531,-17.565862267618908,2.416779699312425
UHPIX,3,861,0.4119279683720628,0.5656213704994193,4.4630547421406686,70.84879761223027,2.984292272863686,0.09229731477021608,0.49708985261043004,-4.55319226826766,5.28897359717472,26.19289524293333,-17.28324510747512,2.7082617864924377,665,0.4207472220731488,0.562406015037594,4.77835192881571,75.8539852823531,3.2072050914246852,0.0880527906569303,0.49708985261043004,-4.7300167172906855,5.698434980702714,26.19289524293333,-17.28324510747512,2.2706696086715636,195,0.3734522373930633,0.5743589743589743,3.183653908415016,50.53893901298962,2.060329730874247,0.11730302606258691,0.46615519083226004,-3.7345004975090395,3.614599686028259,12.64174716505668,-9.40170940170939,1.6380476137984479
UHPSX,3,955,0.3661193460403721,0.5602094240837696,3.0019862316470562,47.6550540490683,1.8596407219414086,0.12195903571466372,0.27690835800875,-2.621005884209722,3.460016288209107,26.027062544444647,-21.84039758974096,3.7689091398958325,781,0.38927069557222554,0.5608194622279129,3.140410235139303,49.85246698140282,1.9375135098195195,0.12395536456241305,0.26642956172623,-2.554836266682827,3.5524008905713096,26.027062544444647,-21.84039758974096,3.4641033771191596,173,0.26514124249337817,0.5606936416184971,2.2904226532584206,36.35933242650303,1.4639001503265034,0.11576083659327271,0.42638819941848505,-3.048307614853549,3.033244775738093,9.00014682131845,-4.417782846535667,1.5225960833254397
UIPIX,1,126,0.25865868158810074,0.5555555555555556,2.7646919272146833,43.88812374670763,1.0272406412503612,0.09355786771102885,0.126194606662985,-1.99004167527415,1.7842264169687225,26.197136424331617,-3.9551167133161003,1.050184460435371,91,0.2574242430967383,0.5054945054945055,3.2000707043699714,50.79954756951744,1.15031350518235,0.0804432985637484,0.084107720155435,-2.148818973159815,2.0066293356286,26.197136424331617,-3.9551167133161003,0.7673801599124708,35,0.261868221665643,0.6857142857142857,0.9970390896560852,15.8275048718414,0.5986893932570363,0.26264589260584636,0.37546382185943,-0.9961253038677409,1.2433842911699502,2.807880315614865,-2.090574295250685,1.5538340553596006
UIPSX,1,153,0.23490920787922834,0.5555555555555556,1.7429073473752927,27.66779639629373,0.9153343717153237,0.13478008927610904,0.13016319462863501,-1.59030192379097,2.1579239074285725,11.409045609917374,-3.61178998208882,1.667137632946727,115,0.13868865513840992,0.5391304347826087,1.6133882948709273,25.611745178466123,1.007718832941771,0.08596111399798222,0.08082803341510501,-1.687367466458969,2.202003890592905,5.01818345665944,-3.61178998208882,0.9218302494353398,38,0.5261029859106525,0.6052631578947368,2.084064316522588,33.083495386695404,0.5478877987834168,0.2524408588255536,0.19442079510204746,-0.8609286688049629,1.5347821610187828,11.409045609917374,-2.1225141125487603,1.556149965065757
UJPIX,3,2454,0.3425666566154296,0.5660146699266504,2.9248151772512303,46.43000153900434,1.90657478732702,0.11712420643870465,0.35169980033501336,-2.5080662609713418,3.047849717832418,35.39294103654364,-26.6487467640028,5.802083045508874,2251,0.30684658740205684,0.5610839626832519,2.926415436804761,46.45540487187512,1.9318018148720455,0.10485407626782159,0.33223289946799,-2.52367910980672,2.9634273821212447,35.39294103654364,-26.6487467640028,4.974770680620446,202,0.7399349563245333,0.6188118811881188,2.891673952815202,45.90390091099289,1.6043634232331214,0.2558846427357989,0.586148954296735,-2.454801302157974,3.611177426304105,16.369282636891448,-10.90847414117149,3.63680408853454
UJPSX,3,2407,0.33958287223168065,0.5691732447029497,2.9875469745862007,47.42583794927095,1.9551481044683103,0.11366611976995462,0.35735556879095004,-2.597221731151032,3.1426880206579555,35.25368986367221,-26.6331587740604,5.576594676684268,2193,0.30085779514051214,0.5622435020519836,2.987492053485858,47.42496610383153,1.98003248772124,0.10070580599184055,0.33479005341308,-2.602372461810783,3.053157518271486,35.25368986367221,-26.6331587740604,4.716000315680909,213,0.7375293422567707,0.6384976525821596,2.9729258423729186,47.19373467093571,1.682956206020959,0.24808198433503217,0.6509360992293,-2.5304349750498036,3.804294390830327,16.35656210911191,-10.902310617139491,3.620637362770859
UKPIX,3,329,0.37485349544338165,0.5714285714285714,2.684568146449318,42.61619815866313,1.0771268419294546,0.13963269881570076,0.18905490741619,-1.8951499021591478,2.425247469974905,27.77187555193988,-5.903775882166805,2.5327077605489716,235,0.364872438072405,0.5446808510638298,2.8434331452368045,45.13810183160873,0.9829775730967263,0.12832108913255916,0.15459971902638997,-1.778263692193741,2.156017962019401,27.77187555193988,-4.370041424102065,1.967125046940091,93,0.40906227346774593,0.6451612903225806,2.2629292123345284,35.92288758228264,1.2886036742919809,0.18076671211723008,0.4104152149166051,-2.1223524845141917,2.8546489588607113,10.64255078528615,-5.903775882166805,1.7432510408715203
UKPSX,1,181,0.3899149966596362,0.585635359116022,2.072278536539533,32.896401929642884,1.1793645151879566,0.18815761963676436,0.31880977683315,-1.6577034868062348,2.633378172560615,10.632592275429925,-6.946668353099579,2.531401876185322,141,0.2827055344953032,0.5815602836879432,1.9504929361555092,30.96311545833397,1.2154685726782708,0.14494055797634717,0.29661773389544493,-1.601960297525165,2.602890739833415,7.936691815182295,-6.946668353099579,1.7210737676972985,40,0.7678283507889103,0.6,2.4443988677134607,38.80362905410614,1.0421698084781204,0.314117454778218,0.7519505487079925,-2.1619537167022784,2.81954983909657,10.632592275429925,-3.4145148181173797,1.9866532198282203
ULPIX,3,1424,0.30012285719988163,0.5709269662921348,3.2231891954668437,51.16654223829375,2.2155776347802054,0.09311363342306443,0.33492779705478004,-2.858383009025241,3.2004698789745065,22.29088070768832,-27.06807803758855,3.5137290434016997,1248,0.2927808300462094,0.5681089743589743,3.320496834479046,52.71125311925256,2.3081589229779134,0.08817380188592888,0.327213750505625,-3.011068268837494,3.2880474332344307,22.29088070768832,-27.06807803758855,3.114919731725965,176,0.3521845042895577,0.5909090909090909,2.4306173222343133,38.58485380198643,1.3924858377064837,0.14489508532170614,0.403461421768465,-1.9561799407240101,2.2035325514669752,19.22392147911436,-11.91676466770382,1.9222505279145257
ULPSX,3,1518,0.3666383250042983,0.5823451910408433,2.958648682933283,46.967091791101545,1.9006651234258036,0.12392087209245924,0.36718353116671,-2.6092437353142457,3.033316861002398,22.261679002747382,-17.81134748308623,4.828145471706115,1359,0.3609801983819101,0.5813097866077999,3.00773641058906,47.74633530991627,1.9518186859165734,0.12001723193263891,0.35994357355153,-2.722993900592744,3.0921935586304667,22.261679002747382,-17.81134748308623,4.424389310480069,159,0.4149992940598045,0.5911949685534591,2.507812289009389,39.8102859093029,1.3885791055260157,0.16548259846981347,0.40776152980877,-1.706969893068004,2.230186771192029,19.226254225241128,-11.930803251597629,2.0866561702913877
UMPIX,3,1247,0.3992354189538264,0.5813953488372093,2.989853653467306,47.46245534131429,1.9116011860383757,0.13353008716357628,0.35163211675708667,-2.505944213744392,3.1045526001550963,21.485267718749302,-30.828563028552658,4.7153329012760725,1139,0.3840934187741528,0.5776997366110623,2.9869527737733077,47.416405303792466,1.9378842905498022,0.12859038888952426,0.35163211675708667,-2.511571884627217,3.0969063335899634,21.485267718749302,-30.828563028552658,4.339806558213234,107,0.5683524768805426,0.6261682242990654,3.0423505595999476,48.29581789067792,1.6153863368324468,0.18681360538388378,0.40099034944930995,-2.4689790215776517,3.1459162271609618,18.75567124643686,-9.71844725836207,1.9324149600301235
