ticker,n_strategies,full_trades,full_avg,full_hit,full_std,full_ann_vol,full_downside_std,full_avg_std,full_median,full_p10,full_p90,full_max,full_min,full_tstat,train_trades,train_avg,train_hit,train_std,train_ann_vol,train_downside_std,train_avg_std,train_median,train_p10,train_p90,train_max,train_min,train_tstat,test_trades,test_avg,test_hit,test_std,test_ann_vol,test_downside_std,test_avg_std,test_median,test_p10,test_p90,test_max,test_min,test_tstat,std,avg_std,flag_std_high,flag_avgstd_low,flag_test_std_high
CYPSX,3,666,0.2447863800449036,0.6021021021021021,2.292325667162669,36.389541835695866,1.5190340633877442,0.1067851673745329,0.37930946455363,-2.39857586997601,2.4279979472574853,16.28078817733989,-8.76064941327761,2.755802230353963,541,0.2061537000527623,0.5988909426987061,2.234213084560368,35.46703318603954,1.5508674272199194,0.0922712795289746,0.36146433295309,-2.4062833148402003,2.3590157201739603,10.64405331814701,-8.76064941327761,2.1461752172223885,124,0.4312386634019964,0.6209677419354839,2.532464416800352,40.201626305843725,1.3668393803398984,0.1702841945344472,0.45281131286858,-2.3483669122159045,2.849772862439415,16.28078817733989,-6.943942133815551,1.89620453976422,1.8525182470578998,0.02808072618977336,0,0,0
ENPIX,3,1263,0.347452478769757,0.5684877276326208,3.035457873440584,48.18639989002055,1.9880160136900664,0.1144646024607588,0.35106861795715,-2.5328860118829337,3.3443658332921675,27.94499533773826,-24.85601891149383,4.0679244595295705,1119,0.3194623583998849,0.5567470956210903,3.1161419689896985,49.46722019950734,2.0433148515704884,0.1025185506883242,0.2714354546610849,-2.72059875852046,3.403107323407656,27.94499533773826,-24.85601891149383,3.4293949277135485,143,0.5566564169910247,0.6573426573426573,2.317727200886818,36.79277868261818,1.4951239420415596,0.2401733977916101,0.62731057328251,-1.6415165541533487,2.9154030707567413,11.58427598275106,-13.24491723213343,2.872056114348687,2.6279494157015475,0.02052308752732472,0,0,0
ENPSX,3,1180,0.3546694945245439,0.5711864406779661,2.8888827338794854,45.85959168404104,1.8351364165972115,0.1227704712154437,0.3316378566685299,-2.2441949458543657,2.955082827479116,27.93879005717581,-24.87967266843249,4.21730418050504,1026,0.3545012829484899,0.564327485380117,2.997575086298521,47.5850292875332,1.8961715800222825,0.1182626865858552,0.317931132519665,-2.418407209848805,3.0737823543488623,27.93879005717581,-24.87967266843249,3.788099876917889,153,0.3478361979806367,0.6143790849673203,2.032515179237853,32.2651782013634,1.3647463639666075,0.1711358426907627,0.4205188960576766,-1.45557702029593,2.088451741482072,11.597888095438751,-13.26836152229435,2.1168334672293083,2.6261118453548877,0.019935654796175567,0,0,0
FNPIX,3,1109,0.3704502348303519,0.6068530207394048,2.1886442712326315,34.74365070040644,1.2287660524530637,0.1692601395756819,0.3452987274786499,-1.603202331132327,2.1069221725881664,18.158827920866,-11.241497340193597,5.636642199726704,938,0.3779428424753854,0.605543710021322,2.2651610789753134,35.95831736682851,1.269067332805483,0.1668503162902458,0.3378530107302675,-1.649739037105299,2.1405447117935736,18.158827920866,-11.241497340193597,5.1100888746961575,171,0.3293504338301096,0.6140350877192983,1.7140515353163996,27.209724580773837,0.978608898218993,0.1921473345720111,0.41608876560332,-1.36186770428015,1.75473579262213,11.41411301658701,-5.66595645582347,2.5126524410102866,2.4309471383216787,0.018116069986953653,0,0,0
FNPSX,3,1089,0.3901757992625401,0.5996326905417815,2.58588391966924,41.0496346243544,1.4300045993716657,0.1508868191239023,0.34310576417684,-1.8177970080351855,2.324275296057813,23.56794526530317,-11.24789678492311,4.979265031088777,912,0.4034739166809222,0.5964912280701754,2.7229167250334707,43.22496297106204,1.4998712631648958,0.1481771047096428,0.3344121222750725,-1.884641645981872,2.3752222998056323,23.56794526530317,-11.24789678492311,4.474850430622323,177,0.3216566857847756,0.615819209039548,1.7186087467826965,27.28206807004435,0.9950800831303972,0.1871610896819474,0.41655818797188,-1.383354055071366,1.7247882797864105,11.42656852436032,-5.668748684856175,2.490016346913272,2.4300273144928783,0.01610117197752086,0,0,0
GVPSX,1,400,0.2071217863263763,0.58,1.2463239554517065,19.784779434885355,0.709345878600012,0.1661861552290463,0.156712599217615,-1.3429288206025831,1.6533860010849382,7.461872916104929,-3.7979723261683,3.3237231045809263,364,0.2022444493348678,0.5741758241758241,1.2801950403084428,20.32246623788669,0.730122123280863,0.1579794038931288,0.156712599217615,-1.357592634457852,1.6857566987049406,7.461872916104929,-3.7979723261683,3.014054927802729,36,0.2564370825738502,0.6388888888888888,0.8410769554924582,13.351682746202314,0.448086163887173,0.3048913430563604,0.160598174705375,-0.6042769747875,1.240310811297705,2.05599930793851,-1.69474583982464,1.8293480583381625,1.208091497397171,0.005616727373428414,0,0,0
HCPIX,3,747,0.3618142573921003,0.6117804551539491,1.6174418021103032,25.676092611024053,0.930933677505182,0.2236953792835298,0.33698473839458,-1.4186120288483322,2.173891494872391,9.04756942635334,-5.23727194499048,6.113885684772272,624,0.3554865338392338,0.6153846153846154,1.6300229125081729,25.87581154700292,0.9487360560712628,0.2180868324680384,0.3430294527137075,-1.441548364461818,2.1465132246429603,9.04756942635334,-5.23727194499048,5.447807328959786,123,0.3939158793188376,0.5934959349593496,1.5581016245957993,24.73409649627723,0.834791032940158,0.2528178349220493,0.25805654263703,-1.301785067958706,2.21664028850398,6.424405786612961,-4.12936021323475,2.803885427674377,1.584863109566761,0.026853609436350373,0,0,0
HCPSX,3,738,0.361240263688824,0.6111111111111112,1.619477814479989,25.708413305402694,0.9327324045027758,0.2230597174341765,0.33694789750785,-1.424614136203579,2.1695604212798028,9.03643336529242,-5.25092977087324,6.05967495051172,615,0.3556340709334017,0.6146341463414634,1.6326778078261994,25.91795670361337,0.9507500183746286,0.2178225668461217,0.34098096423398,-1.4451165267357875,2.1569187936950303,9.03643336529242,-5.25092977087324,5.401823991567237,123,0.3892712274659353,0.5934959349593496,1.5579492091959757,24.73167697681377,0.8368455313021601,0.249861308166028,0.24924554524856,-1.301801892687546,2.209415121472188,6.41391493409431,-4.13051922827916,2.771095959754548,1.5943448903352846,0.02375309249969897,0,0,0
IDPIX,3,839,0.3454699123857734,0.6090584028605482,1.9055087170708895,30.24901311861188,1.040091148876175,0.1813006202967273,0.33515523231608,-1.617202483050322,2.059157996577062,18.17746964274393,-10.0583567873555,5.2514625217992,689,0.3075495582070047,0.6037735849056604,1.9299440438249065,30.636911905386263,1.0888038266850428,0.1593567229013957,0.31080671192711,-1.661577351108464,2.0158807873084377,18.17746964274393,-10.0583567873555,4.182924261475215,149,0.5269421089321691,0.6375838926174496,1.7885426976380685,28.39223512302552,0.7793261691466915,0.2946209277687603,0.48451634794521,-1.327890195106908,2.467813446038508,13.34997527166954,-3.33492713991158,3.5963067403684343,1.9396502879361774,0.03214947349948884,0,0,0
IDPSX,3,691,0.2380464354009104,0.5861070911722142,2.205937188863859,35.01816725737616,1.360079772697871,0.1079117014766469,0.25994567923017,-2.00616956094989,2.30281051677245,18.23508174084889,-10.93683454813155,2.836661823881939,604,0.2061313879528391,0.5745033112582781,2.192298838329776,34.801665154538306,1.3589557561686552,0.0940252233631991,0.23735552344047,-2.0082248306294304,2.2840535883896984,18.23508174084889,-10.93683454813155,2.3108025765118256,86,0.4718491545914149,0.6744186046511628,2.309878577817427,36.66818565396282,1.3743041775892986,0.2042744407098916,0.62993611470151,-1.7938582715582352,2.40464678854066,13.370917102595609,-9.452840130677629,1.894363231524292,1.9391288638076376,0.029683826306228792,0,0,0
INPIX,3,1051,0.3544621270093865,0.6051379638439581,2.273159111598954,36.085282198628114,1.463989596793767,0.1559337070602399,0.406004996984575,-1.98237885462554,2.58333333333333,16.36006867794945,-9.958275382475671,5.055235144721134,898,0.2955711945774247,0.6002227171492205,2.289669352593981,36.34737414917963,1.530839414042861,0.1290890294891575,0.36390858562655,-2.157305226237719,2.569053039173768,12.21109517355125,-9.958275382475671,3.868365523827658,153,0.7001095604989405,0.6339869281045751,2.1484724091074683,34.105942159093104,0.98397832031058,0.3258638824176403,0.55344718532575,-1.168069477798297,2.676182159773484,16.36006867794945,-4.98522167487684,4.030713620345353,3.0042546027055144,0.02061610334325999,0,0,0
INPSX,3,833,0.3872889356987163,0.6158463385354142,2.3108215844051228,36.68315541945725,1.4539382290301788,0.1675979393270279,0.41262259261143,-2.009307404113616,2.695607283115077,16.344667697063368,-9.9660832172491,4.837168045368373,692,0.3780417684092677,0.6213872832369942,2.304867073785446,36.58863049378471,1.481705304964202,0.1640189027423533,0.41848187760483,-2.042073578760341,2.711139842052449,12.22382511956747,-9.9660832172491,4.3146636851682265,140,0.4267844495213729,0.5857142857142857,2.3549779981358427,37.38411675657703,1.3138198853496688,0.1812265124596525,0.351961587949275,-1.938909546012997,2.6343588786315437,16.344667697063368,-8.31858407079646,2.1443010130484024,2.862519242141299,0.020313307808048235,0,0,0
LGPIX,1,193,0.4525320198282627,0.6632124352331606,1.8153641839331236,28.81801301820457,0.8673884175390113,0.2492789181550436,0.32768478265612,-1.247458058328792,2.060433233125777,11.4438549568115,-6.12297414704615,3.463093408219586,143,0.4282231923589822,0.6713286713286714,1.6552525568014025,26.27631973380196,0.8017830337213333,0.2587056522579717,0.33429904903443,-1.325725909382556,1.8096974843613696,9.37893094946582,-5.45035697845966,3.0936696454149453,50,0.5220552663904051,0.64,2.228565044738132,35.377373333451786,1.032255607547241,0.2342562392886088,0.295116482238905,-1.118434668970372,2.396708249988317,11.4438549568115,-6.12297414704615,1.6564417533623386,1.3669310000409653,0.02693676749338947,0,0,0
LGPSX,1,193,0.4481961876690473,0.6632124352331606,1.815048685991134,28.813004643642635,0.8675426150855705,0.2469334245016701,0.32438375847099,-1.263735572506328,2.070153584684676,11.45376652981888,-6.0893943822912,3.4305087690124845,143,0.4243987626814599,0.6713286713286714,1.6552323164426548,26.2759984280678,0.8029435482492441,0.2563983064284035,0.33869429477408,-1.32900321482941,1.8067766581237457,9.37910584029109,-5.44629129468565,3.06607780236046,50,0.5162568231335469,0.64,2.22766366909136,35.36306443865653,1.030173806844633,0.2317481001717474,0.26563612096073,-1.142373537363891,2.4050408317738983,11.45376652981888,-6.0893943822912,1.6387065315854192,1.365534458967018,0.024734301727450832,0,0,0
LVPIX,1,186,0.4451196335495102,0.6344086021505376,1.686546295358776,26.77309243269966,0.8562577641574222,0.2639237563620041,0.288546539075055,-0.7683741980790151,1.663312848126515,9.68580252988953,-6.59452335528755,3.599440143416039,136,0.4668156259997146,0.625,1.733871563880913,27.524357780133226,0.8538571997930196,0.2692331056833554,0.326008169865985,-0.892390743519565,1.637671212113415,9.68580252988953,-6.59452335528755,3.1397705754788925,50,0.3861065340849544,0.66,1.565775738455838,24.85591927711597,0.8627535072734992,0.2465912100961094,0.20532363095384,-0.552965848546008,1.6602654171367428,7.750650278531319,-5.85000573028372,1.743663168399556,1.1723215355314658,0.030634124002851353,0,0,0
LVPSX,1,170,0.4386915466404039,0.6352941176470588,1.694142760572363,26.89368257948948,0.868375238333679,0.2589460326780211,0.2830246519987149,-0.7334325777312138,1.6509778871372742,9.67737702164293,-6.591067749570061,3.3762431981044774,120,0.4627161001711332,0.625,1.7513237971461932,27.80140339438895,0.8707159659585372,0.2642093374880965,0.33288442811607,-0.896993089941501,1.573824522713802,9.67737702164293,-6.591067749570061,2.8942682809145155,50,0.3810326181666535,0.66,1.563784453261272,24.82430860463061,0.862731581300575,0.2436605744301972,0.20374849302812,-0.559432498490731,1.6509778871372742,7.735486361499699,-5.8440300169100805,1.7229404448740195,1.1758432857267462,0.027889211602621533,0,0,0
MDPIX,1,393,0.2931349460820169,0.5928753180661578,1.5850233386609918,25.16146545798176,0.9058422739029004,0.1849404604538212,0.23143944961796,-1.38112176080895,1.919342768818444,10.82196719584862,-7.14557460439081,3.6663017807810734,333,0.2419098980172206,0.5765765765765766,1.5839220215810417,25.14398259133271,0.9505792578848566,0.1527284138494082,0.1852091024219899,-1.422852136632444,1.913035241539156,10.82196719584862,-7.14557460439081,2.78703201922518,60,0.5774339628416361,0.6833333333333333,1.5740117904620323,24.986662549476275,0.5996822811711208,0.3668549157895045,0.398651473546105,-0.697156543475234,1.9222532916084007,9.29772150346555,-2.65692683148406,2.8416459586541505,1.3162256231166027,0.030729180472770457,0,0,0
MDPSX,1,387,0.2805766926817632,0.5891472868217055,1.6450259051035934,26.11397667097828,0.9566980784220744,0.1705606530640587,0.25965781930761,-1.437123035194272,1.9387610745538444,10.801022213096289,-7.14057752492111,3.3553229913971,330,0.2294773478912748,0.5757575757575758,1.6576322075657024,26.31409551857909,1.0123604109580877,0.1384368298612339,0.2027176109942799,-1.534048112449052,1.985278491564072,10.801022213096289,-7.14057752492111,2.5148299016969955,57,0.5764150046266961,0.6666666666666666,1.5509228893996232,24.62013760793482,0.52984060789976,0.3716593575131461,0.39175013029097,-0.7550175795227079,1.6656270824790955,9.30739662674062,-2.41508633178666,2.805966615543353,1.3151190607021983,0.027651007116315525,0,0,0
MGPIX,1,400,0.2758953851666209,0.64,1.44411351778175,22.924591397982976,0.8207406607689054,0.1910482671683689,0.3418891869278649,-1.3615262326802071,1.6106638279184575,10.777499218691167,-4.62607571411255,3.82096534336738,351,0.2147446917914432,0.6239316239316239,1.382432774753764,21.94543995758059,0.8380757586501806,0.1553382527621953,0.31426879575504,-1.37795716876347,1.53710727874105,10.777499218691167,-4.62607571411255,2.910261232723842,49,0.7139340254663638,0.7551020408163265,1.7823988900863197,28.29470520171571,0.6838349228766237,0.4005467179301198,0.61489315057052,-0.8097913732794378,2.0221667856567342,9.89615894295501,-2.90939494730222,2.803827025510839,1.314158359273301,0.031007039243926646,0,0,0
MGPSX,1,400,0.2712729139570114,0.635,1.4439789224280395,22.92245476298173,0.8227046535564034,0.1878648709780805,0.346631278831185,-1.3585038271877568,1.6099419801130308,10.78154138683373,-4.62853552571924,3.75729741956161,351,0.210323026289217,0.6182336182336182,1.382557887576997,21.947426062077184,0.8399121026453115,0.1521260181429501,0.30872876741834,-1.3931127625181,1.53947300079002,10.78154138683373,-4.62853552571924,2.850080036421125,49,0.7078731296997836,0.7551020408163265,1.7811950179852274,28.2755943245768,0.6869543458919312,0.3974147258173245,0.59968430627641,-0.8064232937491977,2.0073264101258763,9.87706626626492,-2.92824956859945,2.7819030807212712,1.3070600120026366,0.02781986987586534,0,0,0
MLPIX,1,216,0.4202120982857217,0.6018518518518519,1.5542527191141855,24.672997015932367,0.8018316427109263,0.2703627879288595,0.354153358492075,-1.247310601609985,2.1784132869067854,8.59373259865403,-4.47719880207835,3.97350525517203,156,0.3668894126563409,0.5833333333333334,1.567799460493999,24.88804486853014,0.8718008028627571,0.2340155242436028,0.34450378987801,-1.357853561693835,2.19143826534523,7.97621863375406,-4.47719880207835,2.9228529609909035,60,0.5588510809221118,0.65,1.522652544381884,24.17135979356523,0.581779233078515,0.3670246918668997,0.4261320755186299,-0.79869249486534,2.1724173322375813,8.59373259865403,-2.89230841423422,2.8429610384948223,1.3610350630227073,0.02989078707852452,0,0,0
MLPSX,1,219,0.4170282475380811,0.6027397260273972,1.545223040451815,24.529655310975617,0.7980912728024412,0.26988223487539,0.36222162597263,-1.240924579569794,2.1687487106987664,8.59045806714695,-4.4749238016071,3.99389235378126,159,0.3648665872151141,0.5849056603773585,1.555132243252896,24.686959028791005,0.8653558330314619,0.2346209390218266,0.35260042815765,-1.3274809249473358,2.160678830489886,7.99081798594518,-4.4749238016071,2.958457472969639,60,0.5552566473939436,0.65,1.5228749133405215,24.17488979134836,0.5834710180654306,0.3646108045577778,0.423483358477305,-0.7995563139255689,2.166780766065798,8.59045806714695,-2.90610165566748,2.8242631477991216,1.3440959452030274,0.027264879258913882,0,0,0
OEPIX,3,1100,0.3143317010964087,0.5690909090909091,2.323732424360285,36.88810864988714,1.4447666009949067,0.1352701790452242,0.2902033560028617,-2.32698460208527,2.892095276992752,16.82655530560396,-9.160353961999334,4.4864042921720415,948,0.3076334364590338,0.5611814345991561,2.3729776931927247,37.66985305735008,1.4589602798874386,0.1296402563502938,0.2902033560028617,-2.367249887634149,2.9525543734337165,16.82655530560396,-8.509983055600234,3.991572756584586,151,0.3401860491921373,0.6158940397350994,1.9926545893950236,31.63241095434454,1.357358828309427,0.1707200289516403,0.25315574709091,-1.817549764745983,2.64554250664851,4.783393494789371,-9.160353961999334,2.0978428375530385,3.6184768395543925,0.008591373370355872,0,0,0
OEPSX,3,1096,0.3073798720058097,0.5702554744525548,2.299374048658297,36.50143142319352,1.433853035486144,0.1336798039384537,0.28787926928641,-2.330738237233555,2.853788686245037,16.852299673655285,-9.16874111215901,4.425588979921392,944,0.3001558924522035,0.5625,2.345412552811148,37.23227001952466,1.4461678799132318,0.1279757337754693,0.28787926928641,-2.357777989681748,2.911511461478156,16.852299673655285,-8.456910921333785,3.932001053279246,151,0.3362980517100761,0.6158940397350994,1.9929884868990744,31.63771141289917,1.3593463348628925,0.1687405892812397,0.24613456208758,-1.82349736072976,2.63949567615431,4.783028978613145,-9.16874111215901,2.0735190756580906,3.618348668557775,0.007418003904182348,0,0,0
OTPIX,3,1000,0.2681140812427552,0.599,1.6918323047634467,26.857005230575904,1.0220209493257473,0.158475565508393,0.2580899372523224,-1.695602461573388,1.913951735190965,11.79390864367109,-6.83500110955714,5.01143740489742,899,0.2540761166788587,0.592880978865406,1.6840041853633148,26.732737687579487,1.035697010911696,0.1508761788641536,0.2583724098067049,-1.7394147145954375,1.914759094793872,10.975280291773611,-6.83500110955714,4.523770064054385,100,0.3990070052505635,0.66,1.7715835935878703,28.12301769237376,0.8953077695380594,0.2252261799526383,0.272079352785245,-1.229250029922501,1.8406505107530216,11.79390864367109,-6.07678360349595,2.252261799526384,1.8574877926840088,0.01940248325152062,0,0,0
OTPSX,1,301,0.3476785010318912,0.6112956810631229,1.818262822839463,28.86402748432508,1.0237327077052876,0.1912146564647591,0.30229043134519,-1.53995912732135,2.03546614185567,11.81728013302507,-6.13060062745014,3.317450300897919,254,0.3211896978623689,0.610236220472441,1.6850260954989018,26.748960008065605,0.9821342735074884,0.19061407934295,0.2969693277228949,-1.4888627705255408,1.9858928646004772,7.78795096048727,-6.13060062745014,3.037888529869908,47,0.4908307564586714,0.6170212765957447,2.4331781056404718,38.6255049783116,1.224322148367342,0.2017241382046189,0.40614061786639,-1.95434255748558,2.4138777711113777,11.81728013302507,-6.06358251228628,1.382951016094432,1.9651158648592968,0.012744290862844527,0,0,0
