ticker,n_strategies,full_trades,full_avg,full_hit,full_std,full_ann_vol,full_downside_std,full_avg_std,full_median,full_p10,full_p90,full_max,full_min,full_tstat,train_trades,train_avg,train_hit,train_std,train_ann_vol,train_downside_std,train_avg_std,train_median,train_p10,train_p90,train_max,train_min,train_tstat,test_trades,test_avg,test_hit,test_std,test_ann_vol,test_downside_std,test_avg_std,test_median,test_p10,test_p90,test_max,test_min,test_tstat,std,avg_std,flag_std_high,flag_avgstd_low,flag_test_std_high
BIPIX,3,1005,0.3908470137622039,0.6009950248756218,2.212608945264349,35.124078106838354,1.3610246564501267,0.1766453193632496,0.4029611293401,-2.214563020227588,2.8292485408652785,10.89606561156766,-10.0486753212005,5.599963097843519,865,0.3345745199323471,0.5930635838150289,2.152428559342788,34.168744097124296,1.340151079027469,0.1554404760520853,0.39892417570703,-2.250298606966304,2.7029753519331665,9.15438167097553,-8.59702630575677,4.571641551995689,139,0.7268200430546776,0.6474820143884892,2.5395732603489143,40.314475698676304,1.4888211861881102,0.286197706678806,0.62753734773174,-1.9533093727628168,3.624023986037296,10.89606561156766,-10.0486753212005,3.374221198416146,2.15083361189284,0.03847140688279585,0,0,0
BIPSX,3,1243,0.3815997621796976,0.5720032180209171,2.4525777140948715,38.93346421532582,1.4460772545501994,0.1555913029734626,0.37420335613633,-2.35867296080442,2.9622040565168657,22.078106969701423,-9.136115960429567,5.4855588937042645,1096,0.3401544259588385,0.5638686131386861,2.425048658147524,38.49645400013543,1.4414478779102071,0.1402670518861588,0.3477166830937575,-2.3559822980776497,2.882928194693595,22.078106969701423,-9.136115960429567,4.643665690587391,146,0.6822274283090267,0.6301369863013698,2.644228402962139,41.97582458334784,1.4851968445946604,0.2580062401359793,0.6562056460741299,-2.24095107933125,3.4147673140464923,11.20218579234975,-8.59892400592698,3.11750126103732,2.264673899648271,0.032813151661965995,0,0,0
BITIX,3,378,0.3284843622284558,0.5396825396825397,3.85523723617834,61.19999383250323,1.8780598029995093,0.0852047078052398,0.253180612645885,-2.816566348747827,3.290418217945384,50.0,-10.20763593594499,1.656568852708103,167,0.2444871027531046,0.5149700598802395,5.208561336236762,82.6833479046525,2.40039601107996,0.0469394688802395,0.13138138138137,-4.273409727021466,3.4837384538402043,50.0,-10.20763593594499,0.6065916207571201,211,0.3949656055098951,0.5592417061611374,2.2863494627674568,36.29467253201293,1.326023866357264,0.1727494470735101,0.359510670246175,-2.196892999887535,2.9473876713939298,9.3812172005953,-7.1988363616819,2.5093306635329937,3.630903241653713,-0.025613515725159772,0,0,0
BKPIX,3,1056,0.3899591631930237,0.5804924242424242,2.717664198999361,43.14158170521517,1.7365532907096106,0.1434905619820895,0.3236384774058725,-2.3355800912863502,2.983900223086025,19.60804322647469,-23.102290648470568,4.66289134498117,914,0.3528116852544816,0.5711159737417943,2.803208061240148,44.4995484192777,1.823729939429536,0.1258599709856701,0.31544784373122,-2.5271138337469385,3.030591088581515,19.60804322647469,-23.102290648470568,3.805053129591432,142,0.6290633521777246,0.6408450704225352,2.076892521523001,32.96964667055835,1.008890852340098,0.3028868107803805,0.3794363516190675,-1.3726044051465571,2.564295589968316,11.33980644166492,-6.17835253611541,3.609312906987813,3.081412388075107,0.017833325549466397,0,0,0
BKPSX,3,1147,0.375371418563669,0.5867480383609416,2.422088296706664,38.44945971915514,1.5702474834769673,0.1549784205117811,0.3189590779080001,-2.013579256698696,2.8177584178039625,15.915568147894795,-23.09680100248673,5.248714367871664,996,0.3640955695710755,0.5803212851405622,2.522735920253436,40.04719121088159,1.645898702672793,0.1443256769953544,0.3283634392622749,-2.1713252146299,2.894704192704657,15.915568147894795,-23.09680100248673,4.554841537968878,151,0.4497472172168021,0.6291390728476821,1.611800143001221,25.58653404911745,0.927808399988136,0.2790341092657797,0.2653268822981149,-1.24640321680479,2.25952201338619,4.84457738406216,-6.19339301607245,3.428828539632132,3.081974825407779,0.016193453426304814,0,0,0
BLPIX,1,606,0.2470324215760701,0.570957095709571,1.7979015010838724,28.540801521945905,1.0331949291204376,0.1374004201159772,0.158032636104085,-1.554994795058495,1.861489126468025,11.44950268829392,-7.628746481205489,3.3823953821983186,571,0.2247052497644665,0.5691768826619965,1.7949982124959387,28.49471324441836,1.057622202434724,0.1251841078170293,0.15189902661409,-1.58152038680529,1.86399341188394,11.44950268829392,-7.628746481205489,2.9913501542479035,35,0.6112842817025174,0.6,1.8323331058267536,29.08738630228912,0.4840174325417466,0.3336098004007323,0.40691483862964,-0.893776613562588,1.773800367656304,9.292442127195107,-1.6143634259563,1.973662195594671,1.1712010874911822,0.026654593894188047,1,0,0
BLPSX,1,611,0.2445402017105498,0.5679214402618658,1.7917719982498996,28.44349868099096,1.0311236686376553,0.1364795308495739,0.15470121778531,-1.55738665208731,1.85332172278007,11.47250086114213,-7.62522872827081,3.373557571807837,577,0.2203390720201853,0.5649913344887348,1.7877284001854925,28.37930855170902,1.0551392724513644,0.123250865174667,0.14698223192644,-1.583062287556,1.85510155333381,11.47250086114213,-7.62522872827081,2.9605873770516187,34,0.6552476085146761,0.6176470588235294,1.8374815448187416,29.169115237567052,0.4614552432510917,0.3566009195370248,0.415869070292435,-0.716826731724735,1.784765632940055,9.2894529825132,-1.6139539514014902,2.079322807477991,1.1820842011916417,0.022900110444820966,1,0,0
BMPIX,3,507,0.4659816380352787,0.5857988165680473,2.5022940861634573,39.72268715481683,1.365834613409595,0.1862217716981965,0.35007257392662,-2.013854336351842,2.837002010827264,18.063021376861528,-12.244485677956469,4.19309241073799,428,0.4566640123976774,0.5841121495327103,2.552900612102912,40.526040848933256,1.4345664011697292,0.1788804508223716,0.343632847941335,-2.047689572575766,2.8300491524195075,18.063021376861528,-12.244485677956469,3.7007075423201967,79,0.5164619389579798,0.5949367088607594,2.2222086341120693,35.27646844296636,0.9070389990913168,0.232409293632478,0.36290919863721,-1.9024439730722889,2.901336020137742,13.71532829687363,-2.8243286194775,2.06569898619645,2.346768866603817,0.02407306298333623,0,0,0
BMPSX,3,449,0.5027473543256454,0.5812917594654788,2.534025180345367,40.22640265901664,1.370044004664431,0.1983987208276774,0.40841496098475,-2.142580692594412,3.044046633502329,18.05770986656105,-12.23661667588901,4.203993522747193,360,0.4985725636351523,0.5777777777777777,2.607321198858368,41.38994088147616,1.4499416524939148,0.1912202316513422,0.408032118278065,-2.358109270617638,3.09054939574314,18.05770986656105,-12.23661667588901,3.628148800339571,88,0.5446804829807509,0.6022727272727273,2.2264444811969395,35.34371043083595,0.9717942772649985,0.2446413946454797,0.41576759073653,-2.000264886121968,2.9588321939543887,13.71683757004989,-2.95562022553655,2.294939705900683,2.3482047301853712,0.02260692655793649,0,0,0
BTCFX,3,408,0.5231358617936654,0.5465686274509803,2.990074412409996,47.46595978088659,1.6542079867338253,0.1749574725038427,0.270562672550215,-2.576525675530782,3.9682163520471465,22.192546917851192,-14.48375385258319,3.5339677151118134,250,0.5664374536137751,0.544,3.291413819119035,52.24957456314179,1.795067059146679,0.1720954838080448,0.252065043016275,-2.665164103082179,4.414631549110561,22.192546917851192,-14.48375385258319,2.721068519310246,158,0.4546206848631122,0.5506329113924051,2.446983744995601,38.844662708855125,1.4027243410190664,0.1857881916023636,0.343612113594745,-2.151182942541589,3.129809317845177,10.16949152542372,-7.2324065587127,2.335321356460927,3.4614729877752994,0.02117586307756032,0,0,0
CNPIX,3,464,0.3690392495047875,0.6012931034482759,1.8340027103208,29.11389045196361,0.9816986551406685,0.2012206674657727,0.270551517109,-1.485638977704912,2.137943384873762,12.11684577151426,-7.52428965805355,4.334425827619176,369,0.3661685439900295,0.5934959349593496,1.862939452360904,29.573246991106878,0.9588051683592812,0.1965541840482169,0.27118410297288,-1.462649043310742,2.0567576194542854,12.11684577151426,-7.52428965805355,3.775682579543924,95,0.3801896740831638,0.631578947368421,1.726379208381394,27.40542032381834,1.0659680616247251,0.2202237331389198,0.25795356835771,-1.50239736024244,2.2917861752057878,5.768018234750881,-6.46723247450714,2.146475436751142,1.4951377208467689,0.02825542650623352,0,0,0
CNPSX,3,630,0.3053339142198354,0.5857142857142857,1.595144663914972,25.32213651534434,0.8816272082655652,0.1914145601505839,0.26725045458538,-1.354098222911518,2.0277909762377453,12.1005525333941,-5.010423330395271,4.80446732923788,558,0.3004288658949318,0.5860215053763441,1.613996596023716,25.6214016599012,0.8891746698712524,0.1861397146902764,0.26725045458538,-1.359182201891774,1.9961860850286897,12.1005525333941,-5.010423330395271,4.396996737412644,72,0.3433480387378391,0.5833333333333334,1.4505360135092686,23.026545356931315,0.8207845793255575,0.2367042496981376,0.259479092323105,-1.33108336109873,2.189373215548167,4.09486166007906,-3.33477073451199,2.008502161166723,1.4946874235291565,0.026688739462858727,0,0,0
CYPIX,3,848,0.3606748256980441,0.6002358490566038,2.1804215635865094,34.613119263195074,1.3092075887087753,0.1654151801291035,0.37990002324618,-2.1447391119698547,2.43787398326443,16.25635013677218,-7.82592404250193,4.816962754780021,746,0.351734146881596,0.596514745308311,2.0890198033282346,33.16216130097342,1.2730459485152332,0.1683728159595288,0.37218908101187,-2.10289958471052,2.34575223205516,10.66469830399583,-7.82592404250193,4.598766817853398,101,0.4499546781181327,0.6336633663366337,2.773592308909015,44.02941292592815,1.543248887053456,0.1622281243976773,0.5472636815920301,-2.6831785345717103,3.07434320849637,16.25635013677218,-6.93854432172189,1.6303724724443842,1.8529912932100918,0.029728515982301636,0,0,0
