ticker,n_strategies,density_full,density_frozen,train_trades,train_avg,train_hit,train_std,train_ann_vol,train_downside_std,train_avg_std,train_median,train_p10,train_p90,train_max,train_min,train_tstat,test_trades,test_avg,test_hit,test_std,test_ann_vol,test_downside_std,test_avg_std,test_median,test_p10,test_p90,test_max,test_min,test_tstat
BIPIX,3,,,1000,0.35910914277998784,0.602,2.2452202830519656,35.641767045081295,1.4306233722282715,0.1599438351286604,0.399728987305245,-2.309822249376001,2.8692794297731905,9.15438167097553,-9.3562189604474,5.057868167090173,75,0.477338338043742,0.6,3.204925598709574,50.876616627901946,2.0495694038233485,0.1489389763793383,0.4087919346912749,-2.7880470819984837,3.460671141142604,11.18957940991838,-10.0486753212005,1.2898493715815744
BIPSX,3,,,932,0.41281141739531113,0.5643776824034334,2.520995800868864,40.01956767202275,1.4407685791197078,0.16374934748127512,0.35244242068317,-2.3729173163874653,3.099478861117488,22.078106969701423,-9.136115960429569,4.99905061807804,149,0.43629939343551655,0.5973154362416108,2.7214035802642544,43.20094254252013,1.6870548963615144,0.16032145933796077,0.37997085262428,-2.808058898301534,3.2978666454344836,11.20218579234975,-8.59892400592698,1.9569728098044075
BITIX,1,,,27,2.128060955667258,0.5555555555555556,9.998126165083248,158.71533245674914,2.191801503967698,0.21284597938953284,1.24100763887173,-2.126795370574256,3.5701426572486823,50.0,-9.80001240507899,1.105980151468287,100,0.6229055661124888,0.62,2.391628652103142,37.965927851289166,1.3576467720946237,0.2604524601111131,0.6817252667879299,-2.3721736721240148,3.495867398756609,6.428478289216311,-4.92154400154253,2.604524601111131
BKPIX,3,,,1112,0.3415437941431911,0.579136690647482,2.899160733373823,46.02274986786464,1.8800812429883853,0.11780781596946105,0.30706822611617246,-2.3409754234447524,2.8963579263921204,26.60288383059763,-23.102290648470568,3.92849765583305,134,0.3095652552863643,0.6044776119402985,2.074527175706474,32.93209796978716,1.2961910969410522,0.14922207764327927,0.17858685879159503,-1.8069462603056128,2.7211987177167822,11.33980644166492,-8.1751972259317,1.7273704330941004
BKPSX,3,,,1093,0.35436505172493,0.5645013723696248,2.2612596106331257,35.89638347693999,1.2775998113965328,0.15671135240668452,0.21697801426671998,-1.6189071701974445,2.297504328275232,15.915568147894795,-14.21135240280024,5.180963581674103,130,0.35442757883713505,0.6615384615384615,1.4694354553861955,23.32656469567692,0.8885699765301298,0.24119982782366223,0.26307017280552747,-1.267306432180969,2.0444837169513077,3.9029666707248905,-5.772822152349925,2.7501011622268297
BLPIX,1,,,571,0.22470524976446657,0.5691768826619965,1.7949982124959387,28.49471324441836,1.057622202434724,0.12518410781702935,0.15189902661409,-1.58152038680529,1.86399341188394,11.449502688293919,-7.628746481205489,2.9913501542479035,35,0.6112842817025174,0.6,1.8323331058267538,29.087386302289122,0.4840174325417466,0.33360980040073235,0.40691483862964,-0.893776613562588,1.773800367656304,9.292442127195109,-1.6143634259563,1.973662195594671
BLPSX,1,,,577,0.22033907202018538,0.5649913344887348,1.7877284001854925,28.37930855170902,1.0551392724513644,0.12325086517466706,0.14698223192644,-1.583062287556,1.85510155333381,11.47250086114213,-7.62522872827081,2.9605873770516187,34,0.6552476085146761,0.6176470588235294,1.8374815448187418,29.169115237567055,0.4614552432510917,0.3566009195370248,0.41586907029243503,-0.716826731724735,1.784765632940055,9.289452982513199,-1.6139539514014902,2.079322807477991
BMPIX,1,,,715,0.3110678179022475,0.5608391608391609,3.5085850349512104,55.69706073722261,2.373521039847898,0.08865905052991631,0.31925078577064003,-3.380801758700548,3.7945486332579055,18.063021376861528,-16.29135775146618,2.3706972554966548,37,0.24448931025294557,0.5675675675675675,2.523692864064575,40.062382222939206,1.837388930337279,0.09687760096891478,0.35613112100363004,-2.31023808455856,3.24603452286844,4.41367496156965,-9.32955837549783,0.5892834411988972
BMPSX,1,,,713,0.31530980793960145,0.5610098176718092,3.5094312998066917,55.710494775327994,2.3738431896252457,0.08984641128520439,0.32185930088044,-3.3831270748149698,3.8139022490069694,18.05770986656105,-16.24899060660228,2.399084251053277,37,0.24012188660665953,0.5675675675675675,2.521867198274177,40.03340067698814,1.8376106859341514,0.09521591254725283,0.35084043447151,-2.313252766600694,3.236748854506582,4.42017495176934,-9.32496472886446,0.5791757851305815
BTCFX,3,,,280,0.6280601428557664,0.5678571428571428,3.0840791669547656,48.95823899638537,1.631869052241253,0.2036459211505637,0.295976054231205,-2.473183695443893,4.178526339609677,22.192546917851192,-14.48375385258319,3.4076480358677377,159,0.38445886179083105,0.5408805031446541,2.262220220662634,35.91163268840995,1.2568428937387042,0.16994758435950058,0.19339472867533342,-1.906622229731124,2.739308795620904,10.16949152542372,-7.2324065587127,2.1429575001177934
CNPIX,3,,,581,0.3005141088260533,0.5920826161790017,1.6467300190133034,26.141028640643196,0.9277754362563007,0.18249142564736687,0.27276584979722,-1.37561419231229,2.00148547750285,12.11684577151426,-5.68598814447538,4.398762663820782,67,0.27216111122083814,0.582089552238806,1.3996008373076065,22.217974501642193,0.7799503046813323,0.19445623635406709,0.10525605023692,-1.3339691730139918,2.1900263812290617,4.09853983292611,-3.3370549559607903,1.5916928932486474
CNPSX,3,,,647,0.29904246082028874,0.5718701700154559,1.5968610936041558,25.349383991947388,0.8642137956654897,0.18726892527974512,0.24322331700865,-1.3261798313026838,2.0025090011875655,12.1005525333941,-5.0104233303952705,4.763408841670396,108,0.313332343642529,0.5555555555555556,1.454985202895829,23.097174048847315,0.8004201768081175,0.21535087987074347,0.21342027863724,-1.4327617007918139,2.1810198478959717,5.77302631578948,-3.3368091762252297,2.237991992344737
CYPIX,3,,,641,0.2141825149053717,0.5897035881435257,1.9835790381795153,31.488341045182153,1.328956165750029,0.10797780717724445,0.3021239561989,-2.22914185004842,2.19457281668444,10.66469830399583,-7.8259240425019305,2.733779725259291,103,0.4794305355905433,0.6504854368932039,2.7196525113626855,43.17314518546759,1.4597169650775037,0.17628374712853445,0.5486610058785101,-2.7833759275763343,3.0316428515867355,16.25635013677218,-6.93854432172189,1.789084634295633
CYPSX,3,,,696,0.21733573056053881,0.5905172413793104,2.060309470870124,32.70639890252054,1.4172148412879448,0.1054869346733392,0.32350181414393997,-2.25805020770038,2.1559687180419953,10.64405331814701,-8.76064941327761,2.7829364702049926,117,0.38067779764430276,0.5982905982905983,2.4422777033503063,38.76995661373734,1.3353221591749627,0.1558699885447468,0.43117744610283,-2.1695317302476997,2.7415993443390625,16.28078817733989,-6.9439421338155505,1.6859917080122078
ENPIX,3,,,1008,0.39562303184835257,0.5674603174603174,3.018729057060002,47.920838162791654,1.9198416919842198,0.13105615786322256,0.33532979311736,-2.2742373457616067,3.189531438893299,27.94499533773826,-24.85601891149383,4.160904017876508,140,0.32406780530934665,0.6142857142857143,2.006815214589021,31.857203910379617,1.376085417249404,0.16148362985961967,0.43349424041498497,-1.4691314392374868,2.0363455172993516,11.58427598275106,-13.24491723213343,1.910700075828075
ENPSX,3,,,1028,0.36339357775470343,0.5680933852140078,2.9123780829819674,46.23256878819192,1.8328748837073838,0.12477555022067287,0.30037231680723,-2.167579896096052,3.006317777312682,27.93879005717581,-24.87967266843249,4.0006084780933096,114,0.2532050273744403,0.6052631578947368,2.139959123519773,33.970797940062425,1.4963799843556556,0.11832236634406944,0.4051041687157083,-1.56090600336546,1.7886815814326846,11.597888095438751,-13.26836152229435,1.2633371644211453
FNPIX,3,,,966,0.3767210861267611,0.593167701863354,2.3125177679185636,36.710081497984206,1.236259685804841,0.16290516395289703,0.294841210056505,-1.6883378044104924,2.2657862274835074,23.4222267633936,-11.241497340193595,5.063180551735695,141,0.21535064456566966,0.5602836879432624,1.8221278622297532,28.925383082530136,1.0668841256361516,0.11818635180856257,0.197996738877245,-1.79163901791639,1.70136556973359,11.41411301658701,-5.66595645582347,1.4033851713938845
FNPSX,3,,,942,0.38761047515831853,0.5912951167728238,2.4503410232253833,38.897957848523454,1.3550513498660783,0.15818633875219007,0.289706904949675,-1.7300422377671814,2.432800889621668,23.56794526530317,-11.24789678492311,4.855058036449093,125,0.4021709355229981,0.608,1.8654345890907704,29.61285605875285,1.0083133934127757,0.21559101448795362,0.38709677419355,-1.404513560519635,1.9126080867129436,11.42656852436032,-5.668748684856175,2.4103808186660314
GVPSX,1,,,364,0.20224444933486788,0.5741758241758241,1.2801950403084428,20.322466237886694,0.730122123280863,0.15797940389312887,0.156712599217615,-1.357592634457852,1.6857566987049406,7.461872916104929,-3.7979723261683,3.014054927802729,36,0.25643708257385023,0.6388888888888888,0.8410769554924582,13.351682746202314,0.448086163887173,0.3048913430563604,0.160598174705375,-0.6042769747875,1.240310811297705,2.05599930793851,-1.69474583982464,1.8293480583381623
HCPIX,1,,,453,0.3474954733585957,0.6181015452538632,1.830838003728464,29.06365229226877,1.0561581920051515,0.18980132193614527,0.34733262141841,-1.673973043199826,2.1324562701455965,12.532555643315698,-5.23727194499048,4.039692740709971,41,0.5303230192260707,0.5609756097560976,1.8815028610933016,29.867931969056286,0.9961916060836337,0.2818613939911371,0.43798810241273006,-1.15462422442105,2.65708845421499,6.424405786612961,-4.12936021323475,1.804793523461259
HCPSX,1,,,444,0.34854968197316,0.6193693693693694,1.8381477416032608,29.179690783663464,1.0603872354987438,0.18962005832520817,0.344916247862,-1.6754847884815591,2.115235524309057,12.52725951054032,-5.25092977087324,3.995542558220269,41,0.5241567455208652,0.5609756097560976,1.8803322030182454,29.849348348234958,0.9982392263207425,0.2787575220375988,0.44097693351423,-1.14525139664803,2.65031212353521,6.41391493409431,-4.13051922827916,1.7849190457256703
IDPIX,1,,,289,0.4318226937192093,0.6401384083044983,2.185388776823022,34.691971328792114,1.0483789807170807,0.19759536531846084,0.38020044283881,-1.57159878869439,2.2808140781051454,18.17746964274393,-5.89375492155793,3.359121210413834,41,0.6133879081616923,0.7560975609756098,1.5542338315744197,24.67269718553378,0.890090492976758,0.39465612940643424,0.76276807428699,-1.64169237549581,2.4442834238623297,4.57820549178975,-3.33492713991158,2.5270322276537738
IDPSX,1,,,304,0.3854810065268504,0.6348684210526315,2.1803018999277652,34.611219661503014,1.0906174337857433,0.17680166519123872,0.370957226068865,-1.6667411157870342,2.231059552940766,18.23508174084889,-5.87563106502615,3.08264236647329,41,0.6075232102552384,0.7560975609756098,1.5512247786112656,24.624929950599814,0.8903630238154697,0.39164099144878517,0.75921908893707,-1.6540130151843702,2.43391410937683,4.5497202636782506,-3.33211244391539,2.5077259247179473
INPIX,3,,,939,0.3571704982344043,0.6080937167199149,2.406579252509222,38.2032612750427,1.5859449500896345,0.1484141849315788,0.42365352062621,-2.444453919097071,2.8475043456451137,12.21109517355125,-10.62219658553802,4.547871733160652,145,0.4578190211129194,0.5793103448275863,2.3189608867848928,36.81236283911181,1.1826847732810548,0.1974242100079831,0.32525613920961,-1.967415596653638,2.685842988454424,16.36006867794945,-4.98522167487684,2.3773022969544813
INPSX,3,,,962,0.3409683143332582,0.6153846153846154,2.272029883305978,36.067356255208324,1.5042740527272849,0.15007210813491728,0.412652772223995,-1.9533264267336607,2.539732652341334,12.22382511956747,-10.6599481434372,4.654655240695715,152,0.45561251899649,0.5657894736842105,2.27814306690813,36.16440003638936,1.1799151054251038,0.1999929353053503,0.35656989432836,-1.8535844065470783,2.653389151663108,16.344667697063368,-5.26957051477305,2.4656785017823397
LGPIX,1,,,705,0.1941822176432986,0.6070921985815603,1.2853871048766574,20.40488770771761,0.7861389632191552,0.15106905686744995,0.19589757821618,-1.269392121997802,1.4127894216220425,9.37893094946582,-4.58916919765711,4.011160836925974,81,0.36111289416040127,0.6419753086419753,1.8698198366114236,29.682469705015517,0.9286183381687488,0.19312710620014986,0.36892480677728,-1.61130505598664,1.9903080650744,11.4438549568115,-3.8157894736842,1.7381439558013487
LGPSX,1,,,143,0.42439876268145993,0.6713286713286714,1.6552323164426548,26.2759984280678,0.8029435482492441,0.2563983064284035,0.33869429477408,-1.32900321482941,1.8067766581237459,9.37910584029109,-5.44629129468565,3.0660778023604602,50,0.5162568231335469,0.64,2.22766366909136,35.36306443865653,1.030173806844633,0.23174810017174746,0.26563612096073,-1.142373537363891,2.4050408317738983,11.45376652981888,-6.0893943822912,1.6387065315854192
LVPIX,1,,,136,0.4668156259997146,0.625,1.733871563880913,27.524357780133226,0.8538571997930196,0.2692331056833554,0.326008169865985,-0.892390743519565,1.637671212113415,9.68580252988953,-6.59452335528755,3.1397705754788925,50,0.3861065340849544,0.66,1.565775738455838,24.855919277115966,0.8627535072734992,0.2465912100961094,0.20532363095384,-0.552965848546008,1.6602654171367428,7.750650278531319,-5.85000573028372,1.743663168399556
LVPSX,1,,,120,0.4627161001711332,0.625,1.7513237971461932,27.80140339438895,0.8707159659585372,0.2642093374880965,0.33288442811607,-0.896993089941501,1.573824522713802,9.67737702164293,-6.591067749570061,2.8942682809145155,50,0.3810326181666535,0.66,1.5637844532612721,24.82430860463061,0.862731581300575,0.24366057443019726,0.20374849302812,-0.559432498490731,1.6509778871372742,7.735486361499699,-5.8440300169100805,1.7229404448740195
MDPIX,1,,,330,0.25908501372989534,0.6,1.3828738371073297,21.952441605381832,0.7345494291283563,0.18735260352588973,0.210727455666665,-1.2132195976777291,1.5686125663017731,10.82196719584862,-3.77265361797863,3.403429058437482,41,0.40311073541353803,0.7073170731707317,1.2438257497835281,19.745121649354,0.7008405597638315,0.32408939554732186,0.44258603264073,-1.40247037552894,1.9370458110574003,3.4961671814372797,-2.41286265059472,2.075184663724018
MDPSX,1,,,330,0.2541175139589852,0.5969696969696969,1.38331015817724,21.959367987638394,0.7372077010559015,0.18370248527187188,0.20741895398571503,-1.218800899159081,1.555045674726009,10.801022213096289,-3.7914793584676802,3.3371213674918327,41,0.39881273460479283,0.7073170731707317,1.244751315760315,19.759814553733367,0.7032927662911279,0.32039551158151724,0.44463700507548004,-1.40798985885116,1.9364105821502602,3.4953601999430304,-2.41508633178666,2.05153226577231
MGPIX,3,,,490,0.24586847196100936,0.6265306122448979,1.2876648955888021,20.441046514295536,0.7498354134745636,0.19094134879601785,0.313049266989775,-1.1389622570570106,1.612167993232266,10.777499218691169,-4.62607571411255,4.22666693190046,76,0.32315141155352217,0.618421052631579,1.5201499081241976,24.131631674605877,0.6661901212490199,0.21257864755738315,0.397526615710315,-1.22667131957017,1.3398086832578002,9.89615894295501,-2.4640984885818202,1.8532176845143655
MGPSX,1,,,445,0.20282122373844483,0.604494382022472,1.360126860937536,21.591344553237914,0.8245336268319134,0.14911934288147213,0.23823003778939,-1.3245956399348637,1.4600699034031221,10.78154138683373,-5.91355154607361,3.1456759841922555,41,0.39255702750162935,0.6585365853658537,1.3858833078907784,22.00021547300735,0.853293886553998,0.2832540267037886,0.55493895671476,-1.6302298516937201,1.9925182229287401,3.5169222922510603,-2.92824956859945,1.8137107237374797
MLPIX,3,,,427,0.2438338543827326,0.5784543325526932,1.4253902261688574,22.627368357989447,0.7997199416410307,0.17106463192055527,0.16523724519087998,-1.355208231389188,1.7345946426274284,10.62051566967192,-4.47719880207835,3.5348758452861015,90,0.2944194457459343,0.5444444444444444,1.4221362176564516,22.57571257426197,0.6482068827007611,0.2070261920697795,0.153860962287875,-1.062925459562539,1.8838331212555341,8.59373259865403,-2.8923084142342197,1.9640229067559756
MLPSX,3,,,511,0.22086855599457986,0.5636007827788649,1.459946131460023,23.1759263483642,0.8736688718553416,0.15128541473903537,0.17979548263851,-1.40570169127717,1.7593881489449101,10.59923675241065,-7.85029587846489,3.4198535641488146,91,0.2973950504895341,0.5604395604395604,1.4110105666107167,22.39909833921777,0.6415846231733979,0.21076741558632303,0.19685039370077997,-1.0556717458420402,1.8648282097648998,8.59045806714695,-2.90610165566748,2.010593001091305
OEPIX,3,,,634,0.38083860850756374,0.5899053627760252,2.303218013471817,36.56245247286385,1.4159833506237862,0.1653506555957751,0.4471016305683574,-2.312629315500593,2.9936445489827737,12.05395978511885,-7.85601830056161,4.163423125262908,132,0.3253284609457499,0.6136363636363636,2.0360514322784096,32.32131447807324,1.4045680191838255,0.15978400927804484,0.24709319094954252,-1.8181680636629018,2.6311772294028195,4.783393494789371,-9.160353961999334,1.8357785024254847
OEPSX,3,,,634,0.37593676932987646,0.5899053627760252,2.301880105896638,36.54121384853717,1.418663322484543,0.16331726763998425,0.45583486133713147,-2.3284842756090627,2.9981240632556716,11.997284054460774,-7.862405353998006,4.112223724769047,132,0.32087685430962426,0.6136363636363636,2.036403922858447,32.32691009255887,1.4064778869588181,0.1575703379412164,0.24318040811493502,-1.821509491429739,2.625993430490414,4.783028978613145,-9.16874111215901,1.8103453550789712
OTPIX,3,,,886,0.21079219283406875,0.5699774266365688,1.8355926577504926,29.139130084943414,1.1802712418786652,0.11483604052567592,0.18758775123847501,-1.89831524803406,2.109600751026215,10.975280291773611,-13.250056206144409,3.418181118139091,94,0.46884873852939163,0.6276595744680851,1.8640850121418568,29.591432188861027,0.9127714707282182,0.2515168221811293,0.32970226790308,-1.486384670152914,2.0730650542890676,11.79390864367109,-6.07678360349595,2.43854606537765
OTPSX,1,,,499,0.22984592809062176,0.6212424849699398,1.4955345368656228,23.740874769927583,0.9737240060701503,0.15368814455621893,0.26915853352176,-1.4563087546660198,1.8010512735855022,7.78795096048727,-6.8372299600911095,3.4331330942434333,101,0.24946228958355085,0.5742574257425742,1.6830924434039227,26.718264232673004,0.8281577374136846,0.14821662978833944,0.15986669660221,-1.36015443879304,1.49944145032003,11.81728013302507,-3.8496690392444597,1.489558694354533
PHPIX,3,,,582,0.3253711640581294,0.5962199312714777,1.6655415186194107,26.439651939118892,0.9908665468850021,0.19535458012949075,0.285655955945035,-1.3891896734471278,2.066539378970719,10.110800591813259,-7.75018316394583,4.712865982705802,69,0.43517287162569074,0.5942028985507246,1.9501036890459622,30.956936352031498,1.1464647330994375,0.22315370924639796,0.46635311143270003,-1.829738752143826,2.6501487718823844,7.616887392990419,-5.05890821616993,1.8536539263248113
PHPSX,3,,,574,0.3213818173363648,0.5958188153310104,1.666758048417344,26.45896375096588,0.9929286566125318,0.19281851834555722,0.28559220412403497,-1.371141893523421,2.058041331518105,10.06421887116324,-7.76701645458415,4.619603349178824,69,0.43613769998566754,0.5942028985507246,1.9472137050484404,30.911059278329102,1.143232408431958,0.2239803976599568,0.4355400696864,-1.8306214689265559,2.64519433355861,7.63454317897371,-5.024576734025111,1.860520916028077
PMPIX,1,,,479,0.5890453569841833,0.5469728601252609,4.724985009480061,75.00681170155445,2.7514022166695455,0.1246660795330231,0.37864133288028,-4.008181060675364,5.047917605798561,41.45598370596366,-17.48248107920023,2.728450372273281,42,0.3892610369323368,0.6190476190476191,3.5207986466283034,55.890945811867624,2.6932983130310175,0.11056043699207652,1.19225956454742,-3.4385298970967244,4.463569918875419,5.63354768589801,-10.60022885675647,0.7165135236483082
PMPSX,1,,,483,0.5998724442739934,0.5486542443064182,4.713968471217276,74.83192957824151,2.74105696156294,0.12725423344189019,0.38067395705496,-3.997302560258428,5.0413460882864225,41.437290634519705,-17.48034076015727,2.7966994986323663,42,0.38540613692417336,0.6190476190476191,3.5212934045551894,55.89879985046993,2.695130073742652,0.10945016295024071,1.188930592079725,-3.438454102544273,4.458301158301155,5.62957300425903,-10.607109153821941,0.7093181254789971
