ticker,n,avg,hit,std,ann_vol,downside_std,avg_std,median,p10,p90,max,min
AFBIX,5445,-0.030110929621637722,0.4126721763085399,0.5134696210817264,8.151077539012897,0.3818195446607476,-0.058642085890501225,0.0,-0.513659333124966,0.45135087358115006,4.87646293888164,-6.009676597911899
AFBSX,5445,-0.0338430097266702,0.4099173553719008,0.5131741426351392,8.146386964088201,0.3830542784114522,-0.06594839239733906,0.0,-0.5198278690106221,0.45421723267265,4.87149980820866,-5.99941469124964
BIPIX,6079,0.08274559502032286,0.50222075999342,2.15083361189284,34.143425091283625,1.489636249262485,0.03847140688279585,0.01725868657873,-2.4315248678959476,2.588329924177474,17.61867049448102,-16.97476965581953
BIPSX,6385,0.07431108813405468,0.4884886452623336,2.264673899648271,35.95058363476904,1.5371709393372979,0.032813151661965995,0.0,-2.435488023067371,2.5702513809662024,46.70329338970069,-21.85754189944133
BITIX,1032,-0.09300019727663097,0.4951550387596899,3.630903241653713,57.6388020717239,2.47237256681203,-0.025613515725159772,0.0,-4.113964293577985,3.4797133380481773,50.0,-22.36915740042335
BKPIX,6385,0.05495183026870207,0.4751761942051684,3.081412388075107,48.91590519408231,2.0998464348997454,0.017833325549466397,0.0,-2.6289832171543677,2.708950922594354,32.947970970050086,-29.88825483619717
BKPSX,6385,0.04990781579628478,0.4723570869224745,3.081974825407779,48.924833609944166,2.103575452770726,0.016193453426304814,0.0,-2.6299415613865715,2.6975254854159303,32.95530353569045,-29.9558136785482
BLPIX,7035,0.031217889355508868,0.5019189765458422,1.1712010874911822,18.59224087650042,0.8457096290610308,0.026654593894188047,0.012046741356439999,-1.16350980819058,1.1876031107280722,11.449502688293919,-14.16469691193289
BLPSX,6848,0.027069858762366564,0.5018983644859814,1.1820842011916417,18.76500495054915,0.862395322276254,0.022900110444820966,0.0138530962914,-1.168454213629115,1.176419310825483,11.47250086114213,-18.78640697044779
BMPIX,6385,0.05649391473308627,0.49444009397024274,2.346768866603817,37.253800833495674,1.6928223055906508,0.02407306298333623,0.0,-2.3308587728019696,2.4508175636022504,22.37354690546944,-27.12945065602994
BMPSX,6385,0.053085691878299764,0.49334377447141736,2.3482047301853712,37.27659446121611,1.6966253044945068,0.02260692655793649,0.0,-2.327016294481604,2.449456956878906,22.41529720705519,-28.762497039836088
BRPIX,6959,-0.02885705476219564,0.4168702399770082,1.1742903604669859,18.641281564656232,0.8126312779818863,-0.024574036996028743,0.0,-1.1873251326863499,1.1727397574155238,15.02784784834787,-11.40325955989599
BRPSX,6677,-0.035407017044100354,0.41246068593679797,1.1632146035958137,18.465459375078613,0.8098959345120756,-0.03043893786636413,0.0,-1.17802037619919,1.1431770655680522,15.00382029017319,-11.43627999559697
BTCFX,1259,0.07329967803580337,0.48768864177918986,3.4614729877752994,54.94918017372699,2.361366722327422,0.02117586307756032,-0.06882683976842001,-3.6971812639639996,4.188750922473808,22.192546917851192,-20.04710257204836
CNPIX,5763,0.04224575398808337,0.5165712302620163,1.4951377208467689,23.734575510914777,1.0737397661608485,0.02825542650623352,0.04810524779608,-1.510882250335202,1.5597767686345339,13.941404388827468,-21.2262494713238
CNPSX,5763,0.039891323224981234,0.515183064376193,1.4946874235291565,23.727427262604127,1.0743327554564641,0.026688739462858727,0.04547306900972,-1.5116620587846021,1.5564447276378466,13.92450503023665,-21.23039696433645
CYPIX,5763,0.05508668127526199,0.5196946035051189,1.8529912932100918,29.415324860411232,1.3217324613996624,0.029728515982301636,0.09067081161806,-1.9816208248122036,1.9591261502851827,17.6273037542662,-21.42686138376826
CYPSX,5763,0.0520200576571918,0.5191740412979351,1.8525182470578998,29.407815485547093,1.3226059040161091,0.02808072618977336,0.08640552995391,-1.97879352124232,1.9659536979742243,17.6341695776437,-21.46252973379934
ENPIX,6655,0.05393363587582472,0.4879038317054846,2.6279494157015475,41.71740367202277,1.8957468279086556,0.02052308752732472,0.0,-2.7285739499818376,2.7353438413611766,27.94499533773826,-30.967247159746442
ENPSX,6590,0.05235325920514264,0.487556904400607,2.6261118453548877,41.68823314709967,1.8938563511661102,0.019935654796175567,0.0,-2.711471573685719,2.7205439498741213,27.93879005717581,-30.938519755488482
ETHFX,361,-0.006237621422035022,0.4709141274238227,4.436410742000243,70.42583722240906,3.031597231703179,-0.0014060062931014064,-0.27351812690734,-4.83973042290739,5.241650536147731,18.00778524715225,-14.75281310447205
FDPIX,5486,-0.0062451143957953,0.44969012030623406,0.47094690563425634,7.476050358141875,0.3327617033713776,-0.013260761077481925,0.0,-0.55945014135461,0.5458997552731,3.09362465128322,-2.81239611420973
FDPSX,5486,-0.011249770214201328,0.44768501640539554,0.4732954999410384,7.51333313693984,0.33985974955764553,-0.02376902002153578,0.0,-0.561838840339125,0.53370542999292,3.11897135369272,-4.71361869794244
FNPIX,6665,0.04403920849242023,0.4898724681170293,2.4309471383216787,38.59008947005978,1.7128605272891209,0.018116069986953653,0.0,-2.108858731518632,2.04863779270687,24.34122263004683,-24.61788273500653
FNPSX,6636,0.039126287700723,0.4874924653405666,2.4300273144928783,38.5754877194538,1.71064242714335,0.01610117197752086,0.0,-2.1180830247298745,2.051733084669065,24.58958945467289,-24.63196635120925
FYAIX,5510,0.006594982415959029,0.48711433756805805,0.5313615500831198,8.435103106690365,0.39199843277370106,0.012411478427310725,0.0,-0.46747786870116503,0.47300477198935725,5.370070747862591,-7.23978804442857
FYASX,5510,0.005345746544935033,0.4825771324863884,0.5245070787082604,8.32629174693023,0.3841959386977101,0.010191943563660514,0.0,-0.46589583438858506,0.46866874729981667,5.34407417570041,-7.136130167998429
GVPIX,6208,0.008819254258930181,0.48179768041237114,1.2070815751422068,19.16182595996643,0.8440635901305406,0.007306262012897663,0.0,-1.42079813288944,1.367002556276022,10.79273301400698,-9.032735447975721
GVPSX,6208,0.006785520583036812,0.48179768041237114,1.208091497397171,19.177857978747298,0.8459832291064617,0.005616727373428414,0.0,-1.419309583302721,1.3670206862975671,10.82633549346057,-9.034745435051459
HCPIX,6666,0.04255929495438557,0.49114911491149116,1.584863109566761,25.15892189996497,1.1272531090638438,0.026853609436350373,0.0,-1.645617508264345,1.7179544020582602,18.25520863934946,-16.60239114290029
HCPSX,6590,0.03787062165655643,0.4889226100151745,1.5943448903352846,25.30944050336226,1.1463573448469717,0.02375309249969897,0.0,-1.6440689523334358,1.703423285945636,18.26170895597232,-24.02113878675056
IDPIX,5763,0.062358735530280034,0.5226444560124935,1.9396502879361774,30.790993753883715,1.3833147350013792,0.03214947349948884,0.07454096561436,-1.9416436920548898,2.0147059103053064,18.17746964274393,-21.98050938245154
IDPSX,5763,0.0575607643786607,0.521603331598126,1.9391288638076376,30.782716402453485,1.3852835870315772,0.029683826306228792,0.07137047917809,-1.9538576828807899,2.013975269097125,18.23508174084889,-21.990170591472317
INPIX,6590,0.061936023358841366,0.5047040971168437,3.0042546027055144,47.69106332327967,2.12651603200965,0.02061610334325999,0.030715907711915,-2.9811699793114985,2.7958730445793134,50.0,-50.0
INPSX,6590,0.05814723447207716,0.5022761760242792,2.862519242141299,45.44108422705776,2.0328395259774688,0.020313307808048235,0.021747043955495003,-2.963319808453714,2.7436546803872255,33.41105248087699,-33.15191291820073
LGPIX,6079,0.036820702527609835,0.5301858858364863,1.3669310000409653,21.699356912959296,1.0678646422204248,0.02693676749338947,0.05487281265923,-1.23804460483308,1.254457998010972,12.72496890912078,-50.0
LGPSX,6079,0.03377554132732155,0.5259088665898997,1.365534458967018,21.677187510695187,1.0676163846976459,0.024734301727450832,0.051484825567160004,-1.2378554680183258,1.2487703318924819,12.7234237576657,-50.0
