ticker,n,avg,hit,std,ann_vol,downside_std,avg_std,median,p10,p90,max,min
LVPIX,6079,0.03591304329068403,0.5173548280967264,1.1723215355314658,18.61002743772978,0.8373192333869074,0.030634124002851353,0.0413516432649,-1.11984170181851,1.1514851663269599,11.07827872606059,-10.04422240725322
LVPSX,6079,0.032793342207155,0.5147228162526731,1.1758432857267462,18.66593348890821,0.8394949426349779,0.027889211602621533,0.03724309163641,-1.123386239744042,1.1460144979555578,11.10274228923595,-10.032507961239059
MDPIX,6385,0.040446534715634835,0.5039937353171495,1.3162256231166027,20.894434008105357,0.9523490814548802,0.030729180472770457,0.02275004895579,-1.3194200950377,1.3346019587481843,10.82196719584862,-18.07727330786948
MDPSX,6385,0.036364366506278674,0.5022709475332812,1.3151190607021983,20.876867874353245,0.9545687718981382,0.027651007116315525,0.01609458049773,-1.3161902509686139,1.3224767596908924,10.801022213096289,-19.028273626328527
MGPIX,6385,0.0407481598187215,0.5072826938136257,1.314158359273301,20.861617211962965,0.9520009699297207,0.031007039243926646,0.027255019307219998,-1.335901143692318,1.3644972088106222,10.777499218691169,-21.46832652856749
MGPSX,6385,0.036362239453860336,0.5074393108848865,1.3070600120026366,20.748934442376452,0.9451097629492226,0.02781986987586534,0.02783489418252,-1.3469363366363756,1.3579029460864869,10.78154138683373,-18.319756878706688
MLPIX,6385,0.04068240927521794,0.501018010963195,1.3610350630227073,21.605761814383232,0.9869398278732988,0.02989078707852452,0.01269714179867,-1.3330542777852399,1.351795812624466,10.62051566967192,-22.82699671713119
MLPSX,6385,0.036646613658356274,0.498981989036805,1.3440959452030274,21.33686165530506,0.9689901961852322,0.027264879258913882,0.0,-1.3445189372628839,1.3417433762619242,10.59923675241065,-18.98181525082953
MPIXX,7249,0.0020622965169798274,0.009242654159194372,0.02518751238878174,0.39983936355044947,0.0,0.08187773707650275,0.0,0.0,0.0,0.37650797325705,0.0
MPSXX,7104,0.0016036490245110956,0.009572072072072071,0.019395346228333853,0.30789157627299574,0.0,0.08268215507121969,0.0,0.0,0.0,0.29252116796503,0.0
OEPIX,5157,0.031087685560597086,0.49331006399069227,3.6184768395543925,57.44153905384734,2.613266367579817,0.008591373370355872,0.0,-3.68364215244367,3.7751976552654605,27.910206145498062,-47.65627829041147
OEPSX,5157,0.026840924550054577,0.49195268566996314,3.618348668557775,57.4395044023533,2.615236116288226,0.007418003904182348,0.0,-3.686183835673644,3.7927628231755373,28.07308970099669,-47.70114942528736
OTPIX,6590,0.03603987578745548,0.512443095599393,1.8574877926840088,29.486704576681134,1.3831829689662927,0.01940248325152062,0.036760105089380005,-1.594221081135014,1.5355538597431948,50.0,-50.0
OTPSX,6607,0.025044008160957157,0.5099137278643863,1.9651158648592968,31.19524725507187,1.518084250186114,0.012744290862844527,0.02895541159093,-1.6056030508195538,1.5312013925834063,50.0,-50.0
PHPIX,6673,0.03283662524875961,0.47070283230930615,1.685717343854878,26.759933235530177,1.1988707917794732,0.019479318622699353,0.0,-1.7913119154317416,1.8418547454487624,16.69569150740699,-23.06055010205073
PHPSX,6590,0.027262776631991264,0.4672230652503794,1.6707457737891713,26.522266928749946,1.19407175148692,0.016317728920636796,0.0,-1.7793205112183939,1.8217177740655328,16.6366864997002,-23.405309403626838
PMPIX,6095,0.07376358450612702,0.4859721082854799,3.529654552993033,56.03152896711851,2.4437178813446927,0.020898244686176976,0.0,-3.84523481506967,4.132518212676161,41.45598370596366,-24.91443609345165
PMPSX,6079,0.07990357863314951,0.4869221911498602,3.5859115155706336,56.924580562095706,2.4433144795419213,0.02228264090906724,0.0,-3.863365941464458,4.129919014768331,50.0,-24.94611989971704
RDPIX,5486,0.004733631122841967,0.475938753189938,0.47258893235607385,7.5021167242541855,0.3364776978087983,0.010016381677079553,0.0,-0.5396063796801449,0.55226888821099,3.30604130866942,-3.72581364074471
RDPSX,5486,0.0012940240509288906,0.471199416697047,0.4685349676743297,7.437762030023781,0.33463316487194184,0.0027618516017108535,0.0,-0.5436728247297751,0.55117511491741,2.80361488972322,-3.1311876168387904
REPIX,6676,0.0463156041167109,0.49610545236668663,2.5296670951279436,40.15722020095027,1.7805594796878346,0.018308972040595083,0.0,-2.10172566261352,2.021865304605485,28.19898200757575,-29.21433767607961
REPSX,6697,0.05026478095411794,0.49574436314767806,2.5187766916125836,39.98434040467755,1.7627818154463561,0.01995602909995851,0.0,-2.0901008343351224,2.0212140650812227,28.30310482631417,-29.174206849158168
RRPIX,6208,-0.016580272994113344,0.44329896907216493,1.2052301884672971,19.13243610763185,0.8678811411868048,-0.013756934694109046,0.0,-1.37322639794,1.4072281809540492,8.99985530052274,-10.69120053774432
RRPSX,6208,-0.01971454438507716,0.4416881443298969,1.2041403020576509,19.115134697248454,0.8684952667885361,-0.01637229843680897,0.0,-1.3705696593113958,1.4068989364864741,9.02731193100143,-10.7823040990213
RTPIX,5518,-0.008182147018477404,0.44726350126857556,0.486992936099658,7.730773194989188,0.3541819520128343,-0.01680136694385853,0.0,-0.559796568530436,0.558125462626156,3.2636619290111697,-5.88610041373781
RTPSX,5518,-0.011745275994642016,0.44309532439289595,0.4814959559694181,7.643511340670318,0.3490647532674359,-0.024393301436965775,0.0,-0.5648522035359339,0.5627890339840221,3.2085008980941403,-4.18508413292089
SGPIX,6385,0.044340141681175664,0.49725920125293654,1.3860953153070557,22.003580986404778,0.9855210425155791,0.03198924431207185,0.0,-1.4756271796327298,1.5194572781500921,9.482578315846329,-15.916246274090739
SGPSX,6384,0.04020794422386988,0.49608395989974935,1.392227569334066,22.10092750119524,0.9958455021106949,0.028880295944076338,0.0,-1.4797836827503978,1.5084727677186658,9.483098258608461,-19.17248271133105
SHPIX,6178,-0.041824832826954254,0.4325024279702169,1.6302363035899852,25.879199025409772,1.0668132251643934,-0.025655687298124032,0.0,-1.624572385161822,1.59007525877937,50.0,-14.4167520069346
SHPSX,6178,-0.03514213886793438,0.43153123988345743,1.7487566168871276,27.760650671171977,1.065888856213839,-0.02009550015627052,0.0,-1.6200115416463161,1.5926952539439279,50.0,-14.49555547500232
SLPIX,6385,0.04003498932427818,0.49788566953797964,1.4828560581986567,23.539610160595004,1.0671067456982117,0.026998567462381932,0.0,-1.582241685848888,1.6075450145686547,9.48927741906386,-20.79354126414574
SLPSX,6385,0.03590247168043876,0.49631949882537196,1.4813099304760098,23.515066143899404,1.0658582767341562,0.02423697495155637,0.0,-1.58433090669894,1.608293706808536,9.47468713099746,-19.61254928853077
SMPIX,6486,0.09309997694119516,0.49537465309898243,3.1317038249055487,49.71425700365909,2.2575254930535595,0.0297282189333479,0.0,-3.3342484903876146,3.445570979550015,28.05595002108303,-50.0
SMPSX,6486,0.0904278007486585,0.4939870490286771,3.138157681263965,49.81670879718931,2.2556560998676174,0.02881556949433995,0.0,-3.331441584866505,3.430170742511935,28.06228585413606,-50.0
SNPIX,5345,-0.03727002876269329,0.4536950420954163,1.8405018802797104,29.217061576601328,1.286157608425207,-0.020249927023725273,-0.01934789192099,-1.9138502955082521,1.8971147697090176,20.66235494703867,-18.88346726664199
SNPSX,5345,-0.04026158174694606,0.45238540692235735,1.8398423954729124,29.206592579848053,1.2882312044769657,-0.021883168822510603,0.0,-1.917694428403674,1.890936015601976,20.670363270374988,-18.87566186544229
SOPIX,6178,-0.05467194185236282,0.4088701845257365,1.5108667249882923,23.984265710889833,0.9841317459804676,-0.036185813710859556,-0.06229576326306001,-1.49953132566671,1.50274032209849,50.0,-13.202094259034311
SOPSX,6178,-0.05835994298019392,0.4077371317578504,1.511783110589176,23.998812881319704,0.9873794940447446,-0.038603383363272084,-0.063183136381995,-1.502356029116358,1.493390532793993,50.0,-13.694277352080361
SPPIX,5262,-0.04790726226025906,0.4749144811858609,2.427054239792549,38.52829162173606,1.7545015554800478,-0.019738851103860748,0.0,-2.803476446944642,2.6589083378191383,17.2835742356346,-27.84301595823959
SPPSX,5262,-0.05130668686055231,0.4749144811858609,2.4264207334930603,38.51823502100142,1.7549532856425314,-0.021145008428398778,0.0,-2.820862806528907,2.6460459862932004,17.22811450204933,-27.82760481455977
SRPIX,5345,-0.03805775107383398,0.4376052385406922,1.8261881928305688,28.989838832592916,1.3164790662243577,-0.020839994050583004,-0.03721509821587,-1.4682479498584342,1.5261358503702362,19.08138930674798,-18.80281943745565
SRPSX,5345,-0.04063879828970922,0.43479887745556595,1.8216304949443902,28.91748762164616,1.3125638535778337,-0.022309023922521574,0.0,-1.464109949031248,1.500805370471816,19.07901119897752,-18.828565266483142
SVPIX,6384,0.04170955349098916,0.49279448621553884,1.5040011418757593,23.87527795776259,1.0737847710766868,0.02773239482981367,0.0,-1.540334527204117,1.584491270839838,8.93631867965172,-25.05976977567885
SVPSX,6384,0.03716738987384982,0.49107142857142855,1.5138022655082353,24.030865971965767,1.0896009074005941,0.02455234129364409,0.0,-1.5450263120682,1.583864573877328,8.91268943053524,-28.699937505579847
TEPIX,6590,0.05860503958948367,0.5121396054628224,2.494672173405724,39.601693040787275,1.8108965605156808,0.023492080528350997,0.07196084384475,-2.574588213434462,2.4438295780761883,26.96280516269864,-50.0
TEPSX,6590,0.05221441162820223,0.5103186646433991,2.64795168454968,42.03492984619805,1.9281002221511867,0.019718793183751762,0.061881094195039996,-2.5619653137001235,2.4355627351486167,50.0,-50.0
UAPIX,6777,0.06633300662985926,0.4944665781319168,3.1343494037483723,49.75625426581065,2.2567024033465097,0.021163245728294214,0.0,-3.238639093673188,3.257206469770808,50.0,-50.0
UAPSX,6777,0.062011515885741386,0.49269588313413015,3.015607641353951,47.871287224611685,2.1776181542359865,0.02056352260000886,0.0,-3.238550003646996,3.253506388579668,18.79041483176169,-41.53783231083844
UBPIX,4798,0.04191384381306533,0.5014589412255106,4.016885898915246,63.76608680071127,2.8720451576187216,0.0104344123452409,0.033508843755780005,-4.076012406501888,4.104473094472734,50.0,-40.49853508812723
UBPSX,4798,0.03840805102485582,0.5004168403501459,4.017750741765876,63.77981575534679,2.8751620638449005,0.00955959030150655,0.02734506130237,-4.091894335598173,4.112452628466107,50.0,-40.458642753724725
UCPIX,5763,-0.07516757460826032,0.44820406038521604,3.082274470654203,48.92959033076565,2.1248729427185253,-0.024387047722036977,-0.10093382203967001,-3.232009877461024,3.213298651287563,50.0,-18.86841998559603
UCPSX,5763,-0.07833981314728035,0.4468158944993927,3.097261894262554,49.167508304733296,2.133227050467671,-0.025293247978932294,-0.09592660453012,-3.2474808424148995,3.2047281863864803,50.0,-18.86473013434497
UDPIX,6095,0.07349470034447751,0.5217391304347826,2.186616095558241,34.71145440970892,1.54957218198981,0.0336111585814127,0.07005631449896,-2.108200651104502,2.2328431021663526,22.55950842736958,-29.28264164367345
UDPSX,6079,0.06783824094916317,0.5209738443822998,2.1859735354979715,34.70125408497754,1.5536437536499461,0.031033422796543333,0.06931185925911,-2.11703807878772,2.231252627383835,22.59339348296174,-29.25695377368488
UEPIX,6590,0.021462859211898166,0.482701062215478,1.4635438167635093,23.233037832015178,1.0264126241287912,0.014664992579013643,0.0,-1.3671529558749869,1.389684123579232,36.968580691720234,-16.491868748650777
UEPSX,6882,0.01956076774411623,0.478494623655914,1.526671206055277,24.235154069911854,1.073929474644515,0.012812691866154174,0.0,-1.4310023801461178,1.445800908033774,33.98122527966862,-16.65393322014713
UFPIX,4798,-0.04396003917134849,0.4622759483117966,4.0963847391734545,65.02809176575889,2.8068552745672317,-0.010731423430753846,0.0,-4.136775584192562,4.0484073542946035,50.0,-50.0
UFPSX,4798,-0.04681313879597602,0.46040016673614004,4.104574459632627,65.15809954761153,2.8097573075467186,-0.011405113795929518,0.0,-4.125968298041769,4.058698899086595,50.0,-50.0
UGPIX,4721,0.04042553992786676,0.49629315822918874,4.228745765831946,67.12925792465225,2.8731092323396035,0.009559699770675053,0.0,-4.52164160382509,4.279187251588,50.0,-26.151867591142917
UGPSX,4720,0.037495112561796294,0.4947033898305085,4.209901322643034,66.83011166301218,2.863995152648327,0.008906411264351523,0.0,-4.50701891590159,4.253512231301,50.0,-26.035805626598464
UHPIX,4721,-0.046122517150696096,0.46790934124126243,4.169917398677918,66.1953865474989,3.019383892378306,-0.011060774768660728,0.0,-4.2948296088586,4.46379606051396,26.19289524293333,-50.0
UHPSX,4721,-0.03926499158860385,0.46600296547341663,4.23275320883148,67.19287411007245,3.021783165990792,-0.009276466085166253,0.0,-4.26084349262851,4.4728284646019,50.0,-50.0
UIPIX,5763,-0.07536885182505493,0.4400485858060038,2.750308874989166,43.65979987101099,1.8650138614870955,-0.02740377726678129,-0.11592422320860998,-2.7165674863429556,2.684140728838694,50.0,-21.52906683289157
UIPSX,5763,-0.07930680950816102,0.43831337844872464,2.7374221377234376,43.455229258914116,1.8627568608502825,-0.028971348048684994,-0.10695366834284001,-2.7085457795442998,2.6888205487648067,50.0,-21.52882701393385
UJPIX,6590,0.06689778939604331,0.4880121396054628,3.167912110309311,50.28904571512952,2.2534419347222525,0.021117312307477966,0.0,-3.2173545733917397,3.2412721093252013,50.0,-50.0
UJPSX,6588,0.06321191928888037,0.48770491803278687,3.0492092469774956,48.404696177405896,2.172947416450156,0.020730594120931083,0.0,-3.220987333650091,3.2331772327602857,35.25368986367221,-41.0435231822291
UKPIX,5205,-0.06470775269642484,0.45975024015369836,3.121328137628037,49.549548074353055,2.1533202322572733,-0.020730839515513938,-0.06599376594602,-3.251152683416912,3.161764819307087,50.0,-34.11111164643929
UKPSX,5205,-0.07733869209222241,0.45859750240153696,3.043847684296975,48.31958400845784,2.1553785898185556,-0.025408200446825253,-0.0666222518321,-3.258676704209244,3.151266827432759,29.403839676658798,-34.11424903722722
ULPIX,7292,0.06112823056044191,0.5001371365880417,2.5058455878582087,39.779065496407654,1.8074953324186689,0.024394252725160655,0.008826686356866453,-2.350674603363195,2.389620202215437,50.0,-50.0
ULPSX,6385,0.0627437177224838,0.5088488645262333,2.419750582505315,38.41234965667647,1.8033027903719316,0.02592982854353584,0.03596453153096,-2.2618307783856597,2.304531262976675,22.9521895255087,-50.0
UMPIX,6774,0.07087727386678817,0.5008857395925598,2.6845332354942193,42.61564396443179,1.9512072576856787,0.026402084701231034,0.014649904872889998,-2.7125955594885056,2.715045311085947,21.485267718749302,-42.50467289719626
UMPSX,6751,0.06806372762399132,0.4997778106947119,2.657118982666407,42.180456192265545,1.9235679089653783,0.02561561152059878,0.0,-2.70095361787677,2.69994722448785,21.58149353505145,-36.65792504405499
UNPIX,5187,0.0401496432539812,0.5093502988239831,2.7750180831153974,44.05204638978306,1.9895422987205356,0.014468245629919236,0.0677383306112,-2.73408998368811,2.608166897502673,33.50898382804066,-30.12635393342879
UNPSX,5187,0.036110086263084665,0.5066512434933488,2.7746278999776908,44.04585242449421,1.9906444110060182,0.013014388799080052,0.06543903045532,-2.735807253537014,2.5965991676750013,33.47673012509766,-30.10654273705537
UOPIX,7305,0.10389400417987862,0.5118412046543463,3.379168334388481,53.642634306097634,2.3884014670448157,0.03074543612479727,0.0750498175513,-3.4595042761084236,3.3234521085816326,37.6607851025921,-47.2260501199408
UOPSX,7249,0.09823719106657199,0.5101393295626983,3.3476991544488612,53.143076561597375,2.3636423347222153,0.02934468915345082,0.0700675040588,-3.4630341242487077,3.316941412286162,37.638055483085466,-32.4656638325703
URPIX,7249,-0.0632736955306543,0.417298937784522,2.658422050864287,42.20114175862323,1.850645233391709,-0.02380122280060204,0.0,-2.3856964354703316,2.3617826490796174,50.0,-50.0
URPSX,7339,-0.06922328244373646,0.4159967297997002,2.7680722079736784,43.9417840402069,1.9321218525603345,-0.025007758917680194,0.0,-2.396733303996438,2.3449919352655697,50.0,-50.0
USPIX,7198,-0.08381028753741233,0.4123367602111698,3.664461164655521,58.17151758439573,2.5026485213356833,-0.02287110813065226,-0.06651479427305,-3.352806797302642,3.467312333277809,50.0,-50.0
USPSX,6677,-0.07844928368639485,0.41800209675003747,3.2599319054988674,51.7498146777295,2.290740204676573,-0.024064700110473552,-0.06622516556291,-3.091086854517764,3.249571500733187,50.0,-38.667862231068554
UTPIX,6590,0.039158598224349535,0.5066767830045523,1.807889641970775,28.69935834302563,1.3432449635578971,0.021659838806124727,0.047270750029135,-1.7670006743913291,1.7498262243624374,21.186226282501767,-43.79875627007611
UTPSX,6638,0.034582944739354755,0.5060259114191021,1.8041489456054165,28.639976629147977,1.3409794364445753,0.019168564116389952,0.04479824729953501,-1.791515731382148,1.755199527095563,21.143387601040388,-43.162477876106195
UUPIX,5187,0.05780834188799177,0.5056872951609793,3.4698028099266582,55.08141200099434,2.4316825488675073,0.016660411284067658,0.06918949605874,-3.6746470822505057,3.595463015935424,40.27956370318932,-30.68181367592537
UUPSX,5187,0.05384661520169176,0.50472334682861,3.4687596355851626,55.064852121704256,2.433033562786267,0.015523305405566996,0.0626368148421,-3.669379038678622,3.5867456399737545,40.28602506736545,-30.707297281739798
UVPIX,5187,-0.0670602767983887,0.45806824754193176,3.47080515386154,55.09732371767345,2.4776642509801583,-0.01932124502113838,0.0,-3.608206305183052,3.657544687046333,29.894733941414746,-42.0456037341095
UVPSX,5187,-0.07056411909589609,0.4557547715442452,3.471096789514103,55.10195329013418,2.4793670319326773,-0.020329055446988535,0.0,-3.596735587341574,3.6629429469139203,29.86152419608803,-42.02968742515607
UWPIX,5630,-0.07821065077382523,0.4344582593250444,2.218696686999478,35.2207180109012,1.565573351988111,-0.03525071778945854,-0.084980519114535,-2.227316421327678,2.116626976235699,33.92853099883024,-22.809200292688107
UWPSX,5630,-0.08273730142730724,0.430550621669627,2.213047486127931,35.13103972722702,1.563085114864975,-0.03738613922472534,-0.08853476723859999,-2.2423763085440442,2.095672880683502,33.95689950424672,-22.82812417425888
UXPIX,5187,-0.04983004173728183,0.45035666088297666,2.7771760128529595,44.0863024623771,1.9337808006720332,-0.01794270204937138,-0.08526597169579,-2.634476438834328,2.7318510442220543,34.7360355067283,-33.83455813077067
UXPSX,5187,-0.05341120245309134,0.45151339888181996,2.7759542478373334,44.06690754402567,1.9348085166200848,-0.019240663816668623,-0.08774415167108,-2.638809936241326,2.7431226051926774,34.70579034053789,-33.83561164912771
WCPIX,6590,0.01667861443438606,0.48786039453717756,2.969391934307588,47.137635619553535,2.1550965793354555,0.005616845065713843,0.0,-2.654049682897279,2.6351063949622664,50.0,-50.0
WCPSX,6590,0.01290709026987644,0.4860394537177542,2.973992474694041,47.21066693410791,2.158653647088369,0.004339987535175017,0.0,-2.679307355714116,2.6318151028805516,49.45051143374426,-50.0
