ticker,strategy_no,source,condition,horizon,train_avg,train_trades,train_hit,train_std,val_avg,val_trades,val_hit,test_avg,test_trades,test_hit,test_std
CNPSX,3,triple_scan,TLT_up_XLE_up_XLK_down,1,0.19697634894269364,135,0.5333333333333333,1.469686855582297,0.18331332663431446,47,0.46808510638297873,0.5235978436576199,42,0.6190476190476191,1.3443893840608019
CYPIX,1,pair_scan,EEM_down_GDX_up,1,0.35926258835964403,354,0.6242937853107344,2.0507788142990577,0.2509967429207023,69,0.6086956521739131,0.5316883494789348,72,0.6805555555555556,2.879487884462278
CYPIX,2,triple_scan,FXY_up_GDX_up_XLK_down,1,0.32077781087082613,311,0.594855305466238,1.917568747361455,0.5767559896674789,54,0.6111111111111112,1.0765245989897867,38,0.7105263157894737,3.5529603241471936
CYPIX,3,triple_scan,SLV_up_SPY_down_TIP_up,1,0.12580716312168294,278,0.5683453237410072,2.183013654797398,0.26579376862388043,48,0.5833333333333334,0.9447152425728115,40,0.7,2.379227077622425
CYPSX,1,triple_scan,GDX_up_TIP_up_XLE_down,1,0.35100605805504215,376,0.625,1.7904147287101202,0.4556560216122863,64,0.65625,0.2085846709580479,56,0.5892857142857143,1.68866976245831
CYPSX,2,triple_scan,GDX_up_SPY_down_XLF_down,1,0.325559175395869,341,0.5982404692082112,2.1820199494508046,0.3357556343148646,50,0.6,0.7597745973312338,60,0.6666666666666666,3.008076259425716
CYPSX,3,triple_scan,EEM_down_SLV_up_XLF_down,1,0.1798155464294298,282,0.5815602836879432,2.568763677328854,-0.011311845731183575,50,0.56,0.48278174347999836,41,0.6585365853658537,2.3758606164305225
ENPIX,1,condition_expansion,combo_XLE_down__ext_vix_5dchg_ge10,1,0.3813827794200495,545,0.5504587155963303,3.6381097458920584,0.11802691046521809,52,0.5192307692307693,0.2911476063275451,43,0.627906976744186,3.1632519094115463
ENPIX,2,triple_scan,GDX_up_QQQ_down_XLV_down,2,0.26480328969349326,466,0.5686695278969958,2.171617496668982,0.5581098357186071,45,0.7111111111111111,0.5232193916148294,39,0.5897435897435898,1.3528019643463693
ENPIX,3,pair_scan,SLV_up_XLC_down,2,0.41412909656368757,228,0.5570175438596491,2.4046469220792708,0.13313476743536762,90,0.5777777777777777,0.34501749263503867,95,0.6,1.3216020041386212
ENPSX,1,condition_expansion,combo_XLE_down__ext_vix_5dchg_ge10,1,0.37842073677336907,545,0.5504587155963303,3.637929045283174,0.11258756626135333,52,0.5192307692307693,0.2870505046317788,43,0.627906976744186,3.1686885076630547
ENPSX,2,triple_scan,GDX_up_QQQ_down_XLV_down,2,0.2609142627585797,466,0.5686695278969958,2.1709605730826618,0.5543527083777549,45,0.7111111111111111,0.5195144746132974,39,0.5897435897435898,1.351760325515461
ENPSX,3,triple_scan,GDX_up_HYG_down_SLV_up,3,0.26095998624711775,276,0.5543478260869565,2.013498837205676,0.16727168796831296,61,0.5409836065573771,0.2044524437512658,65,0.6153846153846154,1.1306705352361182
FNPIX,1,pair_scan,EEM_down_GDX_up,1,0.5177625981391253,226,0.588495575221239,2.9503137974234592,0.27449624333408373,69,0.6521739130434783,0.3330518083082811,72,0.6111111111111112,1.9743015150191092
FNPIX,2,condition_expansion,combo_XLV_down__ext_vix_5dchg_ge10,2,0.32014488325408563,543,0.6022099447513812,2.107088731215991,0.2596029020507871,60,0.5833333333333334,0.29188631331474946,51,0.6078431372549019,1.656317870668421
FNPIX,3,triple_scan,JNK_up_QQQ_down_XLK_down,1,0.39500952242019277,306,0.5915032679738562,1.8127127399438605,0.2577449192714653,53,0.660377358490566,0.19882071900514056,39,0.5384615384615384,1.4854407225638662
FNPSX,1,triple_scan,GDX_up_SPY_down_XLF_down,1,0.5638582679383379,222,0.5900900900900901,3.361807852628445,0.29750385504318383,50,0.58,0.6693797036490506,60,0.6666666666666666,2.0384389362847397
FNPSX,2,condition_expansion,combo_XLV_down__ext_vix_5dchg_ge10,2,0.31419101436688623,543,0.5985267034990792,2.1066097798951358,0.2539335287696991,60,0.5833333333333334,0.28847177623469855,51,0.6078431372549019,1.6582015659310103
FNPSX,3,triple_scan,JNK_up_QQQ_down_XLK_down,1,0.40704504295259253,300,0.5966666666666667,1.8137525286068696,0.2584972729648898,53,0.6792452830188679,0.1966586897956544,39,0.5384615384615384,1.4817886916779621
GVPSX,1,condition_expansion,combo_TLT_down__self_3down,1,0.20224444933486788,364,0.5741758241758241,1.2801950403084428,-0.024719687434826443,56,0.5178571428571429,0.25643708257385023,36,0.6388888888888888,0.8410769554924582
HCPIX,1,triple_scan,FXY_up_GDX_up_QQQ_down,1,0.3474954733585957,453,0.6181015452538632,1.830838003728464,0.3789260768865136,50,0.68,0.5303230192260707,41,0.5609756097560976,1.8815028610933016
HCPSX,1,triple_scan,FXY_up_GDX_up_QQQ_down,1,0.34854968197316,444,0.6193693693693694,1.8381477416032608,0.37436751565910276,50,0.68,0.5241567455208652,41,0.5609756097560976,1.8803322030182454
IDPIX,1,triple_scan,GDX_up_TIP_up_XLK_down,1,0.4318226937192093,289,0.6401384083044983,2.185388776823022,0.24173188758355016,58,0.5689655172413793,0.6133879081616923,41,0.7560975609756098,1.5542338315744197
IDPSX,1,triple_scan,GDX_up_TIP_up_XLK_down,1,0.3854810065268504,304,0.6348684210526315,2.1803018999277652,0.2365946039889612,58,0.5689655172413793,0.6075232102552384,41,0.7560975609756098,1.5512247786112656
INPIX,1,triple_scan,GLD_up_XLF_down_XLK_down,1,0.45319429878050677,288,0.6423611111111112,2.8624287627035874,0.501454084334261,57,0.6491228070175439,0.6634790207009859,55,0.6,2.9864316542723097
INPIX,2,triple_scan,GLD_down_QQQ_up_TIP_up,1,0.3231192041983223,331,0.5830815709969789,2.0271302928984483,0.19713171028354545,55,0.6181818181818182,0.3549295451283156,45,0.5555555555555556,1.7856406943529717
INPIX,3,triple_scan,GDX_up_TIP_up_XLE_down,1,0.3134512525245323,435,0.6045977011494252,2.483987810231982,0.29745732817780374,64,0.578125,0.4408524748741863,56,0.5892857142857143,2.020869850583473
INPSX,1,triple_scan,GLD_up_SPY_down_XLF_down,1,0.3858798806386618,370,0.6324324324324324,2.7706983770001976,0.6797245526158455,65,0.6615384615384615,0.4516177586856473,67,0.5671641791044776,2.821801478404976
INPSX,2,triple_scan,GLD_down_TIP_up_XLF_up,2,0.3148912741932718,309,0.6084142394822006,1.4508774335284318,0.2764926014573479,44,0.6136363636363636,0.629290500956139,43,0.6046511627906976,1.5409733687418836
INPSX,3,triple_scan,GDX_up_TIP_up_XLE_down,1,0.3120458023212257,435,0.6045977011494252,2.4965468867440124,0.2916100030709563,64,0.578125,0.4338507819170307,56,0.5892857142857143,2.019641882206284
LGPIX,1,condition_expansion,combo_GDX_up__self_down,1,0.1941822176432986,705,0.6070921985815603,1.2853871048766574,0.24669543841536726,84,0.6428571428571429,0.36111289416040127,81,0.6419753086419753,1.8698198366114236
LGPSX,1,condition_expansion,combo_XLV_down__ext_usd_gold_ratio_le-1,1,0.42439876268145993,143,0.6713286713286714,1.6552323164426548,-0.01681912006349912,33,0.5757575757575758,0.5162568231335469,50,0.64,2.22766366909136
LVPIX,1,condition_expansion,combo_XLV_down__ext_usd_gold_ratio_le-1,1,0.4668156259997146,136,0.625,1.733871563880913,-0.11380040041417587,33,0.42424242424242425,0.3861065340849544,50,0.66,1.565775738455838
LVPSX,1,condition_expansion,combo_XLV_down__ext_usd_gold_ratio_le-1,1,0.4627161001711332,120,0.625,1.7513237971461932,-0.11724866831644484,33,0.42424242424242425,0.3810326181666535,50,0.66,1.5637844532612721
MDPIX,1,triple_scan,GDX_up_TIP_up_XLK_down,1,0.25908501372989534,330,0.6,1.3828738371073297,0.17435790479238533,58,0.5689655172413793,0.40311073541353803,41,0.7073170731707317,1.2438257497835281
MDPSX,1,triple_scan,GDX_up_TIP_up_XLK_down,1,0.2541175139589852,330,0.5969696969696969,1.38331015817724,0.17037301984989345,58,0.5689655172413793,0.39881273460479283,41,0.7073170731707317,1.244751315760315
MGPIX,1,triple_scan,GDX_up_IWM_down_XLK_down,1,0.20841537837575844,399,0.6215538847117794,1.341192016908535,0.16982265736233698,55,0.5818181818181818,0.585366126207992,54,0.6666666666666666,1.7535444210053894
MGPIX,2,triple_scan,GDX_up_QQQ_down_TLT_down,1,0.22359767712030634,177,0.5649717514124294,1.2679538451483074,0.2296711313197811,38,0.631578947368421,0.4888955318133482,39,0.6923076923076923,1.8844125626263675
MGPIX,3,triple_scan,GDX_up_SPY_down_XLC_down,2,0.22328926680228905,126,0.6111111111111112,1.1163960676519402,0.3431227997305182,52,0.6730769230769231,0.2718997979454444,53,0.5660377358490566,0.9823077550923719
MGPSX,1,triple_scan,GDX_up_TIP_up_XLK_down,1,0.20282122373844483,445,0.604494382022472,1.360126860937536,0.15720500979347324,58,0.5862068965517241,0.39255702750162935,41,0.6585365853658537,1.3858833078907784
MLPIX,1,triple_scan,GDX_up_SPY_down_XLK_down,1,0.25816559766538816,323,0.5882352941176471,1.4518410470438123,0.1819213689456183,71,0.6197183098591549,0.5385623528058177,63,0.6349206349206349,1.5342007614324313
MLPIX,2,pair_scan,EEM_down_GDX_up,1,0.27702196935076884,171,0.6023391812865497,1.3971664166395648,0.18620459344172244,69,0.6376811594202898,0.28450011842354717,72,0.5555555555555556,1.4516634452179955
MLPIX,3,triple_scan,EEM_down_GDX_up_SPY_down,1,0.11713704569922788,209,0.5454545454545454,1.2907655353666962,0.14608942570442618,44,0.6136363636363636,0.5778730022268559,48,0.6666666666666666,1.6230766424474024
MLPSX,1,triple_scan,GDX_up_XLK_down_XLV_down,1,0.23536389038355812,368,0.5543478260869565,1.4369488897992841,0.11530217121968722,47,0.574468085106383,0.9146476717337132,36,0.7222222222222222,1.7871492276326093
MLPSX,2,pair_scan,EEM_down_GDX_up,1,0.25272930711840375,165,0.5878787878787879,1.4068360695910598,0.18335546344926362,69,0.6231884057971014,0.27986828568406014,72,0.5555555555555556,1.451873291183283
MLPSX,3,triple_scan,GDX_up_SPY_down_XLV_down,1,0.16855612042336346,290,0.5413793103448276,1.5236507700959252,0.10105748586220979,50,0.58,0.7984942161516074,44,0.7045454545454546,1.6745919555299125
OEPIX,1,triple_scan,EEM_up_QQQ_down_SPY_down,3,0.469095937512829,212,0.6273584905660378,1.9158368639494863,0.8246348376394352,41,0.7317073170731707,0.35622138698495975,33,0.6666666666666666,1.5914087877187233
OEPIX,2,triple_scan,GDX_down_XLE_up_XLU_down,2,0.30564445493525194,271,0.5793357933579336,2.2852912130614134,0.04567488971080656,57,0.5789473684210527,0.4922864667518488,44,0.6136363636363636,1.9517002431304877
OEPIX,3,triple_scan,GLD_down_SPY_up_XLC_up,2,0.38074040175479684,208,0.5769230769230769,2.7248894048622603,0.08659239379470973,95,0.5894736842105263,0.29218185061198576,72,0.625,2.1859773918803866
OEPSX,1,triple_scan,EEM_up_QQQ_down_SPY_down,3,0.46305874798002616,212,0.6273584905660378,1.9160972771852525,0.8206674395536787,41,0.7317073170731707,0.35147640145868364,33,0.6666666666666666,1.5912892716834757
OEPSX,2,triple_scan,GDX_down_XLE_up_XLU_down,2,0.3027396378787802,271,0.5793357933579336,2.2822380783994545,0.04191106519602822,57,0.5789473684210527,0.48784538828960233,44,0.6136363636363636,1.9520033100056173
OEPSX,3,triple_scan,GLD_down_SPY_up_XLC_up,2,0.37480892040169966,208,0.5769230769230769,2.7246510226130316,0.08280342429200988,95,0.5894736842105263,0.28777669045699744,72,0.625,2.186471528260755
OTPIX,1,condition_expansion,combo_XLF_big_down__self_down,1,0.25479826530632865,716,0.5796089385474861,1.8011903905793716,0.2615106818736035,43,0.6046511627906976,0.29424824843402025,34,0.5882352941176471,1.6562409201407515
OTPIX,2,condition_expansion,combo_SPY_big_down__ext_vix_20dvol_up,1,0.10918860605814759,422,0.5284360189573459,1.9285628191082373,0.005796385973793394,47,0.5531914893617021,0.7904827621765361,47,0.6382978723404256,2.2671663552049774
OTPIX,3,condition_expansion,combo_XLV_big_down__ext_vix_close_up,1,0.2156657890949621,277,0.5776173285198556,1.987557668698065,0.31382552864393837,41,0.6097560975609756,0.5991314280245017,52,0.6346153846153846,2.0839042743587277
OTPSX,1,pair_scan,GLD_up_XLF_down,1,0.22984592809062176,499,0.6212424849699398,1.4955345368656228,0.25272768848602484,107,0.6074766355140186,0.24946228958355085,101,0.5742574257425742,1.6830924434039227
PHPIX,1,triple_scan,FXY_up_GDX_up_QQQ_down,1,0.3157085424719491,427,0.5784543325526932,1.7131391482137275,0.42425894648764517,50,0.6,0.7123919504602448,41,0.6097560975609756,2.231941972907549
PHPIX,2,triple_scan,FXY_up_QQQ_down_XLE_up,2,0.24245254172967257,249,0.6184738955823293,1.0498018089813113,0.3644045005904482,40,0.625,0.43307334887358745,42,0.6428571428571429,1.2670346445358325
PHPIX,3,triple_scan,FXY_up_GDX_up_HYG_down,1,0.2773580803407401,166,0.5783132530120482,1.7923853228253332,0.6130277656292873,36,0.6111111111111112,0.38938288427411777,36,0.5555555555555556,2.338567966449043
PHPSX,1,triple_scan,FXY_up_GDX_up_QQQ_down,1,0.3078321145237946,421,0.5771971496437055,1.7198368754187379,0.4215381838885596,50,0.58,0.7102204140851796,41,0.6097560975609756,2.229932096452755
PHPSX,2,triple_scan,FXY_up_QQQ_down_XLE_up,2,0.23858129362804167,249,0.6184738955823293,1.0497625662508756,0.3613931551205255,40,0.625,0.42712659737329567,42,0.6428571428571429,1.262950757906095
PHPSX,3,triple_scan,FXY_up_GDX_up_HYG_down,1,0.2747112773685856,145,0.5862068965517241,1.8649062921752761,0.6128900676791341,36,0.6111111111111112,0.3938768563020178,36,0.5555555555555556,2.33444583639816
PMPIX,1,condition_expansion,combo_ext_sect_rotation_up__self_big_down,1,0.5890453569841833,479,0.5469728601252609,4.724985009480061,-0.3181153242587949,53,0.39622641509433965,0.3892610369323368,42,0.6190476190476191,3.5207986466283034
PMPSX,1,condition_expansion,combo_ext_sect_rotation_up__self_big_down,1,0.5998724442739934,483,0.5486542443064182,4.713968471217276,-0.282361232755659,54,0.4074074074074074,0.38540613692417336,42,0.6190476190476191,3.5212934045551894
REPIX,1,triple_scan,FXY_up_XLF_down_XLU_down,1,0.41431513618533045,627,0.5550239234449761,3.926820482322647,0.305559483358367,53,0.5849056603773585,0.3724108605881882,36,0.5833333333333334,2.3968326863932115
REPSX,1,triple_scan,FXY_up_XLF_down_XLU_down,1,0.41619886089480934,627,0.5550239234449761,3.920858436962963,0.30108781560647674,53,0.5849056603773585,0.3702968551321961,36,0.5833333333333334,2.4007764352973155
RRPIX,1,condition_expansion,combo_XLV_big_down__ext_sect_rotation_up,1,0.3030567795474042,176,0.5625,1.666560032843283,0.371086658472205,22,0.6363636363636364,0.2535319353836,34,0.5882352941176471,0.9054206878044533
RRPSX,1,condition_expansion,combo_XLV_big_down__ext_sect_rotation_up,1,0.30350486890438283,163,0.5460122699386503,1.7041881309200329,0.3669205927999041,22,0.6363636363636364,0.24971670575299207,34,0.5882352941176471,0.9092632356549165
SGPIX,1,triple_scan,GDX_up_TIP_up_XLK_down,1,0.31281311798474204,252,0.5833333333333334,1.5019623289198225,0.14409752939349102,58,0.5689655172413793,0.37647985610968493,41,0.6585365853658537,1.4084786758513725
SGPSX,1,triple_scan,GDX_up_TIP_up_XLK_down,1,0.34703026132669523,233,0.5836909871244635,1.538671837058187,0.1400857734261129,58,0.5689655172413793,0.3720152499801332,41,0.6585365853658537,1.4083293429107178
SLPIX,1,condition_expansion,combo_XLF_big_down__self_down,1,0.19546770801716307,763,0.5557011795543906,2.090881188644199,0.06748238982166094,53,0.6037735849056604,0.502593766298994,42,0.7142857142857143,1.4921761232153252
SLPIX,2,triple_scan,GDX_up_SPY_down_UUP_down,1,0.29750365302488413,169,0.5739644970414202,1.8015688151110003,0.4010794255704749,40,0.65,0.575345488124381,39,0.6410256410256411,1.9803356324189767
SLPIX,3,triple_scan,EEM_down_FXY_up_GDX_up,1,0.22863937878953786,251,0.5976095617529881,1.4541533158429005,0.4708328381149568,34,0.7647058823529411,0.502555352007886,33,0.6666666666666666,2.104577072557114
SLPSX,1,condition_expansion,combo_XLF_big_down__self_down,1,0.19619490021534633,767,0.5567144719687093,2.0869160121887926,0.06349101032947907,53,0.6037735849056604,0.49811789525876304,42,0.7142857142857143,1.4929253845780337
SLPSX,2,triple_scan,GDX_up_SPY_down_UUP_down,1,0.29343359970849786,169,0.5739644970414202,1.8008691366359835,0.3965864829294973,40,0.65,0.5707784342806657,39,0.6153846153846154,1.9812843681197956
SLPSX,3,triple_scan,EEM_down_FXY_up_GDX_up,1,0.2628988669051605,230,0.6,1.455376849894519,0.46805643400886204,34,0.7647058823529411,0.49861837209648235,33,0.6363636363636364,2.107067658128837
SMPIX,1,condition_expansion,combo_XLK_down__ext_usd_gold_ratio_down,1,0.6402701757696885,451,0.614190687361419,3.567716770339032,0.5200807784848366,103,0.6019417475728155,0.4448853812635634,84,0.5714285714285714,5.530652579742037
SMPIX,2,condition_expansion,combo_XLF_down__ext_vix_5dchg_ge10,2,0.3705761181558238,565,0.5946902654867257,2.353725221293933,1.0189333316971962,59,0.6101694915254238,0.8861293720242444,55,0.6545454545454545,3.419031623807528
SMPIX,3,condition_expansion,combo_SLV_down__ext_yld_curve_proxy_up,1,0.35671355289048395,494,0.5506072874493927,3.18469377667367,0.3280352431721486,113,0.5486725663716814,0.5980296645050877,78,0.5769230769230769,3.637243428684357
SMPSX,1,pair_scan,GDX_up_QQQ_down,1,0.6933222461681244,421,0.6104513064133017,3.449123594982401,1.053442723628402,85,0.6235294117647059,0.7254816304855002,80,0.6375,5.330889821838619
SMPSX,2,condition_expansion,combo_IWM_down__self_down,2,0.3239832303768683,925,0.5762162162162162,2.2368211271021847,0.6680873577600637,143,0.5874125874125874,0.6933150121867037,117,0.6410256410256411,2.7451299377575213
SMPSX,3,pair_scan,TLT_down_UUP_down,3,0.3046506472996437,427,0.5878220140515222,1.9243205479495633,0.1093407000037599,72,0.6111111111111112,0.5345742261810272,73,0.6712328767123288,2.3163071960852744
SNPIX,1,triple_scan,GDX_up_XLC_up_XLV_up,2,0.2647970430457738,103,0.6310679611650486,1.603716749992601,0.3677014643003325,8,0.75,0.11016447250950519,79,0.4936708860759494,0.9046826555557368
SNPSX,1,triple_scan,SPY_up_XLC_up_XLK_up,1,0.2772765703809346,103,0.5728155339805825,1.652990207347116,0.0,1,0.0,0.09806153743315023,150,0.4533333333333333,1.4598115383541568
SPPIX,1,triple_scan,GLD_up_XLE_up_XLV_down,1,0.27111917458601725,367,0.5803814713896458,2.015518505365151,0.38823512256844656,60,0.6333333333333333,0.38860477244767555,56,0.5714285714285714,3.047092875224841
SPPSX,1,triple_scan,GLD_up_XLE_up_XLV_down,1,0.27332362678114014,367,0.5803814713896458,2.0188178545942246,0.3894874215433039,60,0.6333333333333333,0.39473524705681395,56,0.5714285714285714,3.0546043791066744
SVPIX,1,triple_scan,EEM_down_TIP_up_XLU_down,1,0.219523392400292,629,0.5468998410174881,1.8239729354808965,0.016467544348111183,52,0.4807692307692308,0.24060859227454318,34,0.5882352941176471,1.5557113600077366
SVPSX,1,triple_scan,GDX_up_IWM_down_XLK_down,1,0.2627487345387476,351,0.5726495726495726,1.4539501422801864,0.17806273928803182,55,0.5454545454545454,0.5399949018869832,54,0.6296296296296297,1.6880548698079763
TEPIX,1,triple_scan,GLD_up_XLF_down_XLK_down,1,0.5437721319449387,291,0.6288659793814433,2.7648352359779875,0.46202986837061766,57,0.6491228070175439,1.1897863251957201,55,0.6727272727272727,3.5344462970407156
TEPIX,2,condition_expansion,combo_XLF_big_down__ext_vix_5dchg_up,1,0.34836083459364386,498,0.5863453815261044,3.250762966194142,0.4289480742698267,40,0.625,0.7133889299880662,35,0.6571428571428571,3.04517494965889
TEPIX,3,triple_scan,TIP_up_XLE_down_XLK_up,1,0.33402563746779584,384,0.6119791666666666,1.96563305896145,0.7232043146698377,63,0.6825396825396826,0.5103826872928786,62,0.6451612903225806,2.2533473892369056
TEPSX,1,condition_expansion,combo_XLV_down__ext_usd_gold_ratio_le-1,1,0.8962227395070976,124,0.6935483870967742,3.0292568076407056,-0.03749242681226088,33,0.6363636363636364,0.8058742282447027,50,0.56,4.095485886220884
TEPSX,2,triple_scan,GLD_up_TIP_up_XLF_down,1,0.43190270801990316,479,0.6450939457202505,2.363254170695381,0.627019766269826,71,0.676056338028169,0.4041996697034258,59,0.6271186440677966,2.2813997644300343
TEPSX,3,triple_scan,GLD_down_TIP_up_XLF_up,1,0.3414680669357713,309,0.5857605177993528,1.9361967137784732,0.3835668423421104,44,0.6136363636363636,0.684074687872581,43,0.6744186046511628,2.4991016152651593
UAPIX,1,triple_scan,EEM_down_XLE_down_XLF_down,1,0.34862988568212355,1134,0.5529100529100529,3.670763864609129,-0.24467879287311736,108,0.49074074074074076,0.9555622904991586,43,0.6046511627906976,4.377308237882752
UAPSX,1,triple_scan,EEM_down_XLE_down_XLF_down,1,0.3472509405600344,1135,0.5533039647577093,3.671944994828298,-0.24471904933713698,108,0.49074074074074076,0.9524714564139201,43,0.6046511627906976,4.37572169771117
UBPIX,1,pair_scan,GDX_up_XLC_down,1,0.8475938184217733,208,0.5817307692307693,4.097812033236477,0.1204987367452366,76,0.5394736842105263,0.7457705508461175,94,0.5957446808510638,2.766854750289465
UBPIX,2,condition_expansion,combo_QQQ_big_down__ext_tnx_yield_ge1,5,0.27729144654459503,526,0.5760456273764258,1.5518626278606218,0.11780425325077469,73,0.4931506849315068,0.5724191362104858,68,0.7058823529411765,1.4273395111870333
UBPIX,3,condition_expansion,combo_XLE_down__ext_vix_5dchg_ge10,1,0.3580976553347599,489,0.5971370143149284,4.191709523498257,0.2541064587567963,52,0.6346153846153846,0.5049917717937538,43,0.6046511627906976,4.156255802688639
UBPIX,4,condition_expansion,combo_GDX_up__ext_sect_rotation_le-0_5,2,0.40371700957086204,358,0.5642458100558659,2.5011075754807743,0.10577389349756254,66,0.5,0.25085343573833135,52,0.5576923076923077,1.7857714258998403
