ticker,condition,horizon,source,full_avg,full_trades,full_hit,frozen_avg,frozen_trades,frozen_hit,pass
IE00B2Q91V27,GDX_big_down,2,single_scan,0.08786696287133272,326,0.5214723926380368,0.13572439573497894,58,0.5344827586206896,False
IE00B3BRDK12,GDX_big_down,2,single_scan,-0.06012515878371111,277,0.4729241877256318,-0.0018939002563364323,69,0.5652173913043478,False
IE00B3CCJC95,GDX_big_down,2,single_scan,0.17951883466525306,234,0.5641025641025641,0.1398477935762948,41,0.5853658536585366,False
IE00B3DJ5Q52,GDX_big_down,2,single_scan,-0.20362980211045306,391,0.4092071611253197,-0.1715287834163778,97,0.4845360824742268,False
IE00B3QG6N78,GDX_big_down,2,single_scan,-0.012613650756662228,328,0.5091463414634146,-0.0022138537193580727,96,0.5208333333333334,False
IE00B3QW5Z07,GDX_big_down,2,single_scan,-0.028877645302323837,218,0.4908256880733945,0.0947476102442581,72,0.5138888888888888,False
IE00B3X5FG30,GDX_big_down,2,single_scan,-0.0039201282896901704,245,0.5020408163265306,,0,,False
IE00B3XPRY57,GDX_big_down,2,single_scan,-0.10279312974450451,318,0.449685534591195,-0.03258699952436578,96,0.5416666666666666,False
IE00B3YV8M70,GDX_big_down,2,single_scan,-0.13167459370524728,359,0.43454038997214484,-0.06512596716586298,97,0.4948453608247423,False
IE00B42HQF39,GDX_big_down,2,single_scan,-0.13524189472976975,200,0.48,0.16333893231416327,20,0.6,False
IE00B42LF923,GDX_big_down,2,single_scan,-0.0020147015027837537,143,0.46853146853146854,0.269166313311032,5,0.4,False
IE00B42XCP33,GDX_big_down,2,single_scan,-0.017950755138148092,303,0.49174917491749176,-0.0148723244303369,71,0.4507042253521127,False
IE00B4KMRV32,GDX_big_down,2,single_scan,-0.06074835922025704,135,0.42962962962962964,,0,,False
IE00B504KW82,GDX_big_down,2,single_scan,-0.07865255460153785,309,0.4174757281553398,-0.05899093286757593,97,0.4845360824742268,False
IE00B531PK96,GDX_big_down,2,single_scan,0.045572601673886375,260,0.5384615384615384,0.11101960545714319,96,0.5833333333333334,False
IE00B54PRV58,GDX_big_down,2,single_scan,0.034174340565673256,395,0.5341772151898734,0.05425457681088199,95,0.5684210526315789,False
IE00B5568D66,GDX_big_down,2,single_scan,-0.007432951200889589,147,0.5170068027210885,0.015205246657078921,93,0.5376344086021505,False
IE00B5KPBC88,GDX_big_down,2,single_scan,-0.05031592970863916,119,0.44537815126050423,,0,,False
IE00B5NTPS12,GDX_big_down,2,single_scan,-0.05180882279258353,119,0.44537815126050423,,0,,False
IE00B5T6XH13,GDX_big_down,2,single_scan,-0.05572282786471263,135,0.43703703703703706,,0,,False
IE00B5VMBV77,GDX_big_down,2,single_scan,-0.054746292621664916,119,0.44537815126050423,,0,,False
IE00B615T757,GDX_big_down,2,single_scan,-0.0040345528400022495,373,0.5308310991957105,0.061184864617508355,97,0.5876288659793815,False
IE00B649W081,GDX_big_down,2,single_scan,-0.0371365538718528,269,0.4944237918215613,-0.005856615719786737,67,0.5373134328358209,False
IE00B737Q755,GDX_big_down,2,single_scan,0.026903823292451747,274,0.5328467153284672,0.07723637571425687,97,0.5567010309278351,False
IE00B75GXZ78,GDX_big_down,2,single_scan,0.01579972454498969,401,0.5361596009975063,0.057327701013188306,97,0.5773195876288659,False
IE00B89JY234,GDX_big_down,2,single_scan,-0.1507699908643256,251,0.46613545816733065,0.004047751680460451,45,0.5333333333333333,False
IE00B912KW96,GDX_big_down,2,single_scan,-0.17380884403439806,353,0.45042492917847027,-0.09998644032613714,91,0.5164835164835165,False
IE00B94Q3B85,GDX_big_down,2,single_scan,-0.11330311019591896,349,0.42120343839541546,-0.1274395184268455,97,0.422680412371134,False
IE00BC7GWK81,GDX_big_down,2,single_scan,-0.0012142252684808194,204,0.5049019607843137,0.01866241856203954,78,0.5256410256410257,False
IE00BD07T932,GDX_big_down,2,single_scan,-0.12606577638779737,356,0.40730337078651685,-0.13052666706555388,97,0.41237113402061853,False
IE00BD4DXL75,GDX_big_down,2,single_scan,-0.05594891188972873,268,0.4626865671641791,-0.026262263115230295,83,0.5060240963855421,False
IE00BD6C6V39,GDX_big_down,2,single_scan,-0.053485676988375426,119,0.44537815126050423,,0,,False
IE00BD85V827,GDX_big_down,2,single_scan,-0.024511236683139,389,0.5167095115681234,0.01557994243176608,88,0.5227272727272727,False
