full_min_trades,frozen_min_trades,signals,covered_funds,uncovered_count,uncovered_list,median_full_avg_abs,median_full_hit,median_full_trades,median_frozen_avg_abs,median_frozen_hit,median_frozen_trades
50,10,413,35,21,ALLIANZ GLOBAL INV HKD INCOME AM USD USD|BLACKROCK (LUX) SA GLOBAL ALLOCATION A2 USD ACC USD|BLACKROCK (LUX) SA GLOBAL EVENT DRIVEN D2 USD ACC USD|BOWMOOR GLOBAL ALPHA PC PTG I USD ACC USD|BOWMOOR GLOBAL ALPHA PC PTG K USD ACC USD|CT AMERICAN SELECT AU USD ACC USD|DIMENSIONAL GLOBAL TARGETED VALUE FUND USD ACC USD|DVAM GLOBAL EQUITY INCOME USD A2 INC USD|FIDELITY FUNDS GLOBAL SHORT DURATION INCOME FUND A ACC USD|GAM STAR GLOBAL BALANCED A USD ACC USD|HSBC GLOBAL FUNDS ICAV US EQUITY INDEX BC ACC USD|HSBC GLOBAL INDIA FIX INC ACC USD USD|JUPITER GLOBAL FIXED INCOME FUND L USD ACC USD|M&G (LUX) GLOBAL TARGET RETURN FUND C H ACC USD|MORGAN STANLEY IF GLOBAL BRANDS A ACC USD|MORGAN STANLEY IF GLOBAL BRANDS Z ACC NAV USD|MORGAN STANLEY IF GLOBAL OPP I ACC NAV USD|NSF SICAV WEALTH DEFENDER GLOBAL EQUITY FUND C USD ACC USD|PACIFIC NORTH AMERICAN OPPORTUNITIES R3 USD|PIMCO GIS GLOBAL INV GRADE CREDIT INST INC USD USD|VONTOBEL FUND II DUFF & PHELPS GLOBAL LISTED INFRASTRUCTURE B ACC USD,0.3567245784150345,0.7086614173228346,151,0.4210353742318119,0.7169811320754716,77
50,15,413,35,21,ALLIANZ GLOBAL INV HKD INCOME AM USD USD|BLACKROCK (LUX) SA GLOBAL ALLOCATION A2 USD ACC USD|BLACKROCK (LUX) SA GLOBAL EVENT DRIVEN D2 USD ACC USD|BOWMOOR GLOBAL ALPHA PC PTG I USD ACC USD|BOWMOOR GLOBAL ALPHA PC PTG K USD ACC USD|CT AMERICAN SELECT AU USD ACC USD|DIMENSIONAL GLOBAL TARGETED VALUE FUND USD ACC USD|DVAM GLOBAL EQUITY INCOME USD A2 INC USD|FIDELITY FUNDS GLOBAL SHORT DURATION INCOME FUND A ACC USD|GAM STAR GLOBAL BALANCED A USD ACC USD|HSBC GLOBAL FUNDS ICAV US EQUITY INDEX BC ACC USD|HSBC GLOBAL INDIA FIX INC ACC USD USD|JUPITER GLOBAL FIXED INCOME FUND L USD ACC USD|M&G (LUX) GLOBAL TARGET RETURN FUND C H ACC USD|MORGAN STANLEY IF GLOBAL BRANDS A ACC USD|MORGAN STANLEY IF GLOBAL BRANDS Z ACC NAV USD|MORGAN STANLEY IF GLOBAL OPP I ACC NAV USD|NSF SICAV WEALTH DEFENDER GLOBAL EQUITY FUND C USD ACC USD|PACIFIC NORTH AMERICAN OPPORTUNITIES R3 USD|PIMCO GIS GLOBAL INV GRADE CREDIT INST INC USD USD|VONTOBEL FUND II DUFF & PHELPS GLOBAL LISTED INFRASTRUCTURE B ACC USD,0.3567245784150345,0.7086614173228346,151,0.4210353742318119,0.7169811320754716,77
50,20,413,35,21,ALLIANZ GLOBAL INV HKD INCOME AM USD USD|BLACKROCK (LUX) SA GLOBAL ALLOCATION A2 USD ACC USD|BLACKROCK (LUX) SA GLOBAL EVENT DRIVEN D2 USD ACC USD|BOWMOOR GLOBAL ALPHA PC PTG I USD ACC USD|BOWMOOR GLOBAL ALPHA PC PTG K USD ACC USD|CT AMERICAN SELECT AU USD ACC USD|DIMENSIONAL GLOBAL TARGETED VALUE FUND USD ACC USD|DVAM GLOBAL EQUITY INCOME USD A2 INC USD|FIDELITY FUNDS GLOBAL SHORT DURATION INCOME FUND A ACC USD|GAM STAR GLOBAL BALANCED A USD ACC USD|HSBC GLOBAL FUNDS ICAV US EQUITY INDEX BC ACC USD|HSBC GLOBAL INDIA FIX INC ACC USD USD|JUPITER GLOBAL FIXED INCOME FUND L USD ACC USD|M&G (LUX) GLOBAL TARGET RETURN FUND C H ACC USD|MORGAN STANLEY IF GLOBAL BRANDS A ACC USD|MORGAN STANLEY IF GLOBAL BRANDS Z ACC NAV USD|MORGAN STANLEY IF GLOBAL OPP I ACC NAV USD|NSF SICAV WEALTH DEFENDER GLOBAL EQUITY FUND C USD ACC USD|PACIFIC NORTH AMERICAN OPPORTUNITIES R3 USD|PIMCO GIS GLOBAL INV GRADE CREDIT INST INC USD USD|VONTOBEL FUND II DUFF & PHELPS GLOBAL LISTED INFRASTRUCTURE B ACC USD,0.3567245784150345,0.7086614173228346,151,0.4210353742318119,0.7169811320754716,77
50,30,411,35,21,ALLIANZ GLOBAL INV HKD INCOME AM USD USD|BLACKROCK (LUX) SA GLOBAL ALLOCATION A2 USD ACC USD|BLACKROCK (LUX) SA GLOBAL EVENT DRIVEN D2 USD ACC USD|BOWMOOR GLOBAL ALPHA PC PTG I USD ACC USD|BOWMOOR GLOBAL ALPHA PC PTG K USD ACC USD|CT AMERICAN SELECT AU USD ACC USD|DIMENSIONAL GLOBAL TARGETED VALUE FUND USD ACC USD|DVAM GLOBAL EQUITY INCOME USD A2 INC USD|FIDELITY FUNDS GLOBAL SHORT DURATION INCOME FUND A ACC USD|GAM STAR GLOBAL BALANCED A USD ACC USD|HSBC GLOBAL FUNDS ICAV US EQUITY INDEX BC ACC USD|HSBC GLOBAL INDIA FIX INC ACC USD USD|JUPITER GLOBAL FIXED INCOME FUND L USD ACC USD|M&G (LUX) GLOBAL TARGET RETURN FUND C H ACC USD|MORGAN STANLEY IF GLOBAL BRANDS A ACC USD|MORGAN STANLEY IF GLOBAL BRANDS Z ACC NAV USD|MORGAN STANLEY IF GLOBAL OPP I ACC NAV USD|NSF SICAV WEALTH DEFENDER GLOBAL EQUITY FUND C USD ACC USD|PACIFIC NORTH AMERICAN OPPORTUNITIES R3 USD|PIMCO GIS GLOBAL INV GRADE CREDIT INST INC USD USD|VONTOBEL FUND II DUFF & PHELPS GLOBAL LISTED INFRASTRUCTURE B ACC USD,0.3567245784150345,0.7086614173228346,151,0.4210353742318119,0.7169811320754716,77
80,10,409,35,21,ALLIANZ GLOBAL INV HKD INCOME AM USD USD|BLACKROCK (LUX) SA GLOBAL ALLOCATION A2 USD ACC USD|BLACKROCK (LUX) SA GLOBAL EVENT DRIVEN D2 USD ACC USD|BOWMOOR GLOBAL ALPHA PC PTG I USD ACC USD|BOWMOOR GLOBAL ALPHA PC PTG K USD ACC USD|CT AMERICAN SELECT AU USD ACC USD|DIMENSIONAL GLOBAL TARGETED VALUE FUND USD ACC USD|DVAM GLOBAL EQUITY INCOME USD A2 INC USD|FIDELITY FUNDS GLOBAL SHORT DURATION INCOME FUND A ACC USD|GAM STAR GLOBAL BALANCED A USD ACC USD|HSBC GLOBAL FUNDS ICAV US EQUITY INDEX BC ACC USD|HSBC GLOBAL INDIA FIX INC ACC USD USD|JUPITER GLOBAL FIXED INCOME FUND L USD ACC USD|M&G (LUX) GLOBAL TARGET RETURN FUND C H ACC USD|MORGAN STANLEY IF GLOBAL BRANDS A ACC USD|MORGAN STANLEY IF GLOBAL BRANDS Z ACC NAV USD|MORGAN STANLEY IF GLOBAL OPP I ACC NAV USD|NSF SICAV WEALTH DEFENDER GLOBAL EQUITY FUND C USD ACC USD|PACIFIC NORTH AMERICAN OPPORTUNITIES R3 USD|PIMCO GIS GLOBAL INV GRADE CREDIT INST INC USD USD|VONTOBEL FUND II DUFF & PHELPS GLOBAL LISTED INFRASTRUCTURE B ACC USD,0.3567245784150345,0.7086614173228346,151,0.4210353742318119,0.7169811320754716,77
80,15,409,35,21,ALLIANZ GLOBAL INV HKD INCOME AM USD USD|BLACKROCK (LUX) SA GLOBAL ALLOCATION A2 USD ACC USD|BLACKROCK (LUX) SA GLOBAL EVENT DRIVEN D2 USD ACC USD|BOWMOOR GLOBAL ALPHA PC PTG I USD ACC USD|BOWMOOR GLOBAL ALPHA PC PTG K USD ACC USD|CT AMERICAN SELECT AU USD ACC USD|DIMENSIONAL GLOBAL TARGETED VALUE FUND USD ACC USD|DVAM GLOBAL EQUITY INCOME USD A2 INC USD|FIDELITY FUNDS GLOBAL SHORT DURATION INCOME FUND A ACC USD|GAM STAR GLOBAL BALANCED A USD ACC USD|HSBC GLOBAL FUNDS ICAV US EQUITY INDEX BC ACC USD|HSBC GLOBAL INDIA FIX INC ACC USD USD|JUPITER GLOBAL FIXED INCOME FUND L USD ACC USD|M&G (LUX) GLOBAL TARGET RETURN FUND C H ACC USD|MORGAN STANLEY IF GLOBAL BRANDS A ACC USD|MORGAN STANLEY IF GLOBAL BRANDS Z ACC NAV USD|MORGAN STANLEY IF GLOBAL OPP I ACC NAV USD|NSF SICAV WEALTH DEFENDER GLOBAL EQUITY FUND C USD ACC USD|PACIFIC NORTH AMERICAN OPPORTUNITIES R3 USD|PIMCO GIS GLOBAL INV GRADE CREDIT INST INC USD USD|VONTOBEL FUND II DUFF & PHELPS GLOBAL LISTED INFRASTRUCTURE B ACC USD,0.3567245784150345,0.7086614173228346,151,0.4210353742318119,0.7169811320754716,77
80,20,409,35,21,ALLIANZ GLOBAL INV HKD INCOME AM USD USD|BLACKROCK (LUX) SA GLOBAL ALLOCATION A2 USD ACC USD|BLACKROCK (LUX) SA GLOBAL EVENT DRIVEN D2 USD ACC USD|BOWMOOR GLOBAL ALPHA PC PTG I USD ACC USD|BOWMOOR GLOBAL ALPHA PC PTG K USD ACC USD|CT AMERICAN SELECT AU USD ACC USD|DIMENSIONAL GLOBAL TARGETED VALUE FUND USD ACC USD|DVAM GLOBAL EQUITY INCOME USD A2 INC USD|FIDELITY FUNDS GLOBAL SHORT DURATION INCOME FUND A ACC USD|GAM STAR GLOBAL BALANCED A USD ACC USD|HSBC GLOBAL FUNDS ICAV US EQUITY INDEX BC ACC USD|HSBC GLOBAL INDIA FIX INC ACC USD USD|JUPITER GLOBAL FIXED INCOME FUND L USD ACC USD|M&G (LUX) GLOBAL TARGET RETURN FUND C H ACC USD|MORGAN STANLEY IF GLOBAL BRANDS A ACC USD|MORGAN STANLEY IF GLOBAL BRANDS Z ACC NAV USD|MORGAN STANLEY IF GLOBAL OPP I ACC NAV USD|NSF SICAV WEALTH DEFENDER GLOBAL EQUITY FUND C USD ACC USD|PACIFIC NORTH AMERICAN OPPORTUNITIES R3 USD|PIMCO GIS GLOBAL INV GRADE CREDIT INST INC USD USD|VONTOBEL FUND II DUFF & PHELPS GLOBAL LISTED INFRASTRUCTURE B ACC USD,0.3567245784150345,0.7086614173228346,151,0.4210353742318119,0.7169811320754716,77
80,30,409,35,21,ALLIANZ GLOBAL INV HKD INCOME AM USD USD|BLACKROCK (LUX) SA GLOBAL ALLOCATION A2 USD ACC USD|BLACKROCK (LUX) SA GLOBAL EVENT DRIVEN D2 USD ACC USD|BOWMOOR GLOBAL ALPHA PC PTG I USD ACC USD|BOWMOOR GLOBAL ALPHA PC PTG K USD ACC USD|CT AMERICAN SELECT AU USD ACC USD|DIMENSIONAL GLOBAL TARGETED VALUE FUND USD ACC USD|DVAM GLOBAL EQUITY INCOME USD A2 INC USD|FIDELITY FUNDS GLOBAL SHORT DURATION INCOME FUND A ACC USD|GAM STAR GLOBAL BALANCED A USD ACC USD|HSBC GLOBAL FUNDS ICAV US EQUITY INDEX BC ACC USD|HSBC GLOBAL INDIA FIX INC ACC USD USD|JUPITER GLOBAL FIXED INCOME FUND L USD ACC USD|M&G (LUX) GLOBAL TARGET RETURN FUND C H ACC USD|MORGAN STANLEY IF GLOBAL BRANDS A ACC USD|MORGAN STANLEY IF GLOBAL BRANDS Z ACC NAV USD|MORGAN STANLEY IF GLOBAL OPP I ACC NAV USD|NSF SICAV WEALTH DEFENDER GLOBAL EQUITY FUND C USD ACC USD|PACIFIC NORTH AMERICAN OPPORTUNITIES R3 USD|PIMCO GIS GLOBAL INV GRADE CREDIT INST INC USD USD|VONTOBEL FUND II DUFF & PHELPS GLOBAL LISTED INFRASTRUCTURE B ACC USD,0.3567245784150345,0.7086614173228346,151,0.4210353742318119,0.7169811320754716,77
100,10,408,35,21,ALLIANZ GLOBAL INV HKD INCOME AM USD USD|BLACKROCK (LUX) SA GLOBAL ALLOCATION A2 USD ACC USD|BLACKROCK (LUX) SA GLOBAL EVENT DRIVEN D2 USD ACC USD|BOWMOOR GLOBAL ALPHA PC PTG I USD ACC USD|BOWMOOR GLOBAL ALPHA PC PTG K USD ACC USD|CT AMERICAN SELECT AU USD ACC USD|DIMENSIONAL GLOBAL TARGETED VALUE FUND USD ACC USD|DVAM GLOBAL EQUITY INCOME USD A2 INC USD|FIDELITY FUNDS GLOBAL SHORT DURATION INCOME FUND A ACC USD|GAM STAR GLOBAL BALANCED A USD ACC USD|HSBC GLOBAL FUNDS ICAV US EQUITY INDEX BC ACC USD|HSBC GLOBAL INDIA FIX INC ACC USD USD|JUPITER GLOBAL FIXED INCOME FUND L USD ACC USD|M&G (LUX) GLOBAL TARGET RETURN FUND C H ACC USD|MORGAN STANLEY IF GLOBAL BRANDS A ACC USD|MORGAN STANLEY IF GLOBAL BRANDS Z ACC NAV USD|MORGAN STANLEY IF GLOBAL OPP I ACC NAV USD|NSF SICAV WEALTH DEFENDER GLOBAL EQUITY FUND C USD ACC USD|PACIFIC NORTH AMERICAN OPPORTUNITIES R3 USD|PIMCO GIS GLOBAL INV GRADE CREDIT INST INC USD USD|VONTOBEL FUND II DUFF & PHELPS GLOBAL LISTED INFRASTRUCTURE B ACC USD,0.3567245784150345,0.7086614173228346,151,0.4210353742318119,0.7169811320754716,77
100,15,408,35,21,ALLIANZ GLOBAL INV HKD INCOME AM USD USD|BLACKROCK (LUX) SA GLOBAL ALLOCATION A2 USD ACC USD|BLACKROCK (LUX) SA GLOBAL EVENT DRIVEN D2 USD ACC USD|BOWMOOR GLOBAL ALPHA PC PTG I USD ACC USD|BOWMOOR GLOBAL ALPHA PC PTG K USD ACC USD|CT AMERICAN SELECT AU USD ACC USD|DIMENSIONAL GLOBAL TARGETED VALUE FUND USD ACC USD|DVAM GLOBAL EQUITY INCOME USD A2 INC USD|FIDELITY FUNDS GLOBAL SHORT DURATION INCOME FUND A ACC USD|GAM STAR GLOBAL BALANCED A USD ACC USD|HSBC GLOBAL FUNDS ICAV US EQUITY INDEX BC ACC USD|HSBC GLOBAL INDIA FIX INC ACC USD USD|JUPITER GLOBAL FIXED INCOME FUND L USD ACC USD|M&G (LUX) GLOBAL TARGET RETURN FUND C H ACC USD|MORGAN STANLEY IF GLOBAL BRANDS A ACC USD|MORGAN STANLEY IF GLOBAL BRANDS Z ACC NAV USD|MORGAN STANLEY IF GLOBAL OPP I ACC NAV USD|NSF SICAV WEALTH DEFENDER GLOBAL EQUITY FUND C USD ACC USD|PACIFIC NORTH AMERICAN OPPORTUNITIES R3 USD|PIMCO GIS GLOBAL INV GRADE CREDIT INST INC USD USD|VONTOBEL FUND II DUFF & PHELPS GLOBAL LISTED INFRASTRUCTURE B ACC USD,0.3567245784150345,0.7086614173228346,151,0.4210353742318119,0.7169811320754716,77
