
02/18/2021,0.129534,0.112613,-1.944654,-1.955448,,-0.589550,-0.597344,-0.450951,-0.446574,-1.231533,-1.253686,0.437999,0.419763,,-0.058084,-0.052059,-0.363989,-0.363939,-3.631099,-3.634018,,0.421246,0.395434,-0.525174,-0.532482,-0.150093,-0.151821,-0.571390,-0.561760,-1.200907,-1.206125,-0.789333,-0.784077,-1.009556,-1.013470,-0.462002,-0.454990,-0.420247,-0.418150,-1.144756,-1.149067,-1.240817,-1.238624,-1.061931,-1.054095,0.000000,0.000000,-6.253983,-6.258815,-0.459425,-0.466214,-1.242591,-1.250922,-1.638509,-1.645632,-0.407186,-0.421367,-0.442044,-0.443741,0.553435,0.543255,0.000000,0.000000,-1.769413,-1.769139,1.671885,1.605834,-1.670562,-1.682641,-1.265369,-1.269000,2.428736,2.429866,0.442674,0.426499,1.127764,1.091153,0.294846,0.334179,-1.294619,-1.306048,-0.848247,-0.848677,-3.284937,-3.295975,-2.924604,-2.961647,3.341614,3.334100,-0.728658,-0.739426,-1.346600,-1.300288,2.983763,2.996592,-4.527226,-4.523357,4.438626,4.579121,2.131153,2.232818,-1.453092,-1.458387,1.378526,1.438849,-0.880464,-0.878601,-2.246962,-2.243558,-0.766003,-0.753467,-0.908490,-0.896871,0.858245,0.873943,0.897891,0.892690,0.823569,0.822774,-3.208454,-3.213440,3.137435,3.202799,0.846228,0.876040,0.932781,0.949656,-0.735467,-0.741775
02/17/2021,0.000000,0.037552,1.049971,1.052562,,1.012152,0.991203,-0.017879,-0.022390,-0.511532,-0.501660,0.054536,0.000000,,0.104756,0.091256,0.748104,0.750896,1.998853,2.060834,,-0.479210,-0.459109,0.225462,0.266952,-0.029858,-0.030284,0.895039,0.883539,0.401874,0.394558,-0.821098,-0.821978,-1.654515,-1.649852,-0.284130,-0.292963,0.289676,0.269524,-0.536440,-0.536425,-0.644276,-0.644662,-0.425299,-0.439666,0.000000,0.000000,0.174511,0.176616,-0.518914,-0.512173,0.520565,0.527374,-3.966010,-3.951883,0.446500,0.423150,-0.168277,-0.177505,-0.913831,-0.911173,-0.158582,-0.171909,-0.748197,-0.745519,0.700514,0.734612,-0.741650,-0.739011,-2.652403,-2.649126,-1.379775,-1.393082,0.508073,0.499121,2.618341,2.613925,0.098737,0.112298,-0.358258,-0.353711,-1.362959,-1.364657,-1.502965,-1.501300,-0.371385,-0.321391,1.433534,1.407547,0.604789,0.595110,-0.552171,-0.646314,0.348084,0.316563,-2.072542,-2.080831,2.134540,2.112220,1.077053,1.216492,-0.431161,-0.453510,0.461285,0.412797,-0.021951,-0.027430,-1.069698,-1.078670,-1.260744,-1.259436,-1.003131,-1.022943,0.035690,0.000000,1.008080,1.007154,0.225080,0.201140,-2.353633,-2.349241,2.364156,2.340750,-0.573582,-0.609491,1.259935,1.223802,0.424008,0.426822
02/16/2021,0.194679,0.150432,-2.659703,-2.678097,,4.025725,4.011539,-0.072079,-0.066860,0.154860,0.149343,0.000000,0.059812,,-1.366099,-1.375437,0.000000,-0.017549,3.782891,3.703590,,-0.059946,-0.130810,1.294296,1.260629,-0.269133,-0.272876,-2.094105,-2.105184,-1.744096,-1.751103,0.019018,0.000000,-0.061225,-0.068553,-0.321512,-0.329633,0.211249,0.210160,-0.225258,-0.244284,-0.647889,-0.659793,0.207363,0.198926,0.000000,0.000000,3.496371,3.472222,-0.262673,-0.279426,-1.132130,-1.123349,-2.975596,-3.011528,0.037078,0.042381,-1.531876,-1.527190,2.013836,2.028097,0.798365,0.776453,-0.951610,-0.971466,0.706378,0.741931,-0.736108,-0.743419,0.916410,0.898939,-2.512761,-2.499163,0.191251,0.214367,1.924141,1.902312,0.992836,0.899380,0.308054,0.291376,-0.299990,-0.308725,-1.419886,-1.429285,2.607779,2.568033,1.455848,1.429142,0.404542,0.405331,1.846540,1.827280,-2.644330,-2.619075,2.335799,2.342599,-2.344118,-2.501163,0.463496,0.349043,5.291221,5.284993,-5.743512,-5.739300,-0.131829,-0.137163,-0.416095,-0.433786,1.380212,1.334277,-0.538966,-0.538835,0.071432,0.079629,0.506593,0.479786,-1.442019,-1.427255,1.838901,1.822128,-1.902528,-1.902578,-0.494675,-0.476603,-1.435527,-1.421633,0.612381,0.597856
02/12/2021,0.097434,0.112952,1.516220,1.514450,,2.064842,2.082067,0.488653,0.470756,1.156996,1.139957,-0.436326,-0.477535,,0.230166,0.231929,0.132297,0.139819,2.118413,2.108594,,-0.119748,-0.065362,0.805772,0.817062,-0.119723,-0.121013,-1.965591,-1.951996,1.086702,1.080935,1.532066,1.534097,1.164754,1.163862,0.492339,0.492209,0.450820,0.452241,0.367438,0.373650,0.436418,0.428721,0.311897,0.313744,0.000000,0.000000,2.576171,2.587177,0.528120,0.523106,-0.103047,-0.119899,-0.046633,-0.036487,0.074212,0.084356,0.083048,0.065391,1.978130,1.937687,0.400782,0.433634,0.156221,0.155662,-0.140711,-0.296266,0.173970,0.171042,1.454466,1.459382,-1.401317,-1.419487,-0.506467,-0.568397,0.000000,0.000000,-0.099618,0.000000,0.164517,0.177816,0.688959,0.679083,0.402866,0.393623,0.704730,0.729256,-0.395609,-0.427206,0.184453,0.171047,1.054281,1.109297,-0.739715,-0.764380,0.811773,0.797254,-0.902704,-0.730360,-0.766024,-0.864162,1.080458,1.062185,-1.118959,-1.058710,0.954041,0.940913,0.703910,0.707139,1.190075,1.233226,1.078019,1.073762,-0.957064,-0.945249,-1.102005,-1.054317,-1.079089,-1.078324,0.347010,0.346551,-0.355578,-0.392093,-0.151907,-0.173010,-1.226615,-1.234116,0.706816,0.703829
02/11/2021,0.032489,0.000000,0.186488,0.182446,,-0.794355,-0.794416,0.181510,0.179632,0.411458,0.413658,-0.217366,-0.238199,,0.057516,0.051536,-0.497011,-0.504382,-2.074467,-2.065051,,0.059910,0.065405,0.230752,0.227708,-0.029734,-0.060647,-0.794576,-0.809259,0.456670,0.447883,0.369786,0.384815,1.127750,1.124518,0.386070,0.380077,-0.053094,-0.060165,0.644970,0.646419,0.937368,0.944291,0.347810,0.343177,0.000000,0.000000,-4.008402,-4.012957,0.585813,0.584558,0.240534,0.240797,-2.755884,-2.767382,-0.037092,-0.041922,0.020702,0.021802,0.805197,0.825152,0.159866,0.086621,0.557845,0.557662,-0.141425,0.000000,0.132720,0.131034,4.643135,4.631622,1.369878,1.357158,-0.566901,-0.565983,1.833161,1.873494,0.000000,-0.112002,0.206202,0.190667,1.251594,1.246980,0.165574,0.165361,0.579860,0.599835,-0.262569,-0.283507,0.110540,0.106744,0.080625,0.073650,-0.602127,-0.608110,1.288493,1.273528,-1.274415,-1.295341,-1.362665,-1.197487,1.341508,1.336550,-1.274290,-1.329535,0.356264,0.360951,1.273261,1.285114,1.310303,1.308890,1.148905,1.147407,-0.388386,-0.392414,-1.188246,-1.198218,-0.816325,-0.836193,2.505884,2.504948,-2.540685,-2.548037,-0.151677,-0.129590,-1.361356,-1.343201,0.138791,0.135901
02/10/2021,-0.226904,-0.187899,-0.318768,-0.309258,,0.209525,0.204618,-0.036372,-0.045022,-0.768593,-0.766309,0.000000,0.060081,,-1.630809,-1.635589,0.073186,0.069605,2.758832,2.706323,,0.000000,0.000000,0.192951,0.182084,0.179476,0.181917,0.962576,0.961370,0.133838,0.135906,-0.233133,-0.248350,0.567222,0.565326,-0.192704,-0.199133,0.146078,0.135677,-0.151499,-0.164251,-0.327387,-0.333251,0.011650,0.014325,0.000000,0.000000,3.478896,3.482309,-0.241540,-0.243042,0.344647,0.362718,0.578734,0.588724,-0.037078,-0.042381,0.920031,0.925764,-0.987186,-0.988760,-0.319587,-0.259191,-0.733125,-0.747662,0.709383,0.594178,-0.716635,-0.730261,0.943301,0.937424,-1.842727,-1.838412,0.189563,0.212393,-0.377329,-0.386650,-0.689292,-0.559222,0.072170,0.063639,0.162663,0.175072,-1.407863,-1.404564,0.258580,0.200646,1.466028,1.439428,0.370469,0.365039,-0.161863,-0.147847,-0.267065,-0.227321,2.876497,2.908105,-2.966144,-2.937878,0.304464,0.172132,-1.029621,-1.032809,0.942972,0.958773,-0.066736,-0.069429,-0.270956,-0.273235,-0.676830,-0.650483,-0.466672,-0.471913,0.070523,0.039299,0.497521,0.471250,0.694227,0.685184,1.559772,1.551465,-1.590851,-1.567145,-0.377760,-0.387263,0.647180,0.676142,1.414451,1.412150
02/09/2021,0.162338,0.150546,-1.090360,-1.099796,,-0.083870,-0.090782,-0.108583,-0.089695,-1.163199,-1.163245,0.108478,0.059456,,-0.674927,-0.667533,-0.014635,-0.034790,-1.604252,-1.583351,,0.541461,0.526673,0.231733,0.228644,-0.149465,-0.151132,0.116741,0.112216,0.089305,0.095225,0.214033,0.226442,0.608609,0.604331,-0.138532,-0.142096,-0.066276,-0.060210,0.237310,0.235161,0.280199,0.275250,0.197497,0.186430,0.000000,0.000000,-2.431530,-2.452316,-0.054520,-0.058218,0.380887,0.364038,-0.575404,-0.585278,-0.518124,-0.547457,0.631241,0.621009,-0.113587,-0.128879,-0.079614,-0.086322,0.897041,0.901402,-0.423644,-0.444121,0.396960,0.401696,-0.838873,-0.827701,1.031432,1.050116,0.062752,0.070848,0.378758,0.322782,-0.393098,-0.444688,0.341589,0.344812,0.028821,0.023368,0.843571,0.834505,-0.322627,-0.266516,-0.924564,-0.856847,0.018495,0.021578,0.325659,0.296572,0.267780,0.227838,5.284933,5.247280,-5.270128,-5.298192,-0.452997,-0.510195,-0.162414,-0.160577,0.171482,0.192123,-0.188829,-0.193736,0.510407,0.506852,1.105139,1.014898,-0.093316,-0.091338,0.177012,0.196882,0.099386,0.104769,0.201286,0.196208,2.283999,2.288224,-2.276410,-2.267442,0.000000,-0.043011,-1.054492,-1.086893,0.495114,0.493234
02/08/2021,-0.097308,-0.112782,0.928305,0.927859,,2.708665,2.707013,0.729655,0.700208,1.189125,1.176935,-0.756804,-0.768948,,1.057179,1.043582,0.870249,0.877783,6.086931,6.110745,,0.060271,0.065793,1.211942,1.202088,0.089684,0.090548,0.779894,0.759631,0.527550,0.519623,1.984514,1.938529,0.985839,0.969068,0.463943,0.456635,1.031683,1.035821,1.620503,1.613254,1.396446,1.385435,1.845945,1.839090,0.000000,0.000000,5.292094,5.298393,0.650581,0.635411,1.332236,1.353155,2.850083,2.846146,-0.074146,-0.042131,0.359217,0.356048,-0.827303,-0.809337,-0.080425,-0.086248,3.023630,3.007710,-2.613546,-2.451944,2.509378,2.501848,5.022648,5.001961,-4.078025,-4.105352,-0.689758,-0.704287,-1.921758,-1.899895,-0.292626,-0.222432,2.471101,2.473245,1.122877,1.109741,5.058358,5.061881,-0.256199,-0.331816,-5.018289,-5.012489,1.484957,1.482116,1.150701,1.123473,0.268499,0.228359,0.597272,0.575011,-0.582311,-0.658286,-3.217209,-3.294978,4.523432,4.511623,-4.511691,-4.582951,1.453388,1.446906,3.214024,3.203213,1.171506,1.208534,1.311103,1.309944,-1.499248,-1.510811,-1.374948,-1.343696,-1.068343,-1.067427,1.829818,1.822601,-1.906104,-1.922766,-1.524977,-1.524778,-1.300287,-1.320338,0.619029,0.609486
02/05/2021,-0.129576,-0.150150,1.425335,1.420252,,-0.342719,-0.348723,0.402938,0.408249,2.663298,2.655268,-0.376657,-0.412592,,1.746457,1.734878,0.998215,0.992633,1.392997,1.394868,,0.544084,0.530497,0.195688,0.185036,0.059951,0.060757,-1.292634,-1.292217,0.712138,0.702286,0.619129,0.626924,2.574273,2.577376,0.349109,0.343679,0.457677,0.443788,0.993649,0.989610,1.099855,1.098394,0.895373,0.898386,0.000000,0.000000,-0.376509,-0.381098,0.330333,0.333383,0.741995,0.701920,3.815654,3.806792,-0.551540,-0.585437,0.466617,0.469610,1.294852,1.250613,0.320977,0.259415,1.530854,1.537116,-1.356293,-1.422958,1.392418,1.388323,-1.269666,-1.267762,-0.932427,-0.921108,-0.312035,-0.350511,-2.537773,-2.530679,-0.292834,-0.330803,0.791028,0.777990,0.594092,0.593894,2.800067,2.785661,3.938118,4.008372,-2.805593,-2.895608,0.586137,0.592000,0.082642,0.074643,-3.992660,-3.950419,1.608527,1.650577,-1.602735,-1.681593,-2.145095,-1.938660,1.172925,1.192570,-1.215424,-1.177536,0.794884,0.793022,2.042975,2.023104,1.349193,1.347360,0.665832,0.651433,-0.795438,-0.806602,-0.683044,-0.718331,0.821542,0.821897,1.519088,1.516485,-1.502096,-1.480557,-0.628642,-0.631313,-1.392459,-1.383125,1.885047,1.889507
02/04/2021,-0.419355,-0.411215,2.128807,2.109795,,4.196212,4.191834,1.073658,1.077040,-0.697851,-0.697649,-1.117971,-1.106577,,0.898601,0.901303,2.145880,2.136485,1.481592,1.493599,,-0.481804,-0.461533,3.026866,3.054812,0.360244,0.364805,-0.405043,-0.397274,0.694206,0.693289,2.287471,2.304531,2.850201,2.859234,0.884450,0.885942,1.322890,1.317871,1.392741,1.395116,1.229826,1.223987,1.551909,1.540237,0.000000,0.000000,3.124392,3.124386,1.193809,1.180986,0.818829,0.832353,-2.736259,-2.744573,0.406134,0.420128,0.748277,0.743524,0.382638,0.389818,0.000000,0.086547,1.588632,1.582435,-1.995141,-1.952884,1.989999,1.979952,0.989523,0.986831,-0.994150,-0.987873,-1.174181,-1.179258,1.783558,1.759035,-0.485334,-0.550611,1.839668,1.839901,1.592689,1.580477,3.998174,3.990328,-1.511865,-1.564889,-3.980157,-3.918565,2.183077,2.172907,0.164665,0.150289,1.503404,1.485290,1.823168,1.785187,-1.910127,-1.777975,-2.781570,-2.825815,0.229349,0.238931,-0.242495,-0.271003,2.205233,2.199808,2.781277,2.788135,0.108399,0.122693,2.386288,2.382004,-2.198808,-2.179719,-2.380989,-2.355018,1.107328,1.107669,0.875692,0.865801,-0.956772,-0.996320,-2.169838,-2.141680,-0.146564,-0.162647,0.833404,0.822787
02/03/2021,-0.128866,-0.149309,-0.614281,-0.599014,,2.423446,2.406822,0.111119,0.091753,0.455092,0.448526,-0.106570,-0.116075,,-0.626160,-0.635948,-0.559894,-0.558090,6.222980,6.177124,,-0.059623,-0.066471,0.282964,0.239475,0.090142,0.091374,-1.468122,-1.471690,-0.835118,-0.838719,0.122882,0.119087,0.638824,0.628904,-0.125075,-0.125002,0.356003,0.357797,0.049413,0.048860,-0.356020,-0.355859,0.475091,0.480874,0.000000,0.000000,7.536148,7.521656,-0.420006,-0.415137,-0.460635,-0.455622,-0.062863,-0.055129,0.036818,0.000000,-0.510470,-0.537935,1.435066,1.449145,0.321128,0.260315,0.167572,0.166830,-0.528711,-0.554622,0.369581,0.373919,-2.730375,-2.736649,-4.151491,-4.151288,0.434435,0.418182,0.061803,0.062716,0.292264,0.331229,0.745879,0.744127,0.627230,0.631229,0.721529,0.729560,1.467758,1.449154,-0.814153,-0.877284,0.251870,0.224546,1.506117,1.447226,-1.481136,-1.463552,3.585103,3.589619,-3.576256,-3.672781,0.000000,-0.157563,0.663553,0.653093,-0.642203,-0.628366,0.186044,0.188457,0.092338,0.091346,0.433845,0.430660,-0.809078,-0.818934,-0.202889,-0.224870,0.864778,0.808094,-0.367689,-0.374399,1.918733,1.921746,-1.927918,-1.954315,-0.252721,-0.246508,-0.473498,-0.444482,2.089674,2.090932
