
05/08/2026,2.027301,0.068306,3.129089,0.484155,0.350628,0.676657,0.332623,0.423067,2.344085,1.969274,0.825613,0.333232,0.501997,-0.255381,-0.446810,-0.601517,3.435702,-0.886387,-0.849849
05/07/2026,-1.333462,-0.221503,-0.778884,0.167069,-0.374258,-1.582974,-0.352186,-0.412190,-0.119294,2.096107,-0.306608,-0.107986,-0.499490,0.219378,-1.842136,-0.559244,-0.199968,-1.290841,-0.467735
05/06/2026,3.195731,0.859254,7.726372,3.033925,0.300331,1.500587,0.332553,0.497030,2.077426,6.402670,1.389937,0.072012,0.760773,-0.545455,-4.121015,0.484537,2.656549,-1.423307,0.068850
05/05/2026,2.028117,-0.427789,0.186807,0.858431,0.150328,1.684145,0.124876,0.369521,1.297406,-0.045496,0.802217,-0.071960,0.553278,0.072780,0.100908,0.019455,2.209172,0.000000,0.393839
05/04/2026,-0.046866,0.000000,-1.676042,-2.001512,-0.324653,-0.501261,-0.311167,-0.322323,-0.188384,-3.441207,-0.366334,-0.179623,-0.759291,0.255381,0.917701,-0.655021,0.111209,-0.386556,-0.296217
05/01/2026,0.218822,-0.324066,-1.336505,-0.113298,0.123758,0.471277,0.100677,0.161468,0.959960,2.445245,0.276906,0.316208,0.357556,0.182749,-1.341204,-0.402710,1.485908,-0.640350,-0.568563
04/30/2026,2.073733,2.392595,2.400835,1.497329,0.312008,2.164795,0.342041,0.110306,0.932626,2.806909,0.994968,0.152631,-0.093347,-0.905469,1.050381,0.404339,0.245091,2.561126,2.205287
04/29/2026,-0.476348,-0.417391,-2.620285,-1.066578,-0.335831,-0.668118,-0.310002,-0.557889,0.611362,-2.054381,-0.015454,-0.304333,-0.775764,0.290592,2.287213,0.135091,0.798227,-1.232252,-0.695211
04/28/2026,-1.021309,-0.138937,-4.374122,-1.856289,-0.136671,-1.165463,-0.113496,0.045803,-1.005681,-3.117225,-0.486604,-0.035732,0.104325,0.291439,1.655859,0.077282,-1.693989,0.129856,0.264860
04/27/2026,-0.156914,0.017370,-1.854993,-0.775534,0.037334,0.177105,0.020669,-0.282896,0.052733,-0.668702,0.172278,-0.026906,-0.495942,-0.109170,-0.175868,0.758384,0.218460,0.021575,-0.499349
04/24/2026,2.229330,0.156576,2.332140,0.512713,0.136782,0.410163,0.155097,0.073038,1.912741,0.599591,0.774932,0.206216,0.184861,-0.181620,-0.193028,-0.733642,2.810586,0.195207,-1.408674
04/23/2026,-1.625159,-0.121633,-2.423793,-0.969535,-0.161402,-0.347250,-0.175489,-0.273121,-0.563272,-2.827910,-0.388070,0.161571,-0.218969,0.181951,0.778121,-0.785159,-1.423227,2.719058,-0.095652
04/22/2026,1.815331,0.086957,1.602323,1.324580,0.161663,0.717633,0.165378,0.191533,1.673061,2.744926,1.012672,0.152864,0.196384,0.036403,1.199207,-0.172111,2.197911,-0.177993,0.315255
04/21/2026,-1.471999,-0.484597,-6.193887,-2.832003,-0.260507,-1.023954,-0.247453,-0.381695,-0.380340,-5.072765,-0.654691,-0.170573,-0.551514,0.549048,1.452748,-0.627118,0.084145,-1.748582,-1.017492
04/20/2026,-0.722782,-0.190016,-1.205900,-0.861122,-0.086844,0.569303,-0.092669,-0.009098,-0.317479,-2.010050,-0.199967,-0.062808,-0.022883,-0.146199,0.090982,0.381457,0.136022,-0.888218,-0.927392
04/17/2026,1.905449,0.364078,2.744215,1.329304,0.373435,2.159633,0.382607,0.557430,1.308414,3.354857,1.208561,0.260844,0.915594,-0.036536,-2.757281,0.768780,1.532676,-0.409937,1.493770
04/16/2026,0.401917,-0.086610,-0.112509,-0.086273,-0.136756,0.207888,-0.103323,-0.463873,0.481639,-0.835189,0.245738,-0.215412,-0.633397,0.293148,1.470718,-0.268332,1.144410,0.717066,-0.785067
04/15/2026,-0.064278,-0.103824,-2.957816,-1.040239,-0.049682,0.249326,-0.061914,-0.036320,1.399946,-0.277624,0.789100,-0.089659,-0.435694,-0.109810,-0.339698,0.753306,1.595249,-0.968485,-0.712191
04/14/2026,1.915917,0.347283,1.994331,2.234932,0.298981,1.377017,0.300288,0.328325,1.815693,5.506737,1.218479,0.224652,0.530222,-0.219138,-2.031178,0.232130,1.600147,0.172467,0.581183
04/13/2026,0.842035,-0.086745,-0.613744,-0.404914,0.375256,1.442765,0.353211,0.384689,1.034258,-1.158078,0.977241,0.234241,0.300637,-0.218659,0.298590,1.753016,2.096524,-1.213621,0.448033
04/10/2026,0.464579,-0.103986,1.057448,-0.178119,-0.398669,-0.251934,-0.341688,-0.264893,0.144212,1.008919,-0.066164,0.054035,-0.242284,-0.145560,-0.680259,-1.090892,0.387101,-0.402981,-1.352688
04/09/2026,-0.264771,-0.345423,0.173151,0.777852,0.112279,0.572018,0.093246,0.000000,0.676467,1.363569,0.576903,0.045080,-0.253073,-0.181620,-1.240405,0.253816,0.268158,0.790823,-0.227162
04/08/2026,5.461494,0.608167,3.380015,0.629907,0.589535,2.989220,0.583830,0.385055,2.973209,2.320291,2.546956,0.018054,0.323113,-0.792793,-3.507162,2.646366,3.099814,1.102305,2.115039
04/07/2026,0.350261,0.034764,1.225751,0.972758,0.025090,0.217945,0.010493,0.110177,0.015293,-0.226963,0.044002,0.117349,-0.011438,-0.287460,0.804183,0.000000,0.475197,0.216448,0.198232
04/06/2026,0.918870,-0.017379,-0.814040,-0.409865,0.175940,0.425818,0.198486,-0.155786,0.601741,0.455996,0.472678,-0.045121,-0.161394,-0.107681,0.725702,0.706687,0.580955,-0.366807,-0.361029
04/02/2026,-1.118310,-0.449827,-1.479013,-1.920881,0.239412,0.693222,0.261827,0.423269,0.114654,-3.448782,0.090046,0.407744,0.614485,0.468806,0.474826,0.182068,0.800524,0.498937,-0.622717
04/01/2026,0.774918,-0.138217,4.620246,1.749983,0.244998,0.629033,0.288853,0.106955,1.235321,0.000000,0.753451,0.000000,-0.098507,-0.179986,-3.738158,0.141673,1.512411,0.479399,0.763944
03/31/2026,3.725933,0.643366,6.970509,3.789377,0.951656,3.501526,1.013082,0.627760,3.385388,7.273300,2.906784,0.009118,-0.103670,-0.714796,-1.129780,2.088556,4.235239,-0.065310,1.939890
03/30/2026,-0.815266,0.261506,0.000000,-0.028937,0.114412,-1.435656,0.105713,0.641125,-0.764339,0.126103,-0.334329,0.620005,1.331145,0.502874,-0.959072,1.150429,-1.862671,0.723830,0.390869
03/27/2026,-0.486742,-0.121888,4.126714,3.509385,-0.253447,-1.753959,-0.305405,-0.240960,-1.953660,4.393615,-1.705199,-0.081939,-0.545848,0.107875,1.690584,-2.528090,-1.947149,0.573460,-1.701653
03/26/2026,-3.395999,-0.312446,-4.552827,-3.759398,-0.629565,-1.739334,-0.627942,-0.781762,-2.386785,-6.808772,-1.785869,-0.363191,-0.840596,0.397112,1.568437,-0.587783,-3.114927,0.176812,-0.341901
03/25/2026,1.592454,-0.294219,3.377246,3.008933,0.315776,1.221968,0.335956,0.360000,0.657559,3.590151,0.557266,0.300530,0.964993,0.180832,-0.443842,0.121772,0.448055,0.354880,1.001497
03/24/2026,-1.378616,-0.310559,0.143919,0.022275,-0.339869,0.537505,-0.282668,-0.202692,-0.683693,0.768369,-0.335676,-0.326755,-0.439824,0.326560,2.029289,0.020367,-0.584193,0.692199,0.013807
03/23/2026,3.001501,0.520291,4.068897,-2.259422,0.658885,2.159156,0.579269,0.658306,1.147913,1.544213,1.050002,-0.027199,0.652447,-0.433526,1.196347,0.903026,1.352834,0.992313,0.024150
03/20/2026,-3.436371,-1.029866,-3.353438,-3.055744,-0.928954,-2.184685,-0.876916,-1.227174,-1.848170,-6.333739,-1.433586,-0.801022,-1.897339,0.362582,-0.084198,0.183861,-2.268247,-4.060875,-0.873090
03/19/2026,0.104257,1.392273,-5.913063,-4.121509,0.327451,0.654426,0.219657,0.441533,-0.316041,-4.395924,-0.246423,-0.116843,0.609405,-0.969479,1.591565,0.040783,0.340637,-0.406627,-0.360124
03/18/2026,-2.025452,-0.484932,-6.226054,-3.163716,-0.513766,-1.611702,-0.468549,-0.539763,-1.393962,-4.130617,-1.395367,-0.188383,-0.560243,0.614162,-0.136709,-1.190408,-1.132250,-0.848711,-1.670722
03/17/2026,0.633802,0.000000,-0.445010,-0.251938,0.453188,0.632663,0.397209,0.561196,0.488025,-2.130565,0.263053,0.351096,0.275129,-0.180310,1.053538,0.527245,0.547592,-0.275121,-0.907225
03/16/2026,2.781637,0.347584,1.200944,-0.088968,0.315657,0.944911,0.420018,0.480723,1.121739,0.729124,1.017685,0.316132,0.774165,-0.573682,0.346657,0.838660,1.447379,0.638783,0.814494
03/13/2026,-0.263346,-0.156169,-6.082578,-1.293694,-0.189087,-0.331473,-0.230509,-0.368403,-0.592713,-4.955544,-0.566019,-0.198336,-0.494333,0.758671,0.330351,0.122907,-0.754519,0.989229,-0.246426
03/12/2026,-3.195685,-0.259605,-2.032360,-1.965396,-0.638613,-2.151451,-0.665866,-0.540548,-1.716331,-1.835451,-1.518488,-0.125988,-0.195180,0.471869,0.930170,-1.631659,-1.844333,0.714905,-1.759880
03/11/2026,0.255582,-0.636285,-1.944471,-0.339011,-0.224923,-0.201300,-0.207697,-0.817707,-0.013161,-2.721938,-0.125520,-0.152837,-1.291223,0.364299,2.481967,-0.839007,0.479414,-0.837770,-0.195913
03/10/2026,0.393480,-0.068740,0.907848,1.127971,-0.162089,-0.102507,-0.124442,-0.685745,0.001649,2.338359,-0.160712,-0.331520,-1.064677,-0.036417,-1.278400,-0.536497,0.000000,-0.618869,-0.719563
03/09/2026,1.971464,0.000000,1.045571,-0.206965,0.602345,1.088132,0.542137,0.599059,1.335551,3.055043,0.875998,0.161513,0.870428,-0.036403,-0.441932,-0.474711,1.799115,0.235251,1.021617
03/06/2026,-0.537919,-0.188679,-0.432135,1.583249,-0.487069,-2.286191,-0.487634,-0.334677,-1.504308,2.248553,-1.310711,0.188865,-0.371670,-0.036390,0.159392,-1.288243,-2.061654,-0.341192,-0.786138
03/05/2026,-2.404813,-0.324842,-3.834530,-1.201780,-0.397975,-1.910154,-0.433883,-0.396579,-0.301291,-1.420228,-0.557543,-0.026947,-0.403883,0.255381,0.516188,-0.524308,0.243154,-0.782737,-1.999418
03/04/2026,1.078497,0.377553,0.608134,0.781817,0.349461,0.972089,0.352547,0.090213,1.524319,0.883771,0.705521,-0.224209,-0.313034,-0.182083,-0.583846,0.566276,1.701810,0.425004,0.197796
03/03/2026,-5.008172,-0.222603,-8.756719,-4.461224,-0.199348,-1.732322,-0.227625,-0.045040,-1.070555,-8.446733,-0.881433,-0.062757,-0.200905,0.475668,-0.911773,-0.175385,-1.461918,-0.633255,-1.129096
03/02/2026,-1.725766,-0.730920,-0.431630,1.291990,-0.057269,0.918077,-0.046497,-0.338757,0.131730,-4.024003,0.056861,-0.277130,-1.004196,0.923191,2.002930,-0.252803,0.562119,-0.754386,-1.042472
02/27/2026,-0.207259,-0.050968,1.712178,1.313144,-0.160754,-1.721861,-0.235943,-0.035843,-0.320070,5.643257,-0.480197,0.152194,0.609327,-0.073801,1.580450,-2.038072,-1.595681,1.165713,1.766001
02/26/2026,-0.947722,0.170184,2.455919,0.857589,-0.086514,0.532936,-0.081954,0.062696,-1.206465,0.512244,-0.555443,0.269268,0.400328,0.073855,0.327954,1.214594,-1.398477,-0.380033,-0.259819
02/25/2026,1.101833,-0.373008,0.415537,-0.250732,0.136099,0.474682,0.174536,-0.026823,1.449332,1.213961,0.843829,0.089837,0.011106,-0.110660,-0.417476,1.745868,1.917003,0.339024,-0.025298
02/24/2026,1.573424,-0.723784,0.371747,-1.385888,-0.074146,1.090280,-0.112783,-0.026816,1.074146,-1.849324,0.726845,0.017989,0.178349,0.073828,-0.090625,0.492699,1.299507,1.113938,-0.422589
02/23/2026,-1.106783,0.219298,3.792584,2.701549,-0.160456,-1.557036,-0.122961,0.107471,-1.215508,5.155312,-1.021135,0.089934,0.369067,0.000000,0.491933,-3.353043,-1.675211,0.755528,1.096775
02/20/2026,2.129622,0.067522,1.937836,1.971451,0.074082,0.003795,0.071743,-0.080561,0.884896,7.900296,0.723201,-0.053894,-0.234290,-0.110619,-0.543641,0.652003,0.477875,0.477150,-0.279808
02/19/2026,-0.245098,-0.235770,1.638066,0.279305,0.037118,0.231042,0.020548,0.080626,-0.382965,1.312598,-0.263747,0.080907,0.100478,0.147710,0.730271,-0.836619,-0.496772,1.096076,-0.260019
02/18/2026,0.525801,-1.000333,2.304239,2.248996,0.123669,0.361176,0.143723,-0.098425,0.746712,5.604942,0.503769,-0.062949,-0.378287,0.631735,1.916305,0.747027,1.025220,-1.660192,0.190659
02/17/2026,-0.409184,-0.348895,-3.550125,-3.117029,-0.049443,0.030435,-0.092353,0.098522,-0.103014,-4.804934,0.161352,-0.143598,0.167147,0.335570,-1.104073,1.064904,-0.057319,-0.258041,-0.190296
02/13/2026,0.427283,-0.033217,5.759056,2.487871,0.074347,1.317705,0.112933,0.332646,0.213109,2.938137,0.070447,0.125876,0.549180,0.000000,0.685503,-0.077274,0.251383,2.762555,1.070539
02/12/2026,-1.137134,0.333278,-7.256771,-3.472831,-0.049582,-2.041902,-0.112806,0.469788,-2.033889,-11.533438,-1.544888,0.397009,1.328601,-0.037272,-1.818852,-1.990931,-2.629881,1.480017,-0.160011
02/11/2026,1.584266,0.738627,2.873507,1.131055,-0.012299,-0.454581,-0.010225,-0.108309,0.268217,4.290969,-0.023110,-0.162154,-0.530852,0.111940,2.613006,-1.512709,0.294648,0.882503,0.592281
02/10/2026,0.148678,1.034600,0.116629,-0.991371,-0.098928,-0.269816,-0.051311,0.235191,-0.463946,-3.458706,-0.263718,0.207632,1.154043,0.037327,-0.111888,-0.722930,-0.558106,1.655782,-0.633305
02/09/2026,0.732437,0.786325,5.647397,2.540289,0.136099,0.701837,0.143708,0.000000,0.766013,8.334521,0.482190,0.081358,-0.022810,-0.814513,0.732406,-0.589842,1.573016,0.299935,-0.881409
02/06/2026,2.631240,0.017097,5.354825,3.073233,0.347732,3.592222,0.350364,0.054311,2.113784,5.248163,1.918468,0.099453,0.068478,-0.295312,1.991856,1.820285,4.055205,0.580072,1.853592
02/05/2026,-0.459348,-0.170678,-6.342452,-2.663172,-0.111628,-1.800221,-0.051538,0.481894,-1.439528,-15.774185,-1.248926,0.281227,1.086235,0.296187,-1.173642,-1.241574,-1.802819,0.046343,-0.762723
