ticker,strategy_no,source,condition,horizon,full_avg,full_trades,full_hit,frozen_avg,frozen_trades,frozen_hit
SLPIX,2,triple_scan,GDX_up_down_down_SPY_XLK,1,0.2812691942663004,475,0.5873684210526315,0.564224630680314,63,0.6507936507936508
SLPIX,3,triple_scan,GDX_up_down_down_SPY_XLF,1,0.3195156283602086,353,0.5750708215297451,0.5700069031581061,60,0.6333333333333333
SLPSX,1,triple_scan,GDX_up_up_up_GLD_TIP,1,0.2032890469545302,189,0.5608465608465608,0.2198236778894126,101,0.594059405940594
SLPSX,2,triple_scan,FXY_up_up_up_GDX_LQD,1,0.21532451609629566,293,0.5631399317406144,0.26139570426522807,83,0.6626506024096386
SLPSX,3,pair_scan,XLK_down_XLC_down,1,0.21662966476282736,217,0.5576036866359447,0.4835099182186453,81,0.6419753086419753
SLPSX,4,pair_scan,GDX_up_SPY_down,1,0.26335839146861373,509,0.5658153241650294,0.42406348800263866,76,0.5921052631578947
SMPIX,1,condition_expansion,combo_IWM_down__ext_usd_gold_ratio_le-1,1,1.3437688857154075,153,0.6405228758169934,0.9893703588837894,46,0.6086956521739131
SMPIX,2,condition_expansion,combo_QQQ_down__ext_vix_5dchg_up,1,0.6803899186045047,591,0.583756345177665,1.4284447752314506,108,0.6111111111111112
SMPIX,3,triple_scan,GDX_up_down_down_SPY_XLF,1,0.849515217468002,365,0.6410958904109589,1.5784548756967924,60,0.7166666666666667
SMPSX,1,condition_expansion,combo_IWM_down__ext_usd_gold_ratio_le-1,1,1.340146189550002,153,0.6405228758169934,0.9886861765661827,46,0.6086956521739131
SMPSX,2,triple_scan,GDX_up_down_down_SPY_XLK,1,0.776918223035151,441,0.6167800453514739,1.299350917043555,63,0.6666666666666666
SMPSX,3,triple_scan,GDX_up_down_down_SPY_XLF,1,0.8568141164364522,362,0.638121546961326,1.577228406398141,60,0.7166666666666667
SNPIX,1,triple_scan,QQQ_up_up_up_XLC_XLV,1,0.3705735828518337,158,0.569620253164557,0.8807136883415989,35,0.6
SNPIX,2,triple_scan,XLC_up_up_up_XLK_XLU,1,0.37000621312291404,130,0.5769230769230769,0.4997496466359809,61,0.6229508196721312
SNPIX,3,triple_scan,SPY_up_up_up_XLC_XLV,1,0.3291837437980343,134,0.5895522388059702,0.715074294128646,35,0.5714285714285714
SNPSX,1,triple_scan,SPY_up_up_up_XLC_XLK,1,0.4212866628776488,147,0.6122448979591837,0.7584011975858662,44,0.7045454545454546
SNPSX,2,triple_scan,QQQ_up_up_up_XLC_XLV,1,0.37154462450758546,158,0.569620253164557,0.8836135007600735,35,0.6
SNPSX,3,triple_scan,LQD_up_up_up_SPY_XLC,1,0.2974575288274003,196,0.5663265306122449,0.6318492712742976,50,0.56
SPPIX,1,triple_scan,GLD_up_up_down_XLE_XLV,1,0.28976361890412705,421,0.5795724465558195,0.41647678676979943,54,0.5740740740740741
SPPIX,2,triple_scan,EEM_up_up_down_GLD_IWM,1,0.3315668152982321,290,0.5758620689655173,0.9217735695831965,34,0.5882352941176471
SPPIX,3,triple_scan,GLD_up_down_up_IWM_XLE,1,0.28259317474671547,302,0.5860927152317881,0.54749113787431,47,0.5531914893617021
SPPSX,1,triple_scan,GLD_up_up_down_XLE_XLV,1,0.293234602950354,421,0.5795724465558195,0.4285554965448252,54,0.5740740740740741
SPPSX,2,triple_scan,GLD_up_down_up_IWM_XLE,1,0.2873370005714841,302,0.5827814569536424,0.5817696567794339,47,0.5531914893617021
SPPSX,3,triple_scan,EEM_up_up_down_SLV_XLV,2,0.2546689380838389,120,0.5833333333333334,0.4072947319817645,44,0.5909090909090909
SVPIX,1,triple_scan,GDX_up_down_down_SPY_XLK,1,0.3025111483423076,394,0.5685279187817259,0.5852671767762666,63,0.6666666666666666
