ticker,fund_group,condition,n,up_n,down_n,p_up,p_down,avg_up,avg_down,expected,decision,predicted_return
SLPSX,inverse,XLU_bin_lt-2,247,133,114,0.5384615384615384,0.46153846153846156,2.1455740304881297,-1.6214338464374565,0.4069550103686285,no_trade,
UCPSX,inverse,GDX_bin_0_0.5,495,214,266,0.43232323232323233,0.5373737373737374,1.8036148219857182,-2.2074736746530066,-0.40649378899546684,no_trade,
SPPIX,long,XLK_bin_gt2,296,128,162,0.43243243243243246,0.5472972972972973,2.036071150656789,-2.350968217839035,-0.40621535137113074,no_trade,
SRPSX,inverse,XLF_bin_gt2,343,185,146,0.5393586005830904,0.42565597667638483,2.253865555472095,-1.90234862630598,0.40589570939260805,no_trade,
BIPSX,inverse,IWM_bin_lt-2,451,255,190,0.565410199556541,0.4212860310421286,2.4985671688412756,-2.3903501007620833,0.40569425478875737,predict_up,2.4985671688412756
UHPSX,inverse,TIP_bin_-1_-0.5,294,166,125,0.564625850340136,0.42517006802721086,3.546819547619556,-3.758462752399578,0.404640138962242,predict_up,3.546819547619556
UHPIX,ultra_long,TIP_bin_-1_-0.5,294,165,123,0.5612244897959183,0.41836734693877553,3.569740779579463,-3.821719919540582,0.40454312424190436,predict_up,3.569740779579463
SRPIX,long,XLE_bin_lt-2,510,220,271,0.43137254901960786,0.5313725490196078,1.6642129441067088,-2.1109211780930766,-0.40378978737205495,no_trade,
UCPIX,ultra_long,SPY_bin_-1_-0.5,582,239,334,0.4106529209621993,0.5738831615120275,2.1840448996895563,-2.266208431169179,-0.40365444155447033,predict_down,-2.266208431169179
UCPIX,ultra_long,GDX_bin_0_0.5,495,214,270,0.43232323232323233,0.5454545454545454,1.8115904659203148,-2.175830632619979,-0.40362406282918606,no_trade,
UXPIX,ultra_long,XLF_bin_lt-2,380,165,211,0.4342105263157895,0.5552631578947368,3.394633593461639,-3.376585853786311,-0.4009080848098455,predict_down,-3.376585853786311
UXPSX,inverse,XLF_bin_lt-2,380,165,212,0.4342105263157895,0.5578947368421052,3.3960059416301807,-3.35973933737289,-0.39979936619492834,predict_down,-3.35973933737289
HCPIX,long,FXY_bin_1_2,207,124,79,0.5990338164251208,0.38164251207729466,1.6839203975580381,-1.5960895806694848,0.39958962523820046,predict_up,1.6839203975580381
UHPIX,ultra_long,EEM_bin_lt-2,325,143,179,0.44,0.5507692307692308,4.47195027753535,-4.295909891277855,-0.3983968641574799,predict_down,-4.295909891277855
UOPIX,ultra_long,SPY_bin_-2_-1,664,356,290,0.536144578313253,0.4367469879518072,3.1253516507106616,-2.927745079463244,0.3969564979046006,no_trade,
HCPSX,inverse,FXY_bin_1_2,207,125,80,0.6038647342995169,0.3864734299516908,1.6698641846866318,-1.5833012839703815,0.39646821433912294,predict_up,1.6698641846866318
UAPIX,ultra_long,XLF_bin_lt-2,484,265,219,0.5475206611570248,0.4524793388429752,3.7158959549460113,-3.621144985665144,0.3960365210744353,no_trade,
UCPSX,inverse,EEM_bin_lt-2,417,177,231,0.4244604316546763,0.5539568345323741,3.402630793886454,-3.321973382151987,-0.3959477236431811,predict_down,-3.321973382151987
UOPSX,inverse,SPY_bin_-2_-1,664,355,286,0.5346385542168675,0.4307228915662651,3.133132169256935,-2.9700916269488267,0.3958067993657344,no_trade,
UDPIX,ultra_long,IWM_bin_lt-2,407,226,177,0.5552825552825553,0.4348894348894349,2.896773995072843,-2.7907035301118563,0.394880584905808,predict_up,2.896773995072843
BIPIX,long,XLF_bin_lt-2,464,267,192,0.5754310344827587,0.41379310344827586,2.4725906558726582,-2.484447094201861,0.3947583254983671,predict_up,2.4725906558726582
UCPIX,ultra_long,EEM_bin_lt-2,417,180,233,0.4316546762589928,0.5587529976019184,3.3520958707910267,-3.2960405584089685,-0.39472468433310515,predict_down,-3.2960405584089685
UDPSX,inverse,IWM_bin_lt-2,407,224,174,0.5503685503685504,0.4275184275184275,2.9217305606620374,-2.839038421517325,0.3942873716075719,predict_up,2.9217305606620374
UHPSX,inverse,EEM_bin_lt-2,325,143,179,0.44,0.5507692307692308,4.483652296110335,-4.297331828535858,-0.3940311352742788,predict_down,-4.297331828535858
UNPIX,ultra_long,XLF_bin_lt-2,380,211,166,0.5552631578947368,0.4368421052631579,3.3845953347043074,-3.4031817886334066,0.3926879966038509,predict_up,3.3845953347043074
UAPSX,inverse,XLF_bin_lt-2,484,263,220,0.5433884297520661,0.45454545454545453,3.739024042137942,-3.6080427539273754,0.39172296945920737,no_trade,
UAPIX,ultra_long,GDX_bin_0_0.5,495,272,222,0.5494949494949495,0.4484848484848485,2.1468457396310012,-1.7584494452343553,0.3910429582577889,no_trade,
UKPSX,inverse,XLF_bin_lt-2,380,162,215,0.4263157894736842,0.5657894736842105,3.7045465512100293,-3.4824331764796157,-0.3910173464397173,predict_down,-3.4824331764796157
UGPSX,inverse,SPY_bin_1_2,495,221,263,0.44646464646464645,0.5313131313131313,2.9291627229137287,-3.1972626307229843,-0.39098002043678937,no_trade,
BIPSX,inverse,XLF_bin_lt-2,464,266,192,0.5732758620689655,0.41379310344827586,2.4729351821154055,-2.483235293245238,0.3901284097836469,predict_up,2.4729351821154055
UBPIX,ultra_long,XLK_bin_lt-2,337,189,137,0.5608308605341247,0.4065281899109792,4.171152493081879,-4.7963371681408296,0.3894647749471261,predict_up,4.171152493081879
URPIX,ultra_long,IWM_bin_lt-2,452,206,242,0.4557522123893805,0.5353982300884956,2.7699772793181427,-3.084525103700947,-0.3890260078674596,no_trade,
LVPIX,long,XLU_bin_lt-2,217,119,98,0.5483870967741935,0.45161290322580644,1.9438808651843484,-1.500852858011645,0.38819466761196497,no_trade,
URPSX,inverse,IWM_bin_lt-2,452,206,241,0.4557522123893805,0.5331858407079646,2.7710446941093587,-3.0952883863501457,-0.3874541905395069,no_trade,
UKPIX,ultra_long,XLF_bin_lt-2,380,162,215,0.4263157894736842,0.5657894736842105,3.708017791260669,-3.4779904673850366,-0.38702386395672217,predict_down,-3.4779904673850366
UNPSX,inverse,XLF_bin_lt-2,380,211,165,0.5552631578947368,0.4342105263157895,3.3736253128015217,-3.4247738389095472,0.3861769936343308,predict_up,3.3736253128015217
UJPIX,ultra_long,XLF_bin_lt-2,484,265,213,0.5475206611570248,0.44008264462809915,3.514572458830313,-3.4951748197019064,0.38613525825108863,no_trade,
UAPSX,inverse,GDX_bin_0_0.5,495,270,223,0.5454545454545454,0.4505050505050505,2.1564076876027425,-1.7551193823710336,0.3855322290585858,no_trade,
UKPSX,inverse,SPY_bin_-1_-0.5,513,214,291,0.4171539961013645,0.5672514619883041,2.2619208016710446,-2.3411503665091122,-0.3844516668548694,predict_down,-2.3411503665091122
UKPIX,ultra_long,SPY_bin_-1_-0.5,513,214,288,0.4171539961013645,0.5614035087719298,2.2613967311322636,-2.363754186765379,-0.38366921116203645,predict_down,-2.363754186765379
OTPIX,long,FXY_bin_1_2,207,119,79,0.5748792270531401,0.38164251207729466,1.562934596406587,-1.3508317095046676,0.3829638257078023,predict_up,1.562934596406587
LVPSX,inverse,XLU_bin_lt-2,217,118,98,0.543778801843318,0.45161290322580644,1.9540496951433455,-1.5048556957652368,0.3829585522669199,no_trade,
UBPSX,inverse,XLK_bin_lt-2,337,187,137,0.5548961424332344,0.4065281899109792,4.2001234641319884,-4.793642751789791,0.38188139702516477,predict_up,4.2001234641319884
SOPSX,inverse,FXY_bin_1_2,207,81,121,0.391304347826087,0.5845410628019324,1.311259970513636,-1.5304070440732738,-0.381484032469863,predict_down,-1.5304070440732738
UJPSX,inverse,XLF_bin_lt-2,484,266,212,0.5495867768595041,0.4380165289256198,3.4968582094382845,-3.516964693017708,0.3813383652703095,no_trade,
UGPIX,ultra_long,SLV_bin_gt2,565,256,303,0.45309734513274336,0.536283185840708,3.089943888203658,-3.3196445621627753,-0.38022418930121143,no_trade,
SOPIX,long,FXY_bin_1_2,207,82,120,0.3961352657004831,0.5797101449275363,1.2978876328501188,-1.5427534922877988,-0.38021078831316957,predict_down,-1.5427534922877988
UGPSX,inverse,SLV_bin_gt2,565,257,305,0.45486725663716815,0.5398230088495575,3.080920960674317,-3.296431108226725,-0.3780792940103568,no_trade,
UMPIX,ultra_long,GDX_bin_0_0.5,495,264,227,0.5333333333333333,0.4585858585858586,1.9439261848285747,-1.4382466974109978,0.37720103531807503,no_trade,
UIPSX,inverse,QQQ_bin_lt-2,330,144,177,0.43636363636363634,0.5363636363636364,2.905823622123621,-3.0644204167774722,-0.37564791570851824,no_trade,
TEPIX,long,GLD_bin_lt-2,206,110,81,0.5339805825242718,0.3932038834951456,2.3599157744372943,-2.2498849895996527,0.37548568461422543,no_trade,
OTPSX,inverse,FXY_bin_1_2,207,118,79,0.5700483091787439,0.38164251207729466,1.564589713933708,-1.3564546556978634,0.3742109586668904,predict_up,1.564589713933708
UGPIX,ultra_long,EEM_bin_lt-2,325,178,144,0.5476923076923077,0.4430769230769231,4.283957940141142,-4.45219481425135,0.3736260310551661,no_trade,
BTCFX,long,XLV_bin_0_0.5,278,118,159,0.4244604316546763,0.5719424460431655,2.40716178092618,-2.4387628639867946,-0.3730870691532774,predict_down,-2.4387628639867946
UMPSX,inverse,GDX_bin_0_0.5,495,264,227,0.5333333333333333,0.4585858585858586,1.9392598820880347,-1.442527304525606,0.3727493146341991,no_trade,
UAPIX,ultra_long,XLV_bin_-2_-1,628,353,274,0.5621019108280255,0.43630573248407645,2.556555583190277,-2.44014769735863,0.3723943499839224,predict_up,2.556555583190277
SVPIX,long,XLU_bin_lt-2,247,137,109,0.5546558704453441,0.44129554655870445,2.073132111380791,-1.7636497560418862,0.3715841127554767,predict_up,2.073132111380791
UGPSX,inverse,GLD_bin_1_2,528,242,284,0.4583333333333333,0.5378787878787878,2.8790670477916147,-3.1431269164022515,-0.37104889903914484,no_trade,
OTPIX,long,XLV_bin_-2_-1,616,339,246,0.5503246753246753,0.39935064935064934,1.672746141285982,-1.380431822481572,0.36927713241149546,predict_up,1.672746141285982
ULPIX,ultra_long,IWM_bin_lt-2,452,242,207,0.5353982300884956,0.4579646017699115,3.062875997014023,-2.774801105060813,0.36909770471195824,no_trade,
SVPSX,inverse,XLU_bin_lt-2,247,136,110,0.5506072874493927,0.44534412955465585,2.0883859141028864,-1.7541846143337962,0.3686646831630563,predict_up,2.0883859141028864
UAPSX,inverse,XLV_bin_-2_-1,628,352,274,0.5605095541401274,0.43630573248407645,2.55886610409485,-2.4433539222021974,0.36821957636621855,predict_up,2.55886610409485
UAPIX,ultra_long,EEM_bin_lt-2,420,237,183,0.5642857142857143,0.4357142857142857,3.1921339940736435,-3.2903405662101632,0.36762722137855597,predict_up,3.1921339940736435
UJPIX,ultra_long,IWM_bin_lt-2,452,245,204,0.5420353982300885,0.45132743362831856,3.4793627137409957,-3.3651797372713643,0.3671398196088177,no_trade,
UJPIX,ultra_long,XLK_bin_lt-2,560,305,250,0.5446428571428571,0.44642857142857145,3.2098031704870778,-3.094092441276728,0.36690510121317255,no_trade,
UGPIX,ultra_long,GLD_bin_1_2,528,242,283,0.4583333333333333,0.5359848484848485,2.8822947413450195,-3.147996700380563,-0.3662267780344782,no_trade,
UWPSX,inverse,QQQ_bin_lt-2,330,140,181,0.42424242424242425,0.5484848484848485,2.5761494366964506,-2.659246781529457,-0.36564468581614734,no_trade,
UAPSX,inverse,EEM_bin_lt-2,420,237,183,0.5642857142857143,0.4357142857142857,3.190717843189892,-3.294334719706573,0.3650877979278611,predict_up,3.190717843189892
SNPIX,long,GLD_bin_lt-2,205,82,119,0.4,0.5804878048780487,1.7039807309531405,-1.8029922471944595,-0.3650227194047957,predict_down,-1.8029922471944595
UGPSX,inverse,EEM_bin_lt-2,325,179,143,0.5507692307692308,0.44,4.244805806032533,-4.485524382505517,0.364277700250875,predict_up,4.244805806032533
UUPSX,inverse,SLV_bin_gt2,621,286,332,0.4605475040257649,0.534621578099839,2.511129014757728,-2.8429382199956668,-0.3634019175810808,no_trade,
SHPSX,inverse,FXY_bin_1_2,207,78,123,0.37681159420289856,0.5942028985507246,1.5831414446234013,-1.6141696729620822,-0.3625982468295207,predict_down,-1.6141696729620822
UKPIX,ultra_long,GLD_bin_lt-2,200,92,108,0.46,0.54,2.795055846981943,-3.0501492967290353,-0.361354930621985,no_trade,
INPIX,long,XLE_bin_lt-2,603,333,258,0.5522388059701493,0.42786069651741293,2.7991637237722133,-2.7685951104388944,0.36123380020383467,predict_up,2.7991637237722133
SHPIX,long,FXY_bin_1_2,207,80,122,0.3864734299516908,0.5893719806763285,1.5446604854930521,-1.6230543278925615,-0.35961250803598216,predict_down,-1.6230543278925615
UJPSX,inverse,XLK_bin_lt-2,560,307,249,0.5482142857142858,0.4446428571428571,3.1850563833636563,-3.118870347816574,0.35930998765413447,no_trade,
UUPIX,ultra_long,SLV_bin_gt2,621,286,331,0.4605475040257649,0.533011272141707,2.517012295528033,-2.8487000907669557,-0.3591855290222948,no_trade,
OTPSX,inverse,XLF_bin_lt-2,464,257,187,0.5538793103448276,0.40301724137931033,1.9322947300121678,-1.7656827223258276,0.3586574925392183,predict_up,1.9322947300121678
UJPSX,inverse,IWM_bin_lt-2,452,246,204,0.5442477876106194,0.45132743362831856,3.46044921537949,-3.378960372837978,0.35832431620444,no_trade,
UWPIX,ultra_long,QQQ_bin_lt-2,330,142,179,0.4303030303030303,0.5424242424242425,2.5431731464786402,-2.677978994415154,-0.35826561575862365,no_trade,
ULPSX,inverse,IWM_bin_lt-2,452,242,207,0.5353982300884956,0.4579646017699115,3.05628600404627,-2.791517963817967,0.35791370457716437,no_trade,
SOPSX,inverse,IWM_bin_lt-2,407,175,225,0.42997542997543,0.5528255528255528,1.5160073459821144,-1.8254265865330552,-0.3572965514080281,predict_down,-1.8254265865330552
TEPSX,inverse,GLD_bin_lt-2,206,111,84,0.5388349514563107,0.4077669902912621,2.3362591474742125,-2.2111549751930033,0.3572220750166277,no_trade,
BLPSX,inverse,XLV_bin_gt2,224,101,120,0.45089285714285715,0.5357142857142857,1.0225215990562582,-1.5256874252141823,-0.35628486393312436,no_trade,
SNPSX,inverse,GLD_bin_lt-2,205,81,119,0.3951219512195122,0.5804878048780487,1.7221628017825956,-1.785571701568452,-0.35603827093783175,predict_down,-1.785571701568452
UKPSX,inverse,GDX_bin_0_0.5,495,219,266,0.44242424242424244,0.5373737373737374,1.8610635023870787,-2.1933553652199156,-0.35527195984995413,no_trade,
SOPIX,long,IWM_bin_lt-2,407,177,224,0.4348894348894349,0.5503685503685504,1.5008684153640257,-1.8294845773307897,-0.3541789577461042,predict_down,-1.8294845773307897
REPIX,long,TIP_bin_0.5_1,352,189,161,0.5369318181818182,0.45738636363636365,2.263182257804171,-1.8827203904480585,0.3540439314285537,no_trade,
UCPIX,ultra_long,SLV_bin_lt-2,573,261,306,0.45549738219895286,0.5340314136125655,2.628113472894221,-2.9038051556848896,-0.35362436512074086,no_trade,
UUPIX,ultra_long,EEM_bin_lt-2,385,216,166,0.561038961038961,0.43116883116883115,3.7762425206957757,-4.094279941081584,0.353293283768168,predict_up,3.7762425206957757
UKPIX,ultra_long,GDX_bin_0_0.5,495,221,268,0.44646464646464645,0.5414141414141415,1.8478717075672761,-2.1757658568370495,-0.3529810146665884,no_trade,
UKPSX,inverse,GLD_bin_lt-2,200,92,106,0.46,0.53,2.795665762940717,-3.0920910280656972,-0.35280199392208966,no_trade,
USPSX,inverse,XLF_bin_-2_-1,730,303,416,0.41506849315068495,0.5698630136986301,2.881309532127746,-2.714750846260598,-0.3510952928900026,predict_down,-2.714750846260598
SLPIX,long,SPY_bin_lt-2,260,138,121,0.5307692307692308,0.4653846153846154,2.198913450275281,-1.75373419451907,0.35095468692762044,no_trade,
BLPIX,long,XLV_bin_gt2,224,99,121,0.4419642857142857,0.5401785714285714,1.0494641416511876,-1.5081062560863336,-0.3508210132275841,no_trade,
SLPIX,long,FXY_bin_1_2,207,123,83,0.5942028985507246,0.40096618357487923,1.5968799210800053,-1.4925109353235493,0.35042426406273464,predict_up,1.5968799210800053
REPSX,inverse,TIP_bin_0.5_1,352,189,162,0.5369318181818182,0.4602272727272727,2.2591168397026915,-1.8745374697453958,0.3502784449007232,no_trade,
WCPIX,long,XLV_bin_lt-2,213,116,97,0.5446009389671361,0.45539906103286387,3.844962874721743,-3.8290365753706257,0.3502307307829644,no_trade,
UJPSX,inverse,GDX_bin_0_0.5,495,266,221,0.5373737373737374,0.44646464646464645,2.198786743182601,-1.8627968538318926,0.3498973110903506,no_trade,
UJPIX,ultra_long,GDX_bin_0_0.5,495,265,222,0.5353535353535354,0.4484848484848485,2.208442274931267,-1.8573413854122887,0.3493079096873891,no_trade,
USPIX,ultra_long,XLF_bin_-2_-1,730,303,412,0.41506849315068495,0.5643835616438356,2.881653584801229,-2.73624837255742,-0.34820999082039006,predict_down,-2.73624837255742
USPSX,inverse,GDX_bin_lt-2,851,369,467,0.4336075205640423,0.5487661574618097,2.154469757088677,-2.3368745517193825,-0.34820337871589874,no_trade,
INPSX,inverse,XLE_bin_lt-2,603,331,257,0.548922056384743,0.4262023217247098,2.803665261206182,-2.7941049099660007,0.3481397008258445,no_trade,
SLPSX,inverse,SPY_bin_lt-2,260,138,121,0.5307692307692308,0.4653846153846154,2.196288131296612,-1.7571738082441626,0.34796050508226434,no_trade,
SNPSX,inverse,SPY_bin_lt-2,214,93,119,0.43457943925233644,0.5560747663551402,2.5749882421650994,-2.637264973025042,-0.34747955733002694,predict_down,-2.637264973025042
UUPSX,inverse,EEM_bin_lt-2,385,215,166,0.5584415584415584,0.43116883116883115,3.7849680894880917,-4.09671447752189,0.34730788563975573,predict_up,3.7849680894880917
SLPSX,inverse,FXY_bin_1_2,207,124,83,0.5990338164251208,0.40096618357487923,1.580155690987126,-1.4971457960513184,0.34626185802002013,predict_up,1.580155690987126
SNPIX,long,SPY_bin_lt-2,214,93,119,0.43457943925233644,0.5560747663551402,2.5765828267115976,-2.63577712086011,-0.34595922662698386,predict_down,-2.63577712086011
CNPIX,long,FXY_bin_1_2,207,118,87,0.5700483091787439,0.42028985507246375,1.6592527698368391,-1.427612339254299,0.3458432527807873,predict_up,1.6592527698368391
USPIX,ultra_long,GDX_bin_lt-2,851,369,466,0.4336075205640423,0.5475910693301997,2.155059123699264,-2.3374656368730937,-0.34552546432177794,no_trade,
ENPIX,long,SPY_bin_-1_-0.5,697,404,288,0.5796269727403156,0.4131994261119082,2.0275612383499775,-2.0111303993142426,0.34423125579754515,predict_up,2.0275612383499775
FNPIX,long,GDX_bin_0_0.5,495,277,208,0.5595959595959596,0.4202020202020202,1.589518911303465,-1.3001181698714603,0.34317607898544666,predict_up,1.589518911303465
BKPSX,inverse,XLV_bin_-2_-1,603,326,242,0.5406301824212272,0.4013266998341625,2.342528176481273,-2.300619020805552,0.3431415961823405,no_trade,
UJPIX,ultra_long,IWM_bin_-1_-0.5,721,416,300,0.5769764216366158,0.4160887656033287,2.1350773494650035,-2.1388632952245135,0.34193230070747205,predict_up,2.1350773494650035
TEPIX,long,XLE_bin_lt-2,603,322,253,0.5339966832504146,0.41956882255389716,2.6608789933262167,-2.572785974237603,0.34143977507284934,no_trade,
WCPSX,inverse,XLV_bin_lt-2,213,116,95,0.5446009389671361,0.4460093896713615,3.8125317525506284,-3.889952895810759,0.34135285537019194,no_trade,
CNPSX,inverse,FXY_bin_1_2,207,118,87,0.5700483091787439,0.42028985507246375,1.6508157870359246,-1.428598730835569,0.3406191946258191,predict_up,1.6508157870359246
BRPIX,long,XLV_bin_gt2,224,120,102,0.5357142857142857,0.45535714285714285,1.4999299940598292,-1.0168882059038293,0.34048661734370045,no_trade,
SPPIX,long,GLD_bin_lt-2,205,83,114,0.40487804878048783,0.5560975609756098,2.500155496756357,-2.4310455895603695,-0.33964044380050934,predict_down,-2.4310455895603695
UKPIX,ultra_long,QQQ_bin_-2_-1,500,202,287,0.404,0.574,2.642721667181042,-2.4498979302588224,-0.338581858427423,predict_down,-2.4498979302588224
ENPSX,inverse,SPY_bin_-1_-0.5,697,404,288,0.5796269727403156,0.4131994261119082,2.0184575289929665,-2.013504440648374,0.3379735477854044,predict_up,2.0184575289929665
FNPSX,inverse,GDX_bin_0_0.5,495,279,210,0.5636363636363636,0.42424242424242425,1.5703833107369398,-1.291306086496677,0.33729831420465456,predict_up,1.5703833107369398
UJPSX,inverse,IWM_bin_-1_-0.5,721,415,298,0.5755894590846047,0.4133148404993065,2.133841139533449,-2.159247234112266,0.33576754111085433,predict_up,2.133841139533449
UOPIX,ultra_long,XLF_bin_-2_-1,730,409,306,0.5602739726027397,0.4191780821917808,2.754486815987609,-2.8806385308523526,0.335766736024811,predict_up,2.754486815987609
UFPSX,inverse,SLV_bin_-0.5_0,673,262,359,0.38930163447251115,0.5334323922734027,2.4460299622217194,-2.4117399077964694,-0.33425672629545605,no_trade,
UWPIX,ultra_long,XLE_bin_lt-2,534,226,293,0.4232209737827715,0.548689138576779,2.4591063331658742,-2.5056714832286757,-0.3340893507313004,no_trade,
UKPIX,ultra_long,IWM_bin_-1_-0.5,575,230,327,0.4,0.568695652173913,2.103050975138241,-2.0664586909360705,-0.33396568287704304,predict_down,-2.0664586909360705
BKPIX,long,XLV_bin_-2_-1,603,326,242,0.5406301824212272,0.4013266998341625,2.3394840920198874,-2.3199713566706497,0.33372926315785423,no_trade,
UWPSX,inverse,XLE_bin_lt-2,534,223,295,0.41760299625468167,0.552434456928839,2.492354958013871,-2.487884635098072,-0.3335782990952023,predict_down,-2.487884635098072
UDPIX,ultra_long,XLF_bin_lt-2,423,238,183,0.5626477541371159,0.4326241134751773,2.9125248924650435,-3.0194542318003466,0.3324368794024042,predict_up,2.9125248924650435
UJPIX,ultra_long,XLK_bin_-1_-0.5,675,387,280,0.5733333333333334,0.4148148148148148,2.2557250170185084,-2.3163965295550426,0.33240674564555633,predict_up,2.2557250170185084
BIPIX,long,SPY_bin_lt-2,285,166,116,0.5824561403508772,0.4070175438596491,2.7527928283810414,-3.123736202254334,0.331965649297369,predict_up,2.7527928283810414
UOPSX,inverse,XLF_bin_-2_-1,730,407,303,0.5575342465753425,0.41506849315068495,2.7662783151801853,-2.916233740891936,0.33185815176449146,predict_up,2.7662783151801853
UDPIX,ultra_long,QQQ_bin_lt-2,395,215,174,0.5443037974683544,0.44050632911392407,2.6998879695210087,-2.583756539694219,0.33139816592461524,no_trade,
UFPIX,ultra_long,SLV_bin_-0.5_0,673,262,358,0.38930163447251115,0.5319465081723626,2.4513000206125515,-2.415450453982898,-0.33059533005258374,no_trade,
OEPSX,inverse,FXY_bin_0.5_1,557,248,303,0.4452423698384201,0.5439856373429084,2.627290571032241,-2.756657511734972,-0.32980101335673356,no_trade,
UDPSX,inverse,XLF_bin_lt-2,423,238,180,0.5626477541371159,0.425531914893617,2.91089504557727,-3.0739709072197625,0.3297358334464136,predict_up,2.91089504557727
UJPIX,ultra_long,SPY_bin_-1_-0.5,709,398,301,0.5613540197461213,0.4245416078984485,2.3513265174504623,-2.3323953357940925,0.3297277261935998,predict_up,2.3513265174504623
SPPSX,inverse,GLD_bin_lt-2,205,85,113,0.4146341463414634,0.551219512195122,2.442155906447402,-2.4344829513819404,-0.32933327540551277,predict_down,-2.4344829513819404
LVPIX,long,SPY_bin_lt-2,229,125,103,0.5458515283842795,0.4497816593886463,1.9427549194135265,-1.6260951036700322,0.3290679879854914,no_trade,
UDPSX,inverse,QQQ_bin_lt-2,395,215,173,0.5443037974683544,0.4379746835443038,2.699381176539193,-2.603614243651898,0.32896630076999545,no_trade,
URPSX,inverse,XLF_bin_lt-2,511,221,284,0.4324853228962818,0.5557729941291585,3.069994378119957,-2.9806713766353004,-0.32884914559670236,predict_down,-2.9806713766353004
UJPSX,inverse,XLK_bin_-1_-0.5,675,386,280,0.5718518518518518,0.4148148148148148,2.2562134237369094,-2.3188339033072376,0.3283331683502526,predict_up,2.2562134237369094
UIPSX,inverse,XLK_bin_lt-2,350,152,189,0.4342857142857143,0.54,3.108630226278128,-3.107956563374631,-0.3282628459529427,no_trade,
OTPIX,long,IWM_bin_-1_-0.5,721,399,293,0.5533980582524272,0.406380027739251,1.456914588389449,-1.1763269450290164,0.32821792770303504,predict_up,1.456914588389449
BIPSX,inverse,SPY_bin_lt-2,285,166,116,0.5824561403508772,0.4070175438596491,2.7425773641776825,-3.11875844349693,0.3280416245889525,predict_up,2.7425773641776825
UOPIX,ultra_long,GDX_bin_lt-2,851,459,366,0.5393654524089306,0.4300822561692127,2.3490546339590153,-2.1835544925711488,0.327890872745179,no_trade,
SVPIX,long,FXY_bin_1_2,207,122,83,0.5893719806763285,0.40096618357487923,1.5895892435005599,-1.5191767488295869,0.32772085774981924,predict_up,1.5895892435005599
URPIX,ultra_long,XLF_bin_lt-2,511,219,284,0.42857142857142855,0.5557729941291585,3.1000526993711337,-2.978498724226532,-0.32677513995705815,predict_down,-2.978498724226532
UJPSX,inverse,SPY_bin_-1_-0.5,709,398,301,0.5613540197461213,0.4245416078984485,2.3486174572685385,-2.3358090765092854,0.3267577093985663,predict_up,2.3486174572685385
SOPSX,inverse,XLK_bin_lt-2,422,177,236,0.4194312796208531,0.5592417061611374,1.651097769664173,-1.8223560581675573,-0.3266154608933288,predict_down,-1.8223560581675573
LVPSX,inverse,SPY_bin_lt-2,229,125,103,0.5458515283842795,0.4497816593886463,1.9384853040423349,-1.6284870138652632,0.32566157457279343,no_trade,
UIPIX,ultra_long,XLK_bin_lt-2,350,151,189,0.43142857142857144,0.54,3.133749923634928,-3.1054448244278383,-0.324950952422821,no_trade,
OEPIX,long,FXY_bin_0.5_1,557,248,304,0.4452423698384201,0.5457809694793537,2.628005575285646,-2.737109333026292,-0.32376275506131524,no_trade,
UXPSX,inverse,FXY_bin_1_2,207,93,113,0.4492753623188406,0.5458937198067633,2.88806491551311,-2.9699494302346525,-0.3237403307912876,no_trade,
UXPSX,inverse,GDX_bin_0_0.5,495,220,263,0.4444444444444444,0.5313131313131313,1.554288949802167,-1.909130674986293,-0.3235511082119561,no_trade,
SVPSX,inverse,FXY_bin_1_2,207,122,85,0.5893719806763285,0.4106280193236715,1.5862218034138904,-1.4892756932558822,0.32333635792147175,predict_up,1.5862218034138904
MDPIX,long,XLU_bin_lt-2,247,133,112,0.5384615384615384,0.4534412955465587,1.9430291258169592,-1.5948903347321002,0.32305731272736976,no_trade,
URPIX,ultra_long,XLE_bin_lt-2,633,269,351,0.42496050552922593,0.5545023696682464,2.5377563155525373,-2.5267776712885515,-0.32265799958712343,predict_down,-2.5267776712885515
REPIX,long,TLT_bin_1_2,537,321,211,0.5977653631284916,0.3929236499068901,1.7795222037340765,-1.8879533316811623,0.32191522237227804,predict_up,1.7795222037340765
UKPSX,inverse,IWM_bin_-1_-0.5,575,229,330,0.3982608695652174,0.5739130434782609,2.106833588936976,-2.0216430144019903,-0.321177918062764,predict_down,-2.0216430144019903
UKPSX,inverse,QQQ_bin_-2_-1,500,203,287,0.406,0.574,2.6333708467353802,-2.4218537718143107,-0.32099550124685006,predict_down,-2.4218537718143107
UCPSX,inverse,XLV_bin_-2_-1,497,208,280,0.41851106639839036,0.5633802816901409,2.6087930222227853,-2.5073121216418803,-0.3207614596325695,predict_down,-2.5073121216418803
URPSX,inverse,XLE_bin_lt-2,633,269,350,0.42496050552922593,0.5529225908372828,2.5362817140137457,-2.528055711219855,-0.31999955427685894,predict_down,-2.528055711219855
MDPSX,inverse,XLU_bin_lt-2,247,133,113,0.5384615384615384,0.4574898785425101,1.9403601551378251,-1.5855132140848,0.3194530665657826,no_trade,
SOPIX,long,XLK_bin_lt-2,422,179,235,0.42417061611374407,0.556872037914692,1.6405410563965397,-1.8231380796121732,-0.319385307141896,predict_down,-1.8231380796121732
