ticker,fund_group,condition,n,up_n,down_n,p_up,p_down,avg_up,avg_down,expected,decision,predicted_return
UAPSX,inverse,EEM_bin_-2_-1,732,400,327,0.546448087431694,0.44672131147540983,2.3101931963973517,-2.2943649081401967,0.23745895300149783,no_trade,
OTPIX,long,XLE_bin_lt-2,603,323,255,0.5356550580431177,0.4228855721393035,1.6660771397114031,-1.548866159220789,0.23744949506713406,no_trade,
UCPIX,ultra_long,QQQ_bin_-2_-1,567,254,303,0.4479717813051146,0.5343915343915344,2.4497810956480124,-2.497840275678518,-0.23739189635978128,no_trade,
BIPIX,long,XLV_bin_-2_-1,614,331,278,0.5390879478827362,0.4527687296416938,2.1177261623936303,-1.997529604449101,0.23722170963426953,no_trade,
USPSX,inverse,GLD_bin_-2_-1,494,216,271,0.43724696356275305,0.548582995951417,2.0370433790126525,-2.056044121716825,-0.23721981198082334,no_trade,
UOPSX,inverse,SLV_bin_-0.5_0,673,381,270,0.5661218424962853,0.4011887072808321,1.7205963501301984,-1.8368900441041485,0.2371276337169174,predict_up,1.7205963501301984
UOPIX,ultra_long,SLV_bin_-0.5_0,673,388,274,0.5765230312035661,0.40713224368499257,1.6938068801261383,-1.8169375845125968,0.2367848013855723,predict_up,1.6938068801261383
USPSX,inverse,XLU_bin_-0.5_0,1320,558,740,0.42272727272727273,0.5606060606060606,2.1346937764345917,-2.032007733715064,-0.23676257249897353,predict_down,-2.032007733715064
UJPSX,inverse,XLU_bin_-0.5_0,1281,708,554,0.5526932084309133,0.43247462919594065,2.019006370322285,-2.0329836899696105,0.23667724117487401,predict_up,2.019006370322285
USPSX,inverse,FXY_bin_0_0.5,1512,623,854,0.41203703703703703,0.5648148148148148,1.962861808184755,-1.8503878491037722,-0.2363547067695232,predict_down,-1.8503878491037722
UTPSX,inverse,XLU_bin_lt-2,264,142,118,0.5378787878787878,0.44696969696969696,2.771519306848923,-2.806992792139398,0.2361007276518867,no_trade,
OTPSX,inverse,XLE_bin_lt-2,603,320,248,0.5306799336650083,0.41127694859038144,1.6754611602774816,-1.5885867975173587,0.2357844867404463,no_trade,
UWPSX,inverse,XLV_bin_-2_-1,497,201,273,0.4044265593561368,0.5492957746478874,1.8497234602737,-1.7909736160919023,-0.23569694502630906,no_trade,
WCPSX,inverse,GDX_bin_0_0.5,495,264,220,0.5333333333333333,0.4444444444444444,1.6751917034614552,-1.4807543962738474,0.23532251016884376,no_trade,
UVPSX,inverse,GDX_bin_0.5_1,454,201,250,0.44273127753303965,0.5506607929515418,2.272856040017924,-2.254693198409292,-0.23530668625268802,predict_down,-2.254693198409292
UDPIX,ultra_long,XLV_bin_-1_-0.5,748,423,314,0.5655080213903744,0.4197860962566845,1.5180555867771985,-1.484732527668773,0.235202539463583,predict_up,1.5180555867771985
USPIX,ultra_long,FXY_bin_0_0.5,1512,626,848,0.414021164021164,0.5608465608465608,1.9559417886975188,-1.8619757765360776,-0.23448141453567922,predict_down,-1.8619757765360776
UVPIX,ultra_long,GDX_bin_0.5_1,454,202,248,0.44493392070484583,0.5462555066079295,2.26439992731915,-2.2734959548423874,-0.23440134687762945,no_trade,
ENPIX,long,TLT_bin_-2_-1,574,312,255,0.5435540069686411,0.4442508710801394,2.0948459065692226,-2.035586966464734,0.23435060348622033,no_trade,
USPIX,ultra_long,XLU_bin_-0.5_0,1320,558,738,0.42272727272727273,0.5590909090909091,2.139445912269538,-2.036710588295766,-0.23430423872414624,predict_down,-2.036710588295766
MGPIX,long,FXY_bin_1_2,207,124,83,0.5990338164251208,0.40096618357487923,1.3695233478643272,-1.4618043990755425,0.2342566667241861,predict_up,1.3695233478643272
BKPSX,inverse,GLD_bin_lt-2,206,110,95,0.5339805825242718,0.46116504854368934,2.7825914084203793,-2.714487767989895,0.23402289789903752,no_trade,
UIPSX,inverse,SLV_bin_-0.5_0,673,292,360,0.4338781575037147,0.5349182763744428,1.6698338702756645,-1.791855222236714,-0.2339916640189049,no_trade,
USPIX,ultra_long,SPY_bin_0.5_1,1051,432,597,0.4110371075166508,0.5680304471931494,2.252855773335225,-2.04205033233724,-0.2339394427445433,predict_down,-2.04205033233724
FNPSX,inverse,SLV_bin_lt-2,573,314,251,0.5479930191972077,0.43804537521815007,2.1057227466461397,-2.1003164354856296,0.2338874644677045,no_trade,
BLPSX,inverse,SPY_bin_lt-2,319,175,138,0.54858934169279,0.43260188087774293,1.7230954433651364,-1.6464478138008105,0.23301537393224772,no_trade,
SHPSX,inverse,XLE_bin_lt-2,557,245,303,0.4398563734290844,0.5439856373429084,1.576177284207585,-1.702720166388793,-0.2329636908167793,no_trade,
UIPSX,inverse,XLU_bin_-0.5_0,1119,468,618,0.41823056300268097,0.5522788203753352,1.56208197814114,-1.6044543903090136,-0.23279575285157905,predict_down,-1.6044543903090136
ENPSX,inverse,TLT_bin_-2_-1,574,312,255,0.5435540069686411,0.4442508710801394,2.0914740006427244,-2.035665491328178,0.23248290576976402,no_trade,
USPIX,ultra_long,EEM_bin_-0.5_0,889,358,519,0.4026996625421822,0.5838020247469067,1.8602127854442245,-1.6809547501853737,-0.23223772571110962,predict_down,-1.6809547501853737
UDPIX,ultra_long,XLV_bin_-2_-1,552,310,232,0.5615942028985508,0.42028985507246375,1.7916801206868376,-1.8418627939927212,0.23208092247573955,predict_up,1.7916801206868376
USPSX,inverse,SPY_bin_0.5_1,1051,431,599,0.4100856327307326,0.5699333967649858,2.255777617083297,-2.0295953424926108,-0.23167217620377983,predict_down,-2.0295953424926108
ENPIX,long,LQD_bin_-1_-0.5,525,290,230,0.5523809523809524,0.4380952380952381,2.101187146800856,-2.1208331200113695,0.2315288666088254,predict_up,2.101187146800856
UNPIX,ultra_long,XLF_bin_-2_-1,492,279,209,0.5670731707317073,0.4247967479674797,2.078083961307713,-2.229263906005874,0.2314416033528948,predict_up,2.078083961307713
UDPSX,inverse,XLV_bin_-2_-1,552,306,235,0.5543478260869565,0.4257246376811594,1.813389243343342,-1.8179246615662281,0.23131306701992582,predict_up,1.813389243343342
BIPIX,long,GLD_bin_-2_-1,494,279,212,0.5647773279352226,0.4291497975708502,1.680981095589806,-1.6732774691998298,0.2312933242898621,predict_up,1.680981095589806
UIPIX,ultra_long,SLV_bin_-0.5_0,673,295,361,0.43833580980683506,0.5364041604754829,1.6557947593837532,-1.7841706165591515,-0.23124240499204557,no_trade,
UXPSX,inverse,GDX_bin_lt-2,851,386,452,0.4535840188014101,0.5311398354876615,2.1863099031627695,-2.3018323325722956,-0.2309196142207385,no_trade,
UDPSX,inverse,XLV_bin_-1_-0.5,748,422,312,0.5641711229946524,0.41711229946524064,1.5168010774348377,-1.4979926557130847,0.23090420600938374,predict_up,1.5168010774348377
UWPIX,ultra_long,XLV_bin_-2_-1,497,203,268,0.4084507042253521,0.5392354124748491,1.8382537717976117,-1.8196844799405876,-0.2304022634791998,no_trade,
ENPSX,inverse,LQD_bin_-1_-0.5,525,289,230,0.5504761904761905,0.4380952380952381,2.1059432859762284,-2.1209647581381,0.23008707671498496,predict_up,2.1059432859762284
UNPIX,ultra_long,XLV_bin_-2_-1,459,258,197,0.5620915032679739,0.42919389978213507,2.086713698800288,-2.19719200094767,0.2299026363916845,predict_up,2.086713698800288
UXPIX,ultra_long,GDX_bin_lt-2,851,385,454,0.45240893066980026,0.5334900117508813,2.2020703148532754,-2.2978284744330866,-0.2296322634243365,no_trade,
MGPSX,inverse,FXY_bin_1_2,207,122,83,0.5893719806763285,0.40096618357487923,1.3875908271917048,-1.4670303876822925,0.22957757845293547,predict_up,1.3875908271917048
UIPIX,ultra_long,XLU_bin_-0.5_0,1119,467,619,0.41733690795352996,0.5531724754244861,1.5693922321471612,-1.5990316498373833,-0.2295749944920608,predict_down,-1.5990316498373833
UJPSX,inverse,XLV_bin_-2_-1,628,348,269,0.554140127388535,0.428343949044586,2.4823662615436404,-2.675823126565336,0.2294061114189671,predict_up,2.4823662615436404
OTPSX,inverse,GLD_bin_lt-2,206,111,84,0.5388349514563107,0.4077669902912621,1.4305109392640865,-1.32782844256984,0.22936468486624775,no_trade,
BKPIX,long,GLD_bin_lt-2,206,110,95,0.5339805825242718,0.46116504854368934,2.7828873254016515,-2.725217682431242,0.22923265030686227,no_trade,
USPSX,inverse,GDX_bin_0.5_1,454,174,270,0.3832599118942731,0.5947136563876652,1.9835191714797897,-1.6636776543192973,-0.22920843794873763,predict_down,-1.6636776543192973
GVPSX,inverse,XLU_bin_lt-2,235,102,133,0.4340425531914894,0.5659574468085107,1.1788530125058376,-1.3087429310693641,-0.22902043641119152,predict_down,-1.3087429310693641
UOPSX,inverse,EEM_bin_1_2,839,466,342,0.5554231227651967,0.40762812872467225,1.7774444982918518,-1.8606353779623102,0.22878645642537887,predict_up,1.7774444982918518
USPSX,inverse,TLT_bin_-2_-1,574,251,312,0.4372822299651568,0.5435540069686411,2.095761520084404,-2.1065973423857605,-0.22861015554559522,no_trade,
GVPIX,long,XLU_bin_lt-2,235,100,132,0.425531914893617,0.5617021276595745,1.201502124144614,-1.3164150583632377,-0.22815563952972756,predict_down,-1.3164150583632377
UWPSX,inverse,TLT_bin_-2_-1,546,223,293,0.4084249084249084,0.5366300366300366,1.6396961221941355,-1.6726374862667532,-0.227894776972283,no_trade,
REPIX,long,SLV_bin_-0.5_0,673,374,295,0.5557206537890045,0.43833580980683506,1.477597202840241,-1.3536059256702135,0.22779733401119936,predict_up,1.477597202840241
SHPIX,long,XLE_bin_lt-2,557,249,300,0.44703770197486536,0.5385996409335727,1.5556712579332843,-1.7139219185964092,-0.22767402576936274,no_trade,
UIPSX,inverse,XLF_bin_-2_-1,535,227,300,0.42429906542056073,0.5607476635514018,2.217559690496162,-2.0839383415295143,-0.22765505180602857,predict_down,-2.0839383415295143
BIPSX,inverse,XLV_bin_-2_-1,614,332,278,0.5407166123778502,0.4527687296416938,2.1044869477949693,-2.010861712105078,0.22747575033016004,no_trade,
USPIX,ultra_long,GLD_bin_-2_-1,494,216,268,0.43724696356275305,0.5425101214574899,2.045735088499721,-2.0679454048451227,-0.2273898570497028,no_trade,
USPIX,ultra_long,TLT_bin_-2_-1,574,251,313,0.4372822299651568,0.5452961672473867,2.0942187013201186,-2.096200312042547,-0.2272853721915807,no_trade,
UUPIX,ultra_long,SLV_bin_-2_-1,589,316,270,0.5365025466893039,0.45840407470288624,2.3270384170947573,-2.2284305229737065,0.22694040509175314,no_trade,
BIPSX,inverse,GLD_bin_-2_-1,494,278,211,0.562753036437247,0.4271255060728745,1.6825835391097985,-1.6856360341855634,0.2269008515371863,predict_up,1.6825835391097985
BIPIX,long,SLV_bin_lt-2,573,316,254,0.5514834205933682,0.4432809773123909,1.8130275563010592,-1.7451269231231976,0.22627307036272656,predict_up,1.8130275563010592
MDPSX,inverse,SPY_bin_lt-2,260,138,122,0.5307692307692308,0.46923076923076923,1.9586999964965146,-1.7333583496601128,0.2262726186845588,no_trade,
UWPIX,ultra_long,TLT_bin_-2_-1,546,228,298,0.4175824175824176,0.5457875457875457,1.6067749231389368,-1.6438786117819053,-0.22624751618192354,no_trade,
UNPSX,inverse,XLF_bin_-2_-1,492,279,210,0.5670731707317073,0.4268292682926829,2.0727702062527915,-2.223904338693273,0.22618491142061237,predict_up,2.0727702062527915
USPSX,inverse,XLE_bin_-0.5_0,992,425,554,0.4284274193548387,0.5584677419354839,2.1510433311902015,-2.054949806319195,-0.226057234823587,predict_down,-2.054949806319195
USPIX,ultra_long,XLE_bin_-0.5_0,992,425,549,0.4284274193548387,0.5534274193548387,2.156904819817673,-2.077907330062728,-0.22589372558661974,predict_down,-2.077907330062728
TEPIX,long,EEM_bin_1_2,839,446,334,0.531585220500596,0.39809296781883197,1.5201535046325674,-1.4625920162599333,0.22584353949381084,no_trade,
BIPIX,long,IWM_bin_-1_-0.5,720,409,310,0.5680555555555555,0.4305555555555556,1.8244628879341231,-1.882987141852593,0.2256657044316006,predict_up,1.8244628879341231
REPSX,inverse,SLV_bin_-0.5_0,673,375,296,0.5572065378900446,0.4398216939078752,1.47053804645712,-1.3506794243266642,0.22533530136809432,predict_up,1.47053804645712
UOPIX,ultra_long,GLD_bin_-2_-1,494,266,215,0.5384615384615384,0.4352226720647773,2.0743596223462806,-2.0489780635682147,0.2252011657428027,no_trade,
SMPIX,long,GDX_bin_0.5_1,454,242,184,0.5330396475770925,0.4052863436123348,2.052590438753116,-2.144000320376308,0.22517803354408236,no_trade,
UUPSX,inverse,SLV_bin_-2_-1,589,316,269,0.5365025466893039,0.4567062818336163,2.3182185690023687,-2.2303315626795426,0.22512373080467168,no_trade,
UKPIX,ultra_long,XLE_bin_-1_-0.5,559,252,300,0.45080500894454384,0.5366726296958855,1.935457448255412,-2.0449848568344198,-0.2249734885330272,no_trade,
UKPIX,ultra_long,XLK_bin_-2_-1,509,222,280,0.4361493123772102,0.550098231827112,2.411336192916754,-2.320774404170195,-0.22495127375272134,predict_down,-2.320774404170195
URPSX,inverse,GLD_bin_-1_-0.5,694,292,375,0.4207492795389049,0.5403458213256485,1.4938207754915704,-1.5784113378691214,-0.22436395570227963,no_trade,
USPIX,ultra_long,GDX_bin_0.5_1,454,175,268,0.3854625550660793,0.5903083700440529,1.981937294451865,-1.673508869200951,-0.22392367933211144,predict_down,-1.673508869200951
SOPSX,inverse,XLV_bin_-2_-1,555,229,310,0.4126126126126126,0.5585585585585585,1.244476062504427,-1.320017826154831,-0.22382073476483583,predict_down,-1.320017826154831
UOPIX,ultra_long,GLD_bin_-1_-0.5,694,378,296,0.5446685878962536,0.4265129682997118,1.886085505653659,-1.8844477993587219,0.22355010450562182,no_trade,
USPSX,inverse,TIP_bin_0_0.5,2468,1022,1396,0.4141004862236629,0.5656401944894651,1.9085993246089272,-1.792452922672154,-0.223531511466776,predict_down,-1.792452922672154
UWPSX,inverse,XLV_bin_-1_-0.5,699,280,377,0.4005722460658083,0.5393419170243204,1.4616524072738657,-1.499973351392897,-0.2235011150764518,no_trade,
UNPSX,inverse,XLV_bin_-2_-1,459,255,196,0.5555555555555556,0.42701525054466233,2.1042071557264435,-2.2145160461880553,0.22337185110541227,predict_up,2.1042071557264435
UUPIX,ultra_long,SLV_bin_-0.5_0,673,387,283,0.575037147102526,0.42050520059435365,2.0706763922476985,-2.3006261040868825,0.22329060377900686,predict_up,2.0706763922476985
BIPSX,inverse,SLV_bin_lt-2,573,313,254,0.5462478184991274,0.4432809773123909,1.822610438956025,-1.7450139493762507,0.22206548735020631,no_trade,
ENPIX,long,XLU_bin_-0.5_0,1263,681,568,0.5391923990498813,0.44972288202692,1.6599614349804521,-1.4980072603681465,0.22135044602738008,no_trade,
SNPSX,inverse,SPY_bin_-1_-0.5,538,209,306,0.38847583643122674,0.5687732342007435,1.4464086692521387,-1.3768817327040448,-0.22123865861290093,predict_down,-1.3768817327040448
OTPIX,long,GLD_bin_lt-2,206,112,86,0.5436893203883495,0.4174757281553398,1.406817614841289,-1.3022596143113678,0.22120993219148888,no_trade,
UWPIX,ultra_long,XLV_bin_-1_-0.5,699,284,378,0.4062947067238913,0.5407725321888412,1.4475016419732707,-1.495919558488828,-0.22083995248693578,no_trade,
UVPSX,inverse,SPY_bin_0.5_1,761,327,414,0.4296977660972405,0.5440210249671484,2.3024937455963537,-2.224263700795194,-0.2206697993682033,no_trade,
UJPIX,ultra_long,XLF_bin_-2_-1,674,370,295,0.5489614243323442,0.43768545994065283,2.3959458122395723,-2.5009859989655983,0.22063661844775972,no_trade,
UUPSX,inverse,SLV_bin_-0.5_0,673,387,284,0.575037147102526,0.42199108469539376,2.0690792248848306,-2.2971918733726766,0.22040292420889956,predict_up,2.0690792248848306
SHPSX,inverse,XLF_bin_lt-2,424,181,236,0.4268867924528302,0.5566037735849056,1.9484425693836553,-1.8902953597779346,-0.22038113171969584,predict_down,-1.8902953597779346
RRPIX,long,XLU_bin_lt-2,235,132,101,0.5617021276595745,0.4297872340425532,1.312340636863843,-1.2024555680495888,0.22034447528944187,predict_up,1.312340636863843
UAPIX,ultra_long,SLV_bin_-0.5_0,673,361,311,0.5364041604754829,0.462109955423477,2.023758715369538,-1.872707493790234,0.22015581824612268,no_trade,
USPIX,ultra_long,TIP_bin_0_0.5,2468,1023,1391,0.4145056726094003,0.563614262560778,1.9098087304596885,-1.7949769458856184,-0.2200480552944219,predict_down,-1.7949769458856184
URPSX,inverse,SLV_bin_-0.5_0,673,272,378,0.40416047548291234,0.5616641901931649,1.4362012161282667,-1.42506339644958,-0.21995131214123712,predict_down,-1.42506339644958
SVPIX,long,GDX_bin_0_0.5,495,264,228,0.5333333333333333,0.46060606060606063,1.1402768553261131,-0.8432120313467408,0.21975908415967052,no_trade,
URPSX,inverse,XLF_bin_-2_-1,730,306,406,0.4191780821917808,0.5561643835616439,1.9850688230524005,-1.8906877255574068,-0.21943583112640075,predict_down,-1.8906877255574068
UIPIX,ultra_long,XLF_bin_-2_-1,535,230,301,0.42990654205607476,0.5626168224299065,2.193567938825124,-2.0660250047315447,-0.21935121587741407,predict_down,-2.0660250047315447
UNPIX,ultra_long,GDX_bin_lt-2,851,452,390,0.5311398354876615,0.4582843713278496,2.298459173650827,-2.1854592431326907,0.21924141206630374,no_trade,
ENPSX,inverse,XLU_bin_-0.5_0,1263,679,567,0.5376088677751386,0.4489311163895487,1.6616866375950894,-1.5019793964827979,0.21905218457744977,no_trade,
UCPIX,ultra_long,FXY_bin_0_0.5,1512,672,806,0.4444444444444444,0.533068783068783,2.172636103962572,-2.2220743271334324,-0.21890241124781648,no_trade,
UIPSX,inverse,SLV_bin_0.5_1,609,249,336,0.4088669950738916,0.5517241379310345,1.7850165465591914,-1.7194998404893642,-0.2188552156177138,predict_down,-1.7194998404893642
UCPSX,inverse,FXY_bin_0_0.5,1512,665,805,0.4398148148148148,0.5324074074074074,2.1946273050395226,-2.223846779768275,-0.21876289673424498,no_trade,
SRPIX,long,TLT_bin_1_2,491,185,283,0.37678207739307534,0.5763747454175153,1.3843893478143627,-1.2841387737883083,-0.2185320644326562,predict_down,-1.2841387737883083
UHPIX,ultra_long,XLK_bin_-1_-0.5,471,216,250,0.4585987261146497,0.5307855626326964,3.1830632604929328,-3.1618682580085213,-0.2185252658931142,no_trade,
SOPIX,long,XLV_bin_-2_-1,555,230,310,0.4144144144144144,0.5585585585585585,1.2425758921327583,-1.3130990377330725,-0.2185013450571497,predict_down,-1.3130990377330725
UOPSX,inverse,GLD_bin_-2_-1,494,264,217,0.5344129554655871,0.4392712550607287,2.091042659193047,-2.046782876264413,0.21838740461049963,no_trade,
UMPIX,ultra_long,EEM_bin_1_2,839,449,380,0.5351609058402861,0.45292014302741357,1.7376779125356165,-1.5710382642338643,0.2183824103928766,no_trade,
URPIX,ultra_long,GLD_bin_-1_-0.5,694,288,369,0.414985590778098,0.531700288184438,1.5209433283112392,-1.597801074109844,-0.2183817259263623,no_trade,
MGPIX,long,SPY_bin_lt-2,260,146,111,0.5615384615384615,0.4269230769230769,1.8369334656410508,-1.9064373966303265,0.21760667291395053,predict_up,1.8369334656410508
UMPIX,ultra_long,SLV_bin_-0.5_0,673,371,296,0.5512630014858841,0.4398216939078752,1.7322591338476891,-1.6764299296948042,0.21760011807998603,predict_up,1.7322591338476891
UAPSX,inverse,SLV_bin_-0.5_0,673,361,311,0.5364041604754829,0.462109955423477,2.021592818111511,-1.8757241400750901,0.2175999996655311,no_trade,
SRPSX,inverse,TLT_bin_1_2,491,181,281,0.36863543788187375,0.5723014256619144,1.410273916069674,-1.2882010966400226,-0.21736238156259746,predict_down,-1.2882010966400226
LVPIX,long,IWM_bin_lt-2,389,210,177,0.5398457583547558,0.455012853470437,1.5912890072910721,-1.410405741512349,0.2172978799060136,no_trade,
UCPIX,ultra_long,GLD_bin_lt-2,206,88,118,0.42718446601941745,0.5728155339805825,3.2129961562554703,-2.7752303664918827,-0.21715301696874162,predict_down,-2.7752303664918827
ENPIX,long,XLV_bin_-2_-1,614,329,283,0.5358306188925082,0.4609120521172638,2.1358907373542335,-2.012569773660447,0.2168579912762806,no_trade,
SRPSX,inverse,XLV_bin_-2_-1,466,193,247,0.41416309012875535,0.5300429184549357,1.3615704085858737,-1.4729791676459068,-0.21682996899456078,no_trade,
SNPIX,long,SPY_bin_-1_-0.5,538,212,307,0.3940520446096654,0.570631970260223,1.430393803203806,-1.3669039731471169,-0.21634950460401123,predict_down,-1.3669039731471169
RRPSX,inverse,XLU_bin_lt-2,235,130,99,0.5531914893617021,0.42127659574468085,1.3276172541690154,-1.2299840721181432,0.2162630634139393,predict_up,1.3276172541690154
UNPSX,inverse,GDX_bin_lt-2,851,453,388,0.5323149236192715,0.45593419506462984,2.290145390629137,-2.1999231267217803,0.21605838870381658,no_trade,
UKPSX,inverse,XLE_bin_-2_-1,637,258,371,0.4050235478806907,0.5824175824175825,2.43335093147055,-2.062367088637861,-0.21559442631906528,predict_down,-2.062367088637861
UUPIX,ultra_long,XLK_bin_-1_-0.5,518,281,229,0.5424710424710425,0.4420849420849421,2.4819759141418007,-2.5583262084670406,0.21540256782798006,no_trade,
URPIX,ultra_long,XLF_bin_-2_-1,730,308,407,0.42191780821917807,0.5575342465753425,1.9795124611942079,-1.8843196614153512,-0.2153811837647015,predict_down,-1.8843196614153512
UCPSX,inverse,TLT_bin_1_2,511,216,284,0.4227005870841487,0.5557729941291585,2.6709331707555655,-2.4185122203218077,-0.21513875868530577,predict_down,-2.4185122203218077
URPSX,inverse,GDX_bin_lt-2,851,363,457,0.42655699177438305,0.5370152761457109,1.972398373881885,-1.9672912402549492,-0.21512513170080785,no_trade,
UMPSX,inverse,EEM_bin_1_2,839,450,380,0.5363528009535161,0.45292014302741357,1.7276670715621625,-1.5713577541470582,0.21493949419200356,no_trade,
UVPIX,ultra_long,SPY_bin_0.5_1,761,327,412,0.4296977660972405,0.5413929040735874,2.309723835418909,-2.2298377628978336,-0.214735169687154,no_trade,
UOPIX,ultra_long,XLU_bin_-0.5_0,1320,727,562,0.5507575757575758,0.4257575757575758,2.046201944891793,-2.142782878034159,0.2146551791523761,predict_up,2.046201944891793
SRPIX,long,XLV_bin_-2_-1,466,201,249,0.4313304721030043,0.5343347639484979,1.3171272338206095,-1.4645830574444902,-0.21446053069900362,no_trade,
URPIX,ultra_long,SLV_bin_-0.5_0,673,274,373,0.40713224368499257,0.5542347696879644,1.428805271264196,-1.4362938903420364,-0.21433131763921218,predict_down,-1.4362938903420364
ENPSX,inverse,XLV_bin_-2_-1,614,328,283,0.5342019543973942,0.4609120521172638,2.1402442942273137,-2.0162217843080854,0.21402176473513146,no_trade,
LGPIX,long,XLE_bin_lt-2,542,312,211,0.5756457564575646,0.3892988929889299,1.3288717454140588,-1.4152904868146432,0.2139883613492557,predict_up,1.3288717454140588
LVPSX,inverse,IWM_bin_lt-2,389,209,176,0.5372750642673522,0.4524421593830334,1.594636734484783,-1.4207213940389747,0.21396429860272537,no_trade,
UJPSX,inverse,XLF_bin_-2_-1,674,368,294,0.5459940652818991,0.4362017804154303,2.401788760256276,-2.5158896142025697,0.21392688011684594,no_trade,
UCPSX,inverse,IWM_bin_-2_-1,709,303,396,0.42736248236953456,0.5585331452750353,2.5428585765940817,-2.3281123838368205,-0.21360557869023142,predict_down,-2.3281123838368205
MGPSX,inverse,SPY_bin_lt-2,260,145,112,0.5576923076923077,0.4307692307692308,1.8471246566419253,-1.8966014652987269,0.21312965807546827,predict_up,1.8471246566419253
FNPIX,long,SLV_bin_-0.5_0,673,367,295,0.5453194650817236,0.43833580980683506,1.4136036324596932,-1.273553588339674,0.2126214332132296,no_trade,
SHPIX,long,XLF_bin_lt-2,424,184,233,0.4339622641509434,0.5495283018867925,1.922111826860552,-1.9046990219968862,-0.21256201882767206,no_trade,
UCPSX,inverse,SLV_bin_0.5_1,609,266,333,0.4367816091954023,0.5467980295566502,2.03100394880071,-2.011075691191925,-0.21254705219363254,no_trade,
USPSX,inverse,QQQ_bin_0.5_1,967,409,541,0.42295760082730094,0.5594622543950362,1.9682806967555317,-1.8678010438275279,-0.21246490148674269,predict_down,-1.8678010438275279
UCPIX,ultra_long,TLT_bin_1_2,511,216,285,0.4227005870841487,0.5577299412915852,2.6742270170659967,-2.4077024831828973,-0.21245043448311257,predict_down,-2.4077024831828973
INPIX,long,GLD_bin_0.5_1,778,450,315,0.5784061696658098,0.40488431876606684,1.6306616442756776,-1.8054662770245966,0.2121797720582351,predict_up,1.6306616442756776
UIPIX,ultra_long,SLV_bin_0.5_1,609,253,331,0.4154351395730706,0.5435139573070608,1.761143672136932,-1.7363420773408578,-0.21208518645185578,no_trade,
SHPSX,inverse,EEM_bin_lt-2,420,175,236,0.4166666666666667,0.5619047619047619,1.7172824417990011,-1.6507521431231136,-0.21203113919578478,predict_down,-1.6507521431231136
UTPSX,inverse,TLT_bin_1_2,537,304,225,0.5661080074487895,0.41899441340782123,1.3153161449288318,-1.2713780764268106,0.21191069061886858,predict_up,1.3153161449288318
UKPIX,ultra_long,XLE_bin_-2_-1,637,258,372,0.4050235478806907,0.5839874411302983,2.432841445595921,-2.0501458402992716,-0.21190134949384865,predict_down,-2.0501458402992716
UOPIX,ultra_long,FXY_bin_0_0.5,1512,845,630,0.5588624338624338,0.4166666666666667,1.8482555214649306,-1.9706278531178119,0.2118256403264845,predict_up,1.8482555214649306
USPIX,ultra_long,QQQ_bin_0.5_1,967,408,542,0.421923474663909,0.5604963805584281,1.9756858754847524,-1.8649961186821964,-0.21173532484795393,predict_down,-1.8649961186821964
SRPSX,inverse,GDX_bin_0_0.5,495,217,263,0.4383838383838384,0.5313131313131313,0.8785377185910915,-1.1232585438664031,-0.2116652769749435,no_trade,
INPIX,long,GDX_bin_lt-2,851,463,376,0.5440658049353702,0.4418331374853114,1.9763921865539424,-1.9548759387352375,0.21155843643951364,no_trade,
UMPSX,inverse,SLV_bin_-0.5_0,673,368,295,0.5468053491827637,0.43833580980683506,1.7420762869908666,-1.6906089381746228,0.21152219442960637,no_trade,
BIPSX,inverse,IWM_bin_-1_-0.5,720,408,308,0.5666666666666667,0.42777777777777776,1.8248971896205894,-1.9232811097109879,0.2113714882975225,predict_up,1.8248971896205894
UUPSX,inverse,XLK_bin_-1_-0.5,518,281,229,0.5424710424710425,0.4420849420849421,2.4804029874780738,-2.565603298021897,0.21133220894657173,no_trade,
UJPIX,ultra_long,XLK_bin_-2_-1,700,378,314,0.54,0.44857142857142857,2.4261485895065995,-2.44955726181629,0.21131883803311372,no_trade,
UCPIX,ultra_long,IWM_bin_-2_-1,709,304,393,0.4287729196050776,0.5543018335684062,2.5462700716855657,-2.3507856012871553,-0.2112731163800285,predict_down,-2.3507856012871553
URPIX,ultra_long,GDX_bin_lt-2,851,366,453,0.4300822561692127,0.5323149236192715,1.963986722979553,-1.9833525361723614,-0.2110923128972544,no_trade,
URPSX,inverse,SPY_bin_-2_-1,664,297,354,0.44728915662650603,0.5331325301204819,2.1049908101911283,-2.161132115343926,-0.2106302683810009,no_trade,
URPSX,inverse,XLU_bin_-0.5_0,1320,542,734,0.4106060606060606,0.556060606060606,1.402010906486328,-1.413903593084806,-0.21054191364292255,predict_down,-1.413903593084806
SPPSX,inverse,GDX_bin_lt-2,851,371,467,0.43595769682726204,0.5487661574618097,2.1130516365468592,-2.0623202961996085,-0.2105304596549148,no_trade,
INPIX,long,SLV_bin_lt-2,573,304,263,0.5305410122164049,0.45898778359511344,2.171580370136205,-2.0517076013334603,0.2104037231600454,no_trade,
SNPIX,long,LQD_bin_-1_-0.5,457,186,255,0.40700218818380746,0.5579868708971554,1.52847985376604,-1.4911826573518918,-0.2099656998342427,predict_down,-1.4911826573518918
UUPIX,ultra_long,GDX_bin_0.5_1,454,251,203,0.552863436123348,0.44713656387665196,2.207063354310832,-2.2595090864379057,0.20989550084829067,predict_up,2.207063354310832
