ticker,fund_group,condition,horizon,selection_trades,selection_avg,selected_pre2025,holdout_trades,holdout_hit_rate,holdout_avg
SMPIX,long,FXE_up,3,946,0.1659,True,185,0.6378,0.424
UFPSX,inverse,EUO_big_up,2,149,0.0846,False,36,0.6111,-0.424
UBPIX,ultra_long,XLB_down,2,576,-0.048,False,110,0.5818,0.424
UKPIX,ultra_long,XLP_big_down,3,82,-0.146,False,46,0.5652,-0.4239
URPSX,inverse,XLB_big_down,2,252,-0.1525,True,63,0.5873,-0.4239
FNPIX,long,TBF_big_up,2,165,0.0635,False,29,0.4828,0.4238
ULPSX,inverse,XLP_big_down,3,82,0.1616,False,46,0.587,0.4238
INPIX,long,WIP_big_down,2,9,-0.3345,False,20,0.55,0.4238
BKPIX,long,TBF_big_up,2,165,0.0667,False,29,0.5517,0.4238
BMPIX,long,XOP_lt-2,1,234,0.275,True,42,0.5714,0.4237
MGPSX,inverse,XBI_lt-2,1,196,0.0907,False,41,0.561,0.4237
OEPIX,long,PFF_big_down,3,1,0.0825,False,14,0.6429,0.4237
UWPIX,ultra_long,IAU_big_down,3,101,-0.1288,False,69,0.6667,-0.4236
BKPIX,long,SIL_big_down,3,544,-0.0112,False,112,0.6518,0.4235
UTPSX,inverse,LTPZ_big_down,3,133,0.0166,False,26,0.6154,0.4235
UBPSX,inverse,SIL_big_up,2,551,0.1135,False,155,0.6194,0.4234
UDPSX,inverse,XLB_big_down,3,216,-0.0537,False,63,0.6825,0.4232
UFPSX,inverse,MUB_up,2,870,-0.0692,False,104,0.5577,-0.4232
BTCFX,long,SMH_big_up,3,170,0.271,True,144,0.5903,-0.4232
UFPSX,inverse,GDXJ_gt2,1,302,-0.2308,True,112,0.5357,-0.4231
UWPIX,ultra_long,EUO_big_up,2,173,0.0088,False,39,0.5897,-0.4231
UCPSX,inverse,SIL_big_down,2,544,-0.0352,False,112,0.5982,-0.4231
REPSX,inverse,VCLT_big_down,3,65,-0.1237,False,13,0.4615,0.4231
OEPIX,long,EDV_big_down,1,291,0.0342,False,57,0.5088,0.423
UJPIX,ultra_long,GOVZ_big_up,2,143,0.0517,False,64,0.5781,0.423
UTPIX,ultra_long,VGLT_big_up,1,111,0.0866,False,24,0.5833,0.423
URPIX,ultra_long,SOXX_gt2,1,181,0.1274,False,37,0.4595,0.423
ULPIX,ultra_long,TMV_lt-2,1,322,0.1777,True,56,0.5714,0.423
REPSX,inverse,GOVZ_big_up,1,8,-1.0735,False,17,0.7647,0.423
ULPSX,inverse,XLY_big_down,3,228,0.1321,False,73,0.6849,0.4229
BKPIX,long,VGLT_big_down,3,67,-0.1558,True,23,0.6957,0.4229
TEPSX,inverse,XOP_big_down,3,544,0.1418,False,89,0.6292,0.4228
IDPSX,inverse,DBC_big_down,2,217,0.1272,False,53,0.5849,0.4227
TEPSX,inverse,COPX_big_down,1,482,0.2052,True,108,0.6111,0.4227
SOPSX,inverse,FXA_big_down,2,12,-0.1245,False,12,0.6667,-0.4227
UAPSX,inverse,YCL_big_up,1,108,-0.4521,True,60,0.6,0.4226
BITIX,long,YCS_big_down,1,11,-0.5519,False,64,0.5156,-0.4226
PMPSX,inverse,FXB_down,2,653,0.0413,False,192,0.5885,0.4225
UMPSX,inverse,TBT_gt2,3,113,-0.0633,False,26,0.6154,0.4225
UDPIX,ultra_long,XBI_big_down,1,504,0.1166,False,92,0.5978,0.4224
UBPIX,ultra_long,FXA_down,1,546,0.1378,False,86,0.5698,0.4224
ENPSX,inverse,XLC_big_down,3,158,0.1024,False,46,0.6739,0.4223
BMPIX,long,XOP_lt-2,2,227,0.0262,False,42,0.619,0.4222
UFPSX,inverse,TMV_up,2,642,-0.0261,False,83,0.6145,-0.4222
CYPIX,long,SMH_lt-2,1,138,-0.0751,False,59,0.5593,0.4221
ULPSX,inverse,TMV_lt-2,1,322,0.1745,True,56,0.5714,0.4221
BKPSX,inverse,SIL_big_down,3,544,-0.0143,False,112,0.6429,0.4221
HCPSX,inverse,VCLT_big_down,1,37,-0.0239,False,13,0.5385,0.4221
SMPSX,inverse,SOXX_down,1,870,0.3919,True,165,0.5697,0.422
HCPIX,long,SMH_gt2,1,30,0.1497,False,20,0.45,0.422
BITIX,long,EDV_big_down,2,40,-0.383,False,51,0.5294,-0.422
BTCFX,long,SOXX_big_up,2,172,0.0961,False,144,0.5903,-0.4219
UXPIX,ultra_long,ZROZ_big_up,2,307,-0.0448,False,65,0.6615,-0.4218
USPIX,ultra_long,XLP_big_down,3,82,-0.288,True,46,0.6087,-0.4218
UKPIX,ultra_long,XLC_big_down,2,190,-0.2065,True,46,0.587,-0.4217
UDPSX,inverse,XLY_big_down,3,224,0.1154,False,73,0.6849,0.4216
TEPSX,inverse,XLB_big_down,3,252,0.2458,True,63,0.6032,0.4216
USPSX,inverse,XLP_big_down,3,82,-0.288,True,46,0.6087,-0.4215
SMPSX,inverse,COPX_lt-2,2,192,0.5541,True,68,0.5441,0.4215
ENPIX,long,ULE_big_down,2,160,0.1276,False,45,0.6222,0.4214
SOPIX,long,FXA_big_down,2,12,-0.1167,False,12,0.6667,-0.4213
UJPSX,inverse,PFF_down,2,837,0.0827,False,193,0.5751,0.4213
BMPSX,inverse,XLY_big_down,3,225,0.1383,False,73,0.6986,0.4212
INPIX,long,TBT_lt-2,3,132,0.0111,False,32,0.6562,0.4212
WCPIX,long,EDV_big_down,2,314,-0.0058,False,57,0.5965,0.4211
UFPIX,ultra_long,GOVZ_down,1,459,-0.1747,True,193,0.5596,-0.421
SNPIX,long,BND_down,1,36,-0.1826,False,13,0.6154,0.421
UKPSX,inverse,GOVZ_up,2,405,-0.0926,False,182,0.5604,-0.4208
SMPIX,long,TMF_lt-2,2,367,-0.0037,False,56,0.5179,0.4207
TEPIX,long,EDV_gt2,3,12,-0.0454,False,12,0.75,0.4206
TEPIX,long,TMV_lt-2,3,322,0.1822,True,56,0.6786,0.4206
INPSX,inverse,WIP_big_down,2,9,-0.3384,False,20,0.55,0.4206
UWPSX,inverse,DBC_big_down,3,217,-0.1257,False,53,0.6981,-0.4206
UWPIX,ultra_long,XLY_big_down,2,222,-0.0524,False,73,0.6438,-0.4205
UXPIX,ultra_long,IAU_big_down,3,62,-0.0159,False,63,0.6984,-0.4205
UFPIX,ultra_long,EDV_big_down,1,125,0.9187,True,40,0.5,-0.4205
UJPSX,inverse,OIH_lt-2,3,238,0.1196,False,43,0.6047,0.4205
UKPSX,inverse,TMF_big_up,2,614,-0.1692,True,115,0.5565,-0.4204
UWPSX,inverse,IAU_big_down,2,101,-0.2379,True,69,0.6232,-0.4204
UUPIX,ultra_long,XOP_gt2,3,255,0.0622,False,54,0.6296,0.4204
SMPSX,inverse,FXE_up,3,946,0.158,True,185,0.6378,0.4204
UFPIX,ultra_long,SIL_big_up,3,554,-0.175,True,155,0.5935,-0.4204
FNPSX,inverse,TBT_gt2,3,160,0.0556,False,26,0.5385,0.4202
BMPSX,inverse,XOP_lt-2,1,234,0.2721,True,42,0.5714,0.42
UUPIX,ultra_long,SMH_down,1,866,0.1635,True,161,0.5466,0.42
URPIX,ultra_long,BIL_down,3,316,-0.1646,True,23,0.5217,0.42
BMPIX,long,TBT_gt2,3,160,0.0849,False,26,0.5769,0.42
SHPSX,inverse,FXA_down,2,885,-0.001,False,77,0.6623,-0.4199
LGPIX,long,TBF_big_down,1,133,-0.1604,True,30,0.6333,0.4199
SPPIX,long,TMV_gt2,1,320,-0.0744,False,63,0.5079,-0.4199
BKPSX,inverse,TBF_big_up,2,160,0.0385,False,29,0.5517,0.4199
ENPSX,inverse,VCIT_down,1,21,0.401,False,30,0.7333,0.4198
SHPIX,long,XME_lt-2,3,156,-0.0522,False,52,0.6538,-0.4198
UKPIX,ultra_long,XLY_gt2,3,9,-0.3399,False,22,0.6364,-0.4198
UWPSX,inverse,IAU_big_down,3,101,-0.1316,False,69,0.6667,-0.4198
UJPIX,ultra_long,OIH_gt2,2,263,0.008,False,61,0.5902,0.4198
UKPIX,ultra_long,GOVZ_up,2,405,-0.1093,False,182,0.5604,-0.4198
BKPSX,inverse,GDXJ_big_down,2,578,0.0816,False,109,0.6422,0.4198
SMPSX,inverse,SMH_big_down,3,406,0.2854,True,91,0.6154,0.4197
TEPIX,long,EDV_big_down,2,314,-0.058,False,57,0.5263,0.4197
UFPSX,inverse,TMV_gt2,1,298,0.2617,True,57,0.5439,-0.4196
UTPSX,inverse,VGLT_big_up,1,111,0.0954,False,24,0.5833,0.4196
UJPIX,ultra_long,TBT_lt-2,2,133,0.0025,False,32,0.5625,0.4194
SHPSX,inverse,XLP_big_up,2,10,0.05,False,11,0.6364,-0.4193
UKPSX,inverse,PFF_down,1,618,-0.2118,True,181,0.5635,-0.4193
CYPSX,inverse,SMH_lt-2,1,138,-0.0804,False,59,0.5424,0.4193
BKPIX,long,GDXJ_big_down,2,578,0.0831,False,109,0.6422,0.4193
TEPSX,inverse,EDV_gt2,3,12,-0.0524,False,12,0.75,0.4192
UKPIX,ultra_long,XLC_big_down,3,190,-0.1459,False,46,0.5217,-0.4192
USPSX,inverse,YCL_big_up,2,161,-0.0962,False,60,0.6667,-0.4192
IDPIX,long,IAU_big_down,3,101,0.0859,False,69,0.6812,0.4191
OEPSX,inverse,PFF_big_down,3,1,0.0757,False,14,0.6429,0.4191
UIPSX,inverse,XBI_gt2,1,190,0.0211,False,53,0.5094,0.4191
BKPSX,inverse,VGLT_big_down,3,67,-0.1598,True,23,0.6957,0.4191
FNPSX,inverse,TBF_big_up,2,165,0.0605,False,29,0.4828,0.4191
SLPSX,inverse,XLY_big_down,2,173,0.0303,False,48,0.7083,0.419
UKPIX,ultra_long,SCHP_up,1,959,-0.1781,True,207,0.5459,-0.419
UFPIX,ultra_long,ZROZ_down,1,945,-0.0424,False,199,0.5628,-0.419
UFPIX,ultra_long,GDXJ_gt2,3,302,-0.2181,True,112,0.5893,-0.4189
UKPIX,ultra_long,VGLT_big_down,2,140,-0.0528,False,23,0.4783,-0.4189
UBPIX,ultra_long,XBI_big_down,2,384,-0.0545,False,92,0.6739,0.4188
SMPIX,long,SIL_big_down,2,544,0.1863,True,112,0.5893,0.4188
SMPSX,inverse,VCLT_big_up,1,26,0.3075,False,14,0.6429,0.4187
UVPIX,ultra_long,WIP_big_down,2,16,0.4252,False,20,0.55,0.4187
SMPIX,long,XLB_down,2,896,0.2377,True,187,0.5936,0.4186
BTCFX,long,XLC_up,1,303,0.0952,False,212,0.5472,-0.4185
UAPIX,ultra_long,EDV_gt2,1,12,-0.6397,False,12,0.5,0.4185
UXPIX,ultra_long,OIH_big_down,1,378,0.0425,False,45,0.6,-0.4185
UFPIX,ultra_long,GDXJ_big_up,3,578,-0.1439,False,154,0.6039,-0.4184
ULPIX,ultra_long,TMF_gt2,1,319,0.2076,True,55,0.5818,0.4184
UJPSX,inverse,DBC_down,2,834,0.0564,False,173,0.5665,0.4183
OEPSX,inverse,WIP_down,1,1,2.1867,False,22,0.5,0.4183
UFPSX,inverse,XOP_down,2,350,0.1133,False,74,0.5541,-0.4181
OEPSX,inverse,EDV_big_down,1,314,0.1529,True,57,0.5088,0.418
UOPSX,inverse,LTPZ_big_down,1,16,-0.8374,False,18,0.6111,-0.4179
UCPIX,ultra_long,GDXJ_big_down,3,578,-0.0802,False,109,0.633,-0.4178
CYPIX,long,EUO_big_up,3,181,0.0584,False,39,0.5897,0.4178
URPSX,inverse,XOP_lt-2,2,234,-0.2431,True,42,0.619,-0.4178
UVPSX,inverse,XLY_big_down,3,206,-0.1371,False,73,0.6164,-0.4177
TEPSX,inverse,TMV_lt-2,3,322,0.1772,True,56,0.6786,0.4177
BMPSX,inverse,XOP_lt-2,2,227,0.0229,False,42,0.619,0.4176
HCPSX,inverse,SMH_gt2,1,30,0.1469,False,20,0.45,0.4176
INPIX,long,XLB_big_down,1,252,0.2798,True,63,0.6349,0.4176
SLPIX,long,XOP_lt-2,1,208,0.2924,True,42,0.619,0.4175
TEPSX,inverse,XOP_gt2,2,264,0.0201,False,54,0.6296,0.4175
OTPIX,long,PST_big_up,2,109,0.0281,False,24,0.5417,0.4175
ULPSX,inverse,TMF_gt2,1,319,0.2043,True,55,0.5818,0.4175
UKPIX,ultra_long,COPX_big_down,2,482,-0.1011,False,108,0.5926,-0.4174
REPIX,long,LTPZ_down,3,618,-0.0846,False,15,0.6667,0.4174
PHPSX,inverse,XOP_gt2,1,161,-0.0058,False,48,0.5,-0.4173
IDPSX,inverse,IAU_big_down,3,101,0.082,False,69,0.6812,0.4172
UFPSX,inverse,ZROZ_up,2,535,0.028,False,39,0.5128,-0.4172
ENPSX,inverse,ULE_big_down,2,160,0.1229,False,45,0.6222,0.4172
UKPIX,ultra_long,TMF_big_up,2,614,-0.178,True,115,0.5565,-0.4171
UKPIX,ultra_long,TMF_big_up,3,614,-0.1622,True,115,0.5652,-0.4171
URPIX,ultra_long,OIH_big_down,1,530,-0.0853,False,98,0.5204,-0.4171
UDPIX,ultra_long,BIL_down,3,316,0.1269,False,23,0.4783,-0.417
SMPIX,long,SMH_down,3,866,0.2319,True,161,0.6398,0.417
TEPSX,inverse,SIL_down,1,934,0.0883,False,174,0.6034,0.417
UAPSX,inverse,XBI_lt-2,2,181,0.1547,True,23,0.5652,0.4169
UUPSX,inverse,XOP_gt2,3,255,0.0598,False,54,0.6296,0.4169
UUPSX,inverse,SMH_down,1,866,0.1616,True,161,0.5466,0.4167
UUPIX,ultra_long,XOP_lt-2,2,234,0.3016,True,42,0.6429,0.4167
UKPSX,inverse,TMF_big_up,3,614,-0.1563,True,115,0.5652,-0.4166
REPIX,long,GDXJ_big_down,3,177,-0.1879,True,20,0.75,0.4166
UKPSX,inverse,SCHP_up,1,959,-0.167,True,207,0.5507,-0.4165
UKPIX,ultra_long,SHY_up,1,869,-0.1335,False,206,0.5485,-0.4165
UJPIX,ultra_long,ULE_up,2,930,0.1119,False,187,0.5615,0.4165
BMPSX,inverse,TBT_gt2,3,160,0.0806,False,26,0.5769,0.4164
OTPSX,inverse,XOP_lt-2,3,234,0.1218,False,42,0.7381,0.4164
SMPSX,inverse,TMF_lt-2,2,367,-0.0074,False,56,0.5179,0.4164
SVPSX,inverse,XLB_big_down,2,124,0.0043,False,23,0.7391,0.4164
ENPSX,inverse,IAU_down,1,7,-1.0273,False,30,0.7,0.4164
INPSX,inverse,TBT_lt-2,3,132,-0.0091,False,32,0.6562,0.4163
TEPSX,inverse,EDV_big_down,2,314,-0.0611,False,57,0.5263,0.4163
LGPSX,inverse,TBF_big_down,1,133,-0.1651,True,30,0.6333,0.4162
UBPSX,inverse,XBI_big_down,2,346,-0.0777,False,92,0.6739,0.4161
UWPSX,inverse,LTPZ_big_up,1,110,0.0035,False,25,0.56,-0.4161
USPIX,ultra_long,XOP_big_down,1,544,-0.1545,True,89,0.6292,-0.4161
OTPIX,long,XLY_lt-2,3,25,0.1615,False,29,0.6207,0.416
UJPSX,inverse,OIH_gt2,2,263,-0.0008,False,61,0.5902,0.416
UFPIX,ultra_long,TMV_gt2,1,298,0.2638,True,57,0.5439,-0.4159
URPIX,ultra_long,SMH_big_down,1,406,-0.0773,False,91,0.5495,-0.4158
WCPSX,inverse,EDV_big_down,2,314,-0.0104,False,57,0.5965,0.4157
UFPSX,inverse,SIL_lt-2,2,208,-0.2451,True,66,0.5606,-0.4157
IDPIX,long,TBF_big_up,3,164,0.0443,False,29,0.6207,0.4156
UFPIX,ultra_long,TMV_up,2,642,-0.022,False,83,0.6145,-0.4155
UBPIX,ultra_long,XBI_down,2,284,-0.2115,True,92,0.6522,0.4155
UDPIX,ultra_long,EUO_big_up,2,181,-0.0147,False,39,0.5897,0.4155
UKPIX,ultra_long,TMV_big_down,3,621,-0.1499,False,118,0.5678,-0.4155
BIPSX,inverse,TBT_up,2,353,-0.0612,False,18,0.6111,0.4154
UKPSX,inverse,COPX_big_down,2,482,-0.0949,False,108,0.5926,-0.4153
ULPIX,ultra_long,IAU_big_down,2,101,0.2612,True,69,0.6522,0.4153
UKPSX,inverse,TMV_big_down,3,621,-0.1444,False,118,0.5678,-0.4152
UVPIX,ultra_long,XLY_big_down,3,206,-0.133,False,73,0.6164,-0.4152
TEPSX,inverse,USO_big_down,3,466,0.1239,False,122,0.6066,0.4152
OEPIX,long,DBC_down,2,380,-0.2192,True,30,0.5,-0.4152
SLPSX,inverse,XOP_lt-2,1,208,0.2885,True,42,0.619,0.4152
UFPSX,inverse,SIL_big_up,3,554,-0.1773,True,155,0.6,-0.4152
SLPIX,long,XOP_lt-2,2,234,0.1357,False,42,0.6905,0.4151
SMPSX,inverse,SIL_big_down,2,544,0.1798,True,112,0.5893,0.4151
UIPSX,inverse,TBF_big_up,3,165,-0.0295,False,29,0.5862,-0.4148
UJPSX,inverse,SOXX_big_down,2,409,0.1082,False,94,0.5957,0.4148
UDPIX,ultra_long,LTPZ_big_up,1,110,-0.0206,False,25,0.56,0.4148
UFPSX,inverse,XLC_big_up,2,212,-0.3043,True,51,0.6078,-0.4144
UJPSX,inverse,TBT_big_down,3,460,0.1086,False,89,0.5843,0.4144
UVPSX,inverse,XOP_gt2,3,255,-0.0822,False,54,0.6296,-0.4144
UTPIX,ultra_long,YCS_big_down,1,163,-0.0731,False,57,0.6316,0.4144
IDPIX,long,DBC_big_down,3,217,0.1003,False,53,0.6792,0.4143
UFPIX,ultra_long,GDXJ_gt2,1,302,-0.2304,True,112,0.5357,-0.4142
REPSX,inverse,LTPZ_down,3,614,-0.0864,False,12,0.6667,0.4142
UVPSX,inverse,XME_big_down,1,390,-0.0891,False,101,0.5149,-0.4141
CYPSX,inverse,EUO_big_up,3,181,0.0542,False,39,0.5897,0.4141
ULPIX,ultra_long,TBT_lt-2,3,133,0.1465,False,32,0.7188,0.414
USPIX,ultra_long,YCL_big_up,2,161,-0.0968,False,60,0.6667,-0.414
INPIX,long,XLY_lt-2,2,12,-0.5055,False,28,0.6071,0.414
BTCFX,long,OIH_big_up,3,47,0.2551,False,46,0.6522,-0.4139
UKPIX,ultra_long,XME_down,2,913,-0.1386,False,172,0.5814,-0.4138
OEPIX,long,MUB_up,2,183,-0.0816,False,136,0.5882,0.4138
USPSX,inverse,ULE_big_down,3,181,-0.2022,True,45,0.6222,-0.4138
UCPIX,ultra_long,SIL_lt-2,2,223,-0.1819,True,66,0.5606,-0.4138
UKPSX,inverse,SHY_up,1,869,-0.1228,False,206,0.5437,-0.4138
UOPSX,inverse,EDV_big_up,1,280,0.172,True,59,0.5932,0.4138
SNPIX,long,LTPZ_big_down,2,149,-0.0835,False,26,0.6538,-0.4137
PMPIX,long,USO_big_down,3,400,0.1253,False,106,0.5943,0.4137
UCPIX,ultra_long,GDXJ_big_down,2,578,-0.1209,False,109,0.5596,-0.4137
UUPIX,ultra_long,SMH_big_down,1,406,0.1715,True,91,0.5385,0.4136
UFPSX,inverse,OIH_big_down,1,531,-0.093,False,98,0.551,-0.4136
SOPSX,inverse,PST_big_up,2,109,-0.0162,False,24,0.5417,-0.4135
SMPIX,long,XOP_big_up,3,543,0.1794,True,121,0.6281,0.4135
UUPSX,inverse,XOP_lt-2,2,234,0.3001,True,42,0.6429,0.4134
OTPIX,long,YCL_big_up,1,161,0.0122,False,60,0.6167,0.4134
UOPIX,ultra_long,LTPZ_big_down,1,16,-0.8339,False,18,0.6111,-0.4133
UDPIX,ultra_long,EDV_big_down,2,314,-0.0676,False,57,0.5439,0.4133
SHPIX,long,DBC_big_down,1,201,-0.0479,False,53,0.6038,-0.4133
UCPIX,ultra_long,SIL_big_down,3,544,-0.0119,False,112,0.6607,-0.4133
UKPIX,ultra_long,ULE_up,3,930,-0.1131,False,187,0.5775,-0.4133
UJPIX,ultra_long,XME_down,2,913,0.1239,False,172,0.5756,0.4131
OTPSX,inverse,YCL_big_up,1,161,0.0098,False,60,0.6167,0.4131
IDPIX,long,VCLT_big_down,3,6,-0.4164,False,11,0.7273,0.413
USPSX,inverse,OIH_big_down,2,540,-0.0965,False,98,0.6224,-0.413
UJPIX,ultra_long,DBC_down,3,834,0.0759,False,173,0.5665,0.4129
TEPIX,long,SMH_down,1,866,0.1694,True,161,0.6398,0.4128
UKPIX,ultra_long,SHY_up,2,869,-0.0969,False,206,0.5825,-0.4127
UFPSX,inverse,GDXJ_big_up,3,578,-0.1469,False,154,0.6104,-0.4126
UDPSX,inverse,LTPZ_big_up,1,110,-0.0212,False,25,0.56,0.4126
PHPIX,long,IAU_big_down,3,3,0.0183,False,29,0.5862,0.4126
BKPIX,long,TBT_gt2,2,160,0.0481,False,26,0.5385,0.4124
UFPIX,ultra_long,FLRN_down,3,547,-0.0617,False,77,0.6234,-0.4124
MGPIX,long,XLB_big_down,1,252,0.066,False,63,0.619,0.4123
IDPSX,inverse,TBF_big_up,3,164,0.0399,False,29,0.6207,0.4123
UBPIX,ultra_long,GDXJ_gt2,1,302,0.2264,True,112,0.5446,0.4123
SHPSX,inverse,XOP_lt-2,2,234,-0.1457,False,42,0.6905,-0.4122
SLPIX,long,LTPZ_big_down,2,149,-0.0121,False,26,0.5,0.4122
UKPIX,ultra_long,SIL_gt2,3,241,-0.0879,False,102,0.598,-0.4122
UUPIX,ultra_long,XLP_up,1,785,-0.0812,False,100,0.53,0.4122
UFPIX,ultra_long,TBF_down,2,647,0.0048,False,26,0.5,-0.4121
SNPSX,inverse,LTPZ_big_down,2,149,-0.0868,False,26,0.6538,-0.4121
PHPIX,long,XLY_big_down,2,216,0.0329,False,73,0.6027,0.412
UTPIX,ultra_long,TBT_lt-2,1,133,0.0918,False,32,0.5938,0.412
UFPSX,inverse,XLB_down,2,708,-0.0374,False,123,0.5691,-0.4119
UAPIX,ultra_long,GDXJ_big_down,3,578,0.0675,False,109,0.6239,0.4119
MGPIX,long,LTPZ_big_down,2,149,-0.0123,False,26,0.5385,0.4118
OTPSX,inverse,PST_big_up,2,98,0.0079,False,24,0.5417,0.4118
UWPIX,ultra_long,DBC_big_down,3,217,-0.1215,False,53,0.6792,-0.4117
UIPIX,ultra_long,XLP_big_up,2,18,0.5909,False,22,0.6364,-0.4117
UIPIX,ultra_long,TBF_big_up,3,165,-0.0261,False,29,0.5862,-0.4116
TEPIX,long,YCL_big_up,2,161,0.0425,False,60,0.7,0.4115
SLPSX,inverse,XOP_lt-2,2,234,0.1319,False,42,0.6905,0.4115
INPSX,inverse,XLB_big_down,1,252,0.2759,True,63,0.6349,0.4115
USPSX,inverse,EDV_big_up,2,280,-0.1986,True,59,0.6271,-0.4115
OTPSX,inverse,XLY_lt-2,3,25,0.1577,False,29,0.6207,0.4114
ULPSX,inverse,IAU_big_down,2,101,0.2492,True,69,0.6522,0.4113
WCPIX,long,TBT_gt2,3,160,0.0486,False,26,0.6538,0.4113
ULPIX,ultra_long,SOXX_big_down,1,409,0.1018,False,94,0.5745,0.4113
UHPSX,inverse,XLY_down,3,796,-0.1051,False,50,0.5,-0.4112
PHPSX,inverse,MBB_up,2,17,0.1914,False,29,0.6897,0.4112
UJPSX,inverse,FXA_down,2,943,0.1016,False,186,0.5753,0.4111
USPIX,ultra_long,EDV_big_up,2,280,-0.1994,True,59,0.6102,-0.4111
UKPIX,ultra_long,SHY_up,3,869,-0.1035,False,206,0.5922,-0.4111
OEPIX,long,DBC_big_down,3,174,0.1612,True,53,0.5849,0.4111
USPSX,inverse,TBT_lt-2,1,133,0.2044,True,32,0.5938,-0.4111
UAPSX,inverse,XME_lt-2,2,156,0.1451,False,52,0.5385,0.411
INPIX,long,TBF_big_down,3,128,0.0676,False,30,0.6333,0.411
ULPSX,inverse,TBT_lt-2,3,133,0.1425,False,32,0.7188,0.4108
UFPIX,ultra_long,XLC_big_up,2,212,-0.3015,True,51,0.6078,-0.4108
UBPIX,ultra_long,OIH_big_down,1,540,0.0732,False,98,0.551,0.4108
UXPIX,ultra_long,BIL_down,1,214,-0.0368,False,23,0.5217,0.4108
UDPSX,inverse,EUO_big_up,2,181,-0.0189,False,39,0.5897,0.4107
UKPSX,inverse,SIL_gt2,3,241,-0.0859,False,102,0.5882,-0.4106
UTPSX,inverse,YCS_big_down,1,163,-0.0694,False,57,0.6316,0.4105
SMPSX,inverse,ULE_up,3,930,0.1607,False,187,0.6471,0.4105
UMPIX,ultra_long,SOXX_lt-2,1,63,-0.5765,True,36,0.5833,0.4105
LGPIX,long,XLY_lt-2,3,25,0.1656,False,29,0.5862,0.4105
UBPSX,inverse,GDXJ_gt2,1,302,0.2223,True,112,0.5446,0.4104
UIPSX,inverse,SMH_down,1,836,-0.1152,False,161,0.5652,-0.4104
UAPIX,ultra_long,ULE_big_down,3,176,0.0775,False,45,0.6444,0.4104
UXPIX,ultra_long,XBI_big_down,2,504,-0.0082,False,92,0.6196,-0.4104
SHPSX,inverse,XME_lt-2,3,156,-0.0576,False,52,0.6538,-0.4103
SOPIX,long,PST_big_up,2,109,-0.0118,False,24,0.5417,-0.4103
SHPIX,long,XOP_lt-2,2,234,-0.1424,False,42,0.6905,-0.4102
TEPSX,inverse,SMH_down,1,866,0.1604,True,161,0.6398,0.4101
UKPSX,inverse,XME_down,2,913,-0.1307,False,172,0.5756,-0.41
UKPSX,inverse,ULE_up,3,930,-0.1098,False,187,0.5775,-0.4099
URPSX,inverse,XLP_big_down,3,82,-0.2655,True,46,0.5652,-0.4099
MLPIX,long,LTPZ_big_down,2,27,-0.3205,False,22,0.6364,0.4099
UAPSX,inverse,GDXJ_big_down,3,578,0.0644,False,109,0.6239,0.4098
UJPSX,inverse,ULE_up,2,930,0.1065,False,187,0.5615,0.4098
IDPSX,inverse,VCLT_big_down,3,6,-0.4209,False,11,0.7273,0.4098
UCPIX,ultra_long,SIL_lt-2,1,176,-0.3032,True,48,0.6042,-0.4097
UFPSX,inverse,GDXJ_gt2,3,302,-0.22,True,112,0.5982,-0.4097
URPSX,inverse,SMH_big_down,1,406,-0.0796,False,91,0.5604,-0.4097
UMPIX,ultra_long,XLY_lt-2,3,22,-0.0532,False,10,0.5,0.4096
UAPSX,inverse,EDV_gt2,1,12,-0.6537,False,12,0.5,0.4096
UAPIX,ultra_long,XME_lt-2,2,156,0.1492,False,52,0.5385,0.4096
UUPSX,inverse,SMH_big_down,1,406,0.1731,True,91,0.5385,0.4096
USPIX,ultra_long,TBT_lt-2,1,133,0.1976,True,32,0.5938,-0.4094
INPSX,inverse,XLY_lt-2,2,12,-0.5053,False,28,0.6071,0.4094
SHPSX,inverse,LTPZ_big_down,2,146,0.034,False,26,0.5,-0.4094
SVPIX,long,XLB_big_down,2,123,0.0169,False,27,0.7037,0.4093
SMPIX,long,BIL_down,1,224,0.2399,True,23,0.5652,-0.4092
PMPSX,inverse,XME_up,3,95,-0.0976,False,65,0.5077,-0.4092
UJPSX,inverse,GOVZ_big_up,2,132,0.0585,False,64,0.5781,0.4092
MGPIX,long,SPTL_big_down,2,140,0.0189,False,21,0.5238,0.4092
UOPIX,ultra_long,ULE_big_down,3,181,0.171,True,45,0.6222,0.4091
SNPIX,long,SPTL_big_down,3,140,-0.0764,False,21,0.7143,-0.4091
BIPIX,long,XME_big_down,3,330,0.0688,False,101,0.6139,0.4091
SLPSX,inverse,LTPZ_big_down,2,149,-0.0159,False,26,0.5,0.409
IDPIX,long,PST_big_up,3,112,0.1,False,24,0.5833,0.409
UBPIX,ultra_long,ZROZ_big_up,3,203,0.1934,True,65,0.5846,0.409
PHPIX,long,SOXX_big_down,3,324,0.0204,False,94,0.6489,0.4089
UIPSX,inverse,PST_big_up,2,42,0.6171,False,22,0.5,-0.4089
UHPSX,inverse,SPTL_big_up,2,113,-0.4505,True,24,0.5833,-0.4089
UKPSX,inverse,CEW_up,2,998,-0.0887,False,207,0.5604,-0.4089
UKPSX,inverse,SHY_up,2,869,-0.0854,False,206,0.5777,-0.4088
