ticker,fund_group,condition,horizon,selection_trades,selection_avg,selected_pre2025,holdout_trades,holdout_hit_rate,holdout_avg
BRPIX,long,TBF_big_up,2,165,-0.0532,False,29,0.5172,-0.3071
UKPIX,ultra_long,TBT_big_up,2,493,-0.034,False,94,0.5319,-0.307
USPSX,inverse,EDV_gt2,3,12,-0.0538,False,12,0.75,-0.307
UFPSX,inverse,SCHP_up,2,917,-0.0668,False,99,0.5354,-0.307
UAPIX,ultra_long,FXB_down,1,527,0.1163,False,192,0.5521,0.307
UXPSX,inverse,FXA_down,1,600,-0.2028,True,186,0.5645,-0.307
UDPSX,inverse,OIH_lt-2,3,141,-0.0112,False,43,0.6279,0.3069
ENPIX,long,LTPZ_up,2,36,-0.2711,False,21,0.4762,-0.3069
UMPIX,ultra_long,TBF_big_down,3,107,-0.0206,False,22,0.5,0.3069
SNPSX,inverse,SOXX_big_down,1,134,-0.003,False,94,0.5532,-0.3069
SMPIX,long,UDN_up,1,894,0.1256,False,179,0.5978,0.3069
UXPSX,inverse,YCL_big_down,3,215,0.0418,False,63,0.6825,-0.3069
PHPIX,long,UDN_up,3,254,-0.027,False,120,0.6167,0.3068
UJPSX,inverse,BND_up,1,964,0.17,True,196,0.5459,0.3068
TEPSX,inverse,GOVZ_big_down,2,204,0.027,False,73,0.5342,0.3068
UDPIX,ultra_long,TMF_lt-2,3,367,-0.0909,False,56,0.6429,0.3068
UHPIX,ultra_long,SOXX_gt2,1,123,0.9402,True,82,0.5,0.3068
OEPSX,inverse,BND_down,3,130,-0.0185,False,115,0.5739,0.3067
SPPSX,inverse,EUO_big_up,1,181,-0.2382,True,39,0.641,-0.3067
UXPIX,ultra_long,SMH_down,2,866,-0.0279,False,161,0.5963,-0.3067
ULPIX,ultra_long,GDXJ_lt-2,1,195,0.0887,False,70,0.5714,0.3067
UJPIX,ultra_long,SIL_big_down,3,544,0.0643,False,112,0.5625,0.3067
PHPSX,inverse,EDV_down,3,569,0.0141,False,147,0.6327,0.3066
UXPSX,inverse,SOXX_down,1,870,-0.0811,False,165,0.5576,-0.3066
UCPSX,inverse,YCL_big_up,3,123,0.2681,True,60,0.6,-0.3066
SLPSX,inverse,XLC_down,1,199,0.089,False,29,0.5862,0.3066
SOPSX,inverse,OIH_big_down,1,530,-0.0872,False,98,0.602,-0.3066
IDPIX,long,GDXJ_big_down,3,578,0.0305,False,109,0.6147,0.3065
SHPIX,long,XOP_big_down,3,544,-0.0489,False,89,0.6966,-0.3065
UNPIX,ultra_long,SOXX_down,1,863,0.0588,False,165,0.5576,0.3065
SOPSX,inverse,LTPZ_big_up,3,110,-0.1395,False,25,0.76,-0.3065
UNPIX,ultra_long,YCL_big_up,2,125,-0.3263,True,60,0.5333,0.3064
MLPSX,inverse,SMH_big_down,1,278,-0.0231,False,91,0.5824,0.3064
UBPIX,ultra_long,XOP_big_down,3,530,-0.0055,False,89,0.5618,0.3064
UFPIX,ultra_long,VMBS_up,3,941,-0.0759,False,196,0.5816,-0.3064
BRPIX,long,TLH_big_up,3,32,-0.1256,False,15,0.8667,-0.3064
INPSX,inverse,PST_big_up,3,23,0.0641,False,24,0.625,0.3063
UKPIX,ultra_long,TMV_down,1,970,-0.1816,True,194,0.5412,-0.3062
PHPIX,long,TBT_up,3,559,0.0295,False,121,0.6281,0.3062
SVPIX,long,IAU_big_down,2,101,0.1498,False,69,0.6522,0.3062
USPSX,inverse,TBT_big_up,2,493,-0.056,False,94,0.5532,-0.3062
UJPIX,ultra_long,UDN_up,3,894,0.085,False,179,0.5587,0.3062
TEPIX,long,ULE_up,2,930,0.1515,True,187,0.6096,0.3061
UFPIX,ultra_long,TBF_up,3,752,0.0012,False,48,0.5208,-0.3061
SVPSX,inverse,GDXJ_lt-2,3,252,-0.0101,False,70,0.7286,0.3061
UAPSX,inverse,PST_big_up,1,112,-0.3079,True,24,0.5417,0.306
TEPIX,long,TMF_big_up,3,614,0.1654,True,115,0.6348,0.306
SMPSX,inverse,XBI_big_down,3,504,0.2459,True,92,0.6087,0.3059
SMPIX,long,FXE_up,1,946,0.2154,True,185,0.5946,0.3059
UKPSX,inverse,FXA_down,3,943,-0.1179,False,186,0.543,-0.3059
SPPIX,long,FXC_down,2,603,-0.0427,False,201,0.597,-0.3059
UNPSX,inverse,SOXX_down,1,810,0.0561,False,165,0.5576,0.3058
UUPIX,ultra_long,FXE_up,2,946,0.1082,False,185,0.5838,0.3058
UFPSX,inverse,USO_down,3,863,-0.0403,False,187,0.5829,-0.3058
UMPSX,inverse,PST_down,1,946,0.147,False,193,0.5648,0.3058
UCPIX,ultra_long,YCL_big_up,3,123,0.2742,True,60,0.6,-0.3058
ULPSX,inverse,SMH_down,1,866,0.065,False,161,0.5839,0.3058
ULPSX,inverse,XOP_lt-2,2,234,0.2041,True,42,0.5952,0.3057
UKPSX,inverse,TMV_down,1,970,-0.1714,True,194,0.5464,-0.3057
INPSX,inverse,GDXJ_lt-2,1,259,0.018,False,70,0.5857,0.3057
SVPIX,long,XLY_big_down,3,188,0.0956,False,71,0.7183,0.3057
FNPIX,long,XLB_big_down,3,224,-0.1131,False,63,0.619,0.3057
SHPIX,long,SHY_up,2,793,-0.0428,False,85,0.5765,-0.3057
UDPIX,ultra_long,DBC_big_down,2,217,0.1457,False,53,0.6038,0.3057
UNPSX,inverse,YCL_big_down,3,215,-0.0513,False,63,0.6825,0.3057
BMPSX,inverse,XLY_big_down,2,228,0.0776,False,73,0.5342,0.3057
ULPIX,ultra_long,EDV_big_up,1,274,0.1233,False,59,0.5593,0.3057
ULPSX,inverse,VGLT_big_up,1,111,-0.1469,False,24,0.5,0.3056
UWPSX,inverse,OIH_big_down,1,527,-0.0671,False,98,0.5816,-0.3056
UKPSX,inverse,TMV_big_down,1,621,-0.1722,True,118,0.5169,-0.3056
TEPSX,inverse,SMH_big_down,2,406,0.1633,True,91,0.5824,0.3056
BKPSX,inverse,XOP_big_down,2,87,-0.0388,False,37,0.5946,0.3056
UCPIX,ultra_long,XME_down,3,913,-0.0988,False,172,0.6105,-0.3056
UEPSX,inverse,XLY_lt-2,2,25,0.0637,False,29,0.5517,0.3055
USPIX,ultra_long,XLY_lt-2,2,22,0.0682,False,20,0.65,-0.3055
UVPIX,ultra_long,PFF_down,2,496,0.0239,False,187,0.5882,-0.3055
PHPSX,inverse,OIH_lt-2,2,247,0.0006,False,43,0.5349,0.3055
ULPSX,inverse,SOXX_gt2,1,181,-0.1208,False,41,0.4634,-0.3054
UFPIX,ultra_long,SPTL_down,2,662,-0.0314,False,172,0.5756,-0.3054
SGPIX,long,DBC_big_down,3,190,0.0752,False,53,0.6604,0.3054
UNPIX,ultra_long,XME_big_down,2,423,0.0695,False,101,0.5743,0.3054
UMPSX,inverse,TBF_big_down,3,107,-0.0252,False,22,0.5,0.3053
LVPSX,inverse,LTPZ_big_down,3,149,0.0402,False,26,0.6923,0.3053
UJPIX,ultra_long,SIL_lt-2,3,223,0.0528,False,66,0.5303,0.3053
UCPIX,ultra_long,SOXX_down,3,870,-0.0823,False,165,0.6182,-0.3053
INPIX,long,TMV_lt-2,3,322,0.0656,False,56,0.6429,0.3053
UIPSX,inverse,GDXJ_lt-2,2,209,-0.1239,False,70,0.6,-0.3053
UOPSX,inverse,OIH_big_down,2,540,0.0441,False,98,0.602,0.3053
UKPIX,ultra_long,FXC_down,2,961,-0.1001,False,201,0.5672,-0.3053
UJPSX,inverse,IEI_up,2,924,0.1037,False,200,0.555,0.3052
UJPIX,ultra_long,VGIT_up,2,911,0.1059,False,193,0.544,0.3052
SOPSX,inverse,PST_big_up,3,96,-0.0179,False,24,0.6667,-0.3052
BRPIX,long,XOP_lt-2,3,234,-0.0836,False,42,0.7857,-0.3052
PMPIX,long,FXB_down,1,26,-0.0329,False,76,0.4868,-0.3052
SLPIX,long,FXA_big_down,1,12,0.1811,False,12,0.6667,0.3052
SPPSX,inverse,FXC_down,2,671,-0.0569,False,201,0.602,-0.3052
UOPIX,ultra_long,TBT_big_up,2,493,0.0169,False,94,0.5532,0.3052
CNPIX,long,VGLT_big_up,1,111,-0.0104,False,24,0.4583,-0.3051
BKPIX,long,TBT_big_up,2,493,0.1333,False,94,0.5957,0.3051
LVPIX,long,FXA_big_down,2,12,0.0073,False,12,0.75,0.3051
UTPSX,inverse,USO_gt2,1,1,-2.4955,False,58,0.5862,0.3051
SOPIX,long,TMV_lt-2,1,322,-0.1667,True,56,0.625,-0.3051
PHPSX,inverse,OIH_down,2,232,0.0204,False,164,0.5732,0.305
SMPSX,inverse,YCL_down,3,975,0.1258,False,221,0.6018,0.305
UWPIX,ultra_long,VGSH_up,1,801,-0.1245,False,204,0.5686,-0.305
UFPIX,ultra_long,EDV_big_up,3,255,-0.1214,False,59,0.5593,-0.3049
UJPIX,ultra_long,XLY_down,3,844,0.1147,False,187,0.5294,0.3049
UHPIX,ultra_long,SCHP_up,1,959,-0.1748,True,206,0.5,-0.3048
SOPSX,inverse,XLB_big_down,2,252,-0.189,True,63,0.619,-0.3048
MDPSX,inverse,EUO_big_up,2,163,0.0299,False,39,0.6154,0.3048
SMPIX,long,DBC_down,2,834,0.1457,False,173,0.5607,0.3048
WCPIX,long,PST_big_up,2,112,0.0004,False,24,0.5,0.3048
UJPSX,inverse,COPX_big_up,3,509,0.0596,False,153,0.5621,0.3047
ULPSX,inverse,EDV_big_up,1,274,0.1201,False,59,0.5593,0.3047
OEPSX,inverse,TMV_down,3,472,-0.1037,False,149,0.5772,0.3047
SMPSX,inverse,USO_down,3,863,0.11,False,187,0.615,0.3047
HCPIX,long,ZROZ_big_up,1,307,0.1565,True,65,0.5692,0.3047
UKPIX,ultra_long,XBI_big_down,3,499,-0.0487,False,92,0.6087,-0.3047
UJPSX,inverse,IEI_up,3,924,0.1104,False,200,0.57,0.3047
ENPIX,long,GOVZ_big_down,1,204,0.0867,False,73,0.5753,0.3046
UHPSX,inverse,YCS_down,3,874,-0.1938,True,160,0.5125,-0.3045
SMPIX,long,SPTL_up,2,965,0.2641,True,192,0.5833,0.3045
URPIX,ultra_long,YCS_big_up,2,234,0.0015,False,71,0.5915,-0.3045
SMPSX,inverse,TLH_up,2,962,0.2535,True,197,0.5787,0.3044
UNPIX,ultra_long,SMH_down,2,866,0.0167,False,161,0.5963,0.3044
UHPSX,inverse,COPX_lt-2,1,192,-0.5051,True,68,0.4559,0.3044
BTCFX,long,YCS_big_up,3,21,0.3796,False,66,0.4697,-0.3044
INPSX,inverse,TBT_gt2,3,39,-0.5226,False,23,0.6522,0.3043
TEPIX,long,USO_gt2,1,206,-0.0494,False,73,0.6027,0.3043
UIPIX,ultra_long,OIH_lt-2,1,248,-0.355,True,43,0.4651,-0.3043
TEPIX,long,SMH_down,2,866,0.1622,True,161,0.5963,0.3043
UKPIX,ultra_long,AGG_up,2,976,-0.1425,False,198,0.5455,-0.3043
UWPIX,ultra_long,TMV_lt-2,1,322,-0.2142,True,56,0.5714,-0.3042
INPIX,long,DBC_big_down,3,217,0.1452,False,53,0.6226,0.3042
UXPSX,inverse,VGSH_up,1,840,-0.0656,False,204,0.5735,-0.3042
BIPSX,inverse,TBT_lt-2,3,133,0.079,False,32,0.6875,0.3042
UEPIX,ultra_long,VGLT_big_down,2,140,-0.0028,False,23,0.5217,0.3042
UJPIX,ultra_long,SMH_lt-2,3,138,-0.0661,False,59,0.4915,0.3042
CYPSX,inverse,SOXX_lt-2,1,150,-0.1525,True,61,0.5738,0.3042
UJPIX,ultra_long,MBB_up,1,978,0.0704,False,205,0.5512,0.3041
UNPIX,ultra_long,PFF_down,2,848,0.0497,False,193,0.5803,0.3041
UXPIX,ultra_long,XBI_down,3,636,-0.0239,False,174,0.6379,-0.3041
ENPSX,inverse,TMF_lt-2,3,367,0.0147,False,56,0.625,0.3041
UCPSX,inverse,EDV_gt2,3,12,0.2622,False,11,0.4545,-0.3041
PHPIX,long,PFF_big_down,3,1,0.2272,False,14,0.8571,0.3041
UVPSX,inverse,YCS_big_down,3,169,-0.0694,False,64,0.5625,-0.304
UMPSX,inverse,XME_big_down,3,418,0.0649,False,101,0.604,0.304
UUPIX,ultra_long,USO_up,3,761,-0.0105,False,32,0.4688,-0.304
UXPIX,ultra_long,COPX_big_down,3,476,-0.0056,False,108,0.6111,-0.304
TEPSX,inverse,TMV_gt2,3,361,-0.0498,False,63,0.6349,0.304
SLPSX,inverse,IAU_big_down,1,94,0.0914,False,69,0.6522,0.304
TEPSX,inverse,USO_gt2,2,206,0.0283,False,73,0.6027,0.304
UBPSX,inverse,CEW_up,3,920,-0.0152,False,173,0.5549,0.304
BITIX,long,XLC_big_down,1,5,-0.3899,False,46,0.5,-0.304
UIPIX,ultra_long,FLRN_down,2,574,-0.0988,False,77,0.5974,-0.3039
UOPSX,inverse,GDXJ_lt-2,2,259,0.1717,False,70,0.6,0.3039
SMPSX,inverse,UDN_up,1,880,0.1166,False,179,0.5978,0.3039
UAPSX,inverse,FXB_down,1,507,0.1128,False,192,0.5469,0.3039
CNPSX,inverse,SMH_big_down,1,405,0.0487,False,91,0.5824,0.3039
UNPSX,inverse,XME_big_down,2,423,0.0653,False,101,0.5743,0.3039
SOPIX,long,LTPZ_big_up,3,110,-0.1386,False,25,0.76,-0.3039
UJPSX,inverse,VCIT_up,3,963,0.1099,False,199,0.5628,0.3039
PHPIX,long,SMH_lt-2,2,125,0.0274,False,59,0.5593,0.3038
PHPSX,inverse,XLC_big_down,2,190,0.076,False,46,0.6087,0.3038
SLPSX,inverse,TBT_gt2,1,134,0.0153,False,26,0.6154,0.3038
IDPSX,inverse,YCL_big_up,1,161,-0.1831,True,60,0.6167,0.3038
UFPIX,ultra_long,XLP_down,3,864,-0.046,False,186,0.5753,-0.3038
TEPIX,long,USO_big_up,1,572,0.0511,False,131,0.5878,0.3038
USPIX,ultra_long,XME_big_up,2,499,-0.0672,False,125,0.64,-0.3037
UXPSX,inverse,TMF_gt2,3,319,-0.0298,False,55,0.6364,-0.3037
UXPSX,inverse,XME_big_down,2,423,-0.082,False,101,0.5545,-0.3037
UVPIX,ultra_long,OIH_big_up,1,528,0.1143,False,115,0.5391,-0.3036
UHPSX,inverse,USO_lt-2,2,78,0.154,True,10,0.6,0.3036
UCPSX,inverse,COPX_lt-2,2,192,0.027,False,68,0.5882,-0.3036
UNPSX,inverse,SMH_down,2,854,0.0108,False,161,0.5963,0.3036
FNPIX,long,XLC_big_down,2,175,0.0811,False,46,0.6304,0.3036
ULPSX,inverse,GDXJ_lt-2,1,195,0.0588,False,70,0.5714,0.3035
SHPIX,long,LTPZ_big_down,2,126,0.0715,False,25,0.48,-0.3035
SLPIX,long,IAU_big_down,1,94,0.0959,False,69,0.6522,0.3035
MDPIX,long,XLY_big_down,2,212,0.0149,False,73,0.6575,0.3035
CNPIX,long,PST_big_down,2,87,0.1037,False,29,0.4828,-0.3034
IDPSX,inverse,GDXJ_big_down,3,578,0.0267,False,109,0.6147,0.3034
UVPIX,ultra_long,LTPZ_up,1,950,-0.1462,False,197,0.5431,-0.3034
ULPSX,inverse,IEF_down,1,582,-0.2418,True,125,0.472,-0.3034
UJPSX,inverse,GDXJ_gt2,3,302,0.1262,False,112,0.5446,0.3034
SPPIX,long,USO_down,3,176,-0.0209,False,92,0.6196,-0.3033
IDPSX,inverse,XBI_big_down,2,504,0.0303,False,92,0.6087,0.3033
UJPIX,ultra_long,XOP_gt2,3,264,0.113,False,54,0.5741,0.3033
IDPIX,long,XBI_big_down,2,504,0.0335,False,92,0.6087,0.3033
SMPSX,inverse,FXE_up,1,946,0.2066,True,185,0.5946,0.3033
FNPSX,inverse,XLB_big_down,3,214,-0.1408,False,63,0.619,0.3032
UXPSX,inverse,SOXX_big_down,1,253,0.0174,False,45,0.5556,-0.3032
WCPSX,inverse,ZROZ_big_down,2,373,0.0168,False,71,0.5634,0.3032
PHPIX,long,YCL_down,3,436,0.0284,False,14,0.6429,0.3032
SGPIX,long,SIL_big_down,1,544,0.0232,False,112,0.5625,0.3032
USPIX,ultra_long,XME_gt2,2,178,0.2446,True,62,0.6129,-0.3031
MGPIX,long,TMF_gt2,1,319,0.0237,False,55,0.6182,0.3031
PHPIX,long,YCS_big_up,3,125,0.0087,False,71,0.6479,0.3031
UJPSX,inverse,SIL_big_down,3,544,0.059,False,112,0.5625,0.3031
UIPSX,inverse,OIH_lt-2,1,248,-0.3526,True,43,0.4651,-0.3031
USPIX,ultra_long,XOP_big_down,2,544,-0.1668,True,89,0.5843,-0.3031
BITIX,long,EDV_big_down,3,16,-0.9363,False,57,0.5965,-0.3031
UJPIX,ultra_long,ZROZ_big_down,2,373,-0.0213,False,71,0.493,0.303
INPSX,inverse,SOXX_big_down,1,409,0.1262,False,94,0.5532,0.303
MDPIX,long,XOP_lt-2,2,234,0.1079,False,42,0.619,0.303
SHPSX,inverse,OIH_big_down,3,540,-0.0378,False,98,0.7041,-0.303
SMPIX,long,VCLT_up,3,982,0.1715,False,193,0.6114,0.303
CYPSX,inverse,XBI_big_down,1,338,0.0206,False,92,0.5217,0.303
URPIX,ultra_long,SOXX_big_down,3,409,-0.1535,True,94,0.617,-0.303
UKPIX,ultra_long,FXA_down,3,943,-0.123,False,186,0.5376,-0.3029
UVPIX,ultra_long,YCS_big_down,3,169,-0.0664,False,64,0.5625,-0.3029
UXPIX,ultra_long,EDV_big_up,2,280,-0.0292,False,59,0.6271,-0.3029
SMPIX,long,VMBS_up,2,941,0.2206,True,196,0.5867,0.3028
UVPSX,inverse,FXB_up,2,966,-0.1077,False,196,0.5765,-0.3028
UKPIX,ultra_long,YCS_down,1,874,-0.0655,False,160,0.525,-0.3027
UBPIX,ultra_long,OIH_down,1,963,0.1211,False,181,0.5691,0.3027
UDPSX,inverse,TMF_lt-2,3,367,-0.0948,False,56,0.6429,0.3027
USPSX,inverse,XME_big_up,1,414,0.2296,True,125,0.608,-0.3027
UCPIX,ultra_long,XOP_gt2,3,257,-0.0237,False,54,0.6481,-0.3027
BTCFX,long,XME_up,2,357,0.03,False,201,0.5622,-0.3027
LGPIX,long,OIH_lt-2,1,270,0.142,False,43,0.5581,0.3027
UBPIX,ultra_long,TBT_big_down,2,309,0.041,False,64,0.5312,0.3026
UCPSX,inverse,XLB_down,2,896,-0.0907,False,187,0.5668,-0.3026
UCPIX,ultra_long,PFF_down,1,848,-0.1436,False,193,0.5285,-0.3026
UFPSX,inverse,OIH_down,1,963,-0.1529,True,181,0.5691,-0.3026
SHPSX,inverse,TBT_lt-2,3,133,-0.0625,False,32,0.5938,-0.3025
SMPIX,long,ZROZ_up,2,970,0.2511,True,189,0.582,0.3025
UFPSX,inverse,VGIT_down,1,948,-0.0122,False,183,0.5464,-0.3025
HCPSX,inverse,PST_big_up,1,70,-0.1329,False,13,0.5385,-0.3024
ULPIX,ultra_long,SOXX_gt2,1,181,-0.117,False,41,0.4634,-0.3024
UBPSX,inverse,PFF_down,1,848,0.1458,False,122,0.5164,0.3024
OEPSX,inverse,FXB_up,3,631,-0.0816,False,114,0.5789,0.3024
UWPIX,ultra_long,SIL_lt-2,3,223,-0.0418,False,66,0.6515,-0.3023
UJPSX,inverse,TBT_down,2,957,0.1528,True,194,0.567,0.3023
URPIX,ultra_long,XOP_big_down,1,520,-0.0748,False,89,0.5056,-0.3023
TEPSX,inverse,USO_gt2,1,204,-0.0714,False,73,0.6027,0.3023
UWPIX,ultra_long,YCL_big_up,1,87,0.1008,False,60,0.55,-0.3023
IDPIX,long,TBT_lt-2,1,133,-0.1808,True,32,0.5625,0.3023
UFPSX,inverse,XOP_down,3,893,-0.0239,False,142,0.5423,-0.3023
UOPSX,inverse,SOXX_down,1,870,0.2184,True,165,0.5879,0.3022
UXPSX,inverse,SMH_down,2,863,-0.027,False,161,0.5839,-0.3022
ENPIX,long,ULE_big_up,2,131,0.2603,True,47,0.4681,-0.3022
SHPIX,long,ULE_big_down,3,176,-0.0398,False,45,0.6444,-0.3022
UNPSX,inverse,YCL_big_up,2,108,-0.3402,True,60,0.5333,0.3021
UJPIX,ultra_long,VCLT_up,3,982,0.1302,False,193,0.5699,0.3021
UWPSX,inverse,TMV_lt-2,1,322,-0.2104,True,56,0.5714,-0.3021
UTPIX,ultra_long,XOP_big_up,1,272,-0.0272,False,121,0.5868,0.3021
SMPIX,long,VCLT_up,2,982,0.2278,True,193,0.5855,0.3021
UIPSX,inverse,XBI_down,2,917,-0.0717,False,156,0.5321,-0.3021
MGPIX,long,LTPZ_big_up,2,110,0.043,False,25,0.64,0.302
UUPSX,inverse,FXE_up,2,946,0.1072,False,185,0.5838,0.302
TEPSX,inverse,SOXX_big_down,2,409,0.2008,True,94,0.5745,0.302
UJPSX,inverse,SIL_lt-2,3,223,0.0486,False,66,0.5303,0.302
UVPSX,inverse,COPX_lt-2,2,192,-0.1831,True,68,0.6324,-0.302
UWPSX,inverse,VGSH_up,1,806,-0.1321,False,204,0.5735,-0.302
BKPIX,long,VGIT_up,1,569,0.0961,False,24,0.5833,0.302
LVPSX,inverse,FXA_big_down,2,12,0.0036,False,12,0.75,0.3019
UWPSX,inverse,TMV_gt2,2,361,-0.0095,False,63,0.5079,-0.3019
INPSX,inverse,TMV_lt-2,3,322,0.0549,False,56,0.6429,0.3018
UDPSX,inverse,DBC_big_down,2,217,0.1419,False,53,0.6038,0.3018
UHPSX,inverse,TMV_big_up,1,165,-0.1258,False,118,0.5169,-0.3018
BIPIX,long,DBC_down,2,627,0.051,False,173,0.5491,0.3018
UNPSX,inverse,PFF_down,2,848,0.0463,False,193,0.5803,0.3017
UAPIX,ultra_long,PFF_down,2,848,0.0642,False,193,0.544,0.3017
UNPIX,ultra_long,XME_down,2,913,0.0447,False,172,0.5988,0.3017
TEPIX,long,TMV_gt2,2,361,0.0124,False,63,0.5079,0.3017
PHPSX,inverse,IAU_down,3,325,-0.093,False,141,0.5957,0.3017
UFPIX,ultra_long,VGIT_down,1,948,-0.0071,False,183,0.5519,-0.3017
USPSX,inverse,STIP_up,2,974,-0.2556,True,204,0.6078,-0.3017
UOPSX,inverse,USO_lt-2,3,213,0.1835,True,64,0.6094,0.3016
UKPSX,inverse,SIL_big_up,3,554,-0.096,False,155,0.5742,-0.3016
UVPIX,ultra_long,IEI_up,1,924,-0.1218,False,200,0.55,-0.3016
UJPSX,inverse,XLB_down,2,896,0.1097,False,187,0.5775,0.3016
BIPIX,long,EDV_big_up,2,213,0.0107,False,31,0.5161,0.3016
SGPSX,inverse,DBC_big_down,3,190,0.0659,False,53,0.6604,0.3016
UWPSX,inverse,OIH_big_down,3,540,-0.0531,False,98,0.6633,-0.3015
OEPIX,long,DBC_big_up,1,214,0.0736,False,77,0.4545,0.3015
SOPIX,long,XLB_big_down,2,252,-0.1837,True,63,0.619,-0.3015
UXPIX,ultra_long,YCL_big_down,3,215,0.0472,False,63,0.6825,-0.3015
LVPSX,inverse,XLY_big_down,1,119,-0.0089,False,38,0.6842,0.3015
SVPSX,inverse,XLY_big_down,3,168,0.0689,False,71,0.7183,0.3015
OEPIX,long,MUB_up,3,195,0.0167,False,147,0.5578,0.3015
SOPIX,long,OIH_big_down,1,539,-0.0819,False,98,0.602,-0.3014
USPSX,inverse,SIL_down,2,964,-0.135,False,174,0.6092,-0.3014
UKPIX,ultra_long,SIL_big_up,3,554,-0.0967,False,155,0.5742,-0.3014
UOPIX,ultra_long,USO_gt2,3,206,0.0767,False,73,0.6575,0.3014
TEPSX,inverse,ULE_up,2,930,0.1455,False,187,0.6096,0.3014
ENPSX,inverse,GOVZ_big_down,1,204,0.0828,False,73,0.5753,0.3014
IDPIX,long,YCS_big_down,1,169,-0.2012,True,64,0.6406,0.3014
USPIX,ultra_long,EDV_gt2,3,12,-0.0492,False,12,0.75,-0.3013
UBPIX,ultra_long,VGIT_down,1,948,-0.0162,False,183,0.5628,0.3013
SPPIX,long,TMF_lt-2,1,296,0.0431,False,53,0.4906,-0.3013
IDPIX,long,YCL_big_up,3,143,-0.1274,False,60,0.7333,0.3013
UGPIX,ultra_long,XME_big_up,1,243,-0.2447,True,48,0.4792,0.3012
SNPIX,long,XLB_big_up,1,139,0.0455,False,24,0.4583,0.3012
UKPIX,ultra_long,SOXX_down,3,870,-0.1328,False,165,0.5515,-0.3012
SOPIX,long,PST_big_up,3,96,-0.0143,False,24,0.6667,-0.3012
CNPSX,inverse,XLB_big_down,3,175,-0.0742,False,16,0.625,0.3012
UNPIX,ultra_long,COPX_big_down,3,462,-0.0122,False,108,0.6296,0.3012
SNPIX,long,MBB_down,1,25,-0.3772,False,29,0.6897,-0.3012
OTPSX,inverse,OIH_big_down,1,529,0.0529,False,98,0.5918,0.3012
UOPIX,ultra_long,USO_big_down,2,466,0.1026,False,122,0.5902,0.3011
IDPIX,long,DBC_big_down,1,217,0.0667,False,53,0.5283,0.3011
SRPSX,inverse,LTPZ_down,3,686,0.0278,False,15,0.6667,-0.3011
UKPIX,ultra_long,TMV_big_down,1,621,-0.1913,True,118,0.5169,-0.3011
SLPIX,long,XLB_big_down,3,251,0.0225,False,63,0.6825,0.3011
UKPSX,inverse,SOXX_down,3,870,-0.1235,False,165,0.5515,-0.3011
UCPIX,ultra_long,EDV_gt2,3,12,0.2844,False,11,0.4545,-0.301
FNPIX,long,XLY_big_down,2,201,-0.0009,False,73,0.6438,0.301
UBPSX,inverse,TBT_up,2,401,-0.2028,True,71,0.6056,0.301
UVPSX,inverse,LTPZ_up,1,950,-0.1476,False,197,0.5482,-0.301
SLPSX,inverse,FXA_big_down,1,12,0.1787,False,12,0.6667,0.301
SOPSX,inverse,XME_big_down,1,423,-0.1808,True,101,0.5743,-0.301
UNPIX,ultra_long,FLRN_down,2,574,0.0278,False,77,0.5974,0.3009
FNPSX,inverse,XLC_big_down,2,175,0.077,False,46,0.6304,0.3009
FNPIX,long,GOVZ_big_down,2,166,-0.0413,False,73,0.6164,0.3009
UNPSX,inverse,XME_down,2,910,0.0406,False,172,0.5988,0.3008
UKPSX,inverse,XBI_big_down,2,503,-0.0811,False,92,0.5543,-0.3008
BKPSX,inverse,TBT_big_up,2,493,0.1316,False,94,0.5957,0.3008
UAPIX,ultra_long,SOXX_lt-2,3,98,-0.1827,True,52,0.6154,0.3008
UBPIX,ultra_long,TMV_up,2,445,-0.0948,False,72,0.5972,0.3008
UXPIX,ultra_long,TMF_gt2,3,319,-0.0292,False,55,0.6364,-0.3007
UIPIX,ultra_long,XLP_big_down,3,82,-0.2955,True,46,0.5652,-0.3007
UJPIX,ultra_long,TMV_gt2,2,361,-0.0181,False,63,0.4921,0.3006
INPSX,inverse,DBC_big_down,3,217,0.1412,False,53,0.6226,0.3006
SLPIX,long,ZROZ_lt-2,3,48,-0.0386,False,17,0.5882,0.3006
HCPSX,inverse,SOXX_big_down,1,340,0.0866,False,54,0.5926,0.3006
OEPSX,inverse,BND_up,3,278,-0.1109,False,91,0.5604,0.3005
UKPSX,inverse,AGG_up,2,976,-0.1368,False,198,0.5404,-0.3005
PMPIX,long,ULE_down,2,499,-0.0055,False,195,0.5846,0.3005
BIPIX,long,SOXX_big_down,2,366,0.1006,False,94,0.5851,0.3005
UHPIX,ultra_long,SMH_lt-2,1,138,0.0255,False,59,0.5085,-0.3005
USPIX,ultra_long,SIL_down,2,964,-0.1336,False,174,0.6092,-0.3005
UAPSX,inverse,PFF_down,2,848,0.0604,False,193,0.544,0.3005
SMPSX,inverse,BIL_up,3,925,0.121,False,287,0.6167,0.3005
UXPIX,ultra_long,PFF_down,1,754,-0.1037,False,193,0.5389,-0.3004
UKPIX,ultra_long,COPX_lt-2,3,192,-0.1506,True,68,0.5735,-0.3004
UJPIX,ultra_long,TMF_up,2,966,0.1435,False,193,0.5544,0.3004
PMPSX,inverse,TBT_down,3,280,0.0826,False,61,0.541,-0.3004
