ticker,fund_group,source,condition,horizon,full_history_avg,pass
USPIX,ultra_long,main,GDX_bin_0.5_1,1,-0.4318,True
USPIX,ultra_long,main,XLV_bin_-2_-1,1,-0.4308,True
USPIX,ultra_long,main,TLT_big_up,1,-0.3623,True
USPIX,ultra_long,main,GLD_bin_lt-2,1,-0.3525,True
USPIX,ultra_long,main,TIP_bin_0_0.5,1,-0.3496,True
USPIX,ultra_long,main,XLF_bin_-2_-1,1,-0.3202,True
USPIX,ultra_long,main,XLF_big_down,1,-0.3105,True
USPIX,ultra_long,main,EEM_bin_1_2,1,-0.2327,True
USPIX,ultra_long,main,GLD_bin_-1_-0.5,1,-0.2295,True
USPIX,ultra_long,main,TIP_up,1,-0.2294,True
USPIX,ultra_long,main,TLT_bin_1_2,1,-0.2223,True
USPIX,ultra_long,main,SLV_bin_-0.5_0,1,-0.2213,True
USPIX,ultra_long,main,EEM_bin_-0.5_0,1,-0.2171,True
USPSX,inverse,main,SPY_bin_lt-2,1,-0.8903,True
USPSX,inverse,main,FXY_big_up,1,-0.7582,True
USPSX,inverse,main,XLK_bin_lt-2,1,-0.7289,True
USPSX,inverse,main,FXY_bin_1_2,1,-0.6968,True
USPSX,inverse,main,XLE_bin_lt-2,1,-0.5174,True
USPSX,inverse,main,XLV_bin_-2_-1,1,-0.4321,True
USPSX,inverse,main,GDX_bin_0.5_1,1,-0.4263,True
USPSX,inverse,main,TLT_big_up,1,-0.365,True
USPSX,inverse,main,XLF_bin_-2_-1,1,-0.3629,True
USPSX,inverse,main,XLF_big_down,1,-0.3041,True
USPSX,inverse,main,TIP_bin_0_0.5,1,-0.2999,True
USPSX,inverse,main,TIP_up,1,-0.2448,True
USPSX,inverse,main,EEM_bin_1_2,1,-0.2394,True
USPSX,inverse,main,EEM_bin_-0.5_0,1,-0.2281,True
USPSX,inverse,main,TLT_bin_1_2,1,-0.225,True
USPSX,inverse,main,SLV_bin_-0.5_0,1,-0.2213,True
USPSX,inverse,main,XLU_bin_-0.5_0,1,-0.2027,True
UTPIX,ultra_long,main,TLT_big_up,1,0.2432,True
UTPSX,inverse,main,TLT_big_up,1,0.2441,True
UUPIX,ultra_long,main,SPY_bin_lt-2,1,0.9997,True
UUPIX,ultra_long,main,IWM_bin_lt-2,1,0.6068,True
UUPIX,ultra_long,main,XLK_bin_lt-2,1,0.5771,True
UUPIX,ultra_long,main,XLF_bin_lt-2,1,0.5748,True
UUPIX,ultra_long,main,XLE_bin_lt-2,1,0.4252,True
UUPIX,ultra_long,main,QQQ_bin_lt-2,1,0.4091,True
UUPIX,ultra_long,main,XLF_big_down,1,0.3744,True
UUPIX,ultra_long,main,EEM_bin_lt-2,1,0.3584,True
UUPIX,ultra_long,main,QQQ_big_down,1,0.328,True
UUPIX,ultra_long,main,SPY_big_down,1,0.3169,True
UUPIX,ultra_long,main,FXY_big_up,1,0.3049,True
UUPIX,ultra_long,main,XLV_big_down,1,0.2417,True
UUPIX,ultra_long,main,SLV_bin_-0.5_0,1,0.2288,True
UUPSX,inverse,main,SPY_bin_lt-2,1,0.9936,True
UUPSX,inverse,main,IWM_bin_lt-2,1,0.5979,True
UUPSX,inverse,main,XLK_bin_lt-2,1,0.5704,True
UUPSX,inverse,main,XLF_bin_lt-2,1,0.5682,True
UUPSX,inverse,main,EEM_bin_lt-2,1,0.4065,True
UUPSX,inverse,main,QQQ_bin_lt-2,1,0.404,True
UUPSX,inverse,main,XLF_big_down,1,0.3716,True
UUPSX,inverse,main,FXY_big_up,1,0.3018,True
UUPSX,inverse,main,SPY_big_down,1,0.2931,True
UUPSX,inverse,main,QQQ_big_down,1,0.2672,True
UUPSX,inverse,main,SLV_bin_-0.5_0,1,0.2261,True
UVPIX,ultra_long,main,SPY_bin_lt-2,1,-1.0295,True
UVPIX,ultra_long,main,IWM_bin_lt-2,1,-0.6243,True
UVPIX,ultra_long,main,XLF_bin_lt-2,1,-0.6136,True
UVPIX,ultra_long,main,XLK_bin_lt-2,1,-0.5944,True
UVPIX,ultra_long,main,QQQ_bin_lt-2,1,-0.4316,True
UVPIX,ultra_long,main,XLF_big_down,1,-0.3844,True
UVPIX,ultra_long,main,QQQ_big_down,1,-0.3377,True
UVPIX,ultra_long,main,EEM_bin_lt-2,1,-0.302,True
UVPIX,ultra_long,main,XLV_big_down,1,-0.2774,True
UVPIX,ultra_long,main,SLV_bin_-0.5_0,1,-0.2357,True
UVPIX,ultra_long,main,SPY_big_down,1,-0.2213,True
UVPSX,inverse,main,SPY_bin_lt-2,1,-1.0342,True
UVPSX,inverse,main,XLF_bin_lt-2,1,-0.6251,True
UVPSX,inverse,main,IWM_bin_lt-2,1,-0.624,True
UVPSX,inverse,main,XLK_bin_lt-2,1,-0.586,True
UVPSX,inverse,main,QQQ_bin_lt-2,1,-0.4277,True
UVPSX,inverse,main,XLF_big_down,1,-0.3576,True
UVPSX,inverse,main,SPY_big_down,1,-0.2797,True
UVPSX,inverse,main,EEM_bin_lt-2,1,-0.2715,True
UVPSX,inverse,main,SLV_bin_-0.5_0,1,-0.2443,True
UVPSX,inverse,main,QQQ_big_down,1,-0.2334,True
UWPIX,ultra_long,main,XLU_bin_lt-2,1,-0.9441,True
UWPIX,ultra_long,main,SPY_bin_lt-2,1,-0.6567,True
UWPIX,ultra_long,main,SPY_bin_-1_-0.5,1,-0.2275,True
UWPSX,inverse,main,XLU_bin_lt-2,1,-0.9411,True
UWPSX,inverse,main,SPY_bin_lt-2,1,-0.6642,True
UWPSX,inverse,main,XLV_big_down,1,-0.398,True
UWPSX,inverse,main,XLF_big_down,1,-0.3054,True
UWPSX,inverse,main,SPY_bin_-1_-0.5,1,-0.2399,True
UXPIX,ultra_long,main,XLV_big_down,1,-0.4438,True
UXPIX,ultra_long,main,XLF_bin_-2_-1,1,-0.3081,True
UXPSX,inverse,main,XLV_big_down,1,-0.4304,True
UXPSX,inverse,main,SPY_bin_lt-2,1,-0.389,True
UXPSX,inverse,main,XLF_bin_-2_-1,1,-0.3127,True
UXPSX,inverse,main,SLV_bin_-0.5_0,1,-0.2184,True
