ETF,Fund,N,Same,Lead1,DirAgree
CEW,ULPSX,2509,0.4409,-0.0245,0.4964
CEW,UMPIX,2509,0.4511,-0.0311,0.5104
CEW,UMPSX,2509,0.4506,-0.0308,0.51
CEW,UNPIX,2509,0.5942,-0.0377,0.4864
CEW,UNPSX,2509,0.5939,-0.0374,0.4848
CEW,UOPIX,2509,0.4028,-0.0368,0.5064
CEW,UOPSX,2509,0.4012,-0.0357,0.5068
CEW,URPIX,2509,-0.4425,0.033,0.4737
CEW,URPSX,2509,-0.4425,0.0337,0.4765
CEW,USPIX,2509,-0.3975,0.0409,0.4721
CEW,USPSX,2509,-0.3978,0.0403,0.4721
CEW,UTPIX,2509,0.2933,-0.0078,0.4825
CEW,UTPSX,2509,0.2935,-0.0079,0.4829
CEW,UUPIX,2509,0.5696,-0.0299,0.4852
CEW,UUPSX,2509,0.5695,-0.0299,0.486
CEW,UVPIX,2509,-0.5676,0.0298,0.496
CEW,UVPSX,2509,-0.5683,0.0299,0.4928
CEW,UWPIX,2509,-0.427,0.032,0.4681
CEW,UWPSX,2509,-0.4273,0.0323,0.4681
CEW,UXPIX,2509,-0.5931,0.038,0.4833
CEW,UXPSX,2509,-0.5937,0.0379,0.4837
CEW,WCPIX,2509,0.3268,-0.0074,0.4944
CEW,WCPSX,2509,0.3269,-0.0073,0.4936
COPX,AFBIX,2483,-0.5033,0.0626,0.4726
COPX,AFBSX,2483,-0.2905,0.0279,0.4682
COPX,BIPIX,2509,0.4057,-0.0672,0.4809
COPX,BIPSX,2509,0.3907,-0.065,0.4805
COPX,BITIX,1028,-0.2897,0.0432,0.4907
COPX,BKPIX,2509,0.4984,-0.0512,0.5036
COPX,BKPSX,2509,0.4979,-0.0516,0.5032
COPX,BLPIX,2509,0.6135,-0.0782,0.498
COPX,BLPSX,2509,0.6106,-0.0772,0.4948
COPX,BMPIX,2509,0.7239,-0.038,0.4936
COPX,BMPSX,2509,0.7237,-0.0383,0.492
COPX,BRPIX,2509,-0.6073,0.0843,0.4697
COPX,BRPSX,2509,-0.6097,0.0839,0.4697
COPX,BTCFX,1254,0.3084,-0.0306,0.4948
COPX,CNPIX,2509,0.4408,-0.0864,0.4908
COPX,CNPSX,2509,0.4402,-0.0869,0.4916
COPX,CYPIX,2509,0.5346,-0.0636,0.5036
COPX,CYPSX,2509,0.5337,-0.0634,0.502
COPX,ENPIX,2509,0.5237,-0.0212,0.4952
COPX,ENPSX,2509,0.5237,-0.0217,0.4948
COPX,ETHFX,356,0.4135,-0.0336,0.4873
COPX,FDPIX,2509,0.3378,0.0794,0.4629
COPX,FDPSX,2509,0.3487,0.0771,0.4601
COPX,FNPIX,2509,0.5538,-0.0566,0.506
COPX,FNPSX,2509,0.5535,-0.0566,0.5048
COPX,FYAIX,2483,0.4819,-0.0574,0.4722
COPX,FYASX,2483,0.4937,-0.0605,0.469
COPX,GVPIX,2477,-0.1566,0.0258,0.4863
COPX,GVPSX,2477,-0.1559,0.0257,0.4851
COPX,HCPIX,2509,0.4221,-0.061,0.4852
COPX,HCPSX,2509,0.4206,-0.061,0.4844
COPX,IDPIX,2509,0.621,-0.0531,0.5012
COPX,IDPSX,2509,0.6207,-0.0534,0.498
COPX,INPIX,2509,0.4756,-0.067,0.4984
COPX,INPSX,2509,0.4693,-0.0652,0.4972
COPX,LGPIX,2509,0.5698,-0.0923,0.4876
COPX,LGPSX,2509,0.5688,-0.0922,0.4864
COPX,LVPIX,2509,0.6035,-0.0581,0.5
COPX,LVPSX,2509,0.6021,-0.0583,0.5004
COPX,MDPIX,2509,0.628,-0.0815,0.4956
COPX,MDPSX,2509,0.6258,-0.0818,0.496
COPX,MGPIX,2509,0.604,-0.085,0.4968
COPX,MGPSX,2509,0.5897,-0.0821,0.4968
COPX,MLPIX,2509,0.6047,-0.0666,0.5048
COPX,MLPSX,2509,0.6016,-0.0667,0.5036
COPX,MPIXX,2509,,,0.0
COPX,MPSXX,2509,,,0.0
COPX,OEPIX,2509,0.5495,-0.0241,0.5004
COPX,OEPSX,2509,0.5494,-0.0243,0.4992
COPX,OTPIX,2509,0.5538,-0.1018,0.4952
COPX,OTPSX,2509,0.5541,-0.1023,0.4904
COPX,PHPIX,2509,0.4384,-0.0629,0.4825
COPX,PHPSX,2509,0.4378,-0.0637,0.4801
COPX,PMPIX,2509,0.4946,-0.0215,0.4924
COPX,PMPSX,2509,0.4947,-0.0218,0.4924
COPX,RDPIX,2509,-0.3327,-0.0649,0.4677
COPX,RDPSX,2509,-0.3368,-0.0684,0.4633
COPX,REPIX,2509,0.4277,-0.0456,0.4996
COPX,REPSX,2509,0.4273,-0.046,0.4996
COPX,RRPIX,2477,0.1564,-0.0226,0.4964
COPX,RRPSX,2477,0.1553,-0.0242,0.4972
COPX,RTPIX,2477,0.1045,-0.0147,0.4665
COPX,RTPSX,2477,0.1043,-0.0195,0.4649
COPX,SGPIX,2509,0.5888,-0.0949,0.492
COPX,SGPSX,2509,0.5864,-0.0945,0.4916
COPX,SHPIX,2509,-0.5948,0.0879,0.4777
COPX,SHPSX,2509,-0.5956,0.0871,0.4777
COPX,SLPIX,2509,0.6184,-0.0925,0.5
COPX,SLPSX,2509,0.6186,-0.0928,0.5008
COPX,SMPIX,2509,0.5191,-0.1119,0.4896
COPX,SMPSX,2509,0.5126,-0.111,0.4844
COPX,SNPIX,2509,-0.521,0.0249,0.4868
COPX,SNPSX,2509,-0.5212,0.0239,0.4848
COPX,SOPIX,2509,-0.545,0.1055,0.4809
COPX,SOPSX,2509,-0.5458,0.1064,0.4797
COPX,SPPIX,2509,-0.4833,0.0232,0.4904
COPX,SPPSX,2509,-0.4855,0.0226,0.4916
COPX,SRPIX,2509,-0.4232,0.0502,0.4673
COPX,SRPSX,2509,-0.4248,0.0485,0.4657
COPX,SVPIX,2509,0.5712,-0.0691,0.5036
COPX,SVPSX,2509,0.5685,-0.0692,0.5036
COPX,TEPIX,2509,0.5423,-0.1045,0.4952
COPX,TEPSX,2509,0.5411,-0.1048,0.492
COPX,UAPIX,2509,0.6186,-0.0864,0.502
COPX,UAPSX,2509,0.6186,-0.0866,0.502
COPX,UBPIX,2509,0.6414,-0.054,0.5
COPX,UBPSX,2509,0.6411,-0.0533,0.5008
COPX,UCPIX,2509,-0.6164,0.0931,0.4841
COPX,UCPSX,2509,-0.6171,0.0926,0.4833
COPX,UDPIX,2509,0.6017,-0.0646,0.5076
COPX,UDPSX,2509,0.6011,-0.0648,0.5064
COPX,UEPIX,2509,0.6978,-0.0781,0.4753
COPX,UEPSX,2509,0.7048,-0.0776,0.4745
COPX,UFPIX,2509,-0.6383,0.057,0.4821
COPX,UFPSX,2509,-0.6402,0.0562,0.4793
COPX,UGPIX,2509,0.5118,-0.0562,0.4689
COPX,UGPSX,2509,0.5114,-0.0559,0.4685
COPX,UHPIX,2509,-0.5091,0.0583,0.5068
COPX,UHPSX,2509,-0.5098,0.0577,0.5044
COPX,UIPIX,2509,-0.6314,0.0818,0.486
COPX,UIPSX,2509,-0.6313,0.0812,0.4844
COPX,UJPIX,2509,0.558,-0.1093,0.4757
COPX,UJPSX,2509,0.55,-0.1083,0.4741
COPX,UKPIX,2509,-0.5656,0.112,0.5032
COPX,UKPSX,2509,-0.5676,0.1105,0.5032
COPX,ULPIX,2509,0.611,-0.0781,0.4996
COPX,ULPSX,2509,0.6065,-0.0772,0.4996
COPX,UMPIX,2509,0.6328,-0.0807,0.4952
COPX,UMPSX,2509,0.6321,-0.0808,0.4956
COPX,UNPIX,2509,0.7191,-0.08,0.4848
COPX,UNPSX,2509,0.7194,-0.08,0.4837
COPX,UOPIX,2509,0.5496,-0.1001,0.502
COPX,UOPSX,2509,0.5448,-0.0987,0.502
COPX,URPIX,2509,-0.6165,0.0805,0.4785
COPX,URPSX,2509,-0.6171,0.0808,0.4801
COPX,USPIX,2509,-0.5514,0.1042,0.4841
COPX,USPSX,2509,-0.5514,0.1034,0.4856
COPX,UTPIX,2509,0.309,-0.0528,0.4856
COPX,UTPSX,2509,0.3084,-0.0537,0.4852
COPX,UUPIX,2509,0.6869,-0.0771,0.4952
COPX,UUPSX,2509,0.6866,-0.0773,0.4952
COPX,UVPIX,2509,-0.683,0.0801,0.492
COPX,UVPSX,2509,-0.6844,0.0792,0.4884
COPX,UWPIX,2509,-0.5994,0.0675,0.4693
COPX,UWPSX,2509,-0.6,0.0668,0.4701
COPX,UXPIX,2509,-0.7177,0.0813,0.4892
COPX,UXPSX,2509,-0.7188,0.0804,0.4888
COPX,WCPIX,2509,0.422,-0.0459,0.492
COPX,WCPSX,2509,0.4222,-0.0461,0.4896
DBC,AFBIX,2483,-0.2529,0.0267,0.4508
DBC,AFBSX,2483,-0.1471,0.0201,0.4504
DBC,BIPIX,2509,0.1357,-0.0507,0.4821
DBC,BIPSX,2509,0.1304,-0.0483,0.4817
DBC,BITIX,1028,-0.1258,0.0192,0.5063
DBC,BKPIX,2509,0.2421,-0.0272,0.4856
DBC,BKPSX,2509,0.242,-0.0278,0.4844
DBC,BLPIX,2509,0.299,-0.045,0.5
DBC,BLPSX,2509,0.2975,-0.0441,0.4972
DBC,BMPIX,2509,0.3616,-0.029,0.4852
DBC,BMPSX,2509,0.3616,-0.0291,0.486
DBC,BRPIX,2509,-0.297,0.0459,0.4561
DBC,BRPSX,2509,-0.2983,0.0463,0.4569
DBC,BTCFX,1254,0.108,-0.0136,0.4773
DBC,CNPIX,2509,0.2112,-0.0392,0.4988
DBC,CNPSX,2509,0.2111,-0.0397,0.4996
DBC,CYPIX,2509,0.2088,-0.0521,0.4928
DBC,CYPSX,2509,0.2085,-0.0523,0.4912
DBC,ENPIX,2509,0.6255,0.002,0.496
DBC,ENPSX,2509,0.6257,0.0016,0.4956
DBC,ETHFX,356,0.1315,-0.0107,0.4958
DBC,FDPIX,2509,0.1322,0.0396,0.4406
DBC,FDPSX,2509,0.1421,0.0379,0.4354
DBC,FNPIX,2509,0.272,-0.0265,0.496
DBC,FNPSX,2509,0.2715,-0.0266,0.492
DBC,FYAIX,2483,0.2301,-0.0193,0.4786
DBC,FYASX,2483,0.2398,-0.0235,0.479
DBC,GVPIX,2477,-0.1759,-0.0055,0.4669
DBC,GVPSX,2477,-0.1757,-0.0055,0.4645
DBC,HCPIX,2509,0.1728,-0.0411,0.488
DBC,HCPSX,2509,0.1721,-0.0411,0.4884
DBC,IDPIX,2509,0.2939,-0.0304,0.4912
DBC,IDPSX,2509,0.2938,-0.0303,0.4884
DBC,INPIX,2509,0.2006,-0.0388,0.5024
DBC,INPSX,2509,0.1978,-0.0375,0.5012
DBC,LGPIX,2509,0.2536,-0.0569,0.4892
DBC,LGPSX,2509,0.2538,-0.0568,0.4864
DBC,LVPIX,2509,0.3297,-0.0323,0.4936
DBC,LVPSX,2509,0.3296,-0.0323,0.4932
DBC,MDPIX,2509,0.3062,-0.0376,0.4904
DBC,MDPSX,2509,0.3056,-0.0377,0.49
DBC,MGPIX,2509,0.27,-0.0361,0.4912
DBC,MGPSX,2509,0.2627,-0.0337,0.4916
DBC,MLPIX,2509,0.3141,-0.0287,0.4916
DBC,MLPSX,2509,0.3128,-0.0294,0.4896
DBC,MPIXX,2509,,,0.0
DBC,MPSXX,2509,,,0.0
DBC,OEPIX,2509,0.5928,0.0047,0.4896
DBC,OEPSX,2509,0.5928,0.0045,0.488
DBC,OTPIX,2509,0.239,-0.0607,0.486
DBC,OTPSX,2509,0.2389,-0.06,0.486
DBC,PHPIX,2509,0.1604,-0.0455,0.4892
DBC,PHPSX,2509,0.1603,-0.0459,0.49
DBC,PMPIX,2509,0.2537,-0.0298,0.488
DBC,PMPSX,2509,0.2538,-0.0299,0.488
DBC,RDPIX,2509,-0.1345,-0.0361,0.4848
DBC,RDPSX,2509,-0.1339,-0.0381,0.4793
DBC,REPIX,2509,0.2028,-0.0114,0.488
DBC,REPSX,2509,0.2023,-0.0118,0.4876
DBC,RRPIX,2477,0.1742,0.0048,0.5044
DBC,RRPSX,2477,0.1736,0.006,0.5057
DBC,RTPIX,2477,0.1396,0.0053,0.4673
DBC,RTPSX,2477,0.1462,0.0031,0.4645
DBC,SGPIX,2509,0.277,-0.0435,0.4868
DBC,SGPSX,2509,0.2757,-0.0432,0.4856
DBC,SHPIX,2509,-0.2818,0.0456,0.4745
DBC,SHPSX,2509,-0.2828,0.0469,0.4745
DBC,SLPIX,2509,0.2988,-0.0445,0.4896
DBC,SLPSX,2509,0.299,-0.0445,0.4888
DBC,SMPIX,2509,0.217,-0.0657,0.4833
DBC,SMPSX,2509,0.2145,-0.0662,0.4769
DBC,SNPIX,2509,-0.6248,-0.0011,0.4741
DBC,SNPSX,2509,-0.6252,-0.0018,0.4741
DBC,SOPIX,2509,-0.2358,0.0602,0.4765
DBC,SOPSX,2509,-0.2358,0.0606,0.4745
DBC,SPPIX,2509,-0.2502,0.0323,0.4837
DBC,SPPSX,2509,-0.2498,0.0312,0.4829
DBC,SRPIX,2509,-0.2055,0.0114,0.4661
DBC,SRPSX,2509,-0.2065,0.0114,0.4629
DBC,SVPIX,2509,0.3055,-0.0339,0.4932
DBC,SVPSX,2509,0.3048,-0.0348,0.492
DBC,TEPIX,2509,0.2333,-0.056,0.492
DBC,TEPSX,2509,0.2325,-0.0562,0.4896
DBC,UAPIX,2509,0.2985,-0.0415,0.4896
DBC,UAPSX,2509,0.2986,-0.0417,0.4884
DBC,UBPIX,2509,0.4053,-0.032,0.4789
DBC,UBPSX,2509,0.4052,-0.032,0.4785
DBC,UCPIX,2509,-0.2978,0.0437,0.4821
DBC,UCPSX,2509,-0.2978,0.0434,0.4805
DBC,UDPIX,2509,0.2981,-0.0326,0.502
DBC,UDPSX,2509,0.2978,-0.0327,0.5004
DBC,UEPIX,2509,0.389,-0.0437,0.4769
DBC,UEPSX,2509,0.3936,-0.0428,0.4753
DBC,UFPIX,2509,-0.4047,0.0329,0.4892
DBC,UFPSX,2509,-0.4059,0.0328,0.4888
DBC,UGPIX,2509,0.2198,-0.0228,0.4729
DBC,UGPSX,2509,0.2194,-0.0225,0.4713
DBC,UHPIX,2509,-0.2215,0.0233,0.4948
DBC,UHPSX,2509,-0.2214,0.0225,0.49
DBC,UIPIX,2509,-0.3078,0.034,0.4793
DBC,UIPSX,2509,-0.3077,0.0337,0.4769
DBC,UJPIX,2509,0.2297,-0.0584,0.4741
DBC,UJPSX,2509,0.226,-0.0569,0.4717
DBC,UKPIX,2509,-0.2353,0.0603,0.4948
DBC,UKPSX,2509,-0.2351,0.0613,0.4936
DBC,ULPIX,2509,0.2987,-0.0442,0.5004
DBC,ULPSX,2509,0.2965,-0.043,0.5016
DBC,UMPIX,2509,0.3074,-0.0351,0.4912
DBC,UMPSX,2509,0.307,-0.035,0.4912
DBC,UNPIX,2509,0.3075,-0.0458,0.4856
DBC,UNPSX,2509,0.3072,-0.0458,0.4829
DBC,UOPIX,2509,0.2376,-0.0581,0.4952
DBC,UOPSX,2509,0.2354,-0.0564,0.4932
DBC,URPIX,2509,-0.3002,0.0461,0.4653
DBC,URPSX,2509,-0.3011,0.0457,0.4657
DBC,USPIX,2509,-0.2387,0.0616,0.4793
DBC,USPSX,2509,-0.2386,0.0616,0.4821
DBC,UTPIX,2509,0.1596,-0.0227,0.4821
DBC,UTPSX,2509,0.1596,-0.0234,0.4805
DBC,UUPIX,2509,0.3139,-0.046,0.488
DBC,UUPSX,2509,0.3137,-0.046,0.488
DBC,UVPIX,2509,-0.3137,0.0473,0.4876
DBC,UVPSX,2509,-0.3141,0.047,0.4848
DBC,UWPIX,2509,-0.2984,0.0343,0.4649
DBC,UWPSX,2509,-0.2991,0.0343,0.4641
DBC,UXPIX,2509,-0.3067,0.0461,0.4773
DBC,UXPSX,2509,-0.307,0.0462,0.4789
DBC,WCPIX,2509,0.184,-0.026,0.4888
DBC,WCPSX,2509,0.184,-0.0262,0.4892
EDV,AFBIX,2483,-0.185,-0.0089,0.4907
EDV,AFBSX,2483,-0.112,0.0019,0.4907
EDV,BIPIX,2509,0.001,0.039,0.5096
EDV,BIPSX,2509,0.0037,0.0384,0.5112
EDV,BITIX,1028,-0.0024,0.0143,0.519
EDV,BKPIX,2509,-0.2414,0.0042,0.5124
EDV,BKPSX,2509,-0.2414,0.0045,0.5104
EDV,BLPIX,2509,-0.1165,0.0559,0.5175
EDV,BLPSX,2509,-0.1156,0.0573,0.5144
EDV,BMPIX,2509,-0.1288,0.0318,0.5076
EDV,BMPSX,2509,-0.129,0.0324,0.508
EDV,BRPIX,2509,0.1178,-0.0552,0.4526
EDV,BRPSX,2509,0.1188,-0.0548,0.4533
EDV,BTCFX,1254,-0.0022,0.0062,0.4749
EDV,CNPIX,2509,-0.0471,0.0764,0.5096
EDV,CNPSX,2509,-0.0466,0.0773,0.5108
EDV,CYPIX,2509,-0.0359,0.0497,0.5108
EDV,CYPSX,2509,-0.0354,0.0499,0.5112
EDV,ENPIX,2509,-0.2247,-0.0114,0.4876
EDV,ENPSX,2509,-0.2245,-0.0111,0.488
EDV,ETHFX,356,0.0736,-0.0875,0.4761
EDV,FDPIX,2509,0.2127,0.0277,0.4573
EDV,FDPSX,2509,0.2164,0.0337,0.453
EDV,FNPIX,2509,-0.1889,0.0352,0.5072
EDV,FNPSX,2509,-0.1887,0.0355,0.5072
EDV,FYAIX,2483,0.2056,0.0123,0.4545
EDV,FYASX,2483,0.2015,0.0144,0.4533
EDV,GVPIX,2477,0.9716,-0.0163,0.4653
EDV,GVPSX,2477,0.9715,-0.0163,0.4661
EDV,HCPIX,2509,-0.067,0.0713,0.5159
EDV,HCPSX,2509,-0.0663,0.0719,0.5159
EDV,IDPIX,2509,-0.1376,0.0416,0.5116
EDV,IDPSX,2509,-0.1369,0.0418,0.5092
EDV,INPIX,2509,-0.0307,0.0427,0.5156
EDV,INPSX,2509,-0.0291,0.043,0.5152
EDV,LGPIX,2509,-0.0774,0.0501,0.5144
EDV,LGPSX,2509,-0.0762,0.0508,0.5124
EDV,LVPIX,2509,-0.1548,0.0476,0.5068
EDV,LVPSX,2509,-0.154,0.0483,0.5068
EDV,MDPIX,2509,-0.1066,0.0475,0.5116
EDV,MDPSX,2509,-0.1052,0.0483,0.512
EDV,MGPIX,2509,-0.072,0.0508,0.5148
EDV,MGPSX,2509,-0.0682,0.0503,0.5136
EDV,MLPIX,2509,-0.1317,0.0393,0.5072
EDV,MLPSX,2509,-0.1304,0.0404,0.506
EDV,MPIXX,2509,,,0.0
EDV,MPSXX,2509,,,0.0
EDV,OEPIX,2509,-0.2183,-0.0312,0.486
EDV,OEPSX,2509,-0.2184,-0.0308,0.4829
EDV,OTPIX,2509,-0.0628,0.0533,0.51
EDV,OTPSX,2509,-0.0622,0.0535,0.5088
EDV,PHPIX,2509,-0.0432,0.0516,0.498
EDV,PHPSX,2509,-0.0426,0.0524,0.4988
EDV,PMPIX,2509,0.1801,0.037,0.4908
EDV,PMPSX,2509,0.1801,0.0373,0.4904
EDV,RDPIX,2509,-0.2005,-0.049,0.4769
EDV,RDPSX,2509,-0.2039,-0.0461,0.4773
EDV,REPIX,2509,0.0829,0.0578,0.5124
EDV,REPSX,2509,0.0822,0.0582,0.5104
EDV,RRPIX,2477,-0.9642,0.0116,0.517
EDV,RRPSX,2477,-0.9707,0.0157,0.5153
EDV,RTPIX,2477,-0.8338,0.0084,0.4863
EDV,RTPSX,2477,-0.8753,0.0159,0.4842
EDV,SGPIX,2509,-0.1,0.0488,0.5052
EDV,SGPSX,2509,-0.0982,0.0494,0.5056
EDV,SHPIX,2509,0.1046,-0.0462,0.4741
EDV,SHPSX,2509,0.1058,-0.0476,0.4729
EDV,SLPIX,2509,-0.1011,0.0416,0.508
EDV,SLPSX,2509,-0.1007,0.0415,0.5088
EDV,SMPIX,2509,-0.0674,0.051,0.5088
EDV,SMPSX,2509,-0.0651,0.0516,0.5056
EDV,SNPIX,2509,0.2245,0.0085,0.4964
EDV,SNPSX,2509,0.225,0.009,0.4948
EDV,SOPIX,2509,0.066,-0.0586,0.4601
EDV,SOPSX,2509,0.0656,-0.0576,0.4573
EDV,SPPIX,2509,-0.1745,-0.0445,0.4944
EDV,SPPSX,2509,-0.1765,-0.0427,0.494
EDV,SRPIX,2509,-0.0788,-0.062,0.4561
EDV,SRPSX,2509,-0.0785,-0.0624,0.4537
EDV,SVPIX,2509,-0.1263,0.0309,0.5008
EDV,SVPSX,2509,-0.1255,0.0313,0.5016
EDV,TEPIX,2509,-0.0683,0.0491,0.5163
EDV,TEPSX,2509,-0.0679,0.0503,0.5159
EDV,UAPIX,2509,-0.1014,0.0408,0.51
EDV,UAPSX,2509,-0.1013,0.041,0.5096
EDV,UBPIX,2509,-0.0885,0.0234,0.4829
EDV,UBPSX,2509,-0.0882,0.023,0.4817
EDV,UCPIX,2509,0.1026,-0.0429,0.4765
EDV,UCPSX,2509,0.1023,-0.0425,0.4757
EDV,UDPIX,2509,-0.1449,0.0558,0.5116
EDV,UDPSX,2509,-0.1443,0.0562,0.5104
EDV,UEPIX,2509,-0.1225,0.0609,0.4968
EDV,UEPSX,2509,-0.1215,0.0596,0.4964
EDV,UFPIX,2509,0.0868,-0.0246,0.5004
EDV,UFPSX,2509,0.0871,-0.0241,0.5004
EDV,UGPIX,2509,-0.0379,0.0555,0.5104
EDV,UGPSX,2509,-0.0376,0.0558,0.5092
EDV,UHPIX,2509,0.039,-0.0584,0.4701
EDV,UHPSX,2509,0.0382,-0.0581,0.4689
EDV,UIPIX,2509,0.1131,-0.0463,0.4745
EDV,UIPSX,2509,0.1133,-0.0457,0.4737
EDV,UJPIX,2509,-0.1736,0.0558,0.5104
EDV,UJPSX,2509,-0.171,0.0566,0.5088
EDV,UKPIX,2509,0.1781,-0.0523,0.4725
EDV,UKPSX,2509,0.178,-0.0506,0.4725
EDV,ULPIX,2509,-0.1132,0.055,0.5187
EDV,ULPSX,2509,-0.1111,0.056,0.5183
EDV,UMPIX,2509,-0.1094,0.0449,0.5112
EDV,UMPSX,2509,-0.1086,0.0452,0.5116
EDV,UNPIX,2509,-0.0649,0.0616,0.5056
EDV,UNPSX,2509,-0.0646,0.061,0.5068
EDV,UOPIX,2509,-0.0609,0.0572,0.5183
EDV,UOPSX,2509,-0.059,0.058,0.5191
EDV,URPIX,2509,0.1173,-0.0508,0.4617
EDV,URPSX,2509,0.1183,-0.0495,0.4637
EDV,USPIX,2509,0.0649,-0.056,0.4665
EDV,USPSX,2509,0.0646,-0.0554,0.4681
EDV,UTPIX,2509,0.0734,0.0608,0.494
EDV,UTPSX,2509,0.0737,0.0617,0.4952
EDV,UUPIX,2509,-0.0675,0.0695,0.5156
EDV,UUPSX,2509,-0.0675,0.0698,0.5156
EDV,UVPIX,2509,0.069,-0.073,0.4737
EDV,UVPSX,2509,0.0691,-0.0722,0.4733
EDV,UWPIX,2509,0.1465,-0.0564,0.4689
EDV,UWPSX,2509,0.1468,-0.0556,0.4709
EDV,UXPIX,2509,0.0648,-0.0633,0.4729
EDV,UXPSX,2509,0.065,-0.0623,0.4721
EDV,WCPIX,2509,-0.0489,0.0365,0.5
EDV,WCPSX,2509,-0.0488,0.0366,0.4988
EUO,AFBIX,2483,0.2509,0.0311,0.4645
EUO,AFBSX,2483,0.1209,0.0383,0.4629
EUO,BIPIX,2509,-0.1278,-0.0191,0.4948
EUO,BIPSX,2509,-0.1216,-0.0171,0.4948
EUO,BITIX,1028,0.1414,-0.0023,0.48
EUO,BKPIX,2509,-0.0847,-0.0104,0.4884
EUO,BKPSX,2509,-0.0846,-0.0107,0.4868
EUO,BLPIX,2509,-0.1333,-0.0268,0.4761
EUO,BLPSX,2509,-0.1339,-0.0276,0.4721
EUO,BMPIX,2509,-0.2022,-0.0243,0.4868
EUO,BMPSX,2509,-0.2019,-0.0244,0.4872
EUO,BRPIX,2509,0.1265,0.0251,0.4781
EUO,BRPSX,2509,0.1271,0.0246,0.4801
EUO,BTCFX,1254,-0.1538,-0.0159,0.5028
EUO,CNPIX,2509,-0.1645,-0.0151,0.496
EUO,CNPSX,2509,-0.1638,-0.0156,0.4956
EUO,CYPIX,2509,-0.1293,-0.0339,0.4765
EUO,CYPSX,2509,-0.1283,-0.0342,0.4749
EUO,ENPIX,2509,-0.0404,0.0169,0.4936
EUO,ENPSX,2509,-0.0404,0.0163,0.4928
EUO,ETHFX,356,-0.0378,0.0348,0.5014
EUO,FDPIX,2509,-0.9143,-0.0056,0.4573
EUO,FDPSX,2509,-0.9397,-0.0074,0.4561
EUO,FNPIX,2509,-0.0982,-0.0261,0.4793
EUO,FNPSX,2509,-0.0979,-0.0262,0.4789
EUO,FYAIX,2483,-0.2464,-0.035,0.4641
EUO,FYASX,2483,-0.2485,-0.0367,0.4666
EUO,GVPIX,2477,-0.1585,0.0044,0.4883
EUO,GVPSX,2477,-0.1584,0.0049,0.4867
EUO,HCPIX,2509,-0.1073,-0.0455,0.4884
EUO,HCPSX,2509,-0.1065,-0.0451,0.4884
EUO,IDPIX,2509,-0.1257,-0.0243,0.494
EUO,IDPSX,2509,-0.1255,-0.0243,0.494
EUO,INPIX,2509,-0.1095,-0.0281,0.4617
EUO,INPSX,2509,-0.1074,-0.0281,0.4609
EUO,LGPIX,2509,-0.1281,-0.0152,0.4613
EUO,LGPSX,2509,-0.1279,-0.0154,0.4597
EUO,LVPIX,2509,-0.1214,-0.0363,0.4856
EUO,LVPSX,2509,-0.1206,-0.0365,0.4848
EUO,MDPIX,2509,-0.133,-0.023,0.4904
EUO,MDPSX,2509,-0.1315,-0.0231,0.49
EUO,MGPIX,2509,-0.1332,-0.0209,0.4868
EUO,MGPSX,2509,-0.129,-0.0215,0.4872
EUO,MLPIX,2509,-0.1231,-0.024,0.4904
EUO,MLPSX,2509,-0.1219,-0.0239,0.49
EUO,MPIXX,2509,,,0.0
EUO,MPSXX,2509,,,0.0
EUO,OEPIX,2509,-0.0798,0.0305,0.4988
EUO,OEPSX,2509,-0.0796,0.0297,0.4956
EUO,OTPIX,2509,-0.1254,-0.0152,0.4649
EUO,OTPSX,2509,-0.1252,-0.015,0.4641
EUO,PHPIX,2509,-0.1183,-0.0298,0.4912
EUO,PHPSX,2509,-0.1177,-0.0297,0.4916
EUO,PMPIX,2509,-0.3677,0.0144,0.5052
EUO,PMPSX,2509,-0.3676,0.0143,0.506
EUO,RDPIX,2509,0.9072,0.011,0.4665
EUO,RDPSX,2509,0.9169,0.012,0.4677
EUO,REPIX,2509,-0.1551,-0.0279,0.4928
EUO,REPSX,2509,-0.1543,-0.0285,0.49
EUO,RRPIX,2477,0.1549,-0.0039,0.4875
EUO,RRPSX,2477,0.158,-0.0053,0.4851
EUO,RTPIX,2477,0.2127,0.0043,0.4673
EUO,RTPSX,2477,0.2287,0.0011,0.4653
EUO,SGPIX,2509,-0.1225,-0.0153,0.4924
EUO,SGPSX,2509,-0.1213,-0.0154,0.492
EUO,SHPIX,2509,0.1246,0.0194,0.4769
EUO,SHPSX,2509,0.1246,0.0205,0.4745
EUO,SLPIX,2509,-0.1347,-0.0145,0.4896
EUO,SLPSX,2509,-0.1348,-0.0143,0.4904
EUO,SMPIX,2509,-0.0972,-0.0085,0.4749
EUO,SMPSX,2509,-0.0953,-0.0097,0.4697
EUO,SNPIX,2509,0.0385,-0.0159,0.4833
EUO,SNPSX,2509,0.0385,-0.0157,0.4837
EUO,SOPIX,2509,0.1205,0.0148,0.4936
EUO,SOPSX,2509,0.1213,0.0139,0.4924
EUO,SPPIX,2509,0.359,-0.011,0.4677
EUO,SPPSX,2509,0.361,-0.0115,0.4665
EUO,SRPIX,2509,0.1513,0.0303,0.4701
EUO,SRPSX,2509,0.1526,0.0304,0.4649
EUO,SVPIX,2509,-0.1091,-0.0234,0.486
EUO,SVPSX,2509,-0.1078,-0.024,0.4852
