ticker,strategy_no,source,condition,horizon,full_avg,full_trades,full_hit,frozen_avg,frozen_trades,frozen_hit,density_full,density_frozen
MDPIX,1,triple_scan,GDX_up_down_down_SPY_XLF,1,0.2931349460820169,393,0.5928753180661578,0.5774339628416361,60,0.6833333333333333,200,40
MDPIX,2,triple_scan,GDX_up_down_down_IWM_XLF,1,0.28696449110860406,383,0.5900783289817232,0.5790014474379696,57,0.6666666666666666,200,40
MDPIX,3,triple_scan,GDX_up_down_down_QQQ_XLF,1,0.28700675227843314,295,0.6169491525423729,0.6317061861236105,51,0.7254901960784313,200,40
MDPSX,1,triple_scan,GDX_up_down_down_IWM_XLF,1,0.2805766926817632,387,0.5891472868217055,0.5764150046266961,57,0.6666666666666666,160,35
MDPSX,2,triple_scan,GDX_up_down_down_SPY_XLF,1,0.28023702292893854,379,0.5910290237467019,0.5743131620600176,60,0.6833333333333333,160,35
MDPSX,3,triple_scan,GDX_up_down_down_XLC_XLF,1,0.2703334580845925,160,0.5625,0.43937759659266273,63,0.6190476190476191,160,35
MGPIX,1,triple_scan,GDX_up_down_down_XLF_XLK,1,0.27589538516662093,400,0.64,0.7139340254663638,49,0.7551020408163265,120,30
MGPIX,2,triple_scan,GLD_down_up_up_LQD_XLC,1,0.2659800312016485,124,0.6048387096774194,0.3465146231863659,44,0.6590909090909091,120,30
MGPIX,3,condition_expansion,combo_XLU_big_up__ext_credit_spread_down,1,0.215912275105995,128,0.6328125,0.269872659071793,37,0.6486486486486487,120,30
MGPSX,1,triple_scan,GDX_up_down_down_XLF_XLK,1,0.2712729139570114,400,0.635,0.7078731296997836,49,0.7551020408163265,120,30
MGPSX,2,triple_scan,GLD_down_up_up_LQD_XLC,1,0.2620782684583194,124,0.5967741935483871,0.34321527087469045,44,0.6590909090909091,120,30
MGPSX,3,condition_expansion,combo_XLU_big_up__ext_credit_spread_down,1,0.21054418380496537,128,0.625,0.2638697660054938,37,0.6486486486486487,120,30
MLPIX,1,triple_scan,GDX_up_down_down_SPY_XLF,1,0.42021209828572176,216,0.6018518518518519,0.5588510809221118,60,0.65,120,30
MLPIX,2,triple_scan,GDX_up_down_down_UUP_XLK,1,0.33366051322654094,208,0.5913461538461539,0.5010950767357247,40,0.575,120,30
MLPIX,3,condition_expansion,combo_XLV_down__ext_usd_gold_ratio_le-1,1,0.2109264270044023,124,0.5806451612903226,0.49359336951963023,48,0.6041666666666666,120,30
MLPSX,1,triple_scan,GDX_up_down_down_SPY_XLF,1,0.4170282475380811,219,0.6027397260273972,0.5552566473939436,60,0.65,160,35
MLPSX,2,triple_scan,GDX_up_down_down_UUP_XLK,1,0.3806246242950254,173,0.5953757225433526,0.4968370080437827,40,0.575,160,35
MLPSX,3,triple_scan,GDX_up_down_down_XLF_XLV,1,0.26074124875871035,200,0.585,0.5742841411986124,61,0.639344262295082,160,35
OEPIX,1,condition_expansion,combo_XLU_big_down__ext_vix_close_up,3,0.3306704684505921,519,0.5549132947976878,0.5990308090013562,50,0.66,200,40
OEPIX,2,pair_scan,XLE_up_XLU_down,2,0.2394642432320892,781,0.5556978233034571,0.23875291705347365,84,0.5833333333333334,200,40
OEPIX,3,triple_scan,GLD_down_up_up_SPY_XLC,2,0.34941587430024384,278,0.5863309352517986,0.25633727843528614,70,0.6142857142857143,200,40
